"congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation"
84,1955-01-03,"Senate","MD",200,"BUTLER, John Marshall","B001180",1897-07-21,3,3,20984,57.45106091718,"Lost"
85,1957-01-03,"Senate","MD",200,"BUTLER, John Marshall","B001180",1897-07-21,4,4,21715,59.4524298425736,"Lost"
86,1959-01-03,"Senate","MD",200,"BUTLER, John Marshall","B001180",1897-07-21,5,5,22445,61.45106091718,"Lost"
87,1961-01-03,"Senate","MD",200,"BUTLER, John Marshall","B001180",1897-07-21,6,6,23176,63.4524298425736,"Lost"
92,1971-01-03,"House","VA",200,"BUTLER, Manley Caldwell","B001182",1925-06-02,1,1,16651,45.5879534565366,"Greatest"
93,1973-01-03,"House","VA",200,"BUTLER, Manley Caldwell","B001182",1925-06-02,2,2,17382,47.5893223819302,"Greatest"
94,1975-01-03,"House","VA",200,"BUTLER, Manley Caldwell","B001182",1925-06-02,3,3,18112,49.5879534565366,"Greatest"
95,1977-01-03,"House","VA",200,"BUTLER, Manley Caldwell","B001182",1925-06-02,4,4,18843,51.5893223819302,"Greatest"
96,1979-01-03,"House","VA",200,"BUTLER, Manley Caldwell","B001182",1925-06-02,5,5,19573,53.5879534565366,"Greatest"
97,1981-01-03,"House","VA",200,"BUTLER, Manley Caldwell","B001182",1925-06-02,6,6,20304,55.5893223819302,"Greatest"
70,1927-03-04,"House","OR",200,"BUTLER, Robert Reyburn","B001187",1881-09-24,1,1,16596,45.4373716632444,"Missionary"
71,1929-03-04,"House","OR",200,"BUTLER, Robert Reyburn","B001187",1881-09-24,2,2,17327,47.4387405886379,"Missionary"
72,1931-03-04,"House","OR",200,"BUTLER, Robert Reyburn","B001187",1881-09-24,3,3,18057,49.4373716632444,"Missionary"
66,1919-03-04,"House","PA",200,"BUTLER, Thomas Stalker","B001192",1855-11-04,12,12,23130,63.3264887063655,"Progressive"
67,1921-03-04,"House","PA",200,"BUTLER, Thomas Stalker","B001192",1855-11-04,13,13,23861,65.3278576317591,"Progressive"
68,1923-03-04,"House","PA",200,"BUTLER, Thomas Stalker","B001192",1855-11-04,14,14,24591,67.3264887063655,"Progressive"
69,1925-03-04,"House","PA",200,"BUTLER, Thomas Stalker","B001192",1855-11-04,15,15,25322,69.3278576317591,"Progressive"
70,1927-03-04,"House","PA",200,"BUTLER, Thomas Stalker","B001192",1855-11-04,16,16,26052,71.3264887063655,"Progressive"
68,1923-03-04,"Senate","MA",200,"BUTLER, William Morgan","B001196",1861-01-29,1,1,22678,62.0889801505818,"Missionary"
69,1925-03-04,"Senate","MA",200,"BUTLER, William Morgan","B001196",1861-01-29,2,2,23409,64.0903490759754,"Missionary"
90,1967-01-03,"House","NY",200,"BUTTON, Daniel Evan","B001201",1917-11-01,1,1,17960,49.1718001368925,"Greatest"
91,1969-01-03,"House","NY",200,"BUTTON, Daniel Evan","B001201",1917-11-01,2,2,18691,51.1731690622861,"Greatest"
103,1993-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,1,1,12457,34.1054072553046,"Boomers"
104,1995-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,2,2,13187,36.104038329911,"Boomers"
105,1997-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,3,3,13918,38.1054072553046,"Boomers"
106,1999-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,4,4,14648,40.104038329911,"Boomers"
107,2001-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,5,5,15379,42.1054072553046,"Boomers"
108,2003-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,6,6,16109,44.104038329911,"Boomers"
109,2005-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,7,7,16840,46.1054072553046,"Boomers"
110,2007-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,8,8,17570,48.104038329911,"Boomers"
111,2009-01-03,"House","IN",200,"BUYER, Stephen Earle","B001203",1958-11-26,9,9,18301,50.1054072553046,"Boomers"
76,1939-01-03,"House","MD",100,"BYRON, William Devereux","B001206",1895-05-15,1,1,15938,43.6358658453114,"Lost"
77,1941-01-03,"House","MD",100,"BYRON, William Devereux","B001206",1895-05-15,2,2,16669,45.637234770705,"Lost"
73,1933-03-04,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,1,1,16703,45.7303216974675,"Lost"
74,1935-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,2,2,17373,47.564681724846,"Lost"
75,1937-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,3,3,18104,49.5660506502396,"Lost"
76,1939-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,4,4,18834,51.564681724846,"Lost"
77,1941-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,5,5,19565,53.5660506502396,"Lost"
78,1943-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,6,6,20295,55.564681724846,"Lost"
79,1945-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,7,7,21026,57.5660506502396,"Lost"
80,1947-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,8,8,21756,59.564681724846,"Lost"
81,1949-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,9,9,22487,61.5660506502396,"Lost"
82,1951-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,10,10,23217,63.564681724846,"Lost"
83,1953-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,11,11,23948,65.5660506502396,"Lost"
84,1955-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,12,12,24678,67.564681724846,"Lost"
85,1957-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,13,13,25409,69.5660506502396,"Lost"
86,1959-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,14,14,26139,71.564681724846,"Lost"
87,1961-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,15,15,26870,73.5660506502396,"Lost"
88,1963-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,16,16,27600,75.564681724846,"Lost"
89,1965-01-03,"Senate","VA",100,"BYRD, Harry Flood","B001208",1887-06-10,17,17,28331,77.5660506502396,"Lost"
89,1965-01-03,"Senate","VA",100,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,1,1,18277,50.0396988364134,"Greatest"
90,1967-01-03,"Senate","VA",100,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,2,2,19007,52.0383299110199,"Greatest"
91,1969-01-03,"Senate","VA",100,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,3,3,19738,54.0396988364134,"Greatest"
92,1971-01-03,"Senate","VA",328,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,4,4,20468,56.0383299110199,"Greatest"
93,1973-01-03,"Senate","VA",328,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,5,5,21199,58.0396988364134,"Greatest"
94,1975-01-03,"Senate","VA",328,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,6,6,21929,60.0383299110199,"Greatest"
95,1977-01-03,"Senate","VA",328,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,7,7,22660,62.0396988364134,"Greatest"
96,1979-01-03,"Senate","VA",328,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,8,8,23390,64.0383299110198,"Greatest"
97,1981-01-03,"Senate","VA",328,"BYRD, Harry Flood, Jr.","B001209",1914-12-20,9,9,24121,66.0396988364134,"Greatest"
83,1953-01-03,"House","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,1,1,12828,35.1211498973306,"Greatest"
84,1955-01-03,"House","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,2,2,13558,37.119780971937,"Greatest"
85,1957-01-03,"House","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,3,3,14289,39.1211498973306,"Greatest"
86,1959-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,4,1,15019,41.119780971937,"Greatest"
87,1961-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,5,2,15750,43.1211498973306,"Greatest"
88,1963-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,6,3,16480,45.119780971937,"Greatest"
89,1965-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,7,4,17211,47.1211498973306,"Greatest"
90,1967-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,8,5,17941,49.119780971937,"Greatest"
91,1969-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,9,6,18672,51.1211498973306,"Greatest"
92,1971-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,10,7,19402,53.119780971937,"Greatest"
93,1973-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,11,8,20133,55.1211498973306,"Greatest"
94,1975-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,12,9,20863,57.119780971937,"Greatest"
95,1977-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,13,10,21594,59.1211498973306,"Greatest"
96,1979-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,14,11,22324,61.119780971937,"Greatest"
97,1981-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,15,12,23055,63.1211498973306,"Greatest"
98,1983-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,16,13,23785,65.119780971937,"Greatest"
99,1985-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,17,14,24516,67.1211498973306,"Greatest"
100,1987-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,18,15,25246,69.119780971937,"Greatest"
101,1989-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,19,16,25977,71.1211498973306,"Greatest"
102,1991-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,20,17,26707,73.119780971937,"Greatest"
103,1993-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,21,18,27438,75.1211498973306,"Greatest"
104,1995-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,22,19,28168,77.119780971937,"Greatest"
105,1997-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,23,20,28899,79.1211498973306,"Greatest"
106,1999-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,24,21,29629,81.119780971937,"Greatest"
107,2001-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,25,22,30360,83.1211498973306,"Greatest"
108,2003-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,26,23,31090,85.119780971937,"Greatest"
109,2005-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,27,24,31821,87.1211498973306,"Greatest"
110,2007-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,28,25,32551,89.119780971937,"Greatest"
111,2009-01-03,"Senate","WV",100,"BYRD, Robert Carlyle","B001210",1917-11-20,29,26,33282,91.1211498973306,"Greatest"
85,1957-01-03,"House","IL",200,"BYRNE, Emmet Francis","B001211",1896-12-06,1,1,21942,60.0739219712526,"Lost"
83,1953-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,1,1,16997,46.5352498288843,"Greatest"
84,1955-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,2,2,17727,48.5338809034908,"Greatest"
85,1957-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,3,3,18458,50.5352498288843,"Greatest"
86,1959-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,4,4,19188,52.5338809034908,"Greatest"
87,1961-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,5,5,19919,54.5352498288843,"Greatest"
88,1963-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,6,6,20649,56.5338809034908,"Greatest"
89,1965-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,7,7,21380,58.5352498288843,"Greatest"
90,1967-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,8,8,22110,60.5338809034908,"Greatest"
91,1969-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,9,9,22841,62.5352498288843,"Greatest"
92,1971-01-03,"House","PA",100,"BYRNE, James Aloysius","B001212",1906-06-22,10,10,23571,64.5338809034908,"Greatest"
103,1993-01-03,"House","VA",100,"BYRNE, Leslie Larkin","B001213",1946-10-27,1,1,16870,46.1875427789185,"Boomers"
75,1937-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,1,1,22217,60.8268309377139,"Missionary"
76,1939-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,2,2,22947,62.8254620123203,"Missionary"
77,1941-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,3,3,23678,64.8268309377139,"Missionary"
78,1943-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,4,4,24408,66.8254620123203,"Missionary"
79,1945-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,5,5,25139,68.8268309377139,"Missionary"
80,1947-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,6,6,25869,70.8254620123203,"Missionary"
81,1949-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,7,7,26600,72.8268309377139,"Missionary"
82,1951-01-03,"House","NY",100,"BYRNE, William Thomas","B001214",1876-03-06,8,8,27330,74.8254620123203,"Missionary"
66,1919-03-04,"House","SC",100,"BYRNES, James Francis","B001215",1882-05-02,5,5,13454,36.8350444900753,"Missionary"
67,1921-03-04,"House","SC",100,"BYRNES, James Francis","B001215",1882-05-02,6,6,14185,38.8364134154689,"Missionary"
68,1923-03-04,"House","SC",100,"BYRNES, James Francis","B001215",1882-05-02,7,7,14915,40.8350444900753,"Missionary"
72,1931-03-04,"Senate","SC",100,"BYRNES, James Francis","B001215",1882-05-02,8,1,17837,48.8350444900753,"Missionary"
73,1933-03-04,"Senate","SC",100,"BYRNES, James Francis","B001215",1882-05-02,9,2,18568,50.8364134154689,"Missionary"
74,1935-01-03,"Senate","SC",100,"BYRNES, James Francis","B001215",1882-05-02,10,3,19238,52.6707734428474,"Missionary"
75,1937-01-03,"Senate","SC",100,"BYRNES, James Francis","B001215",1882-05-02,11,4,19969,54.6721423682409,"Missionary"
76,1939-01-03,"Senate","SC",100,"BYRNES, James Francis","B001215",1882-05-02,12,5,20699,56.6707734428474,"Missionary"
77,1941-01-03,"Senate","SC",100,"BYRNES, James Francis","B001215",1882-05-02,13,6,21430,58.6721423682409,"Missionary"
79,1945-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,1,1,11528,31.5619438740589,"Greatest"
80,1947-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,2,2,12258,33.5605749486653,"Greatest"
81,1949-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,3,3,12989,35.5619438740589,"Greatest"
82,1951-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,4,4,13719,37.5605749486653,"Greatest"
83,1953-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,5,5,14450,39.5619438740589,"Greatest"
84,1955-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,6,6,15180,41.5605749486653,"Greatest"
85,1957-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,7,7,15911,43.5619438740589,"Greatest"
86,1959-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,8,8,16641,45.5605749486653,"Greatest"
87,1961-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,9,9,17372,47.5619438740589,"Greatest"
88,1963-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,10,10,18102,49.5605749486653,"Greatest"
89,1965-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,11,11,18833,51.5619438740589,"Greatest"
90,1967-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,12,12,19563,53.5605749486653,"Greatest"
91,1969-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,13,13,20294,55.5619438740589,"Greatest"
92,1971-01-03,"House","WI",200,"BYRNES, John William","B001216",1913-06-12,14,14,21024,57.5605749486653,"Greatest"
66,1919-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,6,6,18123,49.6180698151951,"Missionary"
67,1921-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,7,7,18854,51.6194387405886,"Missionary"
68,1923-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,8,8,19584,53.6180698151951,"Missionary"
69,1925-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,9,9,20315,55.6194387405886,"Missionary"
70,1927-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,10,10,21045,57.6180698151951,"Missionary"
71,1929-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,11,11,21776,59.6194387405886,"Missionary"
72,1931-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,12,12,22506,61.6180698151951,"Missionary"
73,1933-03-04,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,13,13,23237,63.6194387405886,"Missionary"
74,1935-01-03,"House","TN",100,"BYRNS, Joseph Wellington","B001217",1869-07-20,14,14,23907,65.4537987679671,"Missionary"
76,1939-01-03,"House","TN",100,"BYRNS, Joseph Wellington, Jr.","B001218",1903-08-15,1,1,12925,35.3867214236824,"Greatest"
96,1979-01-03,"House","MD",100,"BYRON, Beverly Barton Butcher","B001220",1932-07-27,1,1,16961,46.4366872005476,"Silent"
97,1981-01-03,"House","MD",100,"BYRON, Beverly Barton Butcher","B001220",1932-07-27,2,2,17692,48.4380561259411,"Silent"
98,1983-01-03,"House","MD",100,"BYRON, Beverly Barton Butcher","B001220",1932-07-27,3,3,18422,50.4366872005476,"Silent"
99,1985-01-03,"House","MD",100,"BYRON, Beverly Barton Butcher","B001220",1932-07-27,4,4,19153,52.4380561259411,"Silent"
100,1987-01-03,"House","MD",100,"BYRON, Beverly Barton Butcher","B001220",1932-07-27,5,5,19883,54.4366872005476,"Silent"
101,1989-01-03,"House","MD",100,"BYRON, Beverly Barton Butcher","B001220",1932-07-27,6,6,20614,56.4380561259411,"Silent"
102,1991-01-03,"House","MD",100,"BYRON, Beverly Barton Butcher","B001220",1932-07-27,7,7,21344,58.4366872005476,"Silent"
92,1971-01-03,"House","MD",100,"BYRON, Goodloe Edgar","B001221",1929-06-22,1,1,15170,41.533196440794,"Silent"
93,1973-01-03,"House","MD",100,"BYRON, Goodloe Edgar","B001221",1929-06-22,2,2,15901,43.5345653661875,"Silent"
94,1975-01-03,"House","MD",100,"BYRON, Goodloe Edgar","B001221",1929-06-22,3,3,16631,45.533196440794,"Silent"
95,1977-01-03,"House","MD",100,"BYRON, Goodloe Edgar","B001221",1929-06-22,4,4,17362,47.5345653661875,"Silent"
77,1941-01-03,"House","MD",100,"BYRON, Katharine Edgar","B001222",1903-10-25,1,1,13585,37.1937029431896,"Greatest"
117,2021-01-03,"House","NY",100,"BOWMAN, Jamaal","B001223",1976-04-01,1,1,16348,44.7583846680356,"Gen X"
118,2023-01-03,"House","NY",100,"BOWMAN, Jamaal","B001223",1976-04-01,2,2,17078,46.757015742642,"Gen X"
117,2021-01-03,"House","MO",100,"BUSH, Cori","B001224",1976-07-21,1,1,16237,44.4544832306639,"Gen X"
118,2023-01-03,"House","MO",100,"BUSH, Cori","B001224",1976-07-21,2,2,16967,46.4531143052704,"Gen X"
96,1979-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,1,1,12943,35.4360027378508,"Silent"
97,1981-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,2,2,13674,37.4373716632444,"Silent"
98,1983-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,3,3,14404,39.4360027378508,"Silent"
99,1985-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,4,4,15135,41.4373716632444,"Silent"
100,1987-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,5,5,15865,43.4360027378508,"Silent"
101,1989-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,6,6,16596,45.4373716632444,"Silent"
102,1991-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,7,7,17326,47.4360027378508,"Silent"
103,1993-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,8,8,18057,49.4373716632444,"Silent"
104,1995-01-03,"Senate","NJ",100,"BRADLEY, William Warren (Bill)","B001225",1943-07-28,9,9,18787,51.4360027378508,"Silent"
103,1993-01-03,"House","WI",100,"BARCA, Peter William","B001226",1955-08-07,1,1,13664,37.409993155373,"Boomers"
105,1997-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,1,1,18899,51.7426420260096,"Silent"
106,1999-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,2,2,19629,53.741273100616,"Silent"
107,2001-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,3,3,20360,55.7426420260096,"Silent"
108,2003-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,4,4,21090,57.741273100616,"Silent"
109,2005-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,5,5,21821,59.7426420260096,"Silent"
110,2007-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,6,6,22551,61.741273100616,"Silent"
111,2009-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,7,7,23282,63.7426420260096,"Silent"
112,2011-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,8,8,24012,65.741273100616,"Silent"
113,2013-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,9,9,24743,67.7426420260096,"Silent"
114,2015-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,10,10,25473,69.741273100616,"Silent"
115,2017-01-03,"House","PA",100,"BRADY, Robert A.","B001227",1945-04-07,11,11,26204,71.7426420260096,"Silent"
105,1997-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,1,1,12855,35.1950718685832,"Boomers"
106,1999-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,2,2,13585,37.1937029431896,"Boomers"
107,2001-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,3,3,14316,39.1950718685832,"Boomers"
108,2003-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,4,4,15046,41.1937029431896,"Boomers"
109,2005-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,5,5,15777,43.1950718685832,"Boomers"
110,2007-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,6,6,16507,45.1937029431896,"Boomers"
111,2009-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,7,7,17238,47.1950718685832,"Boomers"
112,2011-01-03,"House","CA",200,"BONO, Mary","B001228",1961-10-24,8,8,17968,49.1937029431896,"Boomers"
106,1999-01-03,"House","WA",100,"BAIRD, Brian","B001229",1956-03-07,1,1,15642,42.8254620123203,"Boomers"
107,2001-01-03,"House","WA",100,"BAIRD, Brian","B001229",1956-03-07,2,2,16373,44.8268309377139,"Boomers"
108,2003-01-03,"House","WA",100,"BAIRD, Brian","B001229",1956-03-07,3,3,17103,46.8254620123203,"Boomers"
109,2005-01-03,"House","WA",100,"BAIRD, Brian","B001229",1956-03-07,4,4,17834,48.8268309377139,"Boomers"
110,2007-01-03,"House","WA",100,"BAIRD, Brian","B001229",1956-03-07,5,5,18564,50.8254620123203,"Boomers"
111,2009-01-03,"House","WA",100,"BAIRD, Brian","B001229",1956-03-07,6,6,19295,52.8268309377139,"Boomers"
106,1999-01-03,"House","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,1,1,13475,36.8925393566051,"Boomers"
107,2001-01-03,"House","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,2,2,14206,38.8939082819986,"Boomers"
108,2003-01-03,"House","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,3,3,14936,40.8925393566051,"Boomers"
109,2005-01-03,"House","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,4,4,15667,42.8939082819986,"Boomers"
110,2007-01-03,"House","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,5,5,16397,44.8925393566051,"Boomers"
111,2009-01-03,"House","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,6,6,17128,46.8939082819986,"Boomers"
112,2011-01-03,"House","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,7,7,17858,48.8925393566051,"Boomers"
113,2013-01-03,"Senate","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,8,1,18589,50.8939082819986,"Boomers"
114,2015-01-03,"Senate","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,9,2,19319,52.8925393566051,"Boomers"
115,2017-01-03,"Senate","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,10,3,20050,54.8939082819986,"Boomers"
116,2019-01-03,"Senate","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,11,4,20780,56.8925393566051,"Boomers"
117,2021-01-03,"Senate","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,12,5,21511,58.8939082819986,"Boomers"
118,2023-01-03,"Senate","WI",100,"BALDWIN, Tammy","B001230",1962-02-11,13,6,22241,60.8925393566051,"Boomers"
106,1999-01-03,"House","NV",100,"BERKLEY, Shelley","B001231",1951-01-20,1,1,17515,47.9534565366188,"Boomers"
107,2001-01-03,"House","NV",100,"BERKLEY, Shelley","B001231",1951-01-20,2,2,18246,49.9548254620123,"Boomers"
108,2003-01-03,"House","NV",100,"BERKLEY, Shelley","B001231",1951-01-20,3,3,18976,51.9534565366188,"Boomers"
109,2005-01-03,"House","NV",100,"BERKLEY, Shelley","B001231",1951-01-20,4,4,19707,53.9548254620123,"Boomers"
110,2007-01-03,"House","NV",100,"BERKLEY, Shelley","B001231",1951-01-20,5,5,20437,55.9534565366188,"Boomers"
111,2009-01-03,"House","NV",100,"BERKLEY, Shelley","B001231",1951-01-20,6,6,21168,57.9548254620123,"Boomers"
112,2011-01-03,"House","NV",100,"BERKLEY, Shelley","B001231",1951-01-20,7,7,21898,59.9534565366188,"Boomers"
106,1999-01-03,"House","IL",200,"BIGGERT, Judy Borg","B001232",1937-08-15,1,1,22421,61.3853524982888,"Silent"
107,2001-01-03,"House","IL",200,"BIGGERT, Judy Borg","B001232",1937-08-15,2,2,23152,63.3867214236824,"Silent"
108,2003-01-03,"House","IL",200,"BIGGERT, Judy Borg","B001232",1937-08-15,3,3,23882,65.3853524982888,"Silent"
109,2005-01-03,"House","IL",200,"BIGGERT, Judy Borg","B001232",1937-08-15,4,4,24613,67.3867214236824,"Silent"
