RespondentID,"Consider the following hypothetical situations: <br>In Lottery A, you have a 50% chance of success, with a payout of $100. <br>In Lottery B, you have a 90% chance of success, with a payout of $20. <br><br>Assuming you have $10 to bet, would you play Lottery A or Lottery B?",Do you ever smoke cigarettes?,Do you ever drink alcohol?,Do you ever gamble?,Have you ever been skydiving?,Do you ever drive above the speed limit?,Have you ever cheated on your significant other?,Do you eat steak?,How do you like your steak prepared?,Gender,Age,Household Income,Education,Location (Census Region)
3234849594,Lottery B,No,Yes,No,No,Yes,No,No,,Male,45-60,"$0 - $24,999",Bachelor degree,East North Central
3234849033,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Well,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3234848751,Lottery B,No,No,No,No,Yes,No,Yes,Well,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234848656,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3234848624,Lottery A,No,Yes,No,Yes,Yes,No,Yes,Medium rare,Female,30-44,"$100,000 - $149,999",Graduate degree,West South Central
3234848544,Lottery B,No,Yes,No,No,Yes,No,No,,Female,45-60,,Bachelor degree,Middle Atlantic
3234848231,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234847835,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3234847799,Lottery A,No,No,No,No,Yes,No,Yes,Medium,Female,45-60,,Graduate degree,East North Central
3234847724,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
3234847389,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium,Male,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234847028,Lottery B,No,No,No,No,Yes,No,Yes,Medium Well,Female,> 60,,High school degree,New England
3234846945,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Bachelor degree,West North Central
3234846787,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,30-44,"$100,000 - $149,999",Graduate degree,East North Central
3234846522,Lottery B,No,Yes,Yes,No,Yes,No,No,,Male,30-44,"$100,000 - $149,999",Graduate degree,New England
3234846164,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,> 60,"$150,000+",Bachelor degree,West North Central
3234846005,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Female,45-60,"$150,000+",Bachelor degree,West South Central
3234845685,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic
3234845146,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium Well,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234845017,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234844345,Lottery B,No,No,No,No,Yes,No,No,,Female,18-29,"$0 - $24,999",High school degree,Pacific
3234844263,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3234844257,Lottery B,No,Yes,Yes,No,No,No,Yes,Well,Female,45-60,"$100,000 - $149,999",Bachelor degree,Mountain
3234844077,Lottery A,No,No,No,No,Yes,No,Yes,Medium,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3234843837,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234843826,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central
3234843714,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Well,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234843266,Lottery A,,No,,No,No,No,,Medium Well,Female,30-44,"$0 - $24,999",Bachelor degree,Middle Atlantic
3234843229,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,30-44,"$25,000 - $49,999",Bachelor degree,South Atlantic
3234843170,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Graduate degree,East South Central
3234843097,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,30-44,"$150,000+",Bachelor degree,New England
3234843042,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,18-29,"$50,000 - $99,999",Graduate degree,West South Central
3234842555,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234842077,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic
3234842004,Lottery B,No,No,No,No,Yes,No,Yes,Medium,Male,18-29,,High school degree,East North Central
3234841439,Lottery B,No,Yes,No,No,Yes,No,No,,Female,45-60,"$150,000+",Bachelor degree,East North Central
3234841276,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234840992,Lottery A,No,Yes,No,No,No,No,Yes,Medium rare,Female,> 60,,Bachelor degree,New England
3234840931,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Rare,Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234840809,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,45-60,,Graduate degree,Pacific
3234840455,Lottery A,No,No,No,No,Yes,No,Yes,Well,Female,45-60,"$150,000+",Bachelor degree,South Atlantic
3234840089,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,> 60,,Some college or Associate degree,South Atlantic
3234840017,Lottery B,No,No,No,No,No,No,Yes,Medium rare,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3234839930,,No,No,No,No,Yes,No,Yes,Medium rare,Male,45-60,,Some college or Associate degree,West North Central
3234839875,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,30-44,"$25,000 - $49,999",Bachelor degree,New England
3234839680,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Rare,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central
3234839467,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,> 60,"$150,000+",Bachelor degree,South Atlantic
3234839418,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234839160,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central
3234839073,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Rare,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234838884,Lottery A,No,Yes,Yes,No,No,No,No,,Female,45-60,"$150,000+",Some college or Associate degree,Mountain
3234838520,Lottery B,Yes,Yes,Yes,No,No,No,Yes,Medium rare,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3234838368,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Medium rare,Female,18-29,"$0 - $24,999",Graduate degree,East South Central
3234838236,Lottery A,No,Yes,Yes,No,Yes,Yes,No,,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central
3234837889,Lottery A,Yes,Yes,Yes,Yes,Yes,No,Yes,Medium Well,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234837794,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Female,> 60,"$25,000 - $49,999",High school degree,New England
3234837477,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Male,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3234837423,Lottery A,No,Yes,Yes,No,Yes,No,No,,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
3234836798,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
3234836496,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Rare,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3234836354,Lottery A,No,Yes,No,Yes,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Bachelor degree,New England
3234835856,Lottery B,,,,,,,,,,,,,
3234835855,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3234835549,Lottery B,No,No,No,Yes,Yes,No,Yes,Medium Well,Male,18-29,,Some college or Associate degree,New England
3234835436,,No,No,No,No,No,No,Yes,Medium Well,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
3234835019,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$100,000 - $149,999",Bachelor degree,East North Central
3234835004,Lottery A,No,Yes,Yes,No,Yes,No,No,,Female,45-60,,Graduate degree,Pacific
3234834715,Lottery B,No,Yes,No,No,Yes,No,Yes,Rare,Female,> 60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3234834693,Lottery A,No,No,No,No,No,No,No,,Female,18-29,,Bachelor degree,Pacific
3234834533,Lottery B,No,Yes,Yes,No,Yes,No,No,,Female,45-60,"$50,000 - $99,999",Bachelor degree,East South Central
3234834323,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Rare,Female,45-60,,Bachelor degree,Middle Atlantic
3234834302,Lottery B,No,Yes,No,Yes,No,No,Yes,Medium,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,East South Central
3234834174,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Well,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
3234834071,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234833617,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",Bachelor degree,South Atlantic
3234833027,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
3234832934,Lottery B,No,Yes,Yes,Yes,Yes,No,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
3234832916,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium,Male,18-29,"$0 - $24,999",Some college or Associate degree,Mountain
3234832790,Lottery A,No,No,Yes,No,No,No,No,,Female,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic
3234832610,Lottery B,No,No,No,No,Yes,No,No,,,,,,
3234831966,Lottery B,No,No,No,No,Yes,No,No,,,,,,
3234831618,Lottery B,No,Yes,No,Yes,Yes,Yes,No,,Female,30-44,"$25,000 - $49,999",Graduate degree,West North Central
3234831237,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$0 - $24,999",Some college or Associate degree,Pacific
3234831171,Lottery A,No,No,No,No,Yes,No,Yes,Medium,Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
3234830173,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
3234829821,Lottery A,No,Yes,No,No,Yes,No,No,,Female,18-29,"$25,000 - $49,999",Bachelor degree,Pacific
3234829440,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234828861,Lottery B,No,Yes,No,No,Yes,No,No,,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3234828740,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,18-29,"$25,000 - $49,999",Bachelor degree,South Atlantic
3234828284,Lottery B,No,No,No,No,Yes,No,No,,Female,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3234828054,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234827864,Lottery B,No,Yes,No,No,No,No,Yes,Medium,Female,30-44,"$150,000+",Bachelor degree,Middle Atlantic
3234827747,Lottery A,No,Yes,Yes,Yes,Yes,No,Yes,Medium,Female,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3234827738,Lottery B,No,Yes,No,,Yes,No,Yes,Medium Well,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
3234827533,Lottery A,No,Yes,No,No,Yes,Yes,No,,Female,30-44,,Graduate degree,Pacific
3234826323,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$25,000 - $49,999",Graduate degree,West North Central
3234825833,Lottery B,No,No,No,No,Yes,No,Yes,Medium Well,Female,45-60,"$150,000+",Bachelor degree,New England
3234825540,Lottery B,No,No,No,Yes,Yes,No,No,,Female,18-29,"$150,000+",Some college or Associate degree,Pacific
3234824537,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central
3234824435,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium rare,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3234824072,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium rare,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3234824047,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$150,000+",Some college or Associate degree,South Atlantic
3234823512,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,,Some college or Associate degree,West North Central
3234823339,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
3234822951,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$150,000+",Graduate degree,West North Central
3234822610,Lottery B,No,Yes,Yes,Yes,Yes,Yes,Yes,Medium rare,Male,45-60,"$25,000 - $49,999",Graduate degree,West North Central
3234822589,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$150,000+",Graduate degree,Pacific
3234822396,Lottery A,Yes,Yes,Yes,No,Yes,No,No,,Female,30-44,"$150,000+",Bachelor degree,East North Central
3234822326,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,30-44,"$100,000 - $149,999",Bachelor degree,New England
3234822135,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,,,,,
3234821979,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$25,000 - $49,999",Graduate degree,New England
3234821616,Lottery B,No,Yes,No,Yes,Yes,Yes,No,,Female,45-60,"$150,000+",Graduate degree,East North Central
3234821435,Lottery A,Yes,No,No,Yes,Yes,Yes,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3234821322,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,,,,,
3234821230,Lottery B,No,Yes,,No,Yes,Yes,No,,Female,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3234821131,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3234820975,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$150,000+",Bachelor degree,Pacific
3234820905,Lottery B,No,No,Yes,No,Yes,No,Yes,Medium rare,Male,> 60,,High school degree,East South Central
3234820540,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain
3234820490,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234820423,Lottery A,No,Yes,Yes,No,Yes,No,No,,,,,,
3234820326,Lottery B,No,No,No,No,Yes,No,Yes,Well,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3234820022,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3234819954,Lottery A,No,No,No,No,Yes,Yes,No,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234819936,Lottery B,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234819931,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$150,000+",Graduate degree,New England
3234819429,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3234818717,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234818499,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3234818242,Lottery A,Yes,No,No,No,Yes,No,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific
3234818156,Lottery B,No,No,Yes,No,Yes,No,Yes,Medium,Male,45-60,,Some college or Associate degree,East North Central
3234818093,Lottery B,No,Yes,No,No,Yes,No,No,,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
3234817851,Lottery B,No,No,Yes,No,Yes,No,Yes,Rare,Female,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3234817478,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium Well,,,,,
3234817193,Lottery B,No,No,No,No,No,Yes,Yes,Well,Female,30-44,,High school degree,East North Central
3234817013,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$150,000+",Bachelor degree,East North Central
3234816985,Lottery A,No,Yes,Yes,No,Yes,No,No,,Female,> 60,"$0 - $24,999",Some college or Associate degree,Pacific
3234816931,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Well,Female,18-29,,Some college or Associate degree,Pacific
3234816708,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,30-44,"$150,000+",Graduate degree,Mountain
3234816090,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$0 - $24,999",High school degree,West North Central
3234816078,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Well,Male,30-44,"$0 - $24,999",High school degree,South Atlantic
3234816059,Lottery B,No,Yes,No,Yes,Yes,No,Yes,Medium Well,,,,,
3234815841,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3234815624,Lottery B,No,No,No,Yes,Yes,Yes,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3234815497,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,,,,,
3234815420,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,,,,,
3234815283,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3234815142,Lottery A,No,Yes,No,No,Yes,No,Yes,Well,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234815061,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234814864,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,,High school degree,East North Central
3234814771,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3234814651,Lottery A,Yes,Yes,No,No,,Yes,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234814352,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
3234814278,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,18-29,"$0 - $24,999",Bachelor degree,South Atlantic
3234814222,Lottery A,No,No,,No,Yes,No,Yes,Medium Well,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3234813881,Lottery B,No,Yes,No,No,Yes,No,No,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234813690,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,45-60,"$150,000+",Graduate degree,East South Central
3234813682,Lottery A,No,Yes,No,No,No,No,Yes,Medium,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3234813465,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$150,000+",Bachelor degree,Middle Atlantic
3234813345,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,New England
3234813021,Lottery A,No,Yes,No,No,Yes,No,No,,Female,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3234812630,Lottery A,No,Yes,No,Yes,Yes,No,Yes,Well,Female,30-44,,Some college or Associate degree,Mountain
3234811984,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,,Bachelor degree,Mountain
3234811839,Lottery A,No,No,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Bachelor degree,New England
3234811715,Lottery B,No,No,No,No,No,No,Yes,Medium rare,Female,> 60,,Some college or Associate degree,South Atlantic
3234810955,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,,,,,
3234810697,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3234810549,Lottery A,No,No,No,No,Yes,Yes,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3234810109,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234809084,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain
3234808864,Lottery A,No,Yes,No,No,Yes,No,No,,Male,30-44,,Bachelor degree,East North Central
3234808857,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,,,,,
3234808432,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234807851,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,30-44,"$25,000 - $49,999",Bachelor degree,South Atlantic
3234807795,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234807540,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234807362,Lottery A,No,No,Yes,Yes,Yes,No,Yes,Medium,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234807325,Lottery A,No,Yes,Yes,Yes,Yes,No,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
3234807193,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium rare,Female,45-60,,Graduate degree,East North Central
3234806468,Lottery B,No,Yes,Yes,No,Yes,No,No,,Female,45-60,"$150,000+",Graduate degree,Pacific
3234805307,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
3234805086,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium Well,,,,,
3234804543,Lottery B,No,Yes,No,No,Yes,Yes,No,,Male,18-29,"$0 - $24,999",Some college or Associate degree,West North Central
3234804474,Lottery B,No,No,No,Yes,Yes,No,Yes,Rare,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234804414,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium Well,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3234803960,Lottery B,No,No,No,No,Yes,No,Yes,Medium,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3234803833,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3234803688,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium Well,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3234803552,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3234803528,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Well,Female,> 60,,Graduate degree,East North Central
3234803474,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,> 60,"$150,000+",Some college or Associate degree,South Atlantic
3234803379,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234802862,Lottery A,No,No,Yes,No,Yes,No,No,,Male,18-29,,Bachelor degree,South Atlantic
3234802714,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234802671,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",Graduate degree,New England
3234802032,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3234801990,Lottery A,No,Yes,Yes,No,Yes,No,No,,Female,30-44,"$150,000+",Graduate degree,Middle Atlantic
3234801820,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234801517,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Medium Well,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234801446,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3234800702,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234799491,Lottery A,No,Yes,No,No,No,No,No,,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234799316,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium,Female,30-44,"$150,000+",Bachelor degree,Mountain
3234798959,Lottery B,No,No,No,No,Yes,No,No,,Male,30-44,"$0 - $24,999",Bachelor degree,Mountain
3234798094,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3234797602,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Female,> 60,,Some college or Associate degree,Pacific
3234797258,Lottery A,No,No,No,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",High school degree,East South Central
3234797221,Lottery B,No,No,No,No,Yes,No,No,,Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234796655,Lottery B,No,Yes,No,No,No,No,No,,Female,45-60,,Some college or Associate degree,East North Central
3234796591,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234796064,Lottery B,No,Yes,No,No,Yes,No,No,,Male,> 60,,Bachelor degree,South Atlantic
3234796052,Lottery B,No,No,No,No,Yes,No,Yes,Well,Female,30-44,,Graduate degree,Middle Atlantic
