URL,Name/Alias,Appearances,Current?,Gender,Probationary Introl,Full/Reserve Avengers Intro,Year,Years since joining,Honorary,Death1,Return1,Death2,Return2,Death3,Return3,Death4,Return4,Death5,Return5,Notes
http://marvel.wikia.com/Daisy_Johnson_(Earth-616)#,Daisy Johnson,81,NO,FEMALE,,12-Jan,2012,3,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Ororo_Munroe_(Earth-616)#,Ororo Munroe,1598,NO,FEMALE,,12-Jan,2012,3,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Matthew_Murdock_(Earth-616)#,Matt Murdock,1375,NO,MALE,,11-Nov,2011,4,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Eugene_Thompson_(Earth-616)#,Flash Thompson,746,YES,MALE,,12-Apr,2012,3,Honorary,NO,,,,,,,,,,NA
http://marvel.wikia.com/Otto_Octavius_(Earth-616)#,Otto Octavius,561,NO,MALE,,13-Jan,2013,2,Full,YES,NO,,,,,,,,,Died in Superior_Spider-Man_Vol_1_30. 
http://marvel.wikia.com/Alexander_Summers_(Earth-616)#,Alex Summers,592,YES,MALE,,12-Dec,2012,3,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Samuel_Guthrie_(Earth-616)#,Samuel Guthrie,679,YES,MALE,,13-Feb,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Roberto_da_Costa_(Earth-616)#,Roberto da Costa,491,YES,MALE,,13-Feb,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Eden_Fesi_(Earth-616)#,Eden Fesi,65,YES,MALE,,13-Feb,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Captain_Universe_(Earth-616)#,,55,YES,MALE,,13-Feb,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Isabel_Kane_(Earth-616)#,Izzy Kane,44,YES,FEMALE,,13-Feb,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Marcus_Milton_(Earth-13034)#,Marcus Milton,65,YES,MALE,,13-Feb,2013,2,Full,YES,NO,,,,,,,,,Died in New_Avengers_Vol_3_32. 
http://marvel.wikia.com/Rogue_(Anna_Marie)_(Earth-616)#,Anna Marie,877,YES,FEMALE,,13-Apr,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Shiro_Yoshida_(Earth-616)#,Shiro Yoshida,176,YES,MALE,,13-May,2013,2,Full,YES,YES,,,,,,,,,Died in Uncanny_Avengers_Vol_1_22. Returned when 'he was able to use his power to transform his body into a state of pure energy '
http://marvel.wikia.com/Ex_Nihilo_(Earth-616)#,,24,YES,MALE,,13-Oct,2013,2,Full,YES,NO,,,,,,,,,Died in New_Avengers_Vol_3_32
http://marvel.wikia.com/Abyss_(Ex_Nihilo%27s)_(Earth-616)#,,25,YES,FEMALE,,13-Oct,2013,2,Full,YES,NO,,,,,,,,,Died in New_Avengers_Vol_3_32
http://marvel.wikia.com/Nightmask_(Earth-616)#,Adam,35,YES,MALE,,13-Oct,2013,2,Full,YES,NO,,,,,,,,,Died in New_Avengers_Vol_3_32
http://marvel.wikia.com/Kevin_Connor_(Earth-616)#,Kevin Kale Connor,44,YES,MALE,,13-Oct,2013,2,Full,YES,NO,,,,,,,,,Died in New_Avengers_Vol_3_32
http://marvel.wikia.com/Sam_Alexander_(Earth-616)#,Sam Alexander,78,YES,MALE,,15-Feb,2015,0,Honorary,NO,,,,,,,,,,NA
http://marvel.wikia.com/America_Chavez_(Earth-616)#,America Chavez,22,YES,FEMALE,,13-Jul,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Loki_Laufeyson_(Ikol)_(Earth-616)#,Loki Laufeyson,77,NO,MALE,,13-Jul,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/David_Alleyne_(Earth-616)#,David Alleyne,115,YES,MALE,,13-Sep,2013,2,Full,NO,,,,,,,,,,NA
"http://marvel.wikia.com/Nicholas_Fury,_Jr._(Earth-616)#","Nicholas Fury, Jr., Marcus Johnson",77,YES,MALE,,13-Apr,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Phillip_Coulson_(Earth-616)#,Phillip Coulson,69,YES,MALE,,13-Apr,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Tony_Masters_(Earth-616)#,Tony Masters,173,NO,MALE,,13-May,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Victor_Mancha_(Earth-616)#,Victor Mancha,75,YES,MALE,,13-Sep,2013,2,Full,YES,YES,,,,,,,,,Died in Avengers_A.I._Vol_1_4. Returned in Avengers_A.I._Vol_1_9. 
http://marvel.wikia.com/Monica_Chang_(Earth-616)#,Monica Chang,12,YES,FEMALE,,13-Sep,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Doombot_(Avenger)_(Earth-616)#,,14,YES,MALE,,13-Sep,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Alexis_(Earth-616)#,Alexis,13,YES,FEMALE,,13-Nov,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Eric_Brooks_(Earth-616)#,Eric Brooks,198,YES,MALE,,13-Nov,2013,2,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Adam_Brashear_(Earth-616)#,Adam Brashear,29,YES,MALE,,14-Jan,2014,1,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Victor_Alvarez_(Earth-616)#,Victor Alvarez,45,YES,MALE,,14-Jan,2014,1,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Ava_Ayala_(Earth-616)#,Ava Ayala,49,YES,FEMALE,,14-Jan,2014,1,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Kaluu_(Earth-616)#,Kaluu,35,YES,MALE,,15-Jan,2015,0,Full,NO,,,,,,,,,,NA
