candidate,date,pct_trend_adjusted,state,cycle,party,pct_estimate,hi,lo
Donald Trump,2020-09-23,50.62615,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-22,41.27394,Kansas,2020,,,,
Donald Trump,2020-09-22,50.86993,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-21,41.25754,Kansas,2020,,,,
Donald Trump,2020-09-21,50.84761,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-20,41.23205,Kansas,2020,,,,
Donald Trump,2020-09-20,50.84305,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-19,41.11477,Kansas,2020,,,,
Donald Trump,2020-09-19,50.65961,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-18,41.13047,Kansas,2020,,,,
Donald Trump,2020-09-18,50.65906,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-17,41.10118,Kansas,2020,,,,
Donald Trump,2020-09-17,50.81913,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-16,41.15305,Kansas,2020,,,,
Donald Trump,2020-09-16,50.75131,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-15,41.20825,Kansas,2020,,,,
Donald Trump,2020-09-15,50.67221,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-14,41.25487,Kansas,2020,,,,
Donald Trump,2020-09-14,50.74855,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-13,41.34521,Kansas,2020,,,,
Donald Trump,2020-09-13,50.71704,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-12,41.28541,Kansas,2020,,,,
Donald Trump,2020-09-12,50.53014,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-11,41.33211,Kansas,2020,,,,
Donald Trump,2020-09-11,50.57728,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-10,41.30349,Kansas,2020,,,,
Donald Trump,2020-09-10,50.56032,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-09,41.21017,Kansas,2020,,,,
Donald Trump,2020-09-09,50.3988,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-08,41.36472,Kansas,2020,,,,
Donald Trump,2020-09-08,50.60337,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-07,41.3927,Kansas,2020,,,,
Donald Trump,2020-09-07,50.66653,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-06,41.33104,Kansas,2020,,,,
Donald Trump,2020-09-06,50.6069,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-05,41.3187,Kansas,2020,,,,
Donald Trump,2020-09-05,50.58014,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-04,41.31672,Kansas,2020,,,,
Donald Trump,2020-09-04,50.54107,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-03,41.14499,Kansas,2020,,,,
Donald Trump,2020-09-03,50.50467,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-02,41.1781,Kansas,2020,,,,
Donald Trump,2020-09-02,50.46558,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-09-01,41.11516,Kansas,2020,,,,
Donald Trump,2020-09-01,50.65729,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-31,41.12278,Kansas,2020,,,,
Donald Trump,2020-08-31,50.6051,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-30,41.01962,Kansas,2020,,,,
Donald Trump,2020-08-30,49.77484,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-29,41.13128,Kansas,2020,,,,
Donald Trump,2020-08-29,49.74255,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-28,41.16754,Kansas,2020,,,,
Donald Trump,2020-08-28,49.56077,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-27,41.01498,Kansas,2020,,,,
Donald Trump,2020-08-27,49.93388,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-26,41.00861,Kansas,2020,,,,
Donald Trump,2020-08-26,49.92445,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-25,41.57186,Kansas,2020,,,,
Donald Trump,2020-08-25,49.88362,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-24,41.63434,Kansas,2020,,,,
Donald Trump,2020-08-24,49.84999,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-23,41.59239,Kansas,2020,,,,
Donald Trump,2020-08-23,49.92592,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-22,41.4956,Kansas,2020,,,,
Donald Trump,2020-08-22,50.00185,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-21,41.52655,Kansas,2020,,,,
Donald Trump,2020-08-21,50.16864,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-20,41.44371,Kansas,2020,,,,
Donald Trump,2020-08-20,50.39427,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-19,41.41995,Kansas,2020,,,,
Donald Trump,2020-08-19,50.51648,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-18,41.43478,Kansas,2020,,,,
Donald Trump,2020-08-18,50.51248,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-17,41.47551,Kansas,2020,,,,
Donald Trump,2020-08-17,50.52612,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-16,41.3954,Kansas,2020,,,,
Donald Trump,2020-08-16,50.56473,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-15,41.34318,Kansas,2020,,,,
Donald Trump,2020-08-15,50.2876,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-14,41.34122,Kansas,2020,,,,
Donald Trump,2020-08-14,50.28857,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-13,41.1956,Kansas,2020,,,,
Donald Trump,2020-08-13,50.26897,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-12,40.9607,Kansas,2020,,,,
Donald Trump,2020-08-12,50.13614,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-11,41.18879,Kansas,2020,,,,
Donald Trump,2020-08-11,51.79741,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-10,41.06511,Kansas,2020,,,,
Donald Trump,2020-08-10,51.62963,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-09,40.96447,Kansas,2020,,,,
Donald Trump,2020-08-09,51.70924,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-08,40.9763,Kansas,2020,,,,
Donald Trump,2020-08-08,51.70561,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-07,40.9763,Kansas,2020,,,,
Donald Trump,2020-08-07,51.70561,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-06,40.71018,Kansas,2020,,,,
Donald Trump,2020-08-06,51.85989,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-05,40.99854,Kansas,2020,,,,
Donald Trump,2020-08-05,52.1479,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-04,41.1301,Kansas,2020,,,,
Donald Trump,2020-08-04,51.99235,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-03,41.14976,Kansas,2020,,,,
Donald Trump,2020-08-03,51.90564,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-02,40.85976,Kansas,2020,,,,
Donald Trump,2020-08-02,51.64673,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-08-01,40.85567,Kansas,2020,,,,
Donald Trump,2020-08-01,51.66391,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-31,40.85567,Kansas,2020,,,,
Donald Trump,2020-07-31,51.66391,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-30,40.63235,Kansas,2020,,,,
Donald Trump,2020-07-30,51.34525,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-29,40.69074,Kansas,2020,,,,
Donald Trump,2020-07-29,51.38704,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-28,40.84444,Kansas,2020,,,,
Donald Trump,2020-07-28,51.3724,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-27,40.7274,Kansas,2020,,,,
Donald Trump,2020-07-27,51.32404,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-26,40.79399,Kansas,2020,,,,
Donald Trump,2020-07-26,51.47699,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-25,40.77698,Kansas,2020,,,,
Donald Trump,2020-07-25,51.47763,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-24,40.77367,Kansas,2020,,,,
Donald Trump,2020-07-24,51.46915,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-23,40.67868,Kansas,2020,,,,
Donald Trump,2020-07-23,51.50203,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-22,40.44962,Kansas,2020,,,,
Donald Trump,2020-07-22,51.43206,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-21,41.6044,Kansas,2020,,,,
Donald Trump,2020-07-21,50.92135,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-20,41.6105,Kansas,2020,,,,
Donald Trump,2020-07-20,50.91811,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-19,41.62881,Kansas,2020,,,,
Donald Trump,2020-07-19,50.88572,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-18,41.52275,Kansas,2020,,,,
Donald Trump,2020-07-18,50.67868,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-17,41.47322,Kansas,2020,,,,
Donald Trump,2020-07-17,50.6729,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-16,41.47566,Kansas,2020,,,,
Donald Trump,2020-07-16,50.63474,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-15,41.46623,Kansas,2020,,,,
Donald Trump,2020-07-15,50.64534,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-14,41.50504,Kansas,2020,,,,
Donald Trump,2020-07-14,50.63403,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-13,41.48032,Kansas,2020,,,,
Donald Trump,2020-07-13,50.64305,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-12,41.80753,Kansas,2020,,,,
Donald Trump,2020-07-12,50.69796,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-11,41.86832,Kansas,2020,,,,
Donald Trump,2020-07-11,50.67414,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-10,41.83864,Kansas,2020,,,,
Donald Trump,2020-07-10,50.70966,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-09,41.80151,Kansas,2020,,,,
Donald Trump,2020-07-09,50.69408,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-08,41.74367,Kansas,2020,,,,
Donald Trump,2020-07-08,50.69042,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-07,42.06983,Kansas,2020,,,,
Donald Trump,2020-07-07,50.97144,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-06,42.02072,Kansas,2020,,,,
Donald Trump,2020-07-06,50.94525,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-05,42.03067,Kansas,2020,,,,
Donald Trump,2020-07-05,50.94205,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-04,42.02795,Kansas,2020,,,,
Donald Trump,2020-07-04,50.94219,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-03,42.02795,Kansas,2020,,,,
Donald Trump,2020-07-03,50.94219,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-02,42.02431,Kansas,2020,,,,
Donald Trump,2020-07-02,50.94203,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-07-01,41.9775,Kansas,2020,,,,
Donald Trump,2020-07-01,50.89957,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-30,42.03817,Kansas,2020,,,,
Donald Trump,2020-06-30,50.86935,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-29,41.81514,Kansas,2020,,,,
Donald Trump,2020-06-29,50.76455,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-28,41.95927,Kansas,2020,,,,
Donald Trump,2020-06-28,50.83415,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-27,41.95927,Kansas,2020,,,,
Donald Trump,2020-06-27,50.83415,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-26,42.0326,Kansas,2020,,,,
Donald Trump,2020-06-26,50.77731,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-25,41.91736,Kansas,2020,,,,
Donald Trump,2020-06-25,50.5368,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-24,41.93727,Kansas,2020,,,,
Donald Trump,2020-06-24,51.00056,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-23,41.97952,Kansas,2020,,,,
Donald Trump,2020-06-23,51.27451,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-22,41.75919,Kansas,2020,,,,
Donald Trump,2020-06-22,51.20533,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-21,41.51524,Kansas,2020,,,,
Donald Trump,2020-06-21,51.18328,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-20,41.55442,Kansas,2020,,,,
Donald Trump,2020-06-20,51.15793,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-19,41.4873,Kansas,2020,,,,
Donald Trump,2020-06-19,51.09612,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-18,41.51848,Kansas,2020,,,,
Donald Trump,2020-06-18,51.09473,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-17,41.64002,Kansas,2020,,,,
Donald Trump,2020-06-17,51.12689,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-16,41.68552,Kansas,2020,,,,
Donald Trump,2020-06-16,51.25306,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-15,41.42824,Kansas,2020,,,,
Donald Trump,2020-06-15,51.40014,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-14,41.42716,Kansas,2020,,,,
Donald Trump,2020-06-14,51.39789,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-13,41.37923,Kansas,2020,,,,
Donald Trump,2020-06-13,51.41969,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-12,41.34563,Kansas,2020,,,,
Donald Trump,2020-06-12,51.79932,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-11,41.35058,Kansas,2020,,,,
Donald Trump,2020-06-11,51.79831,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-10,41.34747,Kansas,2020,,,,
Donald Trump,2020-06-10,51.7981,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-09,41.32555,Kansas,2020,,,,
Donald Trump,2020-06-09,51.8268,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-08,41.22831,Kansas,2020,,,,
Donald Trump,2020-06-08,51.9047,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-07,41.22538,Kansas,2020,,,,
Donald Trump,2020-06-07,51.90712,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-06,41.26542,Kansas,2020,,,,
Donald Trump,2020-06-06,52.04521,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-05,41.15647,Kansas,2020,,,,
Donald Trump,2020-06-05,52.1418,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-04,40.99991,Kansas,2020,,,,
Donald Trump,2020-06-04,52.15585,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-03,40.9903,Kansas,2020,,,,
Donald Trump,2020-06-03,52.25745,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-02,40.80282,Kansas,2020,,,,
Donald Trump,2020-06-02,51.97203,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-06-01,40.71802,Kansas,2020,,,,
Donald Trump,2020-06-01,51.99523,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-31,40.6251,Kansas,2020,,,,
Donald Trump,2020-05-31,51.31205,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-30,40.80759,Kansas,2020,,,,
Donald Trump,2020-05-30,51.27032,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-29,40.86732,Kansas,2020,,,,
Donald Trump,2020-05-29,51.36101,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-28,40.86732,Kansas,2020,,,,
Donald Trump,2020-05-28,51.36101,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-27,40.76456,Kansas,2020,,,,
Donald Trump,2020-05-27,51.10704,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-26,41.10219,Kansas,2020,,,,
Donald Trump,2020-05-26,51.2627,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-25,40.88719,Kansas,2020,,,,
Donald Trump,2020-05-25,51.21929,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-24,40.88719,Kansas,2020,,,,
Donald Trump,2020-05-24,51.21929,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-23,40.97417,Kansas,2020,,,,
Donald Trump,2020-05-23,51.24065,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-22,40.97815,Kansas,2020,,,,
Donald Trump,2020-05-22,51.2988,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-21,40.97105,Kansas,2020,,,,
Donald Trump,2020-05-21,51.29568,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-20,41.08894,Kansas,2020,,,,
Donald Trump,2020-05-20,51.33059,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-19,41.12226,Kansas,2020,,,,
Donald Trump,2020-05-19,51.46978,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-18,40.97857,Kansas,2020,,,,
Donald Trump,2020-05-18,51.50121,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-17,41.17652,Kansas,2020,,,,
Donald Trump,2020-05-17,51.82172,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-16,41.25252,Kansas,2020,,,,
Donald Trump,2020-05-16,51.71471,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-15,41.23864,Kansas,2020,,,,
Donald Trump,2020-05-15,51.79156,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-14,41.22089,Kansas,2020,,,,
Donald Trump,2020-05-14,51.7781,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-13,41.01407,Kansas,2020,,,,
Donald Trump,2020-05-13,51.83483,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-12,41.06685,Kansas,2020,,,,
Donald Trump,2020-05-12,51.72862,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-11,41.04145,Kansas,2020,,,,
Donald Trump,2020-05-11,51.79922,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-10,41.04408,Kansas,2020,,,,
Donald Trump,2020-05-10,51.80363,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-09,40.8882,Kansas,2020,,,,
Donald Trump,2020-05-09,51.59812,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-08,41.02502,Kansas,2020,,,,
Donald Trump,2020-05-08,51.76299,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-07,40.92814,Kansas,2020,,,,
Donald Trump,2020-05-07,51.84922,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-06,40.95058,Kansas,2020,,,,
Donald Trump,2020-05-06,51.87529,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-05,41.14808,Kansas,2020,,,,
Donald Trump,2020-05-05,51.91118,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-04,41.32608,Kansas,2020,,,,
Donald Trump,2020-05-04,51.78587,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-03,41.17336,Kansas,2020,,,,
Donald Trump,2020-05-03,51.85095,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-02,41.27313,Kansas,2020,,,,
Donald Trump,2020-05-02,51.82565,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-05-01,41.2524,Kansas,2020,,,,
Donald Trump,2020-05-01,51.85423,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-30,41.17225,Kansas,2020,,,,
Donald Trump,2020-04-30,51.83963,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-29,41.17229,Kansas,2020,,,,
Donald Trump,2020-04-29,51.83966,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-28,41.55519,Kansas,2020,,,,
Donald Trump,2020-04-28,51.89172,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-27,41.17256,Kansas,2020,,,,
Donald Trump,2020-04-27,51.5552,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-26,41.19882,Kansas,2020,,,,
Donald Trump,2020-04-26,51.58896,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-25,41.23336,Kansas,2020,,,,
Donald Trump,2020-04-25,51.61479,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-24,41.22338,Kansas,2020,,,,
Donald Trump,2020-04-24,51.83484,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-23,41.22338,Kansas,2020,,,,
Donald Trump,2020-04-23,51.83484,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-22,41.22336,Kansas,2020,,,,
Donald Trump,2020-04-22,51.83485,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-21,41.22336,Kansas,2020,,,,
Donald Trump,2020-04-21,51.83485,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-20,41.05113,Kansas,2020,,,,
Donald Trump,2020-04-20,52.06703,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-19,40.99711,Kansas,2020,,,,
Donald Trump,2020-04-19,52.33271,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-18,40.97847,Kansas,2020,,,,
Donald Trump,2020-04-18,52.46892,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-17,40.8963,Kansas,2020,,,,
Donald Trump,2020-04-17,52.44941,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-16,40.8965,Kansas,2020,,,,
Donald Trump,2020-04-16,52.44961,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-15,40.6086,Kansas,2020,,,,
Donald Trump,2020-04-15,52.19378,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-14,40.27835,Kansas,2020,,,,
Donald Trump,2020-04-14,52.40763,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-13,39.96488,Kansas,2020,,,,
Donald Trump,2020-04-13,52.34273,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-12,39.96515,Kansas,2020,,,,
Donald Trump,2020-04-12,52.34276,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-11,40.19794,Kansas,2020,,,,
Donald Trump,2020-04-11,51.64327,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-10,40.25265,Kansas,2020,,,,
Donald Trump,2020-04-10,51.65989,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-09,40.41899,Kansas,2020,,,,
Donald Trump,2020-04-09,51.69352,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-08,40.41894,Kansas,2020,,,,
Donald Trump,2020-04-08,51.69366,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-07,40.36937,Kansas,2020,,,,
Donald Trump,2020-04-07,51.72507,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-06,40.78627,Kansas,2020,,,,
Donald Trump,2020-04-06,51.69282,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-05,40.56423,Kansas,2020,,,,
Donald Trump,2020-04-05,51.8443,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-04,40.50854,Kansas,2020,,,,
Donald Trump,2020-04-04,51.77123,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-03,40.50635,Kansas,2020,,,,
Donald Trump,2020-04-03,51.76,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-02,40.81739,Kansas,2020,,,,
Donald Trump,2020-04-02,51.84911,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-04-01,40.81739,Kansas,2020,,,,
Donald Trump,2020-04-01,51.84911,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-31,40.87238,Kansas,2020,,,,
Donald Trump,2020-03-31,51.85514,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-30,40.9906,Kansas,2020,,,,
Donald Trump,2020-03-30,51.93067,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-29,41.14928,Kansas,2020,,,,
Donald Trump,2020-03-29,51.95557,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-28,41.19607,Kansas,2020,,,,
Donald Trump,2020-03-28,51.99057,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-27,41.24864,Kansas,2020,,,,
Donald Trump,2020-03-27,52.12013,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-26,41.24864,Kansas,2020,,,,
Donald Trump,2020-03-26,52.12013,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-25,41.11357,Kansas,2020,,,,
Donald Trump,2020-03-25,52.11259,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-24,41.11502,Kansas,2020,,,,
Donald Trump,2020-03-24,51.85207,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-23,41.32739,Kansas,2020,,,,
Donald Trump,2020-03-23,52.30941,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-22,41.39885,Kansas,2020,,,,
Donald Trump,2020-03-22,52.46969,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-21,41.40997,Kansas,2020,,,,
Donald Trump,2020-03-21,52.3072,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-20,41.408,Kansas,2020,,,,
Donald Trump,2020-03-20,52.29076,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-19,41.42242,Kansas,2020,,,,
Donald Trump,2020-03-19,52.30787,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-18,41.25093,Kansas,2020,,,,
Donald Trump,2020-03-18,52.15297,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-17,41.25093,Kansas,2020,,,,
Donald Trump,2020-03-17,52.15297,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-16,41.25278,Kansas,2020,,,,
Donald Trump,2020-03-16,52.17832,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-15,41.27148,Kansas,2020,,,,
Donald Trump,2020-03-15,52.28914,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-14,41.29069,Kansas,2020,,,,
Donald Trump,2020-03-14,52.40157,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-13,41.28941,Kansas,2020,,,,
Donald Trump,2020-03-13,52.40564,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-12,41.27787,Kansas,2020,,,,
Donald Trump,2020-03-12,52.41219,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-11,41.25772,Kansas,2020,,,,
Donald Trump,2020-03-11,52.38698,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-10,44.30937,Kansas,2020,,,,
Donald Trump,2020-03-10,51.29063,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-09,44.36842,Kansas,2020,,,,
Donald Trump,2020-03-09,51.34079,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-08,44.5415,Kansas,2020,,,,
Donald Trump,2020-03-08,51.47575,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-07,44.44342,Kansas,2020,,,,
Donald Trump,2020-03-07,52.11882,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-06,44.10731,Kansas,2020,,,,
Donald Trump,2020-03-06,52.31491,Kansas,2020,,,,
Joseph R. Biden Jr.,2020-03-05,44.10712,Kansas,2020,,,,
