RespId,weight,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q31,Q32,Q33,ppage,educ,race,gender,income_cat,voter_category
471255,1.3612,1,1,1,1,1,1,1,1,1,1,3,3,4,3,1,2,2,1,1,1,1,1,1,1,3,1,1,3,2,3,2,2,4,1,2,1,4,4,4,-1,-1,-1,-1,2,2,2,2,2,2,1,5,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,76,High school or less,White,Female,$125k or more,always
471256,0.7985,1,1,1,1,1,1,1,1,1,2,2,2,4,2,3,1,2,2,2,3,3,2,2,1,3,1,3,3,2,1,3,2,1,1,1,1,2,4,4,2,1,2,2,1,2,1,2,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,-1,1,1,-1,-1,1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,73,Some college,White,Male,Less than $40k,always
471257,1.0515,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,2,2,1,4,1,2,2,2,1,2,2,3,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,3,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,3,2,2,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,71,High school or less,White,Female,$40-75k,sporadic
471258,0.8243,1,1,1,1,1,1,1,1,1,2,2,3,4,2,1,1,3,1,1,1,2,2,2,1,2,2,1,4,2,3,3,3,4,1,1,1,3,3,4,2,2,2,2,2,2,2,2,2,2,1,5,2,1,2,4,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,67,College,White,Male,$75-125k,always
471259,0.3802,1,1,2,2,3,1,2,2,2,4,4,1,3,4,2,2,4,2,2,3,4,3,2,1,2,2,4,2,2,4,3,4,3,4,2,2,1,3,3,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,2,2,1,2,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,NA,1,NA,67,College,Hispanic,Male,$125k or more,always
471261,0.8535,1,1,1,1,4,1,4,2,2,4,1,1,1,4,4,3,1,1,2,3,1,2,3,1,3,1,4,3,3,2,2,2,1,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,4,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,1,1,1,1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,76,College,White,Female,$75-125k,always
471263,1.1025,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,2,2,1,2,2,2,3,1,1,3,2,1,4,1,3,2,3,3,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,77,Some college,White,Female,$40-75k,always
471264,0.7985,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,3,1,1,1,4,1,1,1,2,1,1,4,1,3,3,4,4,1,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,5,1,3,1,4,4,2,2,2,2,2,2,2,2,2,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,63,Some college,White,Male,Less than $40k,always
471265,1.1953,1,1,3,2,2,1,1,1,2,1,3,4,4,1,1,1,4,1,1,2,1,2,1,1,3,1,2,2,2,2,4,2,4,2,2,1,3,4,3,2,2,2,2,1,2,1,2,1,2,1,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,2,2,2,2,1,2,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,NA,NA,39,High school or less,White,Male,Less than $40k,rarely/never
471266,0.847,1,1,2,2,4,1,3,2,2,4,2,1,1,4,3,2,1,2,2,2,1,1,2,1,3,1,4,4,2,2,3,2,2,3,1,1,1,3,4,2,2,1,2,2,2,1,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,1,1,1,-1,-1,1,1,NA,2,2,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,45,College,Other/Mixed,Female,$75-125k,always
481346,1.2432,1,1,3,1,1,1,1,2,1,1,3,4,4,2,1,3,2,1,1,1,3,3,2,1,3,2,1,3,2,2,2,2,4,1,1,1,3,4,4,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,1,3,2,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,NA,NA,27,High school or less,White,Female,$40-75k,rarely/never
471267,0.7321,1,1,2,1,2,1,1,1,2,3,2,1,2,3,4,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,-1,2,2,2,2,2,2,3,4,2,1,2,2,2,2,2,2,2,2,2,4,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,NA,3,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,72,College,White,Female,$75-125k,always
471268,1.2072,1,1,1,1,2,1,1,1,1,1,3,1,1,3,1,1,2,1,1,1,2,1,2,1,3,1,3,3,2,2,3,3,3,2,2,2,2,3,4,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,3,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,45,High school or less,White,Male,$125k or more,rarely/never
471269,0.3211,1,1,2,2,3,1,3,2,2,2,2,1,2,4,3,2,1,1,1,1,2,1,1,1,3,1,4,2,2,2,2,2,2,2,2,2,3,4,4,2,2,1,2,2,2,2,2,2,2,5,1,2,1,1,2,4,2,2,2,1,2,2,2,1,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,2,2,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,71,College,Black,Male,$125k or more,always
471270,1.3378,1,1,2,1,1,1,1,1,1,1,2,4,4,2,1,3,3,1,2,2,4,4,3,1,3,2,1,3,3,3,3,2,4,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,53,Some college,White,Female,$125k or more,always
471271,0.9712,1,1,2,1,1,1,1,1,1,1,3,4,4,2,1,2,3,3,2,1,4,2,1,1,2,2,1,4,3,2,2,3,4,1,1,1,3,4,4,2,2,2,2,2,2,1,2,2,2,1,4,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,3,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,-1,49,College,White,Female,$75-125k,sporadic
471272,0.7327,1,1,1,2,3,1,2,1,2,3,1,1,1,4,2,2,2,2,1,2,2,2,2,1,3,1,4,2,2,1,1,2,2,2,1,2,2,3,3,2,2,2,2,2,2,1,1,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,38,College,Hispanic,Female,$75-125k,sporadic
471273,1.2364,1,1,1,1,2,1,3,1,1,3,1,1,1,4,4,2,2,1,2,2,2,2,4,1,2,1,3,2,2,1,1,1,1,2,2,1,2,4,4,2,2,2,2,2,2,2,1,2,2,5,1,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,NA,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,63,Some college,White,Female,$125k or more,always
471274,0.9673,1,1,1,1,1,1,1,1,1,1,4,2,2,4,2,2,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,3,4,2,3,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,NA,1,1,2,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,66,High school or less,White,Female,$40-75k,always
471276,0.5232,1,2,3,2,2,1,3,2,1,1,1,1,3,2,2,2,2,2,2,3,3,1,3,1,4,1,4,3,2,2,3,2,3,3,1,1,3,4,4,2,2,2,2,1,2,1,1,1,2,5,2,3,2,2,1,3,2,2,2,2,2,1,1,1,1,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,NA,3,1,2,2,2,2,1,1,2,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3,NA,NA,1,49,Some college,Black,Male,Less than $40k,rarely/never
471277,0.9676,1,1,1,1,2,1,1,1,2,2,2,4,4,1,1,2,4,1,1,2,3,3,1,1,2,1,1,3,3,3,2,3,4,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,65,College,White,Male,$125k or more,always
481358,1.3612,1,1,2,2,3,2,3,1,2,3,2,1,2,2,2,1,1,1,3,4,2,2,3,1,3,1,4,3,3,1,2,1,2,1,2,2,1,4,3,2,1,1,2,2,2,2,2,2,2,5,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,NA,2,3,1,1,2,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,66,High school or less,White,Female,$125k or more,always
481359,0.8532,1,1,3,2,3,1,2,2,1,3,2,2,3,3,2,2,2,2,2,2,2,3,3,1,3,2,4,3,2,2,2,2,3,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,NA,2,3,2,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,42,College,Other/Mixed,Female,$75-125k,sporadic
471278,0.6926,1,1,1,2,1,1,1,1,2,2,3,1,3,3,2,2,2,2,2,3,3,3,3,2,4,1,3,4,1,2,2,2,3,2,2,1,2,4,4,1,1,2,2,2,2,2,2,2,2,1,4,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,NA,3,1,2,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,64,College,White,Male,$40-75k,always
471280,1.0956,1,1,1,2,2,1,1,1,1,1,3,3,4,4,3,2,2,2,2,2,2,2,4,1,3,1,4,2,1,1,2,1,2,1,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,3,3,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,53,College,White,Female,$75-125k,always
471281,0.5772,1,1,2,2,2,1,2,1,3,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,68,Some college,Black,Female,$75-125k,sporadic
471282,0.4518,1,1,1,1,4,1,2,1,1,1,2,1,1,3,3,2,1,1,1,1,2,2,1,1,2,1,4,3,2,2,2,2,2,2,1,1,3,4,4,2,1,2,2,2,2,1,2,1,2,5,5,2,3,2,2,4,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,69,Some college,Black,Female,Less than $40k,sporadic
471283,1.2818,1,1,2,2,4,1,4,4,2,4,2,1,1,4,2,1,1,1,1,2,1,1,1,1,3,1,4,3,2,2,3,2,3,3,1,3,2,4,4,2,2,2,2,2,2,2,2,2,2,5,4,1,4,2,1,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,1,1,1,1,1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,51,College,White,Female,$125k or more,sporadic
471284,0.9211,1,3,1,1,1,1,1,1,2,1,2,3,4,2,4,2,2,2,2,1,4,2,1,1,2,2,1,4,2,2,2,2,4,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,5,1,1,2,4,2,2,2,2,2,2,2,2,1,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,NA,3,3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,72,Some college,White,Female,$40-75k,always
471285,0.6991,1,1,3,1,1,2,1,1,2,3,2,2,4,2,1,2,3,2,2,3,2,1,2,2,4,1,4,4,2,3,4,4,4,2,2,2,3,2,4,2,2,2,2,1,2,2,2,1,2,4,3,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,NA,3,3,3,1,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,24,College,White,Male,Less than $40k,always
471286,1.0341,1,1,1,1,1,1,1,1,1,1,4,2,4,2,1,1,2,1,1,1,1,1,2,1,3,1,1,2,2,2,2,2,3,2,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,5,1,1,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,71,College,White,Female,$125k or more,always
471288,0.6142,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,2,1,1,4,4,3,2,2,1,1,1,4,2,2,1,2,2,2,2,1,1,4,4,4,1,1,1,2,2,2,1,1,2,2,2,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,77,High school or less,Black,Male,Less than $40k,always
471289,1.284,1,1,2,2,2,2,1,2,1,1,3,3,4,1,1,2,3,2,2,2,4,2,2,1,3,2,2,3,2,3,3,2,4,2,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,5,1,2,3,4,4,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,2,2,2,2,1,2,2,2,2,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,NA,NA,38,High school or less,White,Female,Less than $40k,sporadic
471290,0.885,1,1,2,2,1,1,1,1,1,1,3,2,2,3,2,2,-1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,77,Some college,White,Female,Less than $40k,always
481374,0.6354,1,1,2,1,3,2,2,3,2,2,1,3,4,3,2,1,2,1,1,2,3,3,2,1,1,1,1,1,3,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,63,College,Other/Mixed,Male,$75-125k,sporadic
471292,0.997,1,3,3,3,1,1,1,1,2,2,4,3,3,2,1,1,2,4,4,4,4,4,3,2,4,1,3,3,3,2,3,3,3,2,1,3,3,3,3,2,2,1,2,2,2,1,2,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,2,6,3,3,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,5,NA,NA,-1,58,High school or less,White,Male,$40-75k,rarely/never
471293,0.9172,1,1,1,1,3,1,2,2,1,4,1,1,1,4,2,2,1,2,2,1,2,2,3,1,2,1,4,3,2,2,2,2,3,2,2,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,NA,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,53,College,White,Male,$125k or more,sporadic
471294,0.9172,1,1,2,1,2,2,1,1,2,4,2,4,4,1,1,2,4,2,2,4,2,2,2,1,4,2,1,4,2,4,4,2,4,2,1,1,1,3,4,2,2,1,2,2,2,1,2,1,2,1,3,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,56,College,White,Male,$125k or more,always
471295,0.9981,1,1,1,1,1,1,1,1,2,1,2,3,3,3,1,2,2,2,2,1,3,3,2,1,2,1,1,2,2,1,2,1,3,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,3,4,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,3,1,1,2,1,2,1,2,2,-1,1,1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,71,High school or less,White,Male,$40-75k,sporadic
471296,1.1764,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,2,3,1,4,1,3,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,61,Some college,Other/Mixed,Male,$125k or more,sporadic
471297,0.8816,1,1,2,2,4,1,2,1,1,3,4,1,4,4,3,2,1,1,1,2,1,2,1,1,3,1,4,4,3,2,3,3,2,2,3,2,3,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,-1,1,1,-1,1,1,1,-1,1,1,NA,2,1,2,1,2,1,2,1,2,1,1,-1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,70,Some college,White,Female,$75-125k,always
471298,0.9631,1,1,1,2,2,1,1,2,2,1,2,3,4,2,1,2,3,1,1,1,3,2,1,1,2,1,2,3,2,3,2,2,2,2,2,1,4,4,4,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,85,Some college,White,Female,Less than $40k,sporadic
471299,0.9264,1,1,2,2,3,2,1,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,3,1,2,2,2,3,1,3,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,66,College,White,Male,$125k or more,always
481384,0.501,1,1,2,1,3,1,1,1,1,2,1,1,1,4,2,2,1,2,1,1,2,3,3,1,2,1,4,3,2,1,3,2,2,2,1,1,2,4,4,2,2,2,2,1,2,2,2,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,46,Some college,Hispanic,Male,$125k or more,rarely/never
471300,1.0079,1,1,2,3,3,1,1,2,1,2,3,3,3,2,3,1,2,2,2,3,3,4,1,1,3,2,4,3,1,1,1,1,2,2,2,1,3,3,4,2,1,2,2,2,2,1,1,1,2,4,2,1,1,1,2,4,2,1,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,NA,3,2,2,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,49,College,White,Female,$40-75k,always
471301,0.594,1,1,3,2,3,2,1,1,2,1,4,4,4,1,1,2,3,2,3,3,3,3,4,1,3,1,2,3,4,3,3,4,4,3,2,2,4,2,4,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,54,Some college,Black,Male,$40-75k,sporadic
471302,1.2726,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,4,1,2,2,4,4,1,1,2,2,1,2,2,2,2,1,4,1,3,1,4,3,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,2,1,1,1,1,1,1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,52,Some college,White,Female,$75-125k,sporadic
471303,0.9746,1,1,2,3,4,1,4,2,1,4,2,1,1,3,3,3,4,2,2,2,2,2,2,1,2,1,4,2,1,1,1,2,3,2,1,1,2,4,4,2,2,2,2,1,2,2,2,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,1,-1,-1,1,1,NA,2,1,2,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,66,College,White,Male,$125k or more,rarely/never
