MOVIE,DEPARTMENT,FULL_NAME,FIRST_NAME,IMDB,GENDER_PROB,GENDER_GUESS
Captain America: Civil War_(2016),Special Effects by_,Michael Rudnik,Michael ,http://www.imdb.com/name/nm0748889/?ref_=ttfc_fc_cr349#,1,male
Captain America: Civil War_(2016),Special Effects by_,Jens Schmiedel,Jens ,http://www.imdb.com/name/nm0773335/?ref_=ttfc_fc_cr350#,1,male
Captain America: Civil War_(2016),Special Effects by_,Alan Scott,Alan ,http://www.imdb.com/name/nm0778798/?ref_=ttfc_fc_cr351#,1,male
Captain America: Civil War_(2016),Special Effects by_,Kimberly Scott,Kimberly ,http://www.imdb.com/name/nm1193533/?ref_=ttfc_fc_cr352#,0,female
Captain America: Civil War_(2016),Special Effects by_,Won-il Song,Won-il ,http://www.imdb.com/name/nm4938536/?ref_=ttfc_fc_cr353#,NA,null
Captain America: Civil War_(2016),Special Effects by_,James Springham,James ,http://www.imdb.com/name/nm3169459/?ref_=ttfc_fc_cr354#,0.99,male
Captain America: Civil War_(2016),Special Effects by_,Jacob Stutesman,Jacob ,http://www.imdb.com/name/nm7793127/?ref_=ttfc_fc_cr355#,1,male
Captain America: Civil War_(2016),Special Effects by_,Daniel Sudick,Daniel ,http://www.imdb.com/name/nm0837203/?ref_=ttfc_fc_cr356#,1,male
Captain America: Civil War_(2016),Special Effects by_,Cale Thomas,Cale ,http://www.imdb.com/name/nm1312238/?ref_=ttfc_fc_cr357#,1,male
Captain America: Civil War_(2016),Special Effects by_,Michael A. Tice,Michael ,http://www.imdb.com/name/nm0862638/?ref_=ttfc_fc_cr358#,1,male
Captain America: Civil War_(2016),Special Effects by_,Damon Weathers,Damon ,http://www.imdb.com/name/nm4136607/?ref_=ttfc_fc_cr359#,0.99,male
Captain America: Civil War_(2016),Special Effects by_,Carsten Woithe,Carsten ,http://www.imdb.com/name/nm1718682/?ref_=ttfc_fc_cr360#,1,male
Captain America: Civil War_(2016),Special Effects by_,Kelly Zak,Kelly ,http://www.imdb.com/name/nm5095780/?ref_=ttfc_fc_cr361#,0.06,female
Captain America: Civil War_(2016),Special Effects by_,Lance Gilmer,Lance ,http://www.imdb.com/name/nm0319481/?ref_=ttfc_fc_cr362#,0.98,male
Captain America: Civil War_(2016),Special Effects by_,Jose Mora-Perez,Jose ,http://www.imdb.com/name/nm6413313/?ref_=ttfc_fc_cr363#,0.99,male
Captain America: Civil War_(2016),Special Effects by_,Michael O'Brien,Michael ,http://www.imdb.com/name/nm1018624/?ref_=ttfc_fc_cr364#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Emily Abele,Emily ,http://www.imdb.com/name/nm7267484/?ref_=ttfc_fc_cr365#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Nadarajan Usha Abheesh,Nadarajan ,http://www.imdb.com/name/nm4213763/?ref_=ttfc_fc_cr366#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Hayley Adams,Hayley ,http://www.imdb.com/name/nm6413420/?ref_=ttfc_fc_cr367#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Alexandra Added,Alexandra ,http://www.imdb.com/name/nm2814970/?ref_=ttfc_fc_cr368#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Fiifi Aggrey,Fiifi ,http://www.imdb.com/name/nm8146785/?ref_=ttfc_fc_cr369#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Manuel Agost,Manuel ,http://www.imdb.com/name/nm3578714/?ref_=ttfc_fc_cr370#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Joel Aguilar,Joel ,http://www.imdb.com/name/nm3379461/?ref_=ttfc_fc_cr371#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Africa Aguirre MartÍn,Africa ,http://www.imdb.com/name/nm5482776/?ref_=ttfc_fc_cr372#,0.22,female
Captain America: Civil War_(2016),Visual Effects by_,Rachel Ajorque,Rachel ,http://www.imdb.com/name/nm8450915/?ref_=ttfc_fc_cr373#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Evrim Akyilmaz,Evrim ,http://www.imdb.com/name/nm2616910/?ref_=ttfc_fc_cr374#,0.27,female
Captain America: Civil War_(2016),Visual Effects by_,Pontus Albrecht,Pontus ,http://www.imdb.com/name/nm3851199/?ref_=ttfc_fc_cr375#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Dennis Albus,Dennis ,http://www.imdb.com/name/nm8045818/?ref_=ttfc_fc_cr376#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Anjel Alcaraz,Anjel ,http://www.imdb.com/name/nm4202670/?ref_=ttfc_fc_cr377#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Robert Aldag,Robert ,http://www.imdb.com/name/nm4219461/?ref_=ttfc_fc_cr378#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Laura Aldridge,Laura ,http://www.imdb.com/name/nm3094346/?ref_=ttfc_fc_cr379#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Togrul Alekperov,Togrul ,http://www.imdb.com/name/nm8766019/?ref_=ttfc_fc_cr380#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Andrew Alevizos,Andrew ,http://www.imdb.com/name/nm7102843/?ref_=ttfc_fc_cr381#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Tony Alexander,Tony ,http://www.imdb.com/name/nm1498319/?ref_=ttfc_fc_cr382#,1,male
Captain America: Civil War_(2016),Visual Effects by_,William Algar-Chuklin,William ,http://www.imdb.com/name/nm6321877/?ref_=ttfc_fc_cr383#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Maria Asim Ali,Maria ,http://www.imdb.com/name/nm5086744/?ref_=ttfc_fc_cr384#,0.01,female
Captain America: Civil War_(2016),Visual Effects by_,Casey Allen,Casey ,http://www.imdb.com/name/nm1093128/?ref_=ttfc_fc_cr385#,0.44,female
Captain America: Civil War_(2016),Visual Effects by_,Corey Allen,Corey ,http://www.imdb.com/name/nm7435229/?ref_=ttfc_fc_cr386#,0.91,male
Captain America: Civil War_(2016),Visual Effects by_,Manuel Almela,Manuel ,http://www.imdb.com/name/nm1629643/?ref_=ttfc_fc_cr387#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Juan Alvarez,Juan ,http://www.imdb.com/name/nm4347508/?ref_=ttfc_fc_cr388#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Weverton Alves,Weverton ,http://www.imdb.com/name/nm4757525/?ref_=ttfc_fc_cr389#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Viki Amores,Viki ,http://www.imdb.com/name/nm8153826/?ref_=ttfc_fc_cr390#,0.07,female
Captain America: Civil War_(2016),Visual Effects by_,Michael Anders,Michael ,http://www.imdb.com/name/nm0026040/?ref_=ttfc_fc_cr391#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Elana Andersen,Elana ,http://www.imdb.com/name/nm4966372/?ref_=ttfc_fc_cr392#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Dane Anderson,Dane ,http://www.imdb.com/name/nm4431364/?ref_=ttfc_fc_cr393#,0.93,male
Captain America: Civil War_(2016),Visual Effects by_,Paul Andexel,Paul ,http://www.imdb.com/name/nm4114757/?ref_=ttfc_fc_cr394#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Valeria Andino,Valeria ,http://www.imdb.com/name/nm4799954/?ref_=ttfc_fc_cr395#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Ivaylo Andonov,Ivaylo ,http://www.imdb.com/name/nm2475593/?ref_=ttfc_fc_cr396#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Mario Anger,Mario ,http://www.imdb.com/name/nm4566429/?ref_=ttfc_fc_cr397#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Keith Anthony-Brown,Keith ,http://www.imdb.com/name/nm3234487/?ref_=ttfc_fc_cr398#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Khan Arbaz,Khan ,http://www.imdb.com/name/nm7191129/?ref_=ttfc_fc_cr399#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Josue Arias,Josue ,http://www.imdb.com/name/nm7901347/?ref_=ttfc_fc_cr400#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Michanol Arnaud,Michanol ,http://www.imdb.com/name/nm6999010/?ref_=ttfc_fc_cr401#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Avi Arora,Avi ,http://www.imdb.com/name/nm6242646/?ref_=ttfc_fc_cr402#,0.77,male
Captain America: Civil War_(2016),Visual Effects by_,Radu Arsith,Radu ,http://www.imdb.com/name/nm5615709/?ref_=ttfc_fc_cr403#,0.89,male
Captain America: Civil War_(2016),Visual Effects by_,Nicole Ashford,Nicole ,http://www.imdb.com/name/nm3486918/?ref_=ttfc_fc_cr404#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Florian Ast,Florian ,http://www.imdb.com/name/nm5615779/?ref_=ttfc_fc_cr405#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Benjamin Aulinger,Benjamin ,http://www.imdb.com/name/nm3673726/?ref_=ttfc_fc_cr406#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Peter Aversten,Peter ,http://www.imdb.com/name/nm1976239/?ref_=ttfc_fc_cr407#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Ando Avila,Ando ,http://www.imdb.com/name/nm2108691/?ref_=ttfc_fc_cr408#,0.67,male
Captain America: Civil War_(2016),Visual Effects by_,Elden Avila,Elden ,http://www.imdb.com/name/nm6730188/?ref_=ttfc_fc_cr409#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Remus Avram,Remus ,http://www.imdb.com/name/nm5220591/?ref_=ttfc_fc_cr410#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Paul A. Baccam,Paul ,http://www.imdb.com/name/nm4550665/?ref_=ttfc_fc_cr411#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Matthew Bacon,Matthew ,http://www.imdb.com/name/nm7321578/?ref_=ttfc_fc_cr412#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Lance Baetkey,Lance ,http://www.imdb.com/name/nm1184366/?ref_=ttfc_fc_cr413#,0.98,male
Captain America: Civil War_(2016),Visual Effects by_,Joseph Bailey,Joseph ,http://www.imdb.com/name/nm1345423/?ref_=ttfc_fc_cr414#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Joshua Bailor,Joshua ,http://www.imdb.com/name/nm7228163/?ref_=ttfc_fc_cr415#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Alexandre Bain,Alexandre ,http://www.imdb.com/name/nm5010379/?ref_=ttfc_fc_cr416#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Austin Baker,Austin ,http://www.imdb.com/name/nm8429801/?ref_=ttfc_fc_cr417#,0.96,male
Captain America: Civil War_(2016),Visual Effects by_,Garry Baker,Garry ,http://www.imdb.com/name/nm4965890/?ref_=ttfc_fc_cr418#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Jonathan Baker,Jonathan ,http://www.imdb.com/name/nm8015932/?ref_=ttfc_fc_cr419#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Richard Baker,Richard ,http://www.imdb.com/name/nm1643941/?ref_=ttfc_fc_cr420#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Priyanka Balasubramanian,Priyanka ,http://www.imdb.com/name/nm3295110/?ref_=ttfc_fc_cr421#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Jon Baldwin,Jon ,http://www.imdb.com/name/nm5865485/?ref_=ttfc_fc_cr422#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Scott Balkcom,Scott ,http://www.imdb.com/name/nm1095077/?ref_=ttfc_fc_cr423#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Christopher Balog,Christopher ,http://www.imdb.com/name/nm2195596/?ref_=ttfc_fc_cr424#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Michael Balog,Michael ,http://www.imdb.com/name/nm1427987/?ref_=ttfc_fc_cr425#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Subhrojyoti Banerjee,Subhrojyoti ,http://www.imdb.com/name/nm3458367/?ref_=ttfc_fc_cr426#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Gretchen Bangs,Gretchen ,http://www.imdb.com/name/nm5691134/?ref_=ttfc_fc_cr427#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Charlie Banks,Charlie ,http://www.imdb.com/name/nm6512651/?ref_=ttfc_fc_cr428#,0.79,male
Captain America: Civil War_(2016),Visual Effects by_,NiccolÖ Barbero,NiccolÖ ,http://www.imdb.com/name/nm2868572/?ref_=ttfc_fc_cr429#,,
Captain America: Civil War_(2016),Visual Effects by_,William Barkus,William ,http://www.imdb.com/name/nm4804819/?ref_=ttfc_fc_cr430#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Jason Barlow,Jason ,http://www.imdb.com/name/nm0055250/?ref_=ttfc_fc_cr431#,1,male
Captain America: Civil War_(2016),Visual Effects by_,H.R. Barnett,H.R. ,http://www.imdb.com/name/nm5846540/?ref_=ttfc_fc_cr432#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Dan Bartolucci,Dan ,http://www.imdb.com/name/nm4178095/?ref_=ttfc_fc_cr433#,0.98,male
Captain America: Civil War_(2016),Visual Effects by_,Ryan Basa,Ryan ,http://www.imdb.com/name/nm8144844/?ref_=ttfc_fc_cr434#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Mark Battle,Mark ,http://www.imdb.com/name/nm4513994/?ref_=ttfc_fc_cr435#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Geoffrey Baumann,Geoffrey ,http://www.imdb.com/name/nm1231518/?ref_=ttfc_fc_cr436#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Rub_n Bautista,Rub_n ,http://www.imdb.com/name/nm3584054/?ref_=ttfc_fc_cr437#,,
Captain America: Civil War_(2016),Visual Effects by_,Jean-Paul Beaulieu,Jean-Paul ,http://www.imdb.com/name/nm1095182/?ref_=ttfc_fc_cr438#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Marianne Bell,Marianne ,http://www.imdb.com/name/nm1103231/?ref_=ttfc_fc_cr439#,0.01,female
Captain America: Civil War_(2016),Visual Effects by_,Jeffrey Benedict,Jeffrey ,http://www.imdb.com/name/nm0070782/?ref_=ttfc_fc_cr440#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Brian N. Bentley,Brian ,http://www.imdb.com/name/nm3788878/?ref_=ttfc_fc_cr441#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Prabir Bera,Prabir ,http://www.imdb.com/name/nm5683121/?ref_=ttfc_fc_cr442#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Mathew Berglund,Mathew ,http://www.imdb.com/name/nm4605314/?ref_=ttfc_fc_cr443#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Paul Berry,Paul ,http://www.imdb.com/name/nm4070923/?ref_=ttfc_fc_cr444#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Alessio Bertotti,Alessio ,http://www.imdb.com/name/nm5428196/?ref_=ttfc_fc_cr445#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Teresa Berus,Teresa ,http://www.imdb.com/name/nm2183759/?ref_=ttfc_fc_cr446#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Uttham Bhalaykar,Uttham ,http://www.imdb.com/name/nm6565076/?ref_=ttfc_fc_cr447#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Jatin Bhavsar,Jatin ,http://www.imdb.com/name/nm8824449/?ref_=ttfc_fc_cr448#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Sameer Bhoyar,Sameer ,http://www.imdb.com/name/nm5659782/?ref_=ttfc_fc_cr449#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Prabhdeep Singh Birdy,Prabhdeep ,http://www.imdb.com/name/nm8129794/?ref_=ttfc_fc_cr450#,0.3,female
Captain America: Civil War_(2016),Visual Effects by_,Jarod Birnie-Browne,Jarod ,http://www.imdb.com/name/nm2898829/?ref_=ttfc_fc_cr451#,0.95,male
Captain America: Civil War_(2016),Visual Effects by_,Duncan Blackman,Duncan ,http://www.imdb.com/name/nm1193862/?ref_=ttfc_fc_cr452#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Adam Blank,Adam ,http://www.imdb.com/name/nm2626138/?ref_=ttfc_fc_cr453#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Jeremy Bloch,Jeremy ,http://www.imdb.com/name/nm1345656/?ref_=ttfc_fc_cr454#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Stephen A. Bloch,Stephen ,http://www.imdb.com/name/nm3836764/?ref_=ttfc_fc_cr455#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Tanja Boening,Tanja ,http://www.imdb.com/name/nm2884425/?ref_=ttfc_fc_cr456#,0.01,female
Captain America: Civil War_(2016),Visual Effects by_,David Bohorquez,David ,http://www.imdb.com/name/nm4548808/?ref_=ttfc_fc_cr457#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Nicholas Bolden,Nicholas ,http://www.imdb.com/name/nm3656496/?ref_=ttfc_fc_cr458#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Julia Boldt,Julia ,http://www.imdb.com/name/nm7982795/?ref_=ttfc_fc_cr459#,0.01,female
Captain America: Civil War_(2016),Visual Effects by_,Kevin Bolivar,Kevin ,http://www.imdb.com/name/nm7916360/?ref_=ttfc_fc_cr460#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Jason Bomstein,Jason ,http://www.imdb.com/name/nm4524543/?ref_=ttfc_fc_cr461#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Austin Bonang,Austin ,http://www.imdb.com/name/nm2623476/?ref_=ttfc_fc_cr462#,0.96,male
Captain America: Civil War_(2016),Visual Effects by_,Don Boogert,Don ,http://www.imdb.com/name/nm4808455/?ref_=ttfc_fc_cr463#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Konstantin Borchert,Konstantin ,http://www.imdb.com/name/nm3814855/?ref_=ttfc_fc_cr464#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Jamie Bowers,Jamie ,http://www.imdb.com/name/nm3192729/?ref_=ttfc_fc_cr465#,0.53,male
Captain America: Civil War_(2016),Visual Effects by_,David A.T. Bowman,David ,http://www.imdb.com/name/nm1140902/?ref_=ttfc_fc_cr466#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Christine Boy,Christine ,http://www.imdb.com/name/nm4003543/?ref_=ttfc_fc_cr467#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Matt Boyer,Matt ,http://www.imdb.com/name/nm3417239/?ref_=ttfc_fc_cr468#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Richard Boyle,Richard ,http://www.imdb.com/name/nm2413517/?ref_=ttfc_fc_cr469#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Patrick O. Brady,Patrick ,http://www.imdb.com/name/nm5331934/?ref_=ttfc_fc_cr470#,1,male
Captain America: Civil War_(2016),Visual Effects by_,James Braid,James ,http://www.imdb.com/name/nm2391604/?ref_=ttfc_fc_cr471#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Stefan Brand,Stefan ,http://www.imdb.com/name/nm5619613/?ref_=ttfc_fc_cr472#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Paul Brannan,Paul ,http://www.imdb.com/name/nm0105142/?ref_=ttfc_fc_cr473#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Ben Breckenridge,Ben ,http://www.imdb.com/name/nm4970950/?ref_=ttfc_fc_cr474#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Greg Breitzman,Greg ,http://www.imdb.com/name/nm4262679/?ref_=ttfc_fc_cr475#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Scott Brindley,Scott ,http://www.imdb.com/name/nm6143329/?ref_=ttfc_fc_cr476#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Lucas Brinkman,Lucas ,http://www.imdb.com/name/nm8125265/?ref_=ttfc_fc_cr477#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Andrew Brooks,Andrew ,http://www.imdb.com/name/nm3989860/?ref_=ttfc_fc_cr478#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Manuel Bruder,Manuel ,http://www.imdb.com/name/nm7982590/?ref_=ttfc_fc_cr479#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Andre Brumme,Andre ,http://www.imdb.com/name/nm5400419/?ref_=ttfc_fc_cr480#,0.93,male
Captain America: Civil War_(2016),Visual Effects by_,Justin Brunett,Justin ,http://www.imdb.com/name/nm2883464/?ref_=ttfc_fc_cr481#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Sule Bryan,Sule ,http://www.imdb.com/name/nm0117024/?ref_=ttfc_fc_cr482#,0.5,female
Captain America: Civil War_(2016),Visual Effects by_,Marc Brzezicki,Marc ,http://www.imdb.com/name/nm4524281/?ref_=ttfc_fc_cr483#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Ole Bukowsky,Ole ,http://www.imdb.com/name/nm2386737/?ref_=ttfc_fc_cr484#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Charles Bunnag,Charles ,http://www.imdb.com/name/nm3158241/?ref_=ttfc_fc_cr485#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Lersak Bunupuradah,Lersak ,http://www.imdb.com/name/nm3005146/?ref_=ttfc_fc_cr486#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Dominik Burbaum,Dominik ,http://www.imdb.com/name/nm6756150/?ref_=ttfc_fc_cr487#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Freddy Burgos,Freddy ,http://www.imdb.com/name/nm4534272/?ref_=ttfc_fc_cr488#,0.97,male
Captain America: Civil War_(2016),Visual Effects by_,Jose Burgos,Jose ,http://www.imdb.com/name/nm1784166/?ref_=ttfc_fc_cr489#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Eamonn Butler,Eamonn ,http://www.imdb.com/name/nm0124900/?ref_=ttfc_fc_cr490#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Paul Butterworth,Paul ,http://www.imdb.com/name/nm0125349/?ref_=ttfc_fc_cr491#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Anita B_rcs_k,Anita ,http://www.imdb.com/name/nm8052549/?ref_=ttfc_fc_cr492#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Tony Cabrera,Tony ,http://www.imdb.com/name/nm3492246/?ref_=ttfc_fc_cr493#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Daniela Calafatello,Daniela ,http://www.imdb.com/name/nm1956526/?ref_=ttfc_fc_cr494#,0.01,female
Captain America: Civil War_(2016),Visual Effects by_,Adriano Calafiore,Adriano ,http://www.imdb.com/name/nm4281084/?ref_=ttfc_fc_cr495#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Genevieve Camilleri,Genevieve ,http://www.imdb.com/name/nm3784934/?ref_=ttfc_fc_cr496#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Paul Campion,Paul ,http://www.imdb.com/name/nm0133067/?ref_=ttfc_fc_cr497#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Alexandre Cancado,Alexandre ,http://www.imdb.com/name/nm1898421/?ref_=ttfc_fc_cr498#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Huseyin Caner,Huseyin ,http://www.imdb.com/name/nm3698810/?ref_=ttfc_fc_cr499#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Patrick Canning,Patrick ,http://www.imdb.com/name/nm4550222/?ref_=ttfc_fc_cr500#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Jordan Cario,Jordan ,http://www.imdb.com/name/nm7709230/?ref_=ttfc_fc_cr501#,0.77,male
Captain America: Civil War_(2016),Visual Effects by_,Derrick Carlin,Derrick ,http://www.imdb.com/name/nm0137502/?ref_=ttfc_fc_cr502#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Bevin Carnes,Bevin ,http://www.imdb.com/name/nm3104490/?ref_=ttfc_fc_cr503#,0.67,male
Captain America: Civil War_(2016),Visual Effects by_,Saskia Carolan,Saskia ,http://www.imdb.com/name/nm7982782/?ref_=ttfc_fc_cr504#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Owen Cartagena,Owen ,http://www.imdb.com/name/nm1794807/?ref_=ttfc_fc_cr505#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,John Cassella,John ,http://www.imdb.com/name/nm0144086/?ref_=ttfc_fc_cr506#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Shoghi Castel De Oro,Shoghi ,http://www.imdb.com/name/nm2353058/?ref_=ttfc_fc_cr507#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Gerardo Castellanos,Gerardo ,http://www.imdb.com/name/nm3264918/?ref_=ttfc_fc_cr508#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Gerardo Castro,Gerardo ,http://www.imdb.com/name/nm7252241/?ref_=ttfc_fc_cr509#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Joe Censoplano,Joe ,http://www.imdb.com/name/nm2659812/?ref_=ttfc_fc_cr510#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Klaudija Cermak,Klaudija ,http://www.imdb.com/name/nm0148621/?ref_=ttfc_fc_cr511#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Fabio Cerrito,Fabio ,http://www.imdb.com/name/nm3965487/?ref_=ttfc_fc_cr512#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Charmaine Chan,Charmaine ,http://www.imdb.com/name/nm2683373/?ref_=ttfc_fc_cr513#,0.01,female
Captain America: Civil War_(2016),Visual Effects by_,Cori Chan,Cori ,http://www.imdb.com/name/nm2654931/?ref_=ttfc_fc_cr514#,0.08,female
Captain America: Civil War_(2016),Visual Effects by_,Miguel Chan,Miguel ,http://www.imdb.com/name/nm7390018/?ref_=ttfc_fc_cr515#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Thomas Chan,Thomas ,http://www.imdb.com/name/nm3172367/?ref_=ttfc_fc_cr516#,1,male
Captain America: Civil War_(2016),Visual Effects by_,Arrev Chantikian,Arrev ,http://www.imdb.com/name/nm5521584/?ref_=ttfc_fc_cr517#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Jo-Wan Chao,Jo-Wan ,http://www.imdb.com/name/nm2261542/?ref_=ttfc_fc_cr518#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Lai Lok Chau,Lai ,http://www.imdb.com/name/nm4596894/?ref_=ttfc_fc_cr519#,0.48,female
Captain America: Civil War_(2016),Visual Effects by_,Chin Chee Cheah,Chin ,http://www.imdb.com/name/nm2621004/?ref_=ttfc_fc_cr520#,0.53,male
Captain America: Civil War_(2016),Visual Effects by_,Meagan Chechalk,Meagan ,http://www.imdb.com/name/nm6589235/?ref_=ttfc_fc_cr521#,0,female
Captain America: Civil War_(2016),Visual Effects by_,Anwei Chen,Anwei ,http://www.imdb.com/name/nm4852837/?ref_=ttfc_fc_cr522#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Yuantong Cheng,Yuantong ,http://www.imdb.com/name/nm6606797/?ref_=ttfc_fc_cr523#,NA,null
Captain America: Civil War_(2016),Visual Effects by_,Nick Chiang,Nick ,http://www.imdb.com/name/nm4989194/?ref_=ttfc_fc_cr524#,0.99,male
Captain America: Civil War_(2016),Visual Effects by_,Nicholas Chilelli,Nicholas ,http://www.imdb.com/name/nm7968020/?ref_=ttfc_fc_cr525#,1,male
