"MOVIE","ACTOR","CHARACTER_NAME","TYPE","BILLING","GENDER"
"Storks","Jorma Taccone","Miscellaneous Stork","Supporting","14","Unknown"
"Storks","Amanda Lund","Miscellaneous Stork","Supporting","15","Female"
"Storks","Doug Sweetland","Additional Voice","Supporting","16","Male"
"Storks","John Venzon","Additional Voice","Supporting","17","Male"
"Storks","Craig Berry","Additional Voice","Supporting","18","Male"
"Storks","Rossana Bee","Additional Voice","Supporting","19","Female"
"Storks","Charlie Flynn","Additional Voice","Supporting","20","Female"
"Storks","Matt Flynn","Additional Voice","Supporting","21","Male"
"Storks","Jess Fulton","Additional Voice","Supporting","22","Female"
"Storks","Brad Lewis","Additional Voice","Supporting","23","Male"
"Storks","Douglas Schwartz","Additional Voice","Supporting","24","Male"
"Storks","Justin Shelton","Additional Voice","Supporting","25","Male"
"Storks","Frederica Stoller","Additional Voice","Supporting","26","Female"
"Hacksaw Ridge","Andrew Garfield","Desmond T. Ross","Leading","1","Male"
"Hacksaw Ridge","Sam Worthington","Captain Glover","Supporting","2","Male"
"Hacksaw Ridge","Luke Bracey","Smitty Ryker","Supporting","3","Male"
"Hacksaw Ridge","Teresa Palmer","Dorothy Schutte","Supporting","4","Female"
"Hacksaw Ridge","Hugo Weaving","Tom Doss","Supporting","5","Male"
"Hacksaw Ridge","Rachel Griffiths","Bertha Doss","Supporting","6","Female"
"Hacksaw Ridge","Vince Vaughn","Sgt. Howell","Supporting","7","Male"
"Hacksaw Ridge","Richard Pyros","Teach","Supporting","8","Male"
"Hacksaw Ridge","Jacob Warner","James Pinnick","Supporting","9","Male"
"Hacksaw Ridge","Milo Gibson","Lucky Ford","Supporting","10","Male"
"Hacksaw Ridge","Roman Guerriero","Young “Hal” Doss","Supporting","11","Male"
"Hacksaw Ridge","James Lugton","Hiker","Supporting","12","Male"
"Hacksaw Ridge","Kasia Stelmach","Hiker’s Friend","Supporting","13","Female"
"Hacksaw Ridge","Jarin Towney","Teenage Boy","Supporting","14","Male"
"Hacksaw Ridge","Tim McGarry","Local Man","Supporting","15","Male"
"Hacksaw Ridge","Tyler Coppin","Lynchburg Doctor","Supporting","16","Male"
"Hacksaw Ridge","Richard Pratt","Flirting Hospital Soldier","Supporting","17","Male"
"Hacksaw Ridge","Nathaniel Buzolic","Harold “Hal” Doss","Supporting","18","Male"
"Hacksaw Ridge","Laura Buckton","Cinema Kissing Sweetheart","Supporting","19","Female"
"Hacksaw Ridge","Anthony Rizzo","Cinema Kissing Soldier","Supporting","20","Male"
"Hacksaw Ridge","Simon Edds","MP Gibbs","Supporting","21","Male"
"Hacksaw Ridge","Thatcher McMaster","Company B Soldier","Supporting","22","Male"
"Hacksaw Ridge","Charles Jacobs","Private Webb","Supporting","23","Male"
"Hacksaw Ridge","Dennis Kruesler","Sergeant Amos","Supporting","24","Male"
"Hacksaw Ridge","Firass Dirani","Vito Rinnelli","Supporting","25","Unknown"
"Hacksaw Ridge","Michael Sheasby","Tex Lewis","Supporting","26","Male"
"Hacksaw Ridge","Luke Pegler","Hollywood Zane","Supporting","27","Male"
"Hacksaw Ridge","Ben Mingay","Grease Nolan","Supporting","28","Male"
"Hacksaw Ridge","Nico Cortez","Wal Kirzinski","Supporting","29","Male"
"Hacksaw Ridge","Goran Kleut","Ghoul","Supporting","30","Male"
"Hacksaw Ridge","Harry Greenwood","Henry Brown","Supporting","31","Male"
"Hacksaw Ridge","Damien Thomlinson","Ralph Morgan","Supporting","32","Male"
"Hacksaw Ridge","Ben O'Toole","Corporal Jessup","Supporting","33","Male"
"Hacksaw Ridge","Andrew Sears","Private Maguire","Supporting","34","Male"
"Hacksaw Ridge","Jim Robinson","Private Bates","Supporting","35","Male"
"Hacksaw Ridge","Nathan Baird","Private Green","Supporting","36","Male"
"Hacksaw Ridge","Sam Wright","Private Dixon","Supporting","37","Male"
"Hacksaw Ridge","Mikael Koski","Private Giles","Supporting","38","Male"
"Hacksaw Ridge","Troy Pickering","Private Tyler","Supporting","39","Male"
"Hacksaw Ridge","James Moffett","Private Lewis","Supporting","40","Male"
"Hacksaw Ridge","Josh Dean Williams","Private Perry","Supporting","41","Male"
"Hacksaw Ridge","Richard Roxburgh","Colonel Stelzer","Supporting","42","Male"
"Hacksaw Ridge","Andrew Hansch","Bugle Player","Supporting","43","Male"
"Hacksaw Ridge","John Cannon","Corporal Cannon","Supporting","44","Male"
"Hacksaw Ridge","Robert Morgan","Colonel Sangston","Supporting","45","Unknown"
"Hacksaw Ridge","Helmut Bakaitis","Minister","Supporting","46","Unknown"
"Hacksaw Ridge","Georgia Adamson","Receptionist","Supporting","47","Female"
"Hacksaw Ridge","Bill Young","General Musgrove","Supporting","48","Unknown"
"Hacksaw Ridge","Benedict Hardie","Captain Daniels","Supporting","49","Male"
"Hacksaw Ridge","Philip Quast","Judge","Supporting","50","Male"
"Hacksaw Ridge","James Mackay","Prosecutor","Supporting","51","Male"
"Hacksaw Ridge","Ryan Corr","Lieutenant Manville","Supporting","52","Male"
"Hacksaw Ridge","Sam Parsonson","96th Soldier Bob","Supporting","53","Male"
"Hacksaw Ridge","James O'Connell","96th Soldier Page","Supporting","54","Male"
"Hacksaw Ridge","Ori Pfeffer","Irv Schecter","Supporting","55","Unknown"
"Hacksaw Ridge","Craig Reeves","Climbing Soldier","Supporting","56","Male"
"Hacksaw Ridge","Adrian Twigg","Soldier — Death Throes","Supporting","57","Male"
"Hacksaw Ridge","Sean Lynch","Popeye","Supporting","58","Male"
"Hacksaw Ridge","Luke McMahon","Stretcher Bearer","Supporting","59","Male"
"Hacksaw Ridge","Bill Thompson","Wounded Soldier","Supporting","60","Male"
"Hacksaw Ridge","William Temm","Firing Japanese Soldier #1","Supporting","61","Male"
"Hacksaw Ridge","Kazuaki Ono","Firing Japanese Soldier #2","Supporting","62","Male"
"Hacksaw Ridge","Thomas Unger","Stretcher Bearer","Supporting","63","Male"
"Hacksaw Ridge","Eric Taugherbeck","Wounded Private O’Conner","Supporting","64","Male"
"Hacksaw Ridge","Hayden Geens","Wounded Private Blake","Supporting","65","Male"
"Hacksaw Ridge","Edward Ned Law","Rescued Private Horvath","Supporting","66","Male"
"Hacksaw Ridge","Kazuki Yuyama","Corpse with Rats #2","Supporting","67","Male"
"Hacksaw Ridge","Daisuka Takeda","Corpse with Rats #3","Supporting","68","Male"
"Hacksaw Ridge","Raphael Dubois","Corpse with Rats #4","Supporting","69","Male"
"Hacksaw Ridge","Tim Potter","Soldier Hank","Supporting","70","Unknown"
"Hacksaw Ridge","Santo Tripodi","Soldier Carl","Supporting","71","Male"
"Hacksaw Ridge","Matt Nable","Lt. Colonel Cooney","Supporting","72","Male"
"Hacksaw Ridge","Lawrence Brewer","Head Doctor","Supporting","73","Male"
"Hacksaw Ridge","John Batziolas","Rescued Private Schulenberg","Supporting","74","Male"
"Hacksaw Ridge","Nobuaki Shimamoto","Japanese Officer","Supporting","75","Male"
"Hacksaw Ridge","Hioshi Kasuga","Japanese Hanging Soldier","Supporting","76","Male"
"Hacksaw Ridge","Ryuzaburo Naruse","Injured Japanese in Tunnel","Supporting","77","Unknown"
"Hacksaw Ridge","Hisataka Uematsu","Reacting Japanese Soldier #2","Supporting","78","Male"
"Hacksaw Ridge","Adam Bowes","Rescued Wounded Leg Soldier","Supporting","79","Male"
"Hacksaw Ridge","Michael Hennessy","Rescued Private Moran","Supporting","80","Male"
"Hacksaw Ridge","Benjamin McCann","Rescued Private Saareste","Supporting","81","Male"
"Hacksaw Ridge","Yukihiro Nagashima","Rescued Japanese Soldier","Supporting","82","Male"
"Hacksaw Ridge","Takehiro Abe","Japanese Sniper","Supporting","83","Male"
"Hacksaw Ridge","Daniel Thone","Stretcher Bearer","Supporting","84","Male"
"Hacksaw Ridge","Nathan Halls","Private Tillson","Supporting","85","Male"
"Hacksaw Ridge","Nicholas Cowey","Private Gregan","Supporting","86","Male"
"Hacksaw Ridge","Charles Upton","Scared Military Officer","Supporting","87","Male"
"Hacksaw Ridge","Yoji Tatsuta","Japanese General","Supporting","88","Unknown"
"Hacksaw Ridge","Toshiyuki Teramoto","Surrendering Soldier","Supporting","89","Male"
"Hacksaw Ridge","Honsen Haga","Japanese General’s Assistant","Supporting","90","Unknown"
"Star Trek Beyond","John Cho","Hikaru Sulu","Lead Ensemble Member","1","Male"
"Star Trek Beyond","Simon Pegg","Scotty","Lead Ensemble Member","2","Male"
"Star Trek Beyond","Chris Pine","James T. Kirk","Lead Ensemble Member","3","Male"
"Star Trek Beyond","Zachary Quinto","Commander Spock","Lead Ensemble Member","4","Male"
"Star Trek Beyond","Zoe Saldana","Lieutenant Uhura","Lead Ensemble Member","5","Female"
"Star Trek Beyond","Karl Urban","Doctor Leonard Bones McCoy","Lead Ensemble Member","6","Male"
"Star Trek Beyond","Anton Yelchin","Chekov","Lead Ensemble Member","7","Male"
"Star Trek Beyond","Idris Elba","Krall","Lead Ensemble Member","8","Male"
"Star Trek Beyond","Sofia Boutella","Jaylah","Lead Ensemble Member","9","Female"
"Star Trek Beyond","Lydia Wilson","Kalara","Supporting","10","Female"
"Star Trek Beyond","Shohreh Aghdashloo","Commodore Paris (High Command of the Federation)","Supporting","11","Female"
"Star Trek Beyond","Ashley Edner","Natalia","Supporting","12","Unknown"
"Star Trek Beyond","Joe Taslim","Manas","Supporting","13","Male"
"Star Trek Beyond","Greg Grunberg","Commodore Finnegan","Supporting","14","Unknown"
"Star Trek Beyond","Melissa Roxburgh","Ensign Syl","Supporting","15","Female"
"Star Trek Beyond","Danny Pudi","Fi'Ja","Supporting","16","Male"
"Star Trek Beyond","Deep Roy","Keenser","Supporting","17","Unknown"
"Star Trek Beyond","Bryce Soderberg","Satine","Supporting","18","Male"
"Star Trek Beyond","Doug Jung","Ben","Supporting","19","Male"
"Star Trek Beyond","Anita Brown","Tyvanna","Supporting","20","Female"
"Star Trek Beyond","Kim Kold","Zavanko","Supporting","21","Male"
"Star Trek Beyond","Shea Whigham","Teenaxi Leader","Supporting","22","Unknown"
"Star Trek Beyond","Jason Matthew Smith","Hendorff","Supporting","23","Male"
"Pete’s Dragon","Bryce Dallas Howard","Grace","Supporting","1","Female"
"Pete’s Dragon","Oakes Fegley","Pete","Leading","2","Male"
"Pete’s Dragon","Wes Bentley","Jack","Supporting","3","Male"
"Pete’s Dragon","Karl Urban","Gavin","Supporting","4","Male"
"Pete’s Dragon","Robert Redford","Meacham","Supporting","5","Male"
"Pete’s Dragon","Oona Laurence","Natalie","Supporting","6","Female"
"Pete’s Dragon","Isiah Whitlock, Jr","Sheriff Gene Dentler","Supporting","7","Male"
"Pete’s Dragon","Marcus Henderson","Woodrow","Supporting","8","Male"
"Pete’s Dragon","Aaron Jackson","Abner","Supporting","9","Male"
"Pete’s Dragon","Philip Grieve","Bobby","Supporting","10","Male"
"Pete’s Dragon","Steve Barr","Deputy Smalls","Supporting","11","Male"
"Pete’s Dragon","Keagan Carr Fransch","Doctor Marquez","Supporting","12","Male"
"Pete’s Dragon","Jade Valour","Nurse Merriwether","Supporting","13","Female"
"Pete’s Dragon","Augustine Frizzell","Mrs. Swanberg","Supporting","14","Unknown"
"Pete’s Dragon","Francis Biggs","Mr. Swanberg","Supporting","15","Male"
"Pete’s Dragon","Jasper Putt","Freckled Kid","Supporting","16","Male"
"Pete’s Dragon","Esmee Myers","Mom","Supporting","17","Female"
"Pete’s Dragon","Gareth Reeves","Dad","Supporting","18","Male"
"Pete’s Dragon","Levi Alexander","Young Pete","Supporting","19","Male"
"Pete’s Dragon","Jim McLarty","Ranger Wentworth","Supporting","20","Male"
"Pete’s Dragon","Brandie Stephens","Patient's Mom","Supporting","21","Female"
"Pete’s Dragon","Josephine Stephens","Little Girl Patient","Supporting","22","Female"
"Pete’s Dragon","Tai Mackenzie","EMT Staffer","Supporting","23","Male"
"Pete’s Dragon","Ian Harcourt","Deputy West","Supporting","24","Male"
"Pete’s Dragon","Mia Thomas","Jasmine","Supporting","25","Female"
"Pete’s Dragon","Ruby Acevedo","Joy","Supporting","26","Female"
"Pete’s Dragon","Oliver Neil","Jerry","Supporting","27","Male"
"Pete’s Dragon","James Allcock","Jimmy","Supporting","28","Male"
"Pete’s Dragon","Annabelle-Malaika Suess","Jenny","Supporting","29","Female"
"Pete’s Dragon","Olly Presling","Billy Brown","Supporting","30","Male"
"Pete’s Dragon","Jenesis Au-Yeung","Julia","Supporting","31","Female"
"Pete’s Dragon","Daria Ponomaryova","Jane","Supporting","32","Female"
"Pete’s Dragon","Bukhosi Ngwenya","Jandy","Supporting","33","Unknown"
"Pete’s Dragon","William J. Rawbone","Jacob","Supporting","34","Male"
"Pete’s Dragon","Fraser McLeod","Millworker","Supporting","35","Male"
"Pete’s Dragon","Richard Falkner","Millworker","Supporting","36","Male"
"Pete’s Dragon","Jason Fitch","Logger","Supporting","37","Male"
"Pete’s Dragon","David J. Muzzerall","Citation Driver","Supporting","38","Male"
"Pete’s Dragon","Geoff Naylor","School Bus Driver","Supporting","39","Male"
"Pete’s Dragon","Toby Halbrooks","Unfortunate Ambulance Patient","Supporting","40","Male"
"Pete’s Dragon","Jade Healy","Waitress","Supporting","41","Male"
"Sing","Matthew McConaughey","Buster Moon","Lead Ensemble Member","1","Male"
"Sing","Reese Witherspoon","Rosita","Lead Ensemble Member","2","Female"
"Sing","Seth MacFarlane","Mike","Lead Ensemble Member","3","Unknown"
"Sing","Tori Kelly","Meena","Lead Ensemble Member","4","Female"
"Sing","John C. Reilly","Eddie","Lead Ensemble Member","5","Male"
"Sing","Taron Egerton","Johnny","Lead Ensemble Member","6","Male"
"Sing","Scarlett Johansson","Ash","Lead Ensemble Member","7","Female"
"Sing","Jennifer Saunders","Nana","Supporting","8","Female"
"Sing","Jennifer Hudson","Young Nana","Supporting","9","Female"
"Sing","Garth Jennings","Miss Crawly/Additional Voices","Supporting","10","Male"
"Sing","Peter Serafinowicz","Big Daddy","Supporting","11","Unknown"
"Sing","Nick Kroll","Gunter","Supporting","12","Unknown"
"Sing","Beck Bennett","Lance","Supporting","13","Male"
"Sing","Jay Pharoah","Meena’s Grandfather","Supporting","14","Male"
"Sing","Nick Offerman","Norman","Supporting","15","Unknown"
"Sing","Leslie Jones","Meena’s Mother","Supporting","16","Female"
"Sing","Rhea Perlman","Judith","Supporting","17","Female"
"Sing","Laraine Newman","Meena’s Grandmother/Additional Voices","Supporting","18","Female"
"Sing","Adam Buxton","Stan","Supporting","19","Unknown"
"Sing","Brad Morris","Baboon","Supporting","20","Male"
"Sing","Bill Farmer","News Reporter Dog","Supporting","21","Male"
"Sing","Oscar Jennings","Piglet","Supporting","22","Male"
"Sing","Leo Jennings","Piglet","Supporting","23","Male"
"Sing","Caspar Jennings","Piglet","Supporting","24","Male"
"Sing","Asa Jennings","Piglet","Supporting","25","Male"
"Sing","Carlos Alazraqui","Additional Voice","Supporting","26","Unknown"
"Sing","Sara Mann","Additional Voice","Supporting","27","Female"
"Sing","Wes Anderson","Additional Voice","Supporting","28","Male"
"Sing","Igor Khait","Additional Voice","Supporting","29","Male"
"Sing","David Arnott","Additional Voice","Supporting","30","Male"
"Sing","Daamen Krall","Additional Voice","Supporting","31","Male"
"Sing","Bob Bergen","Additional Voice","Supporting","32","Male"
"Sing","Jeremy Maxwell","Additional Voice","Supporting","33","Male"
"Sing","Doug Burch","Additional Voice","Supporting","34","Male"
"Sing","Daniel Mora","Additional Voice","Supporting","35","Male"
"Sing","Britt Burton","Additional Voice","Supporting","36","Unknown"
"Sing","Catherine Cavadini","Additional Voice","Supporting","37","Female"
"Sing","Jason Pace","Additional Voice","Supporting","38","Male"
"Sing","Townsend Coleman","Additional Voice","Supporting","39","Male"
"Sing","Gregory Perler","Additional Voice","Supporting","40","Male"
"Sing","Abby Craden","Additional Voice","Supporting","41","Female"
"Sing","James J. Cummings","Additional Voice","Supporting","42","Male"
"Sing","Jessica Rau","Additional Voice","Supporting","43","Female"
"Sing","John DeMita","Additional Voice","Supporting","44","Unknown"
"Sing","Chris Renaud","Additional Voice","Supporting","45","Male"
"Sing","Marisa De Silva","Additional Voice","Supporting","46","Female"
"Sing","Jessica Rotter","Additional Voice","Supporting","47","Female"
"Sing","Willow Geer","Additional Voice","Supporting","48","Female"
"Sing","Tara Strong","Additional Voice","Supporting","49","Unknown"
"Sing","Jess Harnell","Additional Voice","Supporting","50","Female"
"Sing","Barbara Harris","Additional Voice","Supporting","51","Unknown"
"Sing","Tom Walters","Additional Voice","Supporting","52","Male"
"Sing","Andrew Walton","Additional Voice","Supporting","53","Male"
"Sing","Edgar Wright","Additional Voice","Supporting","54","Male"
"Sing","Robert Taylor","Additional Voice","Supporting","55","Male"
"The Purge: Election Year","Frank Grillo","Sergeant Leo Barnes","Leading","1","Unknown"
"The Purge: Election Year","Elizabeth Mitchell","Charlene 'Charlie' Roan","Leading","2","Female"
"The Purge: Election Year","Mykelti Williamson","Joe Dixon","Leading","3","Male"
"The Purge: Election Year","Edwin Hodge","Dwayne The Stranger","Supporting","4","Male"
"The Purge: Election Year","Betty Gabriel","Laney Rucker","Supporting","5","Female"
"The Purge: Election Year","Joseph Julian Soria","Marcos","Supporting","6","Male"
"The Purge: Election Year","Kyle Secor","Minister Edwidge Owens","Supporting","7","Male"
"The Purge: Election Year","Ethan Phillips","Chief Couper","Supporting","8","Unknown"
"The Purge: Election Year","Raymond J. Barry","Caleb Warrens","Supporting","9","Male"
"The Purge: Election Year","Liza Colon-Zayas","Dawn","Supporting","10","Female"
"The Purge: Election Year","Terry Serpico","Earl Danzinger","Supporting","11","Male"
"The Purge: Election Year","Barry Nolan","Reporter #1","Supporting","12","Male"
"The Purge: Election Year","Adam Cantor","Tall Eric Busmails","Supporting","13","Male"
"The Purge: Election Year","Christopher Baker","Harmon James","Supporting","14","Male"
"The Purge: Election Year","Jared Kemp","Rondo","Supporting","15","Male"
"The Purge: Election Year","Brittany Mirabile","Schoolgirl #1 Freakbride/Kimmy","Supporting","16","Female"
"The Purge: Election Year","Naeem Duren","Rev with Angel in Command Center","Supporting","17","Male"
"The Purge: Election Year","Naheem Garcia","Angel Munoz","Supporting","18","Male"
"The Purge: Election Year","Steven Barkhimer","Drab Suited Man 1","Supporting","19","Male"
"The Purge: Election Year","Tom Kemp","Drab Suited Man 2","Supporting","20","Male"
"The Purge: Election Year","Portland Helmich","Moderator","Supporting","21","Male"
"The Purge: Election Year","Roman Blat","Uncle Sam","Supporting","22","Male"
"The Purge: Election Year","David Aaron Baker","Tommy Roseland","Supporting","23","Unknown"
"The Purge: Election Year","George Lee Miles","Irish Ike Jenkins","Supporting","24","Male"
"The Purge: Election Year","Antoine Coetzee","South African Male","Supporting","25","Male"
"The Purge: Election Year","Drew Cooper","Enormous Gang Member","Supporting","26","Male"
"The Purge: Election Year","Johnnie Mae","Mrs. Sabian","Supporting","27","Female"
"The Purge: Election Year","Tom Paolino","Axe Headed Man","Supporting","28","Male"
"The Purge: Election Year","Emily Petta","Screaming Woman","Supporting","29","Female"
"The Purge: Election Year","Alexander Cook","Masked Man","Supporting","30","Male"
"The Purge: Election Year","Juani Feliz","Schoolgirl #2","Supporting","31","Female"
"The Purge: Election Year","Jamal Peters","Gang Member with Dying Friend","Supporting","32","Male"
"The Purge: Election Year","Matt Walton","Reporter #1","Supporting","33","Male"
"The Purge: Election Year","Thomas Kee","Crazy Man (Self-Purger)","Supporting","34","Male"
"The Purge: Election Year","Lonnie Farmer","Man with Bull Horn","Supporting","35","Unknown"
"The Purge: Election Year","Christy Coco","Young Charlie Roan","Supporting","36","Female"
"The Purge: Election Year","Darcie Fisher","Reporter #3","Supporting","37","Female"
"The Purge: Election Year","Alexander Schuler","Demonic Man","Supporting","38","Male"
"The Purge: Election Year","Hank Amos","Mercenary #8","Supporting","39","Male"
"The Purge: Election Year","Lindsey Pires","Dancer #1","Supporting","40","Female"
"The Purge: Election Year","Emily Smith","Dancer #2","Supporting","41","Female"
"The Boss","Melissa McCarthy","Michelle Darnell","Leading","1","Female"
"The Boss","Kristen Bell","Claire","Supporting","2","Female"
"The Boss","Kathy Bates","Ida Marquette","Supporting","3","Female"
"The Boss","Tyler Labine","Mike Beals","Supporting","4","Male"
"The Boss","Timothy Simons","Stephan","Supporting","5","Male"
"The Boss","Peter Dinklage","Renault","Supporting","6","Male"
"The Boss","Ella Anderson","Rachel","Supporting","7","Female"
"The Boss","Cecily Strong","Dana Dandridge","Supporting","8","Female"
"The Boss","Mary Sohn","Jan Keller","Supporting","9","Female"
"The Boss","Kristen Schaal","Scout Leader Sandy","Supporting","10","Unknown"
"The Boss","Eva Peterson","Chrystal","Supporting","11","Female"
"The Boss","Aleandra Newcomb","Mariana","Supporting","12","Female"
"The Boss","Annie Mumolo","Helen","Supporting","13","Female"
"The Boss","Presley Coley","Hannah","Supporting","14","Female"
"The Boss","Ben Falcone","Marty","Supporting","15","Unknown"
"The Boss","Margo Martindale","Sister Aluminata","Supporting","16","Unknown"
"The Boss","Michael McDonald","Bryce Crean","Supporting","17","Male"
"The Boss","Robert Pralgo","SEC Agent Fields","Supporting","18","Male"
"The Boss","Larry Dorf","Guard Kenny","Supporting","19","Male"
"The Boss","Cedric Yarbrough","Tito","Supporting","20","Unknown"
"The Boss","Mark Oliver","Boss","Supporting","21","Male"
"The Boss","Rico Ball","Helicopter Pilot Phil","Supporting","22","Male"
"The Boss","Carla Fisher","Cammy","Supporting","23","Female"
"The Boss","Sharon Conley","Prison Guard","Supporting","24","Female"
"The Boss","Joel Esperanza","Ping","Supporting","25","Male"
"The Boss","Morgan Hinkleman","Kid","Supporting","26","Female"
"The Boss","Steve Mallory","Carl","Supporting","27","Male"
"The Boss","Nick Arapoglou","Building Security Guard","Supporting","28","Male"
"The Boss","Gayle King","Herself","Cameo","29","Female"
"The Boss","Chandler Head","5 Year Old Michelle","Supporting","30","Female"
"The Boss","Vivian Falcone","10 Year Old Michelle","Supporting","31","Female"
"The Boss","Isabella Amara","15 Year Old Michelle","Supporting","32","Female"
"The Boss","Damon Jones","Waiter","Supporting","33","Male"
"The Boss","Faheem Najm","Himself","Cameo","34","Male"
"The Boss","Parker Allen","Darling at Fight","Supporting","35","Unknown"
"The Boss","Devon Li","Darling at Fight","Supporting","36","Unknown"
"The Boss","Allison Williams","1975 Mom","Supporting","37","Female"
"The Magnificent Seven","Denzel Washington","Chisolm","Lead Ensemble Member","1","Male"
"The Magnificent Seven","Chris Pratt","Josh Faraday","Lead Ensemble Member","2","Male"
"The Magnificent Seven","Ethan Hawke","Goodnight Robicheaux","Lead Ensemble Member","3","Male"
"The Magnificent Seven","Vincent D'Onofrio","Jack Horne","Lead Ensemble Member","4","Male"
"The Magnificent Seven","Byung-hun Lee","Billy Rocks","Lead Ensemble Member","5","Male"
"The Magnificent Seven","Manuel Garcia Rulfo","Vasquez","Lead Ensemble Member","6","Male"
"The Magnificent Seven","Martin Sensmeier","Red Harvest","Lead Ensemble Member","7","Male"
"The Magnificent Seven","Peter Sarsgaard","Bartholomew Bogue","Supporting","8","Male"
"The Magnificent Seven","Haley Bennett","Emma Cullen","Supporting","9","Unknown"
"The Magnificent Seven","Luke Grimes","Teddy Q","Supporting","10","Male"
"The Magnificent Seven","Matt Bomer","Matthew Cullen","Supporting","11","Male"
"The Magnificent Seven","Jonathan Joss","Denali","Supporting","12","Male"
"The Magnificent Seven","Cam Gigandet","McCann","Supporting","13","Male"
"The Magnificent Seven","Emil Beheshti","Maxwell","Supporting","14","Male"
"The Magnificent Seven","Mark Ashworth","Preacher","Supporting","15","Male"
"The Magnificent Seven","Billy Slaughter","Josiah","Supporting","16","Male"
"The Magnificent Seven","Dodge Prince","Anthony","Supporting","17","Male"
"The Magnificent Seven","Matthew Posey","Hank Stoner","Supporting","18","Male"
"The Magnificent Seven","Carrie Lazar","Leni Frankel","Supporting","19","Female"
"The Magnificent Seven","Jody Mullins","Caleb Frankel","Supporting","20","Male"
"The Magnificent Seven","Clint James","Fenton","Supporting","21","Male"
"The Magnificent Seven","Dane Rhodes","Sheriff Harp","Supporting","22","Male"
"The Magnificent Seven","Ritchie Montgomery","Gavin David","Supporting","23","Unknown"
"The Magnificent Seven","Sean Bridgers","Fanning","Supporting","24","Male"
"The Magnificent Seven","William Lee Scott","Moody","Supporting","25","Male"
"The Magnificent Seven","David Kallaway","Turner/Blacksmith","Supporting","26","Male"
"The Magnificent Seven","Griff Furst","Phillips","Supporting","27","Male"
"The Magnificent Seven","Alix Angelis","Clara Winthrop (Teacher)","Supporting","28","Female"
"The Magnificent Seven","Sean Boyd","Topper","Supporting","29","Unknown"
"The Magnificent Seven","Rob Mello","Mine Paymaster","Supporting","30","Male"
"The Magnificent Seven","Walker Babington","Dicky","Supporting","31","Male"
"The Magnificent Seven","Thomas Blake, Jr.","Earl","Supporting","32","Male"
"The Magnificent Seven","Ryan Brown","Ken Pigeon","Supporting","33","Male"
"The Magnificent Seven","Derek Lacasa","Len Pigeon","Supporting","34","Male"
"The Magnificent Seven","John Wylie","Station Master","Supporting","35","Male"
"The Magnificent Seven","Chad Randall","Bartender/Powder Dan","Supporting","36","Male"
"The Magnificent Seven","Kevin Wayne","Monday Durant","Supporting","37","Male"
"The Magnificent Seven","Wally Welch","Sheriff","Supporting","38","Male"
"The Magnificent Seven","Ed Lowry","Stablemaster","Supporting","39","Male"
"The Magnificent Seven","David Manzanares","Referee/Eddy","Supporting","40","Male"
"The Magnificent Seven","Dylan Kenin","Cowboy","Supporting","41","Unknown"
"The Magnificent Seven","Kevin Wiggins","Another Cowboy","Supporting","42","Unknown"
"The Magnificent Seven","Jackson Beals","One Eyed Lucas","Supporting","43","Male"
"The Magnificent Seven","Miles Doleac","Faraday Card Game #2","Supporting","44","Male"
"The Magnificent Seven","Heath Lemme","Heath","Supporting","45","Male"
"The Magnificent Seven","Charles Bickham","Rose Creek Boy","Supporting","46","Male"
"The Magnificent Seven","Gregory Chase Williams","Undertaker's Assistant","Supporting","47","Male"
"The Magnificent Seven","Fionn Camp","Rose Creek Girl","Supporting","48","Female"
"Zootopia","Ginnifer Goodwin","Judy Hoops","Leading","1","Female"
"Zootopia","Jason Bateman","Nick Wilde","Leading","2","Male"
"Zootopia","Shakira","Gazelle","Supporting","3","Female"
"Zootopia","Idris Elba","Chief Bogo","Supporting","4","Male"
"Zootopia","J.K. Simmons","Mayor Leodore Lionheart","Supporting","5","Male"
"Zootopia","Nate Torrence","Benjamin Clawhauser","Supporting","6","Unknown"
"Zootopia","Jenny Slate","Assistant Mayor Bellwether","Supporting","7","Female"
"Zootopia","Tommy Chong","Yax the Yak","Supporting","8","Male"
"Zootopia","Octavia Spencer","Mrs. Otterton","Supporting","9","Female"
"Zootopia","Bonnie Hunt","Bonnie Hoops","Supporting","10","Female"
"Zootopia","Don Lake","Stu Hoops","Supporting","11","Unknown"
"Zootopia","Alan Tudyk","Weaselton","Supporting","12","Male"
"Zootopia","Tommy Lister","Finnick","Supporting","13","Male"
"Zootopia","Raymond Persi","Flash","Supporting","14","Male"
"Zootopia","Katie Lowes","Badger Doctor, Dr. Madge Honeybadger","Supporting","15","Female"
"Zootopia","Jesse Corti","Mr. Manchas","Supporting","16","Unknown"
"Zootopia","John DiMaggio","Jery Jumbreaux Jr.","Supporting","17","Male"
"Zootopia","Phil Johnston","Gideon Grey","Supporting","18","Male"
"Zootopia","Fuschia","Drill Sergeant","Supporting","19","Unknown"
"Zootopia","Della Saba","Young Hopps","Supporting","20","Unknown"
"Zootopia","Maurice LaMarche","Mr. Big","Supporting","21","Unknown"
"Zootopia","Gita Reddy","Nangi","Supporting","22","Female"
"Zootopia","Joshua Dallas","Frantic Pig","Supporting","23","Male"
"Zootopia","Leah Latham","Fru Fru","Supporting","24","Female"
"Zootopia","Rich Moore","Doug","Supporting","25","Male"
