congress,chamber,bioguide,firstname,lastname,birthday,state,party,incumbent,termstart,age
85,house,F000255,Aime,Forand,1895-05-23,RI,D,Yes,1957-01-03,61.6
85,house,K000040,Maude,Kee,1895-06-07,WV,D,Yes,1957-01-03,61.6
85,house,S000390,George,Shuford,1895-09-05,NC,D,Yes,1957-01-03,61.3
85,house,A000216,Leslie,Arends,1895-09-27,IL,R,Yes,1957-01-03,61.3
85,house,K000273,John,Kluczynski,1896-02-15,IL,D,Yes,1957-01-03,60.9
85,house,A000225,Wayne,Aspinall,1896-04-03,CO,D,Yes,1957-01-03,60.8
85,house,V000119,John,Vorys,1896-06-16,OH,R,Yes,1957-01-03,60.5
85,house,O000121,Harold,Ostertag,1896-06-22,NY,R,Yes,1957-01-03,60.5
85,house,T000198,Clark,Thompson,1896-08-06,TX,D,Yes,1957-01-03,60.4
85,house,B000178,William,Barrett,1896-08-14,PA,D,Yes,1957-01-03,60.4
85,house,F000283,Elijah,Forrester,1896-08-16,GA,D,Yes,1957-01-03,60.4
85,house,N000137,William,Norrell,1896-08-29,AR,D,Yes,1957-01-03,60.3
85,house,B000139,Graham,Barden,1896-09-25,NC,D,Yes,1957-01-03,60.3
85,house,T000395,William,Tuck,1896-09-28,VA,D,Yes,1957-01-03,60.3
85,house,M000460,J.,McGregor,1896-09-30,OH,R,Yes,1957-01-03,60.3
85,house,P000408,James,Polk,1896-10-06,OH,D,Yes,1957-01-03,60.2
85,house,D000260,Winfield,Denton,1896-10-28,IN,D,Yes,1957-01-03,60.2
85,house,B000276,John,Beamer,1896-11-17,IN,R,Yes,1957-01-03,60.1
85,house,B001211,Emmet,Byrne,1896-12-06,IL,R,No,1957-01-03,60.1
85,house,C000162,Albert,Carnahan,1897-01-09,MO,D,Yes,1957-01-03,60.0
85,house,H000275,Robert,Harrison,1897-01-26,NE,R,Yes,1957-01-03,59.9
85,house,A000179,Herman,Andersen,1897-01-27,MN,R,Yes,1957-01-03,59.9
85,house,C000905,Albert,Cretella,1897-04-22,CT,R,Yes,1957-01-03,59.7
85,house,G000381,George,Grant,1897-07-11,AL,D,Yes,1957-01-03,59.5
85,house,C000736,Harold,Cooley,1897-07-26,NC,D,Yes,1957-01-03,59.4
85,house,C000346,John,Chenoweth,1897-08-17,CO,R,Yes,1957-01-03,59.4
85,house,G000447,Noble,Gregory,1897-08-30,KY,D,Yes,1957-01-03,59.3
85,house,D000094,Clifford,Davis,1897-11-18,TN,D,Yes,1957-01-03,59.1
85,house,B000884,Overton,Brooks,1897-12-21,LA,D,Yes,1957-01-03,59.0
85,house,K000042,Russell,Keeney,1897-12-29,IL,R,No,1957-01-03,59.0
85,house,K000196,Cecil,King,1898-01-13,CA,D,Yes,1957-01-03,59.0
85,house,H000550,William,Hess,1898-02-13,OH,R,Yes,1957-01-03,58.9
85,house,R000187,George,Rhodes,1898-02-24,PA,D,Yes,1957-01-03,58.9
85,house,S000194,Errett,Scrivner,1898-03-20,KS,R,Yes,1957-01-03,58.8
85,house,M000568,John,McMillan,1898-04-12,SC,D,Yes,1957-01-03,58.7
85,house,T000156,Albert,Thomas,1898-04-12,TX,D,Yes,1957-01-03,58.7
85,house,C000113,Gordon,Canfield,1898-04-15,NJ,R,Yes,1957-01-03,58.7
85,house,F000384,Samuel,Friedel,1898-04-18,MD,D,Yes,1957-01-03,58.7
85,house,C000804,Frederic,Coudert,1898-05-07,NY,R,Yes,1957-01-03,58.7
85,house,D000004,Paul,Dague,1898-05-19,PA,R,Yes,1957-01-03,58.6
85,house,P000303,Philip,Philbin,1898-05-29,MA,D,Yes,1957-01-03,58.6
85,house,L000065,Thomas,Lane,1898-07-06,MA,D,Yes,1957-01-03,58.5
85,house,H000405,Lawrence,Hays,1898-08-09,AR,D,Yes,1957-01-03,58.4
85,house,N000113,Robert,Nix,1898-08-09,PA,D,No,1957-01-03,58.4
85,house,P000349,John,Pilcher,1898-08-27,GA,D,Yes,1957-01-03,58.4
85,house,J000278,Walter,Judd,1898-09-25,MN,R,Yes,1957-01-03,58.3
85,house,A000138,Leo,Allen,1898-10-05,IL,R,Yes,1957-01-03,58.2
85,house,H000786,Walter,Horan,1898-10-15,WA,R,Yes,1957-01-03,58.2
85,house,V000069,James,Van Zandt,1898-12-18,PA,R,Yes,1957-01-03,58.0
85,house,H000041,James,Haley,1899-01-04,FL,D,Yes,1957-01-03,58.0
85,house,K000298,Victor,Knox,1899-01-13,MI,R,Yes,1957-01-03,58.0
85,house,M000991,Toby,Morris,1899-02-28,OK,D,No,1957-01-03,57.8
85,house,U000034,James,Utt,1899-03-11,CA,R,Yes,1957-01-03,57.8
85,house,S000117,Paul,Schenck,1899-04-19,OH,R,Yes,1957-01-03,57.7
85,house,B000323,Page,Belcher,1899-04-21,OK,R,Yes,1957-01-03,57.7
85,house,G000495,Harold,Gross,1899-06-30,IA,R,Yes,1957-01-03,57.5
85,house,M000014,Thaddeus,Machrowicz,1899-08-21,MI,D,Yes,1957-01-03,57.4
85,house,R000250,Roy,Riehlman,1899-08-26,NY,R,Yes,1957-01-03,57.4
85,house,B000292,Frank,Becker,1899-08-27,NY,R,Yes,1957-01-03,57.4
85,house,S000075,Dalip,Saund,1899-09-20,CA,D,No,1957-01-03,57.3
85,house,W000323,James,Wharton,1899-10-04,NY,R,Yes,1957-01-03,57.2
85,house,C000365,Robert,Chiperfield,1899-11-20,IL,R,Yes,1957-01-03,57.1
85,house,A000133,John,Allen,1899-11-27,CA,R,Yes,1957-01-03,57.1
85,house,P000398,William,Poage,1899-12-28,TX,D,Yes,1957-01-03,57.0
85,house,G000129,Myron,George,1900-01-06,KS,R,Yes,1957-01-03,57.0
85,house,H000549,John,Heselton,1900-03-17,MA,R,Yes,1957-01-03,56.8
85,house,K000171,Paul,Kilday,1900-03-29,TX,D,Yes,1957-01-03,56.8
85,house,K000032,Carroll,Kearns,1900-05-07,PA,R,Yes,1957-01-03,56.7
85,house,K000036,Kenneth,Keating,1900-05-18,NY,R,Yes,1957-01-03,56.6
85,house,S000408,Eugene,Siler,1900-06-26,KY,R,Yes,1957-01-03,56.5
85,house,P000098,Otto,Passman,1900-06-27,LA,D,Yes,1957-01-03,56.5
85,house,R000389,Byron,Rogers,1900-08-01,CO,D,Yes,1957-01-03,56.4
85,house,H000081,Charles,Halleck,1900-08-22,IN,R,Yes,1957-01-03,56.4
85,house,S000436,Richard,Simpson,1900-08-30,PA,R,Yes,1957-01-03,56.3
85,house,O000015,Leo,O'Brien,1900-09-21,NY,D,Yes,1957-01-03,56.3
85,house,M000065,George,Mahon,1900-09-22,TX,D,Yes,1957-01-03,56.3
85,house,D000338,Martin,Dies,1900-11-05,TX,D,Yes,1957-01-03,56.2
85,house,S000174,Hugh,Scott,1900-11-11,PA,R,Yes,1957-01-03,56.1
85,house,M001074,Abraham,Multer,1900-12-24,NY,D,Yes,1957-01-03,56.0
85,house,L000299,Roland,Libonati,1900-12-29,IL,D,No,1957-01-03,56.0
85,house,B000676,Frank,Bow,1901-02-20,OH,R,Yes,1957-01-03,55.9
85,house,C000182,Joseph,Carrigg,1901-02-23,PA,R,Yes,1957-01-03,55.9
85,house,J000246,Paul,Jones,1901-03-12,MO,D,Yes,1957-01-03,55.8
85,house,D000211,James,Delaney,1901-03-19,NY,D,Yes,1957-01-03,55.8
85,house,M000354,Samuel,McConnell,1901-04-06,PA,R,Yes,1957-01-03,55.7
85,house,T000298,Thor,Tollefson,1901-05-02,WA,R,Yes,1957-01-03,55.7
85,house,J000158,Lester,Johnson,1901-06-16,WI,D,Yes,1957-01-03,55.6
85,house,D000419,Harold,Donohue,1901-06-18,MA,D,Yes,1957-01-03,55.5
85,house,H000310,Ralph,Harvey,1901-08-09,IN,R,Yes,1957-01-03,55.4
85,house,B000791,James,Breeding,1901-09-28,KS,D,No,1957-01-03,55.3
85,house,H000437,Felix,HŽbert,1901-10-12,LA,D,Yes,1957-01-03,55.2
85,house,M000393,William,McCulloch,1901-11-24,OH,R,Yes,1957-01-03,55.1
85,house,T000070,Dean,Taylor,1902-01-01,NY,R,Yes,1957-01-03,55.0
85,house,B000062,Howard,Baker,1902-01-12,TN,R,Yes,1957-01-03,55.0
85,house,H000740,Otis,Holmes,1902-02-22,WA,R,Yes,1957-01-03,54.9
85,house,R000018,Albert,Rains,1902-03-11,AL,D,Yes,1957-01-03,54.8
85,house,D000587,Florence,Dwyer,1902-07-04,NJ,R,No,1957-01-03,54.5
85,house,W000212,John,Watts,1902-07-09,KY,D,Yes,1957-01-03,54.5
85,house,F000012,George,Fallon,1902-07-24,MD,D,Yes,1957-01-03,54.4
85,house,S001057,Leonor,Sullivan,1902-08-21,MO,D,Yes,1957-01-03,54.4
85,house,P000196,Thomas,Pelly,1902-08-22,WA,R,Yes,1957-01-03,54.4
85,house,B000416,Ellis,Berry,1902-10-06,SD,R,Yes,1957-01-03,54.2
85,house,F000015,Leonard,Farbstein,1902-10-12,NY,D,No,1957-01-03,54.2
85,house,G000071,Edward,Garmatz,1903-02-07,MD,D,Yes,1957-01-03,53.9
85,house,D000278,James,Devereux,1903-02-20,MD,R,Yes,1957-01-03,53.9
85,house,F000422,James,Fulton,1903-03-01,PA,R,Yes,1957-01-03,53.8
85,house,A000016,Thomas,Abernethy,1903-05-16,MS,D,Yes,1957-01-03,53.6
85,house,H000197,Porter,Hardy,1903-06-01,VA,D,Yes,1957-01-03,53.6
85,house,B000778,William,Bray,1903-06-17,IN,R,Yes,1957-01-03,53.5
85,house,G000237,Milton,Glenn,1903-06-18,NJ,R,No,1957-01-03,53.5
85,house,D000155,William,Dawson,1903-11-05,UT,R,Yes,1957-01-03,53.2
85,house,G000098,Ezekiel,Gathings,1903-11-10,AR,D,Yes,1957-01-03,53.1
85,house,D000402,Isidore,Dollinger,1903-11-13,NY,D,Yes,1957-01-03,53.1
85,house,F000152,Ovie,Fisher,1903-11-22,TX,D,Yes,1957-01-03,53.1
85,house,F000209,Daniel,Flood,1903-11-26,PA,D,Yes,1957-01-03,53.1
85,house,R000424,John,Rooney,1903-11-29,NY,D,Yes,1957-01-03,53.1
85,house,H000713,Chester,Holifield,1903-12-03,CA,D,Yes,1957-01-03,53.1
85,house,H000249,Oren,Harris,1903-12-20,AR,D,Yes,1957-01-03,53.0
85,house,W000641,William,Winstead,1904-01-06,MS,D,Yes,1957-01-03,53.0
85,house,B000377,John,Bennett,1904-01-10,MI,R,Yes,1957-01-03,53.0
85,house,A000223,Robert,Ashmore,1904-02-22,SC,D,Yes,1957-01-03,52.9
85,house,S000829,Thomas,Steed,1904-03-02,OK,D,Yes,1957-01-03,52.8
85,house,C000617,William,Cole,1904-04-18,NY,R,Yes,1957-01-03,52.7
85,house,B000201,Edward,Bartlett,1904-04-20,AK,D,Yes,1957-01-03,52.7
85,house,B000426,Jackson,Betts,1904-05-26,OH,R,Yes,1957-01-03,52.6
85,house,O000058,Alvin,O'Konski,1904-05-26,WI,R,Yes,1957-01-03,52.6
85,house,H000264,Burr,Harrison,1904-07-02,VA,D,Yes,1957-01-03,52.5
85,house,P000352,John,Pillion,1904-08-10,NY,R,Yes,1957-01-03,52.4
85,house,R000359,John,Robsion,1904-08-28,KY,R,Yes,1957-01-03,52.4
85,house,M001045,Morgan,Moulder,1904-08-31,MO,D,Yes,1957-01-03,52.3
85,house,W000559,Edwin,Willis,1904-10-02,LA,D,Yes,1957-01-03,52.3
85,house,J000206,Charles,Jonas,1904-12-09,NC,R,Yes,1957-01-03,52.1
85,house,W000310,Alfred,Westland,1904-12-14,WA,R,Yes,1957-01-03,52.1
85,house,P000522,Charles,Price,1905-01-01,IL,D,Yes,1957-01-03,52.0
85,house,F000060,Michael,Feighan,1905-02-16,OH,D,Yes,1957-01-03,51.9
85,house,A000255,Victor,Anfuso,1905-03-10,NY,D,Yes,1957-01-03,51.8
85,house,V000051,William,Van Pelt,1905-03-10,WI,R,Yes,1957-01-03,51.8
85,house,D000425,Edwin,Dooley,1905-04-13,NY,R,No,1957-01-03,51.7
85,house,L000018,John,Lafore,1905-05-25,PA,R,No,1957-01-03,51.6
85,house,J000109,August,Johansen,1905-07-21,MI,R,Yes,1957-01-03,51.5
85,house,C000772,Robert,Corbett,1905-08-25,PA,R,Yes,1957-01-03,51.4
85,house,S000327,John,Shelley,1905-09-03,CA,D,Yes,1957-01-03,51.3
85,house,R000280,Lucius,Rivers,1905-09-28,SC,D,Yes,1957-01-03,51.3
85,house,S000184,Ralph,Scott,1905-10-15,NC,D,No,1957-01-03,51.2
85,house,C001005,Willard,Curtin,1905-11-28,PA,R,No,1957-01-03,51.1
85,house,A000200,LeRoy,Anderson,1906-02-02,MT,D,No,1957-01-03,50.9
85,house,P000287,Gracie,Pfost,1906-03-12,ID,D,Yes,1957-01-03,50.8
85,house,M000152,Fred,Marshall,1906-03-13,MN,D,Yes,1957-01-03,50.8
85,house,Z000003,Herbert,Zelenko,1906-03-16,NY,D,Yes,1957-01-03,50.8
85,house,W000445,William,Widnall,1906-03-17,NJ,R,Yes,1957-01-03,50.8
85,house,B001111,Omar,Burleson,1906-03-19,TX,D,Yes,1957-01-03,50.8
85,house,H000947,William,Hull,1906-04-17,MO,D,Yes,1957-01-03,50.7
85,house,W000572,Earl,Wilson,1906-04-18,IN,R,Yes,1957-01-03,50.7
85,house,S000161,Frederick,Schwengel,1906-05-28,IA,R,Yes,1957-01-03,50.6
85,house,S000406,Robert,Sikes,1906-06-03,FL,D,Yes,1957-01-03,50.6
85,house,B001212,James,Byrne,1906-06-22,PA,D,Yes,1957-01-03,50.5
85,house,L000240,Alton,Lennon,1906-08-17,NC,D,No,1957-01-03,50.4
85,house,K000070,Edna,Kelly,1906-08-20,NY,D,Yes,1957-01-03,50.4
85,house,P000552,Winston,Prouty,1906-09-01,VT,R,Yes,1957-01-03,50.3
85,house,M000958,Thomas,Morgan,1906-10-13,PA,D,Yes,1957-01-03,50.2
85,house,M000664,Chester,Merrow,1906-11-15,NH,R,Yes,1957-01-03,50.1
85,house,A000206,George,Andrews,1906-12-12,AL,D,Yes,1957-01-03,50.1
85,house,S000120,Gordon,Scherer,1906-12-26,OH,R,Yes,1957-01-03,50.0
85,house,D000219,Vincent,Dellay,1907-06-23,NJ,D,No,1957-01-03,49.5
85,house,S000778,Harley,Staggers,1907-08-03,WV,D,Yes,1957-01-03,49.4
85,house,B000727,Charles,Boyle,1907-08-13,IL,D,Yes,1957-01-03,49.4
85,house,K000130,Eugene,Keogh,1907-08-30,NY,D,Yes,1957-01-03,49.3
85,house,L000054,Phillip,Landrum,1907-09-10,GA,D,Yes,1957-01-03,49.3
85,house,M000620,George,Meader,1907-09-13,MI,R,Yes,1957-01-03,49.3
85,house,C000342,Frank,Chelf,1907-09-22,KY,D,Yes,1957-01-03,49.3
85,house,M000253,Donald,Matthews,1907-10-03,FL,D,Yes,1957-01-03,49.3
85,house,C000386,Earl,Chudoff,1907-11-15,PA,D,Yes,1957-01-03,49.1
85,house,A000024,Edwin,Adair,1907-12-14,IN,R,Yes,1957-01-03,49.1
85,house,R000426,James,Roosevelt,1907-12-23,CA,D,Yes,1957-01-03,49.0
85,house,O000120,Frank,Osmers,1907-12-30,NJ,R,Yes,1957-01-03,49.0
85,house,M000935,Albert,Morano,1908-01-18,CT,R,Yes,1957-01-03,49.0
85,house,D000255,John,Dent,1908-03-10,PA,D,No,1957-01-03,48.8
85,house,M000478,Clifford,McIntire,1908-05-04,ME,R,Yes,1957-01-03,48.7
85,house,A000073,Carl,Albert,1908-05-10,OK,D,Yes,1957-01-03,48.7
85,house,S000224,Horace,Seely-Brown,1908-05-12,CT,R,Yes,1957-01-03,48.6
85,house,A000002,Watkins,Abbitt,1908-05-21,VA,D,Yes,1957-01-03,48.6
85,house,S000009,Antoni,Sadlak,1908-06-13,CT,R,Yes,1957-01-03,48.6
85,house,B000245,Albert,Baumhart,1908-06-15,OH,R,Yes,1957-01-03,48.6
85,house,P000516,Prince,Preston,1908-07-05,GA,D,Yes,1957-01-03,48.5
85,house,R000404,Walter,Rogers,1908-07-19,TX,D,Yes,1957-01-03,48.5
85,house,S000102,John,Saylor,1908-07-23,PA,R,Yes,1957-01-03,48.4
85,house,N000133,Albin,Norblad,1908-09-12,OR,R,Yes,1957-01-03,48.3
85,house,K000249,Alvin,Kitchin,1908-09-13,NC,D,No,1957-01-03,48.3
85,house,P000119,James,Patterson,1908-10-20,CT,R,Yes,1957-01-03,48.2
85,house,B000646,Albert,Bosch,1908-10-30,NY,R,Yes,1957-01-03,48.2
85,house,P000477,Adam,Powell,1908-11-29,NY,D,Yes,1957-01-03,48.1
85,house,M000995,James,Morrison,1908-12-08,LA,D,Yes,1957-01-03,48.1
85,house,L000108,Henry,Latham,1908-12-10,NY,R,Yes,1957-01-03,48.1
85,house,T000237,William,Thornberry,1909-01-09,TX,D,Yes,1957-01-03,48.0
85,house,H000530,Albert,Herlong,1909-02-14,FL,D,Yes,1957-01-03,47.9
85,house,S000315,Timothy,Sheehan,1909-02-21,IL,R,Yes,1957-01-03,47.9
85,house,H001021,DeWitt,Hyde,1909-03-21,MD,R,Yes,1957-01-03,47.8
85,house,B001127,John,Burns,1909-03-30,HI,D,No,1957-01-03,47.8
85,house,S000756,William,Springer,1909-04-12,IL,R,Yes,1957-01-03,47.7
85,house,M000778,Wilbur,Mills,1909-05-24,AR,D,Yes,1957-01-03,47.6
85,house,R000374,Peter,Rodino,1909-06-07,NJ,D,Yes,1957-01-03,47.6
85,house,Y000013,Sidney,Yates,1909-08-27,IL,D,Yes,1957-01-03,47.4
85,house,N000009,William,Natcher,1909-09-11,KY,D,Yes,1957-01-03,47.3
85,house,T000109,Charles,Teague,1909-09-18,CA,R,Yes,1957-01-03,47.3
85,house,S000545,H.,Smith,1909-10-08,CA,R,No,1957-01-03,47.2
85,house,H000424,James,Healey,1909-12-24,NY,D,Yes,1957-01-03,47.0
85,house,G000407,Edith,Green,1910-01-17,OR,D,Yes,1957-01-03,47.0
85,house,J000008,Donald,Jackson,1910-01-23,CA,R,Yes,1957-01-03,46.9
85,house,G000421,William,Green,1910-03-05,PA,D,Yes,1957-01-03,46.8
85,house,T000110,Olin,Teague,1910-04-06,TX,D,Yes,1957-01-03,46.7
85,house,W000428,Jamie,Whitten,1910-04-18,MS,D,Yes,1957-01-03,46.7
85,house,E000273,Joseph,Evins,1910-10-24,TN,D,Yes,1957-01-03,46.2
85,house,B001035,Hamer,Budge,1910-11-21,ID,R,Yes,1957-01-03,46.1
85,house,B000371,Charles,Bennett,1910-12-02,FL,D,Yes,1957-01-03,46.1
85,house,S000454,Bernice,Sisk,1910-12-14,CA,D,Yes,1957-01-03,46.1
85,house,M000671,Lee,Metcalf,1911-01-28,MT,D,Yes,1957-01-03,45.9
85,house,M000052,Donald,Magnuson,1911-03-07,WA,D,Yes,1957-01-03,45.8
85,house,D000433,Francis,Dorn,1911-04-18,NY,R,Yes,1957-01-03,45.7
85,house,H000408,Wayne,Hays,1911-05-13,OH,D,Yes,1957-01-03,45.6
85,house,C001014,Thomas,Curtis,1911-05-14,MO,R,Yes,1957-01-03,45.6
85,house,T000118,Ludwig,Teller,1911-06-22,NY,D,No,1957-01-03,45.5
85,house,A000094,Hugh,Alexander,1911-08-07,NC,D,Yes,1957-01-03,45.4
85,house,A000228,William,Avery,1911-08-11,KS,R,Yes,1957-01-03,45.4
85,house,B000550,John,Blatnik,1911-08-17,MN,D,Yes,1957-01-03,45.4
85,house,S000405,Alfred,Sieminski,1911-08-23,NJ,D,Yes,1957-01-03,45.4
85,house,B000141,Walter,Baring,1911-09-09,NV,D,No,1957-01-03,45.3
85,house,E000181,Clair,Engle,1911-09-21,CA,D,Yes,1957-01-03,45.3
85,house,R000008,Edmund,Radwan,1911-09-22,NY,R,Yes,1957-01-03,45.3
85,house,B000600,Edward,Boland,1911-10-01,MA,D,Yes,1957-01-03,45.3
85,house,M000799,William,Minshall,1911-10-24,OH,R,Yes,1957-01-03,45.2
85,house,G000471,Martha,Griffiths,1912-01-29,MI,D,Yes,1957-01-03,44.9
85,house,D000467,John,Dowdy,1912-02-11,TX,D,Yes,1957-01-03,44.9
85,house,R000165,Henry,Reuss,1912-02-22,WI,D,Yes,1957-01-03,44.9
85,house,B000561,Iris,Blitch,1912-04-25,GA,D,Yes,1957-01-03,44.7
85,house,S000057,Alfred,Santangelo,1912-06-04,NY,D,No,1957-01-03,44.6
85,house,J000248,Robert,Jones,1912-06-12,AL,D,Yes,1957-01-03,44.6
85,house,K000300,Coya,Knutson,1912-08-22,MN,D,Yes,1957-01-03,44.4
85,house,C000991,Glenn,Cunningham,1912-09-10,NE,R,No,1957-01-03,44.3
85,house,B000222,Perkins,Bass,1912-10-06,NH,R,Yes,1957-01-03,44.2
85,house,P000230,Carl,Perkins,1912-10-15,KY,D,Yes,1957-01-03,44.2
85,house,R000314,Kenneth,Roberts,1912-11-01,AL,D,Yes,1957-01-03,44.2
85,house,Z000001,Clement,Zablocki,1912-11-18,WI,D,Yes,1957-01-03,44.1
85,house,O000098,Thomas,O'Neill,1912-12-09,MA,D,Yes,1957-01-03,44.1
85,house,K000013,Frank,Karsten,1913-01-07,MO,D,Yes,1957-01-03,44.0
85,house,I000007,Frank,Ikard,1913-01-30,TX,D,Yes,1957-01-03,43.9
85,house,F000233,John,Fogarty,1913-03-23,RI,D,Yes,1957-01-03,43.8
85,house,V000047,Charles,Vanik,1913-04-07,OH,D,Yes,1957-01-03,43.7
85,house,F000319,Lawrence,Fountain,1913-04-23,NC,D,Yes,1957-01-03,43.7
85,house,H000753,Lester,Holtzman,1913-06-01,NY,D,Yes,1957-01-03,43.6
85,house,B001216,John,Byrnes,1913-06-12,WI,R,Yes,1957-01-03,43.6
85,house,B000296,Lindley,Beckworth,1913-06-30,TX,D,No,1957-01-03,43.5
85,house,F000260,Gerald,Ford,1913-07-14,MI,R,Yes,1957-01-03,43.5
85,house,F000137,Paul,Fino,1913-12-15,NY,R,Yes,1957-01-03,43.1
85,house,E000120,Carl,Elliott,1913-12-20,AL,D,Yes,1957-01-03,43.0
85,house,A000054,Hugh,Addonizio,1914-01-31,NJ,D,Yes,1957-01-03,42.9
85,house,B000964,Charles,Brownson,1914-02-05,IN,R,Yes,1957-01-03,42.9
85,house,B000594,Thomas,Boggs,1914-02-15,LA,D,Yes,1957-01-03,42.9
85,house,U000004,Albert,Ullman,1914-03-09,OR,D,No,1957-01-03,42.8
85,house,M000762,William,Miller,1914-03-22,NY,R,Yes,1957-01-03,42.8
85,house,L000081,Richard,Lankford,1914-07-22,MD,D,Yes,1957-01-03,42.5
85,house,H000013,Harlan,Hagen,1914-10-08,CA,D,Yes,1957-01-03,42.2
85,house,F000229,John,Flynt,1914-11-08,GA,D,Yes,1957-01-03,42.2
85,house,L000252,John,Lesinski,1914-12-28,MI,D,Yes,1957-01-03,42.0
85,house,E000266,Robert,Everett,1915-02-24,TN,D,No,1957-01-03,41.9
85,house,M001035,John,Moss,1915-04-13,CA,D,Yes,1957-01-03,41.7
85,house,H000802,Craig,Hosmer,1915-05-06,CA,R,Yes,1957-01-03,41.7
85,house,H000471,Robert,Hemphill,1915-05-10,SC,D,No,1957-01-03,41.7
85,house,W000410,Basil,Whitener,1915-05-14,NC,D,No,1957-01-03,41.6
85,house,B000092,John,Baldwin,1915-06-28,CA,R,Yes,1957-01-03,41.5
85,house,J000057,John,Jarman,1915-07-17,OK,D,Yes,1957-01-03,41.5
85,house,L000344,Glenard,Lipscomb,1915-08-19,CA,R,Yes,1957-01-03,41.4
85,house,M000876,Joseph,Montoya,1915-09-24,NM,D,No,1957-01-03,41.3
85,house,R000357,Howard,Robison,1915-10-30,NY,R,No,1957-01-03,41.2
85,house,N000110,F.,Nimtz,1915-12-01,IN,R,No,1957-01-03,41.1
85,house,C000629,Harold,Collier,1915-12-12,IL,R,No,1957-01-03,41.1
85,house,C000431,Frank,Clark,1915-12-24,PA,D,Yes,1957-01-03,41.0
85,house,F000371,Peter,Frelinghuysen,1916-01-17,NJ,R,Yes,1957-01-03,41.0
85,house,G000512,Charles,Gubser,1916-02-01,CA,R,Yes,1957-01-03,40.9
85,house,A000229,William,Ayres,1916-02-05,OH,R,Yes,1957-01-03,40.9
85,house,M000311,Eugene,McCarthy,1916-03-29,MN,D,Yes,1957-01-03,40.8
85,house,T000218,Theo,Thompson,1916-03-31,LA,D,Yes,1957-01-03,40.8
85,house,W000610,Robert,Wilson,1916-04-05,CA,R,Yes,1957-01-03,40.7
85,house,D000434,William,Dorn,1916-04-14,SC,D,Yes,1957-01-03,40.7
85,house,B000605,Richard,Bolling,1916-05-17,MO,D,Yes,1957-01-03,40.6
85,house,T000139,Donald,Tewes,1916-08-04,WI,R,No,1957-01-03,40.4
85,house,R000188,John,Rhodes,1916-09-18,AZ,R,Yes,1957-01-03,40.3
85,house,M000020,Peter,Mack,1916-11-01,IL,D,Yes,1957-01-03,40.2
85,house,Y000043,John,Young,1916-11-10,TX,D,No,1957-01-03,40.1
85,house,H000484,John,Henderson,1917-01-04,OH,R,Yes,1957-01-03,40.0
85,house,F000041,Dante,Fascell,1917-03-09,FL,D,Yes,1957-01-03,39.8
85,house,B000239,William,Bates,1917-04-26,MA,R,Yes,1957-01-03,39.7
85,house,M000005,Torbert,Macdonald,1917-06-06,MA,D,Yes,1957-01-03,39.6
85,house,M000070,William,Mailliard,1917-06-10,CA,R,Yes,1957-01-03,39.6
85,house,C000275,Charles,Chamberlain,1917-07-22,MI,R,No,1957-01-03,39.5
85,house,B001210,Robert,Byrd,1917-11-20,WV,D,Yes,1957-01-03,39.1
85,house,M000436,John,McFall,1918-02-20,CA,D,No,1957-01-03,38.9
85,house,S000533,Frank,Smith,1918-02-21,MS,D,Yes,1957-01-03,38.9
85,house,C000263,Elford,Cederberg,1918-03-06,MI,R,Yes,1957-01-03,38.8
85,house,B000223,Ross,Bass,1918-03-17,TN,D,Yes,1957-01-03,38.8
85,house,D000266,Steven,Derounian,1918-04-06,NY,R,Yes,1957-01-03,38.7
85,house,A000106,Bruce,Alger,1918-06-12,TX,R,Yes,1957-01-03,38.6
85,house,T000200,Frank,Thompson,1918-07-26,NJ,D,Yes,1957-01-03,38.4
85,house,D000246,David,Dennison,1918-07-29,OH,R,No,1957-01-03,38.4
85,house,B000391,Alvin,Bentley,1918-08-30,MI,R,Yes,1957-01-03,38.3
85,house,W000517,John,Williams,1918-12-04,MS,D,Yes,1957-01-03,38.1
85,house,K000177,Joe,Kilgore,1918-12-10,TX,D,Yes,1957-01-03,38.1
85,house,T000229,Edwin,Thomson,1919-02-08,WY,R,Yes,1957-01-03,37.9
85,house,P000439,Charles,Porter,1919-04-04,OR,D,No,1957-01-03,37.8
85,house,E000054,Edmond,Edmondson,1919-04-07,OK,D,Yes,1957-01-03,37.7
85,house,W000228,Phillip,Weaver,1919-04-09,NE,R,Yes,1957-01-03,37.7
85,house,C000589,Frank,Coffin,1919-07-11,ME,D,No,1957-01-03,37.5
85,house,J000098,William,Jennings,1919-08-20,VA,D,Yes,1957-01-03,37.4
85,house,B000967,Joel,Broyhill,1919-11-04,VA,R,Yes,1957-01-03,37.2
85,house,U000002,Stewart,Udall,1920-01-31,AZ,D,Yes,1957-01-03,36.9
85,house,H000904,George,Huddleston,1920-03-19,AL,D,Yes,1957-01-03,36.8
85,house,B000908,Charles,Brown,1920-10-22,MO,D,No,1957-01-03,36.2
85,house,S000232,Armistead,Selden,1921-02-20,AL,D,Yes,1957-01-03,35.9
85,house,W000024,Stuyvesant,Wainwright,1921-03-16,NY,R,Yes,1957-01-03,35.8
85,house,H000318,Harry,Haskell,1921-05-27,DE,R,No,1957-01-03,35.6
85,house,R000547,J.,Rutherford,1921-05-30,TX,D,Yes,1957-01-03,35.6
