congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
83,house,C000080,Courtney,Warren,Campbell,,1895-04-29,FL,D,No,1953-01-03,57.7
83,house,D000109,James,Curran,Davis,,1895-05-17,GA,D,Yes,1953-01-03,57.6
83,house,F000255,Aime,Joseph,Forand,,1895-05-23,RI,D,Yes,1953-01-03,57.6
83,house,K000040,Maude,Elizabeth,Kee,,1895-06-07,WV,D,Yes,1953-01-03,57.6
83,house,P000475,C.,Norris,Poulson,,1895-07-23,CA,R,Yes,1953-01-03,57.4
83,house,G000369,William,Thomas,Granahan,,1895-07-26,PA,D,Yes,1953-01-03,57.4
83,house,S000390,George,Adams,Shuford,,1895-09-05,NC,D,No,1953-01-03,57.3
83,house,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,R,Yes,1953-01-03,57.3
83,house,K000273,John,Carl,Kluczynski,,1896-02-15,IL,D,Yes,1953-01-03,56.9
83,house,G000124,Brady,Preston,Gentry,,1896-03-25,TX,D,No,1953-01-03,56.8
83,house,A000225,Wayne,Norviel,Aspinall,,1896-04-03,CO,D,Yes,1953-01-03,56.8
83,house,V000119,John,Martin,Vorys,,1896-06-16,OH,R,Yes,1953-01-03,56.5
83,house,O000121,Harold,Charles,Ostertag,,1896-06-22,NY,R,Yes,1953-01-03,56.5
83,house,S000499,Frank,,Small,Jr.,1896-07-15,MD,R,No,1953-01-03,56.5
83,house,T000198,Clark,Wallace,Thompson,,1896-08-06,TX,D,Yes,1953-01-03,56.4
83,house,H000278,William,Henry,Harrison,,1896-08-10,WY,R,Yes,1953-01-03,56.4
83,house,B000178,William,Aloysius,Barrett,,1896-08-14,PA,D,Yes,1953-01-03,56.4
83,house,F000283,Elijah,Lewis,Forrester,,1896-08-16,GA,D,Yes,1953-01-03,56.4
83,house,C000336,Richard,Thurmond,Chatham,,1896-08-16,NC,D,Yes,1953-01-03,56.4
83,house,N000137,William,Frank,Norrell,,1896-08-29,AR,D,Yes,1953-01-03,56.3
83,house,B000139,Graham,Arthur,Barden,,1896-09-25,NC,D,Yes,1953-01-03,56.3
83,house,T000395,William,Munford,Tuck,,1896-09-28,VA,D,No,1953-01-03,56.3
83,house,M000460,J.,Harry,McGregor,,1896-09-30,OH,R,Yes,1953-01-03,56.3
83,house,P000408,James,Gould,Polk,,1896-10-06,OH,D,Yes,1953-01-03,56.2
83,house,B000276,John,Valentine,Beamer,,1896-11-17,IN,R,Yes,1953-01-03,56.1
83,house,C000162,Albert,Sidney Johnson,Carnahan,,1897-01-09,MO,D,Yes,1953-01-03,56.0
83,house,R000100,Henry,Frazier,Reams,,1897-01-15,OH,I,Yes,1953-01-03,56.0
83,house,H000275,Robert,Dinsmore,Harrison,,1897-01-26,NE,R,Yes,1953-01-03,55.9
83,house,K000208,Karl,Clarence,King,,1897-01-26,PA,R,Yes,1953-01-03,55.9
83,house,A000179,Herman,Carl,Andersen,,1897-01-27,MN,R,Yes,1953-01-03,55.9
83,house,C000156,Frank,Ertel,Carlyle,,1897-04-07,NC,D,Yes,1953-01-03,55.7
83,house,C000905,Albert,William,Cretella,,1897-04-22,CT,R,No,1953-01-03,55.7
83,house,G000381,George,McInvale,Grant,,1897-07-11,AL,D,Yes,1953-01-03,55.5
83,house,C000736,Harold,Dunbar,Cooley,,1897-07-26,NC,D,Yes,1953-01-03,55.4
83,house,C000346,John,Edgar,Chenoweth,,1897-08-17,CO,R,Yes,1953-01-03,55.4
83,house,C000614,William,Clay,Cole,,1897-08-29,MO,R,No,1953-01-03,55.3
83,house,G000447,Noble,Jones,Gregory,,1897-08-30,KY,D,Yes,1953-01-03,55.3
83,house,F000034,Joseph,Rider,Farrington,,1897-10-15,HI,R,Yes,1953-01-03,55.2
83,house,D000094,Clifford,,Davis,,1897-11-18,TN,D,Yes,1953-01-03,55.1
83,house,B000884,Overton,,Brooks,,1897-12-21,LA,D,Yes,1953-01-03,55.0
83,house,K000196,Cecil,Rhodes,King,,1898-01-13,CA,D,Yes,1953-01-03,55.0
83,house,H000550,William,Emil,Hess,,1898-02-13,OH,R,Yes,1953-01-03,54.9
83,house,R000187,George,Milton,Rhodes,,1898-02-24,PA,D,Yes,1953-01-03,54.9
83,house,S000194,Errett,Power,Scrivner,,1898-03-20,KS,R,Yes,1953-01-03,54.8
83,house,S000377,Dewey,Jackson,Short,,1898-04-07,MO,R,Yes,1953-01-03,54.7
83,house,M000568,John,Lanneau,McMillan,,1898-04-12,SC,D,Yes,1953-01-03,54.7
83,house,T000156,Albert,,Thomas,,1898-04-12,TX,D,Yes,1953-01-03,54.7
83,house,C000113,Gordon,,Canfield,,1898-04-15,NJ,R,Yes,1953-01-03,54.7
83,house,F000384,Samuel,Nathaniel,Friedel,,1898-04-18,MD,D,No,1953-01-03,54.7
83,house,C000804,Frederic,René,Coudert,Jr.,1898-05-07,NY,R,Yes,1953-01-03,54.7
83,house,D000004,Paul,Bartram,Dague,,1898-05-19,PA,R,Yes,1953-01-03,54.6
83,house,P000303,Philip,Joseph,Philbin,,1898-05-29,MA,D,Yes,1953-01-03,54.6
83,house,F000035,Mary,Elizabeth Pruett,Farrington,,1898-05-30,HI,R,No,1953-01-03,54.6
83,house,L000065,Thomas,Joseph,Lane,,1898-07-06,MA,D,Yes,1953-01-03,54.5
83,house,H000405,Lawrence,Brooks,Hays,,1898-08-09,AR,D,Yes,1953-01-03,54.4
83,house,P000349,John,Leonard,Pilcher,,1898-08-27,GA,D,No,1953-01-03,54.4
83,house,J000278,Walter,Henry,Judd,,1898-09-25,MN,R,Yes,1953-01-03,54.3
83,house,A000138,Leo,Elwood,Allen,,1898-10-05,IL,R,Yes,1953-01-03,54.2
83,house,H000786,Walter,Franklin,Horan,,1898-10-15,WA,R,Yes,1953-01-03,54.2
83,house,D000175,Charles,Bennett,Deane,,1898-11-01,NC,D,Yes,1953-01-03,54.2
83,house,D000421,James,George,Donovan,,1898-12-15,NY,D,Yes,1953-01-03,54.1
83,house,V000069,James,Edward,Van Zandt,,1898-12-18,PA,R,Yes,1953-01-03,54.0
83,house,H000041,James,Andrew,Haley,,1899-01-04,FL,D,No,1953-01-03,54.0
83,house,K000298,Victor,Alfred,Knox,,1899-01-13,MI,R,No,1953-01-03,54.0
83,house,U000034,James,Boyd,Utt,,1899-03-11,CA,R,No,1953-01-03,53.8
83,house,S000117,Paul,Fornshell,Schenck,,1899-04-19,OH,R,Yes,1953-01-03,53.7
83,house,B000323,Page,Henry,Belcher,,1899-04-21,OK,R,Yes,1953-01-03,53.7
83,house,G000495,Harold,Royce,Gross,,1899-06-30,IA,R,Yes,1953-01-03,53.5
83,house,M000014,Thaddeus,Michael,Machrowicz,,1899-08-21,MI,D,Yes,1953-01-03,53.4
83,house,R000250,Roy,Walter,Riehlman,,1899-08-26,NY,R,Yes,1953-01-03,53.4
83,house,B000292,Frank,John,Becker,,1899-08-27,NY,R,No,1953-01-03,53.4
83,house,E000146,Mathew,Harris,Ellsworth,,1899-09-17,OR,R,Yes,1953-01-03,53.3
83,house,W000323,James,Ernest,Wharton,,1899-10-04,NY,R,Yes,1953-01-03,53.2
83,house,C000365,Robert,Bruce,Chiperfield,,1899-11-20,IL,R,Yes,1953-01-03,53.1
83,house,A000133,John,Joseph,Allen,Jr.,1899-11-27,CA,R,Yes,1953-01-03,53.1
83,house,P000398,William,Robert,Poage,,1899-12-28,TX,D,Yes,1953-01-03,53.0
83,house,O000009,George,Donoghue,O'Brien,,1900-01-01,MI,D,Yes,1953-01-03,53.0
83,house,G000129,Myron,Virgil,George,,1900-01-06,KS,R,Yes,1953-01-03,53.0
83,house,H000549,John,Walter,Heselton,,1900-03-17,MA,R,Yes,1953-01-03,52.8
83,house,K000171,Paul,Joseph,Kilday,,1900-03-29,TX,D,Yes,1953-01-03,52.8
83,house,P000536,James,Percy,Priest,,1900-04-01,TN,D,Yes,1953-01-03,52.8
83,house,K000032,Carroll,Dudley,Kearns,,1900-05-07,PA,R,Yes,1953-01-03,52.7
83,house,K000036,Kenneth,Barnard,Keating,,1900-05-18,NY,R,Yes,1953-01-03,52.6
83,house,P000098,Otto,Ernest,Passman,,1900-06-27,LA,D,Yes,1953-01-03,52.5
83,house,R000389,Byron,Giles,Rogers,,1900-08-01,CO,D,Yes,1953-01-03,52.4
83,house,H000081,Charles,Abraham,Halleck,,1900-08-22,IN,R,Yes,1953-01-03,52.4
83,house,S000436,Richard,Murray,Simpson,,1900-08-30,PA,R,Yes,1953-01-03,52.3
83,house,O000015,Leo,William,O'Brien,,1900-09-21,NY,D,Yes,1953-01-03,52.3
83,house,M000065,George,Herman,Mahon,,1900-09-22,TX,D,Yes,1953-01-03,52.3
83,house,D000338,Martin,,Dies,Jr.,1900-11-05,TX,D,No,1953-01-03,52.2
83,house,S000174,Hugh,Doggett,Scott,Jr.,1900-11-11,PA,R,Yes,1953-01-03,52.1
83,house,M001074,Abraham,Jacob,Multer,,1900-12-24,NY,D,Yes,1953-01-03,52.0
83,house,B000676,Frank,Townsend,Bow,,1901-02-20,OH,R,Yes,1953-01-03,51.9
83,house,C000182,Joseph,Leonard,Carrigg,,1901-02-23,PA,R,Yes,1953-01-03,51.9
83,house,J000246,Paul,Caruthers,Jones,,1901-03-12,MO,D,Yes,1953-01-03,51.8
83,house,W000604,Joseph,Franklin,Wilson,,1901-03-18,TX,D,Yes,1953-01-03,51.8
83,house,D000211,James,Joseph,Delaney,,1901-03-19,NY,D,Yes,1953-01-03,51.8
83,house,M000354,Samuel,Kerns,McConnell,Jr.,1901-04-06,PA,R,Yes,1953-01-03,51.7
83,house,B000762,Ernest,King,Bramblett,,1901-04-25,CA,R,Yes,1953-01-03,51.7
83,house,T000298,Thor,Carl,Tollefson,,1901-05-02,WA,R,Yes,1953-01-03,51.7
83,house,J000158,Lester,Roland,Johnson,,1901-06-16,WI,D,No,1953-01-03,51.6
83,house,D000419,Harold,Daniel,Donohue,,1901-06-18,MA,D,Yes,1953-01-03,51.5
83,house,H000310,Ralph,,Harvey,,1901-08-09,IN,R,Yes,1953-01-03,51.4
83,house,H000437,Felix,Edward,Hébert,,1901-10-12,LA,D,Yes,1953-01-03,51.2
83,house,H000014,Harold,Christian,Hagen,,1901-11-10,MN,R,Yes,1953-01-03,51.1
83,house,M000393,William,Moore,McCulloch,,1901-11-24,OH,R,Yes,1953-01-03,51.1
83,house,T000070,Dean,Park,Taylor,,1902-01-01,NY,R,Yes,1953-01-03,51.0
83,house,B000062,Howard,Henry,Baker,,1902-01-12,TN,R,Yes,1953-01-03,51.0
83,house,F000085,Antonio,Manuel,Fernández,,1902-01-17,NM,D,Yes,1953-01-03,51.0
83,house,H000740,Otis,Halbert,Holmes,,1902-02-22,WA,R,Yes,1953-01-03,50.9
83,house,R000018,Albert,McKinley,Rains,,1902-03-11,AL,D,Yes,1953-01-03,50.8
83,house,K000150,Charles,Joseph,Kersten,,1902-05-26,WI,R,Yes,1953-01-03,50.6
83,house,H000154,Thomas,Millet,Hand,,1902-07-07,NJ,R,Yes,1953-01-03,50.5
83,house,W000212,John,Clarence,Watts,,1902-07-09,KY,D,Yes,1953-01-03,50.5
83,house,B001009,Vera,Daerr,Buchanan,,1902-07-20,PA,D,Yes,1953-01-03,50.5
83,house,F000012,George,Hyde,Fallon,,1902-07-24,MD,D,Yes,1953-01-03,50.4
83,house,S001057,Leonor,Kretzer,Sullivan,,1902-08-21,MO,D,No,1953-01-03,50.4
83,house,P000196,Thomas,Minor,Pelly,,1902-08-22,WA,R,No,1953-01-03,50.4
83,house,B000416,Ellis,Yarnal,Berry,,1902-10-06,SD,R,Yes,1953-01-03,50.2
83,house,G000071,Edward,Alexander,Garmatz,,1903-02-07,MD,D,Yes,1953-01-03,49.9
83,house,D000278,James,Patrick Sinnott,Devereux,,1903-02-20,MD,R,Yes,1953-01-03,49.9
83,house,F000422,James,Grove,Fulton,,1903-03-01,PA,R,Yes,1953-01-03,49.8
83,house,C000743,Samuel,Harrison,Coon,,1903-04-15,OR,R,No,1953-01-03,49.7
83,house,A000016,Thomas,Gerstle,Abernethy,,1903-05-16,MS,D,Yes,1953-01-03,49.6
83,house,H000197,Porter,,Hardy,Jr.,1903-06-01,VA,D,Yes,1953-01-03,49.6
83,house,B000778,William,Gilmer,Bray,,1903-06-17,IN,R,Yes,1953-01-03,49.5
83,house,O000004,Charles,Gibb,Oakman,,1903-09-04,MI,R,No,1953-01-03,49.3
83,house,F000126,Sidney,Asher,Fine,,1903-09-14,NY,D,Yes,1953-01-03,49.3
83,house,D000155,William,Adams,Dawson,,1903-11-05,UT,R,No,1953-01-03,49.2
83,house,G000098,Ezekiel,Candler,Gathings,,1903-11-10,AR,D,Yes,1953-01-03,49.1
83,house,D000402,Isidore,,Dollinger,,1903-11-13,NY,D,Yes,1953-01-03,49.1
83,house,F000152,Ovie,Clark,Fisher,,1903-11-22,TX,D,Yes,1953-01-03,49.1
83,house,R000424,John,James,Rooney,,1903-11-29,NY,D,Yes,1953-01-03,49.1
83,house,H000713,Chester,Earl,Holifield,,1903-12-03,CA,D,Yes,1953-01-03,49.1
83,house,H000249,Oren,,Harris,,1903-12-20,AR,D,Yes,1953-01-03,49.0
83,house,W000641,William,Arthur,Winstead,,1904-01-06,MS,D,Yes,1953-01-03,49.0
83,house,B000377,John,Bonifas,Bennett,,1904-01-10,MI,R,Yes,1953-01-03,49.0
83,house,S000219,Robert,Thompson,Secrest,,1904-01-22,OH,D,Yes,1953-01-03,49.0
83,house,L000468,Harold,Orrin,Lovre,,1904-01-30,SD,R,Yes,1953-01-03,48.9
83,house,A000223,Robert,Thomas,Ashmore,,1904-02-22,SC,D,No,1953-01-03,48.9
83,house,S000829,Thomas,Jefferson,Steed,,1904-03-02,OK,D,Yes,1953-01-03,48.8
83,house,C000220,Clifford,Philip,Case,,1904-04-16,NJ,R,Yes,1953-01-03,48.7
83,house,C000617,William,Sterling,Cole,,1904-04-18,NY,R,Yes,1953-01-03,48.7
83,house,B000201,Edward,Lewis,Bartlett,,1904-04-20,AK,D,Yes,1953-01-03,48.7
83,house,H000858,Charles,Robert,Howell,,1904-04-23,NJ,D,Yes,1953-01-03,48.7
83,house,J000064,Jacob,Koppel,Javits,,1904-05-18,NY,R,Yes,1953-01-03,48.6
83,house,B000426,Jackson,Edward,Betts,,1904-05-26,OH,R,Yes,1953-01-03,48.6
83,house,O000058,Alvin,Edward,O'Konski,,1904-05-26,WI,R,Yes,1953-01-03,48.6
83,house,H000264,Burr,Powell,Harrison,,1904-07-02,VA,D,Yes,1953-01-03,48.5
83,house,K000261,Arthur,George,Klein,,1904-08-08,NY,D,Yes,1953-01-03,48.4
83,house,P000352,John,Raymond,Pillion,,1904-08-10,NY,R,No,1953-01-03,48.4
83,house,H000875,Roman,Lee,Hruska,,1904-08-16,NE,R,No,1953-01-03,48.4
83,house,R000359,John,Marshall,Robsion,Jr.,1904-08-28,KY,R,No,1953-01-03,48.4
83,house,M001045,Morgan,Moore,Moulder,,1904-08-31,MO,D,Yes,1953-01-03,48.3
83,house,W000559,Edwin,Edward,Willis,,1904-10-02,LA,D,Yes,1953-01-03,48.3
83,house,J000206,Charles,Raper,Jonas,,1904-12-09,NC,R,No,1953-01-03,48.1
83,house,W000310,Alfred,John,Westland,,1904-12-14,WA,R,No,1953-01-03,48.1
83,house,B000618,Edward,John,Bonin,,1904-12-23,PA,R,No,1953-01-03,48.0
83,house,P000522,Charles,Melvin,Price,,1905-01-01,IL,D,Yes,1953-01-03,48.0
83,house,H000460,Louis,Benjamin,Heller,,1905-02-10,NY,D,Yes,1953-01-03,47.9
83,house,F000060,Michael,Aloysius,Feighan,,1905-02-16,OH,D,Yes,1953-01-03,47.9
83,house,V000051,William,Kaiser,Van Pelt,,1905-03-10,WI,R,Yes,1953-01-03,47.8
83,house,C001006,Carl,Thomas,Curtis,,1905-03-15,NE,R,Yes,1953-01-03,47.8
83,house,C000772,Robert,James,Corbett,,1905-08-25,PA,R,Yes,1953-01-03,47.4
83,house,S000327,John,Francis,Shelley,,1905-09-03,CA,D,Yes,1953-01-03,47.3
83,house,R000280,Lucius,Mendel,Rivers,,1905-09-28,SC,D,Yes,1953-01-03,47.3
83,house,W000439,Victor,Eugene,Wickersham,,1906-02-09,OK,D,Yes,1953-01-03,46.9
83,house,P000287,Gracie,Bowers,Pfost,,1906-03-12,ID,D,No,1953-01-03,46.8
83,house,M000152,Fred,,Marshall,,1906-03-13,MN,D,Yes,1953-01-03,46.8
83,house,W000445,William,Beck,Widnall,,1906-03-17,NJ,R,Yes,1953-01-03,46.8
83,house,B001111,Omar,Truman,Burleson,,1906-03-19,TX,D,Yes,1953-01-03,46.8
83,house,W000572,Earl,,Wilson,,1906-04-18,IN,R,Yes,1953-01-03,46.7
83,house,S000406,Robert,Lee Fulton,Sikes,,1906-06-03,FL,D,Yes,1953-01-03,46.6
83,house,B001212,James,Aloysius,Byrne,,1906-06-22,PA,D,No,1953-01-03,46.5
83,house,K000070,Edna,Flannery,Kelly,,1906-08-20,NY,D,Yes,1953-01-03,46.4
83,house,P000552,Winston,Lewis,Prouty,,1906-09-01,VT,R,Yes,1953-01-03,46.3
83,house,M000958,Thomas,Ellsworth,Morgan,,1906-10-13,PA,D,Yes,1953-01-03,46.2
83,house,M000664,Chester,Earl,Merrow,,1906-11-15,NH,R,Yes,1953-01-03,46.1
83,house,A000206,George,William,Andrews,,1906-12-12,AL,D,Yes,1953-01-03,46.1
83,house,S000120,Gordon,Harry,Scherer,,1906-12-26,OH,R,No,1953-01-03,46.0
83,house,D000390,Thomas,Joseph,Dodd,,1907-05-15,CT,D,No,1953-01-03,45.6
83,house,N000031,Charles,Pembroke,Nelson,,1907-07-02,ME,R,Yes,1953-01-03,45.5
83,house,S000778,Harley,Orrin,Staggers,,1907-08-03,WV,D,Yes,1953-01-03,45.4
83,house,K000130,Eugene,James,Keogh,,1907-08-30,NY,D,Yes,1953-01-03,45.3
83,house,L000054,Phillip,Mitchell,Landrum,,1907-09-10,GA,D,No,1953-01-03,45.3
83,house,M000620,George,,Meader,,1907-09-13,MI,R,Yes,1953-01-03,45.3
83,house,C000342,Frank,Leslie,Chelf,,1907-09-22,KY,D,Yes,1953-01-03,45.3
83,house,M000253,Donald,Ray,Matthews,,1907-10-03,FL,D,No,1953-01-03,45.3
83,house,P000107,Harold,Ambrose,Patten,,1907-10-06,AZ,D,Yes,1953-01-03,45.2
83,house,C000386,Earl,,Chudoff,,1907-11-15,PA,D,Yes,1953-01-03,45.1
83,house,A000024,Edwin,Ross,Adair,,1907-12-14,IN,R,Yes,1953-01-03,45.1
83,house,O000120,Frank,Charles,Osmers,Jr.,1907-12-30,NJ,R,Yes,1953-01-03,45.0
83,house,M000935,Albert,Paul,Morano,,1908-01-18,CT,R,Yes,1953-01-03,45.0
83,house,L000496,Wingate,Hezekiah,Lucas,,1908-05-01,TX,D,Yes,1953-01-03,44.7
83,house,M000478,Clifford,Guy,McIntire,,1908-05-04,ME,R,Yes,1953-01-03,44.7
83,house,A000073,Carl,Bert,Albert,,1908-05-10,OK,D,Yes,1953-01-03,44.7
83,house,S000224,Horace,,Seely-Brown,Jr.,1908-05-12,CT,R,Yes,1953-01-03,44.6
83,house,A000002,Watkins,Moorman,Abbitt,,1908-05-21,VA,D,Yes,1953-01-03,44.6
83,house,S000009,Antoni,Nicholas,Sadlak,,1908-06-13,CT,R,Yes,1953-01-03,44.6
83,house,P000516,Prince,Hulon,Preston,Jr.,1908-07-05,GA,D,Yes,1953-01-03,44.5
83,house,R000404,Walter,Edward,Rogers,,1908-07-19,TX,D,Yes,1953-01-03,44.5
83,house,S000102,John,Phillips,Saylor,,1908-07-23,PA,R,Yes,1953-01-03,44.4
83,house,N000133,Albin,Walter,Norblad,Jr.,1908-09-12,OR,R,Yes,1953-01-03,44.3
83,house,P000119,James,Thomas,Patterson,,1908-10-20,CT,R,Yes,1953-01-03,44.2
83,house,B000646,Albert,Henry,Bosch,,1908-10-30,NY,R,No,1953-01-03,44.2
83,house,P000477,Adam,Clayton,Powell,Jr.,1908-11-29,NY,D,Yes,1953-01-03,44.1
83,house,M000995,James,Hobson,Morrison,,1908-12-08,LA,D,Yes,1953-01-03,44.1
83,house,L000108,Henry,Jepson,Latham,,1908-12-10,NY,R,Yes,1953-01-03,44.1
83,house,T000237,William,Homer,Thornberry,,1909-01-09,TX,D,Yes,1953-01-03,44.0
83,house,H000530,Albert,Sydney,Herlong,Jr.,1909-02-14,FL,D,Yes,1953-01-03,43.9
83,house,S000315,Timothy,Patrick,Sheehan,,1909-02-21,IL,R,Yes,1953-01-03,43.9
83,house,H001021,DeWitt,Stephen,Hyde,,1909-03-21,MD,R,No,1953-01-03,43.8
83,house,S000756,William,Lee,Springer,,1909-04-12,IL,R,Yes,1953-01-03,43.7
83,house,M000778,Wilbur,Daigh,Mills,,1909-05-24,AR,D,Yes,1953-01-03,43.6
83,house,R000374,Peter,Wallace,Rodino,Jr.,1909-06-07,NJ,D,Yes,1953-01-03,43.6
83,house,Y000013,Sidney,Richard,Yates,,1909-08-27,IL,D,Yes,1953-01-03,43.4
83,house,N000009,William,Huston,Natcher,,1909-09-11,KY,D,No,1953-01-03,43.3
83,house,M000845,Robert,Homer,Mollohan,,1909-09-18,WV,D,No,1953-01-03,43.3
83,house,Y000024,Samuel,William,Yorty,,1909-10-01,CA,D,Yes,1953-01-03,43.3
83,house,J000008,Donald,Lester,Jackson,,1910-01-23,CA,R,Yes,1953-01-03,42.9
83,house,G000421,William,Joseph,Green,Jr.,1910-03-05,PA,D,Yes,1953-01-03,42.8
83,house,V000082,Harold,Himmel,Velde,,1910-04-01,IL,R,Yes,1953-01-03,42.8
83,house,T000110,Olin,Earl,Teague,,1910-04-06,TX,D,Yes,1953-01-03,42.7
83,house,W000428,Jamie,Lloyd,Whitten,,1910-04-18,MS,D,Yes,1953-01-03,42.7
83,house,L000525,John,Emmett,Lyle,Jr.,1910-09-04,TX,D,Yes,1953-01-03,42.3
83,house,E000273,Joseph,Landon,Evins,,1910-10-24,TN,D,Yes,1953-01-03,42.2
83,house,B001035,Hamer,Harold,Budge,,1910-11-21,ID,R,Yes,1953-01-03,42.1
83,house,B000371,Charles,Edward,Bennett,,1910-12-02,FL,D,Yes,1953-01-03,42.1
83,house,M000671,Lee,Warren,Metcalf,,1911-01-28,MT,D,No,1953-01-03,41.9
83,house,M000052,Donald,Hammer,Magnuson,,1911-03-07,WA,D,No,1953-01-03,41.8
83,house,D000433,Francis,Edwin,Dorn,,1911-04-18,NY,R,No,1953-01-03,41.7
83,house,H000408,Wayne,Levere,Hays,,1911-05-13,OH,D,Yes,1953-01-03,41.6
83,house,C001014,Thomas,Bradford,Curtis,,1911-05-14,MO,R,Yes,1953-01-03,41.6
83,house,A000094,Hugh,Quincy,Alexander,,1911-08-07,NC,D,No,1953-01-03,41.4
83,house,B000550,John,Anton,Blatnik,,1911-08-17,MN,D,Yes,1953-01-03,41.4
83,house,S000405,Alfred,Dennis,Sieminski,,1911-08-23,NJ,D,Yes,1953-01-03,41.4
83,house,E000181,Clair,,Engle,,1911-09-21,CA,D,Yes,1953-01-03,41.3
83,house,R000008,Edmund,Patrick,Radwan,,1911-09-22,NY,R,Yes,1953-01-03,41.3
83,house,B000600,Edward,Patrick,Boland,,1911-10-01,MA,D,No,1953-01-03,41.3
83,house,D000467,John,Vernard,Dowdy,,1912-02-11,TX,D,Yes,1953-01-03,40.9
83,house,B000242,Laurie,Calvin,Battle,,1912-05-10,AL,D,Yes,1953-01-03,40.7
83,house,J000248,Robert,Emmett,Jones,Jr.,1912-06-12,AL,D,Yes,1953-01-03,40.6
83,house,P000230,Carl,Dewey,Perkins,,1912-10-15,KY,D,Yes,1953-01-03,40.2
83,house,R000314,Kenneth,Allison,Roberts,,1912-11-01,AL,D,Yes,1953-01-03,40.2
83,house,C000674,Robert,Likens,Condon,,1912-11-10,CA,D,No,1953-01-03,40.1
83,house,Z000001,Clement,John,Zablocki,,1912-11-18,WI,D,Yes,1953-01-03,40.1
83,house,M000656,D.,Bailey,Merrill,,1912-11-22,IN,R,No,1953-01-03,40.1
83,house,O000098,Thomas,Phillip,O'Neill,Jr.,1912-12-09,MA,D,No,1953-01-03,40.1
83,house,K000013,Frank,Melvin,Karsten,,1913-01-07,MO,D,Yes,1953-01-03,40.0
83,house,I000007,Frank,Neville,Ikard,,1913-01-30,TX,D,Yes,1953-01-03,39.9
83,house,F000233,John,Edward,Fogarty,,1913-03-23,RI,D,Yes,1953-01-03,39.8
83,house,F000319,Lawrence,H.,Fountain,,1913-04-23,NC,D,No,1953-01-03,39.7
83,house,H000753,Lester,,Holtzman,,1913-06-01,NY,D,No,1953-01-03,39.6
83,house,B001216,John,William,Byrnes,,1913-06-12,WI,R,Yes,1953-01-03,39.6
83,house,F000260,Gerald,Rudolph,Ford,Jr.,1913-07-14,MI,R,Yes,1953-01-03,39.5
83,house,L000089,William,Courtland,Lantaff,,1913-07-31,FL,D,Yes,1953-01-03,39.4
83,house,F000137,Paul,Albert,Fino,,1913-12-15,NY,R,No,1953-01-03,39.1
83,house,E000120,Carl,Atwood,Elliott,,1913-12-20,AL,D,Yes,1953-01-03,39.0
83,house,J000263,Woodrow,Wilson,Jones,,1914-01-26,NC,D,Yes,1953-01-03,38.9
83,house,A000054,Hugh,Joseph,Addonizio,,1914-01-31,NJ,D,Yes,1953-01-03,38.9
83,house,B000964,Charles,Bruce,Brownson,,1914-02-05,IN,R,Yes,1953-01-03,38.9
83,house,B000594,Thomas,Hale,Boggs,Sr.,1914-02-15,LA,D,Yes,1953-01-03,38.9
83,house,M000762,William,Edward,Miller,,1914-03-22,NY,R,Yes,1953-01-03,38.8
83,house,R000425,Franklin,Delano,Roosevelt,Jr.,1914-08-17,NY,D,Yes,1953-01-03,38.4
83,house,H000013,Harlan,Francis,Hagen,,1914-10-08,CA,D,No,1953-01-03,38.2
83,house,D000102,Glenn,Robert,Davis,,1914-10-28,WI,R,Yes,1953-01-03,38.2
83,house,F000229,John,James,Flynt,Jr.,1914-11-08,GA,D,No,1953-01-03,38.2
83,house,L000252,John,,Lesinski,Jr.,1914-12-28,MI,D,Yes,1953-01-03,38.0
83,house,M001035,John,Emerson,Moss,,1915-04-13,CA,D,No,1953-01-03,37.7
83,house,H000802,Craig,,Hosmer,,1915-05-06,CA,R,No,1953-01-03,37.7
83,house,W000342,William,McDonald,Wheeler,,1915-07-11,GA,D,Yes,1953-01-03,37.5
83,house,J000057,John,,Jarman,,1915-07-17,OK,D,Yes,1953-01-03,37.5
83,house,L000344,Glenard,Paul,Lipscomb,,1915-08-19,CA,R,No,1953-01-03,37.4
83,house,S001087,James,Patrick,Sutton,,1915-10-31,TN,D,Yes,1953-01-03,37.2
83,house,F000371,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916-01-17,NJ,R,No,1953-01-03,37.0
83,house,G000512,Charles,Samuel,Gubser,,1916-02-01,CA,R,No,1953-01-03,36.9
83,house,A000229,William,Hanes,Ayres,,1916-02-05,OH,R,Yes,1953-01-03,36.9
83,house,M000311,Eugene,Joseph,McCarthy,,1916-03-29,MN,D,Yes,1953-01-03,36.8
83,house,T000218,Theo,Ashton,Thompson,,1916-03-31,LA,D,No,1953-01-03,36.8
83,house,W000610,Robert,Carlton,Wilson,,1916-04-05,CA,R,No,1953-01-03,36.7
83,house,D000434,William,Jennings Bryan,Dorn,,1916-04-14,SC,D,Yes,1953-01-03,36.7
83,house,B000605,Richard,Walker,Bolling,,1916-05-17,MO,D,Yes,1953-01-03,36.6
83,house,H000979,Allan,Oakley,Hunter,,1916-06-15,CA,R,Yes,1953-01-03,36.6
83,house,R000188,John,Jacob,Rhodes,,1916-09-18,AZ,R,No,1953-01-03,36.3
