page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
167996,Heidi Sladkin (Earth-616),\/Heidi_Sladkin_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Female Characters,Homosexual Characters,Living Characters,15,Sep-95,1995
1814,Hemingway (Earth-616),\/Hemingway_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,15,Jul-95,1995
2375,Sack (Earth-616),\/Sack_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,15,Aug-95,1995
131191,Simon Trask (Earth-616),\/Simon_Trask_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,15,Nov-95,1995
2358,Gloria Mu\u00f1oz (Earth-616),\/Gloria_Mu%C3%B1oz_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,15,Feb-96,1996
268609,Deuce (Earth-616),\/Deuce_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,15,Feb-97,1997
28243,Shantal Wilsk (Earth-616),\/Shantal_Wilsk_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,15,Oct-97,1997
76880,Strider (Earth-616),\/Strider_(Earth-616),,Good Characters,Black Eyes,White Hair,Male Characters,,Living Characters,15,Aug-97,1997
43871,Ursula (Earth-616),\/Ursula_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,15,Oct-97,1997
16494,Aiko Miyazaki (Earth-616),\/Aiko_Miyazaki_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Sep-98,1998
17210,Jonathan Tremont (Earth-616),\/Jonathan_Tremont_(Earth-616),,,Blue Eyes,Grey Hair,Male Characters,,Living Characters,15,Feb-99,1999
629192,Angela Lipscombe (Earth-616),\/Angela_Lipscombe_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Mar-00,2000
18707,Molly von Richthofen (Earth-616),\/Molly_von_Richthofen_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Homosexual Characters,Living Characters,15,Jul-00,2000
553676,Nina Smith (Earth-616),\/Nina_Smith_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,15,Oct-04,2004
43408,Sarah Stacy (Earth-616),\/Sarah_Stacy_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Aug-04,2004
18147,Tatiana Caban (Earth-616),\/Tatiana_Caban_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,15,Jul-04,2004
554007,Ted Mankowski (Earth-616),\/Ted_Mankowski_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,15,Oct-04,2004
10168,Ethan Edwards (Earth-616),\/Ethan_Edwards_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,15,Jun-05,2005
25842,Captain (Nextwave) (Earth-616),\/Captain_(Nextwave)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,15,Mar-06,2006
209175,Consultant (Earth-616),\/Consultant_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,15,Apr-06,2006
32383,Miriam Sharpe (Earth-616),\/Miriam_Sharpe_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,15,Jul-06,2006
98057,Rob (Earth-616),\/Rob_(Earth-616),,Neutral Characters,,Brown Hair,Male Characters,Homosexual Characters,Living Characters,15,Aug-06,2006
90748,Bev Sykes (Earth-616),\/Bev_Sykes_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,15,Aug-07,2007
485407,Jack Kooning (Earth-616),\/Jack_Kooning_(Earth-616),Public Identity,,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,15,Apr-07,2007
68506,Magdalena Marie (Earth-616),\/Magdalena_Marie_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,15,Sep-07,2007
51529,Michael van Patrick (Earth-616),\/Michael_van_Patrick_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,15,May-07,2007
45502,Orson Randall (Earth-616),\/Orson_Randall_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Deceased Characters,15,Jan-07,2007
161266,Pagon (Earth-616),\/Pagon_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,15,Jun-07,2007
66859,Ra-Venn (Earth-616),\/Ra-Venn_(Earth-616),Public Identity,,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,15,Sep-07,2007
250714,Caretaker (Sara) (Earth-616),\/Caretaker_(Sara)_(Earth-616),,,Blue Eyes,Red Hair,Female Characters,,Living Characters,15,Oct-08,2008
246599,Sadie Sinclair (Earth-616),\/Sadie_Sinclair_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,15,Feb-08,2008
498077,Vengeance (Kowalski) (Earth-616),\/Vengeance_(Kowalski)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,15,May-08,2008
261322,Betty Swanson (Earth-616),\/Betty_Swanson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Sep-09,2009
250722,Christopher Colchiss (Earth-616),\/Christopher_Colchiss_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,15,Jul-09,2009
250457,Lisa Molinari (Earth-616),\/Lisa_Molinari_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,15,Jul-09,2009
239812,Shir Ydrn Talonis (Earth-616),\/Shir_Ydrn_Talonis_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,15,Apr-09,2009
250446,Sylvie Lushton (Earth-616),\/Sylvie_Lushton_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,15,Jul-09,2009
300685,Lady Stilt-Man (Earth-616),\/Lady_Stilt-Man_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,15,Jan-10,2010
473717,Onomi Whitemane (Earth-616),\/Onomi_Whitemane_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Female Characters,,Living Characters,15,May-10,2010
482120,Wilhelmina Kensington (Earth-616),\/Wilhelmina_Kensington_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Sep-11,2011
510087,Annabelle Adams (Earth-616),\/Annabelle_Adams_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,15,Mar-12,2012
532008,Donald Meland (Earth-616),\/Donald_Meland_(Earth-616),No Dual Identity,Good Characters,Hazel Eyes,Reddish Blond Hair,Male Characters,Homosexual Characters,Living Characters,15,Mar-12,2012
554565,Katherine Kiernan (Earth-616),\/Katherine_Kiernan_(Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,15,Oct-12,2012
632939,Eva Alexander (Earth-616),\/Eva_Alexander_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,15,Apr-13,2013
576822,Randall Jessup (Earth-616),\/Randall_Jessup_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,15,Mar-13,2013
694425,John Renwick (Earth-616),\/John_Renwick_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,15,,
640754,Proxima Midnight (Earth-616),\/Proxima_Midnight_(Earth-616),No Dual Identity,Bad Characters,White Eyes,Blue Hair,Female Characters,,Living Characters,15,,
306564,Joseph Goebbels (Earth-616),\/Joseph_Goebbels_(Earth-616),,,,Black Hair,Male Characters,,Deceased Characters,14,Jun-42,1942
644673,Wyatt Earp (Earth-616),\/Wyatt_Earp_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,14,Mar-55,1955
43862,Gorgilla (Earth-616),\/Gorgilla_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,14,Oct-60,1960
8926,Nikita Khrushchev (Earth-616),\/Nikita_Khrushchev_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,14,Sep-62,1962
45180,Jonathan Juniper (Earth-616),\/Jonathan_Juniper_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,14,May-63,1963
27759,Kurt Marko (Earth-616),\/Kurt_Marko_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,14,Jul-65,1965
518947,Sam (NYPD) (Earth-616),\/Sam_(NYPD)_(Earth-616),,,,,Male Characters,,Living Characters,14,Aug-65,1965
14857,Jack Winters (Earth-616),\/Jack_Winters_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,14,Dec-67,1967
2027,Rance Preston (Earth-616),\/Rance_Preston_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,14,Nov-67,1967
1549,Zom (Earth-616),\/Zom_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,,Living Characters,14,May-67,1967
12833,Ikthon (Earth-616),\/Ikthon_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,14,Nov-68,1968
16490,Lawrence Trask (Earth-616),\/Lawrence_Trask_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,14,Jun-69,1969
243063,Mordecai Boggs (Earth-616),\/Mordecai_Boggs_(Earth-616),No Dual Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,14,Nov-69,1969
239784,Cephalus (Earth-616),\/Cephalus_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,14,Aug-70,1970
64922,Daniel Radford (Earth-616),\/Daniel_Radford_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,14,Jan-70,1970
4117,Doomsday Man (Earth-616),\/Doomsday_Man_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,14,Feb-70,1970
72769,Meredith McCall (Earth-616),\/Meredith_McCall_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,14,Aug-70,1970
15255,Psyklop (Earth-616),\/Psyklop_(Earth-616),Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,14,May-71,1971
244379,Thoth-Amon (Earth-616),\/Thoth-Amon_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,14,Jul-71,1971
425463,Albert Rackham (Earth-616),\/Albert_Rackham_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,14,Jun-72,1972
12817,Andrew Kale (Earth-616),\/Andrew_Kale_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,14,Dec-72,1972
7602,Chi Lo (Earth-616),\/Chi_Lo_(Earth-616),,,,Black Hair,Female Characters,,Living Characters,14,Sep-72,1972
201919,David Carter (Earth-616),\/David_Carter_(Earth-616),,,,,Male Characters,,Living Characters,14,Apr-72,1972
201920,Ellie Roberts (Earth-616),\/Ellie_Roberts_(Earth-616),,,,,Female Characters,,Living Characters,14,Apr-72,1972
18781,Joanne Tumolo (Earth-616),\/Joanne_Tumolo_(Earth-616),Secret Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,14,Nov-72,1972
2147,Mercurio (Earth-616),\/Mercurio_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,14,Oct-72,1972
2211,Necrodamus (Earth-616),\/Necrodamus_(Earth-616),,,Black Eyes,Bald,Male Characters,,Living Characters,14,Aug-72,1972
33017,Harlan Krueger (Earth-616),\/Harlan_Krueger_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,14,Nov-73,1973
4139,Imus Champion (Earth-616),\/Imus_Champion_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,14,Mar-73,1973
32797,Kristine Saunders (Earth-616),\/Kristine_Saunders_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,14,Sep-73,1973
16159,Marie Laveau (Earth-616),\/Marie_Laveau_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,14,Sep-73,1973
440114,Sam Silvercloud (Earth-616),\/Sam_Silvercloud_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,14,Feb-73,1973
439475,Hydron (Elementals) (Earth-616),\/Hydron_(Elementals)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,14,Aug-74,1974
18236,Magnum (Elementals) (Earth-616),\/Magnum_(Elementals)_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,14,Jun-74,1974
111227,Arnold Astrovik (Earth-616),\/Arnold_Astrovik_(Earth-616),No Dual Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,14,Jul-75,1975
41687,James Petrie (Earth-616),\/James_Petrie_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,14,Mar-75,1975
15219,Christopher Thorn (Earth-616),\/Christopher_Thorn_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,14,Dec-76,1976
24802,Michael Burley (Earth-616),\/Michael_Burley_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,14,Sep-76,1976
439824,Paul Same (Earth-616),\/Paul_Same_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,14,Jul-76,1976
3964,Andreas Zorba (Earth-616),\/Andreas_Zorba_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,14,Jul-77,1977
657852,Blaze Kendall (Earth-616),\/Blaze_Kendall_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,14,Sep-77,1977
1480,Bram Velsing (Earth-616),\/Bram_Velsing_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14,Aug-77,1977
690641,Daniel Jones (Torpedo) (Earth-616),\/Daniel_Jones_(Torpedo)_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,14,Dec-77,1977
15859,Eugene Stivak (Earth-616),\/Eugene_Stivak_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,14,Sep-77,1977
11948,Magique (Earth-616),\/Magique_(Earth-616),Secret Identity,Neutral Characters,Purple Eyes,White Hair,Female Characters,,Deceased Characters,14,Oct-77,1977
2722,Nicholas Scratch (Earth-616),\/Nicholas_Scratch_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,14,Aug-77,1977
657839,Ted Locke (Earth-616),\/Ted_Locke_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,14,Sep-77,1977
542380,Tracy Burke (Earth-616),\/Tracy_Burke_(Earth-616),Public Identity,Neutral Characters,Hazel Eyes,Grey Hair,Female Characters,,Living Characters,14,Aug-77,1977
18612,Winda Wester (Earth-616),\/Winda_Wester_(Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,14,Apr-77,1977
1347,Harris Moore (Earth-616),\/Harris_Moore_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,14,Sep-78,1978
176609,Holly Gillis (Earth-616),\/Holly_Gillis_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,14,May-78,1978
195265,Miles Warren (Clone) (Earth-616),\/Miles_Warren_(Clone)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,14,Dec-78,1978
1175,Achille DiBacco (Earth-616),\/Achille_DiBacco_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,14,Mar-79,1979
562204,Frederick Sloan (Earth-616),\/Frederick_Sloan_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14,Jan-79,1979
51085,Niamh Chinn Oir (Earth-616),\/Niamh_Chinn_Oir_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14,Jul-79,1979
106337,Fahnbullah Eddy (Earth-616),\/Fahnbullah_Eddy_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,14,Mar-80,1980
94446,Theresa Pryde (Earth-616),\/Theresa_Pryde_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,14,Jan-80,1980
1047,Gabriel Lan (Earth-616),\/Gabriel_Lan_(Earth-616),Secret Identity,,Black Eyes,Black Hair,Male Characters,,Deceased Characters,14,Apr-81,1981
10457,Kenneth Crichton (Earth-616),\/Kenneth_Crichton_(Earth-616),Secret Identity,,Yellow Eyes,Brown Hair,Male Characters,,Deceased Characters,14,Jan-81,1981
15199,Landra (Earth-616),\/Landra_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,14,Jan-81,1981
50077,Nedda (Earth-616),\/Nedda_(Earth-616),Public Identity,,,White Hair,Female Characters,,Living Characters,14,Jan-81,1981
43744,Roger Hochberg (Earth-616),\/Roger_Hochberg_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,14,Dec-81,1981
570307,Sarah Rogers (Earth-616),\/Sarah_Rogers_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,14,Mar-81,1981
7313,Scarlet Fasinera (Earth-616),\/Scarlet_Fasinera_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,14,Dec-81,1981
130711,Kenneth Barnett (Earth-616),\/Kenneth_Barnett_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,14,Mar-82,1982
66550,Oliver Osnick (Earth-616),\/Oliver_Osnick_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,14,Nov-82,1982
9144,Alec Thorne (Earth-616),\/Alec_Thorne_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,14,Aug-83,1983
24191,Donald Menken (Earth-616),\/Donald_Menken_(Earth-616),No Dual Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,14,Apr-83,1983
482723,Wraarl (Earth-616),\/Wraarl_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,14,Jul-83,1983
2405,Vidar Odinson (Earth-616),\/Vidar_Odinson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,14,Dec-84,1984
4208,Fern (Earth-616),\/Fern_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,14,Jul-85,1985
4563,Lump (Warpies) (Earth-616),\/Lump_(Warpies)_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,14,Jul-85,1985
310472,Michael (RCX agent) (Earth-616),\/Michael_(RCX_agent)_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,14,Feb-85,1985
495347,Solitaire (Microverse) (Earth-616),\/Solitaire_(Microverse)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,14,Feb-85,1985
1963,Hector Lennox (Earth-616),\/Hector_Lennox_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,14,Nov-86,1986
167504,Max (Fortisquian) (Earth-616),\/Max_(Fortisquian)_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,14,Feb-87,1987
74111,Evan Swann (Earth-616),\/Evan_Swann_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,14,Dec-88,1988
16474,Gosamyr (Earth-616),\/Gosamyr_(Earth-616),Secret Identity,,Black Eyes,Blond Hair,Female Characters,,Living Characters,14,Aug-88,1988
171969,Michael Janes (Earth-616),\/Michael_Janes_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,14,Sep-88,1988
92126,Gilbert Vaughn (Earth-616),\/Gilbert_Vaughn_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,14,Oct-89,1989
16212,Kwan Zhao (Earth-616),\/Kwan_Zhao_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,14,Nov-89,1989
260735,Number Nine (Earth-616),\/Number_Nine_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14,Oct-89,1989
44826,Prince Baran (Earth-616),\/Prince_Baran_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,14,Apr-89,1989
27210,Ed Marrero (Earth-616),\/Ed_Marrero_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,14,Feb-90,1990
5682,John Kelly (Earth-616),\/John_Kelly_(Earth-616),Secret Identity,Good Characters,Red Eyes,Blond Hair,Male Characters,,Deceased Characters,14,Nov-90,1990
21393,Kearson DeWitt (Earth-616),\/Kearson_DeWitt_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,14,Jul-90,1990
27571,Nobilus (Earth-616),\/Nobilus_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,14,Sep-90,1990
1143,Barrage (Earth-616),\/Barrage_(Earth-616),,Bad Characters,,Purple Hair,Male Characters,,Deceased Characters,14,Apr-91,1991
2500,Tusk (Earth-616),\/Tusk_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,14,Apr-91,1991
119338,Che (Earth-616),\/Che_(Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,,Living Characters,14,Oct-92,1992
2258,Eileen Harsaw (Earth-616),\/Eileen_Harsaw_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14,Jan-92,1992
346693,James Lucas (Earth-616),\/James_Lucas_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,14,Jun-92,1992
524304,Lorna Kleinfeldt (Earth-616),\/Lorna_Kleinfeldt_(Earth-616),Public Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,14,Jun-92,1992
11130,Lucia Callasantos (Earth-616),\/Lucia_Callasantos_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Red Hair,Female Characters,,Living Characters,14,Jan-92,1992
23124,Nakota (Earth-616),\/Nakota_(Earth-616),,Bad Characters,Green Eyes,Black Hair,,,Living Characters,14,Aug-92,1992
683337,Taylor Blackwell (Earth-616),\/Taylor_Blackwell_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,14,Dec-92,1992
512834,Agony (Symbiote) (Earth-616),\/Agony_(Symbiote)_(Earth-616),,Neutral Characters,White Eyes,Bald,Agender Characters,,Living Characters,14,May-93,1993
512836,Lasher (Symbiote) (Earth-616),\/Lasher_(Symbiote)_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Agender Characters,,Living Characters,14,May-93,1993
103890,Lynx (Earth-616),\/Lynx_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,14,Mar-93,1993
512831,Phage (Symbiote) (Earth-616),\/Phage_(Symbiote)_(Earth-616),,Neutral Characters,White Eyes,Bald,Agender Characters,,Living Characters,14,May-93,1993
512832,Riot (Symbiote) (Earth-616),\/Riot_(Symbiote)_(Earth-616),,Neutral Characters,White Eyes,Bald,Agender Characters,,Living Characters,14,May-93,1993
36940,Sister Nil (Earth-616),\/Sister_Nil_(Earth-616),,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,14,Dec-93,1993
2505,Tyrant (Earth-616),\/Tyrant_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,14,Jun-93,1993
8162,Cody Fleischer (Earth-616),\/Cody_Fleischer_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,14,Jun-94,1994
116838,Philip Sheldon (Earth-616),\/Philip_Sheldon_(Earth-616),,Good Characters,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,14,Jan-94,1994
62879,Elizabeth Tyne (Earth-616),\/Elizabeth_Tyne_(Earth-616),,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,14,Aug-95,1995
5939,Rafael Carago (Earth-616),\/Rafael_Carago_(Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Living Characters,14,Aug-95,1995
2404,Vessel (Earth-616),\/Vessel_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,14,Aug-95,1995
243203,Bob Stirrat (Earth-616),\/Bob_Stirrat_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,14,Jan-97,1997
682471,Steele Fitzpatrick (Earth-616),\/Steele_Fitzpatrick_(Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,14,Jan-97,1997
39598,Amanda Fairmont (Earth-616),\/Amanda_Fairmont_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,14,Jul-98,1998
1675,Gaia (Earth-616),\/Gaia_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Pink Hair,Female Characters,,Living Characters,14,Apr-98,1998
16463,Leiko Tanaka (Earth-616),\/Leiko_Tanaka_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,14,Sep-98,1998
410154,Ness (Earth-616),\/Ness_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,White Hair,Male Characters,,Living Characters,14,Jun-98,1998
16496,Alda Huxley (Earth-616),\/Alda_Huxley_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,14,Mar-99,1999
1646,Gloria Dayne (Earth-616),\/Gloria_Dayne_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14,Feb-99,1999
4477,Manuel Vicente (Earth-616),\/Manuel_Vicente_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,14,Jul-99,1999
6039,Gordon Thomas (Earth-616),\/Gordon_Thomas_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,14,Nov-00,2000
44252,Normie (Earth-616),\/Normie_(Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,14,Sep-00,2000
33855,Ellie Phimister (Earth-616),\/Ellie_Phimister_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,14,Aug-01,2001
19667,William Lamont (Earth-616),\/William_Lamont_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,14,Jul-02,2002
