page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
60528,Maude Stone (New Earth),\/wiki\/Maude_Stone_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,19,"1984, August",1984
113078,Shakedown (New Earth),\/wiki\/Shakedown_(New_Earth),Secret Identity,Bad Characters,Green Eyes,,Male Characters,,Deceased Characters,19,"1984, April",1984
60529,Tucker Stone (New Earth),\/wiki\/Tucker_Stone_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,19,"1984, August",1984
141717,Joan Lincoln (New Earth),\/wiki\/Joan_Lincoln_(New_Earth),,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,19,"1983, July",1983
70481,Duarmzshee-Paan (New Earth),\/wiki\/Duarmzshee-Paan_(New_Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Female Characters,,Deceased Characters,19,"1981, June",1981
18301,Gaea (New Earth),\/wiki\/Gaea_(New_Earth),Public Identity,Neutral Characters,,,Female Characters,,Living Characters,19,"1981, September",1981
117923,Galius Zed (New Earth),\/wiki\/Galius_Zed_(New_Earth),Secret Identity,Good Characters,Black Eyes,,Male Characters,,Deceased Characters,19,"1981, June",1981
70403,Carl Draper (New Earth),\/wiki\/Carl_Draper_(New_Earth),,,,,Male Characters,,Living Characters,19,"1979, January",1979
93896,Jonathan Drew (New Earth),\/wiki\/Jonathan_Drew_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,19,"1976, February",1976
20451,Val Kaliban (New Earth),\/wiki\/Val_Kaliban_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,19,"1973, April",1973
4471,Tala (New Earth),\/wiki\/Tala_(New_Earth),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,19,"1969, December",1969
10221,Dawn Allen (New Earth),\/wiki\/Dawn_Allen_(New_Earth),,,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,19,"1968, October",1968
10093,Brute (New Earth),\/wiki\/Brute_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,19,"1967, April",1967
10094,Juggler (New Earth),\/wiki\/Juggler_(New_Earth),,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,19,"1967, April",1967
10101,Snake-Oil (New Earth),\/wiki\/Snake-Oil_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,19,"1967, April",1967
10095,Swinger (New Earth),\/wiki\/Swinger_(New_Earth),,Good Characters,Blue Eyes,,Male Characters,,Living Characters,19,"1967, April",1967
40193,Fisherman (New Earth),\/wiki\/Fisherman_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,19,"1965, June",1965
19916,Roger Denning (New Earth),\/wiki\/Roger_Denning_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,19,"1965, September",1965
84533,Axel Storm (New Earth),\/wiki\/Axel_Storm_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,19,"1964, December",1964
4906,Garguax (New Earth),\/wiki\/Garguax_(New_Earth),,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,19,"1964, November",1964
3611,Ira West (New Earth),\/wiki\/Ira_West_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,19,"1963, February",1963
7101,Jackie Johnson (New Earth),\/wiki\/Jackie_Johnson_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,19,"1961, December",1961
47690,Herupa Hando Hu (New Earth),\/wiki\/Herupa_Hando_Hu_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,19,"1960, August",1960
5442,Marie Leeds (New Earth),\/wiki\/Marie_Leeds_(New_Earth),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,19,"1951, November",1951
2483,Rose Canton (New Earth),\/wiki\/Rose_Canton_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Female Characters,,Deceased Characters,19,"1947, November",1947
5441,Jonathan Cheval (New Earth),\/wiki\/Jonathan_Cheval_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,19,"1945, April",1945
8116,Leslie Humphries (New Earth),\/wiki\/Leslie_Humphries_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Deceased Characters,19,"1939, July",1939
64303,Hadley Jaggar (New Earth),\/wiki\/Hadley_Jaggar_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,19,,
13097,Nergal (New Earth),\/wiki\/Nergal_(New_Earth),,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,19,,
332256,Bruce Wayne Clone (New Earth),\/wiki\/Bruce_Wayne_Clone_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,18,"2009, January",2009
142039,Tallulah Black (New Earth),\/wiki\/Tallulah_Black_(New_Earth),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,18,"2007, April",2007
11749,Leslie Willis (New Earth),\/wiki\/Leslie_Willis_(New_Earth),Public Identity,Good Characters,,Blue Hair,Female Characters,,Living Characters,18,"2006, March",2006
345147,Peter Garibaldi (New Earth),\/wiki\/Peter_Garibaldi_(New_Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,18,"2003, October",2003
14343,Alexander Montez (New Earth),\/wiki\/Alexander_Montez_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,18,"2001, September",2001
170230,Trevor Barnes (New Earth),\/wiki\/Trevor_Barnes_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,18,"2001, July",2001
24915,Brainiac 13 (New Earth),\/wiki\/Brainiac_13_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,18,"2000, February",2000
65241,Plunder (New Earth),\/wiki\/Plunder_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,18,"2000, October",2000
121674,Thomas Burke (New Earth),\/wiki\/Thomas_Burke_(New_Earth),,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,18,"2000, September",2000
121522,Vincent Del Arrazio (New Earth),\/wiki\/Vincent_Del_Arrazio_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,18,"2000, August",2000
133179,Eye (New Earth),\/wiki\/Eye_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,18,"1998, August",1998
102758,Anne Fletcher (New Earth),\/wiki\/Anne_Fletcher_(New_Earth),,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,18,"1997, June",1997
132261,Scott Tucker (New Earth),\/wiki\/Scott_Tucker_(New_Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,18,"1997, June",1997
300313,Jake Ketchum (New Earth),\/wiki\/Jake_Ketchum_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,18,"1996, December",1996
100176,Dudley H. Dudley (New Earth),\/wiki\/Dudley_H._Dudley_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,18,"1995, March",1995
125240,Meridian Mychaels (New Earth),\/wiki\/Meridian_Mychaels_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,18,"1994, October",1994
341534,Annie Bonelli (New Earth),\/wiki\/Annie_Bonelli_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,18,"1993, May",1993
291168,Munchukk (New Earth),\/wiki\/Munchukk_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,18,"1993, August",1993
20902,Amanita (New Earth),\/wiki\/Amanita_(New_Earth),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,18,"1992, January",1992
37418,Amy Beitermann (New Earth),\/wiki\/Amy_Beitermann_(New_Earth),Public Identity,,Black Eyes,Black Hair,Female Characters,,Deceased Characters,18,"1992, December",1992
294687,John Flint (New Earth),\/wiki\/John_Flint_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,18,"1992, October",1992
62750,Shondra Kinsolving (New Earth),\/wiki\/Shondra_Kinsolving_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,18,"1992, November",1992
154302,Golem (New Earth),\/wiki\/Golem_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,18,"1991, November",1991
238124,Mary Frazier (New Earth),\/wiki\/Mary_Frazier_(New_Earth),Public Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,18,"1991, November",1991
56566,Magdalene Kyle (New Earth),\/wiki\/Magdalene_Kyle_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,18,"1989, February",1989
119890,J. Daniel Murphy (New Earth),\/wiki\/J._Daniel_Murphy_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,18,"1988, February",1988
156272,Driq (New Earth),\/wiki\/Driq_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,18,"1987, October",1987
259267,Jerry White (New Earth),\/wiki\/Jerry_White_(New_Earth),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,18,"1987, May",1987
119875,Susan King (New Earth),\/wiki\/Susan_King_(New_Earth),,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,18,"1987, September",1987
111466,Thomas Emery (New Earth),\/wiki\/Thomas_Emery_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,18,"1987, July",1987
14237,Margaret Pye (New Earth),\/wiki\/Margaret_Pye_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,18,"1986, November",1986
18188,Coeus (New Earth),\/wiki\/Coeus_(New_Earth),Public Identity,Neutral Characters,,Blue Hair,,,Living Characters,18,"1985, August",1985
134664,Michael Dugan (New Earth),\/wiki\/Michael_Dugan_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,18,"1985, February",1985
68550,Leah Wasserman (New Earth),\/wiki\/Leah_Wasserman_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,18,"1984, November",1984
154763,Norman Brawler (New Earth),\/wiki\/Norman_Brawler_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,18,"1984, March",1984
17704,Overmaster (New Earth),\/wiki\/Overmaster_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,18,"1984, December",1984
67877,Gan Williams (New Earth),\/wiki\/Gan_Williams_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,18,"1983, June",1983
44555,Jake Simmons (New Earth),\/wiki\/Jake_Simmons_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,18,"1983, May",1983
67875,Tavis Williams (New Earth),\/wiki\/Tavis_Williams_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,18,"1983, June",1983
63415,Daniel Cormac (New Earth),\/wiki\/Daniel_Cormac_(New_Earth),Secret Identity,Good Characters,,Red Hair,Male Characters,,Deceased Characters,18,"1982, June",1982
14327,Garn Daanuth (New Earth),\/wiki\/Garn_Daanuth_(New_Earth),Public Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,18,"1982, July",1982
183049,Jack of Spades III (New Earth),\/wiki\/Jack_of_Spades_III_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,18,"1982, June",1982
53282,Malet Dasim (New Earth),\/wiki\/Malet_Dasim_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,18,"1980, July",1980
144106,Kari Limbo (New Earth),\/wiki\/Kari_Limbo_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,18,"1979, June",1979
2857,Crystal Frost (New Earth),\/wiki\/Crystal_Frost_(New_Earth),Public Identity,,Blue Eyes,Blue Hair,Female Characters,,Deceased Characters,18,"1978, June",1978
13393,Katherine Manser (New Earth),\/wiki\/Katherine_Manser_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,18,"1978, October",1978
6504,Iris Jacobs (New Earth),\/wiki\/Iris_Jacobs_(New_Earth),Public Identity,,,Red Hair,Female Characters,,Living Characters,18,"1976, April",1976
130076,Cranius (New Earth),\/wiki\/Cranius_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,18,"1973, January",1973
17089,Gregori Arcane (New Earth),\/wiki\/Gregori_Arcane_(New_Earth),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,18,"1973, January",1973
61653,Master Jansen (New Earth),\/wiki\/Master_Jansen_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,18,"1972, November",1972
1722,Starbreaker (New Earth),\/wiki\/Starbreaker_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,18,"1972, February",1972
197171,Ted Brown (New Earth),\/wiki\/Ted_Brown_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,18,"1972, October",1972
47254,Mordred of the Kindly Ones (New Earth),\/wiki\/Mordred_of_the_Kindly_Ones_(New_Earth),,Neutral Characters,,White Hair,Female Characters,,Living Characters,18,"1969, March",1969
256329,Cleveland Brand (New Earth),\/wiki\/Cleveland_Brand_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,18,"1968, April",1968
3553,Irwin Hall (New Earth),\/wiki\/Irwin_Hall_(New_Earth),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,18,"1968, June",1968
8007,Edward Dawson (New Earth),\/wiki\/Edward_Dawson_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,18,"1967, July",1967
10105,Light Fingers (New Earth),\/wiki\/Light_Fingers_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Living Characters,18,"1967, April",1967
70370,Urania Blackwell (New Earth),\/wiki\/Urania_Blackwell_(New_Earth),Secret Identity,Good Characters,Black Eyes,Green Hair,Female Characters,,Deceased Characters,18,"1967, February",1967
48074,Nameless (New Earth),\/wiki\/Nameless_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Female Characters,,Deceased Characters,18,"1965, May",1965
8055,Slim Kilkenny Stryker (New Earth),\/wiki\/Slim_Kilkenny_Stryker_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,18,"1961, May",1961
119888,Karin Grace (New Earth),\/wiki\/Karin_Grace_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,18,"1959, September",1959
37008,Thomas Curry (New Earth),\/wiki\/Thomas_Curry_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,18,"1959, May",1959
19046,Gudra (New Earth),\/wiki\/Gudra_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,18,"1946, October",1946
1873,Turtle (New Earth),\/wiki\/Turtle_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,18,"1945, December",1945
73987,Wanda Wilson (New Earth),\/wiki\/Wanda_Wilson_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,18,"1942, January",1942
17886,Julie Madison (New Earth),\/wiki\/Julie_Madison_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,18,"1939, September",1939
35358,Lancelot (New Earth),\/wiki\/Lancelot_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,18,"1936, February",1936
161801,Butcher (New Earth),\/wiki\/Butcher_(New_Earth),Secret Identity,Bad Characters,,,,,Deceased Characters,17,"2010, May",2010
167871,Carla Moretti (New Earth),\/wiki\/Carla_Moretti_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,17,"2010, July",2010
160442,Entity (New Earth),\/wiki\/Entity_(New_Earth),Secret Identity,Good Characters,,,,,Deceased Characters,17,"2010, April",2010
198909,Eric Moran (Prime Earth),\/wiki\/Eric_Moran_(Prime_Earth),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,17,"2010, July",2010
165918,Achilles Warkiller (New Earth),\/wiki\/Achilles_Warkiller_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,17,"2009, May",2009
149073,Frank Verrano (New Earth),\/wiki\/Frank_Verrano_(New_Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,17,"2009, October",2009
132795,Low (New Earth),\/wiki\/Low_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,17,"2007, August",2007
123679,Marvin Kuttler (New Earth),\/wiki\/Marvin_Kuttler_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,17,"2006, May",2006
289033,Nadia (New Earth),\/wiki\/Nadia_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,17,"2006, December",2006
12777,Shaolin Robot (New Earth),\/wiki\/Shaolin_Robot_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,17,"2006, June",2006
257591,Tilt Shimura (New Earth),\/wiki\/Tilt_Shimura_(New_Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,17,"2004, April",2004
5648,Onomatopoeia (New Earth),\/wiki\/Onomatopoeia_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,17,"2002, March",2002
99513,Alexander Nero (New Earth),\/wiki\/Alexander_Nero_(New_Earth),Public Identity,Bad Characters,Black Eyes,Red Hair,Male Characters,,Deceased Characters,17,"2001, January",2001
18701,Veronica Sinclair (New Earth),\/wiki\/Veronica_Sinclair_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,17,"2001, September",2001
15739,Aubrey Sparks (New Earth),\/wiki\/Aubrey_Sparks_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,17,"2000, September",2000
121552,Dagmar Procjnow (New Earth),\/wiki\/Dagmar_Procjnow_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,17,"2000, August",2000
70692,Doctor Poison II (New Earth),\/wiki\/Doctor_Poison_II_(New_Earth),,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,17,"1999, December",1999
2840,Johnny Sorrow (New Earth),\/wiki\/Johnny_Sorrow_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,17,"1999, December",1999
1939,Walker Gabriel (New Earth),\/wiki\/Walker_Gabriel_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,17,"1998, March",1998
214517,Alan Wayne (New Earth),\/wiki\/Alan_Wayne_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,17,"1997, October",1997
132258,Benjamin Newton (New Earth),\/wiki\/Benjamin_Newton_(New_Earth),,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,17,"1997, June",1997
132256,Frostbite (New Earth),\/wiki\/Frostbite_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blue Hair,Male Characters,Bisexual Characters,Living Characters,17,"1997, June",1997
132257,Jeremy Horton (New Earth),\/wiki\/Jeremy_Horton_(New_Earth),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,17,"1997, June",1997
343552,Magala (New Earth),\/wiki\/Magala_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,17,"1997, August",1997
15198,Frederick von Frankenstein (New Earth),\/wiki\/Frederick_von_Frankenstein_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,17,"1996, October",1996
96287,Ross Richman (New Earth),\/wiki\/Ross_Richman_(New_Earth),Secret Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,17,"1996, August",1996
139491,Radu Stancu (New Earth),\/wiki\/Radu_Stancu_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,17,"1994, December",1994
249498,Jean Hawkins (Dakotaverse),\/wiki\/Jean_Hawkins_(Dakotaverse),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,17,"1993, June",1993
81830,Mace Gardner (New Earth),\/wiki\/Mace_Gardner_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,17,"1993, September",1993
62338,Vari Dzerchenko (New Earth),\/wiki\/Vari_Dzerchenko_(New_Earth),,,,Brown Hair,Male Characters,,Living Characters,17,"1993, December",1993
137474,Mitchell Anderson (New Earth),\/wiki\/Mitchell_Anderson_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,17,"1992, December",1992
5511,Delirium (New Earth),\/wiki\/Delirium_(New_Earth),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,17,"1990, November",1990
84956,Gorgon (New Earth),\/wiki\/Gorgon_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,17,"1990, June",1990
230572,Marianne (New Earth),\/wiki\/Marianne_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17,"1990, September",1990
43284,Martin Jordan (New Earth),\/wiki\/Martin_Jordan_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,17,"1989, December",1989
209418,Petey the Demon (New Earth),\/wiki\/Petey_the_Demon_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,17,"1988, December",1988
70332,Albrecht von Mannheim (New Earth),\/wiki\/Albrecht_von_Mannheim_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,17,"1987, January",1987
45188,Catalyst (New Earth),\/wiki\/Catalyst_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,17,"1987, July",1987
119874,Louis Godder (New Earth),\/wiki\/Louis_Godder_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,17,"1987, September",1987
48476,Randall Adam (New Earth),\/wiki\/Randall_Adam_(New_Earth),,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,17,"1987, March",1987
115784,Conrad Carapax (New Earth),\/wiki\/Conrad_Carapax_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,17,"1986, June",1986
81124,David Winston (New Earth),\/wiki\/David_Winston_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,17,"1985, November",1985
15963,Oceanus (New Earth),\/wiki\/Oceanus_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,17,"1985, April",1985
18206,Tethys (New Earth),\/wiki\/Tethys_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,17,"1985, August",1985
213031,Trouble (New Earth),\/wiki\/Trouble_(New_Earth),Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,,Living Characters,17,"1985, July",1985
7579,Dale Gunn (New Earth),\/wiki\/Dale_Gunn_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,17,"1984, October",1984
11841,James Lockhart (New Earth),\/wiki\/James_Lockhart_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,17,"1984, March",1984
270868,Jock Verner (New Earth),\/wiki\/Jock_Verner_(New_Earth),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,17,"1984, July",1984
136420,Vanessa van Helsing (New Earth),\/wiki\/Vanessa_van_Helsing_(New_Earth),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,17,"1982, July",1982
125386,Eddore (New Earth),\/wiki\/Eddore_(New_Earth),Secret Identity,Good Characters,Red Eyes,,Male Characters,,Deceased Characters,17,"1981, May",1981
18193,Hyperion (New Earth),\/wiki\/Hyperion_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,17,"1981, September",1981
129612,Mikola Rostov (New Earth),\/wiki\/Mikola_Rostov_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,17,"1981, July",1981
18197,Mnemosyne (New Earth),\/wiki\/Mnemosyne_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17,"1981, September",1981
117947,Penelops (New Earth),\/wiki\/Penelops_(New_Earth),Secret Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,17,"1981, July",1981
356371,Tisiphone (New Earth),\/wiki\/Tisiphone_(New_Earth),,Bad Characters,,,Female Characters,,Living Characters,17,"1981, October",1981
20905,Arkkis Chummuck (New Earth),\/wiki\/Arkkis_Chummuck_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,17,"1980, July",1980
196509,Mei Ling (New Earth),\/wiki\/Mei_Ling_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,17,"1979, April",1979
114935,Jason Burr (New Earth),\/wiki\/Jason_Burr_(New_Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,17,"1976, March",1976
2403,Justin Ballantine (New Earth),\/wiki\/Justin_Ballantine_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,17,"1974, June",1974
2784,Fastbak (New Earth),\/wiki\/Fastbak_(New_Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,17,"1971, November",1971
16427,Eris (New Earth),\/wiki\/Eris_(New_Earth),Public Identity,Bad Characters,,,Female Characters,,Living Characters,17,"1969, August",1969
50870,Azmodus (New Earth),\/wiki\/Azmodus_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,17,"1966, February",1966
173420,Klarn Arg (New Earth),\/wiki\/Klarn_Arg_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,17,"1965, June",1965
165831,Christine Madison (New Earth),\/wiki\/Christine_Madison_(New_Earth),,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,17,"1960, August",1960
15030,Matthew Savage (New Earth),\/wiki\/Matthew_Savage_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,17,"1959, October",1959
64355,Michael Miller (New Earth),\/wiki\/Michael_Miller_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,17,"1959, December",1959
139906,Meredith Creamer (New Earth),\/wiki\/Meredith_Creamer_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,17,"1948, June",1948
166039,Chay-Ara (New Earth),\/wiki\/Chay-Ara_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,17,"1940, January",1940
153190,Fadir Nasser (New Earth),\/wiki\/Fadir_Nasser_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,16,"2009, July",2009
