pollno,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
5380867,2000_Gov-G_IN,2000,IN,Gov-G,Gov-G,SurveyUSA,325,11/1/2000,500,Democrat,50,Republican,44,,6,11/7/2000,56.6,41.7,14.9,8.9,-8.9,1,,
5380868,2000_Gov-G_NC,2000,NC,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2000,1163,Democrat,45,Republican,43,,2,11/7/2000,52,46.3,5.7,3.7,-3.7,1,,
5380869,2000_Gov-G_NH,2000,NH,Gov-G,Gov-G,American Research Group,9,11/1/2000,600,Democrat,43,Republican,44,7,-1,11/7/2000,48.7,43.8,4.9,5.9,-5.9,0,,
5380870,2000_House-G_CA-49,2000,CA-49,House-G,House-G,SurveyUSA,325,11/1/2000,500,Democrat,47,Republican,45,,2,11/7/2000,49.63,46.18,3.45,1.45,-1.45,1,,
5380871,2000_House-G_FL-8,2000,FL-8,House-G,House-G,SurveyUSA,325,11/1/2000,500,Democrat,43,Republican,55,,-12,11/7/2000,49.19,50.79,-1.6,10.4,-10.4,1,,
5380872,2000_House-G_TX-25,2000,TX-25,House-G,House-G,SurveyUSA,325,11/1/2000,500,Democrat,59,Republican,39,,20,11/7/2000,60.11,38.53,21.58,1.58,-1.58,1,,
5380873,2000_House-G_US,2000,US,House-G,House-G,Georgetown University (Battleground),114,11/1/2000,1000,Democrat,41,Republican,42,,-1,11/7/2000,46.99,47.33,-.34,.66,-.66,1,,
5380874,2000_House-G_US,2000,US,House-G,House-G,Polling Company/Global Strategy Group (Hotline Bullseye),255,11/1/2000,1000,Democrat,39,Republican,42,,-3,11/7/2000,46.99,47.33,-.34,2.66,-2.66,1,aka The Polling Company / GSG,
5380875,2000_House-G_US,2000,US,House-G,House-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2000,3750,Democrat,41.2,Republican,41,,.2,11/7/2000,46.99,47.33,-.34,.54,.54,0,,
5380876,2000_Pres-G_AL,2000,AL,Pres-G,Pres-G,University of South Alabama,361,11/1/2000,442,Democrat,28,Republican,48,,-20,11/7/2000,41.59,56.47,-14.88,5.12,-5.12,1,,
5380877,2000_Pres-G_FL,2000,FL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2000,577,Democrat,45,Republican,47,,-2,11/7/2000,48.84,48.85,-.01,1.99,-1.99,1,,
5380878,2000_Pres-G_IA,2000,IA,Pres-G,Pres-G,Research 2000,281,11/1/2000,603,Democrat,44,Republican,43,,1,11/7/2000,48.54,48.22,.32,.68,.68,1,,
5380879,2000_Pres-G_IA,2000,IA,Pres-G,Pres-G,Selzer & Co.,304,11/1/2000,805,Democrat,44,Republican,42,,2,11/7/2000,48.54,48.22,.32,1.68,1.68,1,,
5380880,2000_Pres-G_IL,2000,IL,Pres-G,Pres-G,Research 2000,281,11/1/2000,602,Democrat,48,Republican,42,4,6,11/7/2000,54.6,42.58,12.02,6.02,-6.02,1,,
5380881,2000_Pres-G_IN,2000,IN,Pres-G,Pres-G,SurveyUSA,325,11/1/2000,500,Democrat,32,Republican,60,,-28,11/7/2000,41.01,56.65,-15.64,12.36,-12.36,1,,
5380882,2000_Pres-G_KY,2000,KY,Pres-G,Pres-G,SurveyUSA,325,11/1/2000,500,Democrat,40,Republican,58,,-18,11/7/2000,41.37,56.5,-15.13,2.87,-2.87,1,,
5380883,2000_Pres-G_MI,2000,MI,Pres-G,Pres-G,Mitchell Research & Communications,213,11/1/2000,800,Democrat,46,Republican,41,3,5,11/7/2000,51.28,46.14,5.14,.14,-.14,1,,
5380884,2000_Pres-G_MI,2000,MI,Pres-G,Pres-G,Research 2000,281,11/1/2000,602,Democrat,46,Republican,41,4,5,11/7/2000,51.28,46.14,5.14,.14,-.14,1,,
5380885,2000_Pres-G_MN,2000,MN,Pres-G,Pres-G,Star Tribune,315,11/1/2000,700,Democrat,47,Republican,37,8,10,11/7/2000,47.91,45.5,2.41,7.59,7.59,1,,
5380886,2000_Pres-G_MO,2000,MO,Pres-G,Pres-G,Research 2000,281,11/1/2000,600,Democrat,45,Republican,45,4,0,11/7/2000,47.08,50.42,-3.34,3.34,3.34,.5,,
5380887,2000_Pres-G_NC,2000,NC,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2000,1163,Democrat,40,Republican,50,,-10,11/7/2000,43.2,56.03,-12.83,2.83,2.83,1,,
5380888,2000_Pres-G_NH,2000,NH,Pres-G,Pres-G,American Research Group,9,11/1/2000,600,Democrat,40,Republican,45,5,-5,11/7/2000,46.8,48.07,-1.27,3.73,-3.73,1,,
5380889,2000_Pres-G_NM,2000,NM,Pres-G,Pres-G,Research & Polling Inc.,280,11/1/2000,408,Democrat,41,Republican,44,5,-3,11/7/2000,47.91,47.85,.06,3.06,-3.06,0,,
5380890,2000_Pres-G_NY,2000,NY,Pres-G,Pres-G,Blum & Weprin Associates,32,11/1/2000,851,Democrat,55,Republican,31,3,24,11/7/2000,60.21,35.23,24.98,.98,-.98,1,,
5380891,2000_Pres-G_OH,2000,OH,Pres-G,Pres-G,SurveyUSA,325,11/1/2000,500,Democrat,43,Republican,50,,-7,11/7/2000,46.46,49.97,-3.51,3.49,-3.49,1,,
5380892,2000_Pres-G_PA,2000,PA,Pres-G,Pres-G,Decision Forecasting,77,11/1/2000,1032,Democrat,47,Republican,43,4,4,11/7/2000,50.6,46.43,4.17,.17,-.17,1,,
5380893,2000_Pres-G_PA,2000,PA,Pres-G,Pres-G,SurveyUSA,325,11/1/2000,800,Democrat,48.01,Republican,48,,.01,11/7/2000,50.6,46.43,4.17,4.16,-4.16,1,,
5380894,2000_Pres-G_US,2000,US,Pres-G,Pres-G,ABC News/Washington Post,3,11/1/2000,1280,Democrat,45,Republican,48,3,-3,11/7/2000,48.38,47.87,.51,3.51,-3.51,0,,
5380895,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Georgetown University (Battleground),114,11/1/2000,1000,Democrat,37,Republican,46,5,-9,11/7/2000,48.38,47.87,.51,9.51,-9.51,0,,
5380896,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Polling Company/Global Strategy Group (Hotline Bullseye),255,11/1/2000,1000,Democrat,40,Republican,47,4,-7,11/7/2000,48.38,47.87,.51,7.51,-7.51,0,,
5380897,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Princeton Survey Research Associates International,258,11/1/2000,808,Democrat,43,Republican,45,5,-2,11/7/2000,48.38,47.87,.51,2.51,-2.51,0,,
5380898,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2000,3750,Democrat,43,Republican,46,,-3,11/7/2000,48.38,47.87,.51,3.51,-3.51,0,,
5380899,2000_Pres-G_WI,2000,WI,Pres-G,Pres-G,Research 2000,281,11/1/2000,619,Democrat,46,Republican,40,4,6,11/7/2000,47.83,47.61,.22,5.78,5.78,1,,
5380900,2000_Sen-G_FL,2000,FL,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2000,577,Democrat,42,Republican,45,,-3,11/7/2000,51.04,46.19,4.850000000000001,7.850000000000001,-7.850000000000001,0,,
5380901,2000_Sen-G_MI,2000,MI,Sen-G,Sen-G,Mitchell Research & Communications,213,11/1/2000,800,Democrat,38,Republican,41,,-3,11/7/2000,49.47,47.86,1.61,4.61,-4.61,0,,
5380902,2000_Sen-G_MI,2000,MI,Sen-G,Sen-G,Research 2000,281,11/1/2000,602,Democrat,44,Republican,39,,5,11/7/2000,49.47,47.86,1.61,3.39,3.39,1,,
5380903,2000_Sen-G_MN,2000,MN,Sen-G,Sen-G,Star Tribune,315,11/1/2000,700,Democrat,46,Republican,37,5,9,11/7/2000,48.83,43.29,5.54,3.46,3.46,1,,
5380904,2000_Sen-G_MN,2000,MN,Sen-G,Sen-G,Tarrance Group,333,11/1/2000,450,Democrat,44,Republican,43,6,1,11/7/2000,48.83,43.29,5.54,4.54,-4.54,1,,R
5380905,2000_Sen-G_MO,2000,MO,Sen-G,Sen-G,Research 2000,281,11/1/2000,600,Democrat,47,Republican,42,4,5,11/7/2000,50.47,48.39,2.08,2.92,2.92,1,,
5380906,2000_Sen-G_NJ,2000,NJ,Sen-G,Sen-G,Tarrance Group,333,11/1/2000,500,Democrat,40,Republican,44,,-4,11/7/2000,50.11,47.1,3.01,7.01,-7.01,0,,R
5380907,2000_Sen-G_NY,2000,NY,Sen-G,Sen-G,Blum & Weprin Associates,32,11/1/2000,851,Democrat,47,Republican,40,,7,11/7/2000,55.27,43.01,12.26,5.26,-5.26,1,,
5380908,2000_Sen-G_OH,2000,OH,Sen-G,Sen-G,SurveyUSA,325,11/1/2000,500,Democrat,37,Republican,56,,-19,11/7/2000,35.87,59.9,-24.03,5.03,5.03,1,,
5380909,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Decision Forecasting,77,11/1/2000,1032,Democrat,34,Republican,55,,-21,11/7/2000,45.51,52.42,-6.91,14.09,-14.09,1,,
5380910,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,SurveyUSA,325,11/1/2000,800,Democrat,41,Republican,57,,-16,11/7/2000,45.51,52.42,-6.91,9.09,-9.09,1,,
5380911,2000_Sen-G_TX,2000,TX,Sen-G,Sen-G,Scripps Howard,303,11/1/2000,844,Democrat,23,Republican,55,,-32,11/7/2000,32.35,65.04000000000001,-32.69,.6900000000000001,.6900000000000001,1,,
5380912,2000_Gov-G_MO,2000,MO,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,41,Republican,45,3,-4,11/7/2000,49.1,48.2,.9,4.9,-4.9,0,"previously listed as Zogby Analytics, telephone",
5380913,2000_Gov-G_WV,2000,WV,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,11/2/2000,1066,Democrat,48,Republican,43,,5,11/7/2000,50.1,47.2,2.9,2.1,2.1,1,,
5380914,2000_House-G_US,2000,US,House-G,House-G,Fox News/Opinion Dynamics Corp.,104,11/2/2000,1000,Democrat,45,Republican,42,,3,11/7/2000,46.99,47.33,-.34,3.34,3.34,0,,
5380915,2000_Pres-G_AR,2000,AR,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,11/2/2000,1549,Democrat,45,Republican,47,,-2,11/7/2000,45.86,51.31,-5.45,3.45,3.45,1,,
5380916,2000_Pres-G_CA,2000,CA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,44,Republican,42,6,2,11/7/2000,53.45,41.65,11.8,9.800000000000001,-9.800000000000001,1,"previously listed as Zogby Analytics, telephone",
5380917,2000_Pres-G_CO,2000,CO,Pres-G,Pres-G,Ciruli Associates,51,11/2/2000,400,Democrat,38,Republican,47,5,-9,11/7/2000,42.39,50.75,-8.359999999999999,.64,-.64,1,,
5380918,2000_Pres-G_FL,2000,FL,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,47,Republican,42,6,5,11/7/2000,48.84,48.85,-.01,5.01,5.01,0,"previously listed as Zogby Analytics, telephone",
5380919,2000_Pres-G_IA,2000,IA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,11/2/2000,1000,Democrat,42,Republican,46,,-4,11/7/2000,48.54,48.22,.32,4.32,-4.32,0,,
5380920,2000_Pres-G_IL,2000,IL,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,48,Republican,39,4,9,11/7/2000,54.6,42.58,12.02,3.02,-3.02,1,"previously listed as Zogby Analytics, telephone",
5380921,2000_Pres-G_MI,2000,MI,Pres-G,Pres-G,EPIC-MRA,84,11/2/2000,500,Democrat,45,Republican,44,,1,11/7/2000,51.28,46.14,5.14,4.14,-4.14,1,,
5380922,2000_Pres-G_MI,2000,MI,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,49,Republican,40,3,9,11/7/2000,51.28,46.14,5.14,3.86,3.86,1,"previously listed as Zogby Analytics, telephone",
5380923,2000_Pres-G_MO,2000,MO,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,44,Republican,48,3,-4,11/7/2000,47.08,50.42,-3.34,.66,-.66,1,"previously listed as Zogby Analytics, telephone",
5380924,2000_Pres-G_NM,2000,NM,Pres-G,Pres-G,Mason-Dixon Polling & Research Inc.,197,11/2/2000,425,Democrat,45,Republican,45,4,0,11/7/2000,47.91,47.85,.06,.06,-.06,.5,,
5380925,2000_Pres-G_NY,2000,NY,Pres-G,Pres-G,Blum & Weprin Associates,32,11/2/2000,851,Democrat,53,Republican,33,5,20,11/7/2000,60.21,35.23,24.98,4.98,-4.98,1,,
5380926,2000_Pres-G_NY,2000,NY,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,700,Democrat,52,Republican,38,6,14,11/7/2000,60.21,35.23,24.98,10.98,-10.98,1,"previously listed as Zogby Analytics, telephone",
5380927,2000_Pres-G_OH,2000,OH,Pres-G,Pres-G,Mason-Dixon Polling & Research Inc.,197,11/2/2000,625,Democrat,40,Republican,46,5,-6,11/7/2000,46.46,49.97,-3.51,2.49,-2.49,1,,
5380928,2000_Pres-G_OH,2000,OH,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,42,Republican,49,3,-7,11/7/2000,46.46,49.97,-3.51,3.49,-3.49,1,"previously listed as Zogby Analytics, telephone",
5380929,2000_Pres-G_PA,2000,PA,Pres-G,Pres-G,Mason-Dixon Polling & Research Inc.,197,11/2/2000,625,Democrat,48,Republican,45,,3,11/7/2000,50.6,46.43,4.17,1.17,-1.17,1,,
5380930,2000_Pres-G_PA,2000,PA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,11/2/2000,644,Democrat,42,Republican,47,,-5,11/7/2000,50.6,46.43,4.17,9.17,-9.17,0,,
5380931,2000_Pres-G_PA,2000,PA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,43,Republican,42,8,1,11/7/2000,50.6,46.43,4.17,3.17,-3.17,1,"previously listed as Zogby Analytics, telephone",
5380932,2000_Pres-G_TN,2000,TN,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,500,Democrat,45,Republican,46,2,-1,11/7/2000,47.28,51.15,-3.87,2.87,2.87,1,"previously listed as Zogby Analytics, telephone",
5380933,2000_Pres-G_US,2000,US,Pres-G,Pres-G,CBS News/New York Times,36,11/2/2000,825,Democrat,44,Republican,46,4,-2,11/7/2000,48.38,47.87,.51,2.51,-2.51,0,,
5380934,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Fox News/Opinion Dynamics Corp.,104,11/2/2000,1000,Democrat,43,Republican,43,3,0,11/7/2000,48.38,47.87,.51,.51,-.51,.5,,
5380935,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Harris Insights & Analytics,133,11/2/2000,134000,Democrat,46,Republican,47,4,-1,11/7/2000,48.38,47.87,.51,1.51,-1.51,0,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380936,2000_Pres-G_US,2000,US,Pres-G,Pres-G,IBD/TIPP,144,11/2/2000,883,Democrat,41,Republican,48,3,-7,11/7/2000,48.38,47.87,.51,7.51,-7.51,0,,
5380937,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Marist College,183,11/2/2000,623,Democrat,44,Republican,49,2,-5,11/7/2000,48.38,47.87,.51,5.51,-5.51,0,,
5380938,2000_Pres-G_US,2000,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,1200,Democrat,42,Republican,46,6,-4,11/7/2000,48.38,47.87,.51,4.51,-4.51,0,"previously listed as Zogby Analytics, telephone",
5380939,2000_Pres-G_WA,2000,WA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,500,Democrat,45,Republican,44,8,1,11/7/2000,50.13,44.56,5.57,4.57,-4.57,1,"previously listed as Zogby Analytics, telephone",
5380940,2000_Pres-G_WI,2000,WI,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,11/2/2000,500,Democrat,45,Republican,44,4,1,11/7/2000,47.83,47.61,.22,.78,.78,1,"previously listed as Zogby Analytics, telephone",
5380941,2000_Pres-G_WV,2000,WV,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,11/2/2000,1066,Democrat,42,Republican,45,,-3,11/7/2000,45.59,51.92,-6.33,3.33,3.33,1,,
5380942,2000_Sen-G_FL,2000,FL,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,44,Republican,36,6,8,11/7/2000,51.04,46.19,4.850000000000001,3.15,3.15,1,"previously listed as Zogby Analytics, telephone",
5380943,2000_Sen-G_MI,2000,MI,Sen-G,Sen-G,EPIC-MRA,84,11/2/2000,500,Democrat,42,Republican,47,,-5,11/7/2000,49.47,47.86,1.61,6.61,-6.61,0,,
5380944,2000_Sen-G_MI,2000,MI,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,45,Republican,43,,2,11/7/2000,49.47,47.86,1.61,.39,.39,1,"previously listed as Zogby Analytics, telephone",
5380945,2000_Sen-G_MO,2000,MO,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,48,Republican,45,3,3,11/7/2000,50.47,48.39,2.08,.92,.92,1,"previously listed as Zogby Analytics, telephone",
5380946,2000_Sen-G_NM,2000,NM,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,11/2/2000,425,Democrat,60,Republican,30,,30,11/7/2000,61.7,38.25,23.45,6.55,6.55,1,,
5380947,2000_Sen-G_NY,2000,NY,Sen-G,Sen-G,Blum & Weprin Associates,32,11/2/2000,851,Democrat,47,Republican,40,,7,11/7/2000,55.27,43.01,12.26,5.26,-5.26,1,,
5380948,2000_Sen-G_NY,2000,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,700,Democrat,50,Republican,43,1,7,11/7/2000,55.27,43.01,12.26,5.26,-5.26,1,"previously listed as Zogby Analytics, telephone",
5380949,2000_Sen-G_OH,2000,OH,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,11/2/2000,625,Democrat,32,Republican,56,,-24,11/7/2000,35.87,59.9,-24.03,.03,.03,1,,
5380950,2000_Sen-G_OH,2000,OH,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,29,Republican,60,,-31,11/7/2000,35.87,59.9,-24.03,6.97,-6.97,1,"previously listed as Zogby Analytics, telephone",
5380951,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,11/2/2000,625,Democrat,36,Republican,55,,-19,11/7/2000,45.51,52.42,-6.91,12.09,-12.09,1,,
5380952,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/2/2000,644,Democrat,36,Republican,56,,-20,11/7/2000,45.51,52.42,-6.91,13.09,-13.09,1,,
5380953,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,600,Democrat,34,Republican,50,1,-16,11/7/2000,45.51,52.42,-6.91,9.09,-9.09,1,"previously listed as Zogby Analytics, telephone",
5380954,2000_Sen-G_TN,2000,TN,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,500,Democrat,29,Republican,57,4,-28,11/7/2000,32.21,65.09999999999999,-32.89,4.89,4.89,1,"previously listed as Zogby Analytics, telephone",
5380955,2000_Sen-G_WA,2000,WA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,500,Democrat,45,Republican,49,,-4,11/7/2000,48.73,48.64,.09,4.09,-4.09,0,"previously listed as Zogby Analytics, telephone",
5380956,2000_Sen-G_WI,2000,WI,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/2/2000,500,Democrat,61,Republican,33,,28,11/7/2000,61.54,37.04,24.5,3.5,3.5,1,"previously listed as Zogby Analytics, telephone",
5380957,2000_Gov-G_IN,2000,IN,Gov-G,Gov-G,Harris Insights & Analytics,133,11/3/2000,5591,Democrat,54,Republican,42,4,12,11/7/2000,56.6,41.7,14.9,2.9,-2.9,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380958,2000_Gov-G_MO,2000,MO,Gov-G,Gov-G,Harris Insights & Analytics,133,11/3/2000,5830,Democrat,47,Republican,49,1,-2,11/7/2000,49.1,48.2,.9,2.9,-2.9,0,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380959,2000_Gov-G_NC,2000,NC,Gov-G,Gov-G,Harris Insights & Analytics,133,11/3/2000,6696,Democrat,53,Republican,43,3,10,11/7/2000,52,46.3,5.7,4.3,4.3,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380960,2000_Gov-G_NH,2000,NH,Gov-G,Gov-G,Harris Insights & Analytics,133,11/3/2000,1388,Democrat,48,Republican,40,5,8,11/7/2000,48.7,43.8,4.9,3.1,3.1,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380961,2000_Gov-G_NH,2000,NH,Gov-G,Gov-G,University of New Hampshire,357,11/3/2000,801,Democrat,43,Republican,37,,6,11/7/2000,48.7,43.8,4.9,1.1,1.1,1,,
5380962,2000_Gov-G_UT,2000,UT,Gov-G,Gov-G,Harris Insights & Analytics,133,11/3/2000,1643,Democrat,41,Republican,55,2,-14,11/7/2000,42.7,55.8,-13.1,.9,-.9,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380963,2000_Gov-G_WA,2000,WA,Gov-G,Gov-G,Harris Insights & Analytics,133,11/3/2000,6545,Democrat,56,Republican,43,1,13,11/7/2000,58.4,39.7,18.7,5.7,-5.7,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380964,2000_Gov-G_WV,2000,WV,Gov-G,Gov-G,Harris Insights & Analytics,133,11/3/2000,1691,Democrat,49,Republican,45,2,4,11/7/2000,50.1,47.2,2.9,1.1,1.1,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380965,2000_House-G_US,2000,US,House-G,House-G,CBS News/New York Times,36,11/3/2000,1158,Democrat,40,Republican,39,,1,11/7/2000,46.99,47.33,-.34,1.34,1.34,0,,
5380966,2000_House-G_US,2000,US,House-G,House-G,Pew Research Center,253,11/3/2000,1805,Democrat,47,Republican,43,,4,11/7/2000,46.99,47.33,-.34,4.34,4.34,0,,
5380967,2000_Pres-G_AK,2000,AK,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,756,Democrat,31,Republican,54,10,-23,11/7/2000,27.67,58.62,-30.95,7.95,7.95,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380968,2000_Pres-G_AL,2000,AL,Pres-G,Pres-G,Mason-Dixon Polling & Research Inc.,197,11/3/2000,625,Democrat,38,Republican,55,,-17,11/7/2000,41.59,56.47,-14.88,2.12,-2.12,1,,
5380969,2000_Pres-G_AZ,2000,AZ,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,4656,Democrat,40,Republican,52,5,-12,11/7/2000,44.67,50.95,-6.28,5.72,-5.72,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380970,2000_Pres-G_CA,2000,CA,Pres-G,Pres-G,Field Research Corp. (Field Poll),94,11/3/2000,924,Democrat,46,Republican,41,4,5,11/7/2000,53.45,41.65,11.8,6.8,-6.8,1,,
5380971,2000_Pres-G_CA,2000,CA,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,25017,Democrat,49,Republican,43,6,6,11/7/2000,53.45,41.65,11.8,5.8,-5.8,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380972,2000_Pres-G_CO,2000,CO,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,3697,Democrat,43,Republican,48,6,-5,11/7/2000,42.39,50.75,-8.359999999999999,3.36,3.36,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380973,2000_Pres-G_CT,2000,CT,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,2525,Democrat,51,Republican,40,7,11,11/7/2000,55.91,38.44,17.47,6.47,-6.47,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380974,2000_Pres-G_FL,2000,FL,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,17033,Democrat,49,Republican,46,3,3,11/7/2000,48.84,48.85,-.01,3.01,3.01,0,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380975,2000_Pres-G_GA,2000,GA,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,6987,Democrat,43,Republican,51,4,-8,11/7/2000,42.98,54.67,-11.69,3.69,3.69,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380976,2000_Pres-G_HI,2000,HI,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,589,Democrat,53,Republican,38,7,15,11/7/2000,55.79,37.46,18.33,3.33,-3.33,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380977,2000_Pres-G_IA,2000,IA,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,2478,Democrat,50,Republican,44,4,6,11/7/2000,48.54,48.22,.32,5.68,5.68,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380978,2000_Pres-G_ID,2000,ID,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,908,Democrat,27,Republican,65,1,-38,11/7/2000,27.64,67.17,-39.53,1.53,1.53,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380979,2000_Pres-G_IL,2000,IL,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,8957,Democrat,51,Republican,45,1,6,11/7/2000,54.6,42.58,12.02,6.02,-6.02,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380980,2000_Pres-G_IN,2000,IN,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,5599,Democrat,39,Republican,56,1,-17,11/7/2000,41.01,56.65,-15.64,1.36,-1.36,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380981,2000_Pres-G_KS,2000,KS,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,2543,Democrat,38,Republican,55,4,-17,11/7/2000,37.24,58.04,-20.8,3.8,3.8,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380982,2000_Pres-G_KY,2000,KY,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,3318,Democrat,42,Republican,54,4,-12,11/7/2000,41.37,56.5,-15.13,3.13,3.13,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380983,2000_Pres-G_KY,2000,KY,Pres-G,Pres-G,Mason-Dixon Polling & Research Inc.,197,11/3/2000,625,Democrat,41,Republican,51,,-10,11/7/2000,41.37,56.5,-15.13,5.13,5.13,1,,
5380984,2000_Pres-G_MA,2000,MA,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,5141,Democrat,58,Republican,32,8,26,11/7/2000,59.8,32.5,27.3,1.3,-1.3,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
5380985,2000_Pres-G_MD,2000,MD,Pres-G,Pres-G,Harris Insights & Analytics,133,11/3/2000,5230,Democrat,56,Republican,39,4,17,11/7/2000,56.57,40.18,16.39,.61,.61,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",
