Player,Position,ID,Draft Year,Projected SPM,Superstar,Starter,Role Player,Bust
Jae Crowder,SF,jae-crowder,2012,-0.595557739,0.001250205,0.184527717,0.387793191,0.426428888
Khris Middleton,SF,khris-middleton,2012,-0.693277282,0.005368606,0.149152826,0.362379085,0.483099483
Ashton Gibbs,PG,ashton-gibbs,2012,-0.712622349,0.001004201,0.135719853,0.421720629,0.441555317
Miles Plumlee,PF,miles-plumlee,2012,-0.7234322,0.000378714,0.154787755,0.39365738,0.45117615
Kevin Jones,PF,6-kevin-jones,2012,-0.742305736,0.000191411,0.140619016,0.408054249,0.451135325
William Buford,SG,william-buford,2012,-0.747939697,0.000889484,0.137565563,0.420014027,0.441530926
Darius Miller,SF,darius-miller,2012,-0.762441429,0.000140748,0.118434526,0.441771763,0.439652963
Gerardo Suero,SG,gerardo-suero,2012,-0.804573475,0.002333333,0.040344444,0.543869841,0.413452381
Arnett Moultrie,PF,arnett-moultrie,2012,-0.836069017,0.001951945,0.14241347,0.347440917,0.508193668
Zach Rosen,PG,zack-rosen,2012,-0.881118585,0.001333333,0.058144396,0.48396563,0.45655664
Robbie Hummel,SF,robbie-hummel,2012,-0.886029122,0.000576045,0.109472592,0.379726758,0.510224605
Tyler Zeller,C,tyler-zeller,2012,-0.886482478,0.000952833,0.139317726,0.365510562,0.494218879
Jordan Taylor,PG,jordan-taylor,2012,-0.888591315,0.000452506,0.113935536,0.389875223,0.495736735
Tyshawn Taylor,PG,tyshawn-taylor,2012,-0.906643907,0.000579555,0.102159316,0.400538469,0.49672266
Marcus Denmon,SG,marcus-denmon,2012,-0.91208632,0.000738739,0.085602406,0.417502474,0.496156381
Ricardo Ratliffe,PF,ricardo-ratliffe,2012,-0.913073927,0.000263163,0.083116646,0.425384954,0.491235237
John Shurna,SF,john-shurna,2012,-0.923881437,0,0.058873497,0.466784468,0.474342035
Kim English,SG,kim-english,2012,-0.932128954,0.00111017,0.093542425,0.407447096,0.497900309
Terrell Stoglin,SG,terrell-stoglin,2012,-0.933010196,0.002411604,0.096088414,0.362764359,0.538735623
Fabricio Melo,C,fab-melo,2012,-0.935186244,0.000119301,0.099063901,0.420306829,0.480509969
Will Barton,SG,will-barton,2012,-0.935775884,0,0.094512734,0.402634841,0.502852425
Scott Machado,PG,scott-machado,2012,-0.959476413,0.001693333,0.071913479,0.403173551,0.523219638
Chris Johnson,SG,11-chris-johnson,2012,-1.017864352,0.00045626,0.068691479,0.400349226,0.530503035
Charlie Westbrook,SG,charlie-westbrook,2012,-1.036904376,0,0.044506616,0.446405299,0.509088085
Cameron Moore,PF,cameron-moore,2012,-1.063020392,0.000846349,0.066966207,0.354496547,0.577690897
Kris Joseph,SF,kris-joseph,2012,-1.069435934,0,0.05797981,0.393388492,0.548631698
Andrew Nicholson,PF,andrew-nicholson,2012,-1.082660249,0.000630555,0.066266506,0.397673392,0.535429547
Quincy Acy,SF,quincy-acy,2012,-1.083851248,0.00030907,0.071857226,0.357689055,0.570144649
Bernard James,C,bernard-james,2012,-1.093443904,0,0.058821607,0.372845857,0.568332536
Wesley Witherspoon,SF,wesley-witherspoon,2012,-1.135707842,6.65226E-05,0.046642143,0.377084359,0.576206976
Darius Johnson-Odom,SF,darius-johnson-odom,2012,-1.163017907,0,0.045374649,0.397456996,0.557168356
JaMychal Green,PF,jamychal-green,2012,-1.167714438,0.000587973,0.031468848,0.382527713,0.585415465
Festus Ezeli,C,festus-ezeli,2012,-1.169515729,0,0.057072932,0.364573216,0.578353852
Drew Gordon,PF,drew-gordon,2012,-1.17069164,0.001808765,0.042573969,0.368258089,0.587359177
Kyle O`Quinn,C,kyle-o-quinn,2012,-1.179221157,0.000151441,0.05068457,0.352475975,0.596688014
Terrell Holloway,PG,terrell-holloway,2012,-1.185031515,0.000187834,0.034943445,0.376654993,0.588213728
Toure` Murry,SG,toure-murry,2012,-1.18602304,0.000195975,0.02489439,0.399324875,0.575584761
Orlando Johnson,SG,orlando-johnson,2012,-1.210253966,0.000384054,0.031609322,0.374019444,0.59398718
Rakim Sanders,SF,rakim-sanders,2012,-1.214695871,0,0.0297791,0.375207937,0.595012963
Eric Griffin,PF,2-eric-griffin,2012,-1.219154149,0,0.047050343,0.33327298,0.619676677
J`Covan Brown,PG,j-covan-brown,2012,-1.221707833,0.000194207,0.044968952,0.356136378,0.598700464
Mike Scott,PF,32-mike-scott,2012,-1.224537277,0.000347862,0.03563054,0.354899663,0.609121935
Renardo Sidney,PF,renardo-sidney,2012,-1.224538481,0.000284293,0.02032765,0.375470362,0.603917695
Tony Mitchell,SG,3-tony-mitchell,2012,-1.233579669,0,0.050808796,0.312011807,0.637179397
Jeffery Taylor,SF,jeffery-taylor,2012,-1.235187319,0,0.047836661,0.333895451,0.618267888
Alex Young,SG,alex-young,2012,-1.253840711,0,0.018347298,0.382315566,0.599337136
Henry Sims,C,henry-sims,2012,-1.264229602,0.000631427,0.026197157,0.348069777,0.625101639
Kevin Murphy,SF,2-kevin-murphy,2012,-1.271355995,0,0.026670569,0.366993082,0.606336349
Justin Hamilton,C,2-justin-hamilton,2012,-1.301254056,0.00028239,0.028768314,0.327982371,0.642966925
Casper Ware,PG,casper-ware,2012,-1.306228257,0,0.022315634,0.340309159,0.637375207
Mitchell Watt,PF,mitchell-watt,2012,-1.316101171,0,0.019549013,0.334886588,0.6455644
Herb Pope,PF,herb-pope,2012,-1.31928748,0,0.020074038,0.3270238,0.652902162
Yancy Gates,PF,yancy-gates,2012,-1.339430576,0.00021323,0.03164911,0.298019782,0.670117878
Xavier Gibson,PF,xavier-gibson,2012,-1.341851105,0,0.0274474,0.303542018,0.669010582
Josh Owens,PF,josh-owens,2012,-1.352247233,0,0.019032029,0.321945281,0.65902269
Garrett Stutz,C,garrett-stutz,2012,-1.359133317,0.000129327,0.030894867,0.289284972,0.679690834
Augustus Gilchrist,C,augustus-gilchrist,2012,-1.379911613,0,0.01447288,0.30558735,0.67993977
Robert Sacre,C,robert-sacre,2012,-1.476022096,0.000403313,0.020722041,0.248581559,0.730293087
Derrick Williams,PF,3-derrick-williams,2011,1.156263453,0.166002273,0.406361192,0.159771362,0.267865173
Kyrie Irving,PG,kyrie-irving,2011,0.878822439,0.145133333,0.3847,0.133516667,0.33665
Tristan Thompson,PF,2-tristan-thompson,2011,0.550651756,0.0799,0.404183333,0.204216667,0.3117
Kawhi Leonard,SF,kawhi-leonard,2011,0.358445678,0.073842145,0.394673473,0.17795316,0.353531223
Brandon Knight,PG,brandon-knight,2011,0.109980109,0.066616667,0.355983333,0.146183333,0.431216667
Alec Burks,SG,alec-burks,2011,-0.062542276,0.037322606,0.266097057,0.348710207,0.34787013
Kenneth Faried,PF,kenneth-faried,2011,-0.077723641,0.009734162,0.300107192,0.337342317,0.352816329
Kemba Walker,PG,kemba-walker,2011,-0.0842592,0.026504944,0.308561144,0.25395791,0.410976002
Jereme Richmond,SF,jereme-richmond,2011,-0.131016665,0.009466667,0.309133333,0.361633333,0.319766667
Cory Joseph,PG,cory-joseph,2011,-0.172781947,0.0205,0.26015,0.3783,0.34105
Tobias Harris,PF,tobias-harris,2011,-0.234177374,0.009266667,0.250383333,0.387416667,0.352933333
Nikola Vucevic,C,nikola-vucevic,2011,-0.242777929,0.002209827,0.265809316,0.38034645,0.351634407
Tyler Honeycutt,SF,tyler-honeycutt,2011,-0.370330712,0.004690562,0.229489888,0.351831823,0.413987728
Klay Thompson,SG,klay-thompson,2011,-0.410841192,0.011865495,0.181933941,0.424087255,0.382113309
Josh Selby,PG,josh-selby,2011,-0.423177433,0.003966667,0.212066667,0.383266667,0.4007
Jordan Hamilton,SF,2-jordan-hamilton,2011,-0.428164487,0.001862831,0.202777928,0.412339699,0.383019541
Jordan Williams,C,jordan-williams,2011,-0.44607608,0.005932099,0.194953909,0.358490947,0.440623045
Iman Shumpert,PG,iman-shumpert,2011,-0.466189214,0.01167475,0.244249444,0.269154752,0.474921055
Willie Reed,PF,willie-reed,2011,-0.485956085,0.00596036,0.199921142,0.344409742,0.449708756
Jimmy Butler,SF,jimmy-butler,2011,-0.501786171,0.000923541,0.192478706,0.423580902,0.383016851
Kyle Singler,SF,kyle-singler,2011,-0.50449569,0,0.211761392,0.407338874,0.380899733
Brad Wanamaker,PG,bradley-wanamaker,2011,-0.507639974,0.002157101,0.218707067,0.363259217,0.415876615
Jimmer Fredette,PG,jimmer-fredette,2011,-0.516017396,0.01183467,0.203995706,0.343229672,0.440939951
Markieff Morris,PF,markieff-morris,2011,-0.522158069,0.004485966,0.166648312,0.470599272,0.35826645
Reggie Jackson,PG,4-reggie-jackson,2011,-0.564375027,0.006523507,0.158053855,0.417360089,0.418062549
Marcus Morris,PF,marcus-morris,2011,-0.59167767,0.00085145,0.168420785,0.439121032,0.391606733
Greg Smith,C,5-greg-smith,2011,-0.626927834,0.002821124,0.183603982,0.326586007,0.486988887
Nolan Smith,SG,nolan-smith,2011,-0.663804856,0.001932567,0.167414409,0.405567523,0.425085501
Jon Diebler,SG,jon-diebler,2011,-0.672365032,0,0.132419773,0.430724626,0.436855601
Chris Singleton,SF,chris-singleton,2011,-0.692153663,0.004260992,0.157669833,0.358535633,0.479533542
Chandler Parsons,SF,chandler-parsons,2011,-0.754461481,0.000245607,0.136776761,0.415688375,0.447289257
Marshon Brooks,SG,marshon-brooks,2011,-0.756014667,0.00204825,0.131074488,0.433667814,0.433209447
Jon Leuer,PF,jon-leuer,2011,-0.779539187,0.002749519,0.154882974,0.352244669,0.490122838
Josh Harrellson,C,josh-harrellson,2011,-0.799567334,0.000384474,0.11937498,0.415778178,0.464462368
Travis Leslie,SG,travis-leslie,2011,-0.813201236,0.00462668,0.112001726,0.401183835,0.482187759
Shelvin Mack,PG,shelvin-mack,2011,-0.819890433,0.006822798,0.119187916,0.361067037,0.512922249
Mark Payne,PG,mark-payne,2011,-0.821469593,0.000782059,0.091827183,0.461068996,0.446321763
David Lighty,SG,david-lighty,2011,-0.829272825,0,0.125921145,0.396749562,0.477329292
Malcolm Lee,PG,malcolm-lee,2011,-0.870000518,0.001365954,0.119370669,0.364100296,0.515163082
Justin Holiday,SF,justin-holiday,2011,-0.874480973,0.000226263,0.084409054,0.439950841,0.475413842
Darius Morris,PG,darius-morris,2011,-0.877368502,0.002036612,0.107310652,0.365199783,0.525452952
Julyan Stone,SG,julyan-stone,2011,-0.940871268,0.000390789,0.07869029,0.404658216,0.516260705
DeAndre Liggins,SG,deandre-liggins,2011,-0.942360645,0,0.058761605,0.460651921,0.480586474
Ravern Johnson,SG,ravern-johnson,2011,-0.946040704,0,0.02777057,0.519963063,0.452266367
Ben Hansbrough,PG,ben-hansbrough,2011,-0.96844216,0.000224117,0.060733436,0.438581142,0.500461305
Jacob Pullen,SG,jacob-pullen,2011,-0.969453549,0.00309771,0.074964438,0.412657963,0.509279889
Norris Cole,PG,norris-cole,2011,-0.996948944,0.000587117,0.095510483,0.353767353,0.550135047
LaceDarius Dunn,SG,lacedarius-dunn,2011,-1.006032986,0.000299466,0.048552571,0.46327179,0.487876173
Jamine Peterson,SF,jamine-peterson,2011,-1.013542304,0,0.077076071,0.387230356,0.535693573
Durrell Summers,SG,durrell-summers,2011,-1.033600044,0,0.060540807,0.428675934,0.510783259
Talor Battle,PG,talor-battle,2011,-1.037068394,0.000233537,0.023397486,0.476296343,0.500072633
Vernon Macklin,PF,vernon-macklin,2011,-1.046292963,0,0.041192103,0.447468808,0.511339089
Rick Jackson,PF,rick-jackson,2011,-1.054019258,0.000479761,0.074484455,0.370432972,0.554602812
Demetri McCamey,PG,demetri-mccamey,2011,-1.059601532,0.00082665,0.047547447,0.405813614,0.545812289
Malcolm Delaney,PG,malcolm-delaney,2011,-1.064047388,0.000337483,0.046154006,0.419217011,0.534291499
Gary Flowers,SF,gary-flowers,2011,-1.083933888,0,0.031360495,0.433549011,0.535090494
Isaiah Thomas,PG,2-isaiah-thomas,2011,-1.089808133,0.002082395,0.05156641,0.389651241,0.556699955
Kalin Lucas,PG,kalin-lucas,2011,-1.09914369,0.000688546,0.046111919,0.403240042,0.549959494
Andrew Goudelock,SG,andrew-goudelock,2011,-1.100958547,0,0.023789073,0.458182931,0.518027996
Justin Harper,PF,justin-harper,2011,-1.112003352,0,0.08853987,0.326838448,0.584621683
Ater Majok,PF,ater-majok,2011,-1.121020352,0,0.0345,0.416516667,0.548983333
Scotty Hopson,SG,scotty-hopson,2011,-1.127381994,0.000188928,0.050234973,0.402693937,0.546882162
Terrence Jennings,PF,2-terrence-jennings,2011,-1.150051428,0,0.055727717,0.352325657,0.591946626
Lavoy Allen,PF,lavoy-allen,2011,-1.152110461,0,0.052752889,0.361440764,0.585806347
Dwight Hardy,SG,dwight-hardy,2011,-1.153921146,0,0.026484904,0.418021225,0.555493871
Matt Howard,PF,matt-howard,2011,-1.166102321,0.00033729,0.033550883,0.38875799,0.577353837
E`Twaun Moore,SG,e-twaun-moore,2011,-1.16774117,0.000916771,0.05513884,0.350619539,0.59332485
Damian Saunders,SF,damian-saunders,2011,-1.17105064,0.000451539,0.051675349,0.339944409,0.607928702
Michael Dunigan,C,michael-dunigan,2011,-1.181532241,0.001335905,0.043850466,0.361397814,0.593415815
Justin Hurtt,SG,justin-hurtt,2011,-1.188948016,0,0.015589197,0.419113858,0.565296945
Delroy James,SF,delroy-james,2011,-1.209436547,0,0.017608084,0.395427422,0.586964493
JaJuan Johnson,PF,jajuan-johnson,2011,-1.21498146,0.000672015,0.070353094,0.291346574,0.637628317
Jamie Skeen,PF,jamie-skeen,2011,-1.227311088,0,0.042547086,0.350739444,0.60671347
Mike Davis,PF,24-mike-davis,2011,-1.240437385,0,0.027422528,0.361697301,0.61088017
Charles Jenkins,PG,charles-jenkins,2011,-1.244158579,0,0.029552813,0.357113019,0.613334168
Matthew Bryan-Amaning,PF,matthew-bryan-amaning,2011,-1.25838923,0.001062534,0.039275169,0.315007593,0.644654704
Diante Garrett,PG,diante-garrett,2011,-1.290642356,0,0.026051955,0.332127951,0.641820094
Xavier Silas,SG,xavier-silas,2011,-1.298849467,0,0.018462041,0.366247864,0.615290095
Keith Benson,C,keith-benson,2011,-1.379251302,0.000125438,0.031224406,0.288214225,0.680435931
Chris Wright,SF,23-chris-wright,2011,-1.437935882,0,0.018207457,0.264428086,0.717364457
Gordon Hayward,SF,gordon-hayward,2010,0.72594309,0.094128564,0.432401092,0.175132438,0.298337907
Greg Monroe,PF,greg-monroe,2010,0.571021611,0.091961464,0.369880336,0.19067621,0.34748199
DeMarcus Cousins,C,demarcus-cousins,2010,0.462182354,0.105282332,0.32757286,0.217486339,0.34965847
Derrick Favors,PF,derrick-favors,2010,0.437431234,0.060890653,0.400088183,0.229982363,0.309038801
Paul George,SF,paul-george,2010,0.377993317,0.083181436,0.35406194,0.189647446,0.373109178
Evan Turner,SG,evan-turner,2010,0.326732122,0.081517103,0.341627303,0.219071183,0.357784411
Ed Davis,PF,2-ed-davis,2010,0.259815792,0.032182769,0.374500558,0.325111177,0.268205496
Xavier Henry,SG,xavier-henry,2010,0.244164853,0.060200364,0.350865209,0.296880692,0.292053734
Al-Farouq Aminu,SF,al-farouq-aminu,2010,0.217775021,0.036851671,0.368997604,0.284532944,0.309617782
Tiny Gallon,PF,tiny-gallon,2010,0.197575781,0.023218997,0.314775726,0.395866315,0.266138962
John Wall,PG,john-wall,2010,0.13772393,0.071680217,0.328184282,0.099616079,0.500519422
Wesley Johnson,SF,wesley-johnson,2010,0.053817174,0.035264234,0.344247533,0.240359755,0.380128478
Avery Bradley,SG,avery-bradley,2010,-0.18671147,0.039254386,0.291315789,0.281710526,0.387719298
Daniel Orton,C,daniel-orton,2010,-0.293619664,0.008891753,0.237993986,0.432280928,0.320833333
Cole Aldrich,C,cole-aldrich,2010,-0.373168518,0.01524035,0.230046783,0.391296506,0.363416361
Devin Ebanks,SF,devin-ebanks,2010,-0.404717776,0.008106143,0.218832158,0.412081393,0.360980306
Brian Zoubek,C,brian-zoubek,2010,-0.475890542,0.000308409,0.215779752,0.416271012,0.367640827
Lance Stephenson,SG,lance-stephenson,2010,-0.502307394,0.023822256,0.19131016,0.346298065,0.438569519
Patrick Patterson,PF,patrick-patterson,2010,-0.546382504,0.00266597,0.187687177,0.416528592,0.393118262
Eric Bledsoe,PG,eric-bledsoe,2010,-0.634546545,0.002207792,0.219220779,0.311969697,0.466601732
Ekpe Udoh,PF,ekpe-udoh,2010,-0.692344897,0.003001657,0.149671534,0.414818956,0.432507854
Jon Scheyer,SG,jon-scheyer,2010,-0.692743283,0.000961462,0.153107431,0.413507673,0.432423434
Charles Garcia,PF,charles-garcia,2010,-0.742048622,0.001826484,0.074018265,0.502557078,0.421598174
Hassan Whiteside,C,tyler-whiteside,2010,-0.757116239,0.002264493,0.154486931,0.366346403,0.476902174
James Anderson,SG,23-james-anderson,2010,-0.789998292,0.003674515,0.104216896,0.458365841,0.433742747
Manny Harris,SG,manny-harris,2010,-0.850390553,0.005721612,0.117134721,0.37855024,0.498593426
Elliot Williams,SG,elliot-williams,2010,-0.895236058,0.006140386,0.115528589,0.367824136,0.51050689
Luke Babbitt,SF,luke-babbitt,2010,-0.903508175,0.004230646,0.125440601,0.361933878,0.508394875
Trevor Booker,PF,trevor-booker,2010,-0.904315062,0.000238204,0.107727112,0.420084775,0.471949909
Terrico White,SG,terrico-white,2010,-0.904750876,0.006341452,0.103230138,0.366591555,0.523836855
Sylven Landesberg,SG,sylven-landesberg,2010,-0.906308384,0.006132701,0.101488266,0.384820424,0.507558609
Willie Warren,PG,willie-warren,2010,-0.919818531,0.004546872,0.091156827,0.396858123,0.507438179
Jeremy Lin,PG,jeremy-lin,2010,-0.938273453,0,0.107871211,0.37478371,0.517345079
Damion James,SF,damion-james,2010,-0.95337406,0.001767445,0.111348887,0.376728061,0.510155607
Aubrey Coleman,SG,aubrey-coleman,2010,-0.961202532,0.003883721,0.025431018,0.512824464,0.457860797
Da`Sean Butler,SF,da-sean-butler,2010,-0.987821863,0.001153066,0.09219245,0.406299352,0.500355132
Sherron Collins,PG,sherron-collins,2010,-0.993541766,0.000700803,0.057623048,0.440717129,0.500959019
Greivis Vasquez,SG,greivis-vasquez,2010,-1.019727191,0.001402173,0.070527259,0.392118232,0.535952336
Courtney Fortson,PG,courtney-fortson,2010,-1.021162597,0,0.05102646,0.417430503,0.531543037
Dexter Pittman,C,dexter-pittman,2010,-1.027578855,0,0.071618117,0.401849844,0.526532039
Marqus Blakely,PF,marqus-blakely,2010,-1.039693052,0.005648866,0.057386902,0.381286367,0.555677865
Deon Thompson,PF,deon-thompson,2010,-1.05148915,0.00076027,0.099591971,0.343659289,0.555988469
Quincy Pondexter,SF,quincy-pondexter,2010,-1.054958541,0.000721015,0.067825409,0.406162892,0.525290684
Jarvis Varnado,PF,jarvis-varnado,2010,-1.059659795,0,0.054341316,0.416355437,0.529303247
Omar Samhan,C,omar-samhan,2010,-1.061201246,0.001772684,0.057890123,0.387708255,0.552628938
Ryan Wittman,SF,ryan-wittman,2010,-1.0660718,0,0.018162978,0.477468823,0.504368199
Jordan Crawford,SG,jordan-crawford,2010,-1.068172823,0.001622446,0.079620396,0.412964699,0.505792459
Patrick Christopher,SG,patrick-christopher,2010,-1.082801274,0.000217542,0.032789675,0.465959685,0.501033097
Dominique Jones,SG,0-dominique-jones,2010,-1.094464866,0.00295923,0.039675938,0.431577027,0.525787806
Andy Rautins,SG,andy-rautins,2010,-1.094731814,0.000947518,0.049734265,0.389562709,0.559755509
Samardo Samuels,PF,samardo-samuels,2010,-1.097612627,0.001909954,0.067414607,0.355177128,0.575498311
Larry Sanders,PF,larry-sanders,2010,-1.099702863,0.001009684,0.067939129,0.356189876,0.574861312
Jeremy Evans,SF,jeremy-evans,2010,-1.111428694,0,0.050158747,0.397296526,0.552544727
Stanley Robinson,SF,stanley-robinson,2010,-1.116975449,0.000145407,0.061203165,0.385923909,0.552727518
Jerome Randle,PG,jerome-randle,2010,-1.146296784,0,0.044072102,0.384181811,0.571746087
Solomon Alabi,C,solomon-alabi,2010,-1.147034834,0,0.05791079,0.383117623,0.558971587
Gavin Edwards,PF,gavin-edwards,2010,-1.161979167,0.000203347,0.023038136,0.410808004,0.565950513
Derrick Caracter,PF,derrick-caracter,2010,-1.176032904,0.001986871,0.044370693,0.347312676,0.60632976
Darington Hobson,SF,2-darington-hobson,2010,-1.186124613,0.004166667,0.036754386,0.381425439,0.577653509
Lazar Hayward,SF,lazar-hayward,2010,-1.199316103,0.001583466,0.040025541,0.380713166,0.577677827
Armon Johnson,PG,armon-johnson,2010,-1.203256753,0.000584224,0.047609862,0.358933594,0.592872321
Ishmael Smith,PG,ishmael-smith,2010,-1.20520179,0,0.04483987,0.373132269,0.582027861
Dwayne Collins,PF,dwayne-collins,2010,-1.222101361,0.000520216,0.042709666,0.351975332,0.604794786
Tyren Johnson,SF,tyren-johnson,2010,-1.223136774,0,0.029822659,0.371359367,0.598817974
Gani Lawal,PF,gani-lawal,2010,-1.225735385,0.000571082,0.05009364,0.333573021,0.615762257
Luke Harangody,PF,luke-harangody,2010,-1.228701512,0.004169845,0.035532349,0.354443459,0.605854347
Armon Bassett,PG,armon-bassett,2010,-1.229575293,0,0.01654883,0.397326911,0.586124259
A.J. Ogilvy,C,andrew-ogilvy,2010,-1.23042643,0.000931292,0.036769282,0.368253311,0.594046115
Tyler Smith,SF,1-tyler-smith,2010,-1.234438163,0.001000527,0.023536584,0.38950802,0.585954868
Mikhail Torrance,PG,mikhail-torrance,2010,-1.251709202,0,0.03040858,0.368601105,0.600990315
Jerome Dyson,SG,jerome-dyson,2010,-1.260684458,0.000195126,0.039680722,0.338294579,0.621829573
Scottie Reynolds,PG,scottie-reynolds,2010,-1.288075798,0,0.031696888,0.347679412,0.6206237
Craig Brackins,PF,craig-brackins,2010,-1.297740703,0.001753732,0.0359086,0.334892753,0.627444916
Matt Bouldin,PG,matt-bouldin,2010,-1.297748043,0,0.020901948,0.367270975,0.611827077
Edwin Ubiles,SG,edwin-ubiles,2010,-1.304926344,0.000366009,0.014352149,0.368484937,0.616796905
DeShawn Sims,SF,deshawn-sims,2010,-1.317236553,0,0.010274569,0.361497064,0.628228367
Magnum Rolle,C,magnum-rolle,2010,-1.320737624,0,0.02575748,0.333113006,0.641129514
Elijah Millsap,SG,elijah-millsap,2010,-1.32359644,0,0.026800399,0.320187302,0.653012299
Ben Uzoh,PG,ben-uzoh,2010,-1.336234936,9.26118E-05,0.023823987,0.334037881,0.64204552
Mac Koshwal,C,mac-koshwal,2010,-1.358261792,0.0003658,0.018632702,0.310939688,0.67006181
Marquis Gilstrap,SF,marquis-gilstrap,2010,-1.413948965,0,0.005111111,0.316222222,0.678666667
Artsiom Parakhouski,C,artsiom-parakhouski,2010,-1.438283167,0.000448575,0.023932434,0.259951881,0.71566711
Jerome Jordan,C,jerome-jordan,2010,-1.501729544,0,0.019790108,0.245241844,0.734968049
Michael Washington,PF,michael-washington,2010,-1.517421151,0.000808707,0.007380216,0.255219549,0.736591528
Tyreke Evans,PG,tyreke-evans,2009,1.264906559,0.174222222,0.460266667,0.104355556,0.261155556
Blake Griffin,PF,blake-griffin,2009,0.964879632,0.138169197,0.371409383,0.171447569,0.318973851
James Harden,SG,13-james-harden,2009,0.788386355,0.132769656,0.404873415,0.147432335,0.314924594
Jrue Holiday,PG,jrue-holiday,2009,0.66358932,0.10206044,0.453846154,0.146130952,0.297962454
DeJuan Blair,PF,dejuan-blair,2009,0.511650527,0.014389321,0.409798393,0.358299668,0.217512617
Stephen Curry,PG,stephen-curry,2009,0.152117249,0.082506676,0.297707412,0.187768291,0.43201762
Hasheem Thabeet,C,hasheem-thabeet,2009,-0.048061645,0.031390863,0.318884152,0.301575741,0.348149244
Ty Lawson,PG,ty-lawson,2009,-0.070405635,0.004104395,0.329378505,0.319197921,0.347319178
DeMar DeRozan,SG,demar-derozan,2009,-0.286519007,0.042119859,0.225967262,0.366003788,0.365909091
Danny Green,SF,danny-green,2009,-0.345189056,0.001350182,0.229178367,0.41868194,0.350789511
Darren Collison,PG,darren-collison,2009,-0.381706706,0.00370847,0.285404075,0.287554533,0.423332922
Jordan Hill,PF,jordan-hill,2009,-0.398916517,0.004210538,0.278330378,0.323639538,0.393819546
Austin Daye,SF,austin-daye,2009,-0.470333125,0.005857538,0.210795312,0.388338833,0.395008318
Jonny Flynn,PG,jonny-flynn,2009,-0.520331249,0.021986542,0.246032485,0.20837545,0.523605523
Patrick Beverley,PG,patrick-beverley,2009,-0.553710535,0.003829355,0.213981409,0.329854961,0.452334275
Chase Budinger,SG,chase-budinger,2009,-0.563281795,0.007476186,0.16317421,0.444825127,0.384524477
Wayne Ellington,SG,wayne-ellington,2009,-0.690986623,0.000197937,0.174236183,0.396519244,0.429046636
Sam Young,SF,sam-young,2009,-0.722306848,0.000291576,0.163358617,0.415221734,0.421128073
Jeff Teague,PG,jeff-teague,2009,-0.727211835,0.006131172,0.214101298,0.244245716,0.535521813
B.J. Mullens,C,bj-mullens,2009,-0.72723571,0.004081633,0.160863095,0.380187075,0.454868197
Eric Maynor,PG,eric-maynor,2009,-0.733756748,0.006645888,0.184251275,0.290184827,0.51891801
Earl Clark,SF,earl-clark,2009,-0.789640403,0.001075956,0.132526343,0.405906765,0.460490936
Tyler Hansbrough,PF,tyler-hansbrough,2009,-0.791241322,0.004337323,0.171382862,0.349103807,0.475176008
Terrence Williams,SG,terrence-williams,2009,-0.817641528,0.003468635,0.133627964,0.37290472,0.489998682
DaJuan Summers,SF,dajuan-summers,2009,-0.92735566,0.002047842,0.100426066,0.383383834,0.514142258
Lester Hudson,SG,lester-hudson,2009,-0.933198688,0.00098341,0.038579636,0.506165776,0.454271178
Derrick Brown,PF,derrick-brown,2009,-0.935704311,0,0.07034427,0.477371942,0.452283788
Antonio Anderson,SG,antonio-anderson,2009,-0.936032914,0.000149634,0.071136997,0.448413281,0.480300088
Gerald Henderson,SG,gerald-henderson,2009,-0.938424467,0.001873964,0.071148045,0.468029103,0.458948888
Josh Carter,SG,josh-carter,2009,-0.980613377,0.000463572,0.047931862,0.464326938,0.487277628
K.C. Rivers,SG,kc-rivers,2009,-0.983401266,0,0.067695135,0.432087077,0.500217788
Josh Shipp,SG,josh-shipp,2009,-0.987163066,0,0.051235908,0.481628032,0.467136061
A.J. Price,PG,aj-price,2009,-1.011308838,0.000326679,0.082811111,0.395774522,0.521087687
Patrick Mills,PG,patrick-mills,2009,-1.046642294,0.002622341,0.11131412,0.295145797,0.590917743
Jerel McNeal,SG,jerel-mcneal,2009,-1.058511651,0.001555083,0.067082968,0.387245929,0.544116021
A.J. Abrams,SG,aj-abrams,2009,-1.059638872,0.000162976,0.041932628,0.426595841,0.531308555
Jon Brockman,PF,jon-brockman,2009,-1.060147498,0.000823025,0.062209875,0.400535309,0.53643179
Nick Calathes,PG,nick-calathes,2009,-1.06596363,0.006084119,0.110707166,0.261318585,0.62189013
Brandon Costner,PF,brandon-costner,2009,-1.069697568,0,0.033625062,0.45013207,0.516242868
Robert Dozier,SF,robert-dozier,2009,-1.079879714,0,0.07240637,0.384859865,0.542733765
Dar Tucker,SF,dar-tucker,2009,-1.082318005,0.004201529,0.065994879,0.374429178,0.555374415
DeMarre Carroll,PF,demarre-carroll,2009,-1.082646133,0.000451094,0.095981902,0.319829079,0.583737925
Tyrese Rice,PG,tyrese-rice,2009,-1.106557491,0.001055925,0.053710462,0.384374715,0.560858898
Chinemelu Elonu,PF,chinemelu-elonu,2009,-1.106791447,0.00010626,0.031079284,0.422527135,0.54628732
James Johnson,PF,23-james-johnson,2009,-1.111034254,0,0.086329204,0.327099728,0.586571069
Goran Suton,C,goran-suton,2009,-1.125833707,0.000443708,0.066697109,0.366315699,0.566543483
