Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
108,University of Illinois at Chicago,352,1,yes,no,.0413190733537317,B/C,-.1568976460641931,1,1,14.09693908691406,5.544373067504281,8.557420360016371,5.885395861681104,.0655039190536681,1,-14.09693908691406,-5.111111111111111,,0
109,Opinion Savvy/InsiderAdvantage,243,140,no,no,.0430876567634524,B,1.134172436865841,.6678571428571428,.3571428571428572,6.636673082624163,6.63630015324382,.005227269986932,-.001721821588002,-.0014314655806875,63,1.515061544993567,-.4339651302440422,5.842477416317707,0
110,"North Star Opinion Research/Ayres, McHenry & Associates",233,9,no,no,.0504356796517282,B/C,-.5912618270888067,.9444444444444444,.2222222222222222,4.970684263441298,6.491519398164647,-1.515980794116761,-2.929827124984147,-.5843972775454493,7,-3.121360778808594,-4.666666666666667,4.414213562373095,.3295715813110982
111,CNN/Opinion Research Corp.,37,103,yes,no,.0524343084910431,B,-.0417071860793513,.7378640776699029,.2524271844660194,5.555428514202822,6.127109926458443,-.5668270716490319,.0863242342354958,.0657567294399635,71,-.0620621694645412,.1710135668725464,4.914145789854601,.1126277762206029
112,Harper Polling,132,14,no,no,.0532142634898178,B/C,.4813360855681433,.7857142857142857,.1428571428571428,3.74915885925293,5.637929723046637,-1.883916523187118,-.9728707779115373,-.3676020560722559,11,1.475977117365057,-.7397462573945109,4.419007504327381,.4229926231162012
113,University of Arkansas,345,8,yes,no,.0894898074870736,B/C,.5707628581405555,1,.125,6.495942831039429,5.212411798800342,1.288385372845676,.8064343901162643,.2051331123912655,7,2.752563749040876,-4.88392869404384,6.9375,0
114,Clarity Campaign Labs,52,12,no,no,.1030683156366483,B/C,1.125647983043073,.5416666666666666,.1666666666666667,3.510533014933268,4.635695564395752,-1.120308208855895,-1.071911308359979,-.3449217581609216,12,3.498169581095377,1.098717960991697,2.634383123322027,.3971380059273483
115,Magellan Strategies,179,18,no,no,.1035523858765678,B/C,-.4776541252787224,.9444444444444444,.3333333333333333,6.506266805860731,6.063859171475669,.4472619749916513,-.2990168739268659,-.1227934716392558,11,-1.76110146262429,-4.2279328028361,6.207724546209279,0
116,Starboard Communications,316,4,no,no,.1274346382177961,B/C,.374046740297524,1,0,2.159484386444092,5.083658222124731,-2.91931949507405,-6.562266283829818,-1.143598075117469,3,2.83880869547526,-5.112361537085639,14.37580641278399,0
117,Gravis Marketing,124,153,no,no,.1293244318018504,B,1.453605099111492,.7058823529411765,.3202614379084967,5.225739161173503,5.165997143657467,.0645963581226266,.1050020355552562,.091404214670689,124,1.718738925072455,-.0742539108877049,4.254951041714478,.0042872779483457
118,The Kitchens Group,664,1,yes,no,.1322986317253363,B/C,.2585877357845111,0,1,11.37808227539063,6.271495277910399,5.111441338086816,7.07727048733797,.1608439196131968,1,11.37808227539063,12.5,,0
119,Data for Progress,522,73,yes,no,.140218339878291,B,3.339741873872823,.773972602739726,.4246575342465753,6.634929578598231,5.665492615618223,.9742913035865973,.1685872306374833,.1351924338388511,42,4.777564820789156,.763076297843122,4.063613611005019,.1090263606499889
120,SEA Polling & Strategic Design,302,12,no,no,.1451600955110219,B/C,.5545560229747505,.8333333333333334,0,3.021411736806234,5.603694830321737,-2.577428752908915,-1.201709097646268,-.3328360521905492,10,2.169110870361328,.0115923127490971,3.751690993240957,.3988726134857696
121,Spry Strategies,508,5,no,no,.1510535317674696,B/C,-.4597777031608106,.8,.8,9.491231155395507,6.36591430356789,3.130171192434207,-1.309671563957201,-.2817604637837424,2,-4.835419654846191,-9.453224503096713,13.78226443376999,0
122,Ward Research/The Honolulu Star-Advertiser,375,15,no,no,.1511211430834034,B/C,-.4059751230387894,.8,.3333333333333333,5.849984232584635,5.784769724457165,.0700688487340593,-1.164893858867452,-.3423701519998299,15,-1.381305948893229,4.183333333333334,3.857677038939983,.4894641420330041
123,Mellman Group,205,26,no,no,.1520480746988814,B/C,1.746657827030764,.8269230769230769,.1153846153846154,4.490122281588041,5.184555974988902,-.6895793527942712,-.3493463202353861,-.1610423784242387,26,3.788993248572716,5.262387912805107,4.306543304829863,.3034553912964162
124,Strategic National,318,4,no,no,.1543586758086807,B/C,.4398194325814016,.375,.25,3.024273872375488,5.346863823211337,-2.317735610229259,-3.108772776530754,-.5143730311959864,4,2.658185005187988,-4.752777735392253,5.38876275643042,.0146684532680748
125,Ohio University,237,2,yes,no,.1591715359092751,B/C,.3488958471434552,.5,.5,8.756826400756836,5.068121585103855,3.69355915625957,4.872969650857947,.1941524014103431,2,8.756826400756836,8.1292410833495,8.507804121881106,0
126,Victory Research,437,11,no,no,.1606736875907723,B/C,.3170668221454945,.9090909090909091,.3636363636363636,6.008824608542702,4.960331774427822,1.053347174721469,-.4083780092122424,-.1426449226854447,10,1.003410911560059,-1.35357224146525,4.988767384375763,.0348571992873492
127,Winthrop University,386,2,yes,no,.1711058354640243,B/C,.0061413156523676,1,.5,12.02864551544189,7.058343476577327,4.975156379471157,2.219962263503816,.2002199151860212,1,.178802490234375,-1.166666666666667,3.625,.2749465506935191
128,Yankelovich Partners Inc.,390,7,yes,no,.1762504140293043,B/C,-.0382907746033507,.5,.5714285714285714,10.17622865949358,7.449670633024032,2.73141236707614,2.538778596444412,.2086456842966096,3,-1.088362375895182,-1.833511944593351,4.329685523570529,.2251756637197322
129,Middle Tennessee State University,208,5,yes,no,.1841976417493187,B/C,.5520228368341119,1,.6,9.306238555908203,6.189826948219094,3.121265948295698,1.581817502443504,.2252081836044526,4,4.588798999786377,-6.125,4.414213562373095,.2284261316336307
130,St. Norbert College,313,12,no,no,.2008059463973449,B/C,-.0109146689642649,.875,.0833333333333333,4.796833038330078,6.029303755886158,-1.227616376949491,-1.042018643054396,-.2542176501342202,11,-.0496240095658736,1.500361373121844,5.274291885177433,.215817448994672
131,CVOTER,40,6,no,no,.2074642111036509,B/C,-.2389402614864285,1,0,1.865321477254232,3.741884229672774,-1.871708411811952,-1.434479972329097,-.2610489329781672,6,-1.312991460164388,-.3925210524768365,3.221708933333288,.0037679274717715
132,Hendrix College,138,16,no,no,.2125062490338201,B/C,1.285739969520104,.9375,.5625,7.155205965042114,5.760620306055093,1.39943999959361,-.1630797025130941,-.0598624910525482,15,3.654452260335286,-2.656944260773836,,0
133,Optimus,245,19,yes,no,.2176788044997423,B/C,-1.117009354017847,.8421052631578947,.631578947368421,7.233441904971474,5.350868055476922,1.887428190101142,.8914593771203826,.4110527587988255,16,-2.699467897415161,-3.307204778863009,6.255169107607781,0
134,GBAO,109,12,no,no,.2203111677535956,B/C,1.479041192353375,.7916666666666666,.25,5.452708562215169,5.611396884510587,-.1538339816888291,-.2625917060492124,-.0974839426861965,12,3.984081268310547,3.627154042170042,3.988812036885472,.1342054634653038
135,Glengariff Group,117,11,yes,no,.2224727202504899,B/C,.7204900844657204,.8181818181818182,.3636363636363636,5.300437233664772,5.592308861686994,-.2870172874156318,.7053953000278429,.2219701410628892,10,2.378857421875,2.724774344433477,4.13841022737519,.4411548128416278
136,ROI Rocket,554,3,no,no,.2234285714285715,B/C,,1,.3333333333333333,2.599483489990234,8.232182047700974,-5.62784421710415,-5.238768298462158,-.7483954712088796,0,,,4,.4249855547435774
137,Cardinal Point Analytics (CardinalGPS),591,3,no,no,.224718970036331,B/C,-.3554905482700892,1,0,2.488433837890625,4.54301327063627,-2.049725092139056,-1.990967209745684,-.2844238871065263,3,-2.488433837890625,-7.321529435918518,7.266176789875896,0
138,Pan Atlantic Research,249,17,no,no,.2377477215300939,B/C,.7574779155386769,.9411764705882353,.2352941176470588,6.268916186164407,6.081014144731148,.1927563820398495,-.2843979661130155,-.0895910708755155,15,2.647677993774414,1.376905109466068,7.30000114440918,0
139,University of South Alabama,361,9,no,no,.2390427125467455,B/C,-.4270172343358059,1,.1111111111111111,3.683771345350477,5.098838933470263,-1.410213247513195,-1.91859403625147,-.2769230134479074,9,-2.958485497368707,-.8229166666666667,5.744313994368434,.0580934133217054
140,Strategies 360,321,9,no,no,.2422163877128761,B/C,1.421533554644307,.6666666666666666,.2222222222222222,5.857921600341797,5.570875705055731,.2919002358926544,-.4192802021357459,-.1272913004310815,9,4.682337866889106,.2282407619335033,3.622497581846635,.0991578998611475
141,RRH Elections,274,9,no,no,.252404032823645,B/C,.4858699786980575,.8333333333333334,.2222222222222222,4.217260148790148,5.555821995380273,-1.333707505983536,-1.249068238111956,-.3462611766241897,9,1.752679189046224,-3.953673428905254,3.888251871823019,.8347469576668479
142,Insights West,151,9,no,no,.2538491059172749,B/C,-.1131277768133897,.9444444444444444,0,2.45503913031684,4.639068437529775,-2.179174966606345,-1.694811304753787,-.4613475285323269,8,-.453394889831543,-.9934361641541187,3.120698850743814,1.258770957388996
143,"University of Nevada, Las Vegas Lee Business School",609,5,no,no,.2604786172823264,B/C,.1809057152789572,.6,.2,3.195565032958984,5.426599648891894,-2.226180275326319,-1.062737337696629,-.2310298560210063,5,.8321662902832031,.7062503337860108,4.057142530168806,.2809389771953303
144,Morning Consult,218,66,no,no,.261043316912064,B,2.920609137490698,.8333333333333334,.5303030303030303,4.486910039728338,4.316107631936749,.1756567483981795,.2602110381036971,.2030533947586488,66,3.742733464096532,.1526781997972775,2.98245856099305,0
145,Remington Research Group,279,43,no,no,.2642897009964653,B,1.781602967307602,.7209302325581395,.4186046511627907,5.384396841359693,4.293254222450261,1.095996959516021,.2644414713430218,.173530986701008,42,2.750752676100958,-1.470989094996343,4.615157539084379,0
146,Dan Jones & Associates,70,42,no,no,.2660904579794332,B,.9436845309851456,.9523809523809523,.1666666666666667,6.009996141706194,5.934434028306922,.0804164540058607,.2678409226956416,.145774918798337,36,1.895715607537164,-1.712228741464027,9.452576820828821,0
147,Market Research Institute Inc.,186,11,no,no,.2883837372784128,B/C,.0988550591203688,1,.2727272727272727,4.200706481933594,5.203628818713973,-.9980679961737898,-1.723606437434558,-.2635927690693167,11,.6464032259854403,.3711111492580839,5.071841119416734,.3496453085924283
148,RBI Strategies & Research,271,4,no,no,.2909029756979314,B/C,.3606007321116089,1,0,2.368895530700684,5.377189597858191,-3.003439726550918,-1.395041023732948,-.2176161786109427,3,2.516201019287109,3.802380770728702,5.136646549690034,.0849233300678187
149,East Carolina University,523,11,yes,no,.2983267913189318,B/C,1.595381223238432,.6363636363636364,.5454545454545454,8.97020062533292,5.677284900575867,3.297770065363641,.9625211653595179,.3650942351363688,8,5.184988975524902,.2522740556978051,3.575512006888751,.2527040117540297
150,Ogden & Fry,425,3,no,no,.3001234758833004,B/C,-.0130636356899012,1,0,2.535954157511393,5.944371449213182,-3.403562951095199,-3.96749256953032,-.4672144749284703,2,-.2278366088867188,-5.816668192545573,5.950001525878906,0
151,Riley Research Associates,290,7,no,no,.3074442208645212,B/C,-.0702740521806737,1,0,2.681526184082031,5.462639974584008,-2.776259449895388,-1.966914782914964,-.2293968648084062,7,-.6025499616350446,-1.264285796029227,,0
152,Kiley & Company,162,5,no,no,.3078822293489991,B/C,.3994022836547365,1,.4,4.352800750732422,5.496475498612677,-1.138820407273666,-1.533021049075753,-.2084973215471987,5,2.936690521240235,7.015042792426215,5.499278384924339,0
153,David Binder Research,578,3,no,no,.3091073661133812,B/C,.096672258879009,.3333333333333333,.3333333333333333,4.217210133870442,7.210829379443751,-2.988764904966718,-1.400248437206332,-.200035491029476,1,1.836772918701172,.6599998474121094,6.41262560450705,0
154,"University of California, Berkeley",457,4,yes,no,.3151056467591002,B/C,.0443195435297263,1,.75,7.708187580108643,5.584454447447209,2.128587473268023,2.31988120194679,.3999242802513288,2,.4698581695556641,4.664999961853027,8.582088739025295,0
155,Praecones Analytica,257,3,no,no,.3212286124688598,B/C,-.1990078903029578,.3333333333333333,0,1.795216878255208,5.473129376508742,-3.673058157646944,-3.760935854690828,-.4169167074310298,3,-1.795216878255208,-5.199742801372822,4.881398235057152,.7616229920472635
156,BK Strategies,20,3,no,no,.3273159900092489,B/C,.4063231875307592,.6666666666666666,.6666666666666666,3.803844451904297,4.427948959480438,-.6192501669695522,-2.213302633524329,-.2453545825213887,3,3.66537348429362,-2.929798049156112,3.271102183887483,.2682158477098666
157,Civiqs,471,25,no,no,.3274533126306269,B-,2.927802991867066,.76,.4,5.48242561340332,5.09352827863797,.3937516753719403,.3731396977246782,.2169416847236501,22,5.323278167031028,1.472329253885023,5.520112441226815,0
158,Garin-Hart-Yang Research Group,113,29,no,no,.3304158734381752,B-,1.959083005749283,.8103448275862069,.3103448275862069,5.900503750505118,5.640044379424337,.2653137116873695,.3461745585905003,.1698422737237103,29,3.993026470315868,4.497608627244601,5.158349718852759,.0380631231743099
159,Iowa State University,153,3,no,no,.3420453059425479,B/C,,.6666666666666666,.3333333333333333,6.246297836303711,10.63547991170321,-4.384327734792912,-5.024609190012803,-.5227742401075861,0,,,,0
160,Ipsos,154,104,yes,no,.3421952743450896,B-,1.592525706599351,.75,.1826923076923077,4.582377892274123,4.860149538442533,-.2729173055618214,.0182809291524002,.0149901542650309,97,1.954096961267216,.6117508094780559,3.12818030037829,.4903602619206709
161,DFM Research,69,10,no,no,.3459895569589327,B/C,1.515475650193169,.75,.4,6.439217758178711,5.624288879464038,.8197832193212623,-.5437796796667821,-.1515633757690232,10,5.437229537963868,3.838333291718454,2.498721330692217,.4731717688670373
162,McKeon & Associates,202,3,no,no,.3472626287757798,B/C,.1940686070137743,.6666666666666666,.3333333333333333,2.908102671305338,5.773995098674106,-2.861038086762178,-5.210448699142625,-.5332140147475531,2,3.034235000610352,.5928573608398438,12.75257481287512,0
163,Research 2000,281,278,no,yes,.3508719145828048,F,1.268858879698728,.8812949640287769,.2158273381294964,5.457386202091794,5.581333865269827,-.1190933225714433,.1187426239551961,.1013265964685532,248,1.513538160631734,1.215816503805117,4.616712737120298,.2470608456676614
164,Lucid,175,25,no,no,.3541473843982731,B-,1.923144122786303,.88,.32,4.200403137207031,4.485141787554547,-.2798843097409274,.4402957548806966,.2251416132567578,25,3.760975952148438,2.267085901910336,3.834581601635828,0
165,Echelon Insights,407,2,no,no,.3543999999999999,B/C,.1488210678100586,1,0,1.488210678100586,5.022068575452601,-3.529003556745426,-3.28584820902155,-.328584820902155,2,1.488210678100586,-2.832186497240511,3.10272692285871,.3785494922808028
166,John Zogby Strategies/EMI Research Solutions,583,2,no,no,.3543999999999999,B/C,.0338211059570313,1,0,1.108814239501953,4.114685807989426,-3.001017227880884,-2.668757774072982,-.2668757774072982,2,.3382110595703125,-4.016893409628738,4.53855784500827,0
167,El Nuevo Día/The Research Office,599,2,no,no,.3543999999999999,B/C,,1,0,1.738414764404297,4.743661413535933,-3.000392308525047,-2.252755431561434,-.2252755431561434,0,,,4.416666666666666,0
168,Alabama State University,8,4,no,no,.354813048295232,B/C,,.5,.5,6.384744644165039,9.412257812926747,-3.022658828155119,-4.208478728945152,-.4202790558249763,0,,,5,.0298356183924002
169,Frederick Polls,108,7,no,no,.370331414542987,B/C,.8153998077643643,.5,0,3.650873184204102,4.737125969854708,-1.081398445044017,-.795073100153267,-.2091508301011534,6,3.200395584106445,.2371146105583032,2.939237664711974,.7499170581479203
170,USC Dornsife/Los Angeles Times,343,10,yes,no,.3772102066585035,B/C,.9204266116962065,.8,.8,5.216633605957031,4.389563749914563,.8319241966490576,1.570846139308792,.5222062482325219,10,2.768730926513672,1.510197427257284,6.713971738964036,0
171,University of Washington,364,9,no,no,.3800481449922722,B/C,.0532533730961987,1,0,3.622421688503689,5.063046854146427,-1.435770825036149,-1.191054899146847,-.2296040934072544,9,.2762480841742622,3.356217749513037,4.606347677453184,.7948245687372982
172,Latino Decisions,482,2,no,no,.381147274344124,B/C,.230152732447574,1,0,3.48735237121582,6.998023892727285,-3.505817180904875,-3.421120513867502,-.3421120513867502,1,4.372901916503906,-2.489285469055176,.5,1.688593257308742
173,Orion Strategies,246,4,no,no,.3896180920689654,B/C,.1061730685778454,1,.25,3.205460548400879,6.358808464901305,-3.148493575893838,-4.259172410081579,-.3768334955644899,3,1.527838389078776,6.492857124691917,2.666666666666667,.3487572785930814
174,Tulchin Research,340,3,no,no,.3967495028002202,B/C,-.0834851339549489,.6666666666666666,0,3.758841196695963,5.287960358380499,-1.524264821077946,-2.135247734142755,-.2126782791453226,3,-.8381741841634115,5.405614937024239,2.891996797437437,.5482649626219331
175,GS Strategy Group,478,2,no,no,.3985605216558946,B/C,-.437889356618411,1,.5,5.118545532226563,6.080013998170813,-.9566141253376605,-2.701267272389335,-.2310922469114765,2,-5.118545532226563,-5.806252956390381,,0
176,IVR Polls,146,4,no,no,.3999196421644681,B/C,,1,.25,4.152257919311523,8.539092643493515,-4.381980383575401,-2.930696528475484,-.2494164273014579,0,,,7.977818519066259,0
177,Richard Day Research,287,11,no,no,.4014517960307858,B/C,-.4405887038086112,1,.3636363636363636,5.4930551702326,5.325724484158049,.1721850266811397,-.6287171747472912,-.0964872316683623,11,-2.870905095880682,-.4476785587129141,5.530808907381044,0
178,University of Massachusetts,354,11,no,no,.4059316386698545,B/C,-.1538409348022615,1,.3636363636363636,6.411165757612749,8.012160594895089,-1.596140496675752,-.972958332112748,-.1218348968384141,2,-6.064765930175781,-.8333333333333339,7.665543245237642,0
179,University of Georgia School of Public and International Affairs,350,4,no,no,.40783038322842,B/C,.5246314953730709,.5,.25,2.959074020385742,4.819615461263455,-1.855687100271123,-1.486505520089792,-.263551235458236,4,2.959074020385742,.4448982410582287,2.073838434916397,1.120195635341472
180,MWR Strategies,617,2,no,no,.410275427724254,B/C,-.0343067081139238,.5,0,1.786197662353516,4.816119989194961,-3.025067986234856,-1.792315334770503,-.1571403190141825,2,-.39129638671875,-3.042161028652905,5.016464085746227,0
181,Keating Research,161,5,no,no,.4115774659102327,B/C,.1445028223253213,.8,0,2.420847320556641,4.517917228295543,-2.092215567132313,-1.139007483398565,-.1772226130476071,5,.9287178039550781,2.774069838145422,3.758756290232343,.5983990116734001
182,MSR Group,178,6,no,no,.4153592331752826,B/C,.1043288883051664,1,.1666666666666667,5.407261530558269,5.762207736041764,-.3500918648769066,-1.68912491721802,-.1505318801410795,6,1.170679092407227,1.333333333333333,,0
183,Maine People's Resource Center,180,14,no,no,.4159045296029102,B/C,.1268877269017686,.9285714285714286,.2142857142857143,5.755923271179199,4.803206507591379,.95757110419441,.3139144266510329,.1032564065246739,12,.4145644505818685,-.9958338207668728,6.716335779629527,0
184,OH Predictive Insights,235,7,no,no,.4170434020782141,B/C,-.6531998586549802,.7142857142857143,.1428571428571428,4.496619360787528,5.834802874919428,-1.333329173525312,-.2700804289519074,-.0696944887808915,6,-2.741799672444662,-3.343813371058983,3.664822717550536,.3845738144231155
185,OnPoint,240,6,no,no,.4195104486711769,B/C,.0247740893716518,1,0,2.569707234700521,5.068054022507265,-2.493492447200155,-1.921803885622261,-.2069507297089412,6,.2300593058268229,2.054282395927995,3.48864719924326,.7445488744159957
186,RMG Research,555,25,no,no,.4235716826249638,B-,3.492471828017124,.76,.48,6.007100372314453,4.656199106200393,1.355755606720648,.2317904196741725,.1347618719035887,25,6.007051544189453,.2064141580260035,2.876574458095805,.306672874440765
187,Master Image,200,2,no,no,.425486792621247,B/C,,1,0,1.163215637207031,9.148190844036044,-7.980120866222423,-6.450210786693455,-.4949802420996439,0,,,,0
188,Douglas Fulmer & Associates,82,2,no,no,.425486792621247,B/C,,1,.5,5.041962623596191,9.504355831588605,-4.457538867385824,-4.250752548276271,-.32619686317725,0,,,8.624999523162842,0
189,Keating Research/OnSight Public Affairs/Melanson,455,3,no,no,.4254993434463736,B/C,-.112109205074789,1,0,1.932412465413411,4.84802488565374,-2.91075807963374,-1.871559196768958,-.2579638566620892,3,-.8133659362792969,.5753966437445749,2.064001485289123,1.226228374303404
190,Franklin & Marshall College,106,23,yes,no,.4279359074981099,B/C,.5073830960855338,.8695652173913043,.2173913043478261,6.114802153214164,6.002996384078755,.1166601097419994,1.104060899282322,.5034039014384792,20,1.220170974731445,1.145535388367243,4.923448892725063,.2543480956420943
191,Basswood Research,24,4,no,no,.4343457605308099,B/C,-.2108626115923885,.75,.5,8.042419910430908,7.189219979778214,.858054271259283,-1.093209658063048,-.1147805161981799,2,-8.710025787353516,,,0
192,University of New Orleans,358,13,no,no,.4359643533691773,B/C,.3304770389901732,.9230769230769231,.3076923076923077,5.591800983135517,5.283226298607721,.3134290251343854,.3739608014864815,.1228383209619059,12,1.091541290283203,1.878889080330178,9.540870496982253,0
193,CJ&N,63,3,no,no,.4500784824373211,B/C,.0932771905456728,1,.3333333333333333,4.423019409179688,7.308646503488428,-2.880772753702151,-3.244320802681246,-.2228575740703586,1,3.24993896484375,,,0
194,Marshall Marketing,196,4,no,no,.4519125179642489,B/C,-.212397164185273,1,0,3.451752662658691,6.163325362506762,-2.706718359241481,-1.507514846342002,-.1223690859268654,3,-3.065058390299479,-1.328352507960294,,0
195,Missouri State University,212,3,no,no,.452661694231157,B/C,.3071272553435229,.6666666666666666,0,4.362482706705729,6.31140230716012,-1.944065259847801,-1.98086169407013,-.1478569754636185,3,4.114629109700521,1.158334732055664,4.099998474121094,.2591198504872457
196,Financial Dynamics,95,15,no,no,.4549580514686224,B/C,-.3469518745512442,1,.0666666666666667,2.941521453857422,4.91220702997542,-1.965831235511408,-.362446170419581,-.0931873153007553,15,-1.349447377522786,-1.859637693875078,2.458646647744388,.6209484768685331
197,APC Research,4,2,no,no,.4550446757982236,B/C,.1699623547622983,1,0,2.534235000610352,5.353794251459908,-2.814704910242967,-3.205234956036415,-.2149639952739889,2,2.534235000610352,.4023811703636535,,0
198,"Fabrizio, Lee & Associates",90,4,no,no,.4636891018724317,B/C,.2501784336043184,.5,.25,4.573753356933594,5.563214117501117,-.9846064199609336,-.6227911300934329,-.0833447176815853,4,1.869451522827148,-2.922580575430265,3.222222222222222,.2118632971668584
199,Virginia Commonwealth University,370,7,no,no,.4749581782835856,B/C,-.087163255349526,1,.1428571428571428,4.460221426827567,5.036781490020702,-.5717057225865455,-.2945046710252905,-.0636500878046174,7,-.4032985142299107,-1.391741566216149,4.314236685412268,.4943286198972069
200,Ragnar Research Partners,517,2,no,no,.4757084010757188,B/C,.3257184982299805,1,.5,4.802282333374023,4.923467673449888,-.1163309994692749,-.7869159892428119,-.0786915989242812,2,3.257184982299805,-2.324999809265137,,0
201,Research Co.,449,35,no,no,.4769787054749654,B-,.9496960640523799,.9142857142857143,.1142857142857143,4.513995851789202,4.852324778592667,-.333474586196877,-.3359545927938091,-.2158033154751522,34,1.492109130410587,.450240570258209,3.745042801324442,.9315119375642282
202,MFour Mobile Research,177,2,no,no,.4811133034493815,B/C,-.1644033527150696,1,.5,2.808574676513672,4.216155656972621,-1.40272663985236,-4.391196247839257,-.2570440414533494,2,-2.808574676513672,5.108332951863607,6.905530131437598,0
203,University of New Hampshire,357,122,yes,no,.4834199274943768,B-,2.352768823189662,.8483606557377049,.2622950819672131,5.961604024543137,5.56955014986755,.3969082152821748,.5348175869328725,.4311423888747619,109,2.985096310256818,2.444572968110578,5.444211178734649,.164882487275349
204,We Ask America,376,56,no,no,.4866695154302745,B-,-.9043882774240214,.8125,.4464285714285715,6.731526851654053,6.026793678148879,.7095875141117655,.6081688735259547,.3934715739411216,37,-1.679796115772144,-1.629044703856119,5.43529354630518,0
205,Zogby Interactive/JZ Analytics,395,477,no,no,.4914365489964064,B-,-.6877063507385689,.7725366876310272,.3039832285115304,5.542520027240617,5.372256791247741,.175117576599467,.5156488912629753,.466035847541718,380,-.7811335764433208,.1102941801144466,5.035142159606,0
206,Merrill Poll,206,2,no,no,.4974766349515035,B/C,,1,.5,8.717165946960449,9.741641432809779,-1.019621145242739,-1.061882438860048,-.0814873876296605,0,,,,0
207,Amber Integrated,556,1,no,no,.4991578947368421,B/C,-.0197500931589227,1,0,.3752517700195313,5.821665544995738,-5.441559434369617,-4.582240064473633,-.2411705297091386,1,-.3752517700195313,-5.399999618530273,6.299999237060547,.1961096424653417
208,Park Street Strategies,534,1,no,no,.4991578947368421,B/C,,1,0,2.407428741455078,8.392593806561234,-5.980310724499566,-3.834212157916771,-.2018006398903564,0,,,4.939999961853028,0
209,Data Targeting,406,1,no,no,.4991578947368421,B/C,-.2104961997584293,1,0,3.999427795410156,6.190354653596476,-2.18607251757973,-3.531059731289722,-.1858452490152485,1,-3.999427795410156,,,0
210,Rethink Priorities,672,2,no,yes,.5018514637863866,F,.3788209915161133,1,.5,3.788209915161133,4.44201379632886,-.6489495405611372,-.5254853621361339,-.0525485362136134,2,3.788209915161133,-.4903712688523529,2.787908394822637,0
211,Wiese Research Associates,382,7,no,no,.5048358593013772,B/C,.9467606616622736,1,.4285714285714285,7.323360988071987,5.847293605205125,1.480921723473451,.1754684624898306,.0309204293567153,7,5.372714451381138,6.66444426642524,,0
212,RAND (American Life Panel),270,4,no,no,.5095395936292186,B/C,.1736514275035423,1,.25,2.674911499023438,3.579110389595308,-.8993445499652808,-.1906186158601363,-.0230066790590666,4,1.438764572143555,3.721805380385323,4.048593495678862,0
213,JMC Analytics,156,13,no,no,.5106998119231376,B/C,-.7819164735009975,.8846153846153846,.1538461538461539,5.687059842623198,5.164945171268722,.5269690119610644,.6542144436661432,.24310067383506,13,-2.104235429030198,-1.712971273868803,5.797091969873341,0
214,Moore Information,217,12,no,no,.5118782690384208,B/C,-.6951948202835481,.75,.1666666666666667,6.462831497192383,5.818690209241944,.6489956285570281,.3852976995698104,.1144288607242513,12,-2.340816497802734,-4.355487005555785,5.241224483740024,.1719560764917774
215,OnMessage Inc.,239,12,no,no,.5168366660895292,B/C,-1.638568026149947,.75,.3333333333333333,6.76245911916097,5.638599712294909,1.128713747472649,.5763589538430638,.172031710009919,12,-5.489705085754395,-5.856712356886356,7.706283608555769,0
216,The Tyson Group,334,14,no,no,.5169735290229934,B/C,.1068472848265846,.8928571428571429,.1428571428571428,4.524324689592634,5.719990683847969,-1.190811653648746,.2916074229095915,.0874990608818113,12,.4594434102376302,.108508396639826,4.207747811540017,.2877293970616016
217,Dittman Research,79,6,no,no,.5185105759063202,B/C,.4780232558042909,1,.3333333333333333,5.36842155456543,5.218344633396079,.1549312617759401,-.0514986940478487,-.0065792588303422,5,4.585626983642578,-1.083808898925781,8.511497639172701,0
218,Mason Strategies,464,1,no,no,.5198914173942083,B/C,.0866587653277707,1,0,1.890171051025391,5.708192679384823,-3.813167287752842,-4.604348099564906,-.2110957742322349,1,1.890171051025391,-4.050000190734863,,0
219,1892 Polling,461,1,no,no,.5198914173942083,B/C,-.0277419910364482,1,0,.6050987243652344,4.986418844306704,-4.376465779334881,-3.738883553313888,-.1714167785284408,1,-.6050987243652344,-4.217575998017282,7.549999237060547,0
220,Braun Research,33,6,no,no,.5218497983001612,B/C,1.168395140330185,1,.5,6.57904052734375,5.333275649057244,1.250619218893095,.084193314818258,.0149521893767173,6,6.57904052734375,2.750000317891438,2.25,.193905661400436
221,Big Data Poll,251,4,no,yes,.522758638732403,F,-.4342454568686589,.25,.25,3.046503067016602,3.696486658840722,-.6451292512175306,.0931661432263936,.0132798075498592,4,-3.046503067016602,-4.851080095445788,6.731741858822733,0
222,Blumenthal Research Daily,447,2,no,yes,.5263744841283232,F,-.1575991160111993,1,0,2.467611312866211,5.638341035807127,-3.165875382334327,-2.051734484823545,-.1798847586821848,2,-1.797548294067383,-3.291666666666667,1,1.5836249328262
