cycle,state,senate_class,start_date,end_date,DEM_poll,REP_poll,DEM_result,REP_result,error,absolute_error
2010,MO,3,2010-08-07,2010-08-22,48.4,48.8,40.63,54.23,-13.199999999999996,13.199999999999996
2010,CO,3,2010-08-07,2010-08-08,46.0,43.0,48.08,46.4,-1.3200000000000003,1.3200000000000003
2010,OH,3,2010-08-06,2010-08-08,36.0,43.0,39.4,56.85,-10.450000000000003,10.450000000000003
2010,FL,3,2010-08-06,2010-08-10,17.0,29.0,20.2,48.89,-16.69,16.69
2010,OH,3,2010-08-06,2010-08-08,41.0,47.0,39.4,56.85,-11.450000000000003,11.450000000000003
2010,DE,2,2010-08-05,2010-08-05,46.0,36.0,56.61,40.03,6.579999999999998,6.579999999999998
2010,IA,3,2010-08-05,2010-08-05,35.0,55.0,33.3,64.35,-11.049999999999997,11.049999999999997
2010,NH,3,2010-08-05,2010-08-05,38.0,51.0,36.81,60.03,-10.219999999999999,10.219999999999999
2010,PA,3,2010-08-04,2010-08-04,34.93,47.55,48.99,51.01,10.600000000000001,10.600000000000001
2010,NV,3,2010-08-04,2010-08-04,45.6,41.0,50.29,44.55,1.1400000000000006,1.1400000000000006
2010,IL,3,2010-08-04,2010-08-04,32.68,39.19,46.42,48.01,4.920000000000002,4.920000000000002
2010,IN,3,2010-08-04,2010-08-07,29.0,50.0,40.0,54.58,6.420000000000002,6.420000000000002
2010,MO,3,2010-08-04,2010-08-04,43.22,46.63,40.63,54.23,-10.18999999999999,10.18999999999999
2010,KS,3,2010-08-04,2010-08-04,28.0,61.0,26.38,70.09,-10.710000000000008,10.710000000000008
2010,CA,3,2010-08-03,2010-08-03,45.0,40.0,52.18,42.17,5.009999999999998,5.009999999999998
2010,NC,3,2010-08-03,2010-08-03,40.0,49.0,43.05,54.81,-2.760000000000005,2.760000000000005
2010,KY,3,2010-08-02,2010-08-04,31.0,41.0,44.22,55.69,-1.4699999999999989,1.4699999999999989
2010,OH,3,2010-08-02,2010-08-02,40.0,44.0,39.4,56.85,-13.450000000000003,13.450000000000003
2010,NV,3,2010-07-30,2010-08-01,48.0,44.0,50.29,44.55,1.740000000000002,1.740000000000002
2010,NV,3,2010-07-30,2010-08-01,52.0,36.0,50.29,44.55,-10.259999999999998,10.259999999999998
2010,CT,3,2010-07-28,2010-08-02,50.0,40.0,55.16,43.22,1.9399999999999977,1.9399999999999977
2010,WA,3,2010-07-27,2010-08-01,49.0,46.0,52.36,47.64,1.7199999999999989,1.7199999999999989
2010,WA,3,2010-07-27,2010-08-01,50.0,39.0,52.36,47.64,-6.280000000000001,6.280000000000001
2010,WV,1,2010-07-26,2010-08-02,54.0,32.0,53.47,43.4,-11.93,11.93
2008,CO,2,2008-08-23,2008-08-24,41.0,38.0,52.8,42.49,7.309999999999995,7.309999999999995
2008,TX,2,2008-08-21,2008-08-21,38.0,52.0,42.84,54.82,2.020000000000003,2.020000000000003
2008,CO,2,2008-08-21,2008-08-24,39.0,31.0,52.8,42.49,2.309999999999995,2.309999999999995
2008,NM,2,2008-08-20,2008-08-20,52.0,44.0,61.33,38.67,14.659999999999997,14.659999999999997
2008,NC,2,2008-08-20,2008-08-23,42.0,39.0,52.65,44.18,5.469999999999999,5.469999999999999
2008,NC,2,2008-08-20,2008-08-26,50.0,45.0,52.65,44.18,3.469999999999999,3.469999999999999
2008,NC,2,2008-08-19,2008-08-19,40.0,40.0,52.65,44.18,8.469999999999999,8.469999999999999
2008,NH,2,2008-08-19,2008-08-19,52.0,43.0,51.59,45.25,-2.6599999999999966,2.6599999999999966
2008,ID,2,2008-08-18,2008-08-22,30.0,41.0,34.11,57.65,-12.54,12.54
2008,NH,2,2008-08-18,2008-08-20,52.0,41.0,51.59,45.25,-4.659999999999997,4.659999999999997
2008,MI,2,2008-08-18,2008-08-21,59.0,27.0,62.66,33.85,-3.190000000000005,3.190000000000005
2008,KS,2,2008-08-18,2008-08-20,31.0,58.0,36.46,60.06,3.3999999999999986,3.3999999999999986
2008,OR,2,2008-08-15,2008-08-15,38.0,47.0,48.9,45.55,12.350000000000001,12.350000000000001
2008,NC,2,2008-08-14,2008-08-17,41.0,44.0,52.65,44.18,11.469999999999999,11.469999999999999
2008,LA,2,2008-08-14,2008-08-14,56.0,39.0,52.11,45.72,-10.61,10.61
2008,GA,2,2008-08-14,2008-08-14,44.0,50.0,46.83,49.76,3.0700000000000003,3.0700000000000003
2008,MN,2,2008-08-13,2008-08-14,39.0,46.0,41.99,41.98,7.010000000000005,7.010000000000005
2008,CO,2,2008-08-13,2008-08-13,50.0,42.0,52.8,42.49,2.309999999999995,2.309999999999995
2008,CO,2,2008-08-13,2008-08-15,47.0,37.0,52.8,42.49,0.30999999999999517,0.30999999999999517
2008,MN,2,2008-08-13,2008-08-13,46.0,49.0,41.99,41.98,3.010000000000005,3.010000000000005
2008,VA,2,2008-08-12,2008-08-12,61.0,35.0,65.03,33.73,5.300000000000004,5.300000000000004
2008,ME,2,2008-08-12,2008-08-12,40.0,55.0,38.58,61.33,-7.75,7.75
2008,IL,2,2008-08-12,2008-08-12,61.0,33.0,67.84,28.53,11.310000000000002,11.310000000000002
2008,OK,2,2008-08-12,2008-08-14,41.0,50.0,39.18,56.68,-8.5,8.5
2008,SD,2,2008-08-12,2008-08-14,61.0,34.0,62.49,37.51,-2.019999999999996,2.019999999999996
2008,KS,2,2008-08-11,2008-08-11,37.0,56.0,36.46,60.06,-4.600000000000001,4.600000000000001
2008,CO,2,2008-08-11,2008-08-13,44.0,38.0,52.8,42.49,4.309999999999995,4.309999999999995
2008,TN,2,2008-08-10,2008-08-12,30.0,60.0,31.64,65.14,-3.5,3.5
2008,KY,2,2008-08-09,2008-08-11,40.0,52.0,47.03,52.97,6.060000000000002,6.060000000000002
2008,NC,2,2008-08-09,2008-08-11,41.0,46.0,52.65,44.18,13.469999999999999,13.469999999999999
2008,AK,2,2008-08-09,2008-08-12,56.0,39.0,47.77,46.52,-15.75,15.75
2008,VA,2,2008-08-08,2008-08-10,58.0,34.0,65.03,33.73,7.300000000000004,7.300000000000004
2008,MI,2,2008-08-07,2008-08-07,57.0,39.0,62.66,33.85,10.809999999999995,10.809999999999995
2008,OR,2,2008-08-07,2008-08-07,44.0,50.0,48.9,45.55,9.350000000000001,9.350000000000001
2008,IA,2,2008-08-07,2008-08-07,60.0,36.0,62.66,37.26,1.3999999999999986,1.3999999999999986
2008,MN,2,2008-08-07,2008-08-17,41.0,40.0,41.99,41.98,-0.9899999999999949,0.9899999999999949
2008,NJ,2,2008-08-07,2008-08-11,50.0,32.0,56.03,41.95,-3.9200000000000017,3.9200000000000017
2008,GA,2,2008-08-06,2008-08-10,36.0,42.0,46.83,49.76,3.0700000000000003,3.0700000000000003
2008,MA,2,2008-08-05,2008-08-05,59.0,32.0,65.86,30.93,7.93,7.93
2008,CO,2,2008-08-05,2008-08-07,47.0,41.0,52.8,42.49,4.309999999999995,4.309999999999995
2008,NJ,2,2008-08-04,2008-08-04,53.0,38.0,56.03,41.95,-0.9200000000000017,0.9200000000000017
2008,NJ,2,2008-08-04,2008-08-10,48.0,41.0,56.03,41.95,7.079999999999998,7.079999999999998
2008,OR,2,2008-08-02,2008-08-04,37.0,49.0,48.9,45.55,15.350000000000001,15.350000000000001
2008,MA,2,2008-07-31,2008-08-03,51.0,29.0,65.86,30.93,12.93,12.93
2006,TX,1,2006-08-31,2006-08-31,32.0,58.0,36.04,61.69,0.3500000000000014,0.3500000000000014
2006,MI,1,2006-08-31,2006-08-31,51.0,43.0,56.91,41.26,7.649999999999999,7.649999999999999
2006,NJ,1,2006-08-28,2006-08-28,39.0,44.0,53.37,44.34,14.029999999999994,14.029999999999994
2006,FL,1,2006-08-28,2006-08-28,57.0,34.0,60.3,38.1,-0.8000000000000043,0.8000000000000043
2006,MI,1,2006-08-28,2006-08-30,50.0,37.0,56.91,41.26,2.6499999999999986,2.6499999999999986
2006,MO,1,2006-08-28,2006-08-31,47.0,46.0,49.58,47.31,1.269999999999996,1.269999999999996
2006,WA,1,2006-08-28,2006-08-29,53.0,36.0,56.81,39.91,-0.09999999999999432,0.09999999999999432
2006,WA,1,2006-08-25,2006-08-27,56.0,39.0,56.81,39.91,-0.09999999999999432,0.09999999999999432
2006,CA,1,2006-08-25,2006-08-27,56.0,34.0,59.43,35.02,2.4099999999999966,2.4099999999999966
2006,WA,1,2006-08-25,2006-08-27,48.0,43.0,56.81,39.91,11.900000000000006,11.900000000000006
2006,MI,1,2006-08-25,2006-08-27,49.0,42.0,56.91,41.26,8.649999999999999,8.649999999999999
2006,FL,1,2006-08-25,2006-08-27,63.0,20.0,60.3,38.1,-20.800000000000004,20.800000000000004
2006,NM,1,2006-08-25,2006-08-31,62.0,23.0,70.61,29.33,2.280000000000001,2.280000000000001
2006,AZ,1,2006-08-24,2006-08-24,35.0,52.0,43.5,53.34,7.159999999999997,7.159999999999997
2006,AZ,1,2006-08-24,2006-08-29,36.0,46.0,43.5,53.34,0.1599999999999966,0.1599999999999966
2006,OH,1,2006-08-23,2006-08-27,46.0,40.0,56.16,43.82,6.339999999999996,6.339999999999996
2006,PA,1,2006-08-23,2006-08-27,56.0,38.0,58.64,41.28,-0.6400000000000006,0.6400000000000006
2006,MT,1,2006-08-23,2006-08-27,48.0,45.0,49.16,48.29,-2.1300000000000026,2.1300000000000026
2006,MN,1,2006-08-23,2006-08-27,50.0,40.0,58.06,37.94,10.120000000000005,10.120000000000005
2006,MO,1,2006-08-23,2006-08-27,44.0,50.0,49.58,47.31,8.269999999999996,8.269999999999996
2006,PA,1,2006-08-23,2006-08-23,48.0,40.0,58.64,41.28,9.36,9.36
2006,RI,1,2006-08-23,2006-08-23,44.0,42.0,53.35,46.33,5.020000000000003,5.020000000000003
2006,OH,1,2006-08-22,2006-08-22,45.0,42.0,56.16,43.82,9.339999999999996,9.339999999999996
2006,CA,1,2006-08-22,2006-08-22,56.0,34.0,59.43,35.02,2.4099999999999966,2.4099999999999966
2006,MI,1,2006-08-21,2006-08-22,51.0,38.0,56.91,41.26,2.6499999999999986,2.6499999999999986
2006,NJ,1,2006-08-21,2006-08-27,39.0,43.0,53.37,44.34,13.029999999999994,13.029999999999994
2006,MI,1,2006-08-19,2006-08-21,51.0,42.0,56.91,41.26,6.649999999999999,6.649999999999999
2006,MD,1,2006-08-18,2006-08-25,44.0,39.0,54.21,44.2,5.009999999999998,5.009999999999998
2006,VA,1,2006-08-18,2006-08-20,45.0,48.0,49.59,49.2,3.3900000000000006,3.3900000000000006
2006,ME,1,2006-08-17,2006-08-17,20.0,68.0,20.59,74.01,-5.420000000000002,5.420000000000002
2006,VA,1,2006-08-16,2006-08-16,42.0,47.0,49.59,49.2,5.390000000000001,5.390000000000001
2006,RI,1,2006-08-16,2006-08-21,42.0,43.0,53.35,46.33,8.020000000000003,8.020000000000003
2006,ME,1,2006-08-16,2006-08-25,26.0,53.0,20.59,74.01,-26.42,26.42
2006,NY,1,2006-08-15,2006-08-21,55.1,34.4,67.0,31.01,15.289999999999992,15.289999999999992
2006,AZ,1,2006-08-15,2006-08-21,44.2,48.3,43.5,53.34,-5.740000000000009,5.740000000000009
2006,MN,1,2006-08-15,2006-08-17,49.0,39.0,58.06,37.94,10.120000000000005,10.120000000000005
2006,FL,1,2006-08-15,2006-08-21,52.4,31.8,60.3,38.1,1.5999999999999979,1.5999999999999979
2006,MD,1,2006-08-15,2006-08-21,50.3,41.4,54.21,44.2,1.1099999999999994,1.1099999999999994
2006,MI,1,2006-08-15,2006-08-21,49.4,45.0,56.91,41.26,11.25,11.25
2006,MN,1,2006-08-15,2006-08-21,49.9,42.3,58.06,37.94,12.520000000000003,12.520000000000003
2006,MO,1,2006-08-15,2006-08-21,45.2,49.7,49.58,47.31,6.769999999999996,6.769999999999996
2006,NJ,1,2006-08-15,2006-08-21,43.3,40.5,53.37,44.34,6.229999999999997,6.229999999999997
2006,NM,1,2006-08-15,2006-08-21,58.6,31.2,70.61,29.33,13.879999999999999,13.879999999999999
2006,NV,1,2006-08-15,2006-08-21,44.7,48.1,40.99,55.36,-10.969999999999999,10.969999999999999
2006,TN,1,2006-08-15,2006-08-21,44.2,47.5,47.99,50.71,0.5799999999999983,0.5799999999999983
2006,OH,1,2006-08-15,2006-08-21,47.2,38.7,56.16,43.82,3.8399999999999963,3.8399999999999963
2006,VA,1,2006-08-15,2006-08-21,47.9,46.6,49.59,49.2,-0.9099999999999966,0.9099999999999966
2006,PA,1,2006-08-15,2006-08-21,50.5,41.7,58.64,41.28,8.560000000000002,8.560000000000002
2006,WI,1,2006-08-15,2006-08-21,50.7,32.9,67.31,29.48,20.029999999999994,20.029999999999994
2006,WA,1,2006-08-15,2006-08-21,50.9,43.3,56.81,39.91,9.300000000000004,9.300000000000004
2006,WA,1,2006-08-15,2006-08-15,46.0,40.0,56.81,39.91,10.900000000000006,10.900000000000006
2006,TX,1,2006-08-15,2006-08-21,37.3,54.6,36.04,61.69,-8.349999999999994,8.349999999999994
2006,MO,1,2006-08-15,2006-08-15,44.0,46.0,49.58,47.31,4.269999999999996,4.269999999999996
2006,PA,1,2006-08-13,2006-08-16,51.0,37.0,58.64,41.28,3.3599999999999994,3.3599999999999994
2006,MO,1,2006-08-12,2006-08-14,47.0,46.0,49.58,47.31,1.269999999999996,1.269999999999996
2006,NV,1,2006-08-12,2006-08-12,33.0,54.0,40.99,55.36,6.630000000000003,6.630000000000003
2006,NJ,1,2006-08-11,2006-08-13,42.0,40.0,53.37,44.34,7.029999999999994,7.029999999999994
2006,PA,1,2006-08-11,2006-08-13,47.0,41.0,58.64,41.28,11.36,11.36
2006,MI,1,2006-08-10,2006-08-10,49.0,44.0,56.91,41.26,10.649999999999999,10.649999999999999
2006,NE,1,2006-08-10,2006-08-10,55.0,32.0,63.88,36.12,4.760000000000005,4.760000000000005
2006,WI,1,2006-08-10,2006-08-10,59.0,31.0,67.31,29.48,9.829999999999998,9.829999999999998
2006,TN,1,2006-08-10,2006-08-15,44.0,42.0,47.99,50.71,-4.719999999999999,4.719999999999999
2006,TN,1,2006-08-10,2006-08-10,42.0,48.0,47.99,50.71,3.280000000000001,3.280000000000001
2006,MD,1,2006-08-09,2006-08-09,47.0,42.0,54.21,44.2,5.009999999999998,5.009999999999998
2006,MI,1,2006-08-09,2006-08-14,54.0,42.0,56.91,41.26,3.6499999999999986,3.6499999999999986
2006,MT,1,2006-08-08,2006-08-08,47.0,47.0,49.16,48.29,0.8699999999999974,0.8699999999999974
2006,PA,1,2006-08-08,2006-08-13,47.0,40.0,58.64,41.28,10.36,10.36
2006,MI,1,2006-08-08,2006-08-08,48.0,41.0,56.91,41.26,8.649999999999999,8.649999999999999
2006,NY,1,2006-08-07,2006-08-18,60.0,35.0,67.0,31.01,10.989999999999995,10.989999999999995
2006,PA,1,2006-08-06,2006-08-06,45.0,39.0,58.64,41.28,11.36,11.36
2006,FL,1,2006-08-06,2006-08-09,60.0,25.0,60.3,38.1,-12.800000000000004,12.800000000000004
2006,OH,1,2006-08-05,2006-08-07,49.0,41.0,56.16,43.82,4.339999999999996,4.339999999999996
2006,RI,1,2006-08-03,2006-08-03,44.0,38.0,53.35,46.33,1.0200000000000031,1.0200000000000031
2006,TX,1,2006-08-03,2006-08-03,31.0,61.0,36.04,61.69,4.350000000000001,4.350000000000001
2006,MD,1,2006-08-01,2006-08-02,43.0,35.0,54.21,44.2,2.009999999999998,2.009999999999998
2006,MN,1,2006-08-01,2006-08-01,50.0,38.0,58.06,37.94,8.120000000000005,8.120000000000005
2006,WV,1,2006-08-01,2006-08-01,56.0,31.0,64.42,33.71,5.710000000000001,5.710000000000001
2006,NY,1,2006-07-31,2006-08-03,58.0,32.0,67.0,31.01,9.989999999999995,9.989999999999995
2004,OK,3,2004-08-30,2004-08-30,37.0,44.0,41.24,52.77,-4.530000000000001,4.530000000000001
2004,AK,3,2004-08-27,2004-08-30,46.0,45.0,45.55,48.58,-4.030000000000001,4.030000000000001
2004,GA,3,2004-08-26,2004-08-30,41.0,46.0,39.96,57.85,-12.89,12.89
2004,PA,3,2004-08-26,2004-08-28,31.0,51.0,41.99,52.62,9.370000000000005,9.370000000000005
2004,GA,3,2004-08-26,2004-08-28,38.0,52.0,39.96,57.85,-3.8900000000000006,3.8900000000000006
2004,SD,3,2004-08-25,2004-08-30,53.0,45.0,49.42,50.58,-9.159999999999997,9.159999999999997
2004,SD,3,2004-08-24,2004-08-26,48.0,50.0,49.42,50.58,0.8400000000000034,0.8400000000000034
2004,FL,3,2004-08-24,2004-08-24,44.0,44.0,48.32,49.43,-1.1099999999999994,1.1099999999999994
2004,CO,3,2004-08-24,2004-08-26,47.0,43.0,51.3,46.53,0.769999999999996,0.769999999999996
2004,SC,3,2004-08-24,2004-08-26,38.0,50.0,44.1,53.67,2.4299999999999997,2.4299999999999997
2004,GA,3,2004-08-24,2004-08-25,36.0,51.0,39.96,57.85,-2.8900000000000006,2.8900000000000006
2004,WA,3,2004-08-23,2004-08-26,53.0,31.0,54.98,42.74,-9.760000000000005,9.760000000000005
2004,WA,3,2004-08-21,2004-08-23,49.0,41.0,54.98,42.74,4.239999999999995,4.239999999999995
2004,AR,3,2004-08-20,2004-08-22,58.0,34.0,55.9,44.07,-12.170000000000002,12.170000000000002
2004,CO,3,2004-08-19,2004-08-19,49.0,45.0,51.3,46.53,0.769999999999996,0.769999999999996
2004,OH,3,2004-08-18,2004-08-27,31.0,45.0,36.14,63.85,-13.71,13.71
2004,CA,3,2004-08-16,2004-08-18,48.0,42.0,57.71,37.8,13.910000000000004,13.910000000000004
2004,PA,3,2004-08-16,2004-08-18,32.0,49.0,41.99,52.62,6.3700000000000045,6.3700000000000045
2004,OK,3,2004-08-16,2004-08-18,43.0,47.0,41.24,52.77,-7.530000000000001,7.530000000000001
2004,SC,3,2004-08-16,2004-08-18,39.0,52.0,44.1,53.67,3.4299999999999997,3.4299999999999997
2004,IN,3,2004-08-15,2004-08-18,67.0,22.0,61.65,37.23,-20.58,20.58
2004,NC,3,2004-08-14,2004-08-16,49.0,40.0,47.02,51.6,-13.579999999999998,13.579999999999998
2004,CO,3,2004-08-14,2004-08-16,47.0,48.0,51.3,46.53,5.769999999999996,5.769999999999996
2004,IL,3,2004-08-13,2004-08-16,65.0,24.0,69.97,27.05,1.9200000000000017,1.9200000000000017
2004,GA,3,2004-08-13,2004-08-16,37.0,51.0,39.96,57.85,-3.8900000000000006,3.8900000000000006
2004,PA,3,2004-08-13,2004-08-21,36.0,54.0,41.99,52.62,7.3700000000000045,7.3700000000000045
2004,PA,3,2004-08-13,2004-08-21,36.0,56.0,41.99,52.62,9.370000000000005,9.370000000000005
2004,NC,3,2004-08-13,2004-08-15,50.0,42.0,47.02,51.6,-12.579999999999998,12.579999999999998
2004,CT,3,2004-08-12,2004-08-17,64.0,20.0,66.35,32.13,-9.780000000000008,9.780000000000008
2004,SD,3,2004-08-11,2004-08-12,48.0,45.0,49.42,50.58,-4.159999999999997,4.159999999999997
2004,PA,3,2004-08-11,2004-08-16,33.0,48.0,41.99,52.62,4.3700000000000045,4.3700000000000045
2004,OK,3,2004-08-10,2004-08-12,39.0,47.0,41.24,52.77,-3.530000000000001,3.530000000000001
2004,LA,3,2004-08-10,2004-08-12,18.0,35.0,11.87,51.03,-22.160000000000004,22.160000000000004
2004,LA,3,2004-08-09,2004-08-15,21.0,42.0,11.87,51.03,-18.160000000000004,18.160000000000004
2004,CA,3,2004-08-09,2004-08-11,52.0,38.0,57.71,37.8,5.910000000000004,5.910000000000004
2004,WA,3,2004-08-09,2004-08-11,49.0,40.0,54.98,42.74,3.239999999999995,3.239999999999995
2004,NC,3,2004-08-08,2004-08-11,47.0,38.0,47.02,51.6,-13.579999999999998,13.579999999999998
2004,OK,3,2004-08-08,2004-08-11,43.0,45.0,41.24,52.77,-9.530000000000001,9.530000000000001
2004,IL,3,2004-08-06,2004-08-07,67.0,28.0,69.97,27.05,3.9200000000000017,3.9200000000000017
2004,CA,3,2004-08-04,2004-08-11,53.0,36.0,57.71,37.8,2.9100000000000037,2.9100000000000037
2004,NY,3,2004-08-03,2004-08-09,62.0,13.0,71.16,24.24,-2.0799999999999983,2.0799999999999983
2004,PA,3,2004-08-02,2004-08-15,26.0,53.0,41.99,52.62,16.370000000000005,16.370000000000005
2004,CA,3,2004-07-30,2004-08-05,50.0,33.0,57.71,37.8,2.9100000000000037,2.9100000000000037
2002,TX,2,2002-08-26,2002-08-28,39.0,45.0,43.33,55.3,-5.969999999999999,5.969999999999999
2002,CO,2,2002-08-25,2002-08-27,35.0,46.0,45.77,50.7,6.07,6.07
2002,IL,2,2002-08-22,2002-08-26,46.0,23.0,60.33,38.02,-0.6900000000000048,0.6900000000000048
2002,MO,1,2002-08-20,2002-08-22,46.0,47.0,48.67,49.8,-0.12999999999999545,0.12999999999999545
2002,ME,2,2002-08-19,2002-08-21,38.0,47.0,41.56,58.44,-7.8799999999999955,7.8799999999999955
2002,AR,2,2002-08-19,2002-08-24,51.0,41.0,53.9,46.1,-2.200000000000003,2.200000000000003
2002,OR,2,2002-08-15,2002-08-18,41.0,45.0,39.61,56.21,-12.600000000000001,12.600000000000001
2002,TX,2,2002-08-14,2002-08-16,32.0,37.0,43.33,55.3,-6.969999999999999,6.969999999999999
2002,SD,2,2002-08-14,2002-08-16,40.0,40.0,49.62,49.47,0.14999999999999858,0.14999999999999858
2002,NH,2,2002-08-14,2002-08-16,43.0,44.0,46.4,50.82,-3.4200000000000017,3.4200000000000017
2002,TN,2,2002-08-14,2002-08-16,40.0,52.0,44.34,54.27,2.0700000000000003,2.0700000000000003
2002,TN,2,2002-08-14,2002-08-16,39.0,53.0,44.34,54.27,4.07,4.07
2002,MI,2,2002-08-14,2002-08-16,62.0,33.0,60.61,37.89,-6.280000000000001,6.280000000000001
2002,SD,2,2002-08-10,2002-08-12,48.0,45.0,49.62,49.47,-2.8500000000000014,2.8500000000000014
2002,AR,2,2002-08-08,2002-08-11,43.0,46.0,53.9,46.1,10.799999999999997,10.799999999999997
2002,TX,2,2002-07-31,2002-08-08,46.0,46.0,43.33,55.3,-11.969999999999999,11.969999999999999
2002,TX,2,2002-07-29,2002-08-01,35.0,46.0,43.33,55.3,-0.9699999999999989,0.9699999999999989
2002,TX,2,2002-07-29,2002-08-01,35.0,50.0,43.33,55.3,3.030000000000001,3.030000000000001
2002,ME,2,2002-07-15,2002-08-01,20.0,49.0,41.56,58.44,12.120000000000005,12.120000000000005
2000,UT,1,2000-08-28,2000-08-31,27.0,59.0,31.51,65.58,-2.069999999999993,2.069999999999993
2000,NE,1,2000-08-27,2000-08-30,54.0,39.0,51.0,48.82,-12.82,12.82
2000,RI,1,2000-08-26,2000-08-30,31.0,48.0,41.15,56.88,1.269999999999996,1.269999999999996
2000,NJ,1,2000-08-24,2000-08-27,24.0,29.0,50.11,47.1,8.009999999999998,8.009999999999998
2000,NY,1,2000-08-24,2000-08-25,47.0,45.0,55.27,43.01,10.260000000000005,10.260000000000005
2002,IA,2,2000-08-23,2000-08-30,55.0,32.0,54.18,43.78,-12.600000000000001,12.600000000000001
2000,MI,1,2000-08-20,2000-08-22,43.0,48.0,49.47,47.86,6.609999999999999,6.609999999999999
2000,NJ,1,2000-08-18,2000-08-19,30.0,28.0,50.11,47.1,1.009999999999998,1.009999999999998
2000,CA,1,2000-08-14,2000-08-16,52.0,33.0,55.84,36.59,0.25,0.25
2000,MA,1,2000-08-14,2000-08-16,68.0,16.0,72.69,12.86,7.829999999999998,7.829999999999998
2000,NY,1,2000-08-14,2000-08-16,46.0,43.0,55.27,43.01,9.260000000000005,9.260000000000005
2000,NJ,1,2000-08-14,2000-08-16,43.0,35.0,50.11,47.1,-4.990000000000002,4.990000000000002
2000,VA,1,2000-08-14,2000-08-16,43.0,51.0,47.68,52.26,3.4200000000000017,3.4200000000000017
2000,MI,1,2000-08-14,2000-08-16,34.0,43.0,49.47,47.86,10.61,10.61
2000,VT,1,2000-08-14,2000-08-16,28.0,61.0,25.43,65.56,-7.130000000000003,7.130000000000003
2000,MN,1,2000-08-14,2000-08-16,44.0,41.0,48.83,43.29,2.539999999999999,2.539999999999999
2000,IN,1,2000-08-14,2000-08-16,13.0,63.0,31.85,66.56,15.29,15.29
2000,CA,1,2000-08-14,2000-08-16,51.0,34.0,55.84,36.59,2.25,2.25
2000,WA,1,2000-08-14,2000-08-16,40.0,40.0,48.73,48.64,0.0899999999999963,0.0899999999999963
2000,PA,1,2000-08-14,2000-08-16,36.0,47.0,45.51,52.41,4.100000000000001,4.100000000000001
2000,MD,1,2000-08-14,2000-08-16,61.0,27.0,63.18,36.73,-7.549999999999997,7.549999999999997
2000,TX,1,2000-08-07,2000-08-30,23.0,55.0,32.35,65.04,-0.6900000000000048,0.6900000000000048
2000,MT,1,2000-08-05,2000-08-07,38.0,47.0,47.24,50.55,5.690000000000005,5.690000000000005
2000,MI,1,2000-08-04,2000-08-07,39.0,43.0,49.47,47.86,5.609999999999999,5.609999999999999
2000,NJ,1,2000-08-03,2000-08-05,29.0,26.0,50.11,47.1,0.00999999999999801,0.00999999999999801
2000,ND,1,2000-07-31,2000-08-02,51.0,37.0,61.37,38.63,8.739999999999995,8.739999999999995
2000,DE,1,2000-07-28,2000-08-01,45.0,43.0,55.53,43.7,9.829999999999998,9.829999999999998
1998,KY,3,1998-08-31,1998-08-01,41.0,41.0,49.16,49.75,-0.5900000000000034,0.5900000000000034
1998,KY,3,1998-08-25,1998-08-27,45.0,37.0,49.16,49.75,-8.590000000000003,8.590000000000003
1998,FL,3,1998-08-24,1998-08-25,59.0,28.0,62.47,37.53,-6.060000000000002,6.060000000000002
1998,NV,3,1998-08-24,1998-08-26,46.0,41.0,47.88,47.78,-4.899999999999999,4.899999999999999
1998,CT,3,1998-08-23,1998-08-28,59.0,26.0,65.15,32.37,-0.21999999999999176,0.21999999999999176
1998,CT,3,1998-08-23,1998-08-28,54.0,34.0,65.15,32.37,12.780000000000008,12.780000000000008
1998,CA,3,1998-08-18,1998-08-24,45.0,45.0,53.06,43.01,10.050000000000004,10.050000000000004
1998,GA,3,1998-08-16,1998-08-19,37.0,45.0,45.15,52.37,0.7800000000000011,0.7800000000000011
1998,IL,3,1998-08-11,1998-08-17,39.0,46.0,47.44,50.35,4.089999999999996,4.089999999999996
1998,NY,3,1998-08-10,1998-08-12,30.0,48.0,54.62,44.08,28.54,28.54
1998,KY,3,1998-08-09,1998-08-10,44.0,44.0,49.16,49.75,-0.5900000000000034,0.5900000000000034
1998,WI,3,1998-08-07,1998-08-26,54.0,30.0,50.55,48.4,-21.85,21.85
1998,PA,3,1998-08-02,1998-08-04,25.0,57.0,34.79,61.34,5.449999999999996,5.449999999999996
1998,VT,3,1998-08-01,1998-08-03,69.0,20.0,72.22,22.45,0.769999999999996,0.769999999999996
1998,NV,3,1998-07-29,1998-08-04,46.0,40.0,47.88,47.78,-5.899999999999999,5.899999999999999
1998,CA,3,1998-07-09,1998-08-01,40.0,40.0,53.06,43.01,10.050000000000004,10.050000000000004
1996,SD,2,1996-08-27,1996-08-28,39.0,49.0,51.32,48.68,12.64,12.64
1996,OR,2,1996-08-27,1996-08-31,45.0,46.0,45.9,49.8,-2.8999999999999986,2.8999999999999986
1996,MN,2,1996-08-25,1996-08-27,40.0,44.0,50.32,41.29,13.030000000000001,13.030000000000001
1996,KS,3,1996-08-20,1996-08-22,43.0,51.0,43.33,53.91,-2.5799999999999983,2.5799999999999983
1996,MI,2,1996-08-20,1996-08-22,57.0,31.0,58.36,39.87,-7.509999999999998,7.509999999999998
1996,VA,2,1996-08-12,1996-08-17,23.0,50.0,47.39,52.48,21.910000000000004,21.910000000000004
1996,ID,2,1996-08-11,1996-08-13,33.0,45.0,39.91,57.02,-5.1100000000000065,5.1100000000000065
