bbref_ID,yearID,gameNum,gameID,lgID,startingPos,OFF600,DEF600,PITCH200,asg_PA,asg_IP,OFFper9innASG,DEFper9innASG,PITper9innASG,TOTper9innASG
robinfr02,1974,0,NLS197407230,AL,NULL,18.36650338,-10.31773425,0,1,0,0.030610839,-0.017196224,0,0.013414615
fingero01,1974,0,NLS197407230,AL,NULL,0,0,0.445068441,0,1,0,0,0.00250351,0.00250351
hendrge01,1974,0,NLS197407230,AL,NULL,5.672928673,-5.150208716,0,2,0,0.018909762,-0.017167362,0,0.0017424
kalinal01,1974,0,NLS197407230,AL,NULL,-0.013172219,-8.405847736,0,1,0,-2.20E-05,-0.014009746,0,-0.0140317
chalkda01,1974,0,NLS197407230,AL,NULL,-10.56678354,0.891074713,0,1,0,-0.017611306,0.001485125,0,-0.016126181
morgajo02,1972,0,NLS197207250,NL,4,24.5432971,4.198314692,0,5,0,0.204527476,0.034985956,0,0.239513432
gibsobo01,1972,0,NLS197207250,NL,1,0,0,13.83641372,0,2,0,0,0.124527723,0.124527723
benchjo01,1972,0,NLS197207250,NL,2,20.16432734,13.47531652,0,2,0,0.067214424,0.044917722,0,0.112132146
aaronha01,1972,0,NLS197207250,NL,9,31.8128617,-9.466043268,0,3,0,0.159064309,-0.047330216,0,0.111734092
mcgratu01,1972,0,NLS197207250,NL,NULL,0,0,11.30396502,0,2,0,0,0.101735685,0.101735685
suttodo01,1972,0,NLS197207250,NL,NULL,0,0,8.817838695,0,2,0,0,0.079360548,0.079360548
carltst01,1972,0,NLS197207250,NL,NULL,0,0,17.20936471,0,1,0,0,0.077442141,0.077442141
cedence01,1972,0,NLS197207250,NL,NULL,25.36042447,-2.200756792,0,2,0,0.084534748,-0.007335856,0,0.077198892
speiech01,1972,0,NLS197207250,NL,NULL,2.59753311,12.21322207,0,3,0,0.012987666,0.06106611,0,0.074053776
willibi01,1972,0,NLS197207250,NL,NULL,30.39613717,-10.0648648,0,2,0,0.101320457,-0.033549549,0,0.067770908
stargwi01,1972,0,NLS197207250,NL,7,28.80256911,-8.646876041,0,2,0,0.096008564,-0.02882292,0,0.067185644
torrejo01,1972,0,NLS197207250,NL,5,20.01318972,-7.003846331,0,3,0,0.100065949,-0.035019232,0,0.065046717
mayswi01,1972,0,NLS197207250,NL,8,23.2097594,-4.397621841,0,2,0,0.077365865,-0.014658739,0,0.062707125
sanguma01,1972,0,NLS197207250,NL,NULL,2.084104559,13.47818456,0,2,0,0.006947015,0.044927282,0,0.051874297
mayle01,1972,0,NLS197207250,NL,3,17.4282647,-10.69341872,0,4,0,0.116188431,-0.071289458,0,0.044898973
stonebi01,1972,0,NLS197207250,NL,NULL,0,0,3.301589106,0,2,0,0,0.029714302,0.029714302
colbena01,1972,0,NLS197207250,NL,NULL,21.28221936,-7.857818867,0,1,0,0.035470366,-0.013096365,0,0.022374001
blassst01,1972,0,NLS197207250,NL,NULL,0,0,4.889213513,0,1,0,0,0.022001461,0.022001461
santoro01,1972,0,NLS197207250,NL,NULL,9.87106114,2.331221711,0,1,0,0.016451769,0.00388537,0,0.020337138
oliveal01,1972,0,NLS197207250,NL,NULL,9.162967747,-3.774390468,0,1,0,0.015271613,-0.006290651,0,0.008980962
beckegl01,1972,0,NLS197207250,NL,NULL,-7.411617041,1.474142565,0,1,0,-0.012352695,0.002456904,0,-0.009895791
kessido01,1972,0,NLS197207250,NL,6,-13.36849688,6.918352289,0,2,0,-0.044561656,0.023061174,0,-0.021500482
woodwi01,1972,0,NLS197207250,AL,NULL,0,0,17.9389289,0,2,0,0,0.172988707,0.172988707
grichbo01,1972,0,NLS197207250,AL,6,9.397817975,13.31942236,0,4,0,0.066337539,0.094019452,0,0.160356991
murcebo01,1972,0,NLS197207250,AL,8,32.43491653,-2.393609879,0,3,0,0.171714264,-0.012672052,0,0.159042212
jacksre01,1972,0,NLS197207250,AL,9,22.86589643,-0.783091373,0,4,0,0.161406328,-0.005527704,0,0.155878624
allendi01,1972,0,NLS197207250,AL,3,36.23920494,-10.5324775,0,3,0,0.191854614,-0.055760175,0,0.136094439
perryga01,1972,0,NLS197207250,AL,NULL,0,0,12.75267949,0,2,0,0,0.122976659,0.122976659
fiskca01,1972,0,NLS197207250,AL,NULL,25.72884751,7.512409127,0,2,0,0.090807697,0.026514385,0,0.117322082
lolicmi01,1972,0,NLS197207250,AL,NULL,0,0,10.99802714,0,2,0,0,0.106056192,0.106056192
palmeji01,1972,0,NLS197207250,AL,1,0,0,6.826261966,0,3,0,0,0.09874053,0.09874053
yastrca01,1972,0,NLS197207250,AL,7,17.49491287,-0.396761287,0,3,0,0.092620127,-0.002100501,0,0.090519626
bandosa01,1972,0,NLS197207250,AL,NULL,15.72682898,8.491604455,0,2,0,0.055506455,0.029970369,0,0.085476824
carewro01,1972,0,NLS197207250,AL,4,12.3009509,1.832393407,0,3,0,0.065122681,0.009700906,0,0.074823588
freehbi01,1972,0,NLS197207250,AL,2,7.157061823,8.704037661,0,2,0,0.025260218,0.030720133,0,0.055980351
smithre06,1972,0,NLS197207250,AL,NULL,19.96685993,0.803819979,0,1,0,0.035235635,0.001418506,0,0.036654141
robinbr01,1972,0,NLS197207250,AL,5,-3.974606499,14.06419478,0,2,0,-0.014028023,0.049638335,0,0.035610312
rudijo01,1972,0,NLS197207250,AL,NULL,15.02868511,0.174689363,0,1,0,0.026521209,0.000308275,0,0.026829484
scheiri01,1972,0,NLS197207250,AL,NULL,10.78737947,-9.287345975,0,1,0,0.019036552,-0.016389434,0,0.002647118
cashno01,1972,0,NLS197207250,AL,NULL,11.6854573,-10.46983553,0,1,0,0.020621395,-0.01847618,0,0.002145215
rojasco01,1972,0,NLS197207250,AL,NULL,-8.066622866,6.368014516,0,1,0,-0.014235217,0.011237673,0,-0.002997544
mcnalda01,1972,0,NLS197207250,AL,NULL,0,0,-1.991462815,0,0.333,0,0,-0.003197479,-0.003197479
pinielo01,1972,0,NLS197207250,AL,NULL,5.275722582,-9.379292787,0,1,0,0.009310099,-0.016551693,0,-0.007241594
gibsobo01,1970,0,NLS197007140,NL,NULL,0,0,22.18499983,0,2,0,0,0.166387499,0.166387499
seaveto01,1970,0,NLS197007140,NL,1,0,0,12.18393709,0,3,0,0,0.137069292,0.137069292
benchjo01,1970,0,NLS197007140,NL,2,21.98420661,11.0189003,0,3,0,0.079143144,0.039668041,0,0.118811185
perezto01,1970,0,NLS197007140,NL,5,24.37252264,1.916745359,0,3,0,0.087741082,0.006900283,0,0.094641365
perryga01,1970,0,NLS197007140,NL,NULL,0,0,12.48004706,0,2,0,0,0.093600353,0.093600353
clemero01,1970,0,NLS197007140,NL,NULL,32.91549164,4.967004667,0,2,0,0.07899718,0.011920811,0,0.090917991
rosepe01,1970,0,NLS197007140,NL,NULL,24.32767006,-5.56754376,0,4,0,0.116772816,-0.02672421,0,0.090048606
mccovwi01,1970,0,NLS197007140,NL,NULL,43.84258389,-9.509114019,0,2,0,0.105222201,-0.022821874,0,0.082400328
grababi01,1970,0,NLS197007140,NL,NULL,14.32387065,5.092472344,0,3,0,0.051565934,0.0183329,0,0.069898835
mayswi01,1970,0,NLS197007140,NL,8,21.5152497,-2.204488499,0,3,0,0.077454899,-0.007936159,0,0.06951874
cartyri01,1970,0,NLS197007140,NL,7,32.82293508,-4.75055336,0,2,0,0.078775044,-0.011401328,0,0.067373716
aaronha01,1970,0,NLS197007140,NL,9,28.99826752,-2.654269312,0,2,0,0.069595842,-0.006370246,0,0.063225596
hickmji02,1970,0,NLS197007140,NL,NULL,18.66725479,-9.373100344,0,4,0,0.089602823,-0.044990882,0,0.044611941
allendi01,1970,0,NLS197007140,NL,3,26.465388,-18.57228498,0,4,0,0.127033862,-0.089146968,0,0.037886894
dietzdi01,1970,0,NLS197007140,NL,NULL,19.65487387,-7.609256915,0,2,0,0.047171697,-0.018262217,0,0.028909481
staubru01,1970,0,NLS197007140,NL,NULL,25.42272661,-4.013303027,0,1,0,0.030507272,-0.004815964,0,0.025691308
gastoci01,1970,0,NLS197007140,NL,NULL,9.217890551,-3.328174796,0,3,0,0.033184406,-0.011981429,0,0.021202977
morgajo02,1970,0,NLS197007140,NL,NULL,13.24763001,-4.637444279,0,2,0,0.031794312,-0.011129866,0,0.020664446
torrejo01,1970,0,NLS197007140,NL,NULL,14.06844104,-2.932461658,0,1,0,0.016882129,-0.003518954,0,0.013363175
menkede01,1970,0,NLS197007140,NL,NULL,9.935674991,-6.075964499,0,2,0,0.02384562,-0.014582315,0,0.009263305
harrebu01,1970,0,NLS197007140,NL,NULL,-12.16610683,10.78695803,0,3,0,-0.043797985,0.038833049,0,-0.004964936
beckegl01,1970,0,NLS197007140,NL,4,-5.534175774,3.336472496,0,2,0,-0.013282022,0.008007534,0,-0.005274488
kessido01,1970,0,NLS197007140,NL,6,-13.03809993,9.704699842,0,2,0,-0.03129144,0.02329128,0,-0.00800016
merriji01,1970,0,NLS197007140,NL,NULL,0,0,-3.456750923,0,2,0,0,-0.025925632,-0.025925632
osteecl01,1970,0,NLS197007140,NL,NULL,0,0,-2.828085853,0,3,0,0,-0.031815966,-0.031815966
yastrca01,1970,0,NLS197007140,AL,8,36.18737985,3.00431765,0,6,0,0.277179931,0.023011795,0,0.300191726
mcdowsa01,1970,0,NLS197007140,AL,NULL,0,0,15.12898066,0,3,0,0,0.175058917,0.175058917
palmeji01,1970,0,NLS197007140,AL,1,0,0,10.08912042,0,3,0,0,0.116742201,0.116742201
robinfr02,1970,0,NLS197007140,AL,9,30.65536246,-5.321200683,0,3,0,0.117403516,-0.020379066,0,0.097024449
aparilu01,1970,0,NLS197007140,AL,6,1.636420897,10.65457151,0,6,0,0.012534288,0.081609484,0,0.094143772
olivato01,1970,0,NLS197007140,AL,NULL,17.93102307,4.843219096,0,3,0,0.068672003,0.018548499,0,0.087220502
fossera01,1970,0,NLS197007140,AL,NULL,6.60163763,7.536575434,0,4,0,0.03371049,0.038484641,0,0.072195131
powelbo01,1970,0,NLS197007140,AL,3,24.21485324,-6.1414954,0,3,0,0.092737736,-0.023520621,0,0.069217115
johnsda02,1970,0,NLS197007140,AL,4,1.182354303,8.187125124,0,5,0,0.007546942,0.052258245,0,0.059805188
robinbr01,1970,0,NLS197007140,AL,NULL,-0.52000352,15.06684576,0,3,0,-0.001991503,0.057702814,0,0.055711311
perryji01,1970,0,NLS197007140,AL,NULL,0,0,7.092637104,0,2,0,0,0.054713066,0.054713066
killeha01,1970,0,NLS197007140,AL,5,26.87915277,-8.189242226,0,2,0,0.068627624,-0.020908704,0,0.047718921
howarfr01,1970,0,NLS197007140,AL,7,35.89640093,-19.52739933,0,2,0,0.091650385,-0.04985719,0,0.041793196
hortowi01,1970,0,NLS197007140,AL,NULL,15.37285727,-5.134607605,0,3,0,0.058874773,-0.019664455,0,0.039210318
fregoji01,1970,0,NLS197007140,AL,NULL,13.94746517,9.654372844,0,1,0,0.017805275,0.012324731,0,0.030130006
stottme01,1970,0,NLS197007140,AL,NULL,0,0,4.365879417,0,1.667,0,0,0.028071179,0.028071179
otisam01,1970,0,NLS197007140,AL,NULL,5.96207466,-1.187043114,0,3,0,0.022833477,-0.004546123,0,0.018287355
freehbi01,1970,0,NLS197007140,AL,2,4.556545625,8.656979815,0,1,0,0.005816867,0.011051464,0,0.01686833
johnsal01,1970,0,NLS197007140,AL,NULL,14.26880363,-6.198220462,0,1,0,0.018215494,-0.007912622,0,0.010302872
wrighcl01,1970,0,NLS197007140,AL,NULL,0,0,1.398068138,0,1.667,0,0,0.008989122,0.008989122
peterfr01,1970,0,NLS197007140,AL,NULL,0,0,4.656961156,0,0,0,0,0,0
harpeto01,1970,0,NLS197007140,AL,NULL,16.9203884,-3.406494782,0,0,0,0,0,0,0
hunteca01,1970,0,NLS197007140,AL,NULL,0,0,-6.112251171,0,0.333,0,0,-0.007850526,-0.007850526
alomasa01,1970,0,NLS197007140,AL,NULL,-14.91263932,5.417399648,0,1,0,-0.019037412,0.006915829,0,-0.012121583
santoro01,1968,0,NLS196807090,NL,5,23.80286597,9.595961044,0,4,0,0.178521495,0.071969708,0,0.250491203
aaronha01,1968,0,NLS196807090,NL,9,29.53238315,-0.368869119,0,4,0,0.221492874,-0.002766518,0,0.218726355
mccovwi01,1968,0,NLS196807090,NL,3,33.73973174,-7.785483743,0,4,0,0.253047988,-0.058391128,0,0.19465686
mayswi01,1968,0,NLS196807090,NL,8,21.79782741,3.66680568,0,4,0,0.163483706,0.027501043,0,0.190984748
seaveto01,1968,0,NLS196807090,NL,NULL,0,0,11.30004933,0,2,0,0,0.113000493,0.113000493
drysddo01,1968,0,NLS196807090,NL,1,0,0,5.127472257,0,3,0,0,0.076912084,0.076912084
floodcu01,1968,0,NLS196807090,NL,7,8.274032605,0.823706265,0,3,0,0.046541433,0.004633348,0,0.051174781
maricju01,1968,0,NLS196807090,NL,NULL,0,0,4.967191017,0,2,0,0,0.04967191,0.04967191
halleto01,1968,0,NLS196807090,NL,NULL,5.335438273,7.371271029,0,2,0,0.020007894,0.027642266,0,0.04765016
alouma01,1968,0,NLS196807090,NL,NULL,17.91315064,-5.154917286,0,1,0,0.033587157,-0.00966547,0,0.023921688
staubru01,1968,0,NLS196807090,NL,NULL,17.2779375,-7.269605398,0,1,0,0.032396133,-0.01363051,0,0.018765623
willibi01,1968,0,NLS196807090,NL,NULL,16.84815524,-7.355092242,0,1,0,0.031590291,-0.013790798,0,0.017799493
koosmje01,1968,0,NLS196807090,NL,NULL,0,0,7.116291588,0,0.333,0,0,0.011848625,0.011848625
perezto01,1968,0,NLS196807090,NL,NULL,9.300295136,-1.364553091,0,0,0,0,0,0,0
javieju01,1968,0,NLS196807090,NL,NULL,-5.468148864,-1.199726571,0,0,0,0,0,0,0
cardele01,1968,0,NLS196807090,NL,NULL,-16.45857679,1.927170781,0,0,0,0,0,0,0
benchjo01,1968,0,NLS196807090,NL,NULL,0.579697887,6.092499912,0,0,0,0,0,0,0
aloufe01,1968,0,NLS196807090,NL,NULL,16.08406973,-5.626075029,0,0,0,0,0,0,0
carltst01,1968,0,NLS196807090,NL,NULL,0,0,-1.181929036,0,1,0,0,-0.005909645,-0.005909645
reedro01,1968,0,NLS196807090,NL,NULL,0,0,-4.239589381,0,0.667,0,0,-0.014139031,-0.014139031
groteje01,1968,0,NLS196807090,NL,2,-11.7333006,6.827836692,0,2,0,-0.043999877,0.025604388,0,-0.01839549
kessido01,1968,0,NLS196807090,NL,6,-18.30188165,6.633129298,0,2,0,-0.068632056,0.024874235,0,-0.043757821
helmsto01,1968,0,NLS196807090,NL,4,-11.05112937,1.886962094,0,4,0,-0.08288347,0.014152216,0,-0.068731255
yastrca01,1968,0,NLS196807090,AL,8,37.498989,11.29041143,0,4,0,0.299991912,0.090323291,0,0.390315203
tiantlu01,1968,0,NLS196807090,AL,1,0,0,15.12125206,0,2,0,0,0.170114086,0.170114086
robinbr01,1968,0,NLS196807090,AL,5,8.306664253,20.7462495,0,2,0,0.033226657,0.082984998,0,0.116211655
fregoji01,1968,0,NLS196807090,AL,6,10.81042479,6.410975134,0,3,0,0.064862549,0.038465851,0,0.1033284
freehbi01,1968,0,NLS196807090,AL,2,15.49302614,7.432729138,0,2,0,0.061972105,0.029730917,0,0.091703021
hortowi01,1968,0,NLS196807090,AL,7,24.27000918,-5.847292058,0,2,0,0.097080037,-0.023389168,0,0.073690868
howarfr01,1968,0,NLS196807090,AL,9,27.84440347,-14.90809844,0,2,0,0.111377614,-0.059632394,0,0.05174522
mclaide01,1968,0,NLS196807090,AL,NULL,0,0,3.926317335,0,2,0,0,0.04417107,0.04417107
mondari01,1968,0,NLS196807090,AL,NULL,14.39757311,-4.107204541,0,2,0,0.057590292,-0.016428818,0,0.041161474
killeha01,1968,0,NLS196807090,AL,3,27.03973376,-7.067377236,0,1,0,0.054079468,-0.014134754,0,0.039944713
olivato01,1968,0,NLS196807090,AL,NULL,18.08031975,-0.532937165,0,1,0,0.03616064,-0.001065874,0,0.035094765
johnto01,1968,0,NLS196807090,AL,NULL,0,0,8.830783395,0,0.667,0,0,0.033131995,0.033131995
mcdowsa01,1968,0,NLS196807090,AL,NULL,0,0,5.476020494,0,1,0,0,0.030802615,0.030802615
campabe01,1968,0,NLS196807090,AL,NULL,8.386758862,6.57490857,0,1,0,0.016773518,0.013149817,0,0.029923335
azcuejo01,1968,0,NLS196807090,AL,NULL,4.70258001,10.20067208,0,1,0,0.00940516,0.020401344,0,0.029806504
carewro01,1968,0,NLS196807090,AL,4,2.499723667,1.945011212,0,3,0,0.014998342,0.011670067,0,0.026668409
mantlmi01,1968,0,NLS196807090,AL,NULL,24.13135925,-12.80181191,0,1,0,0.048262719,-0.025603624,0,0.022659095
harreke01,1968,0,NLS196807090,AL,NULL,15.47169822,-8.575127781,0,1,0,0.030943396,-0.017150256,0,0.013793141
stottme01,1968,0,NLS196807090,AL,NULL,0,0,5.544897578,0,0.333,0,0,0.010386286,0.010386286
johnsda02,1968,0,NLS196807090,AL,NULL,-1.152956485,3.730797181,0,1,0,-0.002305913,0.007461594,0,0.005155681
powelbo01,1968,0,NLS196807090,AL,NULL,11.72007468,-10.6726826,0,2,0,0.046880299,-0.04269073,0,0.004189568
josepdu01,1968,0,NLS196807090,AL,NULL,-9.826780639,9.543208419,0,0,0,0,0,0,0
wertdo01,1968,0,NLS196807090,AL,NULL,-10.64497438,3.841674378,0,1,0,-0.021289949,0.007683349,0,-0.0136066
odombl01,1968,0,NLS196807090,AL,NULL,0,0,-1.788518129,0,2,0,0,-0.020120829,-0.020120829
mayswi01,1966,0,NLS196607120,NL,8,39.98574591,11.20127545,0,4,0,0.274187972,0.076808746,0,0.350996718
santoro01,1966,0,NLS196607120,NL,5,32.51781522,6.297387362,0,4,0,0.222979304,0.043182085,0,0.266161389
koufasa01,1966,0,NLS196607120,NL,1,0,0,19.61157296,0,3,0,0,0.264756235,0.264756235
maricju01,1966,0,NLS196607120,NL,NULL,0,0,19.43764854,0,3,0,0,0.262408255,0.262408255
aaronha01,1966,0,NLS196607120,NL,7,30.87815399,1.127031556,0,4,0,0.211735913,0.007728216,0,0.219464129
clemero01,1966,0,NLS196607120,NL,9,26.31329427,5.126489902,0,4,0,0.180434018,0.035153074,0,0.215587091
bunniji01,1966,0,NLS196607120,NL,NULL,0,0,16.39456191,0,2,0,0,0.147551057,0.147551057
torrejo01,1966,0,NLS196607120,NL,2,22.41541773,-0.630981604,0,3,0,0.115279291,-0.003245048,0,0.112034243
mccovwi01,1966,0,NLS196607120,NL,3,27.42044169,-11.36787657,0,4,0,0.188025886,-0.077951154,0,0.110074732
allendi01,1966,0,NLS196607120,NL,NULL,39.66153459,-3.87313706,0,1,0,0.067991202,-0.006639664,0,0.061351539
lefebji01,1966,0,NLS196607120,NL,4,9.884804265,6.612567924,0,2,0,0.033890757,0.022671661,0,0.056562419
perryga01,1966,0,NLS196607120,NL,NULL,0,0,5.08806796,0,2,0,0,0.045792612,0.045792612
hartji01,1966,0,NLS196607120,NL,NULL,20.52411445,-0.262021606,0,1,0,0.035184196,-0.00044918,0,0.034735016
stargwi01,1966,0,NLS196607120,NL,NULL,21.50452501,-10.82875052,0,1,0,0.0368649,-0.018563572,0,0.018301328
mccarti01,1966,0,NLS196607120,NL,NULL,0.963043935,5.747260628,0,1,0,0.001650932,0.009852447,0,0.011503379
floodcu01,1966,0,NLS196607120,NL,NULL,1.440445643,3.891470562,0,1,0,0.002469335,0.006671092,0,0.009140428
willsma01,1966,0,NLS196607120,NL,NULL,-7.293381041,8.665661516,0,1,0,-0.012502939,0.01485542,0,0.002352481
huntro01,1966,0,NLS196607120,NL,NULL,1.065283399,-0.945944202,0,2,0,0.0036524,-0.003243237,0,0.000409163
cardele01,1966,0,NLS196607120,NL,6,-8.626925941,7.046716776,0,2,0,-0.029578032,0.024160172,0,-0.00541786
robinfr02,1966,0,NLS196607120,AL,7,37.69375805,-8.801454637,0,4,0,0.258471484,-0.060352832,0,0.198118652
olivato01,1966,0,NLS196607120,AL,9,25.15829361,1.783398557,0,4,0,0.172514013,0.012229019,0,0.184743032
kalinal01,1966,0,NLS196607120,AL,8,25.14493001,-2.976395692,0,4,0,0.172422377,-0.02040957,0,0.152012807
robinbr01,1966,0,NLS196607120,AL,5,13.49191037,7.810313071,0,4,0,0.092515957,0.053556432,0,0.146072389
mcauldi01,1966,0,NLS196607120,AL,6,16.65194295,6.777018027,0,3,0,0.085638564,0.034853236,0,0.120491799
siebeso01,1966,0,NLS196607120,AL,NULL,0,0,10.00115155,0,2,0,0,0.09644312,0.09644312
fregoji01,1966,0,NLS196607120,AL,NULL,13.85313533,13.80185479,0,2,0,0.047496464,0.047320645,0,0.094817109
cashno01,1966,0,NLS196607120,AL,NULL,17.11671309,-3.284478296,0,2,0,0.058685873,-0.011261068,0,0.047424805
killeha01,1966,0,NLS196607120,AL,NULL,28.88242385,-6.881962956,0,1,0,0.049512727,-0.011797651,0,0.037715076
stottme01,1966,0,NLS196607120,AL,NULL,0,0,2.257917558,0,2,0,0,0.021773554,0.021773554
freehbi01,1966,0,NLS196607120,AL,2,-3.792110306,9.152797298,0,2,0,-0.013001521,0.031381019,0,0.018379498
knoopbo01,1966,0,NLS196607120,AL,4,-10.17936959,14.77177476,0,2,0,-0.034900696,0.050646085,0,0.015745389
scottge02,1966,0,NLS196607120,AL,3,0.705873034,3.541546848,0,2,0,0.002420136,0.012142446,0,0.014562582
mclaide01,1966,0,NLS196607120,AL,1,0,0,0.716072886,0,3,0,0,0.010357853,0.010357853
kaatji01,1966,0,NLS196607120,AL,NULL,0,0,1.017264452,0,2,0,0,0.009809686,0.009809686
colavro01,1966,0,NLS196607120,AL,NULL,13.2110592,-9.666418791,0,1,0,0.02264753,-0.016571004,0,0.006076526
richepe01,1966,0,NLS196607120,AL,NULL,0,0,2.250701825,0,0.333,0,0,0.003613711,0.003613711
batteea01,1966,0,NLS196607120,AL,NULL,-6.57482553,7.158884027,0,2,0,-0.022542259,0.024544745,0,0.002002486
ageeto01,1966,0,NLS196607120,AL,NULL,9.855369499,9.490104253,0,0,0,0,0,0,0
richabo01,1966,0,NLS196607120,AL,NULL,-15.35404311,1.205192201,0,2,0,-0.052642434,0.004132088,0,-0.048510346
mayswi01,1964,0,NLS196407070,NL,8,41.70064227,10.11372529,0,4,0,0.278004282,0.067424835,0,0.345429117
drysddo01,1964,0,NLS196407070,NL,1,0,0,9.660718187,0,3,0,0,0.144910773,0.144910773
callijo01,1964,0,NLS196407070,NL,NULL,19.371536,5.77481152,0,3,0,0.09685768,0.028874058,0,0.125731738
boyerke01,1964,0,NLS196407070,NL,5,11.34962075,3.779306685,0,4,0,0.075664138,0.025195378,0,0.100859516
clemero01,1964,0,NLS196407070,NL,9,20.50373984,-0.337720709,0,3,0,0.102518699,-0.001688604,0,0.100830096
willibi01,1964,0,NLS196407070,NL,7,21.81557601,-7.522132294,0,4,0,0.145437173,-0.050147549,0,0.095289625
cepedor01,1964,0,NLS196407070,NL,3,26.46250106,-12.75894146,0,4,0,0.176416674,-0.08505961,0,0.091357064
farretu01,1964,0,NLS196407070,NL,NULL,0,0,7.657105285,0,2,0,0,0.076571053,0.076571053
torrejo01,1964,0,NLS196407070,NL,2,15.12833861,2.910280689,0,2,0,0.050427795,0.009700936,0,0.060128731
aaronha01,1964,0,NLS196407070,NL,NULL,38.79245862,-4.13221168,0,1,0,0.064654098,-0.006887019,0,0.057767078
maricju01,1964,0,NLS196407070,NL,NULL,0,0,11.35664274,0,1,0,0,0.056783214,0.056783214
bunniji01,1964,0,NLS196407070,NL,NULL,0,0,4.74073738,0,2,0,0,0.047407374,0.047407374
shortch02,1964,0,NLS196407070,NL,NULL,0,0,9.014068,0,1,0,0,0.04507034,0.04507034
whitebi03,1964,0,NLS196407070,NL,NULL,15.02526826,-1.353372579,0,1,0,0.025042114,-0.002255621,0,0.022786493
groatdi01,1964,0,NLS196407070,NL,6,-3.077320883,6.830615552,0,3,0,-0.015386604,0.034153078,0,0.018766473
huntro01,1964,0,NLS196407070,NL,4,7.611899999,-3.988681873,0,3,0,0.0380595,-0.019943409,0,0.018116091
edwarjo01,1964,0,NLS196407070,NL,NULL,-6.266178783,7.991640189,0,2,0,-0.020887263,0.026638801,0,0.005751538
floodcu01,1964,0,NLS196407070,NL,NULL,3.628804911,8.464985152,0,0,0,0,0,0,0
cardele01,1964,0,NLS196407070,NL,NULL,-13.77563908,10.12140639,0,1,0,-0.022959398,0.016869011,0,-0.006090388
stargwi01,1964,0,NLS196407070,NL,NULL,3.592493419,-14.38684608,0,1,0,0.005987489,-0.023978077,0,-0.017990588
fregoji01,1964,0,NLS196407070,AL,6,18.66721833,11.70273907,0,5,0,0.155560153,0.097522826,0,0.253082978
radatdi01,1964,0,NLS196407070,AL,NULL,0,0,18.24765722,0,2.667,0,0,0.252681733,0.252681733
chancde01,1964,0,NLS196407070,AL,1,0,0,14.54105126,0,3,0,0,0.226496126,0.226496126
allisbo01,1964,0,NLS196407070,AL,3,31.82906887,0.682263842,0,4,0,0.212193792,0.004548426,0,0.216742218
mantlmi01,1964,0,NLS196407070,AL,8,43.88331709,-12.54705507,0,4,0,0.292555447,-0.083647034,0,0.208908413
olivato01,1964,0,NLS196407070,AL,9,27.83025579,-1.246872832,0,4,0,0.185535039,-0.008312486,0,0.177222553
robinbr01,1964,0,NLS196407070,AL,5,12.33851187,13.44147815,0,4,0,0.082256746,0.089609854,0,0.1718666
howarel01,1964,0,NLS196407070,AL,2,10.49552142,12.55988447,0,4,0,0.069970143,0.083732563,0,0.153702706
killeha01,1964,0,NLS196407070,AL,7,25.7971049,-11.03765857,0,4,0,0.171980699,-0.07358439,0,0.098396309
pascuca02,1964,0,NLS196407070,AL,NULL,0,0,3.908169687,0,2,0,0,0.040583278,0.040583278
colavro01,1964,0,NLS196407070,AL,NULL,15.43539534,-3.285116459,0,2,0,0.051451318,-0.010950388,0,0.04050093
wyattjo02,1964,0,NLS196407070,AL,NULL,0,0,5.840708269,0,1,0,0,0.030325588,0.030325588
siebeno01,1964,0,NLS196407070,AL,NULL,11.56197734,-4.953244298,0,1,0,0.019269962,-0.008255407,0,0.011014555
pepitjo01,1964,0,NLS196407070,AL,NULL,-2.683347417,-5.091120313,0,0,0,0,0,0,0
hintoch01,1964,0,NLS196407070,AL,NULL,8.927245563,-2.981976513,0,0,0,0,0,0,0
hallji02,1964,0,NLS196407070,AL,NULL,15.61174571,5.655286411,0,0,0,0,0,0,0
richabo01,1964,0,NLS196407070,AL,4,-9.390658893,6.314633079,0,4,0,-0.062604393,0.042097554,0,-0.020506839
robinfr02,1962,2,NLS196207300,NL,NULL,43.5478701,-3.072930969,0,3,0,0.211854503,-0.014949394,0,0.196905109
mayswi01,1962,2,NLS196207300,NL,8,38.62314201,10.56087198,0,2,0,0.125264244,0.034251477,0,0.159515721
aaronha01,1962,2,NLS196207300,NL,NULL,38.10673774,5.603011936,0,2,0,0.12358942,0.018171931,0,0.14176135
boyerke01,1962,2,NLS196207300,NL,5,18.97668886,8.688952792,0,3,0,0.092319027,0.042270581,0,0.134589608
gibsobo01,1962,2,NLS196207300,NL,NULL,0,0,9.758449118,0,2,0,0,0.097584491,0.097584491
clemero01,1962,2,NLS196207300,NL,9,17.870831,0.322088779,0,2,0,0.057959452,0.001044612,0,0.059004064
farretu01,1962,2,NLS196207300,NL,NULL,0,0,10.25146687,0,1,0,0,0.051257334,0.051257334
cepedor01,1962,2,NLS196207300,NL,3,24.0938504,-9.551254381,0,2,0,0.078142218,-0.030977041,0,0.047165176
matheed01,1962,2,NLS196207300,NL,NULL,28.00922512,0.23783607,0,1,0,0.045420365,0.00038568,0,0.045806045
