yearID,gameNum,gameID,lgID,tm_OFF_talent,tm_DEF_talent,tm_PIT_talent,MLB_avg_RPG,talent_RSPG,talent_RAPG,unadj_PYTH,timeline_adj,SOS,adj_PYTH,no_1_player,no_2_player
1965,0,ALS196507130,AL,0.651975846,0.025031354,0.239774738,3.99,4.641975846,3.725193908,0.599321493,0.857819905,0.428909953,0.529051962,killeha01,mcdowsa01
1938,0,NLS193807060,NL,0.887139856,0.07783231,0.147711346,4.89,5.777139856,4.664456344,0.596645068,0.781042654,0.390521327,0.486599244,ottme01,medwijo01
1963,0,ALS196307090,AL,0.329206841,0.173255338,0.279704264,3.95,4.279206841,3.497040398,0.591310779,0.852132701,0.426066351,0.517859401,kalinal01,radatdi01
1980,0,NLS198007080,NL,0.568958034,-0.005197667,0.254886431,4.29,4.858958034,4.040311236,0.583616941,0.900473934,0.450236967,0.534426914,hernake01,suttebr01
1988,0,NLS198807120,NL,0.609527297,-0.023760211,0.197196157,4.14,4.749527297,3.966564055,0.581677884,0.923222749,0.461611374,0.543839089,strawda01,smithoz01
1943,0,ALS194307130,AL,0.565686742,-0.021919415,0.164706943,3.91,4.475686742,3.767212472,0.578191518,0.795260664,0.397630332,0.475022114,hughste01,doerrbo01
1985,0,ALS198507160,NL,0.597254468,0.124281927,0.04063967,4.33,4.927254468,4.165078403,0.576281198,0.914691943,0.457345972,0.534070591,smithoz01,murphda05
1948,0,ALS194807130,AL,0.538847851,0.145904353,0.089844679,4.58,5.118847851,4.344250968,0.574505863,0.809478673,0.404739336,0.478638756,boudrlo01,henrito01
1960,1,ALS196007110,AL,0.628671217,0.08881624,-0.01157894,4.31,4.938671217,4.2327627,0.570100642,0.843601896,0.421800948,0.491720033,mantlmi01,marisro01
1946,0,ALS194607090,NL,0.435360098,0.064558439,0.130359685,4.01,4.445360098,3.815081876,0.569498347,0.803791469,0.401895735,0.470592058,musiast01,kurowwh01
