year,month,date_of_month,day_of_week,births
2003,4,6,7,7265
2003,4,7,1,11750
2003,4,8,2,13020
2003,4,9,3,12397
2003,4,10,4,12689
2003,4,11,5,12397
2003,4,12,6,8517
2003,4,13,7,7234
2003,4,14,1,11800
2003,4,15,2,13055
2003,4,16,3,12947
2003,4,17,4,12926
2003,4,18,5,11680
2003,4,19,6,8155
2003,4,20,7,7155
2003,4,21,1,11465
2003,4,22,2,12696
2003,4,23,3,12616
2003,4,24,4,12530
2003,4,25,5,12255
2003,4,26,6,8343
2003,4,27,7,7453
2003,4,28,1,11666
2003,4,29,2,12672
2003,4,30,3,12306
2003,5,1,4,12727
2003,5,2,5,12549
2003,5,3,6,8488
2003,5,4,7,7551
2003,5,5,1,12001
2003,5,6,2,13165
2003,5,7,3,12667
2003,5,8,4,12902
2003,5,9,5,12710
2003,5,10,6,8706
2003,5,11,7,7576
2003,5,12,1,12118
2003,5,13,2,12685
2003,5,14,3,12833
2003,5,15,4,13074
2003,5,16,5,12840
2003,5,17,6,8687
2003,5,18,7,7606
2003,5,19,1,12035
2003,5,20,2,13239
2003,5,21,3,13380
2003,5,22,4,13393
2003,5,23,5,13176
2003,5,24,6,8769
2003,5,25,7,7690
2003,5,26,1,7933
2003,5,27,2,12390
2003,5,28,3,13854
2003,5,29,4,13497
2003,5,30,5,13224
2003,5,31,6,8850
2003,6,1,7,7650
2003,6,2,1,12041
2003,6,3,2,13090
2003,6,4,3,12853
2003,6,5,4,12850
2003,6,6,5,12869
2003,6,7,6,8670
2003,6,8,7,7606
2003,6,9,1,11917
2003,6,10,2,13326
2003,6,11,3,13154
2003,6,12,4,13092
2003,6,13,5,12013
2003,6,14,6,8696
2003,6,15,7,7680
2003,6,16,1,12388
2003,6,17,2,13443
2003,6,18,3,13082
2003,6,19,4,12975
2003,6,20,5,12693
2003,6,21,6,8734
2003,6,22,7,7742
2003,6,23,1,12236
2003,6,24,2,13578
2003,6,25,3,13468
2003,6,26,4,13330
2003,6,27,5,12862
2003,6,28,6,8862
2003,6,29,7,7723
2003,6,30,1,12261
2003,7,1,2,13930
2003,7,2,3,13823
2003,7,3,4,13487
2003,7,4,5,9504
2003,7,5,6,8269
2003,7,6,7,7871
2003,7,7,1,12630
2003,7,8,2,13906
2003,7,9,3,13508
2003,7,10,4,13600
2003,7,11,5,13096
2003,7,12,6,8908
2003,7,13,7,7946
2003,7,14,1,12281
2003,7,15,2,13711
2003,7,16,3,13480
2003,7,17,4,13729
2003,7,18,5,13225
2003,7,19,6,8926
2003,7,20,7,8058
2003,7,21,1,12419
2003,7,22,2,13775
2003,7,23,3,13539
2003,7,24,4,13569
2003,7,25,5,12977
2003,7,26,6,8978
2003,7,27,7,7830
2003,7,28,1,12434
2003,7,29,2,13825
2003,7,30,3,13557
2003,7,31,4,13445
2003,8,1,5,13242
2003,8,2,6,8882
2003,8,3,7,7838
2003,8,4,1,12233
2003,8,5,2,13735
2003,8,6,3,13363
2003,8,7,4,13539
2003,8,8,5,13352
2003,8,9,6,9226
2003,8,10,7,7954
2003,8,11,1,12282
2003,8,12,2,13995
2003,8,13,3,13202
2003,8,14,4,13391
2003,8,15,5,13206
2003,8,16,6,9316
2003,8,17,7,8181
2003,8,18,1,12437
2003,8,19,2,13831
2003,8,20,3,13464
2003,8,21,4,13528
2003,8,22,5,13478
2003,8,23,6,9240
2003,8,24,7,7936
2003,8,25,1,12631
2003,8,26,2,14008
2003,8,27,3,13854
2003,8,28,4,14099
2003,8,29,5,13769
2003,8,30,6,9344
2003,8,31,7,7865
2003,9,1,1,8164
2003,9,2,2,12684
2003,9,3,3,14427
2003,9,4,4,14161
2003,9,5,5,13897
2003,9,6,6,9400
2003,9,7,7,8188
2003,9,8,1,12701
2003,9,9,2,13869
2003,9,10,3,14180
2003,9,11,4,13196
2003,9,12,5,13848
2003,9,13,6,9574
2003,9,14,7,8500
2003,9,15,1,13068
2003,9,16,2,14399
2003,9,17,3,14018
2003,9,18,4,14066
2003,9,19,5,13560
2003,9,20,6,9688
2003,9,21,7,8500
2003,9,22,1,12987
2003,9,23,2,14376
2003,9,24,3,13841
2003,9,25,4,13865
2003,9,26,5,13846
2003,9,27,6,9177
2003,9,28,7,8206
2003,9,29,1,12522
2003,9,30,2,13413
2003,10,1,3,13398
2003,10,2,4,13638
2003,10,3,5,13284
2003,10,4,6,8983
2003,10,5,7,7744
2003,10,6,1,12104
2003,10,7,2,13523
2003,10,8,3,13509
2003,10,9,4,13285
2003,10,10,5,13306
2003,10,11,6,8721
2003,10,12,7,7816
2003,10,13,1,11455
2003,10,14,2,13274
2003,10,15,3,12949
2003,10,16,4,12711
2003,10,17,5,12676
2003,10,18,6,8564
2003,10,19,7,7561
2003,10,20,1,12073
2003,10,21,2,13300
2003,10,22,3,13054
2003,10,23,4,12817
2003,10,24,5,12566
2003,10,25,6,8568
2003,10,26,7,7818
2003,10,27,1,11956
2003,10,28,2,13426
2003,10,29,3,12950
2003,10,30,4,12600
2003,10,31,5,11005
2003,11,1,6,8491
2003,11,2,7,7716
2003,11,3,1,12443
2003,11,4,2,13374
2003,11,5,3,12998
2003,11,6,4,12801
2003,11,7,5,12535
2003,11,8,6,8719
2003,11,9,7,7481
2003,11,10,1,12117
2003,11,11,2,13166
2003,11,12,3,12680
2003,11,13,4,12438
2003,11,14,5,12433
2003,11,15,6,8309
2003,11,16,7,7486
2003,11,17,1,12006
2003,11,18,2,13330
2003,11,19,3,12879
2003,11,20,4,12988
2003,11,21,5,13036
2003,11,22,6,8623
2003,11,23,7,7383
2003,11,24,1,13035
2003,11,25,2,13732
2003,11,26,3,12069
2003,11,27,4,7340
2003,11,28,5,9407
2003,11,29,6,8043
2003,11,30,7,7330
2003,12,1,1,12213
2003,12,2,2,13454
2003,12,3,3,13199
2003,12,4,4,12631
2003,12,5,5,12180
2003,12,6,6,8247
2003,12,7,7,7383
2003,12,8,1,11708
2003,12,9,2,13001
2003,12,10,3,12739
2003,12,11,4,12502
2003,12,12,5,12484
2003,12,13,6,8303
2003,12,14,7,7462
2003,12,15,1,12319
2003,12,16,2,13649
2003,12,17,3,13454
2003,12,18,4,13865
2003,12,19,5,13693
2003,12,20,6,8953
2003,12,21,7,7657
2003,12,22,1,13249
2003,12,23,2,12939
2003,12,24,3,9272
2003,12,25,4,6744
2003,12,26,5,10431
2003,12,27,6,8785
2003,12,28,7,7763
2003,12,29,1,13125
2003,12,30,2,14700
2003,12,31,3,12540
2004,1,1,4,8205
2004,1,2,5,10586
2004,1,3,6,8337
2004,1,4,7,7359
2004,1,5,1,11489
2004,1,6,2,12755
2004,1,7,3,12716
2004,1,8,4,12781
2004,1,9,5,12469
2004,1,10,6,8337
2004,1,11,7,7316
2004,1,12,1,11813
2004,1,13,2,12639
2004,1,14,3,12965
2004,1,15,4,12837
2004,1,16,5,12424
2004,1,17,6,8442
2004,1,18,7,7512
2004,1,19,1,11152
2004,1,20,2,12810
2004,1,21,3,12753
2004,1,22,4,12675
2004,1,23,5,12643
2004,1,24,6,8632
2004,1,25,7,7556
2004,1,26,1,11611
2004,1,27,2,12892
2004,1,28,3,12373
2004,1,29,4,12313
2004,1,30,5,12375
2004,1,31,6,8310
2004,2,1,7,7270
2004,2,2,1,11686
2004,2,3,2,13211
2004,2,4,3,12580
2004,2,5,4,12572
2004,2,6,5,12371
2004,2,7,6,8533
2004,2,8,7,7440
2004,2,9,1,11654
2004,2,10,2,13139
2004,2,11,3,12966
2004,2,12,4,12957
2004,2,13,5,11749
2004,2,14,6,8944
2004,2,15,7,7603
2004,2,16,1,11280
2004,2,17,2,12790
2004,2,18,3,12954
2004,2,19,4,12709
2004,2,20,5,12720
2004,2,21,6,8481
2004,2,22,7,7552
2004,2,23,1,11565
2004,2,24,2,13009
2004,2,25,3,12800
2004,2,26,4,12621
2004,2,27,5,12403
2004,2,28,6,8488
2004,2,29,7,7301
2004,3,1,1,12017
2004,3,2,2,12943
2004,3,3,3,12696
2004,3,4,4,12611
2004,3,5,5,12407
2004,3,6,6,8532
2004,3,7,7,7304
2004,3,8,1,11816
2004,3,9,2,12988
2004,3,10,3,12777
2004,3,11,4,12797
2004,3,12,5,12519
2004,3,13,6,8398
2004,3,14,7,7401
2004,3,15,1,11903
2004,3,16,2,12873
2004,3,17,3,12979
2004,3,18,4,12710
2004,3,19,5,12480
2004,3,20,6,8329
2004,3,21,7,7548
2004,3,22,1,11842
2004,3,23,2,12978
2004,3,24,3,12765
2004,3,25,4,12835
2004,3,26,5,12372
2004,3,27,6,8602
2004,3,28,7,7549
2004,3,29,1,11788
2004,3,30,2,13078
2004,3,31,3,12542
2004,4,1,4,12138
2004,4,2,5,12776
2004,4,3,6,8479
2004,4,4,7,7559
2004,4,5,1,12013
2004,4,6,2,13122
2004,4,7,3,12929
2004,4,8,4,12836
2004,4,9,5,11695
2004,4,10,6,8148
2004,4,11,7,6969
2004,4,12,1,11751
2004,4,13,2,12613
2004,4,14,3,12732
2004,4,15,4,12785
2004,4,16,5,12482
2004,4,17,6,8584
2004,4,18,7,7447
2004,4,19,1,11792
2004,4,20,2,13128
2004,4,21,3,12787
2004,4,22,4,12866
2004,4,23,5,12442
2004,4,24,6,8595
2004,4,25,7,7507
2004,4,26,1,12020
2004,4,27,2,13147
2004,4,28,3,12756
2004,4,29,4,12617
2004,4,30,5,12364
2004,5,1,6,8259
2004,5,2,7,7433
2004,5,3,1,11839
2004,5,4,2,12824
2004,5,5,3,12852
2004,5,6,4,12707
2004,5,7,5,12582
2004,5,8,6,8599
2004,5,9,7,7380
2004,5,10,1,12243
2004,5,11,2,13229
2004,5,12,3,12989
2004,5,13,4,12373
2004,5,14,5,12688
2004,5,15,6,8498
2004,5,16,7,7614
2004,5,17,1,12172
2004,5,18,2,13294
2004,5,19,3,12576
2004,5,20,4,13036
2004,5,21,5,12625
2004,5,22,6,8614
2004,5,23,7,7628
2004,5,24,1,12341
2004,5,25,2,13451
2004,5,26,3,12891
2004,5,27,4,13470
2004,5,28,5,12941
2004,5,29,6,8720
2004,5,30,7,7511
2004,5,31,1,7869
2004,6,1,2,12440
2004,6,2,3,13785
2004,6,3,4,13644
2004,6,4,5,13059
2004,6,5,6,8706
2004,6,6,7,7451
2004,6,7,1,12173
2004,6,8,2,13339
2004,6,9,3,12806
2004,6,10,4,13141
2004,6,11,5,12691
2004,6,12,6,8581
2004,6,13,7,7649
2004,6,14,1,12200
2004,6,15,2,13317
2004,6,16,3,13141
2004,6,17,4,13165
2004,6,18,5,12785
2004,6,19,6,8492
2004,6,20,7,7629
2004,6,21,1,12093
2004,6,22,2,13237
2004,6,23,3,13096
2004,6,24,4,13267
2004,6,25,5,13074
2004,6,26,6,8786
2004,6,27,7,7715
2004,6,28,1,12383
2004,6,29,2,13587
2004,6,30,3,13444
2004,7,1,4,13887
2004,7,2,5,13271
2004,7,3,6,8900
2004,7,4,7,7820
2004,7,5,1,8978
2004,7,6,2,13221
2004,7,7,3,14496
2004,7,8,4,14056
2004,7,9,5,13874
2004,7,10,6,9040
2004,7,11,7,7862
2004,7,12,1,12621
2004,7,13,2,13214
2004,7,14,3,13610
2004,7,15,4,13601
2004,7,16,5,13411
2004,7,17,6,9067
2004,7,18,7,7797
2004,7,19,1,12286
2004,7,20,2,13804
2004,7,21,3,13370
2004,7,22,4,13574
2004,7,23,5,12974
2004,7,24,6,9046
2004,7,25,7,7549
2004,7,26,1,12266
2004,7,27,2,13454
2004,7,28,3,13258
2004,7,29,4,13281
2004,7,30,5,12934
2004,7,31,6,8858
2004,8,1,7,7837
2004,8,2,1,12428
2004,8,3,2,13249
2004,8,4,3,13498
2004,8,5,4,13234
2004,8,6,5,12935
2004,8,7,6,8860
2004,8,8,7,7773
2004,8,9,1,12310
2004,8,10,2,13571
2004,8,11,3,13405
2004,8,12,4,13448
2004,8,13,5,12275
2004,8,14,6,8884
2004,8,15,7,7885
2004,8,16,1,12328
2004,8,17,2,13551
2004,8,18,3,13274
2004,8,19,4,13088
2004,8,20,5,13228
2004,8,21,6,8944
2004,8,22,7,7950
2004,8,23,1,12285
2004,8,24,2,13556
2004,8,25,3,13116
2004,8,26,4,13196
2004,8,27,5,12971
2004,8,28,6,9049
2004,8,29,7,7783
2004,8,30,1,12342
2004,8,31,2,13582
2004,9,1,3,13418
2004,9,2,4,13539
2004,9,3,5,13245
2004,9,4,6,8881
2004,9,5,7,7875
2004,9,6,1,8281
2004,9,7,2,12884
2004,9,8,3,14492
2004,9,9,4,14526
2004,9,10,5,14081
2004,9,11,6,9253
2004,9,12,7,8281
2004,9,13,1,12644
2004,9,14,2,14172
2004,9,15,3,13641
2004,9,16,4,13432
2004,9,17,5,13577
2004,9,18,6,9387
2004,9,19,7,8251
2004,9,20,1,12963
2004,9,21,2,13932
2004,9,22,3,13749
2004,9,23,4,13969
2004,9,24,5,13722
2004,9,25,6,9142
2004,9,26,7,8143
2004,9,27,1,12674
2004,9,28,2,13882
2004,9,29,3,13416
2004,9,30,4,13443
2004,10,1,5,13256
2004,10,2,6,8886
2004,10,3,7,7719
2004,10,4,1,12591
2004,10,5,2,13707
2004,10,6,3,13317
2004,10,7,4,13383
2004,10,8,5,13122
2004,10,9,6,8716
2004,10,10,7,7709
2004,10,11,1,11758
2004,10,12,2,13405
2004,10,13,3,13069
2004,10,14,4,13259
2004,10,15,5,13111
2004,10,16,6,8802
2004,10,17,7,7661
2004,10,18,1,12252
2004,10,19,2,13271
2004,10,20,3,12967
2004,10,21,4,12959
2004,10,22,5,12887
2004,10,23,6,8627
2004,10,24,7,7699
2004,10,25,1,12341
2004,10,26,2,13464
2004,10,27,3,13178
2004,10,28,4,13287
2004,10,29,5,12473
2004,10,30,6,8616
2004,10,31,7,7556
2004,11,1,1,12173
2004,11,2,2,13212
2004,11,3,3,13004
2004,11,4,4,13075
2004,11,5,5,12900
2004,11,6,6,8789
2004,11,7,7,7734
2004,11,8,1,12420
2004,11,9,2,13351
2004,11,10,3,13017
2004,11,11,4,12976
2004,11,12,5,12783
2004,11,13,6,8626
2004,11,14,7,7503
2004,11,15,1,12293
2004,11,16,2,13528
2004,11,17,3,13124
2004,11,18,4,13348
2004,11,19,5,13063
2004,11,20,6,8694
2004,11,21,7,7742
2004,11,22,1,13463
2004,11,23,2,14238
2004,11,24,3,12430
2004,11,25,4,7614
2004,11,26,5,9370
2004,11,27,6,8118
2004,11,28,7,7540
2004,11,29,1,12315
2004,11,30,2,13916
2004,12,1,3,13385
2004,12,2,4,12989
2004,12,3,5,12604
2004,12,4,6,8616
2004,12,5,7,7606
2004,12,6,1,12054
2004,12,7,2,13372
2004,12,8,3,13179
2004,12,9,4,12872
2004,12,10,5,12719
2004,12,11,6,8550
2004,12,12,7,7649
2004,12,13,1,11809
2004,12,14,2,13360
2004,12,15,3,13380
2004,12,16,4,13418
2004,12,17,5,13090
2004,12,18,6,8623
2004,12,19,7,7552
2004,12,20,1,13587
2004,12,21,2,14390
2004,12,22,3,13006
2004,12,23,4,11043
2004,12,24,5,7813
2004,12,25,6,6259
2004,12,26,7,7087
2004,12,27,1,12276
2004,12,28,2,13965
2004,12,29,3,13642
2004,12,30,4,13314
2004,12,31,5,10130
2005,1,1,6,7317
2005,1,2,7,6871
2005,1,3,1,11153
2005,1,4,2,12644
2005,1,5,3,12671
2005,1,6,4,12733
2005,1,7,5,12581
2005,1,8,6,8376
2005,1,9,7,7169
2005,1,10,1,11803
2005,1,11,2,12949
2005,1,12,3,12842
2005,1,13,4,12357
2005,1,14,5,12562
2005,1,15,6,8502
2005,1,16,7,7192
2005,1,17,1,11059
2005,1,18,2,12677
2005,1,19,3,12726
2005,1,20,4,12847
2005,1,21,5,12579
2005,1,22,6,8255
2005,1,23,7,7376
2005,1,24,1,11716
2005,1,25,2,13295
2005,1,26,3,12733
2005,1,27,4,12680
2005,1,28,5,12578
2005,1,29,6,8303
2005,1,30,7,7402
2005,1,31,1,11530
2005,2,1,2,13263
2005,2,2,3,12966
2005,2,3,4,12638
2005,2,4,5,12671
2005,2,5,6,8539
2005,2,6,7,7432
2005,2,7,1,11867
2005,2,8,2,12927
2005,2,9,3,12469
2005,2,10,4,12865
2005,2,11,5,12517
2005,2,12,6,8462
2005,2,13,7,7395
2005,2,14,1,12386
2005,2,15,2,13378
2005,2,16,3,13029
2005,2,17,4,12718
2005,2,18,5,12589
2005,2,19,6,8318
2005,2,20,7,7342
2005,2,21,1,11087
2005,2,22,2,12699
2005,2,23,3,12685
2005,2,24,4,12733
2005,2,25,5,12495
2005,2,26,6,8293
2005,2,27,7,7449
2005,2,28,1,11678
2005,3,1,2,13042
2005,3,2,3,12765
2005,3,3,4,13018
2005,3,4,5,12772
2005,3,5,6,8499
2005,3,6,7,7382
2005,3,7,1,11801
2005,3,8,2,12969
2005,3,9,3,12700
2005,3,10,4,12920
2005,3,11,5,12777
2005,3,12,6,8511
2005,3,13,7,7239
2005,3,14,1,12086
2005,3,15,2,13144
2005,3,16,3,12718
2005,3,17,4,13118
2005,3,18,5,12690
2005,3,19,6,8557
2005,3,20,7,7454
2005,3,21,1,12108
2005,3,22,2,13386
2005,3,23,3,12910
2005,3,24,4,12912
2005,3,25,5,12111
2005,3,26,6,7980
2005,3,27,7,6923
2005,3,28,1,11820
2005,3,29,2,13028
2005,3,30,3,12947
2005,3,31,4,12834
2005,4,1,5,11760
2005,4,2,6,8574
2005,4,3,7,7065
2005,4,4,1,12457
2005,4,5,2,13274
2005,4,6,3,13200
2005,4,7,4,12996
2005,4,8,5,12747
2005,4,9,6,8355
2005,4,10,7,7443
2005,4,11,1,12143
2005,4,12,2,13146
2005,4,13,3,12452
2005,4,14,4,12976
2005,4,15,5,13063
2005,4,16,6,8291
2005,4,17,7,7214
2005,4,18,1,12023
2005,4,19,2,13197
2005,4,20,3,13120
2005,4,21,4,12978
2005,4,22,5,12543
2005,4,23,6,8244
2005,4,24,7,7267
2005,4,25,1,12002
2005,4,26,2,13157
2005,4,27,3,12929
2005,4,28,4,12822
2005,4,29,5,12342
2005,4,30,6,8280
2005,5,1,7,7230
2005,5,2,1,11980
2005,5,3,2,13079
2005,5,4,3,12841
2005,5,5,4,14357
2005,5,6,5,12496
2005,5,7,6,8204
2005,5,8,7,7349
2005,5,9,1,12155
2005,5,10,2,13299
2005,5,11,3,12762
2005,5,12,4,13251
2005,5,13,5,11803
2005,5,14,6,8610
2005,5,15,7,7515
2005,5,16,1,12307
2005,5,17,2,13659
2005,5,18,3,13378
2005,5,19,4,13114
2005,5,20,5,13007
2005,5,21,6,8490
2005,5,22,7,7386
2005,5,23,1,12445
2005,5,24,2,13740
2005,5,25,3,13793
2005,5,26,4,13654
2005,5,27,5,13378
2005,5,28,6,8688
2005,5,29,7,7270
2005,5,30,1,7886
2005,5,31,2,12610
2005,6,1,3,14054
2005,6,2,4,13666
2005,6,3,5,13483
2005,6,4,6,8686
2005,6,5,7,7791
2005,6,6,1,12363
2005,6,7,2,13481
2005,6,8,3,13138
2005,6,9,4,13422
2005,6,10,5,13230
2005,6,11,6,8621
2005,6,12,7,7487
2005,6,13,1,11843
2005,6,14,2,13815
2005,6,15,3,13261
2005,6,16,4,13033
2005,6,17,5,12821
2005,6,18,6,8573
2005,6,19,7,7522
2005,6,20,1,12332
2005,6,21,2,13439
2005,6,22,3,13342
2005,6,23,4,13458
2005,6,24,5,13032
2005,6,25,6,8737
2005,6,26,7,7603
2005,6,27,1,12488
2005,6,28,2,13813
2005,6,29,3,14039
2005,6,30,4,14003
2005,7,1,5,13759
2005,7,2,6,8862
2005,7,3,7,7668
2005,7,4,1,7733
2005,7,5,2,12847
2005,7,6,3,14562
2005,7,7,4,14627
2005,7,8,5,14136
2005,7,9,6,9189
2005,7,10,7,7829
2005,7,11,1,12626
2005,7,12,2,13884
2005,7,13,3,13431
2005,7,14,4,14038
2005,7,15,5,13685
2005,7,16,6,9036
2005,7,17,7,7793
2005,7,18,1,12698
2005,7,19,2,13791
2005,7,20,3,13603
2005,7,21,4,13870
2005,7,22,5,13390
2005,7,23,6,8916
2005,7,24,7,7762
2005,7,25,1,12651
2005,7,26,2,13671
2005,7,27,3,13528
2005,7,28,4,13621
2005,7,29,5,13260
2005,7,30,6,8987
2005,7,31,7,7743
2005,8,1,1,12415
2005,8,2,2,13730
2005,8,3,3,13350
2005,8,4,4,13511
2005,8,5,5,13413
2005,8,6,6,8820
2005,8,7,7,7662
2005,8,8,1,12553
2005,8,9,2,13893
2005,8,10,3,13593
2005,8,11,4,14011
2005,8,12,5,13610
2005,8,13,6,9049
2005,8,14,7,7867
2005,8,15,1,12740
2005,8,16,2,13998
2005,8,17,3,13801
2005,8,18,4,14009
2005,8,19,5,13365
2005,8,20,6,9118
2005,8,21,7,7776
2005,8,22,1,12487
2005,8,23,2,13739
2005,8,24,3,13569
2005,8,25,4,13824
2005,8,26,5,13327
2005,8,27,6,8952
2005,8,28,7,7743
2005,8,29,1,12711
2005,8,30,2,13933
2005,8,31,3,13898
2005,9,1,4,14160
2005,9,2,5,13904
2005,9,3,6,9128
2005,9,4,7,7931
2005,9,5,1,8116
2005,9,6,2,13124
2005,9,7,3,14744
2005,9,8,4,14740
2005,9,9,5,14505
2005,9,10,6,9565
2005,9,11,7,8041
2005,9,12,1,13189
2005,9,13,2,13951
2005,9,14,3,14160
2005,9,15,4,14263
2005,9,16,5,14189
2005,9,17,6,9459
2005,9,18,7,8262
2005,9,19,1,13460
2005,9,20,2,14590
2005,9,21,3,14203
2005,9,22,4,13973
2005,9,23,5,13776
2005,9,24,6,9207
2005,9,25,7,8028
2005,9,26,1,12952
2005,9,27,2,13955
2005,9,28,3,13785
2005,9,29,4,13540
2005,9,30,5,13454
2005,10,1,6,8820
2005,10,2,7,7841
2005,10,3,1,12816
2005,10,4,2,13449
2005,10,5,3,13488
2005,10,6,4,13552
2005,10,7,5,13056
2005,10,8,6,8846
2005,10,9,7,7508
2005,10,10,1,12298
2005,10,11,2,13256
2005,10,12,3,13191
2005,10,13,4,12922
2005,10,14,5,13087
2005,10,15,6,8733
2005,10,16,7,7432
2005,10,17,1,12230
2005,10,18,2,13442
2005,10,19,3,12932
2005,10,20,4,13267
2005,10,21,5,12828
2005,10,22,6,8568
2005,10,23,7,7371
2005,10,24,1,12012
2005,10,25,2,13351
2005,10,26,3,12798
2005,10,27,4,13273
2005,10,28,5,12619
2005,10,29,6,8509
2005,10,30,7,7459
2005,10,31,1,10207
2005,11,1,2,13682
2005,11,2,3,13275
2005,11,3,4,13284
2005,11,4,5,12928
2005,11,5,6,8675
2005,11,6,7,7565
2005,11,7,1,12176
2005,11,8,2,13678
2005,11,9,3,13208
2005,11,10,4,13227
2005,11,11,5,12584
2005,11,12,6,8333
2005,11,13,7,7420
2005,11,14,1,12164
2005,11,15,2,13549
2005,11,16,3,13113
2005,11,17,4,13280
2005,11,18,5,13153
2005,11,19,6,8481
2005,11,20,7,7594
2005,11,21,1,13399
2005,11,22,2,14175
2005,11,23,3,12202
2005,11,24,4,7267
2005,11,25,5,9090
2005,11,26,6,7848
2005,11,27,7,7197
2005,11,28,1,12716
2005,11,29,2,13743
2005,11,30,3,13176
2005,12,1,4,13210
2005,12,2,5,12599
2005,12,3,6,8241
2005,12,4,7,7297
2005,12,5,1,12106
2005,12,6,2,13249
2005,12,7,3,13017
2005,12,8,4,13048
2005,12,9,5,12391
2005,12,10,6,8401
2005,12,11,7,7368
2005,12,12,1,12494
2005,12,13,2,13323
2005,12,14,3,13768
2005,12,15,4,13586
2005,12,16,5,13320
2005,12,17,6,8701
2005,12,18,7,7617
2005,12,19,1,13410
2005,12,20,2,14659
2005,12,21,3,14159
2005,12,22,4,12877
2005,12,23,5,10642
2005,12,24,6,7256
2005,12,25,7,6224
2005,12,26,1,8505
2005,12,27,2,13056
2005,12,28,3,14381
2005,12,29,4,13972
2005,12,30,5,13208
2005,12,31,6,8635
2006,1,1,7,7137
2006,1,2,1,8198
2006,1,3,2,11992
2006,1,4,3,12966
2006,1,5,4,13117
2006,1,6,5,13071
2006,1,7,6,8546
2006,1,8,7,7409
2006,1,9,1,11809
2006,1,10,2,12992
2006,1,11,3,12844
2006,1,12,4,13309
2006,1,13,5,11994
2006,1,14,6,8628
2006,1,15,7,7312
2006,1,16,1,11477
2006,1,17,2,13018
2006,1,18,3,13079
2006,1,19,4,13125
2006,1,20,5,13040
2006,1,21,6,8408
2006,1,22,7,7442
2006,1,23,1,12102
2006,1,24,2,12983
2006,1,25,3,12911
2006,1,26,4,13044
2006,1,27,5,12917
2006,1,28,6,8439
2006,1,29,7,7572
2006,1,30,1,12150
2006,1,31,2,12945
2006,2,1,3,12960
2006,2,2,4,13231
2006,2,3,5,13089
2006,2,4,6,8647
2006,2,5,7,7506
2006,2,6,1,12302
2006,2,7,2,13555
2006,2,8,3,13057
2006,2,9,4,13232
2006,2,10,5,13298
2006,2,11,6,8702
2006,2,12,7,7404
2006,2,13,1,11955
2006,2,14,2,13886
2006,2,15,3,13424
2006,2,16,4,13303
2006,2,17,5,13218
2006,2,18,6,8738
2006,2,19,7,7577
2006,2,20,1,11466
2006,2,21,2,13172
2006,2,22,3,13341
2006,2,23,4,13280
2006,2,24,5,12832
2006,2,25,6,8557
2006,2,26,7,7400
2006,2,27,1,12080
2006,2,28,2,13223
2006,3,1,3,13422
2006,3,2,4,13210
2006,3,3,5,13212
2006,3,4,6,8682
2006,3,5,7,7440
2006,3,6,1,12361
2006,3,7,2,13248
2006,3,8,3,13427
2006,3,9,4,13305
2006,3,10,5,13162
2006,3,11,6,8602
2006,3,12,7,7558
2006,3,13,1,11742
2006,3,14,2,13358
2006,3,15,3,13183
2006,3,16,4,13125
2006,3,17,5,13003
2006,3,18,6,8757
2006,3,19,7,7355
2006,3,20,1,12335
2006,3,21,2,13378
2006,3,22,3,13027
2006,3,23,4,13042
2006,3,24,5,12874
2006,3,25,6,8381
2006,3,26,7,7403
2006,3,27,1,12095
2006,3,28,2,13246
2006,3,29,3,13114
2006,3,30,4,13067
2006,3,31,5,12406
2006,4,1,6,8268
2006,4,2,7,7271
2006,4,3,1,12398
2006,4,4,2,13287
2006,4,5,3,13348
2006,4,6,4,13069
2006,4,7,5,12922
2006,4,8,6,8333
2006,4,9,7,7314
2006,4,10,1,12233
2006,4,11,2,13504
2006,4,12,3,13120
2006,4,13,4,12853
2006,4,14,5,12139
2006,4,15,6,8227
2006,4,16,7,7030
2006,4,17,1,11897
2006,4,18,2,13415
2006,4,19,3,12979
2006,4,20,4,13157
2006,4,21,5,12776
2006,4,22,6,8397
2006,4,23,7,7141
2006,4,24,1,12164
2006,4,25,2,13238
2006,4,26,3,13011
2006,4,27,4,13120
2006,4,28,5,12562
2006,4,29,6,8287
2006,4,30,7,7127
2006,5,1,1,12248
2006,5,2,2,13242
2006,5,3,3,13059
2006,5,4,4,12941
2006,5,5,5,12983
2006,5,6,6,8297
2006,5,7,7,7343
2006,5,8,1,12355
2006,5,9,2,13100
2006,5,10,3,13079
2006,5,11,4,12921
2006,5,12,5,12685
2006,5,13,6,8260
2006,5,14,7,7288
2006,5,15,1,12476
2006,5,16,2,13630
2006,5,17,3,13444
2006,5,18,4,13274
2006,5,19,5,12731
2006,5,20,6,8624
2006,5,21,7,7473
2006,5,22,1,12775
2006,5,23,2,13827
2006,5,24,3,13544
2006,5,25,4,14074
2006,5,26,5,13355
2006,5,27,6,8883
2006,5,28,7,7651
2006,5,29,1,8099
2006,5,30,2,13051
2006,5,31,3,14189
2006,6,1,4,14257
2006,6,2,5,13772
2006,6,3,6,8878
2006,6,4,7,7834
2006,6,5,1,13004
2006,6,6,2,11661
2006,6,7,3,13693
2006,6,8,4,14137
2006,6,9,5,13203
2006,6,10,6,8619
2006,6,11,7,7653
2006,6,12,1,12652
2006,6,13,2,13378
