year,month,date_of_month,day_of_week,births
1997,3,20,4,11634
1997,3,21,5,11846
1997,3,22,6,8641
1997,3,23,7,7594
1997,3,24,1,10903
1997,3,25,2,12160
1997,3,26,3,11845
1997,3,27,4,11745
1997,3,28,5,11184
1997,3,29,6,8329
1997,3,30,7,7458
1997,3,31,1,10283
1997,4,1,2,10799
1997,4,2,3,11662
1997,4,3,4,11669
1997,4,4,5,11657
1997,4,5,6,8576
1997,4,6,7,7207
1997,4,7,1,10726
1997,4,8,2,11840
1997,4,9,3,11356
1997,4,10,4,11499
1997,4,11,5,11348
1997,4,12,6,8444
1997,4,13,7,7559
1997,4,14,1,10620
1997,4,15,2,11714
1997,4,16,3,11652
1997,4,17,4,11743
1997,4,18,5,11560
1997,4,19,6,8497
1997,4,20,7,7673
1997,4,21,1,10793
1997,4,22,2,11979
1997,4,23,3,11783
1997,4,24,4,11755
1997,4,25,5,11295
1997,4,26,6,8285
1997,4,27,7,7410
1997,4,28,1,10265
1997,4,29,2,11518
1997,4,30,3,11346
1997,5,1,4,11608
1997,5,2,5,11686
1997,5,3,6,8502
1997,5,4,7,7868
1997,5,5,1,10982
1997,5,6,2,11855
1997,5,7,3,11781
1997,5,8,4,11861
1997,5,9,5,11701
1997,5,10,6,8568
1997,5,11,7,7493
1997,5,12,1,11247
1997,5,13,2,12031
1997,5,14,3,11703
1997,5,15,4,12109
1997,5,16,5,11749
1997,5,17,6,8493
1997,5,18,7,7845
1997,5,19,1,11189
1997,5,20,2,12346
1997,5,21,3,11910
1997,5,22,4,12023
1997,5,23,5,12212
1997,5,24,6,8756
1997,5,25,7,7873
1997,5,26,1,8079
1997,5,27,2,11045
1997,5,28,3,12545
1997,5,29,4,12357
1997,5,30,5,12061
1997,5,31,6,8853
1997,6,1,7,7763
1997,6,2,1,10716
1997,6,3,2,12037
1997,6,4,3,11794
1997,6,5,4,11826
1997,6,6,5,11938
1997,6,7,6,8678
1997,6,8,7,7578
1997,6,9,1,10854
1997,6,10,2,12251
1997,6,11,3,12075
1997,6,12,4,11882
1997,6,13,5,11214
1997,6,14,6,8835
1997,6,15,7,7777
1997,6,16,1,11212
1997,6,17,2,12190
1997,6,18,3,11875
1997,6,19,4,12012
1997,6,20,5,12192
1997,6,21,6,8751
1997,6,22,7,8199
1997,6,23,1,11031
1997,6,24,2,12511
1997,6,25,3,12264
1997,6,26,4,12291
1997,6,27,5,11916
1997,6,28,6,9184
1997,6,29,7,7823
1997,6,30,1,11198
1997,7,1,2,13003
1997,7,2,3,12820
1997,7,3,4,12433
1997,7,4,5,9445
1997,7,5,6,8255
1997,7,6,7,7860
1997,7,7,1,11501
1997,7,8,2,12927
1997,7,9,3,12292
1997,7,10,4,12451
1997,7,11,5,12132
1997,7,12,6,8841
1997,7,13,7,8092
1997,7,14,1,11198
1997,7,15,2,12625
1997,7,16,3,12474
1997,7,17,4,12552
1997,7,18,5,12101
1997,7,19,6,9055
1997,7,20,7,7973
1997,7,21,1,11410
1997,7,22,2,12928
1997,7,23,3,12319
1997,7,24,4,11988
1997,7,25,5,12178
1997,7,26,6,8939
1997,7,27,7,8213
1997,7,28,1,11465
1997,7,29,2,12482
1997,7,30,3,12356
1997,7,31,4,12198
1997,8,1,5,12084
1997,8,2,6,8775
1997,8,3,7,8044
1997,8,4,1,11189
1997,8,5,2,12585
1997,8,6,3,12046
1997,8,7,4,12141
1997,8,8,5,12110
1997,8,9,6,8876
1997,8,10,7,8174
1997,8,11,1,11274
1997,8,12,2,12632
1997,8,13,3,11963
1997,8,14,4,12342
1997,8,15,5,12240
1997,8,16,6,9066
1997,8,17,7,8125
1997,8,18,1,11387
1997,8,19,2,12479
1997,8,20,3,12394
1997,8,21,4,12121
1997,8,22,5,12081
1997,8,23,6,8950
1997,8,24,7,8053
1997,8,25,1,11094
1997,8,26,2,12577
1997,8,27,3,12270
1997,8,28,4,12475
1997,8,29,5,12422
1997,8,30,6,9078
1997,8,31,7,8075
1997,9,1,1,8116
1997,9,2,2,11307
1997,9,3,3,12720
1997,9,4,4,12462
1997,9,5,5,12454
1997,9,6,6,9074
1997,9,7,7,8281
1997,9,8,1,11244
1997,9,9,2,12457
1997,9,10,3,12182
1997,9,11,4,12467
1997,9,12,5,12394
1997,9,13,6,9053
1997,9,14,7,8265
1997,9,15,1,11584
1997,9,16,2,12891
1997,9,17,3,12793
1997,9,18,4,12372
1997,9,19,5,12560
1997,9,20,6,8968
1997,9,21,7,8253
1997,9,22,1,11474
1997,9,23,2,12621
1997,9,24,3,12193
1997,9,25,4,12132
1997,9,26,5,12057
1997,9,27,6,9119
1997,9,28,7,8104
1997,9,29,1,11453
1997,9,30,2,12550
1997,10,1,3,12161
1997,10,2,4,11903
1997,10,3,5,11939
1997,10,4,6,8787
1997,10,5,7,7726
1997,10,6,1,11123
1997,10,7,2,12261
1997,10,8,3,11689
1997,10,9,4,11623
1997,10,10,5,11627
1997,10,11,6,8489
1997,10,12,7,7358
1997,10,13,1,10180
1997,10,14,2,11859
1997,10,15,3,11450
1997,10,16,4,11481
1997,10,17,5,11451
1997,10,18,6,8393
1997,10,19,7,7604
1997,10,20,1,10782
1997,10,21,2,11957
1997,10,22,3,11490
1997,10,23,4,11561
1997,10,24,5,11607
1997,10,25,6,8438
1997,10,26,7,8000
1997,10,27,1,10824
1997,10,28,2,11753
1997,10,29,3,11593
1997,10,30,4,11406
1997,10,31,5,10142
1997,11,1,6,8706
1997,11,2,7,7884
1997,11,3,1,10909
1997,11,4,2,12210
1997,11,5,3,11704
1997,11,6,4,11608
1997,11,7,5,11624
1997,11,8,6,8577
1997,11,9,7,7794
1997,11,10,1,10796
1997,11,11,2,12022
1997,11,12,3,11485
1997,11,13,4,11233
1997,11,14,5,11615
1997,11,15,6,8483
1997,11,16,7,7757
1997,11,17,1,10945
1997,11,18,2,12014
1997,11,19,3,11529
1997,11,20,4,11754
1997,11,21,5,11930
1997,11,22,6,8769
1997,11,23,7,7803
1997,11,24,1,11583
1997,11,25,2,12618
1997,11,26,3,11216
1997,11,27,4,7680
1997,11,28,5,9172
1997,11,29,6,8269
1997,11,30,7,7593
1997,12,1,1,11195
1997,12,2,2,12509
1997,12,3,3,11997
1997,12,4,4,11810
1997,12,5,5,11385
1997,12,6,6,8316
1997,12,7,7,7608
1997,12,8,1,10696
1997,12,9,2,11825
1997,12,10,3,11555
1997,12,11,4,11431
1997,12,12,5,11380
1997,12,13,6,8178
1997,12,14,7,7504
1997,12,15,1,11054
1997,12,16,2,12506
1997,12,17,3,12199
1997,12,18,4,12543
1997,12,19,5,12543
1997,12,20,6,8997
1997,12,21,7,7675
1997,12,22,1,12021
1997,12,23,2,12061
1997,12,24,3,9129
1997,12,25,4,7055
1997,12,26,5,10075
1997,12,27,6,8679
1997,12,28,7,7864
1997,12,29,1,12206
1997,12,30,2,13521
1997,12,31,3,11818
1998,1,1,4,8213
1998,1,2,5,9784
1998,1,3,6,8437
1998,1,4,7,7807
1998,1,5,1,10556
1998,1,6,2,11843
1998,1,7,3,11428
1998,1,8,4,11526
1998,1,9,5,11469
1998,1,10,6,8612
1998,1,11,7,7642
1998,1,12,1,10553
1998,1,13,2,11850
1998,1,14,3,11542
1998,1,15,4,11491
1998,1,16,5,11535
1998,1,17,6,8698
1998,1,18,7,7690
1998,1,19,1,10325
1998,1,20,2,11806
1998,1,21,3,11650
1998,1,22,4,11680
1998,1,23,5,11389
1998,1,24,6,8525
1998,1,25,7,7586
1998,1,26,1,10771
1998,1,27,2,11813
1998,1,28,3,11483
1998,1,29,4,11513
1998,1,30,5,11616
1998,1,31,6,8507
1998,2,1,7,7650
1998,2,2,1,10867
1998,2,3,2,11659
1998,2,4,3,11745
1998,2,5,4,11529
1998,2,6,5,11573
1998,2,7,6,8567
1998,2,8,7,7952
1998,2,9,1,11113
1998,2,10,2,12166
1998,2,11,3,11752
1998,2,12,4,12329
1998,2,13,5,11203
1998,2,14,6,9112
1998,2,15,7,7957
1998,2,16,1,10471
1998,2,17,2,11923
1998,2,18,3,12022
1998,2,19,4,11802
1998,2,20,5,11879
1998,2,21,6,8759
1998,2,22,7,7779
1998,2,23,1,10871
1998,2,24,2,12185
1998,2,25,3,11815
1998,2,26,4,11817
1998,2,27,5,11536
1998,2,28,6,8678
1998,3,1,7,7798
1998,3,2,1,11019
1998,3,3,2,12180
1998,3,4,3,11740
1998,3,5,4,12046
1998,3,6,5,11811
1998,3,7,6,8510
1998,3,8,7,7699
1998,3,9,1,10801
1998,3,10,2,12150
1998,3,11,3,11752
1998,3,12,4,11883
1998,3,13,5,11120
1998,3,14,6,8697
1998,3,15,7,7808
1998,3,16,1,10836
1998,3,17,2,12343
1998,3,18,3,11918
1998,3,19,4,11728
1998,3,20,5,11703
1998,3,21,6,8730
1998,3,22,7,7625
1998,3,23,1,10779
1998,3,24,2,11960
1998,3,25,3,11757
1998,3,26,4,11983
1998,3,27,5,11715
1998,3,28,6,8399
1998,3,29,7,7831
1998,3,30,1,10990
1998,3,31,2,12125
1998,4,1,3,10992
1998,4,2,4,11944
1998,4,3,5,11976
1998,4,4,6,8715
1998,4,5,7,7240
1998,4,6,1,10904
1998,4,7,2,12255
1998,4,8,3,11992
1998,4,9,4,11868
1998,4,10,5,11118
1998,4,11,6,8437
1998,4,12,7,7330
1998,4,13,1,10383
1998,4,14,2,12207
1998,4,15,3,11898
1998,4,16,4,11931
1998,4,17,5,11820
1998,4,18,6,8595
1998,4,19,7,7557
1998,4,20,1,10848
1998,4,21,2,12213
1998,4,22,3,11730
1998,4,23,4,11729
1998,4,24,5,11511
1998,4,25,6,8469
1998,4,26,7,7774
1998,4,27,1,10832
1998,4,28,2,12175
1998,4,29,3,11565
1998,4,30,4,11750
1998,5,1,5,11776
1998,5,2,6,8595
1998,5,3,7,7750
1998,5,4,1,11071
1998,5,5,2,12440
1998,5,6,3,12177
1998,5,7,4,12037
1998,5,8,5,11868
1998,5,9,6,8701
1998,5,10,7,7716
1998,5,11,1,10760
1998,5,12,2,12225
1998,5,13,3,11511
1998,5,14,4,11913
1998,5,15,5,12113
1998,5,16,6,8778
1998,5,17,7,7810
1998,5,18,1,11228
1998,5,19,2,12567
1998,5,20,3,12241
1998,5,21,4,12482
1998,5,22,5,12312
1998,5,23,6,8764
1998,5,24,7,7888
1998,5,25,1,7953
1998,5,26,2,11573
1998,5,27,3,12590
1998,5,28,4,12674
1998,5,29,5,12255
1998,5,30,6,8837
1998,5,31,7,7914
1998,6,1,1,11005
1998,6,2,2,11762
1998,6,3,3,11898
1998,6,4,4,11778
1998,6,5,5,11752
1998,6,6,6,8892
1998,6,7,7,7558
1998,6,8,1,10791
1998,6,9,2,12122
1998,6,10,3,12007
1998,6,11,4,11996
1998,6,12,5,11830
1998,6,13,6,8769
1998,6,14,7,7836
1998,6,15,1,11280
1998,6,16,2,12519
1998,6,17,3,12038
1998,6,18,4,11968
1998,6,19,5,11877
1998,6,20,6,8819
1998,6,21,7,7794
1998,6,22,1,11218
1998,6,23,2,12351
1998,6,24,3,12246
1998,6,25,4,12258
1998,6,26,5,12050
1998,6,27,6,8840
1998,6,28,7,7930
1998,6,29,1,11025
1998,6,30,2,12882
1998,7,1,3,12680
1998,7,2,4,12517
1998,7,3,5,10371
1998,7,4,6,8372
1998,7,5,7,7694
1998,7,6,1,11030
1998,7,7,2,12753
1998,7,8,3,12535
1998,7,9,4,12463
1998,7,10,5,12288
1998,7,11,6,8996
1998,7,12,7,8096
1998,7,13,1,11149
1998,7,14,2,13034
1998,7,15,3,12593
1998,7,16,4,12467
1998,7,17,5,12345
1998,7,18,6,8905
1998,7,19,7,8018
1998,7,20,1,11598
1998,7,21,2,12686
1998,7,22,3,12785
1998,7,23,4,12536
1998,7,24,5,12287
1998,7,25,6,8888
1998,7,26,7,8069
1998,7,27,1,11350
1998,7,28,2,12919
1998,7,29,3,12556
1998,7,30,4,12375
1998,7,31,5,12296
1998,8,1,6,8784
1998,8,2,7,7876
1998,8,3,1,11277
1998,8,4,2,12758
1998,8,5,3,12244
1998,8,6,4,12535
1998,8,7,5,12258
1998,8,8,6,9256
1998,8,9,7,8168
1998,8,10,1,11622
1998,8,11,2,12857
1998,8,12,3,12577
1998,8,13,4,12487
1998,8,14,5,12486
1998,8,15,6,9296
1998,8,16,7,8176
1998,8,17,1,11565
1998,8,18,2,12878
1998,8,19,3,12491
1998,8,20,4,12467
1998,8,21,5,12496
1998,8,22,6,9106
1998,8,23,7,8252
1998,8,24,1,11627
1998,8,25,2,12908
1998,8,26,3,12459
1998,8,27,4,12595
1998,8,28,5,12447
1998,8,29,6,9230
1998,8,30,7,8162
1998,8,31,1,11396
1998,9,1,2,12677
1998,9,2,3,12289
1998,9,3,4,12474
1998,9,4,5,12820
1998,9,5,6,9057
1998,9,6,7,7979
1998,9,7,1,8428
1998,9,8,2,12092
1998,9,9,3,13501
1998,9,10,4,13306
1998,9,11,5,12920
1998,9,12,6,9463
1998,9,13,7,8434
1998,9,14,1,11694
1998,9,15,2,12975
1998,9,16,3,12768
1998,9,17,4,12905
1998,9,18,5,13030
1998,9,19,6,9541
1998,9,20,7,8431
1998,9,21,1,11647
1998,9,22,2,12774
1998,9,23,3,12805
1998,9,24,4,12708
1998,9,25,5,12501
1998,9,26,6,9230
1998,9,27,7,8279
1998,9,28,1,11744
1998,9,29,2,12716
1998,9,30,3,12196
1998,10,1,4,12410
1998,10,2,5,12247
1998,10,3,6,8895
1998,10,4,7,7927
1998,10,5,1,11235
1998,10,6,2,12555
1998,10,7,3,12119
1998,10,8,4,12128
1998,10,9,5,11750
1998,10,10,6,8610
1998,10,11,7,7785
1998,10,12,1,10645
1998,10,13,2,11815
1998,10,14,3,12063
1998,10,15,4,12049
1998,10,16,5,11792
1998,10,17,6,8475
1998,10,18,7,7795
1998,10,19,1,10797
1998,10,20,2,12404
1998,10,21,3,11721
1998,10,22,4,11866
1998,10,23,5,11644
1998,10,24,6,8447
1998,10,25,7,7768
1998,10,26,1,10967
1998,10,27,2,11996
1998,10,28,3,11841
1998,10,29,4,11667
1998,10,30,5,11213
1998,10,31,6,8164
1998,11,1,7,7849
1998,11,2,1,11139
1998,11,3,2,12235
1998,11,4,3,11726
1998,11,5,4,12007
1998,11,6,5,11773
1998,11,7,6,8623
1998,11,8,7,7615
1998,11,9,1,11171
1998,11,10,2,12312
1998,11,11,3,11662
1998,11,12,4,11904
1998,11,13,5,10968
1998,11,14,6,8689
1998,11,15,7,7759
1998,11,16,1,11103
1998,11,17,2,12348
1998,11,18,3,11729
1998,11,19,4,11815
1998,11,20,5,12095
1998,11,21,6,8687
1998,11,22,7,7649
1998,11,23,1,11942
1998,11,24,2,13143
1998,11,25,3,11311
1998,11,26,4,7658
1998,11,27,5,9185
1998,11,28,6,8295
1998,11,29,7,7732
1998,11,30,1,11117
1998,12,1,2,12612
1998,12,2,3,12003
1998,12,3,4,11990
1998,12,4,5,11661
1998,12,5,6,8368
1998,12,6,7,7614
1998,12,7,1,10872
1998,12,8,2,12354
1998,12,9,3,11824
1998,12,10,4,11685
1998,12,11,5,11284
1998,12,12,6,8418
1998,12,13,7,7460
1998,12,14,1,11063
1998,12,15,2,12430
1998,12,16,3,12256
1998,12,17,4,12572
1998,12,18,5,12634
1998,12,19,6,8804
1998,12,20,7,7792
1998,12,21,1,12414
1998,12,22,2,13286
1998,12,23,3,11149
1998,12,24,4,8464
1998,12,25,5,7020
1998,12,26,6,7735
1998,12,27,7,7829
1998,12,28,1,11980
1998,12,29,2,13637
1998,12,30,3,13297
1998,12,31,4,11389
1999,1,1,5,8163
1999,1,2,6,7637
1999,1,3,7,7416
1999,1,4,1,10396
1999,1,5,2,12004
1999,1,6,3,11718
1999,1,7,4,11901
1999,1,8,5,11772
1999,1,9,6,8466
1999,1,10,7,7704
1999,1,11,1,10816
1999,1,12,2,12190
1999,1,13,3,11626
1999,1,14,4,11767
1999,1,15,5,11704
1999,1,16,6,8444
1999,1,17,7,7679
1999,1,18,1,10508
1999,1,19,2,11812
1999,1,20,3,11901
1999,1,21,4,12027
1999,1,22,5,11677
1999,1,23,6,8587
1999,1,24,7,7597
1999,1,25,1,10973
1999,1,26,2,11915
1999,1,27,3,11548
1999,1,28,4,11745
1999,1,29,5,11571
1999,1,30,6,8473
1999,1,31,7,7445
1999,2,1,1,10718
1999,2,2,2,12037
1999,2,3,3,11747
1999,2,4,4,11811
1999,2,5,5,11693
1999,2,6,6,8394
1999,2,7,7,7675
1999,2,8,1,11022
1999,2,9,2,12157
1999,2,10,3,11849
1999,2,11,4,12086
1999,2,12,5,11709
1999,2,13,6,8298
1999,2,14,7,7902
1999,2,15,1,10431
1999,2,16,2,11987
1999,2,17,3,11868
1999,2,18,4,11909
1999,2,19,5,11818
1999,2,20,6,8604
1999,2,21,7,7664
1999,2,22,1,10958
1999,2,23,2,11875
1999,2,24,3,11761
1999,2,25,4,11716
1999,2,26,5,11615
1999,2,27,6,8458
1999,2,28,7,7806
1999,3,1,1,10958
1999,3,2,2,12288
1999,3,3,3,11998
1999,3,4,4,11767
1999,3,5,5,11841
1999,3,6,6,8616
1999,3,7,7,7578
1999,3,8,1,10749
1999,3,9,2,11896
1999,3,10,3,11823
1999,3,11,4,11832
1999,3,12,5,11834
1999,3,13,6,8436
1999,3,14,7,7549
1999,3,15,1,10830
1999,3,16,2,12134
1999,3,17,3,11928
1999,3,18,4,11915
1999,3,19,5,11554
1999,3,20,6,8621
1999,3,21,7,7582
1999,3,22,1,10743
1999,3,23,2,12132
1999,3,24,3,11764
1999,3,25,4,11879
1999,3,26,5,11543
1999,3,27,6,8592
1999,3,28,7,7389
1999,3,29,1,11259
1999,3,30,2,12071
1999,3,31,3,11838
1999,4,1,4,11313
1999,4,2,5,11354
1999,4,3,6,8059
1999,4,4,7,7067
1999,4,5,1,10820
1999,4,6,2,12063
1999,4,7,3,11941
1999,4,8,4,11724
1999,4,9,5,11550
1999,4,10,6,8364
1999,4,11,7,7510
1999,4,12,1,10849
1999,4,13,2,11884
1999,4,14,3,11669
1999,4,15,4,11818
1999,4,16,5,11546
1999,4,17,6,8633
1999,4,18,7,7394
1999,4,19,1,10767
1999,4,20,2,12067
1999,4,21,3,11636
1999,4,22,4,11763
1999,4,23,5,11533
1999,4,24,6,8301
1999,4,25,7,7370
1999,4,26,1,10806
1999,4,27,2,12013
1999,4,28,3,11915
1999,4,29,4,11743
1999,4,30,5,11417
1999,5,1,6,8522
1999,5,2,7,7537
1999,5,3,1,10972
1999,5,4,2,12455
1999,5,5,3,12278
1999,5,6,4,12267
1999,5,7,5,11857
1999,5,8,6,8314
1999,5,9,7,7630
1999,5,10,1,11158
1999,5,11,2,12316
1999,5,12,3,12111
1999,5,13,4,11801
1999,5,14,5,11874
1999,5,15,6,8492
1999,5,16,7,7600
1999,5,17,1,11106
1999,5,18,2,12438
1999,5,19,3,11758
1999,5,20,4,11944
1999,5,21,5,11895
1999,5,22,6,8558
1999,5,23,7,7700
1999,5,24,1,11340
1999,5,25,2,12833
1999,5,26,3,12346
1999,5,27,4,12640
1999,5,28,5,12405
1999,5,29,6,8875
1999,5,30,7,7661
1999,5,31,1,7843
1999,6,1,2,11583
1999,6,2,3,12961
1999,6,3,4,12796
1999,6,4,5,12340
1999,6,5,6,8814
1999,6,6,7,7691
1999,6,7,1,11105
1999,6,8,2,12338
1999,6,9,3,12010
1999,6,10,4,12259
1999,6,11,5,12028
1999,6,12,6,8654
1999,6,13,7,7648
1999,6,14,1,11145
1999,6,15,2,12525
1999,6,16,3,12089
1999,6,17,4,12069
1999,6,18,5,11861
1999,6,19,6,8621
1999,6,20,7,7675
1999,6,21,1,11492
1999,6,22,2,12527
1999,6,23,3,12130
1999,6,24,4,12343
1999,6,25,5,11768
1999,6,26,6,8922
1999,6,27,7,7968
1999,6,28,1,11506
1999,6,29,2,12853
1999,6,30,3,12480
1999,7,1,4,12828
1999,7,2,5,12525
1999,7,3,6,8764
1999,7,4,7,7973
1999,7,5,1,8413
1999,7,6,2,11799
1999,7,7,3,13343
1999,7,8,4,13245
1999,7,9,5,12566
1999,7,10,6,9196
1999,7,11,7,7882
1999,7,12,1,11489
1999,7,13,2,12646
1999,7,14,3,12631
1999,7,15,4,12795
1999,7,16,5,12582
1999,7,17,6,9034
1999,7,18,7,8025
1999,7,19,1,11556
1999,7,20,2,12849
1999,7,21,3,12685
1999,7,22,4,12945
1999,7,23,5,12674
1999,7,24,6,9258
1999,7,25,7,8182
1999,7,26,1,11687
1999,7,27,2,12903
1999,7,28,3,12803
1999,7,29,4,12840
1999,7,30,5,12537
1999,7,31,6,9157
1999,8,1,7,8167
1999,8,2,1,11663
1999,8,3,2,12660
1999,8,4,3,12564
1999,8,5,4,12587
1999,8,6,5,12448
1999,8,7,6,9070
1999,8,8,7,8074
1999,8,9,1,11408
1999,8,10,2,13035
1999,8,11,3,12572
1999,8,12,4,13103
1999,8,13,5,11924
1999,8,14,6,9143
1999,8,15,7,8190
1999,8,16,1,11753
1999,8,17,2,13201
1999,8,18,3,12833
1999,8,19,4,12783
1999,8,20,5,12764
1999,8,21,6,9114
1999,8,22,7,7964
1999,8,23,1,11673
1999,8,24,2,13035
1999,8,25,3,12595
1999,8,26,4,12628
1999,8,27,5,12570
1999,8,28,6,9387
1999,8,29,7,8203
1999,8,30,1,11568
1999,8,31,2,12692
1999,9,1,3,12572
1999,9,2,4,12896
1999,9,3,5,12914
1999,9,4,6,8953
1999,9,5,7,8203
1999,9,6,1,8249
1999,9,7,2,11969
1999,9,8,3,13437
1999,9,9,4,14540
1999,9,10,5,13181
1999,9,11,6,9634
1999,9,12,7,8463
1999,9,13,1,11481
1999,9,14,2,12770
1999,9,15,3,12880
1999,9,16,4,12843
1999,9,17,5,13142
1999,9,18,6,9599
1999,9,19,7,8559
1999,9,20,1,11961
1999,9,21,2,13384
1999,9,22,3,12994
1999,9,23,4,13149
1999,9,24,5,13009
1999,9,25,6,9568
1999,9,26,7,8290
1999,9,27,1,12103
1999,9,28,2,13358
1999,9,29,3,12785
1999,9,30,4,12523
1999,10,1,5,12544
1999,10,2,6,9099
1999,10,3,7,7888
1999,10,4,1,11506
1999,10,5,2,12871
1999,10,6,3,12534
1999,10,7,4,12306
1999,10,8,5,12341
1999,10,9,6,8804
1999,10,10,7,7835
1999,10,11,1,11203
1999,10,12,2,12442
1999,10,13,3,12041
1999,10,14,4,12115
1999,10,15,5,12187
1999,10,16,6,8594
1999,10,17,7,7562
1999,10,18,1,11021
1999,10,19,2,12354
1999,10,20,3,11830
1999,10,21,4,11960
1999,10,22,5,11912
1999,10,23,6,8404
1999,10,24,7,7465
1999,10,25,1,11077
1999,10,26,2,12221
1999,10,27,3,11654
1999,10,28,4,11693
1999,10,29,5,11534
1999,10,30,6,8488
1999,10,31,7,7495
1999,11,1,1,10839
1999,11,2,2,12098
1999,11,3,3,11803
1999,11,4,4,11806
1999,11,5,5,11868
1999,11,6,6,8533
1999,11,7,7,7481
1999,11,8,1,11049
1999,11,9,2,12092
1999,11,10,3,11632
1999,11,11,4,11802
1999,11,12,5,11556
1999,11,13,6,8349
1999,11,14,7,7526
1999,11,15,1,10928
1999,11,16,2,12263
1999,11,17,3,11665
1999,11,18,4,11908
1999,11,19,5,12128
1999,11,20,6,8630
1999,11,21,7,7514
1999,11,22,1,12104
1999,11,23,2,12804
1999,11,24,3,11409
1999,11,25,4,7529
1999,11,26,5,8892
1999,11,27,6,8024
1999,11,28,7,7418
1999,11,29,1,11095
1999,11,30,2,12544
1999,12,1,3,12282
1999,12,2,4,11976
1999,12,3,5,11591
1999,12,4,6,8333
1999,12,5,7,7503
1999,12,6,1,10956
1999,12,7,2,12329
1999,12,8,3,11849
1999,12,9,4,11728
1999,12,10,5,11459
1999,12,11,6,8442
1999,12,12,7,7528
1999,12,13,1,10830
1999,12,14,2,12667
1999,12,15,3,12623
1999,12,16,4,12441
1999,12,17,5,12453
1999,12,18,6,8979
1999,12,19,7,7732
1999,12,20,1,12497
1999,12,21,2,13508
1999,12,22,3,12166
1999,12,23,4,10591
1999,12,24,5,8046
1999,12,25,6,6674
1999,12,26,7,7432
1999,12,27,1,11579
1999,12,28,2,13158
1999,12,29,3,12629
1999,12,30,4,11935
1999,12,31,5,9335
2000,1,1,6,8843
2000,1,2,7,7816
2000,1,3,1,11123
2000,1,4,2,12703
2000,1,5,3,12240
2000,1,6,4,12260
2000,1,7,5,12280
2000,1,8,6,8750
2000,1,9,7,7736
2000,1,10,1,11418
2000,1,11,2,12323
2000,1,12,3,12057
2000,1,13,4,11556
2000,1,14,5,11924
2000,1,15,6,8365
2000,1,16,7,7499
2000,1,17,1,10601
2000,1,18,2,12086
2000,1,19,3,12083
2000,1,20,4,12188
2000,1,21,5,11667
2000,1,22,6,8633
2000,1,23,7,7712
2000,1,24,1,11184
2000,1,25,2,12253
2000,1,26,3,11879
2000,1,27,4,12136
2000,1,28,5,11673
2000,1,29,6,8635
2000,1,30,7,7603
2000,1,31,1,10882
2000,2,1,2,12359
2000,2,2,3,12082
2000,2,3,4,11806
2000,2,4,5,11828
2000,2,5,6,8474
2000,2,6,7,7730
2000,2,7,1,11375
2000,2,8,2,12591
2000,2,9,3,12024
2000,2,10,4,12339
2000,2,11,5,12182
2000,2,12,6,8674
2000,2,13,7,7801
2000,2,14,1,11920
2000,2,15,2,12711
2000,2,16,3,12256
2000,2,17,4,12274
2000,2,18,5,12162
2000,2,19,6,8693
2000,2,20,7,7763
2000,2,21,1,10406
2000,2,22,2,12401
2000,2,23,3,11972
2000,2,24,4,12160
2000,2,25,5,11971
2000,2,26,6,8847
2000,2,27,7,7716
2000,2,28,1,11215
2000,2,29,2,11645
2000,3,1,3,12407
2000,3,2,4,12261
2000,3,3,5,12120
2000,3,4,6,8861
2000,3,5,7,7599
2000,3,6,1,11122
2000,3,7,2,12133
2000,3,8,3,12061
2000,3,9,4,12303
2000,3,10,5,11898
2000,3,11,6,8657
2000,3,12,7,7762
2000,3,13,1,10946
2000,3,14,2,12523
2000,3,15,3,12114
2000,3,16,4,12154
2000,3,17,5,12147
2000,3,18,6,8502
2000,3,19,7,7623
2000,3,20,1,11281
2000,3,21,2,12370
2000,3,22,3,12047
2000,3,23,4,12168
2000,3,24,5,12104
2000,3,25,6,8975
2000,3,26,7,7675
2000,3,27,1,11051
2000,3,28,2,12394
2000,3,29,3,11806
2000,3,30,4,11851
2000,3,31,5,11638
2000,4,1,6,8238
2000,4,2,7,7419
2000,4,3,1,11178
2000,4,4,2,12523
2000,4,5,3,11946
2000,4,6,4,11929
2000,4,7,5,12004
2000,4,8,6,8583
2000,4,9,7,7628
2000,4,10,1,11108
2000,4,11,2,12567
2000,4,12,3,12241
2000,4,13,4,11677
2000,4,14,5,11829
2000,4,15,6,8718
2000,4,16,7,7725
2000,4,17,1,11115
2000,4,18,2,12525
2000,4,19,3,12251
2000,4,20,4,12055
2000,4,21,5,11080
2000,4,22,6,8233
2000,4,23,7,7375
2000,4,24,1,11109
2000,4,25,2,12237
2000,4,26,3,11994
2000,4,27,4,12013
2000,4,28,5,11785
2000,4,29,6,8580
2000,4,30,7,7515
2000,5,1,1,11399
2000,5,2,2,12692
2000,5,3,3,12017
2000,5,4,4,12212
2000,5,5,5,12252
2000,5,6,6,8689
2000,5,7,7,7675
2000,5,8,1,11384
2000,5,9,2,12470
2000,5,10,3,12342
2000,5,11,4,12185
2000,5,12,5,11928
2000,5,13,6,8569
2000,5,14,7,7495
2000,5,15,1,11316
2000,5,16,2,12581
2000,5,17,3,12487
2000,5,18,4,12336
2000,5,19,5,11961
2000,5,20,6,8476
2000,5,21,7,7741
2000,5,22,1,11365
2000,5,23,2,12806
2000,5,24,3,12427
2000,5,25,4,12752
2000,5,26,5,12503
2000,5,27,6,8866
