question_id,poll_id,state,politician_id,politician,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,subpopulation,methodology,start_date,end_date,sponsor_candidate,tracking,created_at,notes,url,source,yes,no,strongly_approve,somewhat_approve,somewhat_disapprove,strongly_disapprove
57523,40832,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1000,a,a,,Live Phone,12/11/14,12/14/14,"",,4/15/16 18:08,data provided by Gary Langer,https://s3.amazonaws.com/s3.documentcloud.org/documents/1384634/2014-12-14-trend-for-release.pdf,538 | Huffpost | RoperApprovalSpreadsheet,41.03,53.87,21.35060422,19.6819244,13.04264993,40.82327252
141370,40832,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,12/11/14,12/14/14,"",,5/4/21 14:15,data provided by Gary Langer,https://s3.amazonaws.com/s3.documentcloud.org/documents/1384634/2014-12-14-trend-for-release.pdf,538,74.8,20.32,41.70091232,33.0983439,10.25937227,10.05910152
141371,40832,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,12/11/14,12/14/14,"",,5/4/21 14:15,data provided by Gary Langer,https://s3.amazonaws.com/s3.documentcloud.org/documents/1384634/2014-12-14-trend-for-release.pdf,538,10.35,87.07,3.61635264,6.733671348,12.08438478,74.98772763
141372,40832,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,12/11/14,12/14/14,"",,5/4/21 14:15,data provided by Gary Langer,https://s3.amazonaws.com/s3.documentcloud.org/documents/1384634/2014-12-14-trend-for-release.pdf,538,39.08,55.74,19.20611994,19.87513104,13.54148239,42.19621133
57582,34918,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1204,a,a,,Live Phone,10/23/14,10/26/14,"",,4/15/16 18:08,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/28/National-Politics/Polling/release_371.xml,538 | Huffpost | RoperApprovalSpreadsheet,42.8,51.19,20.74575527,22.05498824,11.98299654,39.20452885
141367,34918,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,10/23/14,10/26/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/28/National-Politics/Polling/question_15011.xml,538,76.4,17.9,41.18969617,35.21227461,9.267541767,8.63067049
141368,34918,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,10/23/14,10/26/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/28/National-Politics/Polling/question_15011.xml,538,11.04,86.67,4.405848315,6.636898845,14.36133935,72.31126889
141369,34918,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,10/23/14,10/26/14,"",,5/4/21 14:15,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/28/National-Politics/Polling/question_15011.xml,538,36.89,57.04,16.05252862,20.83865545,14.25837581,42.77854397
57339,36199,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1006,a,a,,Live Phone,10/9/14,10/12/14,"",,4/15/16 18:07,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/15/National-Politics/Polling/release_367.xml,538 | Huffpost | RoperApprovalSpreadsheet,40.37,51.14,19.95063334,20.41442595,11.99943353,39.1389686
141364,36199,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,10/9/14,10/12/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/15/National-Politics/Polling/question_14741.xml?uuid=7n7qEFRYEeS4bRhKwoE4jQ#,538,76.41,16.03,44.51658352,31.88999171,8.138278898,7.893559283
141365,36199,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,10/9/14,10/12/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/15/National-Politics/Polling/question_14741.xml?uuid=7n7qEFRYEeS4bRhKwoE4jQ#,538,9.32,88.33,3.270032983,6.046397198,9.8211803,78.51205568
141366,36199,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,10/9/14,10/12/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/15/National-Politics/Polling/question_14741.xml?uuid=7n7qEFRYEeS4bRhKwoE4jQ#,538,32.62,57.27,11.85314062,20.76856761,16.98717721,40.28662202
57234,36127,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1001,a,a,,Live Phone,9/4/14,9/7/14,"",,4/15/16 18:05,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/09/09/National-Politics/Polling/release_361.xml,538 | Huffpost | RoperApprovalSpreadsheet,42.3,51.48,24.06975364,18.2319226,12.10482551,39.37058424
141361,36127,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,9/4/14,9/7/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/09/09/National-Politics/Polling/release_361.xml,538,75.13,20.49,45.98341273,29.14857391,9.471811351,11.01550853
141362,36127,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,9/4/14,9/7/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/09/09/National-Politics/Polling/release_361.xml,538,9.71,89.62,3.973619563,5.733149257,9.400889987,80.22067199
141363,36127,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,9/4/14,9/7/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/09/09/National-Politics/Polling/release_361.xml,538,36.95,53.65,19.42704951,17.52627617,16.77293136,36.87217021
57149,40663,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,,lv,lv-i,i,Online,5/28/14,6/4/14,"",,4/15/16 18:01,,http://polls.saintleo.edu/wp-content/uploads/2014/06/National-Survey-Toplines-Questions-1-24.pdf,Huffpost,44.0,54.0,10.0,34.0,16.0,38.0
57150,40663,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,286,lv,lv-d,d,Online,5/28/14,6/4/14,"",,4/15/16 18:01,,http://polls.saintleo.edu/wp-content/uploads/2014/06/National-Survey-Toplines-Questions-1-24.pdf,Huffpost,82.0,19.0,32.0,50.0,12.0,7.0
57151,40663,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,802,lv,lv,,Online,5/28/14,6/4/14,"",,4/15/16 18:01,,http://polls.saintleo.edu/wp-content/uploads/2014/06/National-Survey-Toplines-Questions-1-24.pdf,Huffpost,50.0,49.0,17.0,33.0,14.0,35.0
57152,40663,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,225,lv,lv-r,r,Online,5/28/14,6/4/14,"",,4/15/16 18:01,,http://polls.saintleo.edu/wp-content/uploads/2014/06/National-Survey-Toplines-Questions-1-24.pdf,Huffpost,15.0,82.0,6.0,9.0,14.0,68.0
58306,36263,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1002,a,a,,Live Phone,5/29/14,6/1/14,"",,4/15/16 18:19,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/06/03/National-Politics/Polling/release_347.xml,538 | Huffpost | RoperApprovalSpreadsheet,46.08,50.58,22.58159336,23.49454839,13.56740685,37.0076783
141358,36263,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,5/29/14,6/1/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/06/03/National-Politics/Polling/question_14345.xml,538,81.76,15.82,49.12374607,32.63526669,7.496555799,8.318998529
141359,36263,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,5/29/14,6/1/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/06/03/National-Politics/Polling/question_14345.xml,538,12.12,85.18,3.112063774,9.007125238,16.58649678,68.58959044
141360,36263,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,5/29/14,6/1/14,"",,5/4/21 14:14,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/06/03/National-Politics/Polling/question_14345.xml,538,36.71,59.53,12.34539766,24.36933852,17.37085198,42.15432987
58113,36255,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1002,a,a,,Live Phone,4/24/14,4/27/14,"",,4/15/16 18:16,data provided by Gary Langer,http://apps.washingtonpost.com/g/page/politics/april-2014-washington-post-abc-news-poll/989/,538 | Huffpost,41.43,52.26,22.7539854,18.68013006,12.26691217,39.9905248
141355,36255,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,4/24/14,4/27/14,"",,5/4/21 14:13,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/04/29/National-Politics/Polling/question_14076.xml,538,74.34,22.2,47.92018239,26.41601414,10.60317227,11.59889994
141356,36255,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,4/24/14,4/27/14,"",,5/4/21 14:13,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/04/29/National-Politics/Polling/question_14076.xml,538,12.0,82.27,3.585938155,8.413616691,10.09011708,72.18307932
141357,36255,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,4/24/14,4/27/14,"",,5/4/21 14:13,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/04/29/National-Politics/Polling/question_14076.xml,538,33.13,59.03,15.30514699,17.82262276,14.78162358,44.24976427
58219,41306,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,1009,a,a,,Online,3/16/14,3/18/14,"",,4/15/16 18:18,,http://polls.saintleo.edu/christie-position-down-nationally-but-up-among-gop/,Huffpost,47.0,49.0,16.0,31.0,14.0,35.0
58337,36116,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1002,a,a,,Live Phone,2/27/14,3/2/14,"",,4/15/16 18:19,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/03/04/National-Politics/Polling/release_300.xml,538 | Huffpost,46.49,50.27,24.87433489,21.62059196,11.78615785,38.48655609
141352,36116,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,2/27/14,3/2/14,"",,5/4/21 14:13,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/03/04/National-Politics/Polling/question_13313.xml,538,82.65,16.06,53.37947146,29.27026869,6.53709326,9.524183404
141353,36116,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,2/27/14,3/2/14,"",,5/4/21 14:13,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/03/04/National-Politics/Polling/question_13313.xml,538,8.54,89.42,2.298715141,6.244813558,14.97922426,74.44314613
141354,36116,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,2/27/14,3/2/14,"",,5/4/21 14:13,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/03/04/National-Politics/Polling/question_13313.xml,538,41.5,53.68,17.13588634,24.36621611,14.65521942,39.02132222
58330,34978,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1003,a,a,,Live Phone,1/20/14,1/23/14,"",,4/15/16 18:19,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/01/26/National-Politics/Polling/release_289.xml,538 | Huffpost | RoperApprovalSpreadsheet,45.77,50.31,22.67285048,23.09331675,9.325607495,40.98722497
141349,34978,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,1/20/14,1/23/14,"",,5/4/21 14:01,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/01/30/National-Politics/Polling/question_13008.xml,538,80.53,17.51,46.21708737,34.3116509,6.672389862,10.83737769
141350,34978,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,1/20/14,1/23/14,"",,5/4/21 14:01,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/01/30/National-Politics/Polling/question_13008.xml,538,12.62,85.38,4.380029775,8.240619603,13.33376741,72.04220447
141351,34978,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,1/20/14,1/23/14,"",,5/4/21 14:01,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/01/30/National-Politics/Polling/question_13008.xml,538,41.23,52.83,16.18465956,25.04987982,8.720136111,44.10865577
58458,36221,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1005,a,a,,Live Phone,12/12/13,12/15/13,"",,4/15/16 18:21,data provided by Gary Langer,http://www.washingtonpost.com/politics/polling/postabc-poll-obama-republicans-health-care/2013/12/17/42d46190-66d8-11e3-997b-9213b17dac97_page.html,538 | Huffpost | RCP | RoperApprovalSpreadsheet,42.8,54.65,23.00866181,19.7867824,13.89749379,40.7539577
141346,36221,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,12/12/13,12/15/13,"",,5/4/21 14:01,data provided by Gary Langer,http://www.washingtonpost.com/politics/polling/postabc-poll-obama-republicans-health-care/2013/12/17/42d46190-66d8-11e3-997b-9213b17dac97_page.html,538,76.27,21.38,49.24377502,27.02452739,9.173022246,12.20671739
141347,36221,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,12/12/13,12/15/13,"",,5/4/21 14:01,data provided by Gary Langer,http://www.washingtonpost.com/politics/polling/postabc-poll-obama-republicans-health-care/2013/12/17/42d46190-66d8-11e3-997b-9213b17dac97_page.html,538,13.5,84.46,4.622898853,8.874601098,13.2288202,71.23541507
141348,36221,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,12/12/13,12/15/13,"",,5/4/21 14:01,data provided by Gary Langer,http://www.washingtonpost.com/politics/polling/postabc-poll-obama-republicans-health-care/2013/12/17/42d46190-66d8-11e3-997b-9213b17dac97_page.html,538,38.74,60.37,16.67980446,22.0569747,18.59075038,41.77560731
58811,41700,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,403,lv,lv-i,i,Online,12/1/13,12/6/13,"",,4/15/16 18:29,,http://polls.saintleo.edu/wp-content/uploads/2013/12/Politics-Questions-Poll-Results-1.pdf,Huffpost,36.0,53.0,8.0,28.0,20.0,33.0
58866,41700,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,761,lv,lv,,Online,12/1/13,12/6/13,"",,4/15/16 18:30,,http://polls.saintleo.edu/wp-content/uploads/2013/12/Politics-Questions-Poll-Results-1.pdf,Huffpost,50.0,45.0,16.0,34.0,13.0,32.0
59389,41700,,16,Barack Obama,1027,Saint Leo University,"","",Saint Leo University,299,Saint Leo University,C/D,362,lv,lv-d,d,Online,12/1/13,12/6/13,"",,4/15/16 18:50,,http://polls.saintleo.edu/wp-content/uploads/2013/12/Politics-Questions-Poll-Results-1.pdf,Huffpost,83.0,12.0,27.0,56.0,8.0,4.0
59596,35001,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1006,a,a,,Live Phone,11/14/13,11/17/13,"",,4/15/16 18:51,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/11/19/National-Politics/Polling/release_274.xml,538 | Huffpost,42.13,55.11,21.60963728,20.51545198,10.91517455,44.19975543
141343,35001,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,11/14/13,11/17/13,"",,5/4/21 14:00,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/11/19/National-Politics/Polling/question_12482.xml?uuid=izDHdFDXEeOe5iWACG2CVA,538,83.85,14.63,49.00709579,34.84489284,6.701611348,7.924713688
141344,35001,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,11/14/13,11/17/13,"",,5/4/21 14:00,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/11/19/National-Politics/Polling/question_12482.xml?uuid=izDHdFDXEeOe5iWACG2CVA,538,8.35,90.94,2.983216489,5.368644476,7.318470259,83.619247
141345,35001,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,11/14/13,11/17/13,"",,5/4/21 14:00,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/11/19/National-Politics/Polling/question_12482.xml?uuid=izDHdFDXEeOe5iWACG2CVA,538,33.24,62.86,12.66699813,20.57288401,15.74595954,47.11601142
58904,35009,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1002,a,a,,Live Phone,10/17/13,10/20/13,"",,4/15/16 18:30,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/10/22/National-Politics/Polling/release_272.xml,538 | Huffpost | RoperApprovalSpreadsheet,47.87,49.3,27.53229153,20.33873353,10.05734436,39.24650328
141340,35009,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,10/17/13,10/20/13,"",,5/4/21 14:00,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/10/22/National-Politics/Polling/question_12179.xml?uuid=xDin4DrOEeOw53FheaLCxw,538,80.45,17.15,57.78248103,22.66743894,6.62270022,10.52969428
141341,35009,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,10/17/13,10/20/13,"",,5/4/21 14:00,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/10/22/National-Politics/Polling/question_12179.xml?uuid=xDin4DrOEeOw53FheaLCxw,538,16.17,83.83,7.067736075,9.10465609,9.955614886,73.87199295
141342,35009,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,10/17/13,10/20/13,"",,5/4/21 14:00,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/10/22/National-Politics/Polling/question_12179.xml?uuid=xDin4DrOEeOw53FheaLCxw,538,43.36,51.93,18.75324987,24.60632539,11.20364194,40.73121517
58825,41413,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1004,a,a,,Live Phone,9/12/13,9/15/13,"",,4/15/16 18:29,data provided by Gary Langer,http://s3.documentcloud.org/documents/797514/2013-09-15-trend-for-release.pdf,538 | Huffpost | RCP,46.69,47.44,25.16089666,21.52822456,10.84737306,36.59121406
141337,41413,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,9/12/13,9/15/13,"",,5/4/21 13:59,data provided by Gary Langer,http://s3.documentcloud.org/documents/797514/2013-09-15-trend-for-release.pdf,538,80.2,14.96,44.06715407,36.13376973,7.743658062,7.214419529
141338,41413,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,9/12/13,9/15/13,"",,5/4/21 13:59,data provided by Gary Langer,http://s3.documentcloud.org/documents/797514/2013-09-15-trend-for-release.pdf,538,10.26,87.14,2.7840911,7.47680152,12.22720804,74.91747744
141339,41413,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,9/12/13,9/15/13,"",,5/4/21 13:59,data provided by Gary Langer,http://s3.documentcloud.org/documents/797514/2013-09-15-trend-for-release.pdf,538,41.75,53.67,22.2084467,19.53677863,12.99105029,40.67582839
58389,41404,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1002,a,a,,Live Phone,7/18/13,7/21/13,"",,4/15/16 18:20,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/07/23/National-Politics/Polling/release_253.xml?uuid=Dc60uvOHEeKB-o6Ds4ZMNg,538 | Huffpost | RCP | RoperApprovalSpreadsheet,49.28,44.19,24.96670347,24.31148652,12.19331813,31.99208475
141334,41404,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,7/18/13,7/21/13,"",,5/4/21 13:59,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/07/23/National-Politics/Polling/release_253.xml?uuid=Dc60uvOHEeKB-o6Ds4ZMNg,538,80.34,15.78,46.51662053,33.82128325,7.264897558,8.51919884
141335,41404,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,7/18/13,7/21/13,"",,5/4/21 13:59,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/07/23/National-Politics/Polling/release_253.xml?uuid=Dc60uvOHEeKB-o6Ds4ZMNg,538,17.39,75.62,3.254272981,14.13203478,16.05033773,59.56645989
141336,41404,,16,Barack Obama,11,ABC News/The Washington Post,"378,379",The Washington Post | ABC News,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,7/18/13,7/21/13,"",,5/4/21 13:59,data provided by Gary Langer,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2013/07/23/National-Politics/Polling/release_253.xml?uuid=Dc60uvOHEeKB-o6Ds4ZMNg,538,44.85,47.74,21.65637338,23.19755889,15.1134369,32.62660902
59337,36179,,16,Barack Obama,11,ABC News/The Washington Post,378,The Washington Post,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1001,a,a,,Live Phone,5/16/13,5/19/13,"",,4/15/16 18:49,data provided by Gary Langer,http://www.washingtonpost.com/politics/polling/may-2013-postabc-poll/2013/05/23/16a98012-c1cb-11e2-9aa6-fc21ae807a8a_page.html,538 | Huffpost,51.45,43.97,31.94788423,19.50286679,10.49673333,33.47613342
141331,36179,,16,Barack Obama,11,ABC News/The Washington Post,378,The Washington Post,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,5/16/13,5/19/13,"",,5/4/21 13:58,data provided by Gary Langer,http://www.washingtonpost.com/politics/polling/may-2013-postabc-poll/2013/05/23/16a98012-c1cb-11e2-9aa6-fc21ae807a8a_page.html,538,81.32,13.58,58.96640107,22.35422837,6.767072558,6.811124928
141332,36179,,16,Barack Obama,11,ABC News/The Washington Post,378,The Washington Post,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,5/16/13,5/19/13,"",,5/4/21 13:58,data provided by Gary Langer,http://www.washingtonpost.com/politics/polling/may-2013-postabc-poll/2013/05/23/16a98012-c1cb-11e2-9aa6-fc21ae807a8a_page.html,538,17.03,80.68,6.233310477,10.79552164,10.98937846,69.69316297
