candidate,pct_estimate,lo,hi,date,election,cycle
Republicans,40.36032,36.25274,44.4679,2018-06-27,2018-11-06,2018
Democrats,47.10217,42.44562,51.75872,2018-06-28,2018-11-06,2018
Republicans,40.35971,36.25203,44.4674,2018-06-28,2018-11-06,2018
Democrats,47.15815,42.52462,51.79168,2018-06-29,2018-11-06,2018
Republicans,40.31274,36.18557,44.43991,2018-06-29,2018-11-06,2018
Democrats,47.21287,42.59727,51.82846,2018-06-30,2018-11-06,2018
Republicans,40.2384,36.1205,44.35629,2018-06-30,2018-11-06,2018
Democrats,47.24374,42.63763,51.84985,2018-07-01,2018-11-06,2018
Republicans,40.22647,36.10054,44.35239,2018-07-01,2018-11-06,2018
Democrats,47.21173,42.60382,51.81963,2018-07-02,2018-11-06,2018
Republicans,40.23428,36.14127,44.3273,2018-07-02,2018-11-06,2018
Democrats,47.05208,42.53769,51.56647,2018-07-03,2018-11-06,2018
Republicans,39.77711,35.70984,43.84439,2018-07-03,2018-11-06,2018
Democrats,47.01743,42.47553,51.55932,2018-07-04,2018-11-06,2018
Republicans,39.82418,35.77692,43.87143,2018-07-04,2018-11-06,2018
Democrats,47.03872,42.51056,51.56688,2018-07-05,2018-11-06,2018
Republicans,39.80405,35.75176,43.85634,2018-07-05,2018-11-06,2018
Democrats,47.08386,42.56388,51.60384,2018-07-06,2018-11-06,2018
Republicans,39.78066,35.72537,43.83595,2018-07-06,2018-11-06,2018
Democrats,47.07055,42.54069,51.60041,2018-07-07,2018-11-06,2018
Republicans,39.78559,35.73486,43.83632,2018-07-07,2018-11-06,2018
Democrats,47.20154,42.68652,51.71656,2018-07-08,2018-11-06,2018
Republicans,39.84469,35.78729,43.9021,2018-07-08,2018-11-06,2018
Democrats,47.25459,42.7552,51.75397,2018-07-09,2018-11-06,2018
Republicans,39.81425,35.74036,43.88815,2018-07-09,2018-11-06,2018
Democrats,47.27541,42.7847,51.76612,2018-07-10,2018-11-06,2018
Republicans,39.80585,35.73178,43.87992,2018-07-10,2018-11-06,2018
Democrats,47.28852,42.78403,51.793,2018-07-11,2018-11-06,2018
Republicans,39.8094,35.73775,43.88106,2018-07-11,2018-11-06,2018
Democrats,47.37926,42.91311,51.84542,2018-07-12,2018-11-06,2018
Republicans,39.80888,35.76787,43.84988,2018-07-12,2018-11-06,2018
Democrats,47.38085,42.92993,51.83177,2018-07-13,2018-11-06,2018
Republicans,39.82067,35.78815,43.8532,2018-07-13,2018-11-06,2018
Democrats,47.38539,42.93658,51.83419,2018-07-14,2018-11-06,2018
Republicans,39.81599,35.77889,43.85309,2018-07-14,2018-11-06,2018
Democrats,47.44495,42.99706,51.89284,2018-07-15,2018-11-06,2018
Republicans,39.76714,35.69485,43.83944,2018-07-15,2018-11-06,2018
Democrats,47.44963,43.0066,51.89267,2018-07-16,2018-11-06,2018
Republicans,39.75103,35.66926,43.83281,2018-07-16,2018-11-06,2018
Democrats,47.44537,43.00612,51.88462,2018-07-17,2018-11-06,2018
Republicans,39.76511,35.69718,43.83305,2018-07-17,2018-11-06,2018
Democrats,47.50298,43.07093,51.93502,2018-07-18,2018-11-06,2018
Republicans,39.78427,35.71672,43.85183,2018-07-18,2018-11-06,2018
Democrats,47.50093,43.07349,51.92836,2018-07-19,2018-11-06,2018
Republicans,39.96711,35.8924,44.04183,2018-07-19,2018-11-06,2018
Democrats,47.47865,43.04235,51.91496,2018-07-20,2018-11-06,2018
Republicans,39.98936,35.9328,44.04593,2018-07-20,2018-11-06,2018
Democrats,47.47873,43.03514,51.92233,2018-07-21,2018-11-06,2018
Republicans,40.00333,35.94674,44.05993,2018-07-21,2018-11-06,2018
Democrats,47.48398,43.03597,51.93199,2018-07-22,2018-11-06,2018
Republicans,40.00857,35.94796,44.06918,2018-07-22,2018-11-06,2018
Democrats,47.5472,43.16805,51.92635,2018-07-23,2018-11-06,2018
Republicans,39.91171,35.90894,43.91448,2018-07-23,2018-11-06,2018
Democrats,47.60485,43.18262,52.02708,2018-07-24,2018-11-06,2018
Republicans,39.82034,35.85304,43.78763,2018-07-24,2018-11-06,2018
Democrats,47.63661,43.2122,52.06102,2018-07-25,2018-11-06,2018
Republicans,39.86083,35.89966,43.82201,2018-07-25,2018-11-06,2018
Democrats,47.54413,43.09486,51.9934,2018-07-26,2018-11-06,2018
Republicans,39.81251,35.83346,43.79156,2018-07-26,2018-11-06,2018
Democrats,47.4845,43.06485,51.90416,2018-07-27,2018-11-06,2018
Republicans,39.72698,35.79591,43.65805,2018-07-27,2018-11-06,2018
Democrats,47.50011,42.97572,52.0245,2018-07-28,2018-11-06,2018
Republicans,39.76027,35.80992,43.71062,2018-07-28,2018-11-06,2018
Democrats,47.50089,42.97297,52.0288,2018-07-29,2018-11-06,2018
Republicans,39.75898,35.81384,43.70413,2018-07-29,2018-11-06,2018
Democrats,47.49802,42.96227,52.03376,2018-07-30,2018-11-06,2018
Republicans,39.75301,35.81037,43.69566,2018-07-30,2018-11-06,2018
Democrats,47.51676,42.98061,52.05291,2018-07-31,2018-11-06,2018
Republicans,39.7508,35.81429,43.68732,2018-07-31,2018-11-06,2018
Democrats,47.65684,43.15885,52.15482,2018-08-01,2018-11-06,2018
Republicans,39.79767,35.876,43.71934,2018-08-01,2018-11-06,2018
Democrats,47.66333,43.16235,52.16431,2018-08-02,2018-11-06,2018
Republicans,39.78497,35.86073,43.7092,2018-08-02,2018-11-06,2018
Democrats,47.53208,43.08421,51.97995,2018-08-03,2018-11-06,2018
Republicans,40.06615,36.00843,44.12387,2018-08-03,2018-11-06,2018
Democrats,47.54966,43.10143,51.99789,2018-08-04,2018-11-06,2018
Republicans,40.07356,36.01315,44.13397,2018-08-04,2018-11-06,2018
Democrats,47.55233,43.10017,52.00448,2018-08-05,2018-11-06,2018
Republicans,40.08578,36.02619,44.14536,2018-08-05,2018-11-06,2018
Democrats,47.43393,42.99717,51.87069,2018-08-06,2018-11-06,2018
Republicans,40.00779,35.96597,44.04961,2018-08-06,2018-11-06,2018
Democrats,47.42613,42.98539,51.86687,2018-08-07,2018-11-06,2018
Republicans,39.97132,35.927,44.01565,2018-08-07,2018-11-06,2018
Democrats,47.41878,42.95718,51.88039,2018-08-08,2018-11-06,2018
Republicans,40.09,36.05214,44.12787,2018-08-08,2018-11-06,2018
Democrats,47.21203,42.67856,51.74551,2018-08-09,2018-11-06,2018
Republicans,40.05372,36.02557,44.08188,2018-08-09,2018-11-06,2018
Democrats,47.34887,42.85827,51.83948,2018-08-10,2018-11-06,2018
Republicans,40.04662,36.02501,44.06823,2018-08-10,2018-11-06,2018
Democrats,47.39246,42.90219,51.88272,2018-08-11,2018-11-06,2018
Republicans,40.00117,35.94165,44.06069,2018-08-11,2018-11-06,2018
Democrats,47.39194,42.90155,51.88234,2018-08-12,2018-11-06,2018
Republicans,40.0061,35.94836,44.06385,2018-08-12,2018-11-06,2018
Democrats,47.35593,42.81699,51.89488,2018-08-13,2018-11-06,2018
Republicans,39.83783,35.88142,43.79423,2018-08-13,2018-11-06,2018
Democrats,47.39696,42.81757,51.97635,2018-08-14,2018-11-06,2018
Republicans,39.82879,35.76725,43.89033,2018-08-14,2018-11-06,2018
Democrats,47.43474,42.86808,52.0014,2018-08-15,2018-11-06,2018
Republicans,39.91454,35.884,43.94508,2018-08-15,2018-11-06,2018
Democrats,47.43818,42.87024,52.00612,2018-08-16,2018-11-06,2018
Republicans,39.92498,35.8978,43.95216,2018-08-16,2018-11-06,2018
Democrats,47.36814,42.79174,51.94454,2018-08-17,2018-11-06,2018
Republicans,39.99181,35.93721,44.04642,2018-08-17,2018-11-06,2018
Democrats,47.30467,42.69559,51.91375,2018-08-18,2018-11-06,2018
Republicans,40.0119,35.96272,44.06108,2018-08-18,2018-11-06,2018
Democrats,47.31778,42.69099,51.94456,2018-08-19,2018-11-06,2018
Republicans,40.00544,35.94439,44.06649,2018-08-19,2018-11-06,2018
Democrats,47.29074,42.71361,51.86788,2018-08-20,2018-11-06,2018
Republicans,40.19828,36.11212,44.28444,2018-08-20,2018-11-06,2018
Democrats,47.26329,42.66737,51.85921,2018-08-21,2018-11-06,2018
Republicans,40.20641,36.12006,44.29277,2018-08-21,2018-11-06,2018
Democrats,47.43257,42.85873,52.00641,2018-08-22,2018-11-06,2018
Republicans,40.00755,35.94915,44.06594,2018-08-22,2018-11-06,2018
Democrats,47.53631,42.96542,52.1072,2018-08-23,2018-11-06,2018
Republicans,40.0359,35.98502,44.08677,2018-08-23,2018-11-06,2018
Democrats,47.59828,43.07159,52.12496,2018-08-24,2018-11-06,2018
Republicans,40.01119,35.97029,44.05209,2018-08-24,2018-11-06,2018
Democrats,47.55927,43.01772,52.10081,2018-08-25,2018-11-06,2018
Republicans,39.96797,35.92998,44.00596,2018-08-25,2018-11-06,2018
Democrats,47.6187,43.08978,52.14762,2018-08-26,2018-11-06,2018
Republicans,39.91088,35.82761,43.99414,2018-08-26,2018-11-06,2018
Democrats,47.62898,43.10257,52.15539,2018-08-27,2018-11-06,2018
Republicans,39.89221,35.79421,43.99021,2018-08-27,2018-11-06,2018
Democrats,47.5998,43.0896,52.11,2018-08-28,2018-11-06,2018
Republicans,39.93839,35.79576,44.08101,2018-08-28,2018-11-06,2018
Democrats,47.892,43.39112,52.39288,2018-08-29,2018-11-06,2018
Republicans,39.99734,35.88619,44.1085,2018-08-29,2018-11-06,2018
Democrats,48.15388,43.55341,52.75434,2018-08-30,2018-11-06,2018
Republicans,39.8229,35.77594,43.86985,2018-08-30,2018-11-06,2018
Democrats,48.27784,43.67833,52.87735,2018-08-31,2018-11-06,2018
Republicans,39.72888,35.74278,43.71498,2018-08-31,2018-11-06,2018
Democrats,48.39962,43.6943,53.10493,2018-09-01,2018-11-06,2018
Republicans,39.62589,35.68295,43.56884,2018-09-01,2018-11-06,2018
Democrats,48.41163,43.69912,53.12415,2018-09-02,2018-11-06,2018
Republicans,39.61753,35.6715,43.56356,2018-09-02,2018-11-06,2018
Democrats,48.43446,43.7183,53.15063,2018-09-03,2018-11-06,2018
Republicans,39.59993,35.64449,43.55536,2018-09-03,2018-11-06,2018
Democrats,48.46371,43.74543,53.18198,2018-09-04,2018-11-06,2018
Republicans,39.58911,35.62286,43.55537,2018-09-04,2018-11-06,2018
Democrats,48.27547,43.61697,52.93398,2018-09-05,2018-11-06,2018
Republicans,39.88828,35.88348,43.89308,2018-09-05,2018-11-06,2018
Democrats,48.26617,43.77235,52.76,2018-09-06,2018-11-06,2018
Republicans,39.85282,35.85515,43.85049,2018-09-06,2018-11-06,2018
Democrats,48.27982,43.78171,52.77792,2018-09-07,2018-11-06,2018
Republicans,39.85139,35.85151,43.85128,2018-09-07,2018-11-06,2018
Democrats,48.35781,43.85488,52.86075,2018-09-08,2018-11-06,2018
Republicans,39.88356,35.87848,43.88865,2018-09-08,2018-11-06,2018
Democrats,48.37365,43.86686,52.88044,2018-09-09,2018-11-06,2018
Republicans,39.88341,35.87609,43.89072,2018-09-09,2018-11-06,2018
Democrats,48.3873,43.8767,52.8979,2018-09-10,2018-11-06,2018
Republicans,39.88277,35.87413,43.89141,2018-09-10,2018-11-06,2018
Democrats,48.49887,44.00707,52.99067,2018-09-11,2018-11-06,2018
Republicans,39.86387,35.82226,43.90548,2018-09-11,2018-11-06,2018
Democrats,48.76472,44.26911,53.26033,2018-09-12,2018-11-06,2018
Republicans,39.64524,35.64743,43.64305,2018-09-12,2018-11-06,2018
Democrats,48.81726,44.29586,53.33866,2018-09-13,2018-11-06,2018
Republicans,39.70305,35.7091,43.697,2018-09-13,2018-11-06,2018
Democrats,48.9038,44.38077,53.42683,2018-09-14,2018-11-06,2018
Republicans,39.81883,35.84381,43.79385,2018-09-14,2018-11-06,2018
Democrats,48.9885,44.47148,53.50552,2018-09-15,2018-11-06,2018
Republicans,39.90475,35.93119,43.87831,2018-09-15,2018-11-06,2018
Democrats,49.00679,44.48976,53.52383,2018-09-16,2018-11-06,2018
Republicans,39.90728,35.93348,43.88107,2018-09-16,2018-11-06,2018
Democrats,48.99541,44.46576,53.52506,2018-09-17,2018-11-06,2018
Republicans,39.89773,35.92159,43.87387,2018-09-17,2018-11-06,2018
Democrats,49.21309,44.66867,53.75751,2018-09-18,2018-11-06,2018
Republicans,40.18597,36.25692,44.11503,2018-09-18,2018-11-06,2018
Democrats,49.2005,44.64949,53.7515,2018-09-19,2018-11-06,2018
Republicans,40.34584,36.41984,44.27185,2018-09-19,2018-11-06,2018
Democrats,49.2225,44.66985,53.77515,2018-09-20,2018-11-06,2018
Republicans,40.35767,36.4318,44.28355,2018-09-20,2018-11-06,2018
Democrats,49.31567,44.77912,53.85222,2018-09-21,2018-11-06,2018
Republicans,40.49044,36.57735,44.40353,2018-09-21,2018-11-06,2018
Democrats,49.34122,44.80058,53.88187,2018-09-22,2018-11-06,2018
Republicans,40.50631,36.59323,44.41939,2018-09-22,2018-11-06,2018
Democrats,49.37062,44.90083,53.84042,2018-09-23,2018-11-06,2018
Republicans,40.85016,36.93987,44.76044,2018-09-23,2018-11-06,2018
Democrats,49.39797,44.92845,53.86749,2018-09-24,2018-11-06,2018
Republicans,40.88258,36.97278,44.79239,2018-09-24,2018-11-06,2018
Democrats,49.4426,44.9602,53.92501,2018-09-25,2018-11-06,2018
Republicans,40.98256,37.05731,44.90781,2018-09-25,2018-11-06,2018
Democrats,49.50957,44.94483,54.07431,2018-09-26,2018-11-06,2018
Republicans,40.90758,36.99277,44.82239,2018-09-26,2018-11-06,2018
Democrats,49.60345,45.06199,54.14491,2018-09-27,2018-11-06,2018
Republicans,40.92422,37.0365,44.81195,2018-09-27,2018-11-06,2018
Democrats,49.62444,45.08184,54.16703,2018-09-28,2018-11-06,2018
Republicans,40.94309,37.05629,44.8299,2018-09-28,2018-11-06,2018
Democrats,49.61386,45.09259,54.13513,2018-09-29,2018-11-06,2018
Republicans,40.95899,37.09032,44.82765,2018-09-29,2018-11-06,2018
Democrats,49.55196,45.0584,54.04552,2018-09-30,2018-11-06,2018
Republicans,40.93609,37.08568,44.7865,2018-09-30,2018-11-06,2018
Democrats,49.39236,44.93961,53.84511,2018-10-01,2018-11-06,2018
Republicans,40.97352,37.08648,44.86056,2018-10-01,2018-11-06,2018
Democrats,49.42597,45.0656,53.78635,2018-10-02,2018-11-06,2018
Republicans,41.08334,37.24052,44.92615,2018-10-02,2018-11-06,2018
Democrats,49.30263,45.00933,53.59593,2018-10-03,2018-11-06,2018
Republicans,41.26046,37.46558,45.05534,2018-10-03,2018-11-06,2018
Democrats,49.01933,44.73689,53.30177,2018-10-04,2018-11-06,2018
Republicans,41.34945,37.56235,45.13654,2018-10-04,2018-11-06,2018
Democrats,49.1426,44.88725,53.39795,2018-10-05,2018-11-06,2018
Republicans,41.33501,37.56414,45.10589,2018-10-05,2018-11-06,2018
Democrats,49.18753,44.96105,53.414,2018-10-06,2018-11-06,2018
Republicans,41.39424,37.64799,45.14048,2018-10-06,2018-11-06,2018
Democrats,49.18623,44.97175,53.40071,2018-10-07,2018-11-06,2018
Republicans,41.41088,37.67178,45.14998,2018-10-07,2018-11-06,2018
Democrats,49.18105,44.97981,53.38228,2018-10-08,2018-11-06,2018
Republicans,41.42923,37.69753,45.16093,2018-10-08,2018-11-06,2018
Democrats,49.50788,45.18359,53.83218,2018-10-09,2018-11-06,2018
Republicans,41.28965,37.5413,45.03801,2018-10-09,2018-11-06,2018
Democrats,49.6383,45.34008,53.93652,2018-10-10,2018-11-06,2018
Republicans,41.39679,37.62494,45.16863,2018-10-10,2018-11-06,2018
Democrats,49.73205,45.40629,54.05781,2018-10-11,2018-11-06,2018
Republicans,41.42537,37.6801,45.17065,2018-10-11,2018-11-06,2018
Democrats,49.86118,45.55927,54.16308,2018-10-12,2018-11-06,2018
Republicans,41.46049,37.73714,45.18385,2018-10-12,2018-11-06,2018
Democrats,49.91584,45.61195,54.21974,2018-10-13,2018-11-06,2018
Republicans,41.49424,37.76504,45.22343,2018-10-13,2018-11-06,2018
Democrats,50.34974,45.88695,54.81253,2018-10-14,2018-11-06,2018
Republicans,41.58846,37.89137,45.28556,2018-10-14,2018-11-06,2018
Democrats,49.54742,45.01613,54.0787,2018-10-15,2018-11-06,2018
Republicans,40.92458,37.14072,44.70844,2018-10-15,2018-11-06,2018
Democrats,49.49345,44.94907,54.03783,2018-10-16,2018-11-06,2018
Republicans,40.89948,37.10807,44.69088,2018-10-16,2018-11-06,2018
Democrats,49.67918,45.1433,54.21505,2018-10-17,2018-11-06,2018
Republicans,41.33665,37.55766,45.11563,2018-10-17,2018-11-06,2018
Democrats,49.70908,45.19967,54.21848,2018-10-18,2018-11-06,2018
Republicans,41.29708,37.52132,45.07283,2018-10-18,2018-11-06,2018
Democrats,49.65073,45.18019,54.12128,2018-10-19,2018-11-06,2018
Republicans,41.29103,37.55489,45.02717,2018-10-19,2018-11-06,2018
Democrats,49.70964,45.24385,54.17543,2018-10-20,2018-11-06,2018
Republicans,41.35004,37.61876,45.08133,2018-10-20,2018-11-06,2018
Democrats,49.73489,45.31419,54.15559,2018-10-21,2018-11-06,2018
Republicans,41.31881,37.62965,45.00797,2018-10-21,2018-11-06,2018
Democrats,49.92701,45.41589,54.43812,2018-10-22,2018-11-06,2018
Republicans,41.30983,37.64947,44.97019,2018-10-22,2018-11-06,2018
Democrats,49.92311,45.41482,54.4314,2018-10-23,2018-11-06,2018
Republicans,41.29852,37.64083,44.9562,2018-10-23,2018-11-06,2018
Democrats,49.96341,45.45697,54.46985,2018-10-24,2018-11-06,2018
Republicans,41.74267,38.06474,45.4206,2018-10-24,2018-11-06,2018
Democrats,50.02747,45.57205,54.48289,2018-10-25,2018-11-06,2018
Republicans,41.96029,38.3109,45.60968,2018-10-25,2018-11-06,2018
Democrats,50.14124,45.75498,54.5275,2018-10-26,2018-11-06,2018
Republicans,41.94641,38.34782,45.545,2018-10-26,2018-11-06,2018
Democrats,50.16668,45.77482,54.55853,2018-10-27,2018-11-06,2018
Republicans,42.04225,38.43785,45.64664,2018-10-27,2018-11-06,2018
Democrats,50.18658,45.8019,54.57126,2018-10-28,2018-11-06,2018
Republicans,42.06704,38.47152,45.66256,2018-10-28,2018-11-06,2018
Democrats,50.30738,45.73994,54.87481,2018-10-29,2018-11-06,2018
Republicans,41.83323,38.27064,45.39582,2018-10-29,2018-11-06,2018
Democrats,50.39679,45.81793,54.97564,2018-10-30,2018-11-06,2018
Republicans,41.92432,38.35099,45.49765,2018-10-30,2018-11-06,2018
Democrats,50.1663,45.35046,54.98213,2018-10-31,2018-11-06,2018
Republicans,41.69167,37.50134,45.882,2018-10-31,2018-11-06,2018
Democrats,50.33536,45.53068,55.14003,2018-11-01,2018-11-06,2018
Republicans,41.84699,37.66402,46.02996,2018-11-01,2018-11-06,2018
Democrats,50.49619,45.6791,55.31327,2018-11-02,2018-11-06,2018
Republicans,42.17579,37.86604,46.48554,2018-11-02,2018-11-06,2018
Democrats,50.56466,45.72354,55.40578,2018-11-03,2018-11-06,2018
Republicans,42.19696,37.86639,46.52753,2018-11-03,2018-11-06,2018
Democrats,50.50536,45.70221,55.30851,2018-11-04,2018-11-06,2018
Republicans,42.19392,37.93224,46.4556,2018-11-04,2018-11-06,2018
Democrats,50.53908,45.54515,55.53302,2018-11-05,2018-11-06,2018
Republicans,42.04837,37.85799,46.23875,2018-11-05,2018-11-06,2018
Democrats,50.65668,45.64658,55.66678,2018-11-06,2018-11-06,2018
Republicans,42.04514,37.87352,46.21677,2018-11-06,2018-11-06,2018
Democrats,46.63406,41.74245,51.52567,2019-04-01,2020-11-03,2020
Republicans,41.28944,36.40897,46.1699,2019-04-01,2020-11-03,2020
Democrats,46.41046,41.51995,51.30096,2019-04-02,2020-11-03,2020
Republicans,41.45313,36.6036,46.30265,2019-04-02,2020-11-03,2020
Democrats,46.40725,41.50811,51.30639,2019-04-03,2020-11-03,2020
Republicans,41.43464,36.5741,46.29518,2019-04-03,2020-11-03,2020
Democrats,46.37143,41.45772,51.28514,2019-04-04,2020-11-03,2020
Republicans,41.42752,36.55782,46.29723,2019-04-04,2020-11-03,2020
Democrats,46.35876,41.43407,51.28345,2019-04-05,2020-11-03,2020
Republicans,41.40292,36.52022,46.28562,2019-04-05,2020-11-03,2020
Democrats,46.36174,41.42967,51.2938,2019-04-06,2020-11-03,2020
Republicans,41.38871,36.49595,46.28146,2019-04-06,2020-11-03,2020
Democrats,46.35319,41.4191,51.28727,2019-04-07,2020-11-03,2020
Republicans,41.37721,36.48279,46.27163,2019-04-07,2020-11-03,2020
Democrats,46.34439,41.40854,51.28024,2019-04-08,2020-11-03,2020
Republicans,41.36514,36.46936,46.26093,2019-04-08,2020-11-03,2020
Democrats,45.7684,40.95125,50.58554,2019-04-09,2020-11-03,2020
Republicans,40.4033,35.60096,45.20564,2019-04-09,2020-11-03,2020
Democrats,45.75838,40.94004,50.57672,2019-04-10,2020-11-03,2020
Republicans,40.3871,35.58386,45.19035,2019-04-10,2020-11-03,2020
Democrats,45.75085,40.91697,50.58473,2019-04-11,2020-11-03,2020
Republicans,40.353,35.53043,45.17557,2019-04-11,2020-11-03,2020
Democrats,45.73693,40.89465,50.5792,2019-04-12,2020-11-03,2020
Republicans,40.34392,35.51532,45.17252,2019-04-12,2020-11-03,2020
Democrats,45.72102,40.87782,50.56421,2019-04-13,2020-11-03,2020
Republicans,40.31652,35.48727,45.14576,2019-04-13,2020-11-03,2020
Democrats,45.70467,40.86105,50.54829,2019-04-14,2020-11-03,2020
Republicans,40.28785,35.45848,45.11723,2019-04-14,2020-11-03,2020
Democrats,45.67727,40.82494,50.52959,2019-04-15,2020-11-03,2020
Republicans,40.24153,35.40379,45.07927,2019-04-15,2020-11-03,2020
Democrats,45.52296,40.65299,50.39293,2019-04-16,2020-11-03,2020
Republicans,40.40586,35.57487,45.23685,2019-04-16,2020-11-03,2020
Democrats,45.52328,40.64893,50.39764,2019-04-17,2020-11-03,2020
Republicans,40.36037,35.51544,45.2053,2019-04-17,2020-11-03,2020
Democrats,45.50795,40.62584,50.39006,2019-04-18,2020-11-03,2020
Republicans,40.34004,35.48661,45.19347,2019-04-18,2020-11-03,2020
Democrats,45.46711,40.57425,50.35996,2019-04-19,2020-11-03,2020
Republicans,40.29153,35.42642,45.15665,2019-04-19,2020-11-03,2020
Democrats,45.46674,40.57005,50.36343,2019-04-20,2020-11-03,2020
Republicans,40.26496,35.39012,45.13979,2019-04-20,2020-11-03,2020
Democrats,45.44134,40.54421,50.33847,2019-04-21,2020-11-03,2020
Republicans,40.22665,35.3517,45.1016,2019-04-21,2020-11-03,2020
Democrats,45.42867,40.51619,50.34116,2019-04-22,2020-11-03,2020
Republicans,40.20913,35.31636,45.1019,2019-04-22,2020-11-03,2020
Democrats,45.4376,40.51971,50.35548,2019-04-23,2020-11-03,2020
Republicans,40.18821,35.28606,45.09036,2019-04-23,2020-11-03,2020
Democrats,45.43712,40.51185,50.36239,2019-04-24,2020-11-03,2020
Republicans,40.19793,35.2894,45.10646,2019-04-24,2020-11-03,2020
Democrats,45.55692,40.62789,50.48595,2019-04-25,2020-11-03,2020
Republicans,39.84409,34.85362,44.83457,2019-04-25,2020-11-03,2020
Democrats,45.50721,40.56733,50.44709,2019-04-26,2020-11-03,2020
Republicans,39.79105,34.79242,44.78968,2019-04-26,2020-11-03,2020
Democrats,45.50465,40.55786,50.45144,2019-04-27,2020-11-03,2020
Republicans,39.79044,34.78223,44.79865,2019-04-27,2020-11-03,2020
Democrats,45.49413,40.54683,50.44143,2019-04-28,2020-11-03,2020
Republicans,39.76756,34.75898,44.77613,2019-04-28,2020-11-03,2020
Democrats,45.50648,40.54513,50.46784,2019-04-29,2020-11-03,2020
Republicans,39.76272,34.73647,44.78897,2019-04-29,2020-11-03,2020
Democrats,45.54144,40.56584,50.51705,2019-04-30,2020-11-03,2020
Republicans,39.78912,34.73476,44.84348,2019-04-30,2020-11-03,2020
Democrats,45.52872,40.55389,50.50356,2019-05-01,2020-11-03,2020
Republicans,39.76313,34.70916,44.8171,2019-05-01,2020-11-03,2020
Democrats,45.51015,40.52657,50.49373,2019-05-02,2020-11-03,2020
Republicans,39.72509,34.66188,44.7883,2019-05-02,2020-11-03,2020
Democrats,45.48914,40.49648,50.48181,2019-05-03,2020-11-03,2020
Republicans,39.68132,34.60849,44.75415,2019-05-03,2020-11-03,2020
Democrats,45.45849,40.45563,50.46135,2019-05-04,2020-11-03,2020
Republicans,39.69585,34.61689,44.77481,2019-05-04,2020-11-03,2020
Democrats,45.45211,40.44789,50.45632,2019-05-05,2020-11-03,2020
Republicans,39.68107,34.60101,44.76113,2019-05-05,2020-11-03,2020
Democrats,45.4472,40.44207,50.45234,2019-05-06,2020-11-03,2020
Republicans,39.66858,34.5878,44.74936,2019-05-06,2020-11-03,2020
Democrats,45.4656,40.4343,50.49689,2019-05-07,2020-11-03,2020
Republicans,39.67912,34.5678,44.79045,2019-05-07,2020-11-03,2020
Democrats,45.46373,40.422,50.50545,2019-05-08,2020-11-03,2020
Republicans,39.67448,34.55214,44.79681,2019-05-08,2020-11-03,2020
Democrats,45.46174,40.4093,50.51419,2019-05-09,2020-11-03,2020
Republicans,39.66973,34.53614,44.80332,2019-05-09,2020-11-03,2020
Democrats,45.45971,40.39637,50.52304,2019-05-10,2020-11-03,2020
Republicans,39.66517,34.52017,44.81018,2019-05-10,2020-11-03,2020
Democrats,45.43221,40.35693,50.5075,2019-05-11,2020-11-03,2020
Republicans,39.66537,34.50957,44.82117,2019-05-11,2020-11-03,2020
Democrats,45.42901,40.35258,50.50544,2019-05-12,2020-11-03,2020
Republicans,39.65573,34.49914,44.81231,2019-05-12,2020-11-03,2020
Democrats,45.38092,40.27539,50.48645,2019-05-13,2020-11-03,2020
Republicans,39.65493,34.47458,44.83528,2019-05-13,2020-11-03,2020
Democrats,45.27612,40.17056,50.38168,2019-05-14,2020-11-03,2020
Republicans,39.57984,34.39563,44.76405,2019-05-14,2020-11-03,2020
Democrats,45.27053,40.1528,50.38826,2019-05-15,2020-11-03,2020
Republicans,39.60784,34.41505,44.80063,2019-05-15,2020-11-03,2020
Democrats,45.2653,40.13435,50.39626,2019-05-16,2020-11-03,2020
Republicans,39.61678,34.41205,44.82152,2019-05-16,2020-11-03,2020
Democrats,45.42756,40.35215,50.50297,2019-05-17,2020-11-03,2020
Republicans,40.36371,35.10977,45.61765,2019-05-17,2020-11-03,2020
Democrats,45.41078,40.32403,50.49752,2019-05-18,2020-11-03,2020
Republicans,40.39115,35.13036,45.65195,2019-05-18,2020-11-03,2020
Democrats,45.40995,40.32376,50.49613,2019-05-19,2020-11-03,2020
Republicans,40.39439,35.13349,45.6553,2019-05-19,2020-11-03,2020
Democrats,45.40961,40.32362,50.4956,2019-05-20,2020-11-03,2020
Republicans,40.40054,35.13918,45.66189,2019-05-20,2020-11-03,2020
Democrats,45.38387,40.26146,50.50629,2019-05-21,2020-11-03,2020
Republicans,40.38334,35.0863,45.68038,2019-05-21,2020-11-03,2020
Democrats,45.40199,40.27193,50.53205,2019-05-22,2020-11-03,2020
Republicans,40.36238,35.05006,45.67469,2019-05-22,2020-11-03,2020
Democrats,45.40347,40.26292,50.54401,2019-05-23,2020-11-03,2020
Republicans,40.3856,35.06464,45.70657,2019-05-23,2020-11-03,2020
Democrats,45.40426,40.25365,50.55487,2019-05-24,2020-11-03,2020
Republicans,40.36407,35.028,45.70015,2019-05-24,2020-11-03,2020
Democrats,45.40477,40.25517,50.55437,2019-05-25,2020-11-03,2020
Republicans,40.36996,35.0338,45.70612,2019-05-25,2020-11-03,2020
Democrats,45.40505,40.25673,50.55338,2019-05-26,2020-11-03,2020
Republicans,40.37756,35.04161,45.71352,2019-05-26,2020-11-03,2020
Democrats,45.40448,40.25706,50.5519,2019-05-27,2020-11-03,2020
