Start,End,Pollster,Sponsor,SampleSize,Pop,tracking,Text,Category,Include?,Yes,No,Unsure,Rep Sample,Rep Yes,Rep No,Dem Sample,Dem Yes,Dem No,Ind Sample,Ind Yes,Ind No,URL,Notes
3/9/2019,3/14/2019,Ipsos,,2182,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41,46.3,12.7,803,11.2,84.4,781,74.9,15.9,371,35,45,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/8/2019,3/13/2019,Ipsos,,2191,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,40.7,45.8,13.4,815,10.8,84.2,777,74.5,15.3,367,35,44,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/7/2019,3/12/2019,Ipsos,,2207,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41,45.6,13.4,809,12,83.2,756,75.3,14.8,408,35.2,43,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/6/2019,3/11/2019,Ipsos,,2205,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,40.5,46,13.5,830,12.8,82.5,741,75.5,14.1,405,35.6,43,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/5/2019,3/10/2019,Ipsos,,2278,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.5,45.1,13.3,847,12.7,83.1,827,74.5,14.6,397,37,41,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/4/2019,3/9/2019,Ipsos,,2274,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.6,44.7,13.7,834,12.1,83.5,831,74.4,13.4,404,38,40,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/3/2019,3/8/2019,Ipsos,,2302,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.4,42.7,14,823,12.7,82.7,922,75.2,12.4,377,36,40,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/2/2019,3/7/2019,Ipsos,,2539,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,42.5,13.8,933,14.2,81.1,1020,75.1,12.9,396,37,38,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
3/1/2019,3/6/2019,Ipsos,,3078,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,45.8,40.7,13.5,1111,16.2,79.7,1253,76.3,12.1,480,39,37.4,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/28/2019,3/5/2019,Ipsos,,2909,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,46.8,40.2,13,1048,15.9,80.1,1223,76.9,12.1,423,40.6,36.4,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/27/2019,3/4/2019,Ipsos,,2580,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,47.7,39.1,13.2,901,16,80,1098,77.5,11.6,385,41,36,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/26/2019,3/3/2019,Ipsos,,2245,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,47.9,39.3,12.7,807,16.2,79.4,954,78.4,11.1,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/25/2019,3/2/2019,Ipsos,,1925,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,48.1,39.3,12.7,702,17,78.6,811,78.6,11.2,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/24/2019,3/1/2019,Ipsos,,1593,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,48.2,39.6,12.3,579,17.4,78.4,674,78.1,12.1,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/23/2019,2/28/2019,Ipsos,,1047,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,50.8,37.4,11.8,365,19.2,77.5,451,79.4,10.8,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/11/2019,2/16/2019,Ipsos,,565,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,41.7,14.6,,,,,,,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/10/2019,2/15/2019,Ipsos,,912,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,41.7,14.7,,,,372,75.2,11.5,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/9/2019,2/14/2019,Ipsos,,1208,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.9,41.7,14.4,459,11.2,81.5,495,75.9,11,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/8/2019,2/13/2019,Ipsos,,1556,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,45.8,40.1,14.1,569,10.6,81.6,634,78.8,9.4,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/7/2019,2/12/2019,Ipsos,,1888,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,44.5,40.9,14.7,679,9.4,83.6,775,77.1,9.8,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/6/2019,2/11/2019,Ipsos,,2242,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,44.3,40.4,15.2,767,9.7,82.8,887,76.7,9.9,364,41,35,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/5/2019,2/10/2019,Ipsos,,2291,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,40.5,15.8,783,8.7,83.1,910,75.7,10.7,369,41,33,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/4/2019,2/9/2019,Ipsos,,2345,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.1,40.8,16.1,786,8.4,82.4,936,76,10.7,376,39,35,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/3/2019,2/8/2019,Ipsos,,2324,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43,40.9,16.1,792,8.2,82.7,934,76,10.9,359,37,36,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/2/2019,2/7/2019,Ipsos,,2403,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.7,41.3,16,802,8.5,82.1,953,75.3,11.7,389,37,38,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
2/1/2019,2/6/2019,Ipsos,,2493,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.9,42.2,15.9,847,9.4,82,1006,74.1,12.9,370,36,37,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/31/2019,2/5/2019,Ipsos,,2475,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.9,40.9,16.1,816,10.3,80.1,964,75,12.6,398,35,39,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/30/2019,2/4/2019,Ipsos,,2442,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.6,41.5,15.8,853,10.2,80.8,993,74.6,12.5,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/29/2019,2/3/2019,Ipsos,,2459,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.9,41.9,15.1,853,10.5,81.3,999,75,12.6,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/28/2019,2/2/2019,Ipsos,,2780,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.1,41.6,16.3,883,10.2,82.2,1043,75.6,11.4,476,34.8,40.8,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/27/2019,2/1/2019,Ipsos,,2933,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.6,41.7,15.7,925,10.9,81.7,1095,76.5,11.5,517,36.2,40.4,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/26/2019,1/31/2019,Ipsos,,3007,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43,41.5,15.5,971,11.8,81.3,1132,77.4,11,502,36.6,39.2,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/25/2019,1/30/2019,Ipsos,,2917,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.7,41.5,15.8,939,11.5,81.2,1077,77.2,10.6,497,37.3,38.8,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/24/2019,1/29/2019,Ipsos,,2957,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.4,42.3,15.3,987,11.4,81.8,1118,76.5,11.1,455,36.6,38.2,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/23/2019,1/28/2019,Ipsos,,2947,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.7,41.9,15.4,985,11.6,80.7,1091,77.1,11.3,468,36.3,38.6,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/22/2019,1/27/2019,Ipsos,,2931,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.8,41.6,15.6,981,12,80.6,1083,77.7,10.7,462,36.4,39.1,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/21/2019,1/26/2019,Ipsos,,2612,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,41.5,14.8,982,12.1,79.8,1019,76.6,11.2,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/20/2019,1/25/2019,Ipsos,,2447,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.5,40.9,15.6,929,12.2,79.4,962,76.8,10.3,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/19/2019,1/24/2019,Ipsos,,2001,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.3,40.8,15.9,752,11,80,785,76.7,10.4,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/18/2019,1/23/2019,Ipsos,,1654,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.3,40.3,16.4,629,11.3,79.8,648,76.1,10.6,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/17/2019,1/22/2019,Ipsos,,1301,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.9,40.3,16.7,503,11.3,79,508,77.1,10.9,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/16/2019,1/21/2019,Ipsos,,992,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.6,41.2,16.2,381,11.2,81,394,76.5,10.6,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/15/2019,1/20/2019,Ipsos,,644,a,TRUE,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.2,41.4,16.4,,,,,,,,,,https://polling.reuters.com/#!response/TM1465Y18/type/smallest/dates/20180927-20190927/collapsed/false,
1/11/2019,1/14/2019,Morning Consult,Politico,1984,rv,,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,39,47,14,654,10,82,674,70,17,656,36,43,https://www.politico.com/f/?id=00000168-53ac-d4bd-affb-ffed3a1e0000,
12/14/2018,12/16/2018,Morning Consult,Politico,1994,rv,,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,38,43,19,635,9,80,706,69,14,653,33,39,https://www.politico.com/f/?id=00000167-c362-df35-adef-df67efa30000,
11/23/2018,11/28/2018,Ipsos,,576,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44,42.6,13.4,,,,,,,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/22/2018,11/27/2018,Ipsos,,897,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,43.9,42.8,13.3,365,24.9,69,386,62,23.1,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/21/2018,11/26/2018,Ipsos,,1198,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44,43.4,12.5,484,23.7,71.1,502,64.4,22.9,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/20/2018,11/25/2018,Ipsos,,1523,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44.5,43,12.5,597,22.9,71.6,640,66.9,21.2,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/19/2018,11/24/2018,Ipsos,,1832,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44.4,43,12.6,705,20.5,73,777,67.8,20.5,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/18/2018,11/23/2018,Ipsos,,2127,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,43.4,43,13.6,820,19.6,73.9,894,68,19.3,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/17/2018,11/22/2018,Ipsos,,2155,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,43,43.9,13.1,833,18.5,75.2,895,69.3,18.6,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/16/2018,11/21/2018,Ipsos,,2197,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,42.9,44,13.1,838,15.7,78.2,898,70.9,17.8,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/15/2018,11/20/2018,Ipsos,,2233,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,42.3,44.4,13.4,850,15.6,78.5,890,70.2,17.6,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/14/2018,11/19/2018,Ipsos,,2272,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,41.3,44.8,14,847,14.3,78.8,917,69.7,17.6,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/13/2018,11/18/2018,Ipsos,,2182,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.3,45.4,14.3,833,12.5,80.6,867,68.5,19,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/12/2018,11/17/2018,Ipsos,,2145,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.5,46.3,14.3,841,12.6,81,848,67.3,20.1,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/11/2018,11/16/2018,Ipsos,,2173,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40,46.6,13.5,828,12.5,80.7,876,67.3,21.1,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/10/2018,11/15/2018,Ipsos,,2196,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.9,46.7,13.4,833,12.4,81.1,898,66.8,21.6,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/9/2018,11/14/2018,Ipsos,,2178,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.9,47.6,13.5,833,12,81.6,907,65.4,22.6,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/8/2018,11/13/2018,Ipsos,,2152,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.9,47.2,13.8,817,10.4,82.9,911,65.8,22.3,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/7/2018,11/12/2018,Ipsos,,2131,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.6,46.2,14.2,805,10.7,82.9,906,66,22.3,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/6/2018,11/11/2018,Ipsos,,2218,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.6,46.7,13.8,832,10.7,83.8,946,67.1,21.2,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/5/2018,11/10/2018,Ipsos,,2244,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.3,46.2,14.5,815,11,82.5,961,67.2,20.9,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/7/2018,11/9/2018,Morning Consult,Politico,1952,rv,,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,33,51,17,775,8,79,733,61,22,444,29,50,https://www.politico.com/f/?id=00000167-0957-def8-a56f-89d7a3f30000,
11/4/2018,11/9/2018,Ipsos,,2242,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.8,46.5,14.7,837,10.3,82.6,946,67.9,20.4,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/3/2018,11/8/2018,Ipsos,,2226,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.8,46.1,15.1,818,10.1,82.9,937,68.1,21.1,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/2/2018,11/7/2018,Ipsos,,2221,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.7,46.1,15.2,818,10.1,82.2,928,70.4,19.6,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
11/1/2018,11/6/2018,Ipsos,,2212,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,37.8,46.9,15.3,823,10,82,913,70.5,20.3,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/31/2018,11/5/2018,Ipsos,,2216,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,37.6,47.5,15,840,9.9,82.3,904,70.2,20.1,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/30/2018,11/4/2018,Ipsos,,2490,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.5,45.9,15.6,935,11.1,80.7,1011,70.4,19.9,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/29/2018,11/3/2018,Ipsos,,2555,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.6,45.7,15.7,984,10.8,81.1,1006,71.2,19.9,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/28/2018,11/2/2018,Ipsos,,2552,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.1,45.2,16.7,964,11.3,81.2,1020,69.6,19.6,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/27/2018,11/1/2018,Ipsos,,2571,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.1,45.3,16.6,972,11.9,80.7,1041,68.8,19.1,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/26/2018,10/31/2018,Ipsos,,2589,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.9,44.1,17,972,12.7,80.1,1049,68.4,18.8,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/25/2018,10/30/2018,Ipsos,,2575,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.9,43,17.1,938,13.6,79.6,1054,68.4,19.2,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/24/2018,10/29/2018,Ipsos,,2581,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.1,43.1,16.8,943,13.7,78.9,1057,68.2,19.4,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/23/2018,10/28/2018,Ipsos,,2673,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.3,44,16.7,992,12,81.4,1114,67.1,20,,,,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/22/2018,10/27/2018,Ipsos,,3153,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.4,44.1,16.5,1146,13.2,80.7,1334,67.4,18.9,363,33,40,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/21/2018,10/26/2018,Ipsos,,3323,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.7,44.4,15.9,1229,13.7,79.9,1406,67,20,375,36,39,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/20/2018,10/25/2018,Ipsos,,3562,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.4,43.5,17.1,1217,13.1,80.4,1393,67.2,20.6,528,39,36.7,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/19/2018,10/24/2018,Ipsos,,3840,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.8,43.3,16.8,1304,13,80.1,1523,67.3,21,565,40,35.9,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/18/2018,10/23/2018,Ipsos,,3867,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.6,43.5,16.8,1325,12.4,80.2,1529,68.3,20.1,552,38.6,38,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/17/2018,10/22/2018,Ipsos,,3859,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40,43.3,16.7,1320,12,80.5,1527,68.9,19.3,548,38.8,37.9,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/16/2018,10/21/2018,Ipsos,,3496,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.3,42.5,17.2,1164,12.9,78.6,1373,69.4,18.9,520,38.4,38.1,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/15/2018,10/20/2018,Ipsos,,2990,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.9,41.7,17.5,964,13.4,77.9,1167,69.1,20,460,39.9,37.1,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
10/14/2018,10/19/2018,Ipsos,,2818,a,TRUE,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.4,40.9,18.6,851,12.7,78.1,1036,69.4,19.6,507,38.1,38.8,https://polling.reuters.com/#!response/TM1211Y17_3/type/smallest/dates/20180927-20190927/collapsed/true,
