"","SMITH","JOHNSON","WILLIAMS","BROWN","JONES","GARCIA","RODRIGUEZ","MILLER","MARTINEZ","DAVIS","HERNANDEZ","LOPEZ","GONZALEZ","WILSON","ANDERSON","THOMAS","TAYLOR","LEE","MOORE","JACKSON","PEREZ","MARTIN","THOMPSON","WHITE","SANCHEZ","HARRIS","RAMIREZ","CLARK","LEWIS","ROBINSON","WALKER","YOUNG","HALL","ALLEN","TORRES","NGUYEN","WRIGHT","FLORES","KING","SCOTT","RIVERA","GREEN","HILL","ADAMS","BAKER","NELSON","MITCHELL","CAMPBELL","GOMEZ","CARTER","ROBERTS","DIAZ","PHILLIPS","EVANS","TURNER","REYES","CRUZ","PARKER","EDWARDS","COLLINS","STEWART","MORRIS","MORALES","ORTIZ","GUTIERREZ","MURPHY","ROGERS","COOK","KIM","MORGAN","COOPER","RAMOS","PETERSON","GONZALES","BELL","REED","BAILEY","CHAVEZ","KELLY","HOWARD","RICHARDSON","WARD","COX","RUIZ","BROOKS","WATSON","WOOD","JAMES","MENDOZA","GRAY","BENNETT","ALVAREZ","CASTILLO","PRICE","HUGHES","VASQUEZ","SANDERS","JIMENEZ","LONG","FOSTER"
"Jason",7507.13509677684,5955.64625496576,5001.84306404049,4433.12678570732,4388.69198024861,3813.58798095829,3583.31285600332,3501.48391549045,3443.42725355046,3424.84228173502,3159.20431517134,2764.86459872199,2671.85122426565,2488.1102619124,2396.79773884508,2309.70469161027,2293.2884043235,2276.04966387177,2219.06681901577,2189.85186562356,2174.3033771794,2135.62988605161,2040.20205690033,2034.77817813564,1963.56751204168,1922.13592888802,1741.09984494549,1725.50637107373,1638.85322137414,1635.00628596255,1608.17136109723,1497.93763734236,1492.50270558147,1471.05545265103,1446.56725192544,1428.32765647925,1400.28111909914,1392.95078299959,1391.21737491896,1346.92784588941,1331.38864438551,1329.80412733365,1312.61454282511,1301.75853467754,1291.20461629154,1291.17938237935,1176.74246206869,1171.48892366188,1171.28505412764,1164.51297722075,1148.83866668947,1119.10114796952,1104.76024434613,1084.88692639455,1068.47574119549,1037.68314907906,1028.81488986725,1026.60043253939,1012.93928839193,1003.60592726528,990.835072965372,982.942477745847,969.61074795178,956.214347809202,950.334509072847,933.919745504082,925.573710292238,918.590391802514,889.192341536962,868.904297566328,856.650535969295,856.469020438629,853.991185142708,849.805631406294,847.108228171704,844.518204158536,838.302902365219,826.557426487099,814.933717706227,811.675586211346,800.070326510747,798.429039620639,789.803191955695,780.169049744958,771.377650830486,770.915927225804,764.907320067344,757.764549064117,753.801031851402,750.04058535727,749.90101431537,748.873371966851,736.364462731561,719.844618687002,717.653483186645,712.917186801898,706.933757923436,704.798770643681,701.053874613088,700.498456489919
"Susan",7437.80420257453,5900.64387721626,4955.6493765926,4392.18538260172,4348.16094737832,3778.36822516189,3550.21976771988,3469.14654474029,3411.6260554194,3393.21272201169,3130.02801058709,2739.33015282398,2647.17578787535,2465.13173453697,2374.66251304801,2288.37379912622,2272.1091217229,2255.02958678366,2198.57299748816,2169.62785392574,2154.22296095355,2115.90663240339,2021.3601110535,2015.98632361659,1945.43331175336,1904.38436307626,1725.02020769514,1709.57074475075,1623.71786576385,1619.90645808269,1593.31936269063,1484.10368410755,1478.71894575254,1457.46976534972,1433.20772131797,1415.13657461367,1387.34905635213,1380.08641834913,1378.36901886975,1334.48851839927,1319.09282659935,1317.52294309047,1300.4921101229,1289.7363608281,1279.27991139525,1279.25491052665,1165.87485330858,1160.66983307958,1160.46784634842,1153.75831182841,1138.228758778,1108.76587595278,1094.55741535314,1074.86763411518,1058.60801168009,1028.09979941279,1019.31344152995,1017.11943545344,1003.58445652445,994.337292097932,981.68438089308,973.864676420437,960.656069593516,947.383389670303,941.557853204002,925.294685446645,917.02572865111,910.106903434672,880.980353959561,860.879676835528,848.739082810134,848.55924363588,846.1042919746,841.957393221682,839.284901404813,836.718797126474,830.560895716327,818.923893221856,807.407533264915,804.179491700088,792.681410440015,791.05528138126,782.50909629387,772.96392859681,764.253721180849,763.796261747515,757.843146078397,750.766340945552,746.83942813505,743.113710617374,742.975428560555,741.957276831563,729.563891541373,713.196613761432,711.025714127567,706.333159018197,700.404989099271,698.28971913848,694.579408470633,694.029119818912
"Timothy",7281.70219256966,5776.80324569795,4851.64195619053,4300.00374567442,4256.90327976246,3699.06916613556,3475.70900801096,3396.33732122672,3340.02405163828,3321.99717077457,3064.33608720263,2681.8380582116,2591.61779655575,2413.39441957044,2324.82393417796,2240.34621733502,2224.42289724168,2207.70182155484,2152.43012323348,2124.0924701302,2109.01088961574,2071.4987306484,1978.93651832571,1973.67551404326,1904.60324389677,1864.41581606945,1688.81609228874,1673.69087722094,1589.63984816307,1585.90843296137,1559.87933814554,1452.95583968532,1447.68411431877,1426.88090421599,1403.12806340297,1385.43618754888,1358.23186391516,1351.12165159577,1349.44029629064,1306.4807442798,1291.40817182666,1289.87123647889,1273.19784062393,1262.66782919991,1252.43083603797,1252.40635987877,1141.40588329286,1136.31010419171,1136.1123566868,1129.54363950968,1114.34001523873,1085.4954890016,1071.58523055924,1052.30869150192,1036.39032028491,1006.52240361116,997.920450707108,995.772491655918,982.521580088564,973.468491885962,961.081135516609,953.425548242076,940.494158994281,927.500041393729,921.79676923111,905.874927099814,897.779516251614,891.005900897353,862.490649164659,842.811837959124,830.926046437049,830.749981663923,828.346553661824,824.286688556606,821.670286054939,819.158038267685,813.129376719378,801.736607526881,790.461948868905,787.301656301353,776.044892713406,774.452892277519,766.086071507028,756.741234421364,748.213833765053,747.765975328881,741.937801550734,735.009521906805,731.165025756669,727.51750228355,727.382122441744,726.385339321962,714.252062028954,698.22829489949,696.10295734109,691.508887922481,685.705136341923,683.634260920648,680.001820943829,679.463081556149
"Paul",7262.17719636625,5761.31345245219,4838.63287009091,4288.47381014717,4245.48891287714,3689.15056338102,3466.38931827484,3387.23045698691,3331.06818456175,3313.08964058015,3056.11944377416,2674.64703659056,2584.66868956122,2406.92319682152,2318.59020238174,2234.33900223187,2218.45837857903,2201.782138417,2146.65864441261,2118.39697526949,2103.35583417352,2065.9442594847,1973.63024144356,1968.38334390235,1899.49628262279,1859.41661248111,1684.28773793996,1669.20307929138,1585.37742281534,1581.65601294835,1555.69671197523,1449.05991583354,1443.80232595551,1423.05489712304,1399.36574665527,1381.72130940822,1354.58993084992,1347.49878369757,1345.82193674159,1302.97757552924,1287.94541834057,1286.41260409746,1269.78391591966,1259.28213943682,1249.07259552332,1249.04818499396,1138.34534264612,1133.26322725504,1133.06600998594,1126.51490602267,1111.35204841567,1082.58486525717,1068.71190547604,1049.48705410684,1033.61136606052,1003.82353656203,995.244648745412,993.102449184409,979.887068320069,970.858254869182,958.504113684916,950.869053933828,937.972338628923,925.013063169687,919.325083635684,903.445933981908,895.372229990415,888.616777259478,860.177985695998,840.551940822279,828.698019600335,828.522426923422,826.12544342034,822.076464348176,819.467077410668,816.96156590941,810.949069481665,799.586848610061,788.342421573988,785.190602945462,773.96402299597,772.376291315059,764.031905153874,754.712125108967,746.20758963734,745.760932078934,739.948385837849,733.03868353067,729.204495928007,725.566752844154,725.43173600688,724.437625639446,712.336882249475,696.356080896981,694.236442171994,689.654691190144,683.866501661504,681.801179040065,678.178479007957,677.641184184229
"Kenneth",6994.08858204721,5548.63032749369,4660.01117768849,4130.16164421969,4088.76356605833,3552.96285605738,3338.4250062099,3262.18835252721,3208.09935170977,3190.78449890689,2943.30054598069,2575.91047337493,2489.25374322736,2318.06985612761,2232.9977391682,2151.85673405931,2136.56235531271,2120.50173082574,2067.41316115939,2040.19479232608,2025.70890602013,1989.67840713635,1900.77222899083,1895.71902453274,1829.37497980367,1790.77488017371,1622.11101688655,1607.58321951046,1526.85204881759,1523.26801753385,1498.26702325559,1395.56680290103,1390.50330082161,1370.52177858931,1347.70713054025,1330.71405067599,1304.58424691897,1297.75487468102,1296.13992976416,1254.87719966852,1240.3999656223,1238.92373634474,1222.90890842551,1212.79481274817,1202.96216165987,1202.93865226316,1096.32248678972,1091.42798142745,1091.23804457894,1084.92877943842,1070.32566987598,1042.62044844911,1029.25961918527,1010.74446734897,995.454842007344,966.766652151054,958.504460290067,956.441341601973,943.713816245399,935.018308085961,923.120229113019,915.767023210104,903.346399639381,890.865525368453,885.387521783854,870.094562622562,862.318905354108,855.812835131028,828.423882481831,809.522347494402,798.106022495837,797.936911951784,795.628414858288,791.728906827592,789.215847328727,786.802828627957,781.012287929511,770.069511801086,759.240181062088,756.20471413717,745.392571646421,743.863452248677,735.827105241978,726.851371734417,718.660787446899,718.230618580889,712.632646760849,705.978021198123,702.285375451798,698.78192233034,698.651889738952,697.694477687144,686.040442142483,670.649583829721,668.608193127782,664.19558085443,658.621066600875,656.631986883559,653.143021488522,652.625561298524
"Lisa",6950.99338441192,5514.44155253561,4631.29777202751,4104.71299137017,4063.56999410165,3531.07070604006,3317.85476553516,3242.08785621143,3188.33213344056,3171.12396887801,2925.16492798829,2560.03858819095,2473.91580737334,2303.78669722702,2219.23876574947,2138.59772394681,2123.39758396586,2107.43591959045,2054.67446365381,2027.62380516194,2013.2271759659,1977.41868477505,1889.06031629384,1884.03824796481,1818.1029926993,1779.74073376906,1612.11611990476,1597.67783788035,1517.44410523327,1513.88215753264,1489.03521088716,1386.96779439853,1381.93549189862,1362.0770890177,1339.40301707875,1322.5146427993,1296.54584201555,1289.75855004909,1288.15355587414,1247.14507270253,1232.75704245394,1231.28990919965,1215.37375920909,1205.3219831531,1195.54991752021,1195.52655298042,1089.56732009631,1084.7029730132,1084.51420649101,1078.24381689875,1063.7306867361,1036.19617547095,1022.91767109776,1004.51660333664,989.321187471795,960.809764494727,952.598481452949,950.548075001276,937.898972331835,929.25704293942,917.432275886795,910.124377940438,897.780286032312,885.376314668326,879.93206468069,864.733335538042,857.005589227934,850.539607199164,823.319415970929,804.534345820388,793.188364337824,793.020295795489,790.726022876783,786.850542289733,784.3529674097,781.954816910354,776.199955556383,765.324605096708,754.562001014511,751.5452376055,740.799715863406,739.280018379881,731.293188613128,722.372760525978,714.232643836129,713.805125524523,708.241646504955,701.62802448407,697.958131566276,694.476265532671,694.347034157933,693.395521353912,681.813294016876,666.517268944069,664.488456598083,660.103033342396,654.562867351758,652.586043667879,649.118576092248,648.604304316136
"Ryan",6937.84888682421,5504.01360940918,4622.53987527438,4096.95087924757,4055.88568438777,3524.39336543408,3311.58062145962,3235.95698920462,3182.30291981322,3165.12729630848,2919.63336994856,2555.19749294226,2469.2375723983,2299.43018053802,2215.04213125571,2134.55358362486,2119.38218747839,2103.45070699862,2050.78902425869,2023.7895192201,2009.42011440009,1973.6793379372,1885.48805728029,1880.47548580465,1814.66491571086,1776.37520074551,1609.06756910385,1594.65659022199,1514.5745815152,1511.01936954433,1486.21940907941,1384.34500455837,1379.3222182649,1359.50136810693,1336.87017338961,1320.01373543676,1294.09404228705,1287.31958525481,1285.71762616289,1244.78669103058,1230.42586889721,1228.96151002759,1213.07545786386,1203.04268996093,1193.28910354187,1193.26578318499,1087.50692178795,1082.65177330351,1082.46336374341,1076.20483161041,1061.71914612996,1034.23670329544,1020.98330889705,1002.61703800271,987.450357038932,958.992849856314,950.797094550525,948.750565467333,936.125382558757,927.499795265056,915.69738913459,908.40331060103,896.082561670998,883.702046518615,878.268091740149,863.098103764051,855.38497081021,848.931216110754,821.762498926322,803.012951800423,791.688425844858,791.520675124225,789.23074073142,785.36258877244,782.869736867265,780.476121328852,774.732142557701,763.877357650311,753.135105914258,750.124047278242,739.39884557917,737.882021880556,729.910295403188,721.00673606256,712.882012531398,712.45530266732,706.902344321921,700.301228821168,696.638275760159,693.162994019928,693.034007024863,692.084293554703,680.523968491323,665.256868574038,663.231892761553,658.854762447927,653.325073045953,651.351987583752,647.891077073659,647.377777797987
"Sarah",6791.07345709161,5387.57204719681,4524.74655522413,4010.27679111098,3970.08036144352,3449.83216365572,3241.52163390629,3167.49787667065,3114.97889961411,3098.16663938839,2857.86632233389,2501.14036137364,2416.9989878294,2250.78399951071,2168.18124310516,2089.39549145038,2074.54505764042,2058.95061965492,2007.4030345612,1980.97472443032,1966.90931521498,1931.9246618545,1845.59913430467,1840.69260756197,1776.27430975085,1738.7946426058,1575.02653019155,1560.92042644502,1482.53261307652,1479.05261429828,1454.77731571545,1355.05814111455,1350.14161565621,1330.74009054366,1308.5876758321,1292.08784854701,1266.71650606948,1260.08536778896,1258.51729935075,1218.45228904491,1204.395280943,1202.96190169053,1187.41193095076,1177.59141382532,1168.04417188875,1168.02134489162,1064.49989203183,1059.74745787814,1059.56303426449,1053.43690610256,1039.25767623192,1012.3566452187,999.383636382165,981.40591781104,966.560099430518,938.704632291434,930.68226437511,928.679031159346,916.320943524404,907.8778370403,896.325119719714,889.185352922937,877.125258735944,865.006662726143,859.687667362442,844.838611931944,837.288656127439,830.971435479799,804.377493013738,786.024606709023,774.939659647544,774.775457820021,772.533968717687,768.747650432993,766.30753669142,763.96455989637,758.342099331548,747.716955591821,737.201964299252,734.254606881361,723.756304919374,722.271570770968,714.468492184108,705.753294361537,697.800455489034,697.382772994201,691.947291673847,685.485827753886,681.900367229597,678.498607697645,678.372349519817,677.44272795494,666.126970293749,651.182857398476,649.20072147771,644.916192659628,639.503488010639,637.57214466063,634.184452324596,633.682012282527
"Karen",6725.60657046347,5335.63510811887,4481.12737312817,3971.61716863893,3931.80823810847,3416.57530484375,3210.27291738887,3136.9627594028,3084.95007254302,3068.29988482927,2830.31609603981,2477.02902264145,2393.69878356621,2229.08613070522,2147.27967628682,2069.25343016591,2054.54615659014,2039.10205114192,1988.0513918922,1961.87785432327,1947.94803759656,1913.30064112923,1827.80730359485,1822.94807644802,1759.15077993017,1722.03242195596,1559.84305677754,1545.87293782054,1468.24079380582,1464.79434269673,1440.75306134699,1341.99519337008,1337.1260638966,1317.91157216735,1295.972709795,1279.63194312515,1254.50518389533,1247.93797070424,1246.38501866247,1206.70624059282,1192.78474399164,1191.36518271326,1175.96511584036,1166.23926985717,1156.78406465226,1156.76145771054,1054.23796596261,1049.53134593093,1049.3487001864,1043.28162874656,1029.23908861139,1002.59738725476,989.749440016239,971.945029136596,957.2423264969,929.655389910561,921.710358729613,919.726436958889,907.487482996591,899.1257692258,887.684421696728,880.613483238562,868.669650026193,856.667878956673,851.400159443343,836.694250959281,829.217077772109,822.960756004529,796.623182819027,778.447220874592,767.469134234685,767.306515335472,765.08663449785,761.336816844676,758.920226136786,756.599835961831,751.031576693858,740.508860808138,730.095235484764,727.176290999695,716.779194119449,715.308773013418,707.580917182493,698.94973507134,691.073562664622,690.659906686762,685.2768241575,678.877649642678,675.326753453341,671.957787353387,671.832746321842,670.912086437321,659.705414243781,644.90536466204,642.942336805475,638.699111437306,633.338586009148,631.425861075939,628.070826562191,627.573230111563
"Jeffrey",6684.9619574546,5303.39045897772,4454.04673943126,3947.61563938688,3908.04728471509,3395.92803985343,3190.87239209601,3118.00526671521,3066.30690622983,3049.75733998852,2813.21174995428,2462.0596834477,2379.2330309685,2215.61517575168,2134.30309929706,2056.74838634492,2042.12999269941,2026.77922005064,1976.03707338893,1950.02170940545,1936.17607423236,1901.73806111305,1816.76138234878,1811.93152079222,1748.51976815072,1711.62572619613,1550.41651409576,1536.53082024938,1459.36782774055,1455.94220444381,1432.04621089324,1333.8851627397,1329.04545869887,1309.94708520704,1288.14080516189,1271.89879005156,1246.92387844981,1240.3963526588,1238.85278551549,1199.41379675888,1185.57643143061,1184.16544893515,1168.85844872499,1159.19137859227,1149.7933136843,1149.77084336228,1047.86692809459,1043.18875140817,1043.00720944001,1036.97680291184,1023.01912554755,996.53842701352,983.768123306178,966.071309173753,951.457458840941,924.037237382807,916.140220119163,914.168287710553,902.003296972571,893.692115241789,882.319910791151,875.291703877603,863.42005039708,851.490809193146,846.254923897119,831.637887093702,824.205900434676,817.987387268363,791.808978978771,773.74285916256,762.831115993444,762.669479843095,760.463014330415,756.735857813567,754.333871200207,752.027503754607,746.492894944881,736.033770604473,725.683077563392,722.781773029121,712.447508545431,710.985973581667,703.30481922017,694.725797617224,686.89722299609,686.486066850321,681.13551570747,674.775013090715,671.245575902874,667.896969352938,667.772683977301,666.857587883097,655.718640563091,641.00803158146,639.056866819579,634.839284380593,629.51115402034,627.609988187992,624.275229032015,623.780639687878
"Donald",6618.11972364143,5250.36241374461,4409.5111930113,3908.14384444597,3868.9711296045,3361.97251138562,3158.96719355368,3086.82865892075,3035.64722492221,3019.26313605881,2785.08274058173,2437.44180677609,2355.44332931213,2193.4614718772,2112.96242635092,2036.18317484336,2021.71094898343,2006.51366710112,1956.27888584447,1930.52364675822,1916.81645263975,1882.7227816034,1798.59577574181,1793.81420746463,1731.0365022902,1694.51135999342,1534.91406190493,1521.16720965565,1444.77576181975,1441.38439097123,1417.72733095511,1320.54778483162,1315.75647248413,1296.84906162672,1275.26082028974,1259.18120738581,1234.45601730699,1227.99375956207,1226.46562638481,1187.4209839423,1173.72197697935,1172.32510274994,1157.17115563022,1147.60074551834,1138.29665087616,1138.27440523253,1037.3894165308,1032.75801644263,1032.57828969359,1026.6081805681,1012.79006455657,986.57414375115,973.931528971838,956.411663428727,941.94393545339,914.797885915094,906.979830099207,905.027614836029,892.984260565152,884.756181469217,873.497686498708,866.539753889305,854.786803827402,842.976841855697,837.793309627856,823.3224270431,815.964752039565,809.808417134502,783.891764005058,766.006285426977,755.203647633907,755.043627666481,752.859224371153,749.169335301591,746.791365900572,744.508059581279,739.028790744836,728.674246092255,718.427048545806,715.554753851422,705.323820594941,703.876899366063,696.272548061795,687.779307196499,680.029009672314,679.621964633744,674.324913090861,668.028008472985,664.533861757586,661.218737573502,661.095694914306,660.189748770017,649.162178616543,634.598659471974,632.667004202002,628.491592927684,623.216737984344,621.33458170985,618.033166461083,617.543522463949
"Ashley",6504.94164683868,5160.57468772594,4334.10306845253,3841.30972499014,3802.80691228311,3304.47860088063,3104.94492641757,3034.04005042999,2983.73388259614,2967.62998202567,2737.45436251091,2395.75852095942,2315.16231942392,2155.95055317303,2076.82814142456,2001.36191059157,1987.13717778984,1972.1997883253,1922.8240842943,1897.50929182266,1884.0365077683,1850.52588090162,1767.83755145088,1763.13775393704,1701.43362558419,1665.53310863913,1508.6651228047,1495.15335882288,1420.06829973654,1416.73492554665,1393.48243067399,1297.96477563046,1293.25540068204,1274.67133006136,1253.45227449588,1237.64764296736,1213.34528438427,1206.9935392825,1205.49153908279,1167.11460857745,1153.64987166806,1152.27688572497,1137.38208994469,1127.97534574638,1118.83036269207,1118.80849747662,1019.64876753059,1015.09657014301,1014.91991694486,1009.05190410916,995.470095064032,969.702499103472,957.27608875778,940.055834701135,925.835522864571,899.153704529067,891.469347189262,889.550517234634,877.713119297512,869.625750585605,858.559789878854,851.720846569153,840.168886567918,828.560889631433,823.466002250329,809.242589752089,802.010740140269,795.959686217388,770.48624008341,752.906625429328,742.28872617543,742.13144274843,739.984395465724,736.35760808757,734.020304920277,731.7760459783,726.390479452345,716.213010389037,706.141052662862,703.317877779407,693.261906203616,691.839729126977,684.365421685903,676.017425800616,668.399668001469,667.999583939213,662.793118564514,656.603898845706,653.169506384057,649.911074945825,649.790136469104,648.899683130412,638.060698139173,623.746233281485,621.847611718612,617.743605169145,612.558956804535,610.708987742767,607.464030800013,606.982760324094
"Eric",6402.21468921228,5079.07816307509,4265.65830039258,3780.64721904118,3742.75244819282,3252.29380789713,3055.91119741503,2986.12606124781,2936.61433552459,2920.76475002739,2694.22409641951,2357.92436387896,2278.60094894624,2121.9034774044,2044.03057796215,1969.75612050976,1955.75602669836,1941.05453059888,1892.45857466266,1867.54355697068,1854.28353702579,1821.3021147136,1739.91961104529,1735.29403339787,1674.56434535868,1639.23077444991,1484.84007001301,1471.54168571718,1397.64238049336,1394.36164741968,1371.47635923159,1277.46713249302,1272.83212865921,1254.54154030768,1233.65757906592,1218.10253651167,1194.18396420922,1187.93252676358,1186.45424636326,1148.68336976706,1135.4312698855,1134.07996633042,1119.42039126972,1110.16219970495,1101.16163551521,1101.14011559833,1003.54633011874,999.066021675525,998.892158209641,993.116813861785,979.749490664191,954.388820219967,942.15864950229,925.210340130906,911.214597468175,884.954142177931,877.391137295026,875.502609774169,863.852149697879,855.892497855405,845.001292363741,838.270350613119,826.900820796501,815.47613898783,810.46171078815,796.462916429831,789.345273208931,783.389778384607,758.31861251134,741.016617615851,730.566397727266,730.411598142369,728.298457333726,724.728944694309,722.428552548891,720.219735261237,714.919218362833,704.902473329035,694.989573382427,692.210982475641,682.313816223871,680.914098368578,673.557826246723,665.341663092017,657.844206000413,657.450440122199,652.326195984364,646.234717297884,642.854561247265,639.647587418718,639.528558819509,638.652167645761,627.984353437039,613.895944630997,612.027306368119,607.98811086997,602.885339204919,601.064585115972,597.870872991766,597.397202807206
"Jacob",6346.22333248131,5034.65845972269,4228.35246058809,3747.5831033576,3710.01974589285,3223.85047201545,3029.18534982967,2960.01052816194,2910.93181333134,2895.22084233532,2670.66142790263,2337.30284607434,2258.6731638323,2103.3461093186,2026.15425690523,1952.5293758643,1938.65172159686,1924.07879924139,1875.90784522039,1851.21072488288,1838.06667207484,1805.37369285177,1724.70292988816,1720.1178057995,1659.91923672339,1624.89467990886,1471.85421838441,1458.67213674559,1385.41912699322,1382.16708597452,1359.48194389165,1266.29488641886,1261.70041858169,1243.5697928223,1222.86847483457,1207.44947081994,1183.74008133614,1177.54331660629,1176.07796468919,1138.63741794419,1125.50121593358,1124.1617303701,1109.6303624278,1100.45313951713,1091.53129086956,1091.50995915776,994.769692143696,990.328566789534,990.156223867995,984.431388505126,971.180970878187,946.042095299445,933.918885045416,917.118799200119,903.245458027839,877.214666782219,869.717805089586,867.845793918656,856.297224375233,848.407184647847,837.611229534609,830.939154063704,819.669057869781,808.344292022343,803.373718121801,789.497351942912,782.441956947043,776.538546635876,751.686643730225,734.535965561115,724.177139357076,724.023693591006,721.92903351545,718.390738488258,716.110464705545,713.920964901404,708.666804326073,698.737661969115,688.91145650935,686.157166111408,676.346556745517,674.959080295044,667.667143356651,659.522835668293,652.090948510684,651.700626360434,646.621196930543,640.582992020828,637.232397541075,634.053470696951,633.93548307701,633.066756490164,622.492238963901,608.527042071474,606.674746214569,602.670875997909,597.612731250648,595.807900790736,592.642119669085,592.172592025437
"Nicholas",6332.72437682896,5023.94931387138,4219.3583960307,3739.61167602746,3702.12821901216,3216.99306844303,3022.74201549399,2953.71433454304,2904.74001430435,2889.06246187707,2664.98070437795,2332.33120454641,2253.86877431205,2098.87211362641,2021.84445483464,1948.37618016446,1934.52804484549,1919.98612033272,1871.91763001934,1847.27304255291,1834.15694826077,1801.53350977926,1721.03434037526,1716.4589692347,1656.38844762426,1621.43839101472,1468.72345954096,1455.56941730859,1382.47222292518,1379.22709927374,1356.59021041344,1263.60136972097,1259.01667470684,1240.92461432725,1220.26732979986,1204.88112331543,1181.22216571535,1175.03858203002,1173.57634704082,1136.21543951644,1123.10717932242,1121.77054295842,1107.27008446906,1098.11238229041,1089.20951117214,1089.1882248347,992.653732579239,988.222053875637,988.050077542119,982.337419389953,969.115186525911,944.029783469141,931.932360312258,915.168009675431,901.324178277299,875.348756733974,867.867841502444,865.999812258158,854.475807502318,846.602550559085,835.82955935866,829.171675958561,817.925552215772,806.62487510646,801.664874038473,787.818024068178,780.777636496279,774.886783239885,750.087742440974,732.973545219963,722.636753118446,722.483633744544,720.39342918875,716.862660415386,714.587236968544,712.402394416316,707.159409886466,697.251387658018,687.446083371248,684.697651582748,674.907910215636,673.523385045333,666.246958675697,658.119974621025,650.703895718168,650.31440381626,645.245778763874,639.220417628484,635.876950147565,632.704785150644,632.587048500384,631.72016976872,621.168145138728,607.232653405363,605.384297538955,601.388943894067,596.341558249984,594.540566817643,591.381519581127,590.912990662627
"Jonathan",6315.42103169655,5010.22202625664,4207.8295483785,3729.39367384687,3692.01263549926,3208.20305358694,3014.4827663576,2945.64369456064,2896.80319027781,2881.16847472206,2657.69899146024,2325.95841309144,2247.71037123552,2093.13721875182,2016.32002801227,1943.05249584045,1929.24219874886,1914.74000815214,1866.80285873225,1842.22560939349,1829.14535312189,1796.61105393998,1716.33183803911,1711.76896850469,1651.86258177615,1617.00802164742,1464.7103638475,1451.59226332348,1378.69479750986,1375.45854073643,1352.88350422867,1260.14874344055,1255.57657550883,1237.53394932948,1216.93310814345,1201.58894246566,1177.99462988793,1171.8279420402,1170.36970241779,1133.11087871056,1120.03843513143,1118.70545095233,1104.24461307851,1095.11193312916,1086.23338794747,1086.21215977218,989.941435452486,985.521865734142,985.350359303573,979.653310246283,966.467205412621,941.450344954746,929.385976432115,912.667432201462,898.8614272708,872.956980186046,865.496505581718,863.633580484211,852.141063571474,844.289319278106,833.545763873992,826.906072273736,815.690677100349,804.420877620414,799.474429109783,785.665413854814,778.644263225622,772.769505959035,748.038225311422,730.970790406842,720.662242244371,720.509541249229,718.425047905335,714.903926498103,712.634720349674,710.455847595355,705.227188838339,695.346238991065,685.567726422063,682.826804365706,673.063812192709,671.683070057232,664.426525575598,656.321747447099,648.925932014614,648.537504348634,643.482728654504,637.473831034193,634.139499143001,630.976001674065,630.858586723879,629.994076625521,619.470884029446,605.573469213487,603.730163738914,599.74572687785,594.712132558105,592.916062100446,589.765646549343,589.298397825132
"Ronald",6178.57653398012,4901.65898458612,4116.65299528184,3648.58401736901,3612.01296293081,3138.68671679213,2949.16402070839,2881.81657522677,2834.03436210826,2818.73842440855,2600.11114708019,2275.55882624658,2199.00628718158,2047.78247361066,1972.62978153715,1900.94983293082,1887.43878163128,1873.25082898925,1826.35239656089,1802.30769466816,1789.51086543817,1757.68152952121,1679.14182851918,1674.67782865416,1616.06951205598,1581.97019132459,1432.97256631432,1420.13871285288,1348.82081189234,1345.65467933239,1323.56880570329,1232.84345041596,1228.3703536342,1210.71868066361,1190.56422488094,1175.55254133451,1152.46947762482,1146.43641147815,1145.00976944324,1108.55828146076,1095.7690956354,1094.46499497008,1080.31749900735,1071.38270879396,1062.69654667744,1062.67577848082,968.491078014196,964.167272900492,963.999482724346,958.425879089428,945.525494856774,921.050707474727,909.247753423508,892.891471784107,879.384619641632,854.041478134471,846.742659403097,844.920100743232,833.676607244219,825.994996976537,815.484236256354,808.988415548865,798.016039029578,786.990437053096,782.151169719859,768.641372481715,761.772358317602,756.024897109871,731.829501506362,715.131889064149,705.04670971405,704.897317491335,702.857991594428,699.413166935734,697.193130648512,695.061470383457,689.946107822806,680.279261455257,670.712632723326,668.031101814479,658.479657177809,657.128833390303,650.029525960603,642.10036467325,634.864804058771,634.484792963686,629.539545713893,623.660850747143,620.39876819144,617.303818364853,617.18894759815,616.343169972194,606.047997170517,592.451715840433,590.648351679438,586.750250829577,581.825725989591,580.068573342544,576.986421970744,576.529297736517
