Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10,Why did you choose your troop deployment?
3,3,3,3,7,16,18,21,23,3,"It's worth it to put in at least 1 troop to contest every castle; I put in three to beat the 1 and 2 choosers. Ignore 10, most people will be top-heavy, so it's not worth trying to win there. "
3,3,3,3,7,12,22,22,22,3,"focus on winning 7-9, ignore 1-4 and 10 (unless other person ignores, then win them); numbers are 2 above round numbers (1, 5, 10, 20) to beat people who would one-up those"
3,3,3,3,3,38,3,3,3,38,"focus on 3 castles, disrupt other strategies, capture uncontested castles"
3,3,3,3,3,21,31,31,1,1,"I suspect many people will place great weights on Castles 9 and 10, so I prioritized the next few highest castles. Further, I anticipate many people only awarding one troop to the smaller castles, and some placing two troops to counter that strategy, so I reasoned that placing three troops at Castles 1-5 would let me win some portion of those castles."
3,3,3,3,3,16,20,22,24,3,"I went with a ""barbell"" approach. I invested at least 3 soldiers in every castle because I figure I'll be able to win some castles with low investments. And then I picked four castles for larger investments. I thought people would invest lots of soldiers in castle 10, so I did not invest a lot of soldiers there."
3,3,3,3,3,15,12,40,12,6,"There's nothing but downside to not sending troops to a given castle - if someone else sends troops, you auto-lose. So that's at least 1 per castle. Hoping other people would send 1, I decided to send 2 per. 80 troops left.General idea from here: pick my battles.Castle 10 isn't worth fighting seriously for, but at the same time, other people might agree. In theory, my wide deployment will help against people who focus heavily on high numbers. However, I'd need to win all of 1-7 against someone who takes 8, 9, and 10. I send 6 people there - other people who don't focus seriously on 10 might send a token force, but they might recognize that 10 is worth dedicating a slightly stronger one. In which case they might bump their token force up to 5, like I almost did. That's 4 more to 10, 76 troops left.I now need to fight it out at 7-9. I'm going to aim to beat the uniform distribution, and the 1-7 1 troop, 7-10 semi-equal troops distributions. To beat the uniform distribution, I'm going to have to have at least 11 in 6-9, so let's go ahead and do that, for 4*9=36 soldiers spent, giving us 40 remaining. I'm going to focus on taking 8 and bump it up to 40 soldiers, in hopes that that will take 8 away from more evenly spread distributions, and use the remaining 11 soldiers to bolster my 2s and 11s against people who are taking similar strategies, leaving me with 3. Bump castle 6 with those, I suppose."
3,3,3,3,3,11,16,21,34,3,
3,3,3,3,3,3,3,3,3,73,"""Clearly, I could not choose the wine in front of you.""Many semi-optimal subsets use proportional allocations of troops. A configuration which slams troops into a single castle and sends 1 to the others beats many of those. 3 troops to almost all castles beats that variant and its 2 troop ""brother"" strategy.  "
3,2,7,13,5,15,14,12,14,13,I ran simulations with various random troop deployments and this one came out on top in my limited sample.
3,2,7,12,5,18,10,12,13,18,"Excel random number generator matrix calculation. It was a terrible format for this, but fun to figure out. This combination came out as the most frequent winner in a smaller sample than I wanted to test."
3,2,2,2,2,2,2,28,29,28,"* Compete in the three most valuable castles, worth 27 points in total, and hope to win at least one more victory point by forfeit.* Counter similar strategies by not going all-in on the top three, hedge by covering the remaining 28 points worth of castles with at least 2 soldiers."
3,2,2,2,1,1,1,31,29,28,
3,1,6,5,10,20,10,20,0,25,I shot for more points
3,1,1,11,13,15,1,21,23,11,"I'd like to pick my battles and win those by a little, and if I'm going to lose, lose by a lot. However, I figure some people will send zero troops to some castles, so I'll send one if it could result in an easy win. Otherwise, I just put an increasing number of troops on the castles I choose to fight for. Some numbers are designed to beat some common strategies like all 10's."
3,0,9,0,0,0,21,31,36,0,It doesnt waste troops on castles that I dont need to win
3,0,4,8,0,0,15,35,35,0,Abandon hopes of Castle 10 and put all the eggs in the basket of 7-9 + 4 or 3 and 1
3,0,0,11,0,0,26,27,30,0,I expected that it would allow me to win multiple battles without wasting troops on likely losses.
3,0,0,0,0,0,0,31,32,34,"To win the most wars you need to get >=28 out of 55 points the most often. Giving 30+ troops to each of Castles 8, 9 and 10 will hopefully guarantee you 27 points. Then 3 troops on Castle 1 hopefully gets you that one last point you need."
3,0,0,0,0,0,0,29,32,36,"There are 55 available points, so the winner needs 28.  Castles 8, 9, and 10 provide 29%, 32%, and 36% (respectively) of the 28 points required.  I allocated my troops according to their relative importance, and then put the last 3 on Castle 1 to grab my last needed point."
3,0,0,0,0,0,0,29,32,36,
3,0,0,0,0,0,0,29,32,36,"28 wins, proportional to castle value"
3,0,0,0,0,0,0,29,31,37,"There are 55 points available on the board, so only 28 are needed to win, assuming no ties. I could incorporate ties in my strategy, but I'm an engineer, not a mathematician, it's late on a Friday afternoon, and I'm kind of tired. 28 points can be achieved through winning only four castles: 1, 8, 9, and 10. I concentrated all my forces on those four keeps. I split up my army to assail those keeps with a distribution of 3, 29, 31, and 37 warriors, respectively. I chose those numbers because like a good commander I know my troops. And I know my warriors fight best when arranged in groups of Prime Numbers."
2,18,18,18,18,2,2,10,10,2,"It is advantageous to send at least one troop to a castle, since if your opponent sends zero and then you can win all the points instead of half. I send two in case anyone else uses the one soldier strategy. That way my two will beat their one. I could send three or four but at that point I'm wasting troops that could be sent elsewhere. There are 55 total points which will require 28 to win. It is my personal opinion that people will either focus on getting the largest numbers to necessary (10, 9, 8 and then 1) to complete 28 points. The smallest numbers necessary (1, 2, 3, 4, 5, 6 and 7) . The best strategy would then be to counteract these two. No matter the strategy, people will focus their forces on the largest numbers they go for. Therefore it is best to stay away from 10 and 7. My strategy will then be to focus 2, 3, 4, 5, 8 and 9 which overshoots 28 points but it is best to have backups. "
2,18,18,2,2,2,18,18,18,2,"I need to win 5 castles and get lucky to win.  I'm guessing people will either try and concentrate their forces on a few castles, in which case my 2 soldiers will win some, or they will spread all their troops out, in which case my 18 soldiers will win some."
2,17,5,8,13,21,34,0,0,0,
2,16,6,15,2,11,21,5,1,21,"Adjusted random numbers. We could say there are three basic strategies (focus on a few high-value castles, focus on many low-value castles, and an even attack). Each of these strategies has an effective counter-strategy, but this naturally requires knowing the opponent's deployment. Random numbers are a form of an even attack, but the variance weakens the counter-strategy. The numbers were slightly adjusted to give advantage when facing an opponent who focused on the 10-9-8-7, without changing the outcome of an opponent who spread evenly."
2,12,13,13,2,2,2,2,26,26,"To win the battle you need to win at least 28 VPs. The combination 10,9,2,3,4 yields exactly 28. Castles 9 and 10 are worth the most therefore they need the highest troop allocations, the rest were split between 2,3,4 evenly while leaving 2 in each remaining castle to win them if they are under defended. This strategy beats common strategies such as: 10 in each, 0,0,...0,25,25,25,25 and 2,4,5,7,9,11,13,15,16,18. Other than that it's mostly a guess at how other players will place their armies! "
2,12,2,15,2,18,2,21,2,24,
2,11,11,11,11,11,3,36,2,2,"Need to win 28/55 points. I'll try to do it by going after the castles others are least likely going to seek out.  Avoid castle 9, and 10, for example. And trade castle 7 for castles 3 and 4, which are equal in value (although I'm spreading across an additional castle).  Using this strategy, I must win all my castles or the other person wins by default. But trying to win multiple ways is bad - pick a strategy and play it with all your might.  Other players that want to win with the 8 in the least number of castles will require 4 castles - they can't do it in 3.  Since winning with 4 castles requires at least a 9 or a 10, the 4 castle approach would rarely see that player put anything larger than 25 on the 8.  That's the basis for my going above 25 with my 8, but it's too complicated to reveal why I'm going with 36.If I win, I'll gladly explain my entire strategy, so feel free to reach out to me."
2,10,2,0,20,20,20,20,3,3,"My strategy focuses on the mid value castles and assumes that most people will dump the most soldiers on the high value castles. There are 55 points in total so I need to lock up 28 points to win. Winning castles 5-8 will net me 26 points so I put most of my troops there with a sizeable garrison left at 2 to help secure 28 points. I didn't want to waste resources on 9 and 10, however I left a few soldiers there to keep my enemies honest."
2,8,2,2,16,22,22,22,2,2,seemed like a good way to get 28 of the 55 points.
2,8,2,2,13,18,23,28,2,2,Winning 8-5 and 2 will get 28 points which is enough to win. If someone neglects a castle by placing 1 or less troops I will win that castle high is why I put 2 troops on the other castles.
2,8,2,2,10,18,26,26,3,3,"I wanted to send two troops to each Castle just in case some people ""threw away"" certain castles by sending zero or one troops. Then I competed for the middle castles that would take me to 28 points (8,7,6,5,2). I wanted to send 26 to 8 and 7 to commit heavily to them. I also decided to send 3 to castles 9 and 10 just in case people only sent a few trying to win them. "
2,7,11,14,18,21,25,0,1,1,The race to 28. Trump's America.
2,6,10,14,18,22,26,1,1,0,It seemed like a good idea at the time.
2,6,8,13,18,22,24,3,2,2,"You need 28 points to win, therefore each point is worth 3.5 soldiers. Considering most people that read this site are math and science orientated people and will come up with similar calculation, I stormed the middle (increase the value of 5,6,7) and counter with an attempt to ""steal"" points at the higher end. "
2,6,7,2,20,20,20,20,2,1,"To win, one must achieve 28 points, and so troop deployment reflected this.Castle 10 was given one soldier, in order to attempt to capture it should an opponent abandon it, but no more as I considered it more likely that opponents would try hard to seize them.Castle 9 was also given a slightly larger token force for the same reason.Castle's 5 through 8 were then the lynchpin of my strategy; taking them gave me 26 points, two off victory, and thus I deployed 20 soldiers to each.I then focused my remaining points on Castle's 2 and 3, with the hope that I would be able to pick up the 2 points necessary at one of those locations.Nothing fancy, just guesswork."
2,6,2,12,2,18,2,24,2,30,???
2,6,2,2,11,16,21,36,2,2,"Total amount of points available = 55, so we just need to get to 28. I laid out what I thought was a unique way of getting to 28 while still leaving 2 troops on those castles I ""don't need"", as to keep my opponents honest. "
2,5,8,13,20,0,25,27,0,0,get to 28 points
2,5,8,12,17,24,32,0,0,0,"Sum of 1-7 is greater than sum of 8-10, so I'm forgetting those and doing a makeshift exponential function to divvy up the other troops."
2,5,8,11,14,17,20,23,0,0,"I figured everyone else would send too many soldiers to Castles 9 and 10.  I sacrificed those benefits with the hope that I would overwhelm them at most of the other 8.  If successful I would win 36 victory points, at the cost of 19 victory points.I then roughly allocated the 100 soldiers eight ways proportionally -- sending 3 soldiers per victory point per castle.  This added up to 108, so I took one soldier away from each to return to 100 total soldiers."
2,5,8,11,14,17,20,23,0,0,Ignore castles 9 & 10and try to win everything else
2,5,8,11,13,16,19,22,2,2,The first order solution would be to weight your troops based on 100*(castleNumber)/(totalVP)  My solution beats that by giving up the most contentious castles and then using the above equation on the remaining 8. At Least 2 on each castle to beat out other people who abandon castles.
2,5,7,9,11,13,15,17,20,1,"Give up 10, then spread the rest out, generally weighing by point value without actually doing any math.  Leave 1 in 10 just in case."
2,5,7,1,12,1,1,19,25,27,"The goal is to win 28 or more points.  It basically ""concedes"" 3 castles, allocating only 1 soldier to them*, in order to heavily weight the others.* The 1 soldier allocations are in case others use a more extreme version of this strategy allocating 0 soldiers to some castles.  In that case, the 1 soldier would get a cheap win."
2,5,6,6,21,0,25,0,35,0,You have the chose if you going for castle 10 or not. The problem with going for it is that how hard you try to win it depends on how hard the other person does. My strategy is to fight harder than normal on castle 7 and 9 and try to win by winning most of the lower castles.
2,5,5,5,11,11,17,17,20,7,hoping to get lucky
2,5,5,5,5,10,16,21,26,5,"Punted on Castle 10 on the whole, added 5 incase somebody tried the same. Distributed down the remaining soldiers"
2,5,0,0,0,21,31,41,0,0,give up the high points castles to win the middle castle points with a small attempt to win the bottom two 
2,4,10,10,15,15,20,20,2,2,
2,4,9,0,0,0,15,15,25,30,"Assume low value castles may be lightly defended, so try to pick up 3 castles for a total of 15 soldiers. Send most resources to highest value castles, and basically hope the archfiend has wasted troops trying to overwhelm me at 4, 5 and 6,"
2,4,8,11,14,16,19,22,2,2,"I want to pick up free points against any strategy that is is only allocating 0 or 1 point to a castle, and I don't want to fight for the two most valuable castles"
2,4,8,10,20,25,25,0,0,0,"Figured folks would go for castles 8,9,10‰ÛÓbut 8+9+10=27, and 1+2+...+7=28. If I win the (presumably underlooked) first seven castles, I win the battle."
2,4,7,13,17,17,18,22,0,0,Trying to stack where others don't. 
2,4,7,12,16,19,18,12,7,3,wild guess
2,4,7,9,11,13,19,35,0,0,Give up top two and win everything else
2,4,7,0,16,21,22,26,1,1,"Sounds like an allegory for the Electoral College. The goal isn't to win the most points, but rather to find the most efficient way to 28 points. All troops headed for a losing castle are ""lost votes"" while castles won by more than one troop result in ""wasted votes."" By yielding Castles 9 and 10, you can minimize losses and guarantee wins at castles by assigning a slightly larger amount of troops to castles than what would correlate to the castle's approximate overall value.     "
2,4,6,16,20,24,28,0,0,0,Most people I think would go for the castles worth the most points.  I chose the opposite route - but who knows?
2,4,6,16,1,21,2,22,5,21,Livin' on a prayer.
2,4,6,15,19,23,28,1,1,1,"Assuming most other ranked the castles by placing a ratio of soldiers to victory points, you would end up with 1=1.8, 2=3.6, 3 =5.5, 4=7.3, 5=9.1, 6=10.9, 7=12.7, 8=14.5, 9 =16.4, 10=18.1. Given that there are ways to attack this strategy, assume most people have developed something more strategic. My plan is to start with 1 soldier on each castle so that you claim any castle where someone else put zero. With the remaining 90 soliders, you want to capture at least 23 victory points assuming no ties, keeping in mind the above ratios. If you went after only castles 4-7 you could get 22 victory points by doubling the standard attack and having 10 soldiers left over plus your original 10. This now gives you 15 on 4, 19 on 5, 23 on 6, 27 on 7 and one the other six. Given the other 10 soldiers are likely wasted on the higher numbers, space them out on castles 1-3 proportionately to get you some time breakers, i.e. 13 total solider (initial 3 plus 10) across 6 VPs means 2=1, 4=2, 6=3 with one left over. He will attack 7 just to give the assist on our most important as losing 4-6 could be made up with our tie-breakers in the 1-3."
2,4,6,13,15,18,18,24,0,0,
2,4,6,10,12,14,16,18,18,0,"arranged in with number of troops directly proportional to points, but gave up on number 10 and allocated them to the higher valued ones. figured even if i put 10 on the lower ones, on average not worth it?"
2,4,6,8,12,14,16,18,20,0,"Assuming most people would go for the largest score castle, I focused on trying to win the majority of the lower scored castles by a relatively uniform deployment.  While I'd have to win 1-4 to score as much as the 10, I figure I have to use fewer troops to gain the same number of points.  By alloting only 20 to to 1-4, I believe I have a higher probability of winning those with those fewer points than alloting 20 to the 10 castle."
2,4,6,8,11,14,16,18,19,2,"Sacrifice the top castle, and guard against small numbers at 1 and 10. Linear progression between castles 2-9, emphasizing a little stronger the higher castles."
2,4,6,8,11,13,16,18,22,0,"Try to get opponent to waste troops on castle 10, rough proportionality after that"
2,4,6,8,11,13,16,18,20,2,More troops per castle except minimum effort in Castle 10 as I imagine most people will put a large stake in that one.
2,4,6,8,10,35,0,0,0,35,"Guessing that most would shy away from 10 to take 9-8-7-6 and secure the win. I'm trying to take 10 and 6 and then the bottom to slide past them. I only really need 10-6-5-4-3 to win, but it's better to bank the bottom in case of stranger distributions. "
2,4,6,8,10,14,22,28,4,2,Pretty much just intuition. I chose to mostly ignore Castles 9 and 10 in the expectation that everyone else will over-commit troops there in the hope of increasing my chances to win castles 6-8. 
2,4,6,8,10,14,17,20,9,10,"I started by distributing 55 troops in proportion to the points available. Recognizing that fighting battles at castles 9 and 10 was likely to get expensive, I then distributed another 36 troops in proportion to points at castles 1-8. Recognizing that I may be conceding castles 9 and 10, I took the remaining 9 troops and added them to 6-8 in hopes of capturing those 21 points to offset the 19 I conceded."
2,4,6,8,10,12,16,21,21,0,Castle 10 will be hotly contested.  My foe will deploy many wasted troops there.  I will win many other battles.
2,4,6,8,10,12,14,20,24,0,"A small perturbation of troops proportional to reward, forfeiting the largest castle in favour of the next two largest."
2,4,6,8,10,12,14,16,18,10,I feel like castle 10 isn't worth it
2,4,6,8,10,12,14,16,18,10,
2,4,6,8,10,12,14,16,18,10,2 more than the Castle is worth (which only leaves half for Castle 10)
2,4,6,8,10,12,14,16,18,0,"Each point of the castle worth of 2 soldiers but the last one, since the enemy will try to conquer it by all means. "
2,4,6,8,10,10,12,14,16,18,No particular reason
2,4,6,8,9,11,14,17,29,0,Sacrificed the 10 castle as most people will over value this one.  With 45 potential points then available an equal distribution of the 100 soldiers would put 2.2 soldiers x value of castle on each castle.  I then overweighted the higher value castles some.
2,4,6,8,0,12,14,16,18,20,"I wanted to distribute my soldiers proportionally to each castle value. At two soldiers per castle point, I would need 110 soldiers, so I just dropped #5. Although it reduces my maximum to 52.5, that distribution has the advantage of faring well against very lopsided strategies... I'm guessing :)"
2,4,5,7,11,13,17,19,20,2,"Essentially abandon 10 because it will be largely overshot (win if opponent places 0 or 1 though). From there, place troops according to castle points with some extras on 7-8-9. Will handly beat someone with weighted distribution or too many on 10 which I anticipate will be the most common placements."
2,4,5,7,9,15,17,20,21,0,"I loaded my forces to the mid range castles, figuring that naive opponents would overload castle 10."
2,4,5,7,9,11,13,15,16,18,Closest to the fractional value of each castle.
2,4,5,7,9,11,13,15,16,18,Points were allocated based on the potential points of each castle (100 soldiers/55 potential victory points=1.8 troups per potential VP)
2,4,5,7,9,11,13,15,16,18,"Proportioned based on the Castle's percentage value of overall points available, rounded to the nearest whole number, I'm sure it will be a common answer, but I'm interested in what beats it!"
2,4,5,7,9,11,13,15,16,18,"I used solver in excel to maximize the deployment given the belief that you should put twice as many troops at 2 than 1, and thrice as many at 3 than 1, and so fourth (aha get it?). Lets see if machine can defeat man."
2,4,5,7,9,11,13,15,16,18,Defend each castle with a number of troops equal to total troops scaled to ratio of castle value to total available points. 
2,4,5,7,9,11,13,15,16,18,"There are a total of 55 points, so I divided the forces based on an equal number of troops for each point.  Castle 1 is worth 1/55 of the troops, castle 2 is worth 2/55 of the troops and so forth."
2,4,5,7,9,11,13,15,16,18,"Each castle is worth a certain percentage of the total victory points. I put as many troops there that equal that percentage. If my rival were to put extra troops in any castle, I will get the points for the other castles he left out. If my rival puts the same troops in any single castle, we split the points. e.g. the 10 point castle is worth 18.18% of total victory points (10/55) so I put 18 troops there. "
2,4,5,7,9,11,13,15,16,18,Total of 100 troops. The sum of the numbers 1 to 10 is 55. The ratio between troops and total points is 1.8181818181... and so I allocated that many soldiers (rounded to the nearest integer) per point per castle. This should ensure that my troop allocation accurately reflects the potential value of each castle.
2,4,5,7,9,11,13,15,16,18,"Take all the Castle points (55) and divide 100 by that number (1.8181818...) to get the estimated troops per castle.  Multiply that number by the points for that castle to get the number of soldiers for that castle.  This way you distribute the same number of soldiers for the first 4 castles as for the last castle, which are worth the same amount of points.  Because you have to round, you may not get exactly the same answer, but it should be close.  So, you can lose castle 10, as long as you get castles 1-4 to replace the victory points.  So you can even lose the top 3 castles, if you win the other 7.   Or you can win the top 3 castles and the lowest castle and lose the others.  As long as you win some combination of castles that equal 28 victory points, you win, and you don't care which castles those are."
2,4,5,7,9,11,13,15,16,18,multiplied each tower number by (100/55). (55 is sum of tower numbers). Then rounded each number to nearest integer
2,4,5,7,9,11,13,15,16,18,Assigned based on weighted point value of each castle.
2,4,5,7,9,11,13,15,16,18,"Ran 4377 simulations. This placement of troops should win ~80% of the time. The most I found. This is also the placement of troops that equates to the value of each castle. ie C1 get your 2% of the available points, so assign 2% of your troops to it."
2,4,5,7,9,11,13,15,16,18,divide the 100 soldiers by the total # of points 55. allocate soldiers then based on this rate x # of points for the castle
2,4,5,7,9,11,13,15,16,18,Distribution of soldiers based on share of total points each castle is worth.
2,4,5,7,9,11,13,15,16,18,The 100 soldiers are allocated in proportion to the 55 points available.
2,4,5,7,9,11,13,15,16,18,Expected value and some rounding.
2,4,5,7,9,11,13,15,16,18,A proportional distribution forces any opponent to spend the most resources at a rate of 55 soldiers for the majority no matter how it is placed.
2,4,5,7,9,11,13,15,16,18,"55 points are available.  I used a percentage of points for each castle compared to the total.  So Castle 10 gets 10/55, or 18% of the soldiers."
2,4,5,7,9,11,13,15,16,18,I deployed the troops in proportion to the point values of the castle
2,4,5,7,9,11,13,15,16,18,Percentage of castle's points to total number of points (i.e. 10/55=.1818) equals percentage of soldiers that go to that castle (.1818*100=18 soldiers go the castle 10). 
2,4,5,7,9,11,13,15,16,18,"I used the Huntington-Hill method of apportionment, treating the castles as if they were states, as if their point values were residents, and as if the House had 100 Representatives."
2,4,5,7,9,11,13,15,16,18,Proportional to castle worth
2,4,5,7,9,11,13,15,16,18,It's directly proportional to the points each castle is worth.
2,4,5,7,9,11,13,15,16,18,55/100 * number of units to win
2,4,5,7,9,11,13,15,16,18,55/100 * number of units to win
2,4,5,7,9,11,13,15,16,18,"I took the percentage of what each castle contributes towards the goal of 28 points, then used that to come up with an amount for each castle. So Castle 10 gets you 35.7% of the way to the 28 points needed - divided by two and rounded gives you 18. After rounding I had one left over so I threw it in Castle 8. "
2,4,5,7,9,11,13,15,16,18,Simply proportional to value
2,4,5,7,9,11,13,15,16,18,Troops at i = 100 * [Points at i] / [Total Points]
2,4,5,7,9,11,13,15,16,18,Weighted average of what each castle is worth.
2,4,5,7,9,11,13,15,16,18,Close to uniform per point (100 troops into 55 points = 1.8 troops per point).
2,4,5,7,9,11,13,15,16,18,"First of all there's the what I think of as the Electoral College approach.Well, it's topical.There are 55 total points available. If one gets 28 he wins. If you put 3 on castle 1,  29 on 8, 32 on 9, and 36 on 10 you'll get there. You're allocating soldiers by castle points. But if you lose even the 1 castle, you lose.Also, this strategy can be defeated by only 10 soldiers. 4 on castle 1, and 1 each on 2-7.But it would beat my strategy. I went for efficiency. 1.8181... soldiers are available per point. If you allocate 14 soldiers to castle 8 there's virtually no waste of soldiers versus points. Approximately zero. It's efficient. But you have one soldier left. And where do you put him?This is where it gets interesting. The best are, If I'm right, castles 10, 3, and 8.In order, you're wasting 1 soldier for.555.... points for castle 10, or .6 soldiers for about 1 point for castle 3 and 8. But people like whole numbers up to six. Then they go for even numbers and multiples of 5. So adding the soldier to the 10 castle is probably not going to help. Also it's the least return. Between castles 3 and 8 I already have 5 soldiers attacking castle 3. But only 14 attacking castle 8. So I added the extra soldier there and thought that the worst that could happen is that I lose castle 3 and split castle 8 for a net gain of +1."
2,4,5,7,9,11,13,15,16,18,
2,4,5,7,9,11,13,15,16,18,"I used each castles worth out of 55 total points (1/55,2/55,3/55)"
2,4,5,7,9,11,13,15,16,18,Big ballz
2,4,5,7,9,11,13,15,16,18,"Efficiency. There are 1.8181... soldiers available per castle point. And while the rules don't say that you can't cut up and part out soldiers, I'm assuming that you can't send .6 of one here and .4 there. So with my distribution except using 14 instead of 15 on castle 8, there is, on average, no waste. You waste (to one digit) .2 on 1, .4 on 2, .2 on 6, and .4 on 7. Then you underspend .4 on 3, .2 on 4, .4 on 8, and.2 on 9.That's even. And only 99 soldiers. But for a minute let's consider the Electoral College approach. (Hey, it's topical.) There are 55 castle points available. 28 wins. So 3 on 1, 29 on 8, 32, on 9, and 36 on 10 is the most efficient to win 28 points. And beats my approach. But, interestingly, loses to only 10 soldiers. 4 on castle 1 and 1 soldier each for castles 2-7. The EC approach has to win EVERY castle it attacks. With even a tie it loses. So my question is what to do with my last lonely soldier? I've already overspent on castles 1,2,6, and 7. Those are out. I've underspent the same largest amount, .4, on castles 3 and 8. So adding my last soldier to one of those gives me the best benefit. But which one?So now we get to the what is everyone else doing and how do people think territory. For 1-5 they use the number they need. For about 6-15 they use even numbers and multiples of 5. Someone might want 12 or 15 of something. Never 13. Or 17. Because you're getting into 15 or 20 territory now. And no one anywhere ever ordered  or bought 29 of anything. So adding to castle 3 moves me from 5-6. I'll take the probable draw because moving castle 8 to 15 soldiers even if I draw is more valuable. And moving castle 9 or 10 from 16 and 18 probably won't make a difference. "
2,4,5,7,9,11,13,14,16,19,"Soldiers divided by the available points = (100/55) 1.81Soldiers were then assigned to castles based on the value of the castle. (99 Soldiers)(One extra soldier was applied to Castle 10. In case someone chooses the same strategy, then you split the points, so it is not worth applying it to any other than the most valuable one.)I'm not a big mathematician but i like to try, and i appreciate your riddles :)"
2,4,5,7,9,11,13,14,16,19,"I attempted to pick values equivalent to the victories points value in making up 28 victory points. For example, winning castle 10 gives you 34.7% of the victory points needed to win a majority. The proportional percentage of this is about 18%. (I chose 19 because my math rounding got me 99 soldiers in battle.)"
2,4,5,7,9,11,13,14,16,16,Determine each castle's percentage of the total points then assigned that many units then added the remaining unit to the most valuable castle.
2,4,5,5,10,10,20,40,4,0,Really don't know
2,4,5,5,3,3,4,4,32,38,"The deployment is based on a few key principles:1. Have a set minimum number of troops for each castleIt pays to leave a few troops in each castle, even the lower valued ones. If an opponent leaves a castle empty (and it is likely that a decent chunk of opponents will do so in order to focus on higher-valued castles) then you can gain substantial points for a very small cost. The minimum is largely trial and error; I ended up with 3 as this was a good compromise between saving troops for larger castles and not getting easily defeated. I did not apply this minimum to Castle 1 as it would not be economic to do so - Castle 1 is worth so little that deploying more than 2 troops to it can quickly become a waste.2. Fight hard for Castles 9 and 10This should seem obvious, but if you can win both of these it makes your work a lot easier. On the other hand, if an opponent manages to beat you in these then they have barely any troops left, and thanks to your minimum you have a good chance of winning most of the rest.2. Pay more attention to Castles 1-4 then 5-6You can win Castles 1-4 fairly cheaply and get an easy 10 points. If you also win Castles 9 and 10 then you have easily won the war. On the other hand, if an opponent also focuses on 1-4, then the minimum should give you at least a few points in the middle. Combine with #2 and you have a decent shot.3. Don't try to remain undefeatedNo deployment is undefeatable. My deployment, for instance, loses to putting 10 soldiers in each castle, and also to the deployment 1,3,5,7,9,11,13,15,17,19 (in Castles 1-10 respectively) which could be considered the ""mean"" deployment. Other submitters are unlikely to go with these deployments as they are overall quite weak - they are more likely to go with stronger options which nonetheless have vulnerabilities. One likely mistake is to heavily weight 3 Castles instead of 2 - you will not be able to put enough soldiers in each to beat a strong Castle 9 or 10, effectively wasting a larger amount of soldiers while also leaving less for the smaller castles. Remember, any path to victory requires at least 4 castles.Through these principles and trial and error, I found this deployment to be the most successful, beating 22 other hypothetical deployments."
2,4,4,8,9,10,12,15,17,19,"Not knowing how my fellow Riddler readers will attack this problem, I went for the optimal strategy against a random distribution. The ideal ratio of troops each to point is 1.8181... . I believe my distribution comes as close as possible to achieving that, as measured by the average of castle-by-castle ratios. We'll see how it goes!"
2,4,4,4,4,10,18,20,22,12,"I've played this before! In the past I've seen that 4 is usually enough to contest the lower castles, while committing too much to castle 10 is often a mistake, especially among groups still new to the game."
2,4,2,3,14,21,1,30,21,2,"The best result from a somewhat improved algorithm. The old code is at http://pastebin.com/zT2PifR4, while the new code is at http://pastebin.com/Q3UYquxr."
2,3,11,2,15,18,21,1,26,1,"I wanted a slightly random option that would defeat obvious choices like an even distribution (10 to each of 10 castles). Or going for all the top castles (25 each on 10, 9, 8, x) which I would prevent by winning castle 9. I was initially going to go for all of the lower castles, (7 and below) but that would lose whenever someone spent big on 10, 9, 8, and a random one. My goal here is to win castle 9 almost always, 7 almost always, and usually 6, 5, and 3 without conceding any other castles. Winning these castles would provide 30 points and a win. Losing one of them could be made up if someone sent zero soldiers to castles to some of the other castles. If someone else tried a similar strategy while sending 0 to any castle (especially 8 or 10), that would be a victory for me and a large bonus. "
2,3,8,2,2,0,17,26,38,2,I'm ceding ten because others will deploy a lot of troops there--hopefully many will be wasted.  Trying to get the next three plus Castle 3 which would just barely be a win.  Also hoping to sneak in on some places where the enemy might have put in 0 or 1.
2,3,7,9,13,18,20,24,2,2,"We decided to sacrifice the 9/10, hope that most people will waste too many armies there and we could win the rest."
2,3,7,9,11,13,15,18,21,1,Sacrifice 10 and load up on the rest..look at soldiers per point and give about equal resources per that metric
2,3,6,11,16,26,33,1,1,1,"-Worth leaving 1 point at every castle, in case opponent leaves 0-People will waste troops on high point castles-Many people will use round numbers (10, 15, 20), so putting 1 extra point will mean a few free victories.-The goal isn't to beat the *best* players, but to beat the *most*, and this strat should be decent against a lot of comps"
2,3,6,6,11,16,22,32,1,1,"Don't deploy any substantial troops to 9 or 10; let the others waste troops on them. Focus on 1-8; can still win if lose castle 8, so multiple win conditions. Deploy numbers like 16 and 11 to hurdle opponents who go for multiples of 5. "
2,3,5,10,10,10,10,20,10,10,I figure most people will go heavy on the top two. 
2,3,5,8,13,21,13,21,13,1,Attempt to pick a different strategy than most people
2,3,5,8,12,17,23,30,0,0,
2,3,5,7,10,11,13,14,16,19,"Based on points and number of soldiers, you want about 1.8*points value at each castle. I then rounded to the closest whole number."
2,3,5,7,9,15,17,19,21,2,"Started with distributing by value. 10/55= 18.2% so should have 18 soldiers. Then I figured others will use this strategy so I should take advantage of it. I also wanted to take advantage of those who put too much value on castle 10, but also take advantage of anyone who sends only one soldier."
