Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10,Why did you choose your troop deployment?
1,1,1,1,1,1,1,31,31,31,
1,1,1,8,10,14,17,19,16,13,"I guessed how people would react to the last round, and reacted to that"
2,2,2,3,3,11,31,36,6,4,"Trying to capture the sweet spot of being 1 more than multiples of 5, or just 1 or 2. I bet this game play very differently with prime numbers of troops and castles, that are not easy to divide."
1,1,11,1,1,1,1,21,32,30,I want to beat troop allocation based on castle % worth. And also equal split. The base naive case.  While at the same time I want to have an edge against some of the winners in Feb and June meta.  I win against 40% of Feb winners and 20% of June winners.  The meta unlikely to repeat.  My max overpay is +16. Median overpay is -2.  It’s a more concentrated strategy. June had a more displaced strategy. Feb is more concentrated. Meta will swing back towards concentration.
1,1,3,3,1,22,1,8,27,33,"I was bored in class, troops weren't going to deploy themselves"
3,4,7,1,19,1,27,1,36,1,"I needed to contest every castle in the event someone did not place any troops there and I could get it for ""free"". Then I figured out there are 55 total points available, so I needed to get 28 to win. If you divide the points available of each castle by the 55 total, you can get a % of points for each. If you then multiply by 100 you get what each castle is ""worth"" in manpower. I figured if I roughly double the ""expected worth"" in manpower, I will win the castle more often than not. I then picked a combination of castles to focus on that if I won them, would give me 28 pts. I wanted to avoid #10 because I expect there will be a lot of fighting for that one, so I concentrated on 9, 7 and 5, to give me a good base of 21 pts. I then focused on the bottom 3 castles because I expect them to be lightly guarded. If I happen to ""steal"" a castle from someone since they put no one there, even better."
1,0,1,2,12,21,27,32,2,2,"never gonna win 9 & 10, don't want 1-4, split the rest leaning higher for higher values"
1,1,1,2,3,5,8,14,25,40,loosely based off fibionnaci sequence
1,2,3,4,15,15,15,15,15,15,"balanced chance for the higher scoring castles, and can still get points for those who neglect the lower scoring castles"
1,0,9,0,0,20,20,20,0,30,"You must win at least 28 points. Since the given strategy seems to be to avoid large commitments on 10, and attack 4,5, and 9, I chose to deploy my troops to 10, 8, 7, and 6 in large numbers, concentrating the rest on 3 to offset losing 1 and two. Its a high risk strategy, because losing just one of the higher values will result in a loss. "
1,2,2,2,4,4,1,28,28,28,"I'm punting 7 towers.  Looking over past results, I'm choosing towers that were punted most often - I put enough into lower towers in case someone went on a one tower strategy."
2,2,2,8,9,10,12,22,31,2,Wag
1,1,1,13,15,19,22,24,2,2,"Castles 1-3 not worth winning
Castles 4-8 are enough to win
Two troops at Castles 9 and 10, in case they are undefended."
2,3,5,8,2,22,23,4,27,4,"Well, I didn't use *actual* game theory, that's for sure!"
1,0,0,0,0,0,24,25,25,25,Control the four top castles that add up to more than the rest.
1,24,1,1,1,1,1,24,24,23,These are the intervals between notes on a piano I have a patent for.
4,7,5,21,21,12,20,7,3,0,"Took average of top 5 winners from first battle, average of top 5 winners from second, and guessed the trend of the top 5 from this battle would look like [0, 0, 0, 15, 16, 0, 0, 0, 39, 30]. Used evolutionary machine learning to find a strategy that would consistently give highest scores against slight variations on the predicted opponent strategy."
1,2,2,12,18,20,20,18,3,3,Just throwing something at the wall.
1,1,3,5,7,9,13,16,20,25,"Disregard game theory, and just kind of wing it?"
2,3,4,5,6,6,32,31,5,6,"Focused on 2 in the middle, never lower than 2 to beat the 1s deployed and heavier on two important"
1,0,0,3,3,21,22,23,24,3,Captain Chaos
1,0,0,6,17,17,6,4,23,26,War
1,6,11,14,14,14,17,20,1,1,It was obvious
1,1,1,22,9,22,1,22,1,20,guess work
1,2,2,2,3,18,18,26,26,2,"Avoid 10 as the most likely to be contested. Put 2 as a mininum to beat anyone just throwing 1's in. Focusing on 6, 7, 8 & 9 as together they defeat 1, 2, 3, 4, 5 & 10. "
1,4,5,5,5,10,10,20,20,20,
1,1,2,15,2,2,17,27,31,2,"1)Focus on 4 castles that give 28 (just over 50%) and sacrifice biggest prize castle 
2) don’t give away any castles for free 
3) anticipate opponent strategy to send at least 1 to all castles and send 2 to hedge in case one of key 4 is lost 
4) calibrate weights to beat simple backloading "
3,1,6,6,8,22,13,15,24,2,"I'm not even going to pretend I can guess what everyone else is doing, so I kind of focused on getting 6 and 9, but might have enough from 7, 8 and the lower end if people overcommit there."
7,8,9,10,11,12,13,14,16,0,Sac the queen!
1,3,5,7,10,12,0,19,23,20,"Slight tweak on EV 1, 3, 5 etc. deployment"
1,5,1,1,1,1,1,28,29,32,
1,2,4,6,9,12,14,16,17,19,"I want this to be fun, not work, so I avoided any serious algorithm and went with my gut. Seems like you should send at least 1 to every castle, and given the linearly-increasing value of each castle, it makes sense to send numbers that follow that pattern.

THEN YOU GET TRICKY and spice it up with a few extras taken from the lower valued castles and given to the mid-range castles, because I figure there's other lazy nerds like me who'll do the same thing as I did in paragraph 1, and I WANT TO BEAT THEM AND HEAR THE LAMENTATIONS OF THEIR ADVISORS.

Thus, castles 6-8 got one extra soldier, who will provide The Edge To VICTORYYYYY!!!!!!!!!!!"
3,3,3,3,3,20,20,21,21,3,
5,5,5,5,5,5,10,20,20,20,
1,1,2,1,20,5,2,1,32,35,"I suspect folks will counter the previous round(s) strategies, so I want to zig while they zag and capture the big prizes. "
1,1,1,19,19,17,17,18,3,4,idk tbh
2,10,10,2,20,2,2,24,2,26,This was all a fluke.
1,1,1,16,19,2,2,2,21,20,
1,1,1,2,1,15,20,3,29,27,"The trick seems to be strategically giving up on castles while committing the least number of troops to the ones I'm playing for in order to succeed. Four seems to be the best number to go after, while also strategically leaving 2-3 troops rather than one in a few locations in order to scoop up easy victories against foes committing 1-2. I'm a little concerned that I'm committing too few troops to Castle 6, but that's above the mean from each of the last two contests."
2,4,5,8,4,11,16,8,23,19,Macro economic model of optimizing against market inefficiencies as surmised from previous rounds
1,5,2,1,22,1,26,34,3,5,Trying to avoid over-spending on castles the opponent will deploy to.
1,0,0,9,0,15,0,35,40,0,Cheapest way to 28 total points. It did make me place one troop in castle one for some reason. Would rather have put that soldier at 4.
1,2,4,12,16,7,14,14,17,13,"For each castle, I took the average from the top 5 winners from the past two versions of this and rounded to the nearest integer. That total came to 102, so I used my judgement to bring 2 numbers down by 1. Because those two rounds differ greatly in winning strategy, this strategy is probably just bad against everything."
7,9,9,11,13,0,0,0,51,0,It adds up to >20 points and I don't think anyone's gonna care as much as I do about the ones I chose? Idk though
1,3,3,3,3,26,4,26,27,4,"Winning 6, 8 and 9 will all but assure me victory. If I lose one of them, I hope I have enough at castle 7 or 10 to pick up one of those instead"
1,4,5,15,17,3,2,1,26,27,"Maximize the deployments on castles 4, 5, 9 and 10 which appears to be better value than castles 6, 7, 8 from previous rounds. "
1,2,2,11,23,8,2,21,28,2,"Ensure I will win against all 0 deployments and try to dominate 9, 8 and 5."
5,6,8,10,13,15,5,28,6,4,"Lose the middle, win the ends"
3,4,6,11,11,21,11,11,11,11,"I didn't want to overthink it. The last rounds, switched based on where people loaded up, so I wanted to do a fairly even distribution to take the ignored categories while maintaining something in each category to not give anything away. I loaded up on 6 to try to win it since the best ones in the previous rounds each essentially gave away 2 of the top 4 so winning the 5th highest could be very beneficial."
3,3,11,15,18,11,22,6,4,7,Random numbers with the majority of troops deployed to castles with medium values (4-7).
10,1,1,1,2,1,5,23,23,29,yanggang2020
1,1,1,1,15,21,24,1,1,34,"Completely unscientific and eyeballed it based on the last two results.  You need 28 points to win and at least four castles to make up that point total.  I chose 10, 7, 6, and 5.  It seemed like castle 10 was undervalued in the first round and corrected more in the second, so I'm anticipating that 10 will be more contested in this round.  The other castles are the lowest value castles remaining that I need to get to 28 points.  It appeared that the second round saw a greater emphasis on higher point castles and a more dispersed strategy (based, poorly, on averages).  I put remaining troops in those castles assuming that enemy troops will drop off on castles 5 and lower. The remaining castles are just to cherry pick any undefended castles and force enemy troops to send at least 2 to capture."
5,5,10,15,10,20,24,5,3,3,"I wanted to prioritize taking castles 1-7. Taking every single one of these castles will provide me with 28 points, just over half. I chose to escalate with the number and hope others would focus on the ""big"" castles"", leaving me to win with the small ones. However, I still sent some troops to the small ones in case someone went all in on the same strategy. If they do, I'm hoping the small amount I sent+the variation in the troops I'm sending will allow me to win those matchups."
3,4,0,10,0,16,7,22,10,28,watching Game of thrones taught me to just go for it!
1,2,3,17,14,4,3,2,21,33,"I picked a strategy similar to the previous champion, but modified to be able to beat the previous champion."
10,1,1,1,1,1,1,39,20,25,
1,2,5,5,7,20,20,20,20,0,Sacrificed Castle 10 in hopes of winning slightly-lesser castles
2,2,7,9,2,15,17,20,21,5,"I will probably lose 5 & 10 (15 points) and win 6, 7, 8, & 9 (30 points) against most value-based opponents.  I left castle 10 with enough resources to hopefully win that castle against similar counter-value-based strategies."
2,2,2,2,2,20,20,20,20,10,"Essentially, splitting the difference between the first two rounds by having even numbers across castles 6-9, a fair number on 10, and token troops on 1-5."
1,1,7,9,1,1,30,48,1,1,I wanted to assure myself of winning 20 points and invested heavily in those castles unlikely to be the principle investments of others.
2,4,6,8,10,12,14,18,25,1,"By giving up castle 10 entirely I can distribute more troops elsewhere, with at least 2 soldier per point for castles 1-9.

I did leave one soldier on castle 10 as a counter play for anyone who sends noone for similar reasons"
2,2,2,6,16,20,20,22,5,5,"Looked at the two previous, split the difference, was too lazy to tweak deployments."
10,10,10,10,10,10,10,10,10,10,"To beat me, you have to place 11 soldiers at 6 castles. You can't. I win!"
1,1,1,18,1,1,18,26,32,1,Getting to 28 points
1,3,7,17,17,18,22,5,6,4,"I kept enough in the top three to catch any that decided to sluff those, then loaded up on 4-7.   10 is just not SO much more than 6 or 7 that it justifies a huge commitment."
1,2,2,5,5,5,21,26,32,1,My strategy is to invest heavily in castles 7-9 to get to 24 and then try to secure the other 4 points by divesting my remaining points and hope to capture enough.
3,8,11,21,3,4,3,4,22,21,"I focused on getting to 28-half of all points and other than a few scouts, focused on winning the fights that would just barely allow me to make it"
3,0,7,10,20,0,30,30,0,0,"I targeted 6 castles that would get me 28 points. If I go 6/6 on those ones that I bet big on then I win (doesn’t really feel like a good strategy, but I wanted to see how it would play out)"
5,6,8,5,10,2,2,15,23,24,How do you know which risks in war are the right ones? You wait to see if you win.
1,0,1,7,1,20,3,27,14,26,
1,1,1,1,1,10,15,20,20,30,"The first 4 castles are only worth as much as 10 combined, so I'm willing to give up the smaller ones for a higher point castle. Then just lower the troops accordingly, weighted towards the higher points."
5,4,12,12,14,20,3,3,5,22,DAVE ALWAYS WINS
8,0,0,0,0,0,0,31,31,30,"I am just trying to get to the minimum amount of points to win: 28. I found the combination with the least amount of castles I possibly need to win and dumped all my points into these 4, forgoing the rest completely as they are not important in my winning strategy. Also, based on the previous 2 games, I decided to put the least in castle 1 in order to stack 8, 9, and 10 to the fullest possible."
1,0,0,2,23,4,4,28,32,6,"Picked some castles to go for, crossed my fingers no one else goes for them"
1,1,1,3,5,13,1,1,37,37,"Prioritize high value targets.  Eschew low value targets.  Skirt mid-value conflict.  Steal low-mid value clinchers.  Try not to optimize based off of previous datasets, to avoid both adjustments, as well as adjustments-to-anticipated-adjustments."
1,6,5,1,1,1,20,1,32,32,I'm trying to get to 28 points as often as possible.
1,3,4,8,10,13,16,1,34,10,"I assigned troops proportional to castle value, then sacrificed castle 8 and a bit of castle 10 to target castle 9. Just to change it up."
1,1,1,5,1,10,1,20,0,60,Must win 28 points
2,5,8,10,13,2,26,30,2,2,Took the winner of Round 1 and moved 1 soldier to beat it
1,1,2,16,20,2,3,1,32,22,"Optimized against second set, then locally optimized against both sets, accounting for the new mandatory troop on castle 1."
1,8,9,15,3,3,5,6,28,22,"Intuitive distribution, then found local maximum"
1,1,1,1,1,18,21,26,29,1,All castles should have at least 1 soldier just in case someone sends 0. Castle 10 will be the hardest to capture so put the minimum. Castle 6-9 will need to be captured to win if castle 10 is sacrificed. Proportionally distribute remaining soldiers to castles 6-9 favoring the higher scoring castles slightly.
1,3,5,7,9,13,16,18,15,13,I took last round's averages and shaved the lower half to give more juice to the top castles.
1,1,1,10,13,17,25,30,1,1,
1,1,1,1,10,15,20,25,25,1,Giving up on the 10
1,1,1,1,3,7,1,21,1,63,
1,6,2,12,2,18,2,24,3,30,"I wanted a strategy that would defeat any median-style strategy, and chose to win the even-numbered castles.  I put a small number of troops in the odds numbered castles to beat those that sent 0 or 1, which was common in the first try, and then allocated the troops to even-numbered castles proportionally to their value."
6,1,1,1,1,38,39,1,1,11,Castles 6 and 7 seemed undervalued so I focused troops there and put a middling 11 on castle 10 in case a significant number based their strategies on the previous battle.
2,2,2,3,5,21,21,2,21,21,"I couldn't put a 0 in some of the columns (the webpage rules wouldn't allow me).  So knowing that, I put heavy focus on winning 4/5 top levels and put slightly more than minimum on the lower ones (hoping to pickup a couple scraps)."
2,5,5,1,23,1,1,25,35,2,My goal was to win 8 and 9.  With that I only need 11 more points to secure victory.  I sacked 6 and 7 given that they were low in the last one and more people are likely to focus on those.  That leaves me with needing to win 5 and 3 and then either 1 and 2 or 4.  I sacked 4 given that it was high in both prior events.
5,7,8,10,15,25,30,0,0,0,Willing to concede three castles with most points in hopes of winning all others (28 of 55 possible points).  Assigning most soldiers to those with most points among the group that I was aiming to win.
1,1,2,4,6,8,10,20,40,8,Thought it looked cool
0,0,0,14,17,20,23,26,0,0,Ignored 9&10 and chose the fewest castles past that to give me more than 28 points and weighed troops by value
2,4,5,7,9,11,12,14,16,20,guess
1,1,2,2,2,3,4,8,18,59,"f(1)=1.218, f(x)= f(x-1)^1.4.  Rounded result, mostly. "
0,0,0,13,15,18,26,28,0,0,Distributed my troops evenly through 4-8 which will give me 30 points each time banking on that I have more troop in those stations giving the other opponent 10-9-3-2-.
1,4,7,9,11,13,16,18,20,1,"most people will load up heavy on the castles worth more points, i went for an even distribution slightly skewed towards the higher value castles. Based on the numbers 1-9 percentage of 45. IE 9 was 20%. I just took one off the lowest value castle in case someone did the same thing and put it on the 10."
2,1,1,10,12,2,19,25,25,3,"The idea was to win 7,8, and 9 as well as one of 4 and 5. That gives me either 28 or 29 which wins. The others are to make sure i dont lose to a 1 or 2"
7,8,8,1,1,18,18,1,37,1,Win Castle #9 and the other castels that seem overlooked.
1,1,1,1,1,23,5,33,30,4,Because it's the best
0,1,1,20,22,4,5,6,10,31,"Before looking at the historical data, I settled on a 10-9-5-4 distribution, with individual soldiers heading to remaining castles so as not to completely cede any points. Once I looked at the last match, I saw that this had been a popular choice for the leaders, confirming its soundness. My draft distribution lost against those leaders, though, due to weakness in the 8-7-6 range. I also noticed that the bulk of forces were being sent against castle 9, producing uncertainty around the success of even a healthy amount of force there. To adjust, I reduced allocation to castle 9, redistributing those troops across castles 9-8-7-6, but left my highest concentrations at 10, 5, and 4. I ultimately ceded castle 1, because I assessed the value of an additional soldier to win a 4+ castle as higher than avoiding the 1 point loss (and most likely, the Battle for Castle One will be a quiet 0-0 match, yielding a free .5 point anyway)."
12,12,12,12,12,14,26,0,0,0,I figure the bulk will put their points in to the top 4 if i can win everything else i should be good to go
1,2,2,12,15,16,4,26,18,4,"I punted on Castle 10 assuming that a large number of people would simply deploy troops largely in direct proportion to the number of points, but still put more that 0-2 in the hopes of catching some that decided to punt entirely. I grouped the bulk of my troops around the 5-9 castles as I assume most would do, but hope to have just a few more quite often. To do this, I picked another one to punt on (Castle 7) guessing that that is a sweet spot in terms of points I can lose and where I think others will load up. My strategy is going to require me to win almost all the castles to which I committed significant troops (which is somewhat risky—but I think really the only way to go) or to steal a lot from the castles I committed few (but not zero) troops to. That seems like an unlikely path to victory but a decent hedge against someone that stacks all of their troops on Castles 7-10. I am quite worried about a 25-25-25-25 or a 27–26-24-23 deployment, so I decided to put 26 in Castle 8 which should give me a victory over all of those. Also a little worried about those deployments along with 1 troop at other castles, so decided to go with 2s mostly on the punts."
5,7,8,10,15,20,26,3,3,3,"Try to win 1-7, and sneak a few victories over 8-10."
1,6,1,13,1,21,24,1,31,1,"I chose 5 castles (9,7,6,4,2) to try and win 28 points most often and sorted my troops according to point values per castles. Then I took 1 troop from each castle and allotted to other 5 castles (just in case opponent sent 0 or 1 troops to those castles also)."
0,0,0,0,5,20,20,20,20,15,
1,1,2,7,3,12,7,22,8,37,"The crux of the 4 castle strat is taking castle 10. So if I get it, then have even deployment in the other castles, I'll beat everyone who tries it hinging on 10. If the majority of people hinge the 4 castle strat on 9, I'm screwed. "
2,2,2,2,10,12,14,16,18,20,The larger number castles are important to win but not that life changing to put 20+ troops. If you sell out for the three largest castles and end up splitting and losing the rest you will not win.
1,1,3,8,8,2,2,22,22,31,
0,0,1,3,1,1,22,23,24,25,"This is my second entry. I created it as the counterpoint to my strategy (sort of) in the first. Here, I must win 3 of the 4 largest and then pick up 4 more points."
1,5,6,8,10,10,21,27,1,1,I figured most people would go big on the first two and not on the others
0,0,0,0,20,23,0,30,27,0,"There's no way to win without at least four castles, so I focused on winning four and tried to optimize versus earlier distributions. "
0,2,3,11,14,15,5,5,35,10,
4,5,6,12,21,26,26,0,0,0,"I did the math and discovered that 28 points is the magic number. 8, 9, 10 get you 27, and 1-7 get you 28. So, I punted on 8,9,10, expecting most people to stock up on those and give them a free victory there while they use the majority of their troops. Meanwhile, I'll be happy to take all the smaller castles because 28>27. I debated going for 8,9,10 and 1 to take 28 points, or even 2,3,4,6,7,8 to make 28, but figured my first thought would win more often than the other two, which would be harder to distribute troops since 8 would take so many to guarantee the victory. "
1,1,1,1,10,28,28,28,1,1,
0,4,4,4,7,26,4,21,26,4,This is the same strategy I used to defeat the Persian Army in the 5th Century.
2,2,12,2,2,12,2,2,32,32,"Win 10, 9, 6, 3 = 28 pts = win. few troops to others just in case."
2,0,0,0,0,17,18,18,20,25,
7,7,7,13,13,7,11,11,11,13,
0,0,4,0,11,0,30,31,0,24,"I came up with about a dozen different strategies. Strategy A was an even distribution (10 per castle), B was weighted (2 for Castle 1 up to 18 for Castle 10); C was weighted to beat A-B, D could beat A-C, all the way until strategy O. After Strategy O, I couldn't make another distribution that could beat N plus the other ones I had already made. It's banking on chaos and people not wanting to overpay for Castle 10, thinking they can take Castles 6-9 for a little more points"
0,1,1,10,0,0,29,29,30,0,"Exact victory points, fewest required wins, avoid 10."
0,0,1,2,20,22,3,24,28,0,"Resubmission of my last entry, which required me to put at least one on castle 1. Want to concentrate my efforts on reaching 28, the required score for winning the battle. The others are slight contingencies, in case someone else does the same thing."
0,0,10,0,0,20,28,32,5,5,Because I'm the Grandmaster.
5,0,0,0,0,0,0,24,36,35,"limit losing troops, look for highest return on investment"
0,1,2,16,21,3,22,32,2,1,Savviness and wordsmithographyophillia
2,2,2,2,2,15,20,30,20,15,"Somewhat random, but trying to pick off low castles with 2 troops vs 1 and go for some larger numbers"
2,0,11,12,15,22,8,1,28,1,"Focusing on a few moderate-to-large castles. Expected to lose 2 every time, 8, 10 almost every time. About half of 1 and 7. Most 4, 5, 6, and 9."
3,4,6,11,13,7,6,21,26,3,"Many people are math adverse. When dealing with 100, people may be inclined to use numbers like 5, 10, 25. Numbers like 6, 11, 26 may get close wins and save more soldiers to put into other spots. "
2,5,3,20,8,36,6,12,3,4,"Exponential used to chose numbers (2^(1.2*n)). Focused on even numbers, weighted mostly to the middle value castles. crossed fingers"
5,8,11,1,1,17,21,1,34,1,Aim to get 28 points. Look to beat prior winners. Rely on intuition and a quick excel check (keep time invested at ten minutes).
2,3,4,20,26,15,10,10,5,5,"There are 55 points available for capture.  The first to 28 points wins.  No one can win unless they capture AT LEAST 4 castles.  Most people would likely try to capture the most valuable castles first and weight their troops towards those objectives.  But those who spend 50ish troops on castles 9/10 only have 50ish troops to spend on the remaining 8 castles, needing to win at least 9 points, between those 8 castles. I could see a 2, 7, 9, 10, strategy working well enough compared to last year's 4, 5, 9, 10, meta.

 By all but abandoning 9 and 10, i should like take the other 8 castles in most scenarios mainly due to the fact that the enemy had no more troops to spend. I put substantial enough troops in each castle that no one can steal cheap points without investing a fair amount into those castles in the first place.

Against last year's winners, I would have won:
Vatter: 36-19
Winder:  33.5-21.5
Shafer: 36-19
Schmidt: 35-20
Trick: 36-19
"
0,0,11,12,17,0,25,0,35,0,"I need 28 points to win, castle 1 and 2 have little value, I feel like people will value 10 and or 8 highly. 10 seems like a median number and something someone would throw at 3 or 4 so I went with 11 and 12. It's really a win all or lose scenario for me. Hopefully people spend resources out instead of concentrating. 10,9,8,1 seems like the most common strategy for people to really go after, I think I can overwhelm the 9 slot and forfeit the others while getting what I want"
0,11,11,12,12,13,13,14,14,0,"This won't work, but I am attempting to avoid over-optimisation by ignoring all previous data. Accept the loss of 1 and 10, and try to win on average against the rest, with a slight bias to higher value targets"
6,3,3,16,3,22,31,4,4,8,"I found that having more troops at castles 1, 4, 6, 7, and 10 would be enough to win, so I focused on those. Also, those castles were not as heavily contested last time. I did just enough in those castles to win most games last time then allocated the rest of the troops to the other castles."
0,0,0,0,0,0,0,0,100,0,Nash Equilibrium
2,2,2,2,2,30,0,0,30,30,Felt like it.
1,2,5,7,7,7,7,7,34,24,random guessing
3,3,4,6,6,3,3,34,4,34,
0,11,12,0,16,18,2,3,2,36,
0,0,1,17,22,2,1,1,33,23,I slightly modified Vince Vatter's distribution from Round 2. I'm very original.
0,0,0,7,10,0,0,24,28,31,"Subscribe to the ""Barely Win or Lose by a Lot"" theory."
1,2,3,0,6,12,0,30,32,14,"I wasn't really going for castle 10, but thought I would beat some people.  I really wanted to pick up castle 8 and 9, so I put a lot of troops there.  I thought I would pick up some easy points by not putting ""0"" in the early castles.  I though people would waste a lot of troops on castle 5, based on last time, so I didn't put a lot there."
0,0,0,2,21,21,21,2,2,31,Try and get the 10 and then the 5-7 which weren't as heavily contested
1,1,2,18,19,2,4,3,30,20,
0,0,0,4,1,16,1,16,31,31,To win.
1,2,2,2,2,11,26,26,26,2,"Giving up the highest value castle to counter people putting a lot of chips on it. Instead securing the next 3 (9, 8, 7). Trying to put enough soldiers on the other ones to counter the strategy of one guy per castle if they spent too much on higher castles. Arggh gonna lose."
1,2,4,5,13,18,23,27,6,1,"I tried to adapt to the changes from the previous wars. I believe castle 10 will be the most hotly contested, so I only want to gather the table scraps there. I think castles 5-8 will be the most important to win this time."
6,7,9,12,15,18,23,3,3,4,"My strategy does very well against the first iteration of the game, and is hit-or-miss against the second. I would guess that different people will emphasize different iterations in their thinking, so I came up with a plan that does reasonably well against both and very well against anyone who reverts to the thinking of the first iteration."
5,5,13,14,17,21,22,1,1,1,"I waffled between heavily targeting castles 8, 9, 10, and 1 to get to 28 points, or my submitted strategy of trying to nab castles 1, 2, 3, 4, 5, 6, and 7.  It seemed to me that using more troops on fewer castles was the more simplistic option, so I thought that more people might try that option, so I decided to go the other way and spread my troops out over more castles.  It was fun to think about, but I doubt I'll do very well.  I'm not mathematically inclined."
1,1,1,1,4,6,21,21,22,22,"Just general intuition on how people will likely make their deployments. The low tier castles get one each, since about 30% of people send 0 to these, and most people that send any send more than one. Mid-tier receive few as well, but a few more, to win about 30% of battles there. The high tier castles receive more, but rather than clumping into 6-7-8 or 9-10, they are distributed closely between 7-8-9-10. I expect to win 2 of these 4 most of the time, and 3 of 10 quite a few times. 

I know, not very scientific. But the best generals seek to understand to mindset of their opponents, and tailor their strategies to beat them. I am curious to see how this fairs."
3,2,0,0,0,0,0,25,35,36,I want to win 8-9-10 and either 1 or 2. Glass Cannon bby
1,2,2,2,13,13,20,7,27,13,i liked the numbers
3,4,5,17,3,19,3,19,3,24,"This is a defensive strategy. What is the most straightforward way to gain a majority (4+6+8+10) and then a defensive distribution to pick off lone scouts in the advent that you get overwhelmed in the core 4. As an added bonus, the strategy beat the top 5 of both previous years."
0,7,0,8,15,0,1,32,32,5,"I'm going for 2,4,5,8,&9 = 28 for the win... However... if someone is really going after 8 and 9 too, my 5 soldiers on 10 will hopefully be enough to carry the day."
1,4,5,8,16,16,22,22,3,3,"try to conquer  5,6,7,8 and win"
1,2,1,1,1,11,12,31,35,5,"I earn enough victory points from castles 6, 7, 8 and 9 so I focused on them.  I put at least an army in each castle to prevent free wins.  I only sent a few armies to castle 10 because I felt others would devout a lot of troops there.  I didn't want to waste mine in a large battle there but I put some in case others have my same strategy of avoiding a large battle at castle 10.  I also put a great deal in castles 8 and 9.  I wanted to nearly guarantee victories at those castles."
3,7,2,13,2,19,22,25,3,4,"I wanted to aim for what I hoped was a less conventional 1-2-4-6-7-8 win, with enough scouts at the others to swing a few battles."
2,4,4,1,2,24,26,3,31,3,Gotta take >half the points baby
1,0,19,1,1,21,0,23,0,34,
3,3,3,3,11,11,16,21,26,3,You’ll never know
1,1,1,1,10,20,30,35,1,1,IDRK
0,0,8,19,17,12,4,4,4,32,"Trying to win 10, 6, 5, 4, 3.  Probably not a strategy to win the whole thing but should be good enough to be in top 50%."
1,0,19,1,1,21,0,23,0,34,
0,0,1,19,0,19,1,25,1,34,
0,11,0,0,16,19,22,31,0,1,"There are 55 points on offer. But you only need to win half plus 1 (.5 actually)
My strategy was to secure the minimum points for victory by winning the 5 Castles. 8,7,6,5 and 2.
Hopefully avoiding the high value castes will allow me to put more troops on lower values and win the war.
Throwing 1 soldier to castle 10 in the event my opponent is thinking the same way."
5,7,9,3,8,5,27,31,2,3,
10,11,10,10,11,11,11,11,10,5,"Pretty much evenly distribute my forces winning any castle left undefended, while sending one extra guy to 5 castles that accumulate enough points to win on their own. Sacrifice Castle 10 as I don't need it to win and hope others will focus on it"
1,2,2,11,15,1,3,31,31,2,tried a hybrid model between the winning strategies of round 1 and round 2
6,6,5,15,20,20,28,0,0,0,Seed the top scoring castles and focus heavy on winning the middle ones. The castles worth few pointe I assumed few people would go for
1,1,2,3,5,8,13,21,34,12,"Starting with Castle 1, it is the first 9 terms of the Fibonacci Sequence (1,1,2,3,5,8,13,21,34).  ΣF9=88, 100-88=12 troops remain for Castle 10.  I don't think I'm likely to win, but isn't it more important to be beautiful?? https://www.youtube.com/watch?v=93lrosBEW-Q"
0,0,11,13,2,21,21,21,0,11,"Gut feeling, picking the less selected castles by either of the previous two rounds."
2,2,11,11,11,18,21,22,1,1,I focused on winning the midtier castles while still sending a few troops to others in case they completely abandon them.
2,3,3,5,17,19,19,2,2,28,"Try and win 5, 6, 7, and 10 against most people, which would give me the 28 points needed to win. "
2,2,2,15,8,8,28,33,1,1,"1. In order to win one only needs to get 28 points. 
2. Most players will send most of their troops to the top two or three castles, with minor amounts sent to castles at the bottom end of the scale. Most players will probably ignore castles 5 and 6. 
3. Occupying castles 4-8 will win the game for a player. 
4. Player should make only a minor attempt to capture castles 9 and 10, and should throw the lion's share of their forces against castles 7 and 8. They should also send a small force to each of the low scoring castles, as insurance in case of failure. 
5. Player should send at least one soldier to each castle, just in case the enemy ignores them. 
6. Player should send two or three soldiers to castles 1-3, to prevent a single enemy spy from capturing them. "
8,12,13,13,13,14,0,27,0,0,"I hope to allow my opponent to take the top two and the 7th castle while preserving those forces to have enough to counter what I expect to be a smaller amount dedicated to castles 1-6 and 8, thereby getting a majority of points and castles. "
1,3,5,7,9,11,13,15,17,19,"I figure everyone else is goint to overthink it, so I just went with a basic strategy. Since every castly is worth progressively more, I decided to put progressively more troops in each castle"
1,9,12,6,5,26,5,5,7,24,
1,3,4,15,15,16,16,26,2,2,"Two basic ""coalitions"" can get to 27 points.  The first is 8+9+10 (or mods of 9+10 lower numbers).  The second is 8+7+6+(7--either 5+2, 3+4, 4+2+1, 5+3, 5+4).  Because the winners all took the first last time, I'm focusing on the second.  I give extra protection to 8 because it is most likely to be challenged by an 8+9+10 strategy.  I need to win all of 8, 7, 6 and at least one of 5, 4, with 3,2,1 insuring against the loss of either 5 or 4.  The oddity of my approach is that it would lose to the past winning strategy, but I expect that the _reason_ that strategy won is that most people attacked the 8 rather than devote so many resources to the 4 and 5, and that people will shift toward 8,7,6 and away from 4 and 5 this time.  I keep a few guys on 9 and 10 as insurance against similar strategies that are more purist."
0,2,0,16,3,19,3,0,33,24,Did not overthink it.. the strategy likely relies too heavily on taking castle #10 with a modest deployment
