Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10,Why did you choose your troop deployment?
5,5,7,9,12,22,26,2,6,6,"Found the best strategy against the previous data set, then completed multiple iterations of improvement assuming the new data set will include similar strategies."
6,11,11,16,16,16,6,6,6,6,"Expected value for each position based off of previous allocations, +1 to beat the human nature of choosing base 10 units."
2,5,6,12,12,23,4,26,4,6,best of many random tries against previous deployment data
7,9,12,12,11,12,11,7,12,7,"To win, obviously."
0,11,3,11,16,4,21,4,4,26,"I want to slightly beat my opponent on the ones I win, and lose by a lot on the ones I lose. What's more, I want to create a targeted approach rather than casting a wide net and hoping for the best. The 'easiest' way to get to 28 is with 4 numbers... which is why I chose to do it with 5 instead, to be less popular. My target points were 2, 4, 5, 7, and 10, summing to 28. I imagine a fair amount of people will submit a 10, 10, 10, ... 10 strategy, so I want to make sure my targeting beats that, which means all of my targeted numbers must get at least 11 troops. I also want my strategy to win against 0, 0, 0, 0, 0, 20, 20, 20, 20, 20, which means that I need at least 21 troops for castles 7 and 10. Finally, I don't want to simply ignore the castles I don't want, especially the higher ones, so I want to distribute at least 4 insurance troops to any castle on the higher end of the spectrum (I'm guessing that most people will choose 3 as their baseline). I can ignore the 1 castle altogether as it's not part of my path to victory."
2,3,5,8,10,18,7,7,28,12,Through a thorough selection process bounded by the restriction that I needed to pick all of the number in under a minute.
0,2,2,10,4,15,3,33,21,10,"Way too much data analysis (Clustering, gradient descent, etc) optimizing over previous submissions and some other objective functions."
1,3,7,11,16,20,24,6,6,6,This is basically Brett Seymour's strategy with a bit more focus on the top 3 castles.
3,6,3,11,12,7,12,12,17,17,"I tried to guess, how the average Player would react to the new Intel.
For instance: it turns out, that 10 sodiers would (surprisingly) be enough to almost always win No10. So I invested a Little bit more than 10 soldiers on No10. etc."
6,6,6,6,6,6,6,6,26,26,People choose round numbers. Many give up on 9 and 10
6,6,6,6,6,6,6,6,26,26,Trying to take castle's 9 and 10 and steal any lowly guarded other castles.
0,6,8,11,14,17,2,33,3,6,"7 and 8 are the battlegrounds. By focusing on only one of them, you can greatly strengthen your middle game. Completely abandon castle 1 to try and sneak castle 10 from some low bidders (also the reason you need to win castle 8 and not castle 7)."
2,3,7,10,13,16,19,10,10,10,"Based on people responding to the results last time, I expect people will send more soldiers to castles 9 and 10 and fewer to castle 8.  I sent 10 to each of these castles, which is the total number of soldiers divided by the number of castles.  I sent the soldiers to the remaining castles in a linearly increasing fashion.  I would note that if I lose castles 8-10 I would still win if I win all of the remaining castles."
6,14,6,16,4,16,4,14,6,14,"Winner from last time basically followed the prevailing trend: low deployments on either extreme, substantial deployments in the middle. My strategy beats that one by collecting the ""even"" castles. I still putting a token effort into the odds so I'm not assuming automatic zeroes anywhere. I split mostly evenly so every set of 11 points has 20 soldiers (10 and 1 have 20 soldiers, 5 and 6 have 20 soldiers) while still trying to favor the middle run (the only 16's I placed were in the middle).
I hope this split will grant me the extremes values of 10, 8, 2, 1 more often than not, while putting up a fight for the middle runs. I will lose if someone tries to sweep 10, 9, 8, but since that strategy loses to last Winner I think most people will shy from it. And the majority of people seem to avoid high values on 10 and 9 last time anyway."
6,8,11,15,19,23,3,3,6,6,"The aim here is to think precisely one move ahead everybody else. It is not enough to come up with a strategy which beats the previous winners because everybody will try to do that, but also to come up with a strategy which beats a strategy which beats the previous winners. Hence I have increased the number of troops on 9 and 10 to 6, to beat anybody who places 4 or 5 troops. I have also anticipated a shift to focusing on the lower-numbered castles, by putting 3 more troops on them than a proportionate strategy would do."
2,7,2,2,16,2,5,21,21,22,"I chose to count on other people going for the lower values and hedging my bets in the few large count ones I would need to win, plus a couple troops at each castle to beat anyone who chooses to put none or just one at places."
1,1,8,13,15,21,23,6,6,6,"Because I wanted to win. Also, a modified deployment of #3s strategy from the last round, as"
3,6,6,9,17,20,4,4,27,4,"I chose castles worth 30 points to focus on, since I need 28 points or more to win. I assigned 4 soldiers each to the castles I'm willing to sacrifice, since the distribution from last time indicates that 4 soldiers is enough to give me a good chance of winning if my opponent also chose to sacrifice the same castle. For each of the remaining castles I sampled a Gaussian distribution with mean value proportional to the square of the number of points the castle is worth."
2,3,8,10,15,8,6,36,6,6,jamesclowes@hotmail.co.uk
2,4,4,15,15,15,15,5,20,5,"Try to win 9, but give up 8 and 10"
0,5,7,12,12,22,3,3,32,4,try to get castle (2+3+4+5+6+9 [=29>27.5]) with some effort on 7+8+10
0,5,7,12,11,22,2,32,2,7,This beats 1250 of the previous 1387 matches :)
1,2,4,14,14,16,18,1,16,14,don't fight for 8
5,8,9,1,1,1,1,34,25,15,"Technically, this could perform well if the opponent goes for the middle. I genuinely have no idea if this will work, but if it does, that'll be pretty cool."
3,3,12,3,0,20,0,0,25,34,designed a plan that would beat the last winner hoping that lots of people would mindlessly copy him
0,5,6,8,13,23,3,32,5,5,Historical performance^2 * Performance against those who optimized against that.
0,1,1,14,14,14,14,14,14,14,"Based on the previous battles, an average deployment of 10 per castle would have won the game handily. I'm unlikely to be the only person to notice this, so I figured I can win an average of half of the castles. If those are 5 of the main castles I send troops to (or I could get lucky on castle 2 & 3 with the extras), I'm sitting perfect."
15,0,10,0,20,0,0,0,30,25,"You only need 28 points to win, so I tried to focus on getting specific castles and not bothering to protect other castles."
2,3,7,12,23,33,3,3,7,7,"There will be more contests in castle 7 and 8 after last round's winner used this strategy - I decided to give up those castles and focus on either sides - Castle 4, 5, 6 as well as 9 and 10. Numbers that are 2 or 3 mod 5 are chosen because of player tendency to pick numbers divisible by 5 or are 1 mod 5 in the last battle; we could see a rise of 2 mod 5 picks here."
2,3,7,12,23,33,3,3,7,7,"Correction to previous submit - I think I put 8 soldiers in castle 3 rather than 7, which was intended."
2,2,11,7,2,14,10,15,21,16,"Ignoring castles 1, 2, and 5 will not lose me very much. However, it's best to leave  them with some defenses. I prioritize 6, 8, 9, and 10, since those alone give me 33, more than enough for a majority, and I can still lose one of those and get lucky elsewhere and settle for a slight victory."
1,1,10,15,20,20,0,0,3,30,"Something of an ""all eggs in one basket"" strategy. Looking at how players split up their troops last time round, I invested enough troops to more-or-less guarantee winning the 10, 6, 5, 4 and 3 castles which give me 28 points, a bare majority of the 55 (I only need to win by one point!) Then I've distributed the left-over soldiers to try and pick up the odd nine-point castle (which oddly enough doesn't seem that keenly fought over), which in conjunction with taking the one or two-pointer means I don't need to win the ten-pointer."
2,4,8,11,13,13,13,13,13,10,Intuition
6,6,6,6,6,23,6,29,6,6,"The bar chart for each castle depicts a cluster of deployments from 0 to 4, and a cluster of higher deployments. As the castle numbers get lower, these clusters merge. 6 token troops to each castle should be enough to conquer it from most players; that combined with higher deployments to castles 6 and 8 could disrupt all-high or all-low strategies. This plan loses to those that distribute troops more evenly, and many plans that have higher deployments to castles 6 and 8, but otherwise it's pretty solid, I think."
2,2,2,3,3,3,5,32,27,21,"I went big on the larger values because if I can win 10+9+8 fairly often, all I need is one more point elsewhere. And chances are, somebody is putting a 0 or 1 somewhere in their allocation to maximize strategic values elsewhere, I figured I might as well try to rip off some points from them at the smaller castle, try to win some easy points."
0,1,10,13,9,11,21,21,7,7,"I tried to win the majority of the 9, 10 battles with as little troop effort as possible (based on the relatively high number of 1, 2, and 3's).  I figure more people will dedicate 5 (or 6 to not make it an obvious number 5) to win these so I went with 7.  Beyond that, I just followed the general trend of the benevolent Cyrus Hettle ... he seemed well liked so that's a good role model."
1,0,3,10,5,1,1,34,34,11,I think this beats any major strategy.
3,3,11,12,11,2,21,2,29,6,Tried to follow similar pattern as previous winner
2,1,3,16,3,11,10,15,19,20,Randomly generated
1,11,11,11,11,11,11,11,11,11,I think that most people will think too hard about countering strategies and leave themselves weak against a fairly naive deployment. I didn't go all 10's because I figure castle 1 wasn't going to make or break it anyway.
1,11,11,11,11,11,11,11,11,11,Numerical consistency is super important.
0,4,3,15,3,16,3,31,3,22,Best result of an alternate genetic algorithm including the given data set.
2,2,7,17,22,22,13,4,4,7,"Disrupt strategies that rely on winning 4, 5, 6, or 7."
0,0,4,15,17,5,22,25,5,7,"I figure many people will send slightly more troops than the winners sent to the high value castles last time at the expense of the low value castles, so I completely bailed on 1 and 2 and tried to snag 9 and 10 more often."
5,7,9,12,14,16,14,11,7,5,Weighted Gaussian
1,1,3,11,4,13,16,8,34,9,"(Please use this submission over the earlier one I submitted if only one submission is allowed per person) A correction to my earlier submission which ensures that I beat the winning distribution from the last competition (a likely choice for people who don't want to invest a lot of effort). Otherwise the main argument is the same - win at least one of top 3, spread out troops amongst all castles, try to capture a lot of the middle (4/5/6/7)."
0,7,8,6,13,9,6,35,11,5,Random solution meant to help my initial submission.
5,5,7,7,12,12,3,23,13,13,"I chose numbers like 13 and 12 in hopes of beating people who chose flat numbers, and beating people who went 1 over to beat flat numbers."
4,4,4,20,15,25,3,2,15,7,"i did it really quickly, almost randomly."
0,0,0,11,11,17,21,18,11,11,Fight for the big points.
1,7,5,4,17,8,2,13,8,35,GA battling itself. The top half is based on the best solutions and the bottom half of the population is random.
0,1,4,6,8,12,24,32,6,7,Arbitrary and malicious
1,4,6,12,18,2,24,2,26,5,"Round 1 plan was good (75th %-tile) but not great. I adjusted by choosing a strategy that would have (a) finished in the top 10 last time, (b) defeated all of the top 5 finishers last time (many might imitate those placements), and (c)  would defeat the approximate 70th %-tile of last times' consensus (which uses about 140 troops total); my thinking is that many will try to edge toward higher-than-median from round 1 for many of their placements, but lacking 140 troops, they will decrease somewhere. Also, many may try to put 3 or 4 in castle 10 since most gave that up, so I have 5 there, but I went big on castle 9."
3,8,12,13,20,25,4,4,5,6,"I saw that 9 and 10 were winnable towers after battle 1, so I wanted to allocate a few extra troops to each.  7 and 8 were the most hotly contested towers, so I wanted to steer clear, but not completely because I thought others would have the same strategy as me so I sent force that could defeat anyone just scouting.  I focused the majority of my troops on 5 and 6, hoping to lock down some mid range points while poaching enough of the high value targets to ensure victory."
2,3,7,4,5,5,21,21,9,23,Spread it out and tried to strategically have slightly more at each castle than a round number generator would deploy.
5,1,1,0,0,0,0,31,31,31,"One needs at least 28 points to win. My first thought was to focus on the middle range -- castles 4 through 8, but then realized this could easily fall to a strategy that focused only on castles 10, 9, 8, and 1. The goal isn't to maximize your expected score, it's to maximize the number of times you score 28 or more. Looking at the overall distribution, this distribution looks like it will win a good portion of the time. I throw a soldier to 2 and 3 in case somebody beats me out for castle 1."
0,2,2,14,3,2,22,31,19,5,Always leave the most number of doors open.
1,1,9,11,14,11,15,12,15,11,I ran 29 random and weighted-random scenarios and optimized for maximum wins.  This configuration along with some minor variations won 28 of 29.
2,6,7,11,2,2,2,2,33,33,"Based on everyone targeting the 6-8 range last time, I decided to go all in on 9 and 10. If you lock those 2 up, then you only need another 9 point to win. I decided to target 4-3-2 to get those points. 2 points were put on all remaining numbers in order to guarantee a win on the rare 0 or 1 someone else puts up."
0,6,7,11,12,21,3,31,4,5,A bit modified basic game from the data with optimalization
0,0,11,11,16,3,21,3,31,4,"assumed people would gravitate to even castles, and round numbers."
8,8,12,16,1,12,2,2,19,20,"This whole strategy is entirely centered around beating people who try to use the predominant strategy from last year, while also attempting to beat most other teams. Since middle road castles like 8, 7, (6ish), and 5 were heavily contested by these competitors, I'm only sending several troops to each of these so no one gets any points for just sending 1 there, except 5 which they can tie. I then send 11 to six to beat those who only send 10 or less while not sending too many there as well, while sending 18 to 10 and 9 to guarantee their capture. That leaves me 48 troops for castles 1, 2, 3, and 4. So that would be 12, evenly divided, but I'm taking some away from 1 and 2 to bolster 4, so 1 will be 8, 2 will have 8, 3 12, and 4 20. Since I don't like sending the most troops to 4, I'm gonna make it 16 and send those extra 4 to 10, 9, and 6. Yippee."
3,5,7,16,13,21,22,3,5,5,"Using the data from the first challenge (and my primitive Excel skills), I built a spreadsheet that helped me simulate battles against the original batch of responses. I used this to come up with several different deployments that were more successful than the first round's winner. I then identified, to the best of my ability, a deployment that allowed me the most wins against the original data while also  beating all of the ""optimized"" strategies I identified for the first round."
4,6,8,11,11,10,13,11,14,12,Brilliance.
1,3,4,12,4,13,2,2,27,32,"Overload on 10, 9, 6, and 4. Tried to pick numbers just above ranges of what people picked last time."
3,4,5,9,12,2,22,31,6,6,"I drew over the top of the old graphs how I predicted the distribution would change with people going after value points harder. Overall I think this is the biggest factor that will change the graphs, although I'm also betting on elevated levels of 4-castle YOLOers (10-9-8-1 or 9-8-7-4) to hard counter this trend.
The more I looked at it, the more I realized how brilliant the previous winner's strategy was. I ended up just adjusting that same strategy for people going after value points harder, while ensuring it will still beat those YOLO nerds."
1,3,4,8,12,13,16,25,6,12,I wanted to win.
0,3,5,6,18,23,2,32,6,5,"I started by looking at the last battles data My thought was that this time the data would to some extent converge to last years data as more people go with the strategies that appeared effective in the last battle. I used Excel VBA to simulate the last set of battles. I then weighted how well each plan did based on its win% in the last battle. I then reran the whole series of battles assigning weights to each strategy based on its winning percentage. 
After thinking for a while I decided to weight each plan using its win % squared. This mean that if a plan won 80% of its battles (the best plan were around that) it would count as .64 while decent plans (those with a win% of 60) would count as .36. In addition any plan that won less than 20% was considered to be a ""troll"" plan and I counted those all as if they had won 60% since I assume there will still be more people who troll this round as well.
I then ran each strategy again to find the best weighted winning strategy from last round. It turned out to be (0,3,4,7,16,24,4,34,4,4). 
Surprisingly the top strategies were still pretty much the same. I expected strategies that went for the 10 or other counter strategies to be more effective but even with much higher weights they were not.
After this I ran another macro that look at every combination of 1 increase and 1 decrease to pick the best strategy. This continued until I got t the point where the plan did not get a better weighted winning percentage with any possible change which is mf final answer.
Interestingly the same answer actually also won if I used winning percentage to the 1.5 power. This confirm my strategy."
2,2,12,21,21,21,3,6,6,6,"Disrupt strategies that rely on 3, 4, 5, 6."
4,5,7,8,10,5,23,25,6,7,I expected people to put slightly more troops where deployment was low and slightly fewer troops where deployment was high. I also expected people to try and account for that shift somewhat.
3,5,6,10,13,18,1,1,23,20,"Concede castles 7 and 8 which were most over-contested last time, then distribute troops in order to beat the average placement from last time at each other castle."
2,15,15,15,2,1,1,11,16,22,"Attempt to capture 10 and 9 for majority of points 8 and either 4,3,2 or 4 and 3 and 2, the rest to capture if 0 sent"
3,3,13,2,4,1,27,30,10,7,"This strategy was found after simulating tournaments with an agent-based model, where warlords who succeeded enough would eventually reproduce (with the possibility of a mutation in the offspring) and those who were not successful died. On Monday, May 29, 2017, there will appear a blog post describing my strategy on https://ntguardian.wordpress.com"
2,4,6,8,12,22,5,31,5,5,"Ran a genetic algorithm to determine the optimal solution to beat previous submissions, fitness was weighted toward submissions with a higher win percentage."
10,0,0,0,0,0,0,30,30,30,I don't need big wins. All I need is 28 points. I figured that I would be able to win the 1-point castle most of the time with 10 troops there and then hope that most people won't be sending more than 30 troops anywhere.
10,0,0,0,0,0,0,30,30,30,"With the caveat that deploying 30 troops for the biggest three is very unlikely, I should guarantee myself 27 points (which is just under half available). I only need to win just one more point to triumph hence deploy the remaining to castle 1 (although there may be some game theory that in the event of others deploying this strategy I should deploy to castle 2 or 3 to take the win over them also)."
4,6,1,18,20,23,1,2,2,23,I tried to dominate in areas that I don't think will be strongly contested.
0,1,5,2,5,16,28,30,6,7,"I ran a genetic algorithm against the previous submissions, which started to sub in its own creations to test against."
5,0,0,0,0,0,0,28,32,35,"I am trying to use the most efficient way to 28 points (minimum needed to win) assuming that most players will distribute their troops to more castles. The fastest way is to win castles 10, 9, 8, and 1. I've distributed my troops proportionally to their value."
8,8,9,9,10,10,11,11,12,12,I don't know.
0,2,3,3,4,22,26,3,31,6,"Chose to focus on 3 of the top 5 castles to score most of the winning points with smaller bands to the lower castles to score the remaining points needed to win. Small bands were also sent to castles 10 and 8 in case of easy victories. Exact numbers were chosen based on the distributions from the previous competition. Since more than half of submissions in the previous competition had no more than 2 soldiers at castle 10, I would expect many competitors to now send 4-5 soldiers to castle 10. I sent 6 soldiers to castle 10 in hopes of beating that strategy."
6,7,8,9,10,10,11,12,13,14,"I was lazy, and also noticing that divvying up the troops relatively evenly seemed not to have worked out, I assumed that people would be gearing up for the semi-spaced setup by putting a ton of troops in the bigger ones, so I split mine up evenly, with a bigger emphasis on the more valued castles, simply because I get more incidental points that way."
9,9,11,11,9,11,11,9,11,9,"This plan is designed to beat a plan that would slightly superior to the previous winner (ie a plan that was based on the the previous data set) in which soldiers are randomly assigned to dominate a few high scoring castles and make a ""college try"" at the smaller castles."
12,12,12,12,12,8,8,8,8,8,Not much thought - I just wanted to see how this somewhat regular distribution would fare against a system where a lot of people are placing between 1-5 people in a lot of the castles.
3,5,1,6,5,11,26,14,17,12,Gut instinct mostly + some game theory
1,1,1,3,4,7,32,37,7,7,"Low end - trying to win only if matchups are low as well, since they are low return. High (and 6) I put low to not waste soldiers on matchups where everyone clustered lots of soldiers. However I chose 7 for these because most people going for this strategy like lower numbers up to 5 based on the chart. 7 gives me 5&6 soldiersas a buffer. I put relatively high numbers on 8 and 7 because this alone is enough to secure a big chunk of points - those I do well against likely 'wasted' more soldiers on my matchups for 9 and 10, while those I do poorly against probably put fewer points than me in 9 and 10 which I will potentially take."
4,4,3,2,14,2,26,33,5,7,"Where the first dropoff of deployments in the last round took place down low and up higher going after 5, 7, 8 and hoping 9 or 10 or the lower castles will get it through there."
4,3,7,9,7,8,22,23,9,8,"With this strategy, I likely foolishly assumed that the general troop deployments used by others would remain generally constant with a few fluctuations in the initial and subsequent castles."
0,0,6,6,6,6,32,32,6,6,"My strategy is to capture one of castle 7 or 8 as well as all castles that my opponent is not focusing on.  This is based on two observations.  First, castles 7 and 8 are involved in most strategies (soldier distribution is weighted towards the right, with few sending 0-3 soldiers).  Second, 4 soldiers would have been sufficient to capture most castles in cases where your opponent didn't focus there (the left hand side drops off by 4).  I anticipate that many will send forces of 4-5 to castles they aren't focusing on and that their strategies will rely on capturing one of 7 or 8. If they are planning to win by less than 14, capturing 7 or 8 will swing the points in my favor, provided I've picked up all the points they are not focusing on."
4,6,4,11,4,16,4,21,4,26,"The strategies that worked last time worked, in part, because so many people had the same idea to leave castle 10 un- or under-guarded. I decided not to replicate that strategy, because its revelation as so common may make it obsolete. It's impossible to compete everywhere, so I chose to compete for the even castles, worth one point more than the odd ones. Last time, un- or under-guarded castles tended to have 0,1, or 2. This time, such castles will likely either replicate the strategy or maybe increase to 3. I chose to keep my under-guarded castles (the odd castles) guarded with 4. That way, I'm not giving away any of these castles, but am only devoting 20% of my resources to them. I may pick up some odd castles that way. I then allocated increasing resources to each of the even castles (6,11,16,21,26) in light of their increasing worth."
0,0,3,15,16,19,3,32,6,6,"Well, obviously Castle 9/10 are the most important, with 6 each I should get many wins. In order to get 28 points, Castle 8 is a safe call with Castle 6/5/4 as highly likely wins."
1,1,1,6,6,14,27,28,8,8,Seemed like a good idea at the time
0,0,0,1,12,21,3,32,27,4,best distribution based on last round's submissions (as far as i can tell). fingers crossed for lots of resubmissions
2,5,6,8,10,20,31,6,6,6,"I'm playing a spread, as had successfully won before. I anticipate a little more resistance for the top points...but not too much more."
12,7,10,10,10,6,11,8,13,13,"I randomly assigned each soldier to a castle. Each castle had an equal chance of acquiring each soldier, regardless of that castle's value. The reason for this is to confound and confuse any game theorists who might try to anticipate my strategy. An alternative strategy I considered, which may have been too predictable to work, was to assign each soldier randomly and uniformly to each victory point (i.e. weight the castles by their victory point values)."
0,5,7,12,12,21,3,32,3,5,Genetic algorithms against historic data and optimal strategies found in the previous loop
2,6,8,12,18,3,27,10,10,4,"Send at least 2 to every castle. I'm expecting people to send few troops to Castle 10 (since that strategy failed last time), so I'm trying to send slightly more than a ""few"". In general, assuming people will use the winning strategy from last time and aimed to beat that strategy."
12,0,0,0,0,0,0,30,29,29,Need 27 points to win. Target the fancy castles hoping people follow winners strategy from last time.
5,5,5,5,10,15,5,5,20,25,I tried to do the converse of the previous winner's strategy.
2,5,6,6,12,6,17,17,17,12,"I figured most people would either a) mostly copy the winner from round 1, b) try to beat group a, or c) try to beat group b.  I aimed to defeat a mix of those groups.  I also noted a bias in favor of round numbers (multiples of 5), and so biased myself towards bids that are one or two higher than a round number, in order to beat both people who fall prey to that bias, and people who try to exploit it themselves."
3,6,8,3,17,22,28,3,4,6,"To marginally beat strategies that are replicating the previous winning strategy. Further, this strategy aims replicate ideas of the previous strategy by placing high values on winning certain castles, while ensuring that weakly held castles with 0-2 troops are defeated in all cases."
10,10,10,10,10,10,5,5,15,15,It beats most people at most castles
6,8,11,11,14,22,0,0,22,6,Intuition
1,5,1,11,5,15,9,19,14,20,"Focus on 10, 8, 6, 4 without yielding any"
4,5,4,4,4,19,22,16,11,11,?
1,2,3,3,4,5,6,31,35,10,"I drew over the top of the old graphs how I predicted the distribution would change with people going after value points harder. Overall I think this is the biggest factor that will change the graphs, although I'm also betting on elevated levels of 4-castle YOLOers (10-9-8-1 or 9-8-7-4) to hard counter this trend.
The more I looked at it, the more I realized how brilliant the previous winner's strategy was. I ended up just adjusting that same strategy for people going after value points harder, while ensuring it will still beat those YOLO nerds."
7,9,11,13,13,15,17,5,5,5,Most troops are committed to castles 1-7 to hit 28 points. 5 troops should be enough to compete in castles 8-10 based on the prior results
3,0,0,0,0,0,0,32,32,33,"I need to win 28 points, and I'm anticipating heavier resistance at the higher numbered castles."
0,0,1,10,23,24,25,2,7,8,just winging it
7,12,11,13,11,0,13,8,12,13,Ran a quick simulation in R studio
0,0,0,0,16,16,2,31,4,31,"9,8,6,5 is the best deployment to get to only 4 castles but this swaps my 9 and 10 castle deployments because people seem to think ""everyone is going for castle 10, so no one goes for it. So I think it is worth a shot this way too.
Divisible by 5s seem to get a lot of play so I went one above them. Tolkens in 9 and 7 as backups for when one of my main 4 castle battles fail."
3,3,14,20,20,20,0,0,10,10,_™_àŠ—ŠÈä´Ù
3,4,6,4,4,4,7,31,31,6,Try to definitely win castle 8 and 9 while squeaking out whatever other castles people are ignoring.
0,1,1,11,13,13,1,1,27,32,"28 points wins the game. The focus here is to win 19 points for the big 2 castles a majority of the time. Then find 9 other points. The easiest way (I think) is to win 2 out of 3 of castles 4, 5, and 6. That will always get you 9 more points. I threw an army at castles 2, 3, 7, and 8 just to cover myself against similar strategies where those castles are completely un-attacked by my opponent."
12,0,0,0,0,0,0,29,29,30,The top 3 castle account for 49% of the points so I decided to hit them hard. The 12 troops to castle 1 should be an easy win and put the total beyond 50%.
2,5,8,3,6,15,15,14,17,15,"I figured people would react to the first graph, so people would try to edge out the distribution from the first graph, so I tried to anticipate that and edge out the edge-outers. Or some such."
2,2,3,3,15,15,15,15,15,15,Maximize higher Castles
2,2,3,3,15,15,15,15,15,15,"Didn't want to try to predict which castles others would go all-in on, so I went with a normal distribution with 90% of my soldiers among the top 6 castles to try to get to 28 points by winning what I can there from any under defended castle. I abandoned the bottom 4 castles as they such a small proportion of the points, just sending a token amount to avoid getting it completely stolen."
0,4,7,14,12,22,3,2,32,4,"In Excel, I started with last round's winner strategy and looked for ways to improve.  I ultimately found what I believe to be the best possible allocation vs. the 1387 entries submitted last round.  I then tweaked just slightly so that my entry beats that ideal entry in a head to head matchup, thinking many people will derive and submit that exact entry."
4,5,8,16,18,23,15,3,2,6,Combination of best responses to old answers as well as against a first iteration of best responses to the old answers.
1,5,10,9,12,22,2,3,32,4,"I found it after brute forcing then fine tuning. I randomly allocated 100 soldiers in 10^5 realizations, found the allocation that had maximum % wins against the armies listed on the github, and found the ""optimum"" around this set. This set won roughly 87.9% of the time. Probably not a global optimum, but heck, let's see how it does."
2,3,3,6,6,16,21,31,6,6,"Based on the previous models of deployment, it's clear that most people threw away the #9 and 10 castles, so using 6 soldiers on these would beat anyone using 5, which is a number that seems likely to be used. In addition, using 31, 21, and 16 on castles 8, 7, and 6 respectively was done to beat anyone using a round number. Castles 5 and down were mostly thrown away, with the idea that returns are great diminished. Winning castle #10 is worth as much as the bottom four combined, so more emphasis was placed there."
0,3,3,3,16,16,21,26,6,6,"Popular spikes at 0,1,2 across the board, and generally spikes on multiples of 5.  This makes 2, 3, 6, 16, 21, 26 appealing choices to win most at least cost. Strategy is to win 8765 and at least one of 432...OR to lose 1 of those but win 9 or 10."
1,2,5,7,10,1,27,35,6,6,"Started with last round's winning deployment.  Moved one troop from each of the low yield castles (1-5) each of the high yield castles (6-10). Then assumed that most contestants will continue the strategy of winning castles (1-7) over (7-10) and moved 2 soldiers from each of 1-6 and distributed evenly (8-10).  This left castles 1 and 6 unguarded, so i moved one soldier each from 9 and 10 to cover these."
3,3,3,8,13,14,18,26,6,6,"Be competitive across all castles, focus on moderate to high-value targets, and avoid deploying troops divisible by 5. Previous battle showed that troops tended to be deployed in groups of 5. However everyone else also has this knowledge, so some deployments have several additional troops assuming most forces are deploying multiples of 5 +1 or +2. May my troops show no mercy to my enemies."
2,5,8,11,3,17,3,21,25,5,"The winner last time gave away three castles (6, 9, 10) to higher bidders, while still betting a few soldiers on those castles to pick off opponents who abandon those posts entirely. I'm doing the same, with two modifications designed to defeat my fellow copycats. First, I'm choosing to give away different castles (5, 7, 10). Second, at castle 10, I'm going with a slightly higher threshold to defeat the majority of abandoners, who will likely skew to a slightly higher deployment there vs. what happened the first time. This doesn't feel like a perfect strategy, but it feels like a good use of my time to stop here rather than obsessing & second-guessing the whole thing. :)"
3,6,6,8,12,12,14,16,16,7,"In this second wave, people will over-emphasize or under-emphasize 10 and reduce their numbers on 9, 8, and 7. I chose my values to ""ride"" just above the curve and precisely tie last time's winner."
0,6,7,12,12,21,3,31,3,5,"Yet another submission.  I allowed the max solders at one castle to be a bit larger, even though no previous solutions were sticking at the boundary.  Oddly, I started getting better solutions.  This one has 1202 W, 4 T, and 107 L for a total score of 1204 out of 1313 (same 1313 as previous submissions)."
5,14,6,17,13,1,4,2,30,8,Random solution meant to help my initial submission.
0,6,7,12,12,21,3,31,3,5,"For the first game, this is the optimal strategy (one of the three, but against each other, this is the best)."
0,6,7,12,12,21,3,31,3,5,"This is the best deployment I could find for the first battle. I'm hoping not much will really change. I found ti using an evolutionary algorithm where I ""mutated"" my best guess repeatedly."
0,6,7,12,12,21,3,31,3,5,This is the best strategy I found against the submissions from the first one. Seems reasonable to assume that a lot of people will under value 9 and 10 again.
0,6,7,12,12,21,3,31,3,5,"Assuming nobody else changed their strategy, this is the best I could find."
0,6,7,12,12,21,3,31,3,5,I used an algorithm to optimize the deployment against the first round entries.
1,1,9,2,2,2,27,31,2,23,"Using the numbers from the previous version of this riddle, I calculated the average and then added two standard deviations to that. I focused on Castles 3, 7,8, and 10 as it's a relatively cheap way to get to the necessary 28 points. Giving those castles two standard devs above the average, I attempted to put 2 soldiers in the other 6 castles and then normalized and made some tweaks to account for rounding."
2,5,7,11,11,21,2,31,5,5,Spent too much time dorking around in Excel searching for enlightenment
5,6,7,9,12,23,27,1,5,5,"Strategy #2, trying to beat first 7 castles."
3,8,17,14,4,14,6,13,15,6,Good question.
4,6,8,10,10,10,15,10,10,17,"I'm treating the game theory as irrelevant cause it isn't predictive of future moves since the information remains the same. What I'm banking on it people overcompensating by changing the weighting of their troops so this deployment will forfeit certain castles but will outweigh them in enough others to hopefully stack up some points. I won't win every match up, but should win some."
0,0,0,0,16,16,2,31,31,4,"I focused on 9,8,6,5 as that is the fewest castles to get to 28 electoral college votes, umm... err, I mean victory points. I also wanted a few backup chances on anyone going zeros on castle 10 and 7 and there seemed to be a slight spike on troop allotments divisible by 5 so I went one above that to weed out the lazy commanders"
4,4,12,16,22,22,5,5,5,5,Going hard for castles 3-6
0,10,7,10,0,0,10,21,21,21,Get top 3 + 1 other for 28.
4,6,8,10,12,14,1,1,21,23,"Forfeit 7 & 8 which were winners last time.  Proportional for the rest, adding troops saved from 7 & 8 evenly."
0,0,0,0,0,10,30,35,10,15,Tried to beat last year's winner
4,6,7,8,9,10,11,13,15,17,"Bigger castles worth more points, so sent a few more there"
