date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation
2015-6-19,78,68,87,65,80,52,98,1920,1994,0.00,0.14,2.16
2015-6-20,70,64,75,65,81,49,98,1914,1923,0.0,0.13,1.39
2015-6-21,80,71,88,65,81,49,97,1897,1988,0.64,0.14,1.70
2015-6-22,79,70,87,66,81,52,98,1940,1988,0.00,0.13,1.96
2015-6-23,83,75,90,66,81,49,96,1918,1888,0.02,0.13,1.75
2015-6-24,76,68,84,66,82,52,96,1932,1888,0.00,0.13,1.46
2015-6-25,74,65,83,66,82,50,99,1873,1952,0.00,0.14,1.28
2015-6-26,75,69,81,67,82,56,100,1979,1952,0.00,0.13,4.29
2015-6-27,65,58,71,67,82,55,101,1940,1966,1.12,0.12,2.11
2015-6-28,68,62,73,67,83,54,96,1995,1991,0.29,0.13,1.69
2015-6-29,70,63,76,67,83,52,101,1919,1934,0.00,0.12,2.57
2015-6-30,75,68,82,67,83,53,99,1919,1964,0.00,0.13,3.07
