poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
55247,118138,3671,2006,2006_House-G_CT-2,CT-2,House-G,House-G,Research 2000,281,10/30/2006,600,Joe Courtney,DEM,48,Robert R. Simmons,REP,47,,1,11/7/2006,50.02,49.98,.03,.97,.97,1,,
64390,118457,3756,2006,2006_House-G_KY-2,KY-2,House-G,House-G,Voter/Consumer Research,371,10/30/2006,450,Michael J. Weaver,DEM,36,Ron Lewis,REP,50,,-14,11/7/2006,44.59,55.41,-10.81,3.19,-3.19,1,for unspecified Republican spnosor,R
64310,118296,3894,2006,2006_House-G_OH-2,OH-2,House-G,House-G,SurveyUSA,325,10/30/2006,618,Victoria Wulsin,DEM,48,Jean Schmidt,REP,45,,3,11/7/2006,49.39,50.45,-1.06,4.06,4.06,0,,
64311,118297,3915,2006,2006_House-G_OK-5,OK-5,House-G,House-G,SurveyUSA,325,10/30/2006,430,Paul David Hunter,DEM,37,Mary Fallin,REP,59,,-22,11/7/2006,37.3,60.38,-23.08,1.08,1.08,1,,
64055,117879,3928,2006,2006_House-G_PA-8,PA-8,House-G,House-G,Global Strategy Group,118,10/30/2006,400,Patrick J. Murphy,DEM,46,Michael G. Fitzpatrick,REP,41,,5,11/7/2006,50.3,49.69,.61,4.39,4.39,1,for unspecified Democratic spnosor,D
64312,118298,3946,2006,2006_House-G_SC-5,SC-5,House-G,House-G,SurveyUSA,325,10/30/2006,530,John M. Spratt,DEM,58,Ralph Norman,REP,39,,19,11/7/2006,56.9,43.06,13.84,5.16,5.16,1,,
64013,117815,3992,2006,2006_House-G_UT-3,UT-3,House-G,House-G,Dan Jones & Associates,70,10/30/2006,386,Christian Burridge,DEM,27,Christopher Black Cannon,REP,56,,-29,11/7/2006,32.24,57.71,-25.47,3.53,-3.53,1,,
55226,88764,1332,2006,2006_Gov-G_CO,CO,Gov-G,Gov-G,SurveyUSA,325,10/31/2006,661,"Bill Ritter, Jr.",DEM,57,Bob Beauprez,REP,35,,22,11/7/2006,56.99,40.16,16.83,5.17,5.17,1,,
55286,88826,1334,2006,2006_Gov-G_FL,FL,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/31/2006,625,Jim Davis,DEM,43,Charlie Crist,REP,50,,-7,11/7/2006,45.11,52.18,-7.07,.07,.07,1,,
55333,88873,1337,2006,2006_Gov-G_IA,IA,Gov-G,Gov-G,Research 2000,281,10/31/2006,600,Chet Culver,DEM,50,Jim Nussle,REP,45,,5,11/7/2006,54.02,44.38,9.65,4.65,-4.65,1,,
55363,88903,1339,2006,2006_Gov-G_IL,IL,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/31/2006,625,Rod Blagojevich,DEM,44,Judy Baar Topinka,REP,40,,4,11/7/2006,49.79,39.26,10.53,6.53,-6.53,1,,
55364,88904,1339,2006,2006_Gov-G_IL,IL,Gov-G,Gov-G,SurveyUSA,325,10/31/2006,434,Rod Blagojevich,DEM,45,Judy Baar Topinka,REP,37,,8,11/7/2006,49.79,39.26,10.53,2.53,-2.53,1,,
24241,89057,1344,2006,2006_Gov-G_MI,MI,Gov-G,Gov-G,EPIC-MRA,84,10/31/2006,600,Jennifer Granholm,DEM,52,Dick DeVos,REP,43,,9,11/7/2006,56.36,42.3,14.06,5.06,-5.06,1,,
24577,89116,1349,2006,2006_Gov-G_NV,NV,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/31/2006,500,Dina Titus,DEM,46,Jim Gibbons,REP,48,,-2,11/7/2006,43.92,47.93,-4.01,2.01,2.01,1,,
24318,89145,1350,2006,2006_Gov-G_NY,NY,Gov-G,Gov-G,Marist College,183,10/31/2006,503,Eliot Spitzer,DEM,69,John J. Faso,REP,24,,45,11/7/2006,69.56,28.72,40.84,4.16,4.16,1,,
24710,89146,1350,2006,2006_Gov-G_NY,NY,Gov-G,Gov-G,Siena College,305,10/31/2006,500,Eliot Spitzer,DEM,69,John J. Faso,REP,24,,45,11/7/2006,69.56,28.72,40.84,4.16,4.16,1,,
24385,89264,1353,2006,2006_Gov-G_PA,PA,Gov-G,Gov-G,Muhlenberg College,219,10/31/2006,507,Ed Rendell,DEM,60,Lynn Swann,REP,35,,25,11/7/2006,60.31,39.6,20.71,4.29,4.29,1,,
55821,89373,1360,2006,2006_Gov-G_WI,WI,Gov-G,Gov-G,Research 2000,281,10/31/2006,600,Jim Doyle,DEM,50,Mark Green,REP,44,,6,11/7/2006,52.7,45.31,7.39,1.39,-1.39,1,,
24681,29919,1583,2006,2006_Sen-G_CT,CT,Sen-G,Sen-G,Research 2000,281,10/31/2006,600,Ned Lamont,DEM,39,Joseph I. Lieberman,IND,51,,-12,11/7/2006,39.73,49.71,-9.98,2.02,,1,,
24241,29479,1591,2006,2006_Sen-G_MI,MI,Sen-G,Sen-G,EPIC-MRA,84,10/31/2006,600,Debbie Stabenow,DEM,51,Mike Bouchard,REP,38,,13,11/7/2006,56.91,41.26,15.65,2.65,-2.65,1,,
24577,29815,1597,2006,2006_Sen-G_NV,NV,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/31/2006,500,Jack Carter,DEM,42,John Ensign,REP,54,,-12,11/7/2006,40.99,55.36,-14.37,2.37,2.37,1,,
24318,29556,1600,2006,2006_Sen-G_NY,NY,Sen-G,Sen-G,Marist College,183,10/31/2006,503,Hillary Rodham Clinton,DEM,65,John Canfield Spencer,REP,32,,33,11/7/2006,67,31.01,36,3,-3,1,,
24710,29948,1600,2006,2006_Sen-G_NY,NY,Sen-G,Sen-G,Siena College,305,10/31/2006,500,Hillary Rodham Clinton,DEM,65,John Canfield Spencer,REP,28,,37,11/7/2006,67,31.01,36,1,1,1,,
24385,29623,1603,2006,2006_Sen-G_PA,PA,Sen-G,Sen-G,Muhlenberg College,219,10/31/2006,507,Robert P. Casey Jr.,DEM,51,Rick Santorum,REP,43,,8,11/7/2006,58.64,41.28,17.35,9.35,-9.35,1,,
64208,118139,3738,2006,2006_House-G_IN-2,IN-2,House-G,House-G,Research 2000,281,10/31/2006,400,Joe Donnelly,DEM,50,J. Chris Chocola,REP,47,,3,11/7/2006,53.98,46.02,7.95,4.95,-4.95,1,,
55333,118140,3748,2006,2006_House-G_IA-3,IA-3,House-G,House-G,Research 2000,281,10/31/2006,400,Leonard L. Boswell,DEM,53,Jeff Lamberti,REP,41,,12,11/7/2006,51.9,46.5,5.4,6.6,6.6,1,,
64313,118299,3757,2006,2006_House-G_KY-3,KY-3,House-G,House-G,SurveyUSA,325,10/31/2006,600,John Yarmuth,DEM,52,Anne Meagher Northup,REP,44,,8,11/7/2006,50.62,48.18,2.45,5.55,5.55,1,,
64381,118436,3832,2006,2006_House-G_NH-1,NH-1,House-G,House-G,University of New Hampshire,357,10/31/2006,331,Carol Shea-Porter,DEM,42,Jeb E. Bradley,REP,47,,-5,11/7/2006,51.27,48.64,2.63,7.63,-7.63,0,,
64381,118437,3833,2006,2006_House-G_NH-2,NH-2,House-G,House-G,University of New Hampshire,357,10/31/2006,304,Paul W. Hodes,DEM,45,Charles Bass,REP,37,,8,11/7/2006,52.71,45.61,7.1,.9,.9,1,,
64131,117990,3992,2006,2006_House-G_UT-3,UT-3,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/31/2006,400,Christian Burridge,DEM,32,Christopher Black Cannon,REP,55,,-23,11/7/2006,32.24,57.71,-25.47,2.47,2.47,1,,
64314,118301,3998,2006,2006_House-G_VA-5,VA-5,House-G,House-G,SurveyUSA,325,10/31/2006,530,Albert Charles Weed,DEM,35,Virgil H. Goode,REP,61,,-26,11/7/2006,39.93,59.11,-19.19,6.81,-6.81,1,,
55117,88655,1328,2006,2006_Gov-G_AL,AL,Gov-G,Gov-G,YouGov,391,11/1/2006,505,Lucy Baxley,DEM,42,Bob Riley,REP,58,,-16,11/7/2006,41.57,57.45,-15.87,.13,-.13,1,,
24325,88698,1330,2006,2006_Gov-G_AZ,AZ,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Janet Napolitano,DEM,61,Len Munsil,REP,33,,28,11/7/2006,62.58,35.44,27.14,.86,.86,1,among registered voters,
24802,88699,1330,2006,2006_Gov-G_AZ,AZ,Gov-G,Gov-G,SurveyUSA,325,11/1/2006,560,Janet Napolitano,DEM,57,Len Munsil,REP,38,,19,11/7/2006,62.58,35.44,27.14,8.14,-8.14,1,,
55162,88700,1330,2006,2006_Gov-G_AZ,AZ,Gov-G,Gov-G,YouGov,391,11/1/2006,798,Janet Napolitano,DEM,57,Len Munsil,REP,41,,16,11/7/2006,62.58,35.44,27.14,11.14,-11.14,1,,
55203,88741,1331,2006,2006_Gov-G_CA,CA,Gov-G,Gov-G,YouGov,391,11/1/2006,1015,Phil Angelides,DEM,42,Arnold Schwarzenegger,REP,52,,-10,11/7/2006,38.91,55.88,-16.98,6.98,6.98,1,,
55227,88765,1332,2006,2006_Gov-G_CO,CO,Gov-G,Gov-G,YouGov,391,11/1/2006,500,"Bill Ritter, Jr.",DEM,60,Bob Beauprez,REP,40,,20,11/7/2006,56.99,40.16,16.83,3.17,3.17,1,,
55248,88787,1333,2006,2006_Gov-G_CT,CT,Gov-G,Gov-G,YouGov,391,11/1/2006,401,"John DeStefano, Jr.",DEM,32,M. Jodi Rell,REP,64,,-32,11/7/2006,35.45,63.2,-27.76,4.24,-4.24,1,,
55287,88827,1334,2006,2006_Gov-G_FL,FL,Gov-G,Gov-G,YouGov,391,11/1/2006,1005,Jim Davis,DEM,42,Charlie Crist,REP,54,,-12,11/7/2006,45.11,52.18,-7.07,4.93,-4.93,1,,
55288,88828,1334,2006,2006_Gov-G_FL,FL,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,11/1/2006,804,Jim Davis,DEM,38,Charlie Crist,REP,48,,-10,11/7/2006,45.11,52.18,-7.07,2.93,-2.93,1,,
55315,88855,1335,2006,2006_Gov-G_GA,GA,Gov-G,Gov-G,YouGov,391,11/1/2006,804,Mark Taylor,DEM,42,Sonny Perdue,REP,59,,-17,11/7/2006,38.17,57.88,-19.71,2.71,2.71,1,,
55334,88874,1337,2006,2006_Gov-G_IA,IA,Gov-G,Gov-G,YouGov,391,11/1/2006,301,Chet Culver,DEM,54,Jim Nussle,REP,46,,8,11/7/2006,54.02,44.38,9.65,1.65,-1.65,1,,
55365,88905,1339,2006,2006_Gov-G_IL,IL,Gov-G,Gov-G,YouGov,391,11/1/2006,800,Rod Blagojevich,DEM,61,Judy Baar Topinka,REP,39,,22,11/7/2006,49.79,39.26,10.53,11.47,11.47,1,,
55411,88951,1341,2006,2006_Gov-G_MA,MA,Gov-G,Gov-G,SurveyUSA,325,11/1/2006,664,Deval Patrick,DEM,55,Kerry Healey,REP,34,,21,11/7/2006,55.64,35.33,20.3,.7,.7,1,,
55412,88952,1341,2006,2006_Gov-G_MA,MA,Gov-G,Gov-G,YouGov,391,11/1/2006,799,Deval Patrick,DEM,61,Kerry Healey,REP,32,,29,11/7/2006,55.64,35.33,20.3,8.7,8.7,1,,
24489,88982,1342,2006,2006_Gov-G_MD,MD,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2006,500,Martin O'Malley,DEM,49,Robert Ehrlich Jr.,REP,48,,1,11/7/2006,52.69,46.16,6.53,5.53,-5.53,1,,
24819,88983,1342,2006,2006_Gov-G_MD,MD,Gov-G,Gov-G,SurveyUSA,325,11/1/2006,694,Martin O'Malley,DEM,48,Robert Ehrlich Jr.,REP,47,,1,11/7/2006,52.69,46.16,6.53,5.53,-5.53,1,,
55442,88984,1342,2006,2006_Gov-G_MD,MD,Gov-G,Gov-G,YouGov,391,11/1/2006,802,Martin O'Malley,DEM,50,Robert Ehrlich Jr.,REP,48,,2,11/7/2006,52.69,46.16,6.53,4.53,-4.53,1,,
24334,89058,1344,2006,2006_Gov-G_MI,MI,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Jennifer Granholm,DEM,52,Dick DeVos,REP,38,,14,11/7/2006,56.36,42.3,14.06,.06,-.06,1,among registered voters,
24707,89059,1344,2006,2006_Gov-G_MI,MI,Gov-G,Gov-G,Selzer & Co.,304,11/1/2006,532,Jennifer Granholm,DEM,54,Dick DeVos,REP,41,,13,11/7/2006,56.36,42.3,14.06,1.06,-1.06,1,,
55515,89060,1344,2006,2006_Gov-G_MI,MI,Gov-G,Gov-G,YouGov,391,11/1/2006,800,Jennifer Granholm,DEM,55,Dick DeVos,REP,43,,12,11/7/2006,56.36,42.3,14.06,2.06,-2.06,1,,
24512,89082,1345,2006,2006_Gov-G_MN,MN,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2006,500,Mike Hatch,DEM,47,Tim Pawlenty,REP,45,,2,11/7/2006,45.73,46.69,-.96,2.96,2.96,0,,
55536,89083,1345,2006,2006_Gov-G_MN,MN,Gov-G,Gov-G,YouGov,391,11/1/2006,501,Mike Hatch,DEM,49,Tim Pawlenty,REP,45,,4,11/7/2006,45.73,46.69,-.96,4.96,4.96,0,,
55568,89117,1349,2006,2006_Gov-G_NV,NV,Gov-G,Gov-G,YouGov,391,11/1/2006,402,Dina Titus,DEM,44,Jim Gibbons,REP,51,,-7,11/7/2006,43.92,47.93,-4.01,2.99,-2.99,1,,
55598,89147,1350,2006,2006_Gov-G_NY,NY,Gov-G,Gov-G,YouGov,391,11/1/2006,1011,Eliot Spitzer,DEM,69,John J. Faso,REP,24,,45,11/7/2006,69.56,28.72,40.84,4.16,4.16,1,,
24354,89182,1351,2006,2006_Gov-G_OH,OH,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Ted Strickland,DEM,56,J. Kenneth Blackwell,REP,37,,19,11/7/2006,60.54,36.65,23.89,4.89,-4.89,1,among registered voters,
55633,89183,1351,2006,2006_Gov-G_OH,OH,Gov-G,Gov-G,YouGov,391,11/1/2006,1003,Ted Strickland,DEM,62,J. Kenneth Blackwell,REP,35,,27,11/7/2006,60.54,36.65,23.89,3.11,3.11,1,,
24357,89265,1353,2006,2006_Gov-G_PA,PA,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Ed Rendell,DEM,56,Lynn Swann,REP,38,,18,11/7/2006,60.31,39.6,20.71,2.71,-2.71,1,among registered voters,
55715,89266,1353,2006,2006_Gov-G_PA,PA,Gov-G,Gov-G,YouGov,391,11/1/2006,1005,Ed Rendell,DEM,61,Lynn Swann,REP,37,,24,11/7/2006,60.31,39.6,20.71,3.29,3.29,1,,
24360,89285,1354,2006,2006_Gov-G_RI,RI,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Charlie Fogarty,DEM,42,Donald Carcieri,REP,50,,-8,11/7/2006,48.93,50.95,-2.01,5.99,-5.99,1,among registered voters,
55744,89296,1355,2006,2006_Gov-G_SC,SC,Gov-G,Gov-G,YouGov,391,11/1/2006,399,Tommy Moore,DEM,44,Mark Sanford,REP,56,,-12,11/7/2006,44.79,55.12,-10.33,1.67,-1.67,1,,
55757,89309,1357,2006,2006_Gov-G_TN,TN,Gov-G,Gov-G,YouGov,391,11/1/2006,502,Phil Bredesen,DEM,63,Jim Bryson,REP,31,,32,11/7/2006,68.6,29.74,38.86,6.86,-6.86,1,,
55822,89374,1360,2006,2006_Gov-G_WI,WI,Gov-G,Gov-G,YouGov,391,11/1/2006,502,Jim Doyle,DEM,53,Mark Green,REP,43,,10,11/7/2006,52.7,45.31,7.39,2.61,2.61,1,,
55657,89207,1362,2006,2006_Gov-G_OR,OR,Gov-G,Gov-G,YouGov,391,11/1/2006,502,Ted Kulongoski,DEM,54,Ron Saxton,REP,46,,8,11/7/2006,50.73,42.75,7.98,.02,.02,1,,
24325,29563,1581,2006,2006_Sen-G_AZ,AZ,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Jim Pederson,DEM,41,Jon Kyl,REP,49,,-8,11/7/2006,43.5,53.34,-9.84,1.84,1.84,1,among registered voters,
24802,30040,1581,2006,2006_Sen-G_AZ,AZ,Sen-G,Sen-G,SurveyUSA,325,11/1/2006,560,Jim Pederson,DEM,40,Jon Kyl,REP,53,,-13,11/7/2006,43.5,53.34,-9.84,3.16,-3.16,1,,
24879,30117,1581,2006,2006_Sen-G_AZ,AZ,Sen-G,Sen-G,YouGov,391,11/1/2006,798,Jim Pederson,DEM,46,Jon Kyl,REP,50,,-4,11/7/2006,43.5,53.34,-9.84,5.84,5.84,1,,
24880,30118,1582,2006,2006_Sen-G_CA,CA,Sen-G,Sen-G,YouGov,391,11/1/2006,1015,Dianne Feinstein,DEM,61,Richard Dick Mountjoy,REP,29,,32,11/7/2006,59.43,35.02,24.42,7.58,7.58,1,,
24882,30120,1583,2006,2006_Sen-G_CT,CT,Sen-G,Sen-G,YouGov,391,11/1/2006,401,Ned Lamont,DEM,44,Joseph I. Lieberman,IND,48,,-4,11/7/2006,39.73,49.71,-9.98,5.98,,1,,
24327,29565,1585,2006,2006_Sen-G_FL,FL,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Bill Nelson,DEM,58,Katherine Harris,REP,34,,24,11/7/2006,60.3,38.1,22.21,1.79,1.79,1,,
24883,30121,1585,2006,2006_Sen-G_FL,FL,Sen-G,Sen-G,YouGov,391,11/1/2006,1005,Bill Nelson,DEM,60,Katherine Harris,REP,34,,26,11/7/2006,60.3,38.1,22.21,3.79,3.79,1,,
24995,30233,1585,2006,2006_Sen-G_FL,FL,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/1/2006,804,Bill Nelson,DEM,60,Katherine Harris,REP,39,,21,11/7/2006,60.3,38.1,22.21,1.21,-1.21,1,,
24489,29727,1589,2006,2006_Sen-G_MD,MD,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2006,500,Benjamin L. Cardin,DEM,50,Michael S. Steele,REP,45,,5,11/7/2006,54.21,44.2,10.01,5.01,-5.01,1,,
24819,30057,1589,2006,2006_Sen-G_MD,MD,Sen-G,Sen-G,SurveyUSA,325,11/1/2006,694,Benjamin L. Cardin,DEM,47,Michael S. Steele,REP,47,,0,11/7/2006,54.21,44.2,10.01,10.01,-10.01,.5,,
24885,30123,1589,2006,2006_Sen-G_MD,MD,Sen-G,Sen-G,YouGov,391,11/1/2006,802,Benjamin L. Cardin,DEM,51,Michael S. Steele,REP,45,,6,11/7/2006,54.21,44.2,10.01,4.01,-4.01,1,,
24884,30122,1590,2006,2006_Sen-G_MA,MA,Sen-G,Sen-G,YouGov,391,11/1/2006,799,Edward M. Kennedy,DEM,67,Kenneth G. Chase,REP,27,,40,11/7/2006,69.3,30.55,38.75,1.25,1.25,1,,
24334,29572,1591,2006,2006_Sen-G_MI,MI,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Debbie Stabenow,DEM,53,Mike Bouchard,REP,37,,16,11/7/2006,56.91,41.26,15.65,.35,.35,1,among registered voters,
24707,29945,1591,2006,2006_Sen-G_MI,MI,Sen-G,Sen-G,Selzer & Co.,304,11/1/2006,532,Debbie Stabenow,DEM,53,Mike Bouchard,REP,34,,19,11/7/2006,56.91,41.26,15.65,3.35,3.35,1,,
24886,30124,1591,2006,2006_Sen-G_MI,MI,Sen-G,Sen-G,YouGov,391,11/1/2006,800,Debbie Stabenow,DEM,55,Mike Bouchard,REP,40,,15,11/7/2006,56.91,41.26,15.65,.65,-.65,1,,
24512,29750,1592,2006,2006_Sen-G_MN,MN,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2006,500,Amy Klobuchar,DEM,54,Mark R. Kennedy,REP,40,,14,11/7/2006,58.06,37.94,20.12,6.12,-6.12,1,,
24887,30125,1592,2006,2006_Sen-G_MN,MN,Sen-G,Sen-G,YouGov,391,11/1/2006,501,Amy Klobuchar,DEM,57,Mark R. Kennedy,REP,39,,18,11/7/2006,58.06,37.94,20.12,2.12,-2.12,1,,
24888,30126,1594,2006,2006_Sen-G_MO,MO,Sen-G,Sen-G,YouGov,391,11/1/2006,802,Claire McCaskill,DEM,50,Jim Talent,REP,50,,0,11/7/2006,49.58,47.31,2.27,2.27,-2.27,.5,,
24340,29578,1595,2006,2006_Sen-G_MT,MT,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Jon Tester,DEM,47,Conrad Burns,REP,47,,0,11/7/2006,49.16,48.29,.88,.88,-.88,.5,among registered voters,
24539,29777,1595,2006,2006_Sen-G_MT,MT,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2006,500,Jon Tester,DEM,50,Conrad Burns,REP,46,,4,11/7/2006,49.16,48.29,.88,3.12,3.12,1,,
24890,30128,1597,2006,2006_Sen-G_NV,NV,Sen-G,Sen-G,YouGov,391,11/1/2006,402,Jack Carter,DEM,42,John Ensign,REP,53,,-11,11/7/2006,40.99,55.36,-14.37,3.37,3.37,1,,
24412,29650,1598,2006,2006_Sen-G_NJ,NJ,Sen-G,Sen-G,Public Opinion Strategies,260,11/1/2006,600,Robert Menendez,DEM,43,Thomas H. Kean,REP,41,,2,11/7/2006,53.37,44.34,9.02,7.02,-7.02,1,for NRSC,R
24561,29799,1598,2006,2006_Sen-G_NJ,NJ,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/1/2006,500,Robert Menendez,DEM,48,Thomas H. Kean,REP,43,,5,11/7/2006,53.37,44.34,9.02,4.02,-4.02,1,,
24889,30127,1598,2006,2006_Sen-G_NJ,NJ,Sen-G,Sen-G,YouGov,391,11/1/2006,500,Robert Menendez,DEM,53,Thomas H. Kean,REP,47,,6,11/7/2006,53.37,44.34,9.02,3.02,-3.02,1,,
24354,29592,1602,2006,2006_Sen-G_OH,OH,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Sherrod Brown,DEM,50,Michael DeWine,REP,44,,6,11/7/2006,56.16,43.82,12.35,6.35,-6.35,1,among registered voters,
24891,30129,1602,2006,2006_Sen-G_OH,OH,Sen-G,Sen-G,YouGov,391,11/1/2006,1003,Sherrod Brown,DEM,58,Michael DeWine,REP,40,,18,11/7/2006,56.16,43.82,12.35,5.65,5.65,1,,
24357,29595,1603,2006,2006_Sen-G_PA,PA,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Robert P. Casey Jr.,DEM,52,Rick Santorum,REP,39,,13,11/7/2006,58.64,41.28,17.35,4.35,-4.35,1,among registered voters,
24892,30130,1603,2006,2006_Sen-G_PA,PA,Sen-G,Sen-G,YouGov,391,11/1/2006,1005,Robert P. Casey Jr.,DEM,56,Rick Santorum,REP,40,,16,11/7/2006,58.64,41.28,17.35,1.35,-1.35,1,,
24360,29598,1604,2006,2006_Sen-G_RI,RI,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Sheldon Whitehouse,DEM,45,Lincoln Chafee,REP,46,,-1,11/7/2006,53.35,46.33,7.02,8.02,-8.02,0,among registered voters,
24893,30131,1605,2006,2006_Sen-G_TN,TN,Sen-G,Sen-G,YouGov,391,11/1/2006,502,Harold E. Ford Jr.,DEM,46,Bob Corker,REP,51,,-5,11/7/2006,47.99,50.71,-2.72,2.28,-2.28,1,,
24894,30132,1606,2006,2006_Sen-G_TX,TX,Sen-G,Sen-G,YouGov,391,11/1/2006,1004,Barbara Ann Radnofsky,DEM,29,Kay Bailey Hutchison,REP,65,,-36,11/7/2006,36.04,61.69,-25.65,10.35,-10.35,1,,
24895,30133,1607,2006,2006_Sen-G_UT,UT,Sen-G,Sen-G,YouGov,391,11/1/2006,402,Pete Ashdown,DEM,34,Orrin G. Hatch,REP,66,,-32,11/7/2006,31.06,62.36,-31.3,.7,-.7,1,,
24896,30134,1609,2006,2006_Sen-G_VA,VA,Sen-G,Sen-G,YouGov,391,11/1/2006,802,Jim Webb,DEM,50,George F. Allen,REP,50,,0,11/7/2006,49.59,49.2,.39,.39,-.39,.5,,
24372,29610,1610,2006,2006_Sen-G_WA,WA,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Maria Cantwell,DEM,54,Mike McGavick,REP,38,,16,11/7/2006,56.81,39.91,16.91,.91,-.91,1,among registered voters,
24897,30135,1610,2006,2006_Sen-G_WA,WA,Sen-G,Sen-G,YouGov,391,11/1/2006,804,Maria Cantwell,DEM,57,Mike McGavick,REP,43,,14,11/7/2006,56.81,39.91,16.91,2.91,-2.91,1,,
24899,30137,1611,2006,2006_Sen-G_WV,WV,Sen-G,Sen-G,YouGov,391,11/1/2006,301,Robert C. Byrd,DEM,67,John Raese,REP,33,,34,11/7/2006,64.42,33.71,30.71,3.29,3.29,1,,
24898,30136,1612,2006,2006_Sen-G_WI,WI,Sen-G,Sen-G,YouGov,391,11/1/2006,502,Herb Kohl,DEM,69,Robert Gerald Lorge,REP,24,,45,11/7/2006,67.31,29.48,37.83,7.17,7.17,1,,
64315,118302,3613,2006,2006_House-G_CA-4,CA-4,House-G,House-G,SurveyUSA,325,11/1/2006,647,Charles V. Brown,DEM,43,John T. Doolittle,REP,50,,-7,11/7/2006,45.87,49.05,-3.18,3.82,-3.82,1,,
64316,118303,3666,2006,2006_House-G_CO-4,CO-4,House-G,House-G,SurveyUSA,325,11/1/2006,571,Angie Paccione,DEM,43,Marilyn N. Musgrave,REP,44,,-1,11/7/2006,43.12,45.61,-2.49,1.49,1.49,1,,
64178,118085,3688,2006,2006_House-G_FL-13,FL-13,House-G,House-G,Public Opinion Strategies,260,11/1/2006,450,Christine L. Jennings,DEM,41,Vern Buchanan,REP,44,,-3,11/7/2006,49.92,50.08,-.15,2.85,-2.85,1,for unspecified Republican spnosor,R
64424,118507,3697,2006,2006_House-G_FL-22,FL-22,House-G,House-G,Zogby Interactive/JZ Analytics,395,11/1/2006,401,Ron Klein,DEM,49,E. Clay Shaw,REP,40,,9,11/7/2006,50.88,47.13,3.76,5.24,5.24,1,,
64317,118304,3745,2006,2006_House-G_IN-9,IN-9,House-G,House-G,SurveyUSA,325,11/1/2006,538,Baron P. Hill,DEM,44,Michael E. Sodrel,REP,46,,-2,11/7/2006,50.01,45.49,4.52,6.52,-6.52,0,,
24340,117991,3825,2006,2006_House-G_MT-1,MT-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,11/1/2006,625,Monica J. Lindeen,DEM,33,Denny Rehberg,REP,57,,-24,11/7/2006,39.13,58.88,-19.75,4.25,-4.25,1,among registered voters,
64179,118086,3847,2006,2006_House-G_NM-1,NM-1,House-G,House-G,Public Opinion Strategies,260,11/1/2006,450,Patricia A. Madrid,DEM,46,Heather A. Wilson,REP,48,,-2,11/7/2006,49.8,50.2,-.41,1.59,-1.59,1,for unspecified Republican spnosor,R
64250,118228,3869,2006,2006_House-G_NY-20,NY-20,House-G,House-G,Siena College,305,11/1/2006,628,Kirsten E. Gillibrand,DEM,46,John E. Sweeney,REP,43,,3,11/7/2006,53.1,46.9,6.2,3.2,-3.2,1,,
64425,118508,3875,2006,2006_House-G_NY-26,NY-26,House-G,House-G,Zogby Interactive/JZ Analytics,395,11/1/2006,403,Jack Davis,DEM,46,Thomas M. Reynolds,REP,47,,-1,11/7/2006,48.02,51.98,-3.97,2.97,2.97,1,,
64318,118305,3898,2006,2006_House-G_OH-6,OH-6,House-G,House-G,SurveyUSA,325,11/1/2006,541,Charles A. Wilson,DEM,58,Charles R. Blasdel,REP,39,,19,11/7/2006,62.08,37.92,24.16,5.16,-5.16,1,,
