year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code
2009,tt0889583,Br&uuml;no,nowomen-disagree,nowomen,FAIL,42000000,60054530,130788243,2009FAIL,45600727,65203101,142000928,2,2
2009,tt0901476,Bride Wars,ok,ok,PASS,30000000,58715510,115150424,2009PASS,32571948,63749284,125022454,2,2
2009,tt0810784,Bright Star,ok,ok,PASS,8500000,4444637,17260680,2009PASS,9228719,4825683,18740466,2,2
2009,tt1210042,Brooklyn&#39;s Finest,notalk,notalk,FAIL,17000000,27163593,39233233,2009FAIL,18457437,29492371,42596761,2,2
2009,tt0765010,Brothers,ok,ok,PASS,26000000,28544157,45043870,2009PASS,28229022,30991293,48905553,2,2
2009,tt1232207,Capitalism: A Love Story,notalk-disagree,notalk,FAIL,20000000,14363397,19121531,2009FAIL,21714632,15594794,20760850,2,2
2009,tt0795351,Case 39,ok,ok,PASS,27000000,13261851,29302804,2009PASS,29314753,14398811,31814980,2,2
2009,tt1352824,Chloe,men-disagree,men,FAIL,13000000,3075255,9675172,2009FAIL,14114511,3338902,10504640,2,2
2009,tt0844471,Cloudy with a Chance of Meatballs,notalk-disagree,notalk,FAIL,100000000,124870275,236827677,2009FAIL,108573160,135575603,257131292,2,2
2009,tt1035736,Coco avant Chanel,ok,ok,PASS,23000000,6113834,50813834,2009PASS,24971827,6637983,55170185,2,2
2009,tt0327597,Coraline,ok,ok,PASS,60000000,75286229,126037057,2009PASS,65143896,81740638,136842415,2,2
2009,tt0433362,Daybreakers,notalk,notalk,FAIL,20000000,30101577,51401577,2009FAIL,21714632,32682233,55808316,2,2
2009,tt1278340,Dead Snow,men-disagree,men,FAIL,800000,46742,2194020,2009FAIL,868585,50749,2382117,2,2
2009,tt1136608,District 9,notalk-disagree,notalk,FAIL,30000000,115646235,215196627,2009FAIL,32571948,125560771,233645777,2,2
2009,tt1127180,Drag Me to Hell,ok,ok,PASS,30000000,42100625,91388487,2009PASS,32571948,45709979,99223368,2,2
2009,tt1191111,Enter the Void,notalk,notalk,FAIL,16000000,337997,337997,2009FAIL,17371706,366974,366974,2,2
2009,tt0780511,Everybody&#39;s Fine,men,men,FAIL,20000000,9208876,9208876,2009FAIL,21714632,9998368,9998368,2,2
2009,tt0432283,Fantastic Mr. Fox,notalk,notalk,FAIL,40000000,21002919,46498922,2009FAIL,43429264,22803533,50485349,2,2
2009,tt1013752,Fast &amp; Furious,notalk,notalk,FAIL,85000000,155064265,363064265,2009FAIL,92287186,168358172,394190344,2,2
2009,tt1083456,Fired Up!,notalk,notalk,FAIL,20000000,17231291,18608570,2009FAIL,21714632,18708557,20203912,2,2
2009,tt1232776,Fish Tank,ok,ok,PASS,3000000,374675,5922292,2009PASS,3257195,406796,6430020,2,2
2009,tt0758746,Friday the 13th,men,men,FAIL,17000000,65002019,91700771,2009FAIL,18457437,70574746,99562425,2,2
2009,tt1201167,Funny People,notalk,notalk,FAIL,72500000,51855045,71880305,2009FAIL,78715541,56300661,78042718,2,2
2009,tt0436339,G-Force,notalk,notalk,FAIL,150000000,119436770,287389685,2009FAIL,162859739,129676275,312028062,2,2
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk-disagree,notalk,FAIL,175000000,150201498,302469017,2009FAIL,190003029,163078512,328400169,2,2
2009,tt1034032,Gamer,notalk,notalk,FAIL,50000000,20534907,35062683,2009FAIL,54286580,22295397,38068663,2,2
2009,tt1194263,Get Low,notalk-disagree,notalk,FAIL,7000000,9176933,9696933,2009FAIL,7600121,9963686,10528267,2,2
2009,tt1289406,Harry Brown,notalk,notalk,FAIL,7300000,1818681,6294140,2009FAIL,7925841,1974599,6833747,2,2
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok-disagree,ok,PASS,250000000,301959197,934416487,2009PASS,271432899,327846641,1014525504,2,2
2009,tt1001508,He&#39;s Just Not That Into You,ok,ok,PASS,40000000,93953653,178390243,2009PASS,43429264,102008450,193683923,2,2
2009,tt1024744,I Come with the Rain,nowomen,nowomen,FAIL,18000000,0,627422,2009FAIL,19543169,#N/A,681212,2,2
2009,tt1045772,I Love You Phillip Morris,notalk-disagree,notalk,FAIL,13000000,2037459,15144685,2009FAIL,14114511,2212134,16443063,2,2
2009,tt1155056,"I Love You, Man",men-disagree,men,FAIL,40000000,71440011,91729503,2009FAIL,43429264,77564677,99593620,2,2
2009,tt1080016,Ice Age: Dawn of the Dinosaurs,notalk,notalk,FAIL,90000000,196573705,886968695,2009FAIL,97715844,213426283,963009937,2,2
2009,tt0361748,Inglourious Basterds,dubious-disagree,dubious,FAIL,70000000,120831050,316971720,2009FAIL,76001212,131190089,344146212,2,2
2009,tt1057500,Invictus,notalk,notalk,FAIL,49000000,37491364,124491364,2009FAIL,53200848,40705558,135164207,2,2
2009,tt1230414,It&#39;s Complicated,ok,ok,PASS,85000000,112735375,224614744,2009PASS,92287186,122400359,243871325,2,2
2009,tt1131734,Jennifer&#39;s Body,ok,ok,PASS,16000000,16204793,32832166,2009PASS,17371706,17594056,35646920,2,2
2009,tt1135503,Julie &amp; Julia,ok,ok,PASS,40000000,94125426,126646119,2009PASS,43429264,102194949,137503693,2,2
2009,tt0448011,Knowing,notalk,notalk,FAIL,50000000,79957634,187858642,2009FAIL,54286580,86812530,203964063,2,2
2009,tt1197624,Law Abiding Citizen,notalk-disagree,notalk,FAIL,53000000,73357727,131159781,2009FAIL,57543775,79646802,142404318,2,2
2009,tt0808526,Life During Wartime,ok,ok,PASS,4500000,281447,281447,2009PASS,4885792,305576,305576,2,2
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,dubious,FAIL,42000000,1259693,11756922,2009FAIL,45600727,1367688,12764862,2,2
2009,tt0892782,Monsters vs Aliens,dubious-disagree,dubious,FAIL,175000000,198351526,381687380,2009FAIL,190003029,215356519,414410048,2,2
2009,tt1182345,Moon,notalk-disagree,notalk,FAIL,5000000,5010163,10676073,2009FAIL,5428658,5439692,11591350,2,2
2009,tt1121977,Mother and Child,ok,ok,PASS,7000000,1110509,5010509,2009PASS,7600121,1205715,5440068,2,2
2009,tt1179891,My Bloody Valentine 3D,men,men,FAIL,14000000,51545952,102754998,2009FAIL,15200242,55965069,111564348,2,2
2009,tt1078588,My Sister&#39;s Keeper,ok,ok,PASS,27500000,49200230,96673002,2009PASS,29857619,53418244,104960933,2,2
2009,tt0875034,Nine,men-disagree,men,FAIL,80000000,19676965,53508858,2009FAIL,86858528,21363903,58096258,2,2
2009,tt1186367,Ninja Assassin,notalk-disagree,notalk,FAIL,50000000,38122883,61622883,2009FAIL,54286580,41391219,66905911,2,2
2009,tt1266029,Nowhere Boy,dubious,dubious,FAIL,1900000,1445366,7785229,2009FAIL,2062890,1569280,8452669,2,2
2009,tt1235796,Ondine,ok,ok,PASS,12000000,550472,550472,2009PASS,13028779,597665,597665,2,2
2009,tt1532957,Paa,men,men,FAIL,4300000,199228,9791282,2009FAIL,4668646,216308,10630704,2,2
2009,tt1188729,Pandorum,notalk,notalk,FAIL,40000000,10330853,17033431,2009FAIL,43429264,11216534,18493734,2,2
2009,tt1003034,Perrier&#39;s Bounty,nowomen,nowomen,FAIL,6600000,828,828,2009FAIL,7165829,899,899,2,2
2009,tt0762125,Planet 51,notalk,notalk,FAIL,60000000,42194060,108996113,2009FAIL,65143896,45811424,118340524,2,2
2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,ok,PASS,10000000,47566524,68722848,2009PASS,10857316,51644478,74614567,2,2
2009,tt1152836,Public Enemies,notalk,notalk,FAIL,102500000,97104620,210379983,2009FAIL,111287489,105429554,228416195,2,2
2009,tt0465580,Push,ok,ok,PASS,38000000,31811527,44411527,2009PASS,41257801,34538780,48218998,2,2
2009,tt0988045,Sherlock Holmes,notalk,notalk,FAIL,90000000,209028679,498438212,2009FAIL,97715844,226949041,541170116,2,2
2009,tt1017460,Splice,ok,ok,PASS,30000000,17010170,22461001,2009PASS,32571948,18468479,24386618,2,2
2009,tt0796366,Star Trek,ok-disagree,ok,PASS,140000000,257730019,385680446,2009PASS,152002424,279825625,418745446,2,2
2009,tt0473705,State of Play,ok,ok,PASS,60000000,37017955,91445389,2009PASS,65143896,40191563,99285148,2,2
2009,tt0986263,Surrogates,notalk,notalk,FAIL,80000000,38577772,119668350,2009FAIL,86858528,41885106,129927709,2,2
2009,tt0438488,Terminator Salvation,men-disagree,men,FAIL,200000000,125322469,371628539,2009FAIL,217146319,136066564,403488847,2,2
2009,tt0878804,The Blind Side,men,men,FAIL,35000000,255959475,305705795,2009FAIL,38000606,277903289,331914441,2,2
2009,tt1131729,The Boat That Rocked,nowomen-disagree,nowomen,FAIL,50000000,8017467,37472651,2009FAIL,54286580,8704817,40685241,2,2
2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,nowomen,FAIL,8000000,10273187,10273187,2009FAIL,8685853,11153924,11153924,2,2
2009,tt0362478,The Box,ok,ok,PASS,25000000,15051977,26341896,2009PASS,27143290,16342407,28600229,2,2
2009,tt0896923,The City of Your Final Destination,ok-disagree,ok,PASS,8300000,493296,1353296,2009PASS,9011572,535587,1469316,2,2
2009,tt1144884,The Final Destination,ok,ok,PASS,40000000,66477700,187384627,2009PASS,43429264,72176939,203449410,2,2
2009,tt1220198,The Fourth Kind,ok,ok,PASS,10000000,26218170,49486874,2009PASS,10857316,28465896,53729463,2,2
2009,tt1132620,The Girl with the Dragon Tattoo,dubious-disagree,dubious,FAIL,90000000,102515793,233170238,2009FAIL,97715844,111304636,253160295,2,2
2009,tt1103982,The Girlfriend Experience,dubious,dubious,FAIL,1300000,695840,1005840,2009FAIL,1411451,755495,1092072,2,2
2009,tt1247662,The Good Guy,ok,ok,PASS,10000000,100688,100688,2009PASS,10857316,109320,109320,2,2
2009,tt1119646,The Hangover,notalk,notalk,FAIL,35000000,277322503,469553471,2009FAIL,38000606,301097804,509809040,2,2
2009,tt1054606,The Imaginarium of Doctor Parnassus,notalk,notalk,FAIL,30000000,7689607,64352607,2009FAIL,32571948,8348849,69869659,2,2
2009,tt1130080,The Informant!,notalk,notalk,FAIL,22000000,33316821,41771168,2009FAIL,23886095,36173125,45352277,2,2
2009,tt1058017,The Invention of Lying,men,men,FAIL,18500000,18451251,32679264,2009FAIL,20086035,20033106,35480909,2,2
2009,tt0824758,The Last Station,ok,ok,PASS,18000000,6617867,15696146,2009PASS,19543169,7185227,17041802,2,2
2009,tt0380510,The Lovely Bones,ok,ok,PASS,95000000,44114232,94894448,2009PASS,103144502,47896216,103029901,2,2
2009,tt1234548,The Men Who Stare at Goats,nowomen,nowomen,FAIL,24000000,32428195,67348218,2009FAIL,26057558,35208316,73122088,2,2
2009,tt0790712,The Messenger,notalk,notalk,FAIL,6500000,1109660,1409660,2009FAIL,7057255,1204793,1530512,2,2
2009,tt0780521,The Princess and the Frog,ok,ok,PASS,105000000,104400899,270997378,2009PASS,114001818,113351355,294230416,2,2
2009,tt1041829,The Proposal,men-disagree,men,FAIL,40000000,163958031,314709717,2009FAIL,43429264,178014415,341690283,2,2
2009,tt0898367,The Road,notalk-disagree,notalk,FAIL,25000000,8114270,27614270,2009FAIL,27143290,8809919,29981685,2,2
2009,tt0485601,The Secret of Kells,nowomen-disagree,nowomen,FAIL,8000000,690290,2600916,2009FAIL,8685853,749470,2823897,2,2
2009,tt0821642,The Soloist,notalk,notalk,FAIL,60000000,31720158,38454152,2009FAIL,65143896,34439578,41750888,2,2
2009,tt1111422,The Taking of Pelham 123,nowomen,nowomen,FAIL,110000000,65452312,152364370,2009FAIL,119430476,71063643,165426811,2,2
2009,tt0452694,The Time Traveler&#39;s Wife,dubious,dubious,FAIL,39000000,63414846,98666635,2009FAIL,42343532,68851502,107125483,2,2
2009,tt1142988,The Ugly Truth,men,men,FAIL,38000000,88915214,205230042,2009FAIL,41257801,96538057,222824741,2,2
2009,tt1139668,The Unborn,ok,ok,PASS,16000000,42670410,78208812,2009PASS,17371706,46328612,84913778,2,2
2009,tt0962736,The Young Victoria,ok,ok,PASS,35000000,11001272,31878891,2009PASS,38000606,11944429,34611919,2,2
2009,tt1055369,Transformers: Revenge of the Fallen,ok-disagree,ok,PASS,210000000,402111870,836519699,2009PASS,228003635,436585563,908235868,2,2
2009,tt1049413,Up,notalk,notalk,FAIL,175000000,293004164,731542621,2009FAIL,190003029,318123879,794258938,2,2
2009,tt1193138,Up in the Air,men-disagree,men,FAIL,30000000,83823381,166842739,2009FAIL,32571948,91009693,181146433,2,2
2009,tt1068678,Veronika Decides to Die,ok,ok,PASS,9000000,#N/A,#N/A,2009PASS,9771584,#N/A,#N/A,2,2
2009,tt0409459,Watchmen,men-disagree,men,FAIL,138000000,107509799,184068357,2009FAIL,149830960,116726786,199848831,2,2
2009,tt1178663,Whatever Works,dubious-disagree,dubious,FAIL,15000000,5306706,35106706,2009FAIL,16285974,5761658,38116460,2,2
2009,tt0386117,Where the Wild Things Are,notalk,notalk,FAIL,100000000,77233467,99123656,2009FAIL,108573160,83854815,107621685,2,2
2009,tt1172233,Whip It,ok,ok,PASS,15000000,13043363,18856151,2009PASS,16285974,14161591,20472719,2,2
2009,tt0365929,Whiteout,ok,ok,PASS,35000000,10275638,12254746,2009PASS,38000606,11156585,13305365,2,2
2009,tt0458525,X-Men Origins: Wolverine,dubious-disagree,dubious,FAIL,150000000,179883157,374825760,2009FAIL,162859739,195304827,406960171,2,2
2009,tt0448182,Yesterday Was a Lie,ok,ok,PASS,200000,#N/A,#N/A,2009PASS,217146,#N/A,#N/A,2,2
2009,tt0403702,Youth in Revolt,notalk-disagree,notalk,FAIL,18000000,15285588,19685588,2009FAIL,19543169,16596046,21373265,2,2
2009,tt1156398,Zombieland,ok-disagree,ok,PASS,23600000,75590286,102236596,2009PASS,25623266,82070762,111001503,2,2
2008,tt0478087,21,ok,ok,PASS,35000000,81159365,157852532,2008PASS,37878971,87835235,170836899,2,2
2008,tt0800308,Appaloosa,notalk,notalk,FAIL,20000000,20211394,27735474,2008FAIL,21645126,21873909,30016892,2,2
2008,tt0455824,Australia,men,men,FAIL,130000000,49554002,215080810,2008FAIL,140693320,53630131,232772564,2,2
2008,tt0871426,Baby Mama,ok,ok,PASS,30000000,60494212,64391484,2008PASS,32467689,65470243,69688090,2,2
2008,tt0799934,Be Kind Rewind,notalk,notalk,FAIL,20000000,11175164,30894247,2008FAIL,21645126,12094392,33435494,2,2
2008,tt0960731,Bedtime Stories,ok,ok,PASS,80000000,110101975,218357961,2008PASS,86580505,119158557,236319281,2,2
2008,tt0861689,Blindness,ok,ok,PASS,25000000,3073392,20052958,2008PASS,27056408,3326198,21702440,2,2
2008,tt0397892,Bolt,ok-disagree,ok,PASS,150000000,114053759,313953759,2008PASS,162338447,123435400,339778437,2,2
2008,tt0887883,Burn After Reading,notalk,notalk,FAIL,37000000,60355347,163415735,2008FAIL,40043484,65319955,176857711,2,2
2008,tt0824747,Changeling,ok,ok,PASS,55000000,35739802,113805580,2008PASS,59524097,38679626,123166807,2,2
2008,tt0892255,Che: Part One,notalk,notalk,FAIL,58000000,293708,30118557,2008FAIL,62770866,317867,32595998,2,2
2008,tt0970411,City of Ember,ok,ok,PASS,38000000,7871693,11817059,2008PASS,41125740,8519189,12789087,2,2
2008,tt1060277,Cloverfield,ok,ok,PASS,25000000,80048433,170764033,2008PASS,27056408,86632922,184810452,2,2
2008,tt0489018,Day of the Dead,ok,ok,PASS,18000000,#N/A,#N/A,2008PASS,19480614,#N/A,#N/A,2,2
2008,tt0452608,Death Race,notalk,notalk,FAIL,65000000,36316032,72516819,2008FAIL,70346660,39303255,78481785,2,2
2008,tt1034303,Defiance,ok,ok,PASS,50000000,28644813,42268745,2008PASS,54112816,31001030,45745616,2,2
2008,tt0832266,"Definitely, Maybe",ok,ok,PASS,7000000,32241649,55863786,2008PASS,7575794,34893728,60458935,2,2
2008,tt0483607,Doomsday,ok,ok,PASS,33000000,11008770,21621188,2008PASS,35714458,11914311,23399667,2,2
2008,tt0918927,Doubt,ok,ok,PASS,20000000,33446470,50946957,2008PASS,21645126,36197653,55137666,2,2
2008,tt1059786,Eagle Eye,notalk-disagree,notalk,FAIL,80000000,101440743,178066569,2008FAIL,86580505,109784884,192713668,2,2
2008,tt0808244,Easy Virtue,ok,ok,PASS,14000000,2656784,12656784,2008PASS,15151588,2875321,13697884,2,2
2008,tt1129423,Fireproof,men,men,FAIL,500000,33456317,33473297,2008FAIL,541128,36208310,36226687,2,2
2008,tt0486321,Fly Me to the Moon,nowomen,nowomen,FAIL,25000000,14543943,57546746,2008FAIL,27056408,15740274,62280329,2,2
2008,tt0800039,Forgetting Sarah Marshall,ok,ok,PASS,30000000,63172463,105173042,2008PASS,32467689,68368797,113824188,2,2
2008,tt0369436,Four Christmases,ok,ok,PASS,80000000,120146040,163546040,2008PASS,86580505,130028810,176998734,2,2
2008,tt0870111,Frost/Nixon,notalk,notalk,FAIL,29000000,18622031,28144586,2008FAIL,31385433,20153811,30459656,2,2
2008,tt0978759,Frozen River,ok,ok,PASS,1000000,2511476,6030129,2008PASS,1082256,2718061,6526145,2,2
2008,tt0876563,Gake no ue no Ponyo,ok,ok,PASS,34000000,15090399,205312666,2008PASS,36796715,16331680,222200929,2,2
2008,tt0995039,Ghost Town,notalk,notalk,FAIL,20000000,13252641,26612350,2008FAIL,21645126,14342754,28801384,2,2
2008,tt1205489,Gran Torino,men-disagree,men,FAIL,25000000,148095302,274543085,2008FAIL,27056408,160277075,297125986,2,2
2008,tt1104733,Hamlet 2,ok,ok,PASS,9000000,4886216,4898285,2008PASS,9740307,5288138,5301200,2,2
2008,tt0448157,Hancock,nowomen,nowomen,FAIL,150000000,227946274,624346274,2008FAIL,162338447,246696294,675702695,2,2
2008,tt1227929,Herb &amp; Dorothy,ok,ok,PASS,82500000,75986503,160388063,2008PASS,89286146,82236872,173580993,2,2
2008,tt0962726,High School Musical 3: Senior Year,ok,ok,PASS,11000000,90559416,274392880,2008PASS,11904819,98008500,296963426,2,2
2008,tt0465502,Igor,men,men,FAIL,30000000,19528602,31013349,2008FAIL,32467689,21134953,33564393,2,2
2008,tt0780536,In Bruges,notalk,notalk,FAIL,15000000,7800825,34533783,2008FAIL,16233845,8442492,37374405,2,2
2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,notalk,notalk,FAIL,185000000,317023851,786558145,2008FAIL,200217418,343101064,851257517,2,2
2008,tt0494238,Inkheart,ok,ok,PASS,60000000,17303424,58051454,2008PASS,64935379,18726740,62826552,2,2
2008,tt0371746,Iron Man,men-disagree,men,FAIL,186000000,318604126,582443126,2008FAIL,201299674,344811326,630352749,2,2
2008,tt0373051,Journey to the Center of the Earth,notalk,notalk,FAIL,45000000,101704370,240904370,2008FAIL,48701534,110070196,260720275,2,2
2008,tt0489099,Jumper,notalk,notalk,FAIL,82500000,81168265,223113205,2008FAIL,89286146,87844867,241465674,2,2
2008,tt0441773,Kung Fu Panda,notalk-disagree,notalk,FAIL,130000000,215434591,631910531,2008FAIL,140693320,233155446,683889160,2,2
2008,tt1139797,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk-disagree,notalk,FAIL,4500000,2122085,12247682,2008FAIL,4870153,2296640,13255131,2,2
2008,tt0866439,Made of Honor,men,men,FAIL,40000000,46012734,106548738,2008FAIL,43290252,49797572,115313044,2,2
2008,tt0467197,Max Payne,ok,ok,PASS,35000000,40687294,85761789,2008PASS,37878971,44034081,92816237,2,2
2008,tt0765476,Meet Dave,notalk,notalk,FAIL,60000000,11803254,50648806,2008FAIL,64935379,12774146,54814990,2,2
2008,tt1013753,Milk,notalk-disagree,notalk,FAIL,20000000,31841299,57293371,2008FAIL,21645126,34460447,62006112,2,2
2008,tt1046997,Miracle at St. Anna,men,men,FAIL,45000000,7916887,9110458,2008FAIL,48701534,8568101,9859851,2,2
2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,ok,PASS,10000000,31487293,33544594,2008PASS,10822563,34077322,36303849,2,2
2008,tt0410377,Nim&#39;s Island,ok,ok,PASS,37000000,48006762,94081683,2008PASS,40043484,51955621,101820495,2,2
2008,tt0910936,Pineapple Express,men,men,FAIL,26000000,87341380,101549277,2008FAIL,28138664,94525760,109902346,2,2
2008,tt1226681,Pontypool,nowomen-disagree,nowomen,FAIL,1500000,3865,31916,2008FAIL,1623384,4183,34541,2,2
2008,tt0368563,Possession,ok,ok,PASS,25000000,10103647,14805812,2008PASS,27056408,10934736,16023683,2,2
2008,tt0926129,Prom Night,ok,ok,PASS,18000000,43869350,57109687,2008PASS,19480614,47477881,61807319,2,2
2008,tt0830515,Quantum of Solace,notalk,notalk,FAIL,230000000,169368427,591692078,2008FAIL,248918952,183300049,640362486,2,2
2008,tt1082868,Quarantine,ok,ok,PASS,12000000,31691811,41291811,2008PASS,12987076,34298662,44688323,2,2
2008,tt1084950,Rachel Getting Married,ok,ok,PASS,12000000,12796861,13326864,2008PASS,12987076,13849484,14423083,2,2
2008,tt0959337,Revolutionary Road,ok,ok,PASS,45000000,22911480,79564960,2008PASS,48701534,24796094,86109680,2,2
2008,tt1032755,RocknRolla,notalk,notalk,FAIL,18000000,5700626,27794339,2008FAIL,19480614,6169538,30080599,2,2
2008,tt0814314,Seven Pounds,ok,ok,PASS,54000000,69951824,166617328,2008PASS,58441841,75705803,180322655,2,2
2008,tt1000774,Sex and the City,ok,ok,PASS,57500000,152647258,415247258,2008PASS,62229738,165203458,449403966,2,2
2008,tt1010048,Slumdog Millionaire,notalk,notalk,FAIL,14000000,141319928,384519665,2008FAIL,15151588,152944384,416148834,2,2
2008,tt0811080,Speed Racer,ok,ok,PASS,120000000,43945766,93394462,2008PASS,129870757,47560583,101076746,2,2
2008,tt0942903,Stargate: The Ark of Truth,dubious-disagree,dubious,FAIL,7000000,#N/A,#N/A,2008FAIL,7575794,#N/A,#N/A,2,2
2008,tt0838283,Step Brothers,notalk-disagree,notalk,FAIL,65000000,100468793,128468793,2008FAIL,70346660,108732985,139036162,2,2
2008,tt0862846,Sunshine Cleaning,ok,ok,PASS,5000000,12062558,16462558,2008PASS,5411282,13054780,17816707,2,2
2008,tt0383028,"Synecdoche, New York",dubious,dubious,FAIL,20000000,3083538,4383538,2008FAIL,21645126,3337178,4744112,2,2
2008,tt0936501,Taken,ok,ok,PASS,25000000,145000989,226941585,2008PASS,27056408,156928235,245608963,2,2
2008,tt0200465,The Bank Job,ok,ok,PASS,20000000,30060660,66143005,2008PASS,21645126,32533339,71583685,2,2
2008,tt0844286,The Brothers Bloom,dubious,dubious,FAIL,20000000,3531756,5531756,2008FAIL,21645126,3822265,5986778,2,2
2008,tt0499448,The Chronicles of Narnia: Prince Caspian,ok,ok,PASS,225000000,141621490,419490286,2008PASS,243507670,153270751,453996009,2,2
2008,tt0421715,The Curious Case of Benjamin Button,dubious-disagree,dubious,FAIL,160000000,127509326,329809326,2008FAIL,173161010,137997773,356938225,2,2
2008,tt0468569,The Dark Knight,dubious-disagree,dubious,FAIL,185000000,533345358,1002891358,2008FAIL,200217418,577216380,1085385502,2,2
2008,tt0970416,The Day the Earth Stood Still,ok,ok,PASS,80000000,79366978,233066978,2008PASS,86580505,85895413,252238208,2,2
2008,tt0406759,The Eye,ok,ok,PASS,12000000,31418697,56918697,2008PASS,12987076,34003083,61600619,2,2
2008,tt0865556,The Forbidden Kingdom,notalk-disagree,notalk,FAIL,55000000,52075270,129075270,2008FAIL,59524097,56358790,139692526,2,2
2008,tt0852713,The House Bunny,ok,ok,PASS,25000000,48237389,70237389,2008PASS,27056408,52205219,76014858,2,2
2008,tt0887912,The Hurt Locker,notalk-disagree,notalk,FAIL,15000000,17017811,49894223,2008FAIL,16233845,18417633,53998338,2,2
2008,tt0800080,The Incredible Hulk,notalk,notalk,FAIL,137500000,134806913,263417913,2008FAIL,148810243,145895632,285085699,2,2
2008,tt0981072,The Lucky Ones,ok,ok,PASS,14000000,266967,266967,2008PASS,15151588,288927,288927,2,2
2008,tt0467200,The Other Boleyn Girl,ok,ok,PASS,40000000,26814957,77714957,2008PASS,43290252,29020656,84107503,2,2
2008,tt0976051,The Reader,notalk,notalk,FAIL,32500000,34194407,113019290,2008FAIL,35173330,37007113,122315840,2,2
2008,tt0416212,The Secret Life of Bees,ok,ok,PASS,11000000,37770162,39984023,2008PASS,11904819,40876996,43272961,2,2
2008,tt1018785,The Sisterhood of the Traveling Pants 2,ok,ok,PASS,27000000,44089964,44270131,2008PASS,29220920,47716642,47911629,2,2
2008,tt0482606,The Strangers,dubious-disagree,dubious,FAIL,9000000,52597610,83051676,2008FAIL,9740307,56924095,89883201,2,2
2008,tt420238,The Tale of Despereaux,ok,ok,PASS,60000000,50877145,90482317,2008PASS,64935379,55062111,97925059,2,2
2008,tt0430770,The Women,ok,ok,PASS,16000000,26902075,50103808,2008PASS,17316101,29114940,54225162,2,2
2008,tt1125849,The Wrestler,notalk,notalk,FAIL,6000000,26238243,46634275,2008FAIL,6493538,28396504,50470238,2,2
2008,tt0882978,Three Kingdoms: Resurrection of the Dragon,notalk,notalk,FAIL,20000000,#N/A,22139590,2008FAIL,21645126,#N/A,23960711,2,2
2008,tt0800241,Transsiberian,ok,ok,PASS,15000000,2203641,6379575,2008PASS,16233845,2384904,6904335,2,2
2008,tt0942385,Tropic Thunder,nowomen,nowomen,FAIL,90000000,110461307,188163455,2008FAIL,97403068,119547447,203641087,2,2
2008,tt1099212,Twilight,ok-disagree,ok,PASS,37000000,192769854,397923934,2008PASS,40043484,208626391,430655689,2,2
2008,tt0985699,Valkyrie,notalk,notalk,FAIL,90000000,83077762,203902107,2008FAIL,97403068,89911432,220674342,2,2
2008,tt0497465,Vicky Cristina Barcelona,ok,ok,PASS,16000000,23216709,104504817,2008PASS,17316101,25126430,113100998,2,2
2008,tt0910970,WALL-E,notalk-disagree,notalk,FAIL,180000000,223808164,532590994,2008FAIL,194806136,242217798,576399965,2,2
2008,tt1185616,Waltz with Bashir,nowomen,nowomen,FAIL,2000000,2283849,11125664,2008FAIL,2164513,2471710,12040820,2,2
2008,tt0493464,Wanted,notalk,notalk,FAIL,75000000,134508551,342416460,2008FAIL,81169223,145572728,370582375,2,2
2008,tt0494652,"Welcome Home, Roscoe Jenkins",dubious,dubious,FAIL,27500000,42436517,43607627,2008FAIL,29762049,45927188,47194630,2,2
2008,tt1152850,Wendy and Lucy,ok,ok,PASS,300000,865695,1416046,2008PASS,324677,936904,1532525,2,2
2008,tt1033643,What Happens In Vegas,ok,ok,PASS,35000000,80277646,218535708,2008PASS,37878971,86880989,236511649,2,2
2008,tt1068680,Yes Man,notalk-disagree,notalk,FAIL,50000000,97690976,225990976,2008FAIL,54112816,105726675,244580160,2,2
2007,tt1038988,[Rec],ok,ok,PASS,2100000,#N/A,27117954,2007PASS,2359441,#N/A,30468201,2,2
2007,tt0450385,1408,ok,ok,PASS,22500000,71985628,131263370,2007PASS,25279728,80878983,147480104,2,2
2007,tt0463854,28 Weeks Later,ok,ok,PASS,15000000,28638916,64232714,2007PASS,16853152,32177067,72168247,2,2
2007,tt0381849,3:10 to Yuma,nowomen,nowomen,FAIL,48000000,53606916,71171825,2007FAIL,53930087,60229701,79964640,2,2
2007,tt0389722,30 Days of Night,men,men,FAIL,30000000,39568996,80276156,2007FAIL,33706305,44457488,90193752,2,2
2007,tt0411061,88 Minutes,notalk,notalk,FAIL,30000000,16930884,32955399,2007FAIL,33706305,19022584,37026824,2,2
2007,tt0445922,Across the Universe,ok,ok,PASS,45000000,24343673,29367143,2007PASS,50559457,27351175,32995262,2,2
2007,tt0783233,Atonement,ok,ok,PASS,30000000,50980159,130200290,2007PASS,33706305,57278425,146285687,2,2
