poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,methodology,partisan,polldate,samplesize,cand1_name,cand1_id,cand1_party,cand1_pct,cand2_name,cand2_id,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,advancedplusminus,comment
2660,3272,7343,2008,2008_Pres-D_AL,AL,Pres-P,Pres-D,Opinion Savvy/InsiderAdvantage,243,Live Phone,,1/31/2008,424,Barack Obama,41,DEM,40,Hillary Rodham Clinton,45,DEM,46,,-6,2/5/2008,55.96,41.57,14.39,20.39,,0,8.851239755135392,
58982,100985,7343,2008,2008_Pres-D_AL,AL,Pres-P,Pres-D,Rasmussen Reports/Pulse Opinion Research,277,IVR,,1/31/2008,576,Barack Obama,41,DEM,41,Hillary Rodham Clinton,45,DEM,46,,-5,2/5/2008,55.96,41.57,14.39,19.39,,0,8.024320189440308,
2670,3284,7343,2008,2008_Pres-D_AL,AL,Pres-P,Pres-D,SurveyUSA,325,IVR,,1/31/2008,586,Barack Obama,41,DEM,47,Hillary Rodham Clinton,45,DEM,47,,0,2/5/2008,55.96,41.57,14.39,14.39,,.5,2.740795355868354,
2734,3358,7344,2008,2008_Pres-R_AL,AL,Pres-P,Pres-R,Capital Survey Research Center,44,Live Phone,,1/31/2008,371,Mike Huckabee,47,REP,30,John McCain,44,REP,46,15,-16,2/5/2008,41.25,37.1,4.15,20.15,,0,11.94323268831496,
2660,3282,7344,2008,2008_Pres-R_AL,AL,Pres-P,Pres-R,Opinion Savvy/InsiderAdvantage,243,Live Phone,,1/31/2008,566,Mike Huckabee,47,REP,35,John McCain,44,REP,37,14,-2,2/5/2008,41.25,37.1,4.15,6.15,,0,-3.87857629075424,
58982,101014,7344,2008,2008_Pres-R_AL,AL,Pres-P,Pres-R,Rasmussen Reports/Pulse Opinion Research,277,IVR,,1/31/2008,890,Mike Huckabee,47,REP,30,John McCain,44,REP,38,20,-8,2/5/2008,41.25,37.1,4.15,12.15,,0,2.548426433329519,
2670,3287,7344,2008,2008_Pres-R_AL,AL,Pres-P,Pres-R,SurveyUSA,325,IVR,,1/31/2008,586,Mike Huckabee,47,REP,31,John McCain,44,REP,40,21,-9,2/5/2008,41.25,37.1,4.15,13.15,,0,3.94317648833767,
58984,100988,7347,2008,2008_Pres-D_AZ,AZ,Pres-P,Pres-D,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,Hillary Rodham Clinton,45,DEM,43,Barack Obama,41,DEM,41,,2,2/5/2008,50.37,42.39,7.98,5.98,,1,-1.657105934751317,for McClatchy Newspapers | MSNBC
58983,100987,7347,2008,2008_Pres-D_AZ,AZ,Pres-P,Pres-D,Rasmussen Reports/Pulse Opinion Research,277,IVR,,1/31/2008,537,Hillary Rodham Clinton,45,DEM,46,Barack Obama,41,DEM,41,,5,2/5/2008,50.37,42.39,7.98,2.98,,1,-5.245126134661634,
58983,101015,7348,2008,2008_Pres-R_AZ,AZ,Pres-P,Pres-R,Rasmussen Reports/Pulse Opinion Research,277,IVR,,1/31/2008,612,John McCain,44,REP,43,Mitt Romney,48,REP,34,9,9,2/5/2008,47.17,34.53,12.63,3.63,,1,-3.317401152759923,
2674,3289,7351,2008,2008_Pres-D_CA,CA,Pres-P,Pres-D,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,Hillary Rodham Clinton,45,DEM,45,Barack Obama,41,DEM,36,,9,2/5/2008,51.47,43.16,8.32,.68,,1,-6.592989186411523,
2674,3304,7352,2008,2008_Pres-R_CA,CA,Pres-P,Pres-R,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,John McCain,44,REP,40,Mitt Romney,48,REP,31,13,9,2/5/2008,42.25,34.56,7.69,1.31,,1,-5.00977714691768,
2675,3294,7355,2008,2008_Pres-D_CT,CT,Pres-P,Pres-D,American Research Group,9,Live Phone,,1/31/2008,600,Barack Obama,41,DEM,35,Hillary Rodham Clinton,45,DEM,48,,-13,2/5/2008,50.7,46.66,4.04,17.04,,0,10.86837722713221,
2714,3335,7355,2008,2008_Pres-D_CT,CT,Pres-P,Pres-D,SurveyUSA,325,IVR,,1/31/2008,679,Barack Obama,41,DEM,48,Hillary Rodham Clinton,45,DEM,44,,4,2/5/2008,50.7,46.66,4.04,.04,,1,-8.985647344134454,
2675,3290,7356,2008,2008_Pres-R_CT,CT,Pres-P,Pres-R,American Research Group,9,Live Phone,,1/31/2008,600,John McCain,44,REP,43,Mitt Romney,48,REP,25,12,18,2/5/2008,52,32.91,19.09,1.09,,1,-5.337128598428467,
2714,3343,7356,2008,2008_Pres-R_CT,CT,Pres-P,Pres-R,SurveyUSA,325,IVR,,1/31/2008,426,John McCain,44,REP,53,Mitt Romney,48,REP,31,6,22,2/5/2008,52,32.91,19.09,2.91,,1,-2.841752860290267,
2678,3309,7359,2008,2008_Pres-D_GA,GA,Pres-P,Pres-D,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,Barack Obama,41,DEM,47,Hillary Rodham Clinton,45,DEM,41,,6,2/5/2008,66.39,31.11,35.28,29.28,,1,12.30130395099838,
2678,3293,7360,2008,2008_Pres-R_GA,GA,Pres-P,Pres-R,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,Mike Huckabee,47,REP,18,John McCain,44,REP,33,27,-15,2/5/2008,33.92,31.63,2.3,17.3,,0,9.979689948686579,
2692,3327,7362,2008,2008_Pres-D_IL,IL,Pres-P,Pres-D,American Research Group,9,Live Phone,,1/31/2008,600,Barack Obama,41,DEM,51,Hillary Rodham Clinton,45,DEM,40,,11,2/5/2008,64.66,32.76,31.9,20.9,,1,15.02333933900534,
2692,3311,7363,2008,2008_Pres-R_IL,IL,Pres-P,Pres-R,American Research Group,9,Live Phone,,1/31/2008,600,John McCain,44,REP,48,Mitt Romney,48,REP,34,3,14,2/5/2008,47.45,28.6,18.85,4.85,,1,-2.192366268300043,
58977,100979,7363,2008,2008_Pres-R_IL,IL,Pres-P,Pres-R,Market Shares Corp.,187,Live Phone,,1/31/2008,500,John McCain,44,REP,43,Mitt Romney,48,REP,20,15,23,2/5/2008,47.45,28.6,18.85,4.15,,1,-2.871717073579278,
2691,3310,7369,2008,2008_Pres-D_MO,MO,Pres-P,Pres-D,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,Barack Obama,41,DEM,41,Hillary Rodham Clinton,45,DEM,47,,-6,2/5/2008,49.32,47.9,1.42,7.42,,0,-.0295525738678021,
2671,3286,7369,2008,2008_Pres-D_MO,MO,Pres-P,Pres-D,Rasmussen Reports/Pulse Opinion Research,277,IVR,,1/31/2008,507,Barack Obama,41,DEM,38,Hillary Rodham Clinton,45,DEM,47,11,-9,2/5/2008,49.32,47.9,1.42,10.42,,0,3.379925476602901,
2715,3336,7369,2008,2008_Pres-D_MO,MO,Pres-P,Pres-D,SurveyUSA,325,IVR,,1/31/2008,664,Barack Obama,41,DEM,44,Hillary Rodham Clinton,45,DEM,48,,-4,2/5/2008,49.32,47.9,1.42,5.42,,0,-.9721066965611278,
2691,3317,7370,2008,2008_Pres-R_MO,MO,Pres-P,Pres-R,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,John McCain,44,REP,37,Mike Huckabee,47,REP,27,24,10,2/5/2008,32.95,31.53,1.43,8.57,,1,3.426074315016415,
2671,3285,7370,2008,2008_Pres-R_MO,MO,Pres-P,Pres-R,Rasmussen Reports/Pulse Opinion Research,277,IVR,,1/31/2008,593,John McCain,44,REP,32,Mike Huckabee,47,REP,29,28,3,2/5/2008,32.95,31.53,1.43,1.57,,1,-4.434454979468954,
2715,3347,7370,2008,2008_Pres-R_MO,MO,Pres-P,Pres-R,SurveyUSA,325,IVR,,1/31/2008,505,John McCain,44,REP,34,Mike Huckabee,47,REP,28,30,6,2/5/2008,32.95,31.53,1.43,4.57,,1,-.9563312241228463,
2677,3292,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,GQR Research (GQRR),126,Live Phone,,1/31/2008,600,Hillary Rodham Clinton,45,DEM,44,Barack Obama,41,DEM,38,,6,2/5/2008,53.76,43.93,9.83,3.83,,1,-1.533762736130424,
2682,3298,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,Hillary Rodham Clinton,45,DEM,46,Barack Obama,41,DEM,39,,7,2/5/2008,53.76,43.93,9.83,2.83,,1,-2.723585852946433,
2693,3301,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,Monmouth University,215,Live Phone,,1/31/2008,718,Hillary Rodham Clinton,45,DEM,50,Barack Obama,41,DEM,36,,14,2/5/2008,53.76,43.93,9.83,4.17,,1,-1.03921306503437,
2699,3322,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,SurveyUSA,325,IVR,,1/31/2008,642,Hillary Rodham Clinton,45,DEM,51,Barack Obama,41,DEM,39,,12,2/5/2008,53.76,43.93,9.83,2.17,,1,-3.308036466667302,
2682,3303,7375,2008,2008_Pres-R_NJ,NJ,Pres-P,Pres-R,Mason-Dixon Polling & Strategy,197,Live Phone,,1/31/2008,400,John McCain,44,REP,46,Mitt Romney,48,REP,31,5,15,2/5/2008,55.36,28.33,27.03,12.03,,1,5.458859984390099,
2693,3312,7375,2008,2008_Pres-R_NJ,NJ,Pres-P,Pres-R,Monmouth University,215,Live Phone,,1/31/2008,555,John McCain,44,REP,55,Mitt Romney,48,REP,23,7,32,2/5/2008,55.36,28.33,27.03,4.97,,1,-2.083460061244531,
2699,3319,7375,2008,2008_Pres-R_NJ,NJ,Pres-P,Pres-R,SurveyUSA,325,IVR,,1/31/2008,456,John McCain,44,REP,48,Mitt Romney,48,REP,25,9,23,2/5/2008,55.36,28.33,27.03,4.03,,1,-3.508689096023962,
2724,3332,7377,2008,2008_Pres-D_NY,NY,Pres-P,Pres-D,Marist College,183,Live Phone,,1/31/2008,409,Hillary Rodham Clinton,45,DEM,54,Barack Obama,41,DEM,38,,16,2/5/2008,57.37,40.32,17.05,1.05,,1,-4.484098027657639,for NBC News
2687,3337,7377,2008,2008_Pres-D_NY,NY,Pres-P,Pres-D,SurveyUSA,325,IVR,,1/31/2008,950,Hillary Rodham Clinton,45,DEM,54,Barack Obama,41,DEM,38,,16,2/5/2008,57.37,40.32,17.05,1.05,,1,-3.932078021764681,
2724,3345,7378,2008,2008_Pres-R_NY,NY,Pres-P,Pres-R,Marist College,183,Live Phone,,1/31/2008,181,John McCain,44,REP,61,Mitt Romney,48,REP,24,6,37,2/5/2008,51.8,27.69,24.1,12.9,,1,4.116708369009089,for NBC News
2687,3305,7378,2008,2008_Pres-R_NY,NY,Pres-P,Pres-R,SurveyUSA,325,IVR,,1/31/2008,462,John McCain,44,REP,55,Mitt Romney,48,REP,21,7,34,2/5/2008,51.8,27.69,24.1,9.9,,1,1.693723328451508,
2746,3368,7384,2008,2008_Pres-R_UT,UT,Pres-P,Pres-R,Dan Jones & Associates,70,Live Phone,,1/31/2008,600,Mitt Romney,48,REP,84,John McCain,44,REP,4,3,80,2/5/2008,89.49,5.38,84.11,4.11,,1,-5.404915243911883,sample size unavailable; estimated at 600 as a default
2637,3245,7351,2008,2008_Pres-D_CA,CA,Pres-P,Pres-D,Suffolk University,323,Live Phone,,2/1/2008,700,Hillary Rodham Clinton,45,DEM,39,Barack Obama,41,DEM,40,,-1,2/5/2008,51.47,43.16,8.32,9.32,,0,2.894542783077111,
2662,3274,7351,2008,2008_Pres-D_CA,CA,Pres-P,Pres-D,Zogby Interactive/JZ Analytics,395,Live Phone,,2/1/2008,1141,Hillary Rodham Clinton,45,DEM,41,Barack Obama,41,DEM,45,,-4,2/5/2008,51.47,43.16,8.32,12.32,,0,6.942553111112548,
2655,3267,7352,2008,2008_Pres-R_CA,CA,Pres-P,Pres-R,Suffolk University,323,Live Phone,,2/1/2008,500,John McCain,44,REP,39,Mitt Romney,48,REP,32,8,7,2/5/2008,42.25,34.56,7.69,.69,,1,-5.377237936082825,
2658,3270,7357,2008,2008_Pres-D_DE,DE,Pres-P,Pres-D,American Research Group,9,Live Phone,,2/1/2008,600,Barack Obama,41,DEM,42,Hillary Rodham Clinton,45,DEM,44,,-2,2/5/2008,53.07,42.29,10.78,12.78,,0,3.238790674880182,
2658,3277,7358,2008,2008_Pres-R_DE,DE,Pres-P,Pres-R,American Research Group,9,Live Phone,,2/1/2008,600,John McCain,44,REP,41,Mitt Romney,48,REP,35,7,6,2/5/2008,45.04,32.53,12.51,6.51,,1,-2.998791113410275,
2659,3271,7369,2008,2008_Pres-D_MO,MO,Pres-P,Pres-D,American Research Group,9,Live Phone,,2/1/2008,600,Barack Obama,41,DEM,44,Hillary Rodham Clinton,45,DEM,42,,2,2/5/2008,49.32,47.9,1.42,.58,,1,-7.391252270978954,
2659,3281,7370,2008,2008_Pres-R_MO,MO,Pres-P,Pres-R,American Research Group,9,Live Phone,,2/1/2008,600,John McCain,44,REP,29,Mike Huckabee,47,REP,31,27,-2,2/5/2008,32.95,31.53,1.43,3.43,,0,-1.92338354508505,
2708,3329,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,Quinnipiac University,267,Live Phone,,2/1/2008,463,Hillary Rodham Clinton,45,DEM,48,Barack Obama,41,DEM,43,,5,2/5/2008,53.76,43.93,9.83,4.83,,1,-.2912570187325899,
2708,3341,7375,2008,2008_Pres-R_NJ,NJ,Pres-P,Pres-R,Quinnipiac University,267,Live Phone,,2/1/2008,350,John McCain,44,REP,52,Mitt Romney,48,REP,30,6,22,2/5/2008,55.36,28.33,27.03,5.03,,1,-2.09113562011487,
2706,3334,7377,2008,2008_Pres-D_NY,NY,Pres-P,Pres-D,Quinnipiac University,267,Live Phone,,2/1/2008,517,Hillary Rodham Clinton,45,DEM,53,Barack Obama,41,DEM,39,,14,2/5/2008,57.37,40.32,17.05,3.05,,1,-1.569406963200165,
2661,3273,7377,2008,2008_Pres-D_NY,NY,Pres-P,Pres-D,Rasmussen Reports/Pulse Opinion Research,277,IVR,,2/1/2008,799,Hillary Rodham Clinton,45,DEM,52,Barack Obama,41,DEM,34,,18,2/5/2008,57.37,40.32,17.05,.95,,1,-3.958326671861714,
2706,3326,7378,2008,2008_Pres-R_NY,NY,Pres-P,Pres-R,Quinnipiac University,267,Live Phone,,2/1/2008,370,John McCain,44,REP,54,Mitt Romney,48,REP,22,9,32,2/5/2008,51.8,27.69,24.1,7.9,,1,-.6875933226213534,
2661,3283,7378,2008,2008_Pres-R_NY,NY,Pres-P,Pres-R,Rasmussen Reports/Pulse Opinion Research,277,IVR,,2/1/2008,524,John McCain,44,REP,49,Mitt Romney,48,REP,30,8,19,2/5/2008,51.8,27.69,24.1,5.1,,1,-3.714523381312604,
2741,3363,7383,2008,2008_Pres-D_UT,UT,Pres-P,Pres-D,Dan Jones & Associates,70,Live Phone,,2/1/2008,288,Barack Obama,41,DEM,53,Hillary Rodham Clinton,45,DEM,29,6,24,2/5/2008,56.72,39.07,17.66,6.34,,1,-3.430522786924646,for Deseret News
2741,120213,7384,2008,2008_Pres-R_UT,UT,Pres-P,Pres-R,Dan Jones & Associates,70,Live Phone,,2/1/2008,317,Mitt Romney,48,REP,84,John McCain,44,REP,4,3,80,2/5/2008,89.49,5.38,84.11,4.11,,1,-5.29706375070466,for Deseret News
2700,3320,7343,2008,2008_Pres-D_AL,AL,Pres-P,Pres-D,Capital Survey Research Center,44,Live Phone,,2/2/2008,435,Barack Obama,41,DEM,45,Hillary Rodham Clinton,45,DEM,45,,0,2/5/2008,55.96,41.57,14.39,14.39,,.5,2.587762018798255,
2700,3340,7344,2008,2008_Pres-R_AL,AL,Pres-P,Pres-R,Capital Survey Research Center,44,Live Phone,,2/2/2008,451,Mike Huckabee,47,REP,29,John McCain,44,REP,46,17,-17,2/5/2008,41.25,37.1,4.15,21.15,,0,13.4478101917217,
2641,3249,7351,2008,2008_Pres-D_CA,CA,Pres-P,Pres-D,American Research Group,9,Live Phone,,2/2/2008,600,Hillary Rodham Clinton,45,DEM,47,Barack Obama,41,DEM,39,,8,2/5/2008,51.47,43.16,8.32,.32,,1,-6.576861032704389,
2605,3212,7351,2008,2008_Pres-D_CA,CA,Pres-P,Pres-D,Rasmussen Reports/Pulse Opinion Research,277,IVR,,2/2/2008,798,Hillary Rodham Clinton,45,DEM,44,Barack Obama,41,DEM,45,,-1,2/5/2008,51.47,43.16,8.32,9.32,,0,3.060315016505559,
2641,3254,7352,2008,2008_Pres-R_CA,CA,Pres-P,Pres-R,American Research Group,9,Live Phone,,2/2/2008,600,John McCain,44,REP,32,Mitt Romney,48,REP,33,16,-1,2/5/2008,42.25,34.56,7.69,8.69,,0,3.591500621503778,
2605,3225,7352,2008,2008_Pres-R_CA,CA,Pres-P,Pres-R,Rasmussen Reports/Pulse Opinion Research,277,IVR,,2/2/2008,693,John McCain,44,REP,38,Mitt Romney,48,REP,38,10,0,2/5/2008,42.25,34.56,7.69,7.69,,.5,2.20373612378528,
2602,3209,7359,2008,2008_Pres-D_GA,GA,Pres-P,Pres-D,Opinion Savvy/InsiderAdvantage,243,Live Phone,,2/2/2008,342,Barack Obama,41,DEM,51,Hillary Rodham Clinton,45,DEM,36,,15,2/5/2008,66.39,31.11,35.28,20.28,,1,2.610469870422365,
2606,3213,7359,2008,2008_Pres-D_GA,GA,Pres-P,Pres-D,Rasmussen Reports/Pulse Opinion Research,277,IVR,,2/2/2008,524,Barack Obama,41,DEM,52,Hillary Rodham Clinton,45,DEM,37,,15,2/5/2008,66.39,31.11,35.28,20.28,,1,3.640183669341924,
2636,3244,7359,2008,2008_Pres-D_GA,GA,Pres-P,Pres-D,Strategic Vision LLC,320,Live Phone,,2/2/2008,600,Barack Obama,41,DEM,49,Hillary Rodham Clinton,45,DEM,27,,22,2/5/2008,66.39,31.11,35.28,13.28,,1,-4.169676403544425,
2602,3219,7360,2008,2008_Pres-R_GA,GA,Pres-P,Pres-R,Opinion Savvy/InsiderAdvantage,243,Live Phone,,2/2/2008,388,Mike Huckabee,47,REP,28,John McCain,44,REP,29,30,-1,2/5/2008,33.92,31.63,2.3,3.3,,0,-4.648587921969016,
2606,3233,7360,2008,2008_Pres-R_GA,GA,Pres-P,Pres-R,Rasmussen Reports/Pulse Opinion Research,277,IVR,,2/2/2008,783,Mike Huckabee,47,REP,28,John McCain,44,REP,31,29,-3,2/5/2008,33.92,31.63,2.3,5.3,,0,-2.011474023477624,
2636,3261,7360,2008,2008_Pres-R_GA,GA,Pres-P,Pres-R,Strategic Vision LLC,320,Live Phone,,2/2/2008,600,Mike Huckabee,47,REP,26,John McCain,44,REP,31,29,-5,2/5/2008,33.92,31.63,2.3,7.3,,0,-.1147581534954865,
2651,3260,7365,2008,2008_Pres-D_MA,MA,Pres-P,Pres-D,Suffolk University,323,Live Phone,,2/2/2008,400,Hillary Rodham Clinton,45,DEM,44,Barack Obama,41,DEM,46,,-2,2/5/2008,56.01,40.64,15.37,17.37,,0,7.497423882133875,
2651,3263,7366,2008,2008_Pres-R_MA,MA,Pres-P,Pres-R,Suffolk University,323,Live Phone,,2/2/2008,400,Mitt Romney,48,REP,50,John McCain,44,REP,37,4,13,2/5/2008,51.12,40.91,10.21,2.79,,1,-5.921895251293226,
2643,3251,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,Strategic Vision LLC,320,Live Phone,,2/2/2008,600,Hillary Rodham Clinton,45,DEM,47,Barack Obama,41,DEM,41,,6,2/5/2008,53.76,43.93,9.83,3.83,,1,-1.042125504925892,
2643,3262,7375,2008,2008_Pres-R_NJ,NJ,Pres-P,Pres-R,Strategic Vision LLC,320,Live Phone,,2/2/2008,600,John McCain,44,REP,55,Mitt Romney,48,REP,25,10,30,2/5/2008,55.36,28.33,27.03,2.97,,1,-3.822929070862517,
2608,3216,7381,2008,2008_Pres-D_TN,TN,Pres-P,Pres-D,Opinion Savvy/InsiderAdvantage,243,Live Phone,,2/2/2008,485,Hillary Rodham Clinton,45,DEM,55,Barack Obama,41,DEM,35,,20,2/5/2008,53.82,40.48,13.34,6.66,,1,-.8220777208031821,
2609,3217,7381,2008,2008_Pres-D_TN,TN,Pres-P,Pres-D,Public Policy Polling,263,IVR,,2/2/2008,1251,Hillary Rodham Clinton,45,DEM,56,Barack Obama,41,DEM,34,,22,2/5/2008,53.82,40.48,13.34,8.66,,1,1.761766239236084,
2608,3220,7382,2008,2008_Pres-R_TN,TN,Pres-P,Pres-R,Opinion Savvy/InsiderAdvantage,243,Live Phone,,2/2/2008,474,Mike Huckabee,47,REP,30,John McCain,44,REP,32,22,-2,2/5/2008,34.47,31.8,2.67,4.67,,0,-1.94015051930911,
2609,3221,7382,2008,2008_Pres-R_TN,TN,Pres-P,Pres-R,Public Policy Polling,263,IVR,,2/2/2008,1116,Mike Huckabee,47,REP,28,John McCain,44,REP,34,22,-6,2/5/2008,34.47,31.8,2.67,8.67,,0,1.851234730923804,
2590,100986,7343,2008,2008_Pres-D_AL,AL,Pres-P,Pres-D,Opinion Savvy/InsiderAdvantage,243,Live Phone,,2/3/2008,600,Barack Obama,41,DEM,45,Hillary Rodham Clinton,45,DEM,44,,1,2/5/2008,55.96,41.57,14.39,13.39,,1,2.611581099577531,sample size unavailable; estimated at 600 as a default
2629,3237,7343,2008,2008_Pres-D_AL,AL,Pres-P,Pres-D,SurveyUSA,325,IVR,,2/3/2008,638,Barack Obama,41,DEM,49,Hillary Rodham Clinton,45,DEM,47,,2,2/5/2008,55.96,41.57,14.39,12.39,,1,1.403528056922796,
2590,3195,7344,2008,2008_Pres-R_AL,AL,Pres-P,Pres-R,Opinion Savvy/InsiderAdvantage,243,Live Phone,,2/3/2008,566,Mike Huckabee,47,REP,38,John McCain,44,REP,29,20,9,2/5/2008,41.25,37.1,4.15,4.85,,1,-4.503147234016028,
2629,3241,7344,2008,2008_Pres-R_AL,AL,Pres-P,Pres-R,SurveyUSA,325,IVR,,2/3/2008,619,Mike Huckabee,47,REP,35,John McCain,44,REP,37,19,-2,2/5/2008,41.25,37.1,4.15,6.15,,0,-2.401855648594896,
2615,3230,7351,2008,2008_Pres-D_CA,CA,Pres-P,Pres-D,SurveyUSA,325,IVR,,2/3/2008,853,Hillary Rodham Clinton,45,DEM,53,Barack Obama,41,DEM,41,,12,2/5/2008,51.47,43.16,8.32,3.68,,1,-2.863477443026541,
2615,3223,7352,2008,2008_Pres-R_CA,CA,Pres-P,Pres-R,SurveyUSA,325,IVR,,2/3/2008,517,John McCain,44,REP,39,Mitt Romney,48,REP,36,9,3,2/5/2008,42.25,34.56,7.69,4.69,,1,-.4926159897248713,
2603,3210,7352,2008,2008_Pres-R_CA,CA,Pres-P,Pres-R,Zogby Interactive/JZ Analytics,395,Live Phone,,2/3/2008,833,John McCain,44,REP,33,Mitt Romney,48,REP,40,12,-7,2/5/2008,42.25,34.56,7.69,14.69,,0,9.94760019022535,
2623,3231,7355,2008,2008_Pres-D_CT,CT,Pres-P,Pres-D,SurveyUSA,325,IVR,,2/3/2008,635,Barack Obama,41,DEM,48,Hillary Rodham Clinton,45,DEM,46,,2,2/5/2008,50.7,46.66,4.04,2.04,,1,-6.395327845080524,
2623,3235,7356,2008,2008_Pres-R_CT,CT,Pres-P,Pres-R,SurveyUSA,325,IVR,,2/3/2008,333,John McCain,44,REP,52,Mitt Romney,48,REP,30,7,22,2/5/2008,52,32.91,19.09,2.91,,1,-2.336076468259587,
2610,3218,7359,2008,2008_Pres-D_GA,GA,Pres-P,Pres-D,Public Policy Polling,263,IVR,,2/3/2008,1017,Barack Obama,41,DEM,53,Hillary Rodham Clinton,45,DEM,37,,16,2/5/2008,66.39,31.11,35.28,19.28,,1,2.8699761736922,
2596,3203,7359,2008,2008_Pres-D_GA,GA,Pres-P,Pres-D,Zogby Interactive/JZ Analytics,395,Live Phone,,2/3/2008,865,Barack Obama,41,DEM,49,Hillary Rodham Clinton,45,DEM,29,,20,2/5/2008,66.39,31.11,35.28,15.28,,1,-1.782917202933277,
2591,3196,7360,2008,2008_Pres-R_GA,GA,Pres-P,Pres-R,Opinion Savvy/InsiderAdvantage,243,Live Phone,,2/3/2008,465,Mike Huckabee,47,REP,26,John McCain,44,REP,32,31,-6,2/5/2008,33.92,31.63,2.3,8.3,,0,.6299800290011913,
2610,3222,7360,2008,2008_Pres-R_GA,GA,Pres-P,Pres-R,Public Policy Polling,263,IVR,,2/3/2008,1263,Mike Huckabee,47,REP,27,John McCain,44,REP,31,29,-4,2/5/2008,33.92,31.63,2.3,6.3,,0,-.6855108330902007,
2630,3238,7362,2008,2008_Pres-D_IL,IL,Pres-P,Pres-D,SurveyUSA,325,IVR,,2/3/2008,1010,Barack Obama,41,DEM,66,Hillary Rodham Clinton,45,DEM,30,,36,2/5/2008,64.66,32.76,31.9,4.1,,1,-3.350753415371535,
2630,3239,7363,2008,2008_Pres-R_IL,IL,Pres-P,Pres-R,SurveyUSA,325,IVR,,2/3/2008,441,John McCain,44,REP,46,Mitt Romney,48,REP,25,17,21,2/5/2008,47.45,28.6,18.85,2.15,,1,-4.329928857788423,
2626,3234,7365,2008,2008_Pres-D_MA,MA,Pres-P,Pres-D,SurveyUSA,325,IVR,,2/3/2008,651,Hillary Rodham Clinton,45,DEM,56,Barack Obama,41,DEM,39,,17,2/5/2008,56.01,40.64,15.37,1.63,,1,-8.391554335184717,
2626,3243,7366,2008,2008_Pres-R_MA,MA,Pres-P,Pres-R,SurveyUSA,325,IVR,,2/3/2008,275,Mitt Romney,48,REP,58,John McCain,44,REP,37,3,21,2/5/2008,51.12,40.91,10.21,10.79,,1,3.566146481462101,
2632,3240,7369,2008,2008_Pres-D_MO,MO,Pres-P,Pres-D,SurveyUSA,325,IVR,,2/3/2008,671,Barack Obama,41,DEM,43,Hillary Rodham Clinton,45,DEM,54,,-11,2/5/2008,49.32,47.9,1.42,12.42,,0,6.659729587046037,
2600,3207,7369,2008,2008_Pres-D_MO,MO,Pres-P,Pres-D,Zogby Interactive/JZ Analytics,395,Live Phone,,2/3/2008,860,Barack Obama,41,DEM,45,Hillary Rodham Clinton,45,DEM,42,,3,2/5/2008,49.32,47.9,1.42,1.58,,1,-5.657334703747538,
2632,3242,7370,2008,2008_Pres-R_MO,MO,Pres-P,Pres-R,SurveyUSA,325,IVR,,2/3/2008,542,John McCain,44,REP,33,Mike Huckabee,47,REP,31,28,2,2/5/2008,32.95,31.53,1.43,.57,,1,-4.294137373586152,
2600,3215,7370,2008,2008_Pres-R_MO,MO,Pres-P,Pres-R,Zogby Interactive/JZ Analytics,395,Live Phone,,2/3/2008,860,John McCain,44,REP,34,Mike Huckabee,47,REP,27,25,7,2/5/2008,32.95,31.53,1.43,5.57,,1,.9921558794366917,
2618,3228,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,SurveyUSA,325,IVR,,2/3/2008,706,Hillary Rodham Clinton,45,DEM,52,Barack Obama,41,DEM,41,,11,2/5/2008,53.76,43.93,9.83,1.17,,1,-3.62842754971344,
2599,3208,7374,2008,2008_Pres-D_NJ,NJ,Pres-P,Pres-D,Zogby Interactive/JZ Analytics,395,Live Phone,,2/3/2008,872,Hillary Rodham Clinton,45,DEM,46,Barack Obama,41,DEM,41,,5,2/5/2008,53.76,43.93,9.83,4.83,,1,.3065715881846001,
2618,3226,7375,2008,2008_Pres-R_NJ,NJ,Pres-P,Pres-R,SurveyUSA,325,IVR,,2/3/2008,467,John McCain,44,REP,54,Mitt Romney,48,REP,25,7,29,2/5/2008,55.36,28.33,27.03,1.97,,1,-4.933481527280027,
