Rank,Pollster,Pollster Rating ID,Polls Analyzed,AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus-Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
130,CVOTER,40,6,no,no,0.25108863,B/C,-0.213936004,1,0,1.866060257,3.751462471,-1.882289094,-1.38892035,-0.224120487,6,-1.325805028,-0.367345677,3.063510182,0.069348025
131,Yankelovich Partners Inc.,390,7,yes,no,0.253942726,B/C,-0.032768935,0.5,0.571428571,10.18686758,7.436844593,2.753136105,2.591042927,0.186240453,3,-1.07178243,-1.869529302,4.088575656,0.31268031
132,ROI Rocket,554,3,no,no,0.254729728,B/C,,1,0.333333333,2.653546651,8.316465463,-5.659805692,-5.278375092,-0.665015749,0,,,4,0.424985555
133,Cardinal Point Analytics (CardinalGPS),591,3,no,no,0.254729728,B/C,-0.313378915,1,0,2.487356822,4.526710088,-2.036240146,-2.07591095,-0.261541374,3,-2.487356822,-7.321529436,7.26617679,0
134,Leger,572,12,no,no,0.257862051,B/C,0.2062533,0.958333333,0,2.857973417,4.489243844,-1.628157307,-1.128803652,-0.364086842,11,0.671884363,-0.701290297,2.816971904,1.092675691
135,Dan Jones & Associates,70,40,no,no,0.259535478,B,0.820636352,0.95,0.15,6.076845264,5.863630106,0.216328279,0.405955191,0.202373596,35,1.799559784,-1.93718182,9.496593413,0
136,Market Shares Corp.,187,25,no,no,0.259547563,B/C,-1.002713346,0.84,0.28,5.83117691,5.442360231,0.3919298,-0.506956293,-0.15145495,22,-4.091064106,-1.91854163,4.568093519,0.377503282
137,Columbus Dispatch,57,22,no,no,0.267877119,B/C,0.885748308,0.931818182,0.454545455,5.398401781,5.212145235,0.189369666,0.023602619,0.00779738,17,2.964986913,2.699026488,5.532590284,0
138,Edgewater Research/My People Vote,530,3,no,no,0.269618262,B/C,-0.052083454,1,0,1.953433355,5.357612241,-3.401065766,-2.612628464,-0.324322868,2,-0.66519165,0.683332443,1.233334859,0.684720675
139,University of South Alabama Polling Group,361,9,no,no,0.272759093,B/C,-0.375014348,1,0.111111111,3.689757029,5.072418332,-1.379548182,-1.882973451,-0.239738834,9,-2.945463816,-0.822916667,5.744313994,0.058093413
140,University of California Berkeley Institute of Governmental Studies,457,5,yes,no,0.27956134,B/C,0.15720345,1,0.8,6.69475441,5.369437737,1.328429793,1.62033166,0.311120149,3,1.193579356,3.276666641,7.213331956,0
141,"University of Nevada, Las Vegas Lee Business School",609,5,no,no,0.287459459,B/C,0.158836118,0.6,0.2,3.1980896,5.397822391,-2.196619671,-0.990880525,-0.191944403,5,0.8199646,0.706250334,4.05714253,0.280938977
142,InsiderAdvantage,243,182,no,no,0.295761294,B,0.215429877,0.692307692,0.368131868,6.640793612,6.464765728,0.179141004,0.323115402,0.281499306,97,0.256671807,-0.811770155,5.160935381,0
143,Lucid,175,25,no,no,0.295776012,B,1.802366856,0.88,0.32,4.149131317,4.478619309,-0.326374872,0.442739077,0.210336057,25,3.793825226,2.286737225,3.73972843,0
144,OpinionWorks,244,7,no,no,0.298389604,B/C,-0.542613735,0.928571429,0.428571429,6.478960037,5.261847453,1.220225705,-0.695383809,-0.13173855,7,-2.864194325,3.666666667,9.5,0
145,David Binder Research,578,3,no,no,0.308246451,B/C,0.084210619,0.333333333,0.333333333,4.232276917,7.222863305,-2.987473268,-1.575226089,-0.198460727,1,1.836772919,0.659999847,6.412625605,0
146,Market Research Institute Inc.,186,11,no,no,0.313428371,B/C,0.087315881,1,0.272727273,4.200614929,5.165810396,-0.962082347,-1.699643902,-0.229554685,11,0.646494779,0.371111149,5.071841119,0.349645309
147,RBI Strategies & Research,271,4,no,no,0.314031274,B/C,0.318041296,1,0,2.368895531,5.352650018,-2.980641366,-1.379306394,-0.190099623,3,2.516201019,3.802380771,5.13664655,0.08492333
148,DCCC Targeting and Analytics Department,68,8,no,no,0.318184143,B/C,1.450082258,0.4375,0.375,7.47147274,5.786653319,1.687932541,0.016769491,0.004799236,8,5.066877365,5,,0
149,Big Village,37,106,no,no,0.31943944,B-,0.155414524,0.70754717,0.254716981,5.621303468,6.093930825,-0.469514236,0.388345482,0.291954524,74,0.230551385,0.362677765,5.150279524,0
150,Thomas Partners Strategies/Øptimus,758,2,yes,no,0.326323291,B/C,-0.840061901,1,1,10.94705582,5.140582381,5.809586556,3.703513415,0.28420249,2,-10.94705582,-3.205554538,4.774998665,0
151,Ogden & Fry,425,3,no,no,0.326852746,B/C,-0.011386946,1,0,2.522648493,5.928564494,-3.40280288,-3.979213397,-0.411839728,2,-0.227836609,-5.816668193,5.950001526,0
152,Louisville Courier-Journal,174,10,no,no,0.327093836,B/C,-0.196051185,0.8,0.1,3.537194824,5.330371665,-1.79006372,-1.659329573,-0.214729137,10,-1.514994812,-1.027777439,5.348942075,0.303236852
153,Kiley & Company,162,5,no,no,0.332025212,B/C,0.351841692,1,0.4,4.351596069,5.453589384,-1.098880194,-1.519727908,-0.182111814,5,2.936128235,7.015042792,5.499278385,0
154,Riley Research Associates,290,7,no,no,0.337384532,B/C,-0.063620843,1,0,2.691127777,5.432563822,-2.738322924,-1.928889942,-0.19768453,7,-0.62077495,-1.264285796,,0
155,BSP Research/Shaw & Company Research,728,2,no,no,0.338069257,B/C,-0.077809715,0.75,0,0.778097153,5.455058708,-4.673848435,-3.607639274,-0.360763927,2,-0.778097153,2.67727271,2.5,1.078616491
156,Research 2000,281,278,no,yes,0.33822716,F,1.22565825,0.881294964,0.215827338,5.464896428,5.552614796,-0.084605247,0.134222194,0.111970488,248,1.498925363,1.191346344,4.611400196,0.249214531
157,Research Co.,449,58,no,no,0.339097475,B-,0.718410862,0.896551724,0.068965517,4.036007026,4.971310991,-0.932190844,-0.724956589,-0.537060204,57,0.972922911,0.267058386,3.458594366,1.143949933
158,Praecones Analytica,257,3,no,no,0.346612663,B/C,-0.174578116,0.333333333,0,1.793565114,5.445836935,-3.649158701,-3.750866679,-0.365093652,3,-1.793565114,-5.199742801,4.881398235,0.761622992
159,DFM Research,69,10,no,no,0.348612877,B/C,1.362752469,0.75,0.4,6.442132568,5.575037672,0.870208017,-0.504470272,-0.126369461,10,5.440144348,3.872948676,2.498721331,0.473171769
160,Blueprint Polling,470,2,no,no,0.348843049,B/C,0.28715229,1,0,2.871522903,5.242296708,-2.367660684,-1.892262087,-0.189226209,2,2.871522903,-1.484523364,8.539616875,0
161,BK Strategies,20,3,no,no,0.35503582,B/C,0.356790544,0.666666667,0.666666667,3.804033915,4.413797032,-0.606649997,-2.181678764,-0.212355473,3,3.665562948,-2.861421981,3.271102184,0.268215848
162,RMG Research,555,25,no,no,0.361247366,B-,3.278415788,0.76,0.48,6.007634888,4.64154311,1.369204898,0.268329029,0.146430549,25,6.00758606,0.255695339,2.89678513,0.301463221
163,Iowa State University Center for Survey Statistics and Methodology,153,3,no,no,0.366065886,B/C,,0.666666667,0.333333333,6.112259547,10.51597882,-4.40060615,-4.952558233,-0.452017458,0,,,,0
164,Morning Consult,218,72,no,no,0.369574965,B-,3.094420447,0.729166667,0.569444444,4.558604876,4.356406776,0.205311221,0.445353389,0.344498327,72,4.000340568,0.43459757,3.257952133,0
165,McKeon & Associates,202,3,no,no,0.37093579,B/C,0.169312963,0.666666667,0.333333333,2.908102671,5.809023309,-2.897807517,-5.278125098,-0.473716217,2,3.034235001,0.592857361,12.75257481,0
166,Ipsos,154,111,yes,no,0.371738708,B-,1.846758035,0.684684685,0.18018018,4.672298655,4.901043849,-0.225632074,0.078635752,0.063978132,104,2.28248046,0.752007299,3.216406613,0.482933623
167,Frederick Polls,108,8,no,no,0.374693656,B/C,0.613848659,0.5,0,3.602683544,4.754077927,-1.148281262,-0.509527544,-0.136943438,7,2.342784337,-0.139460818,2.929860998,0.659410592
168,John Zogby Strategies,583,2,no,no,0.377594199,B/C,0.030752993,1,0,1.091424942,4.078330531,-2.983792469,-2.645846351,-0.231973209,2,0.350763321,-4.01689341,4.469075016,0
169,El Nuevo Día/The Research Office,599,2,no,no,0.377594199,B/C,,1,0,1.738414764,4.679685834,-2.938157949,-2.288283937,-0.200624109,0,,,4.416666667,0
170,Alabama State University,8,4,no,no,0.377979399,B/C,,0.5,0.5,6.405011177,9.387501407,-2.979377109,-4.132405538,-0.361810126,0,,,4.600000381,0.078392481
171,Benenson Strategy Group,30,12,no,no,0.384415641,B/C,1.163688804,0.708333333,0.25,6.122449875,5.854260599,0.271302396,0.127424211,0.032386855,12,4.578466415,5.377061013,4.57948614,0
172,University of Washington Center for Survey Research,364,9,no,no,0.38802908,B/C,0.047290462,1,0,3.622421689,5.040765091,-1.415230282,-1.169459173,-0.200197823,9,0.276248084,3.35621775,4.606347677,0.794824569
173,Latino Decisions,482,2,no,no,0.392831853,B/C,0.200429034,1,0,3.486745834,7.016473748,-3.526614794,-3.514795213,-0.308157851,1,4.371688843,-2.489285469,0.5,1.688593257
174,Maine People's Resource Center,180,14,no,no,0.403326729,B/C,0.114792105,0.928571429,0.214285714,5.790616172,4.770123311,1.023605981,0.348852813,0.103861668,12,0.415698369,-0.995833821,6.838354613,0
175,Orion Strategies,246,4,no,no,0.410386673,B/C,0.092732562,1,0.25,3.205870628,6.349158386,-3.140174637,-4.215555725,-0.326488162,3,1.528385162,6.492857125,2.666666667,0.348757279
176,We Ask America,376,56,no,no,0.410865877,B-,-0.842745311,0.8125,0.446428571,6.734634876,6.015354344,0.722393652,0.600214063,0.36803061,37,-1.678166931,-1.611789049,5.487811357,0
177,University of New Hampshire Survey Center,357,129,yes,no,0.411451219,B-,2.021319046,0.856589147,0.263565891,5.918057656,5.505557179,0.415613598,0.457036907,0.368730382,116,2.550523347,2.413210551,5.27049533,0.162360012
178,Tulchin Research,340,3,no,no,0.415015931,B/C,-0.073186411,0.666666667,0,3.758895874,5.240234625,-1.478225631,-2.132655265,-0.186228077,3,-0.838119507,5.405614937,2.891996797,0.548264963
179,Richard Day Research,287,11,no,no,0.416845252,B/C,-0.393986416,1,0.363636364,5.524370367,5.285204149,0.242279339,-0.577904559,-0.078331345,11,-2.906710538,-0.461781123,5.530808907,0
180,University of New Orleans Survey Research Center,358,13,no,no,0.418308004,B/C,0.29801952,0.923076923,0.307692308,5.591800983,5.275450275,0.319463828,0.398007842,0.118325668,12,1.09154129,1.87888908,9.540870497,0
181,GS Strategy Group,478,2,no,no,0.418696754,B/C,-0.383158959,1,0.5,5.118545532,6.025427667,-0.903769014,-2.673934682,-0.200162726,2,-5.118545532,-5.806252956,,0
182,Keating Research,161,5,no,no,0.419877235,B/C,0.127664084,0.8,0,2.420847321,4.512997344,-2.089036903,-1.122862245,-0.154351709,5,0.928717804,2.783593648,3.771529647,0.591928456
183,IVR Polls,146,4,no,no,0.419959185,B/C,,1,0.25,4.066034317,8.604891332,-4.535743895,-2.968815651,-0.221067872,0,,,7.977818519,0
184,Meeting Street Insights,204,5,no,no,0.429405518,B/C,0.617790271,0.4,0,4.120200539,5.152384718,-1.029071059,-1.004496974,-0.192117124,4,4.058353901,1.280954818,2.589868277,1.012137734
185,Keating Research/OnSight Public Affairs/Melanson,455,3,no,no,0.430561124,B/C,-0.098803096,1,0,1.932412465,4.828129942,-2.892604357,-1.897924197,-0.230549103,3,-0.813365936,0.575396644,2.064001485,1.226228374
186,MWR Strategies,617,2,no,no,0.432854605,B/C,-0.030027543,0.5,0,1.786197662,4.789775235,-3.000464452,-1.73687646,-0.133285494,2,-0.391296387,-2.872318991,5.210292016,0
187,Potomac Incorporated,256,8,no,no,0.433199936,B/C,-0.262037586,0.875,0.125,4.735430717,6.204321817,-1.465777979,-1.417041819,-0.140674818,6,-3.138171514,1.314545504,4.517884821,0.351844724
188,OnPoint,240,6,no,no,0.434056739,B/C,0.021741999,1,0,2.569691976,5.031777438,-2.458972342,-1.915134832,-0.181003853,6,0.230044047,2.054282396,3.488647199,0.744548874
189,MSR Group,178,6,no,no,0.434236647,B/C,0.091851054,1,0.166666667,5.413892746,5.708327867,-0.291322001,-1.670901319,-0.130359895,6,1.177310308,1.333333333,,0
190,University of Massachusetts Department of Political Science,354,11,no,no,0.436053825,B/C,-0.134590569,1,0.363636364,6.546679237,8.065943568,-1.516151211,-0.814630563,-0.089745779,2,-6.113641739,-0.833333333,7.665543245,0
191,Impact Research,14,21,no,no,0.438403988,B/C,1.255574289,0.595238095,0.333333333,6.042241959,5.793738509,0.25161657,0.545738598,0.216016399,21,3.172052474,5.443703346,4.137790476,0.104354398
192,WPA Intelligence,383,18,no,no,0.443221648,B/C,-0.640930373,0.694444444,0.444444444,7.117205196,5.920962567,1.19935575,0.631302788,0.236440092,16,-1.906591177,-5.277739723,10.72007522,0
193,Master Image,200,2,no,no,0.443678888,B/C,,1,0,0.954879761,9.134983005,-8.176990124,-6.507782481,-0.436454407,0,,,,0
194,Douglas Fulmer & Associates,82,2,no,no,0.443678888,B/C,,1,0.5,5.042966843,9.472403844,-4.426323881,-4.17076612,-0.279718823,0,,,8.624999523,0
195,Basswood Research,24,4,no,no,0.453951261,B/C,-0.183004089,0.75,0.5,8.054463863,7.104042105,0.953534879,-1.016458349,-0.093632074,2,-8.711481094,,,0
196,Northern Arizona University Social Research Laboratory,234,4,no,no,0.456588286,B/C,-0.209412826,1,0.25,3.581903458,5.583721023,-1.998704445,-2.986462151,-0.188269102,4,-3.32185936,-5.12962963,6,0.188002341
197,CJ&N,63,3,no,no,0.466442551,B/C,0.080989482,1,0.333333333,4.44857343,7.341927696,-2.890241145,-3.169997903,-0.190098046,1,3.249938965,,,0
198,Missouri State University Center for Social Science and Public Policy Research,212,3,no,no,0.469153678,B/C,0.268340371,0.666666667,0,4.362482707,6.24637312,-1.880777293,-1.959483428,-0.127790014,3,4.11462911,1.158334732,4.099998474,0.25911985
199,Marshall Marketing,196,4,no,no,0.469374315,B/C,-0.185526146,1,0,3.45236969,6.161211847,-2.705729037,-1.461008645,-0.103709316,3,-3.066509247,-1.328352508,,0
200,APC Research,4,2,no,no,0.47103352,B/C,0.148344544,1,0,2.534235001,5.322456152,-2.785108031,-3.179031652,-0.186088505,2,2.534235001,0.40238117,,0
201,The Castleton Polling Institute,45,3,no,no,0.472918351,B/C,,1,0.333333333,9.949242274,10.76580033,-0.813444934,-0.829264131,-0.075686513,0,,,,0
202,Ragnar Research Partners,517,2,no,no,0.484106363,B/C,0.285572007,1,0.5,4.802282333,4.898685232,-0.093289778,-0.785140661,-0.068836801,2,3.257184982,-2.324999809,,0
203,JMC Analytics,156,13,no,no,0.485745378,B/C,-0.71691571,0.884615385,0.153846154,5.701514317,5.128229341,0.576398097,0.6954941,0.235339134,13,-2.118689904,-1.712971274,5.79709197,0
204,Financial Dynamics,95,15,no,no,0.48861125,B/C,-0.378871373,1,0.066666667,3.141099803,4.866474987,-1.722262064,-0.115404326,-0.026586108,15,-1.644595591,-1.831966872,2.573435642,0.583649153
205,CWS Research,697,1,no,no,0.489968279,B/C,-0.005116312,1,0,0.09720993,4.719662562,-4.619339511,-3.271128465,-0.172164656,1,-0.09720993,-2.059999847,2.574999809,1.082886847
206,Fabrizio Lee & Associates/Impact Research,694,1,no,no,0.489968279,B/C,0.035806555,1,0,0.680324554,5.357277076,-4.673839401,-2.988116907,-0.157269311,1,0.680324554,-1.617884489,3.200000127,0
207,Washington College,735,1,no,no,0.489968279,B/C,0.263890517,1,0,5.01391983,5.407143009,-0.390110059,-2.077056334,-0.109318754,1,5.01391983,,,0
208,MFour Mobile Research,177,2,no,no,0.495099186,B/C,-0.14461502,1,0.5,2.833835602,4.21630747,-1.379358748,-4.3717919,-0.223099312,2,-2.833835602,5.083333333,6.876241256,0
209,Google Consumer Surveys,122,24,yes,no,0.497925895,B/C,-0.083463093,0.916666667,0.375,5.338714759,4.04452581,1.297302069,1.574435305,0.684745203,24,-0.19190677,-0.753912904,3.573758579,0
210,Zogby Analytics,395,494,no,no,0.499237627,B-,-0.596234293,0.775303644,0.305668016,5.531506901,5.355300068,0.179319953,0.543306829,0.485786608,395,-0.685847348,0.155389169,4.986770162,0.001932235
211,American Viewpoint,10,9,no,no,0.500918778,B/C,-0.605177565,0.611111111,0.111111111,5.542461819,5.656877036,-0.111302096,0.540987338,0.12824549,8,-3.556180954,-3.352430203,8.001733423,0
212,OnMessage Inc.,239,12,no,no,0.501681693,B/C,-1.478158216,0.75,0.333333333,6.768326441,5.587458498,1.183981064,0.622885146,0.167557936,12,-5.494951884,-5.825301625,7.706283609,0
213,Slingshot Strategies,451,2,no,no,0.502830818,B/C,0.400605637,1,0.5,4.842481613,5.079627143,-0.234032409,-0.521959682,-0.047075901,2,4.441762924,3.809091395,6.853024068,0
214,The Tyson Group,334,14,no,no,0.504721894,B/C,0.095356983,0.892857143,0.142857143,4.525080817,5.69747515,-1.169281213,0.349594304,0.094559941,12,0.459188779,0.108508397,4.207747812,0.287729397
215,Braun Research,33,6,no,no,0.506098293,B/C,1.0288798,1,0.5,6.537693342,5.29733895,1.243467512,0.042906122,0.006752419,6,6.537693342,2.750000318,2.25,0.193905661
216,Dixie Strategies,81,11,no,no,0.507715454,B/C,-1.00242975,0.954545455,0.545454545,6.590615879,5.94368867,0.65004033,0.696037345,0.205831434,8,-4.020812035,-3.992251247,7.679260661,0
217,Wiese Research Associates,382,7,no,no,0.508455322,B/C,0.841106289,1,0.428571429,7.337985447,5.79181542,1.549283148,0.244142431,0.0381171,7,5.387338911,6.705555386,,0
218,Merrill Poll,206,2,no,no,0.508789796,B/C,,1,0.5,8.717165947,9.706644704,-0.986365637,-1.029159465,-0.069022157,0,,,,0
219,RAND (American Life Panel),270,4,no,no,0.511324317,B/C,0.151602087,1,0.25,2.672262192,3.591659696,-0.916284384,-0.182440045,-0.019360413,4,1.428600311,3.722394992,4.182537085,0
220,Park Street Strategies,534,1,no,no,0.511724617,B/C,,1,0,2.430028915,8.451187282,-6.018045246,-3.923167345,-0.179865647,0,,,4.939999962,0
221,Data Targeting,406,1,no,no,0.511724617,B/C,-0.183361963,1,0,3.999427795,6.102725698,-2.100184782,-3.494343063,-0.160205319,1,-3.999427795,,,0
222,Rethink Priorities,672,2,no,yes,0.511980623,F,0.333229856,1,0.5,3.800762177,4.403520621,-0.599645324,-0.467211657,-0.04096254,2,3.800762177,-0.490371269,2.787908395,0
223,NewsNation,696,1,no,no,0.517380109,B/C,0.076332895,1,0,1.450325012,5.177620026,-3.724181894,-1.948239199,-0.102538905,1,1.450325012,-0.83307633,2.810666148,0.469063987
224,Overtime Politics,247,12,no,yes,0.517700291,F,,0.666666667,0.416666667,9.797381242,8.86004881,0.940445553,0.73871054,0.222608595,0,,,6.634753052,0
225,Southern Media & Opinion Research,310,7,no,no,0.52325064,B/C,0.082588023,1,0.285714286,6.942311151,5.278326799,1.667097472,0.393205174,0.065486994,7,0.495885304,0.460476067,,0
226,Tufts University Public Opinion Lab,666,2,no,no,0.523578668,B/C,0.293470326,0.5,0,3.111255646,4.75445128,-1.640082513,-0.714322989,-0.067378777,2,3.111255646,0.073183413,3.130850826,0.488100754
227,Blumenthal Research Daily,447,2,no,yes,0.528088363,F,-0.137941366,1,0,2.467611313,5.551334586,-3.080610152,-2.079486588,-0.159576921,2,-1.797548294,-3.291666667,1,1.583624933
228,Minneapolis Star Tribune,315,14,no,no,0.529319197,B/C,0.697023904,0.571428571,0.428571429,5.331854684,4.361307606,0.973660198,0.433983106,0.072684378,12,4.414926529,3.135463069,5.092240845,0
229,Mason Strategies,464,1,no,no,0.53079455,B/C,0.075418302,1,0,1.890171051,5.686569543,-3.793285371,-4.48683896,-0.179026008,1,1.890171051,-4.050000191,,0
230,1892 Polling,461,1,no,no,0.53079455,B/C,-0.024143592,1,0,0.605098724,4.943800101,-4.335588257,-3.749347233,-0.149599902,1,-0.605098724,-3.911176682,7.549999237,0
231,Big Data Poll,251,4,no,yes,0.530928375,F,-0.385230185,0.25,0.25,3.06461525,3.707016833,-0.639288463,0.189939906,0.023875945,4,-3.06461525,-4.774735852,6.518832699,0
232,Ethridge & Associates LLC,89,6,no,no,0.532586197,B/C,-0.04857472,0.833333333,0,2.665346781,4.970071399,-2.301611497,-1.917323851,-0.130754431,6,-0.71227773,-3.748809524,1.945446689,1.274145774
233,Change Research,48,109,yes,no,0.534237667,B-,2.807964526,0.747706422,0.348623853,6.366960893,5.087250435,1.282823578,0.532525685,0.44181139,101,3.436489936,0.899797331,4.252834397,0.205203868
234,Bendixen & Amandi International,29,2,no,no,0.538561134,B/C,0.100414572,1,0,3.022010803,4.972940183,-1.94781626,-0.58525195,-0.039250819,2,1.497238159,3.181666629,,0
235,Baruch College Survey Research,22,2,no,no,0.53914202,B/C,,1,0,5.48683548,9.281408499,-3.791459898,-0.57659061,-0.038669933,0,,,9.150757595,0
236,The Polling Company Inc./National Research Inc.,644,1,no,no,0.539417796,B/C,-0.098741944,0,0,2.653556824,5.494088904,-2.83741896,-3.721589189,-0.138484674,1,-2.653556824,1.80611123,3.550001144,0.830740577
237,University of Southern California Center for Economic and Social Research,343,10,yes,no,0.539499296,B/C,0.934094014,0.8,0.9,5.561611557,4.352377776,1.212346902,2.12842518,0.640751123,10,3.102841568,1.532621325,6.722037689,0
238,Personal Marketing Research,252,3,no,no,0.540392366,B/C,,0.666666667,0.333333333,5.449838638,9.356013708,-3.903061949,-3.425631655,-0.126430661,0,,,6.100505063,0.027413448
239,Scripps Howard,303,5,no,no,0.541999238,B/C,-0.12218959,1,0.4,4.791268921,4.662037559,0.132344482,-1.371186887,-0.077739108,5,-2.155218506,-3.042857143,2.449489743,0.518745993
240,Market Decisions Research,184,4,no,no,0.542680067,B/C,-0.060056338,1,0.25,4.669270515,4.994036847,-0.321653211,-1.277336631,-0.081037968,4,-0.946619987,-0.4,5.5,0.65465559
241,Forward Strategies,102,2,no,no,0.542991149,B/C,0.058044937,1,0,1.306035995,4.858702628,-3.549553512,-2.30432542,-0.10241251,2,1.306035995,3.428571429,4,0.90657192
242,Market Solutions Group,188,4,no,no,0.543042552,B/C,-0.002936493,1,0.25,4.363839149,6.167257751,-1.800305481,-1.381697779,-0.074704585,2,-0.120195389,1.5,4.40151707,0.448482199
243,Valley Research,368,8,no,no,0.54511845,B/C,0.364111614,0.875,0.125,5.055459499,4.909898644,0.148673976,-0.066876707,-0.006821256,8,3.569809437,3.237499714,2,0.159620965
244,Voter/Consumer Research,371,8,no,no,0.545226464,B/C,-0.082961254,1,0.375,4.966634989,5.501624522,-0.531876413,-0.959962555,-0.137157219,8,-0.580645323,-2.95335497,2.05764765,1.372204334
245,Targeted Persuasion,579,1,no,no,0.54748088,B/C,,1,0,0.947402954,9.624829737,-8.674313663,-10.14141826,-0.351874378,0,,,,0
246,University of Houston Center for Public Policy,351,1,no,no,0.54748088,B/C,,1,0,2.184780121,9.513840621,-7.325947379,-8.699548266,-0.301846157,0,,,,0
247,Singularis Group,306,1,no,no,0.54748088,B/C,-0.027705631,1,0,0.79850769,5.207903396,-4.406282585,-4.376602464,-0.151853935,1,-0.79850769,2,,0
248,Behavior Research Center (Rocky Mountain Poll),27,7,no,no,0.548878483,B/C,0.384242691,1,0.285714286,5.284987313,6.056358697,-0.768258263,-0.556241875,-0.053681934,6,5.301879883,2.95,4.648209171,0.624583597
249,CSP Polling,39,1,no,yes,0.550162184,F,0.095471432,1,0,2.565666199,5.353753868,-2.784974549,-2.60719204,-0.097016657,1,2.565666199,-2.554444631,4.166666667,0.895932999
250,DHM Research,76,14,no,no,0.557038742,B/C,-0.081998682,0.857142857,0.071428571,4.405099324,5.486522155,-1.078309711,0.237970756,0.062317253,12,-0.376454353,0.380568119,4.40431786,0.580401012
251,Franklin Pierce University Marlin Fitzwater Center for Communication,107,17,no,no,0.557266425,B/C,0.660169305,0.852941176,0.529411765,6.729339712,5.904888587,0.827564245,0.573556067,0.106655814,12,4.475711823,5.213579086,5.853875598,0.087486454
252,KG Polling,502,2,no,yes,0.559729585,F,0.16652763,1,0,2.170063019,5.476307976,-3.303131837,-1.658437313,-0.127266182,2,2.170063019,0.5,1,1.57490031
253,Mercyhurst University Center for Applied Politics,422,1,no,no,0.562059442,B/C,-0.022249703,1,0,0.737953186,5.923188459,-5.182122153,-6.701208823,-0.202045208,1,-0.737953186,,,0
254,Odney,524,1,no,no,0.562059442,B/C,0.06284457,1,0,2.084358215,5.986240865,-3.89876953,-5.087064776,-0.153377859,1,2.084358215,-8,8,0
255,Diamond State Consulting Group,78,1,no,no,0.562059442,B/C,0.113995078,1,0,3.780860901,5.548476598,-1.764502577,-2.578051451,-0.077729698,1,3.780860901,-5.400001526,5.400001526,0.419497519
256,IMGE Insights,145,2,no,no,0.562184318,B/C,-0.460781027,1,0.5,6.421825409,4.984773997,1.440164532,-0.138991962,-0.009972999,2,-6.421825409,-0.539500046,6.87774986,0
257,PSB Research,250,19,no,no,0.563076917,B/C,2.095378482,0.631578947,0.421052632,7.753718125,6.091479337,1.665351909,0.873853987,0.263342909,19,6.953119981,1.048611153,5.391713725,0.015446664
258,Jim Meader (KELOLAND-TV),159,4,no,no,0.564839263,B/C,0.219603283,1,0.25,4.569961548,5.360309397,-0.787234729,-0.747427985,-0.035916635,4,4.569961548,4.379166603,,0
259,University of Tennessee,362,2,no,no,0.565066317,B/C,-0.079633505,1,0,2.725971222,4.848425424,-2.119341082,-3.970504035,-0.115989909,2,-2.725971222,-5.43999939,,0
260,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,370,8,no,no,0.566665745,B/C,0.059608932,0.875,0.125,4.503078938,5.07330585,-0.567113792,-0.01556354,-0.003627131,8,0.255774021,-0.748737883,3.6292347,0.827220917
261,Reconnect Research/Probolsky Research,651,2,no,no,0.567918562,B/C,-0.144871393,0.5,0,1.652378082,5.292144232,-3.636653029,-1.843664931,-0.161642368,2,-1.652378082,-1.21562469,2.200000763,2.014471736
262,Richmond Times-Dispatch,288,4,no,no,0.570526002,B/C,0.140340266,1,0,3.319431305,4.568468224,-1.245923799,-0.796161564,-0.038230668,4,2.922615051,2.411111111,4.964109124,0.165740453
263,JMC Analytics/Bold Blue Campaigns,503,5,no,no,0.57200512,B/C,-0.950901679,0.8,0.2,6.713185883,5.671653696,1.044645307,0.702581775,0.120874292,5,-5.527115631,-6.84166654,26,0
264,Manhattanville College,181,3,no,no,0.573659603,B/C,-0.148821549,1,0.333333333,6.246330261,6.73041305,-0.480969668,-1.63413906,-0.048942767,2,-8.190769196,0.153535332,7.177654339,0
265,Global Strategy Group/National Research (Philadelphia Inquirer),119,4,no,no,0.574440436,B/C,-0.259954969,1,0.25,2.979176521,4.949239972,-1.96695033,-1.602059618,-0.155572083,4,-2.676980019,0.220312536,2.248334797,1.940660405
266,Garin-Hart-Yang/Global Strategy Group,412,1,no,no,0.574779637,B/C,-0.023058819,1,0,0.880649567,4.214981743,-3.331219056,-2.774064344,-0.072635758,1,-0.880649567,2.525806427,4,0.624120097
267,War Room Logistics,374,1,no,no,0.574779637,B/C,,1,1,4.470468521,7.638209634,-3.164627993,-2.642576447,-0.069192895,0,,,11.75555568,0
268,High Point University Survey Research Center,139,4,yes,no,0.578175028,B/C,0.003598108,0.75,0.5,10.44703197,6.488086537,3.962058558,4.13558204,0.576034322,2,0.096837997,1.800787314,5.961042078,0
269,Jorge Benítez,600,4,no,no,0.57931761,B/C,,0.5,0,5.131099701,5.231763942,-0.09755112,0.714076064,0.115119459,0,,,9.25,0
270,Strategic Research Associates,462,5,no,no,0.579415468,B/C,0.336591584,0.8,0.2,5.036313629,5.659305457,-0.619878707,0.386652183,0.06652081,5,1.956438446,0.119733362,3.249998093,0.359002238
