date,NYC-3-1-1,ACS,BPSI,CAU,CHALL,DEP,DOB,DOE,DOF,DOHMH,DPR,FEMA,HPD,HRA,MFANYC,MOSE,NYCEM,NYCHA,NYCSERVICE,NYPD,NYSDOL,SBS,NYSEMERGENCYMG,total
7/2/13,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,3,0,3,2,8,23
7/3/13,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,0,0,1,3,0,0,2,12,28
7/4/13,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
7/5/13,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,5,0,1,0,13,26
7/6/13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
7/7/13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3
7/8/13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,8,16
7/9/13,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,1,1,1,4,0,0,0,15,29
7/10/13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,11,23
7/11/13,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,5,5,17
7/12/13,0,0,0,0,8,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,10,25
7/13/13,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,4,11
7/14/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6
7/15/13,0,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,1,7,21
7/16/13,0,0,0,0,3,0,3,0,2,1,0,0,0,0,0,1,0,0,2,0,1,2,3,18
7/17/13,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,1,0,0,4,2,0,5,11,30
7/18/13,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8,15
7/19/13,0,2,0,0,3,0,1,0,3,3,0,0,0,0,0,1,0,1,2,0,0,4,5,25
7/20/13,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,6
7/21/13,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,6
7/22/13,0,1,0,0,4,1,1,0,1,4,0,0,0,0,0,1,0,0,2,1,0,6,5,27
7/23/13,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,7,16
7/24/13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,12,18
7/25/13,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,17
7/26/13,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,4,1,1,4,7,25
7/27/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4
7/28/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
7/29/13,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,11,20
7/30/13,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,6,19
7/31/13,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,4,7,20
8/1/13,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,7,20
8/2/13,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,3,6,17
8/3/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8/4/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
8/5/13,0,0,0,0,2,0,4,0,1,1,0,0,0,0,0,0,2,0,5,1,1,1,12,30
8/6/13,0,0,0,0,1,0,2,0,3,2,0,0,0,0,0,0,1,0,1,0,0,1,12,23
8/7/13,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,3,11,22
8/8/13,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,5,5,17
8/9/13,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,8,14
8/10/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4
8/11/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8/12/13,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,6,3,17
8/13/13,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,3,15
8/14/13,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,6,15
8/15/13,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,10,22
8/16/13,0,0,0,0,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,7,19
8/17/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8/18/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
8/19/13,0,0,0,0,3,0,2,0,3,1,0,0,0,0,0,2,0,0,2,1,0,2,10,26
8/20/13,0,0,0,0,1,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,6,18
8/21/13,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,1,7,20
8/22/13,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,4,9,23
8/23/13,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,11
8/24/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8/25/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
8/26/13,0,0,0,0,3,1,1,0,9,0,0,0,0,0,0,0,2,0,1,0,0,1,0,18
8/27/13,0,0,0,0,2,2,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,5,10,27
8/28/13,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,3,1,13
8/29/13,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14
8/30/13,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,5,19
8/31/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9/1/13,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9/2/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
9/3/13,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,3,3,14
9/4/13,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12
9/5/13,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
9/6/13,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,2,6,16
9/7/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3
9/8/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
9/9/13,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,7,16
9/10/13,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,1,10,20
9/11/13,0,0,0,0,3,0,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,2,5,25
9/12/13,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,4,6,19
9/13/13,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,3,3,14
9/14/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5
9/15/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9/16/13,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3,8,21
9/17/13,0,0,0,0,1,0,1,0,5,2,0,0,0,0,0,0,0,0,1,1,0,1,3,15
9/18/13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,8
9/19/13,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,2,0,0,1,8,16
9/20/13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,8,14
9/21/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5
9/22/13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
9/23/13,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,2,0,0,2,4,15
9/24/13,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,12,21
9/25/13,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,8,15
9/26/13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,8
9/27/13,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,2,8,17
9/28/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,5
9/29/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
9/30/13,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,1,0,0,4,0,0,6,14,33
10/1/13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,9,13
10/2/13,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,3,11
10/3/13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,8,15
10/4/13,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,6,16
10/5/13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
10/6/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10/7/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
10/8/13,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,1,2,0,3,4,16
10/9/13,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,4,13
10/10/13,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,10,17
10/11/13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,8
10/12/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
10/13/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4
10/14/13,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,5,13
10/15/13,0,0,0,0,4,1,2,0,4,0,0,0,0,0,0,2,0,0,2,2,1,0,7,25
10/16/13,0,0,0,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,4,6,20
10/17/13,0,0,0,0,2,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,7,20
10/18/13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,4,10
10/19/13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/20/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
10/21/13,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,6,15
10/22/13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,3,9
10/23/13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,6,11
10/24/13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,9
10/25/13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,5,10
10/26/13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5
10/27/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8
10/28/13,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,3,17,30
10/29/13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,9,17,31
10/30/13,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,6,19,33
10/31/13,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,8,13
11/1/13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,16
11/2/13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,12
11/3/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5
11/4/13,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,9
11/5/13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,5,9
11/6/13,0,0,0,0,6,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,6,20
11/7/13,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,8,21
11/8/13,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,6,15
11/9/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,7
11/11/13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13
11/12/13,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11
11/13/13,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,10,21
11/14/13,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
11/15/13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8
11/16/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11/17/13,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
11/18/13,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,7,21
11/19/13,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,5,12
11/20/13,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,7,14
11/21/13,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,7,14
11/22/13,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,9
11/23/13,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,8
11/24/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11/25/13,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
11/26/13,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,18
11/27/13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8
11/28/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10
11/30/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/1/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
12/2/13,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8
12/3/13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
12/4/13,0,0,0,0,6,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,7,19
12/5/13,0,0,0,0,1,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10
12/6/13,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
12/7/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/13,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
12/9/13,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,9
12/10/13,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
12/11/13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7
12/12/13,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,9
12/13/13,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,10
12/14/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
12/15/13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5
12/16/13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5
12/17/13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,9
12/18/13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
12/19/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
12/20/13,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,4,10
12/21/13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
12/22/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/23/13,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,8
12/24/13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
12/25/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
12/27/13,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7
12/28/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
12/29/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
12/30/13,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,7
12/31/13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
1/1/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
1/3/14,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
1/4/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1/5/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/14,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,4,14
1/7/14,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
1/8/14,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1/9/14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,11
1/10/14,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8
1/11/14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1/12/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5
1/13/14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,12
1/14/14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7
1/15/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1/16/14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,6,11
1/17/14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
1/18/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1/19/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1/20/14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/21/14,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
1/22/14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1/23/14,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,11
1/24/14,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6
1/25/14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,5
1/26/14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,4
1/27/14,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,8
1/28/14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,7
1/29/14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
1/30/14,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1/31/14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,7
2/1/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
2/4/14,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2/5/14,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,4,8
2/6/14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,6
2/7/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2/8/14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
2/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2/10/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,6
2/11/14,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
2/12/14,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5
2/13/14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5
2/14/14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2/15/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2/16/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/17/14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
2/18/14,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6
2/19/14,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2/20/14,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,8
2/21/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,7
2/22/14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/23/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2/24/14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2/25/14,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,7,15
2/26/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2/28/14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5
3/1/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
3/4/14,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
3/5/14,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
3/6/14,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3/7/14,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6
3/8/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
3/11/14,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7
3/12/14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
3/13/14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
3/14/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
