question_id,start_date,end_date,pollster_id,pollster,sponsors,sample_size,population,methodology,url,politician,favorable,unfavorable,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
103530,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Michael F. Bennet,10,16,2,8,5,11
103536,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Cory A. Booker,23,30,6,17,8,22
103539,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Steve Bullock,8,15,1,7,5,10
104489,2019-09-26,2019-09-30,568,YouGov,George Washington University,1193,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Pete Buttigieg,34,36.4,15.3,18.7,9.3,27.1
103545,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Julián Castro,17,30,4,13,9,21
103548,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,John K. Delaney,9,19,2,7,7,12
103551,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Tulsi Gabbard,13,21,3,10,8,13
103554,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Kamala D. Harris,28,34,10,18,8,26
103557,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Amy Klobuchar,17,23,3,14,7,16
103560,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Wayne Messam,5,12,1,4,4,8
103563,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Beto O'Rourke,22,34,6,16,9,25
103566,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Tim Ryan,12,19,2,10,7,12
103572,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Joe Sestak,5,15,1,4,5,10
103575,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Tom Steyer,11,18,3,8,6,12
103581,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Marianne Williamson,10,23,2,8,8,15
103584,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Andrew Yang,20,24,5,15,9,15
104481,2019-09-26,2019-09-30,568,YouGov,George Washington University,1197,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Kamala D. Harris,36.2,45,15.7,20.5,10.3,34.7
104482,2019-09-26,2019-09-30,568,YouGov,George Washington University,1193,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Cory A. Booker,33.6,41.1,12.5,21.1,12.6,28.5
104483,2019-09-26,2019-09-30,568,YouGov,George Washington University,1197,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Amy Klobuchar,26.7,35.9,9.1,17.6,13.9,22
104484,2019-09-26,2019-09-30,568,YouGov,George Washington University,1196,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Julián Castro,28.5,41.1,9.3,19.2,13.8,27.3
104485,2019-09-26,2019-09-30,568,YouGov,George Washington University,1194,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Beto O'Rourke,32.8,43.6,10.5,22.3,9.5,34.1
104486,2019-09-26,2019-09-30,568,YouGov,George Washington University,1195,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Tom Steyer,18.6,31.4,5.5,13.1,13.6,17.8
104487,2019-09-26,2019-09-30,568,YouGov,George Washington University,1197,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Tulsi Gabbard,27.7,31.9,8.6,19.1,15.6,16.3
104488,2019-09-26,2019-09-30,568,YouGov,George Washington University,1198,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Andrew Yang,33.3,31.5,10.7,22.6,13.8,17.7
103542,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Pete Buttigieg,24,24,9,15,6,18
112860,2019-09-26,2019-09-30,568,YouGov,George Washington University,1197,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Michael Bloomberg,25.3,41.6,7.8,17.5,15.3,26.3
103578,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Elizabeth Warren,36,37,17,19,9,28
103569,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Bernard Sanders,43,43,19,24,11,32
104480,2019-09-26,2019-09-30,568,YouGov,George Washington University,1194,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Elizabeth Warren,41.5,43.4,25.8,15.7,10.1,33.3
103533,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Joseph R. Biden Jr.,46,42,19,27,13,29
104478,2019-09-26,2019-09-30,568,YouGov,George Washington University,1198,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Bernard Sanders,45.3,47.5,21.4,23.9,10.8,36.7
114798,2019-09-26,2019-09-30,568,YouGov,George Washington University,1195,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Donald Trump,44.2,52.6,30.2,14,7.8,44.8
114684,2019-09-27,2019-09-30,1189,Morning Consult,Politico,2488,rv,Online,https://morningconsult.com/wp-content/uploads/2019/10/190989_crosstabs_POLITICO_RVs_v3_JB.pdf,Donald Trump,40,55,,,,
104479,2019-09-26,2019-09-30,568,YouGov,George Washington University,1196,rv,Online,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,Joseph R. Biden Jr.,42.2,49.4,18.4,23.8,15.7,33.7
103686,2019-09-23,2019-09-29,320,Monmouth University,,1017,rv,Live Phone,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_100219.pdf/,Elizabeth Warren,42,40,22,20,9,31
103687,2019-09-23,2019-09-29,320,Monmouth University,,1017,rv,Live Phone,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_100219.pdf/,Kamala D. Harris,33,42,12,21,12,30
103688,2019-09-23,2019-09-29,320,Monmouth University,,1017,rv,Live Phone,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_100219.pdf/,Pete Buttigieg,30,31,13,17,11,20
103684,2019-09-23,2019-09-29,320,Monmouth University,,1017,rv,Live Phone,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_100219.pdf/,Joseph R. Biden Jr.,46,45,20,26,18,27
103685,2019-09-23,2019-09-29,320,Monmouth University,,1017,rv,Live Phone,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_100219.pdf/,Bernard Sanders,42,49,18,24,12,37
114675,2019-09-23,2019-09-29,320,Monmouth University,,1017,rv,Live Phone,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_100219.pdf/,Donald Trump,43,56,30,13,6,50
103353,2019-09-22,2019-09-24,568,YouGov,Economist,1190,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Elizabeth Warren,48,40,29,19,7,33
103427,2019-09-22,2019-09-24,1508,Harris Poll,Harvard,2009,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf,Bernard Sanders,48,43,16,32,16,27
103289,2019-09-22,2019-09-24,568,YouGov,Economist,1185,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Michael F. Bennet,17,24,5,12,9,15
103297,2019-09-22,2019-09-24,568,YouGov,Economist,1186,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Cory A. Booker,34,41,11,23,10,31
103301,2019-09-22,2019-09-24,568,YouGov,Economist,1192,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Steve Bullock,16,24,4,12,9,15
103305,2019-09-22,2019-09-24,568,YouGov,Economist,1192,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Pete Buttigieg,36,37,17,19,9,28
103309,2019-09-22,2019-09-24,568,YouGov,Economist,1189,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Julián Castro,29,40,7,22,12,28
103313,2019-09-22,2019-09-24,568,YouGov,Economist,1189,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,John K. Delaney,16,27,4,12,12,15
103317,2019-09-22,2019-09-24,568,YouGov,Economist,1191,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Tulsi Gabbard,25,34,6,19,14,20
103321,2019-09-22,2019-09-24,568,YouGov,Economist,1193,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Kamala D. Harris,38,44,15,23,10,34
103325,2019-09-22,2019-09-24,568,YouGov,Economist,1189,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Amy Klobuchar,27,35,8,19,13,22
103329,2019-09-22,2019-09-24,568,YouGov,Economist,1192,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Wayne Messam,8,19,3,5,8,11
103333,2019-09-22,2019-09-24,568,YouGov,Economist,1194,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Beto O'Rourke,35,43,12,23,10,33
103337,2019-09-22,2019-09-24,568,YouGov,Economist,1191,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Tim Ryan,18,28,4,14,12,16
103345,2019-09-22,2019-09-24,568,YouGov,Economist,1190,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Joe Sestak,12,21,3,9,8,13
103349,2019-09-22,2019-09-24,568,YouGov,Economist,1188,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Tom Steyer,18,28,6,12,10,18
103357,2019-09-22,2019-09-24,568,YouGov,Economist,1188,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Marianne Williamson,19,37,5,14,16,21
103361,2019-09-22,2019-09-24,568,YouGov,Economist,1189,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Andrew Yang,33,34,10,23,12,22
103430,2019-09-22,2019-09-24,1508,Harris Poll,Harvard,2009,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf,Beto O'Rourke,31,38,8,22,15,23
103431,2019-09-22,2019-09-24,1508,Harris Poll,Harvard,2009,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf,Pete Buttigieg,32,30,12,20,13,17
103432,2019-09-22,2019-09-24,1508,Harris Poll,Harvard,2009,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf,Kamala D. Harris,35,41,11,24,16,26
103428,2019-09-22,2019-09-24,1508,Harris Poll,Harvard,2009,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf,Elizabeth Warren,40,41,17,23,15,26
103341,2019-09-22,2019-09-24,568,YouGov,Economist,1189,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Bernard Sanders,47,47,24,23,11,36
103429,2019-09-22,2019-09-24,1508,Harris Poll,Harvard,2009,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf,Joseph R. Biden Jr.,48,42,15,32,20,22
103293,2019-09-22,2019-09-24,568,YouGov,Economist,1193,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Joseph R. Biden Jr.,45,46,22,23,14,32
114760,2019-09-22,2019-09-24,568,YouGov,Economist,1193,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,Donald Trump,44,54,30,14,6,48
114657,2019-09-22,2019-09-24,1508,Harris Poll,Harvard,2009,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf,Donald Trump,41,55,22,18,11,44
103204,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Beto O'Rourke,25,39,,,,
103206,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Kamala D. Harris,27,39,,,,
103210,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Cory A. Booker,25,36,,,,
103212,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Amy Klobuchar,20,25,,,,
103214,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Pete Buttigieg,28,28,,,,
103216,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Julián Castro,15,34,,,,
103218,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Andrew Yang,20,27,,,,
103220,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Tom Steyer,7,22,,,,
103208,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Elizabeth Warren,39,41,,,,
103200,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Joseph R. Biden Jr.,45,45,,,,
114736,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Donald Trump,38,55,,,,
103202,2019-09-19,2019-09-23,396,Quinnipiac University,,1337,rv,Live Phone,https://poll.qu.edu/national/release-detail?ReleaseID=3641,Bernard Sanders,40,51,,,,
114685,2019-09-20,2019-09-22,1189,Morning Consult,Politico,1994,rv,Online,https://morningconsult.com/wp-content/uploads/2019/09/190959_crosstabs_POLITICO_PARTIAL.pdf,Donald Trump,42,54,,,,
102835,2019-09-14,2019-09-17,568,YouGov,Economist,1171,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Michael F. Bennet,17,24,5,12,11,13
102843,2019-09-14,2019-09-17,568,YouGov,Economist,1175,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Cory A. Booker,34,44,10,24,13,31
102847,2019-09-14,2019-09-17,568,YouGov,Economist,1172,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Steve Bullock,14,22,3,11,10,12
102851,2019-09-14,2019-09-17,568,YouGov,Economist,1166,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Pete Buttigieg,38,39,17,21,11,28
102855,2019-09-14,2019-09-17,568,YouGov,Economist,1169,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Julián Castro,25,49,6,19,17,32
102859,2019-09-14,2019-09-17,568,YouGov,Economist,1172,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Bill de Blasio,17,53,3,14,17,36
102863,2019-09-14,2019-09-17,568,YouGov,Economist,1169,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,John K. Delaney,15,28,3,12,14,14
102867,2019-09-14,2019-09-17,568,YouGov,Economist,1172,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Tulsi Gabbard,26,36,6,20,17,19
102871,2019-09-14,2019-09-17,568,YouGov,Economist,1171,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Kamala D. Harris,37,49,15,22,12,37
102875,2019-09-14,2019-09-17,568,YouGov,Economist,1170,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Amy Klobuchar,31,38,9,22,17,21
102879,2019-09-14,2019-09-17,568,YouGov,Economist,1169,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Wayne Messam,6,18,2,4,7,11
102883,2019-09-14,2019-09-17,568,YouGov,Economist,1173,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Beto O'Rourke,37,45,11,26,11,34
102887,2019-09-14,2019-09-17,568,YouGov,Economist,1172,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Tim Ryan,17,33,5,12,16,17
102895,2019-09-14,2019-09-17,568,YouGov,Economist,1169,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Joe Sestak,8,23,2,6,10,13
102899,2019-09-14,2019-09-17,568,YouGov,Economist,1174,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Tom Steyer,19,31,6,13,12,19
102903,2019-09-14,2019-09-17,568,YouGov,Economist,1169,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Elizabeth Warren,45,45,25,20,9,36
102907,2019-09-14,2019-09-17,568,YouGov,Economist,1174,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Marianne Williamson,17,41,4,13,19,22
102911,2019-09-14,2019-09-17,568,YouGov,Economist,1171,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Andrew Yang,32,37,7,25,17,20
102839,2019-09-14,2019-09-17,568,YouGov,Economist,1173,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Joseph R. Biden Jr.,44,49,20,24,18,31
114761,2019-09-14,2019-09-17,568,YouGov,Economist,1177,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Donald Trump,44,54,32,12,7,47
102891,2019-09-14,2019-09-17,568,YouGov,Economist,1172,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf,Bernard Sanders,43,52,21,22,14,38
102729,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Elizabeth Warren,40,36,17,23,11,25
102725,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Joseph R. Biden Jr.,51,37,22,29,16,21
102727,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Bernard Sanders,46,42,20,26,12,30
102731,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Kamala D. Harris,34,36,13,21,10,26
102733,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Pete Buttigieg,31,28,13,18,9,19
102735,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Beto O'Rourke,32,33,10,22,11,22
102737,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Cory A. Booker,31,31,11,20,11,20
102739,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Julián Castro,24,35,8,16,13,22
102741,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Amy Klobuchar,23,29,7,16,14,15
102743,2019-09-14,2019-09-16,1416,HarrisX,ScottRasmussen.com,2001,rv,Online,https://scottrasmussen.com/crosstabs-sep-14-16-19/,Andrew Yang,25,28,9,16,11,17
114725,2019-09-13,2019-09-16,335,NBC News/Wall Street Journal,,900,rv,Live Phone,https://www.documentcloud.org/documents/6426498-19357-NBCWSJ-September-Registered-Voter-Poll-Final.html,Donald Trump,41,51,30,11,7,44
114686,2019-09-13,2019-09-15,1189,Morning Consult,Politico,1994,rv,Online,https://morningconsult.com/wp-content/uploads/2019/09/84257_190937_crosstabs_POLITICO_RVs_v1_JB.pdf,Donald Trump,41,54,,,,
102632,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Bernard Sanders,46,40,23,23,11,29
102634,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Elizabeth Warren,38,36,18,20,9,27
102630,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Joseph R. Biden Jr.,47,38,23,24,14,24
102636,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Kamala D. Harris,32,37,13,19,12,25
102638,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Pete Buttigieg,29,28,13,16,9,19
102640,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Beto O'Rourke,31,32,10,21,10,22
102642,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Cory A. Booker,29,30,9,20,9,21
102644,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Julián Castro,25,28,9,16,9,19
102646,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Amy Klobuchar,26,26,9,17,9,17
102648,2019-09-10,2019-09-11,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-september-10-11-19/,Andrew Yang,25,24,9,16,10,14
102531,2019-09-08,2019-09-10,568,YouGov,Economist,1181,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hrk03f83zc/econTabReport.pdf,Elizabeth Warren,47,40,28,19,8,32
102463,2019-09-08,2019-09-10,568,YouGov,Economist,1179,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hrk03f83zc/econTabReport.pdf,Michael F. Bennet,19,25,6,13,11,14
102471,2019-09-08,2019-09-10,568,YouGov,Economist,1179,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hrk03f83zc/econTabReport.pdf,Cory A. Booker,37,40,12,25,11,29
