cycle,branch,race,forecastdate,version,Democrat_WinProbability,Republican_WinProbability,category,Democrat_Won,Republican_Won,uncalled
2018,House,OK-4,11/6/18,classic,.000099999997,.99989998,Safe R,0,1,0
2018,House,OK-5,11/6/18,classic,.14256001,.85743999,Likely R,1,0,0
2018,House,OR-1,11/6/18,classic,.99988002,.00012,Solid D,1,0,0
2018,House,OR-2,11/6/18,classic,.0099999998,.99000001,Safe R,0,1,0
2018,House,OR-3,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,OR-4,11/6/18,classic,.99574,.0042599998,Solid D,1,0,0
2018,House,OR-5,11/6/18,classic,.85588002,.14411999,Likely D,1,0,0
2018,House,PA-1,11/6/18,classic,.42814001,.57183999,Tossup (Tilt R),0,1,0
2018,House,PA-10,11/6/18,classic,.32495999,.67504001,Lean R,0,1,0
2018,House,PA-11,11/6/18,classic,.065399997,.9346,Likely R,0,1,0
2018,House,PA-12,11/6/18,classic,.00019999999,.99980003,Safe R,0,1,0
2018,House,PA-13,11/6/18,classic,.00026,.99974,Safe R,0,1,0
2018,House,PA-14,11/6/18,classic,.0070799999,.99291998,Safe R,0,1,0
2018,House,PA-15,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,PA-16,11/6/18,classic,.12748,.87252003,Likely R,0,1,0
2018,House,PA-17,11/6/18,classic,.95727998,.042720001,Solid D,1,0,0
2018,House,PA-18,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,PA-2,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,PA-3,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,PA-4,11/6/18,classic,.99922001,.00078,Solid D,1,0,0
2018,House,PA-5,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,PA-6,11/6/18,classic,.99089998,.0091000004,Solid D,1,0,0
2018,House,PA-7,11/6/18,classic,.95183998,.048160002,Solid D,1,0,0
2018,House,PA-8,11/6/18,classic,.96288002,.03712,Solid D,1,0,0
2018,House,PA-9,11/6/18,classic,.0017199999,.99827999,Safe R,0,1,0
2018,House,RI-1,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,RI-2,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,SC-1,11/6/18,classic,.093819998,.90618002,Likely R,1,0,0
2018,House,SC-2,11/6/18,classic,.0063200002,.99368,Safe R,0,1,0
2018,House,SC-3,11/6/18,classic,.00056000001,.99944001,Safe R,0,1,0
2018,House,SC-4,11/6/18,classic,.00014,.99985999,Safe R,0,1,0
2018,House,SC-5,11/6/18,classic,.01312,.98688,Safe R,0,1,0
2018,House,SC-6,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,SC-7,11/6/18,classic,.0057000001,.99430001,Safe R,0,1,0
2018,House,SD-1,11/6/18,classic,.0078999996,.9921,Safe R,0,1,0
2018,House,TN-1,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
2018,House,TN-2,11/6/18,classic,.00022,.99978,Safe R,0,1,0
2018,House,TN-3,11/6/18,classic,.00056000001,.99944001,Safe R,0,1,0
2018,House,TN-4,11/6/18,classic,.0059600002,.99404001,Safe R,0,1,0
2018,House,TN-5,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,TN-6,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,TN-7,11/6/18,classic,.00012,.99988002,Safe R,0,1,0
2018,House,TN-8,11/6/18,classic,.000079999998,.99992001,Safe R,0,1,0
2018,House,TN-9,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,TX-1,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,TX-10,11/6/18,classic,.06278,.93721998,Likely R,0,1,0
2018,House,TX-11,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,TX-12,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
2018,House,TX-13,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,TX-14,11/6/18,classic,.00844,.99155998,Safe R,0,1,0
2018,House,TX-15,11/6/18,classic,.99963999,.00036000001,Solid D,1,0,0
2018,House,TX-16,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,TX-17,11/6/18,classic,.00174,.99826002,Safe R,0,1,0
2018,House,TX-18,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,TX-19,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,TX-2,11/6/18,classic,.10656,.89341998,Likely R,0,1,0
2018,House,TX-20,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,TX-21,11/6/18,classic,.15458,.84542,Likely R,0,1,0
2018,House,TX-22,11/6/18,classic,.20277999,.79721999,Likely R,0,1,0
2018,House,TX-23,11/6/18,classic,.2251,.77490002,Likely R,0,1,0
2018,House,TX-24,11/6/18,classic,.03294,.96706003,Safe R,0,1,0
2018,House,TX-25,11/6/18,classic,.11944,.88055998,Likely R,0,1,0
2018,House,TX-26,11/6/18,classic,.00050000002,.99949998,Safe R,0,1,0
2018,House,TX-27,11/6/18,classic,.0011,.9989,Safe R,0,1,0
2018,House,TX-28,11/6/18,classic,.99992001,.000079999998,Solid D,1,0,0
2018,House,TX-29,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,TX-3,11/6/18,classic,.0077599999,.99224001,Safe R,0,1,0
2018,House,TX-30,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,TX-31,11/6/18,classic,.067259997,.93273997,Likely R,0,1,0
2018,House,TX-32,11/6/18,classic,.37171999,.62827998,Lean R,1,0,0
2018,House,TX-33,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,TX-34,11/6/18,classic,.99966002,.00034,Solid D,1,0,0
2018,House,TX-35,11/6/18,classic,.99992001,.000079999998,Solid D,1,0,0
2018,House,TX-36,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
2018,House,TX-4,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
2018,House,TX-5,11/6/18,classic,.00039999999,.99959999,Safe R,0,1,0
2018,House,TX-6,11/6/18,classic,.057539999,.94246,Likely R,0,1,0
2018,House,TX-7,11/6/18,classic,.52231997,.47768,Tossup (Tilt D),1,0,0
2018,House,TX-8,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,TX-9,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,UT-1,11/6/18,classic,.00014,.99985999,Safe R,0,1,0
2018,House,UT-2,11/6/18,classic,.01572,.98427999,Safe R,0,1,0
2018,House,UT-3,11/6/18,classic,.00014,.99985999,Safe R,0,1,0
2018,House,UT-4,11/6/18,classic,.62276,.37724,Lean D,1,0,0
2018,House,VA-1,11/6/18,classic,.030200001,.9698,Safe R,0,1,0
2018,House,VA-10,11/6/18,classic,.89605999,.10394,Likely D,1,0,0
2018,House,VA-11,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,VA-2,11/6/18,classic,.32712001,.67287999,Lean R,1,0,0
2018,House,VA-3,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,VA-4,11/6/18,classic,.99941999,.00057999999,Solid D,1,0,0
2018,House,VA-5,11/6/18,classic,.46164,.53836,Tossup (Tilt R),0,1,0
2018,House,VA-6,11/6/18,classic,.0048400001,.99515998,Safe R,0,1,0
2018,House,VA-7,11/6/18,classic,.43652001,.56348002,Tossup (Tilt R),1,0,0
2018,House,VA-8,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,VA-9,11/6/18,classic,.0091000004,.99089998,Safe R,0,1,0
2018,House,VT-1,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,WA-1,11/6/18,classic,.9993,.00069999998,Solid D,1,0,0
2018,House,WA-10,11/6/18,classic,.99958003,.00042,Solid D,1,0,0
2018,House,WA-2,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,WA-3,11/6/18,classic,.25914001,.74085999,Lean R,0,1,0
2018,House,WA-4,11/6/18,classic,.00398,.99602002,Safe R,0,1,0
2018,House,WA-5,11/6/18,classic,.2386,.76139998,Likely R,0,1,0
2018,House,WA-6,11/6/18,classic,.99984002,.00016,Solid D,1,0,0
2018,House,WA-7,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,WA-8,11/6/18,classic,.66983998,.33015999,Lean D,1,0,0
2018,House,WA-9,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,WI-1,11/6/18,classic,.22130001,.77869999,Likely R,0,1,0
2018,House,WI-2,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,WI-3,11/6/18,classic,.99730003,.0027000001,Solid D,1,0,0
2018,House,WI-4,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,WI-5,11/6/18,classic,.01058,.98942,Safe R,0,1,0
2018,House,WI-6,11/6/18,classic,.045639999,.95436001,Safe R,0,1,0
2018,House,WI-7,11/6/18,classic,.0055200001,.99448001,Safe R,0,1,0
2018,House,WI-8,11/6/18,classic,.0046799998,.99532002,Safe R,0,1,0
2018,House,WV-1,11/6/18,classic,.00042,.99958003,Safe R,0,1,0
2018,House,WV-2,11/6/18,classic,.065619998,.93437999,Likely R,0,1,0
2018,House,WV-3,11/6/18,classic,.073660001,.92633998,Likely R,0,1,0
2018,House,WY-1,11/6/18,classic,.00031999999,.99967998,Safe R,0,1,0
2018,Senate,AZ-S1,11/6/18,classic,.61438,.38562,Lean D,1,0,0
2018,Senate,CA-S1,11/6/18,classic,1,0,Solid D,1,0,0
2018,Senate,CT-S1,11/6/18,classic,.99677998,.0032200001,Solid D,1,0,0
2018,Senate,DE-S1,11/6/18,classic,.99892002,.00108,Solid D,1,0,0
2018,Senate,FL-S1,11/6/18,classic,.70384002,.29616001,Lean D,0,1,0
2018,Senate,HI-S1,11/6/18,classic,1,0,Solid D,1,0,0
2018,Senate,IN-S1,11/6/18,classic,.71846002,.28154001,Lean D,0,1,0
2018,Senate,MA-S1,11/6/18,classic,.99830002,.0017,Solid D,1,0,0
2018,Senate,MD-S1,11/6/18,classic,.99993998,.000059999998,Solid D,1,0,0
2018,Senate,ME-S1,11/6/18,classic,.99052,.0094799995,Solid D,1,0,0
2018,Senate,MI-S1,11/6/18,classic,.95811999,.04188,Solid D,1,0,0
2018,Senate,MN-S1,11/6/18,classic,.99773997,.00226,Solid D,1,0,0
2018,Senate,MN-S2,11/6/18,classic,.92417997,.075819999,Likely D,1,0,0
2018,Senate,MO-S1,11/6/18,classic,.56892002,.43108001,Tossup (Tilt D),0,1,0
2018,Senate,MS-S1,11/6/18,classic,.01384,.98615998,Safe R,0,1,0
2018,Senate,MS-S2,11/6/18,classic,.25229999,.74769998,Lean R,0,1,0
2018,Senate,MT-S1,11/6/18,classic,.76018,.23982,Likely D,1,0,0
2018,Senate,ND-S1,11/6/18,classic,.26763999,.73236001,Lean R,0,1,0
2018,Senate,NE-S1,11/6/18,classic,.02138,.97861999,Safe R,0,1,0
2018,Senate,NJ-S1,11/6/18,classic,.9461,.0539,Likely D,1,0,0
2018,Senate,NM-S1,11/6/18,classic,.99093997,.0090600001,Solid D,1,0,0
2018,Senate,NV-S1,11/6/18,classic,.57024002,.42976001,Tossup (Tilt D),1,0,0
2018,Senate,NY-S1,11/6/18,classic,.99953997,.00046000001,Solid D,1,0,0
2018,Senate,OH-S1,11/6/18,classic,.96667999,.033319999,Solid D,1,0,0
2018,Senate,PA-S1,11/6/18,classic,.96862,.031380001,Solid D,1,0,0
2018,Senate,RI-S1,11/6/18,classic,.99900001,.001,Solid D,1,0,0
2018,Senate,TN-S1,11/6/18,classic,.19648001,.80352002,Likely R,0,1,0
2018,Senate,TX-S1,11/6/18,classic,.21208,.78792,Likely R,0,1,0
2018,Senate,UT-S1,11/6/18,classic,.00092000002,.99908,Safe R,0,1,0
2018,Senate,VA-S1,11/6/18,classic,.98725998,.01274,Solid D,1,0,0
2018,Senate,VT-S1,11/6/18,classic,1,0,Solid D,1,0,0
2018,Senate,WA-S1,11/6/18,classic,.99606001,.0039400002,Solid D,1,0,0
2018,Senate,WI-S1,11/6/18,classic,.97719997,.0228,Solid D,1,0,0
2018,Senate,WV-S1,11/6/18,classic,.87867999,.12132,Likely D,1,0,0
2018,Senate,WY-S1,11/6/18,classic,.00034,.99966002,Safe R,0,1,0
2018,Governor,AK-G1,11/6/18,deluxe,.28534001,.71465999,Lean R,0,1,0
2018,Governor,AL-G1,11/6/18,deluxe,.00942,.99058002,Safe R,0,1,0
2018,Governor,AR-G1,11/6/18,deluxe,.00044,.99956,Safe R,0,1,0
2018,Governor,AZ-G1,11/6/18,deluxe,.01434,.98566002,Safe R,0,1,0
2018,Governor,CA-G1,11/6/18,deluxe,.99360001,.0063999998,Solid D,1,0,0
2018,Governor,CO-G1,11/6/18,deluxe,.9253,.074699998,Likely D,1,0,0
2018,Governor,CT-G1,11/6/18,deluxe,.79313999,.20686001,Likely D,1,0,0
2018,Governor,FL-G1,11/6/18,deluxe,.77833998,.22166,Likely D,0,1,0
2018,Governor,GA-G1,11/6/18,deluxe,.34092,.65908003,Lean R,0,1,0
2018,Governor,HI-G1,11/6/18,deluxe,.99892002,.00108,Solid D,1,0,0
2018,Governor,IA-G1,11/6/18,deluxe,.63617998,.36381999,Lean D,0,1,0
2018,Governor,ID-G1,11/6/18,deluxe,.0109,.98909998,Safe R,0,1,0
2018,Governor,IL-G1,11/6/18,deluxe,.87585998,.12414,Likely D,1,0,0
2018,Governor,KS-G1,11/6/18,deluxe,.50007999,.49958,Tossup (Tilt D),1,0,0
2018,Governor,MA-G1,11/6/18,deluxe,.00052,.99948001,Safe R,0,1,0
2018,Governor,MD-G1,11/6/18,deluxe,.01322,.98677999,Safe R,0,1,0
2018,Governor,ME-G1,11/6/18,deluxe,.89748001,.10252,Likely D,1,0,0
2018,Governor,MI-G1,11/6/18,deluxe,.93235999,.067639999,Likely D,1,0,0
2018,Governor,MN-G1,11/6/18,deluxe,.93988001,.060120001,Likely D,1,0,0
2018,Governor,NE-G1,11/6/18,deluxe,.0080199996,.99198002,Safe R,0,1,0
2018,Governor,NH-G1,11/6/18,deluxe,.14804,.85196,Likely R,0,1,0
2018,Governor,NM-G1,11/6/18,deluxe,.92666,.073339999,Likely D,1,0,0
2018,Governor,NV-G1,11/6/18,deluxe,.60005999,.39994001,Lean D,1,0,0
2018,Governor,NY-G1,11/6/18,deluxe,.99523997,.0047599999,Solid D,1,0,0
2018,Governor,OH-G1,11/6/18,deluxe,.61940002,.38060001,Lean D,0,1,0
2018,Governor,OK-G1,11/6/18,deluxe,.17433999,.82565999,Likely R,0,1,0
2018,Governor,OR-G1,11/6/18,deluxe,.79926002,.20073999,Likely D,1,0,0
2018,Governor,PA-G1,11/6/18,deluxe,.99234003,.0076600001,Solid D,1,0,0
2018,Governor,RI-G1,11/6/18,deluxe,.95455998,.04544,Solid D,1,0,0
2018,Governor,SC-G1,11/6/18,deluxe,.01488,.98512,Safe R,0,1,0
2018,Governor,SD-G1,11/6/18,deluxe,.34630001,.65369999,Lean R,0,1,0
2018,Governor,TN-G1,11/6/18,deluxe,.01192,.98808002,Safe R,0,1,0
2018,Governor,TX-G1,11/6/18,deluxe,.00266,.99734002,Safe R,0,1,0
2018,Governor,VT-G1,11/6/18,deluxe,.024639999,.97535998,Safe R,0,1,0
2018,Governor,WI-G1,11/6/18,deluxe,.6171,.3829,Lean D,1,0,0
2018,Governor,WY-G1,11/6/18,deluxe,.00076000002,.99923998,Safe R,0,1,0
2018,House,AK-1,11/6/18,deluxe,.25525999,.74474001,Lean R,0,1,0
2018,House,AL-1,11/6/18,deluxe,.00022,.99978,Safe R,0,1,0
2018,House,AL-2,11/6/18,deluxe,.0123,.98769999,Safe R,0,1,0
2018,House,AL-3,11/6/18,deluxe,.00118,.99882001,Safe R,0,1,0
2018,House,AL-4,11/6/18,deluxe,0,1,Safe R,0,1,0
2018,House,AL-5,11/6/18,deluxe,.00066000002,.99934,Safe R,0,1,0
2018,House,AL-6,11/6/18,deluxe,.000059999998,.99993998,Safe R,0,1,0
2018,House,AL-7,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,AR-1,11/6/18,deluxe,.00030000001,.99970001,Safe R,0,1,0
2018,House,AR-2,11/6/18,deluxe,.10034,.89965999,Likely R,0,1,0
2018,House,AR-3,11/6/18,deluxe,.00047999999,.99952,Safe R,0,1,0
2018,House,AR-4,11/6/18,deluxe,.00026,.99974,Safe R,0,1,0
2018,House,AZ-1,11/6/18,deluxe,.90763998,.092359997,Likely D,1,0,0
2018,House,AZ-2,11/6/18,deluxe,.96038002,.039620001,Solid D,1,0,0
2018,House,AZ-3,11/6/18,deluxe,.99993998,.000059999998,Solid D,1,0,0
2018,House,AZ-4,11/6/18,deluxe,.00019999999,.99980003,Safe R,0,1,0
2018,House,AZ-5,11/6/18,deluxe,.00069999998,.9993,Safe R,0,1,0
2018,House,AZ-6,11/6/18,deluxe,.0502,.94980001,Likely R,0,1,0
2018,House,AZ-7,11/6/18,deluxe,.99997997,.000019999999,Solid D,1,0,0
2018,House,AZ-8,11/6/18,deluxe,.13298,.86702001,Likely R,0,1,0
2018,House,AZ-9,11/6/18,deluxe,.99708003,.0029200001,Solid D,1,0,0
2018,House,CA-1,11/6/18,deluxe,.091920003,.90807998,Likely R,0,1,0
2018,House,CA-10,11/6/18,deluxe,.74537998,.25461999,Lean D,1,0,0
2018,House,CA-11,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-12,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-13,11/6/18,deluxe,.99997997,.000019999999,Solid D,1,0,0
2018,House,CA-14,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-15,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-16,11/6/18,deluxe,.98408002,.01592,Solid D,1,0,0
2018,House,CA-17,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-18,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-19,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-2,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-20,11/6/18,deluxe,.99988002,.00012,Solid D,1,0,0
2018,House,CA-21,11/6/18,deluxe,.161,.83899999,Likely R,1,0,1
2018,House,CA-22,11/6/18,deluxe,.025140001,.97486001,Safe R,0,1,0
2018,House,CA-23,11/6/18,deluxe,.00047999999,.99952,Safe R,0,1,0
2018,House,CA-24,11/6/18,deluxe,.99045998,.00954,Solid D,1,0,0
2018,House,CA-25,11/6/18,deluxe,.55934,.44066,Tossup (Tilt D),1,0,0
2018,House,CA-26,11/6/18,deluxe,.99989998,.000099999997,Solid D,1,0,0
2018,House,CA-27,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-28,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-29,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-3,11/6/18,deluxe,.99980003,.00019999999,Solid D,1,0,0
2018,House,CA-30,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-31,11/6/18,deluxe,.99923998,.00076000002,Solid D,1,0,0
2018,House,CA-32,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-33,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-34,11/6/18,deluxe,.99993998,.000059999998,Solid D,1,0,0
2018,House,CA-35,11/6/18,deluxe,.99996001,.000039999999,Solid D,1,0,0
2018,House,CA-36,11/6/18,deluxe,.99870002,.0013,Solid D,1,0,0
2018,House,CA-37,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-38,11/6/18,deluxe,.99997997,.000019999999,Solid D,1,0,0
2018,House,CA-39,11/6/18,deluxe,.51771998,.48227999,Tossup (Tilt D),1,0,0
2018,House,CA-4,11/6/18,deluxe,.098099999,.90189999,Likely R,0,1,0
2018,House,CA-40,11/6/18,deluxe,.99981999,.00018,Solid D,1,0,0
2018,House,CA-41,11/6/18,deluxe,.99988002,.00012,Solid D,1,0,0
2018,House,CA-42,11/6/18,deluxe,.01238,.98762,Safe R,0,1,0
2018,House,CA-43,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-44,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-45,11/6/18,deluxe,.64709997,.35288,Lean D,1,0,0
2018,House,CA-46,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-47,11/6/18,deluxe,.99989998,.000099999997,Solid D,1,0,0
2018,House,CA-48,11/6/18,deluxe,.62787998,.37211999,Lean D,1,0,0
2018,House,CA-49,11/6/18,deluxe,.96686,.03314,Solid D,1,0,0
2018,House,CA-5,11/6/18,deluxe,.99989998,.000099999997,Solid D,1,0,0
2018,House,CA-50,11/6/18,deluxe,.18432,.81568003,Likely R,0,1,0
2018,House,CA-51,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-52,11/6/18,deluxe,.99962002,.00038000001,Solid D,1,0,0
2018,House,CA-53,11/6/18,deluxe,.99996001,.000039999999,Solid D,1,0,0
2018,House,CA-6,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CA-7,11/6/18,deluxe,.99478,.0052200002,Solid D,1,0,0
2018,House,CA-8,11/6/18,deluxe,0,1,Safe R,0,1,0
2018,House,CA-9,11/6/18,deluxe,.99956,.00044,Solid D,1,0,0
2018,House,CO-1,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,CO-2,11/6/18,deluxe,.99959999,.00039999999,Solid D,1,0,0
2018,House,CO-3,11/6/18,deluxe,.10594,.89406002,Likely R,0,1,0
2018,House,CO-4,11/6/18,deluxe,.018619999,.98137999,Safe R,0,1,0
2018,House,CO-5,11/6/18,deluxe,.01218,.98782003,Safe R,0,1,0
2018,House,CO-6,11/6/18,deluxe,.88488001,.11512,Likely D,1,0,0
2018,House,CO-7,11/6/18,deluxe,.99948001,.00052,Solid D,1,0,0
2018,House,CT-1,11/6/18,deluxe,.99992001,.000079999998,Solid D,1,0,0
2018,House,CT-2,11/6/18,deluxe,.99985999,.00014,Solid D,1,0,0
2018,House,CT-3,11/6/18,deluxe,.99992001,.000079999998,Solid D,1,0,0
2018,House,CT-4,11/6/18,deluxe,.99988002,.00012,Solid D,1,0,0
2018,House,CT-5,11/6/18,deluxe,.98791999,.01208,Solid D,1,0,0
2018,House,DE-1,11/6/18,deluxe,.99879998,.0012000001,Solid D,1,0,0
2018,House,FL-1,11/6/18,deluxe,0,1,Safe R,0,1,0
2018,House,FL-10,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,FL-11,11/6/18,deluxe,.00022,.99978,Safe R,0,1,0
2018,House,FL-12,11/6/18,deluxe,.0027600001,.99724001,Safe R,0,1,0
2018,House,FL-13,11/6/18,deluxe,.99893999,.00106,Solid D,1,0,0
2018,House,FL-14,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,FL-15,11/6/18,deluxe,.36462,.63538003,Lean R,0,1,0
2018,House,FL-16,11/6/18,deluxe,.098080002,.90192002,Likely R,0,1,0
2018,House,FL-17,11/6/18,deluxe,.00089999998,.99910003,Safe R,0,1,0
2018,House,FL-18,11/6/18,deluxe,.080140002,.91986001,Likely R,0,1,0
2018,House,FL-19,11/6/18,deluxe,.0048400001,.99515998,Safe R,0,1,0
2018,House,FL-2,11/6/18,deluxe,.00019999999,.99980003,Safe R,0,1,0
2018,House,FL-20,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,FL-21,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,FL-22,11/6/18,deluxe,.99971998,.00028000001,Solid D,1,0,0
2018,House,FL-23,11/6/18,deluxe,.99980003,.00019999999,Solid D,1,0,0
2018,House,FL-24,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,FL-25,11/6/18,deluxe,.16486,.83513999,Likely R,0,1,0
2018,House,FL-26,11/6/18,deluxe,.50238001,.49761999,Tossup (Tilt D),1,0,0
2018,House,FL-27,11/6/18,deluxe,.85214001,.14786001,Likely D,1,0,0
2018,House,FL-3,11/6/18,deluxe,.0078400001,.99216002,Safe R,0,1,0
2018,House,FL-4,11/6/18,deluxe,.000059999998,.99993998,Safe R,0,1,0
2018,House,FL-5,11/6/18,deluxe,.99997997,.000019999999,Solid D,1,0,0
2018,House,FL-6,11/6/18,deluxe,.21575999,.78424001,Likely R,0,1,0
2018,House,FL-7,11/6/18,deluxe,.97004002,.029960001,Solid D,1,0,0
2018,House,FL-8,11/6/18,deluxe,.00544,.99456,Safe R,0,1,0
2018,House,FL-9,11/6/18,deluxe,.99308002,.0069200001,Solid D,1,0,0
2018,House,GA-1,11/6/18,deluxe,.001,.99900001,Safe R,0,1,0
2018,House,GA-10,11/6/18,deluxe,.000039999999,.99996001,Safe R,0,1,0
2018,House,GA-11,11/6/18,deluxe,.000079999998,.99992001,Safe R,0,1,0
2018,House,GA-12,11/6/18,deluxe,.0076600001,.99234003,Safe R,0,1,0
2018,House,GA-13,11/6/18,deluxe,.99997997,.000019999999,Solid D,1,0,0
2018,House,GA-14,11/6/18,deluxe,0,1,Safe R,0,1,0
2018,House,GA-2,11/6/18,deluxe,.99988002,.00012,Solid D,1,0,0
2018,House,GA-3,11/6/18,deluxe,.000019999999,.99997997,Safe R,0,1,0
2018,House,GA-4,11/6/18,deluxe,.99997997,.000019999999,Solid D,1,0,0
2018,House,GA-5,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,GA-6,11/6/18,deluxe,.40568,.59432,Tossup (Tilt R),1,0,0
2018,House,GA-7,11/6/18,deluxe,.15194,.84806001,Likely R,0,1,0
2018,House,GA-8,11/6/18,deluxe,0,1,Safe R,0,1,0
2018,House,GA-9,11/6/18,deluxe,0,1,Safe R,0,1,0
2018,House,HI-1,11/6/18,deluxe,.99997997,.000019999999,Solid D,1,0,0
2018,House,HI-2,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,IA-1,11/6/18,deluxe,.94032001,.05968,Likely D,1,0,0
2018,House,IA-2,11/6/18,deluxe,.99497998,.00502,Solid D,1,0,0
2018,House,IA-3,11/6/18,deluxe,.69889998,.30109999,Lean D,1,0,0
2018,House,IA-4,11/6/18,deluxe,.11416,.88584,Likely R,0,1,0
2018,House,ID-1,11/6/18,deluxe,.0033199999,.99668002,Safe R,0,1,0
2018,House,ID-2,11/6/18,deluxe,.00060000003,.99940002,Safe R,0,1,0
2018,House,IL-1,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,IL-10,11/6/18,deluxe,.99985999,.00014,Solid D,1,0,0
2018,House,IL-11,11/6/18,deluxe,.99992001,.000079999998,Solid D,1,0,0
2018,House,IL-12,11/6/18,deluxe,.24502,.75498003,Likely R,0,1,0
2018,House,IL-13,11/6/18,deluxe,.2261,.77389997,Likely R,0,1,0
2018,House,IL-14,11/6/18,deluxe,.69264001,.30735999,Lean D,1,0,0
2018,House,IL-15,11/6/18,deluxe,.000079999998,.99992001,Safe R,0,1,0
2018,House,IL-16,11/6/18,deluxe,.0042400002,.99576002,Safe R,0,1,0
2018,House,IL-17,11/6/18,deluxe,.99988002,.00012,Solid D,1,0,0
2018,House,IL-18,11/6/18,deluxe,.00012,.99988002,Safe R,0,1,0
2018,House,IL-2,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,IL-3,11/6/18,deluxe,.99993998,.000059999998,Solid D,1,0,0
2018,House,IL-4,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,IL-5,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,IL-6,11/6/18,deluxe,.62023997,.37976,Lean D,1,0,0
2018,House,IL-7,11/6/18,deluxe,1,0,Solid D,1,0,0
2018,House,IL-8,11/6/18,deluxe,.99992001,.000079999998,Solid D,1,0,0
