name,url,date,wins
Jimmy Connelly,http://boxrec.com/boxer/63403,1981-11-25,11
Chul Kwon,http://boxrec.com/boxer/170370,1981-12-06,10
Terry Marsh,http://boxrec.com/boxer/31401,1981-12-08,4
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-12-11,13
Jimmy Connelly,http://boxrec.com/boxer/63403,1981-12-26,12
Chul Kwon,http://boxrec.com/boxer/170370,1982-01-16,11
Ji-Won Kim,http://boxrec.com/boxer/44627,1982-01-24,1
Chul Kwon,http://boxrec.com/boxer/170370,1982-02-14,12
Terry Marsh,http://boxrec.com/boxer/31401,1982-02-19,5
Gaetano Ardito,http://boxrec.com/boxer/89096,1982-02-26,14
Romain Mianzula,http://boxrec.com/boxer/92826,1982-02-26,3
Ji-Won Kim,http://boxrec.com/boxer/44627,1982-02-28,2
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-03-03,13
Terry Marsh,http://boxrec.com/boxer/31401,1982-03-09,6
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-03-19,14
Ji-Won Kim,http://boxrec.com/boxer/44627,1982-04-17,3
Romain Mianzula,http://boxrec.com/boxer/92826,1982-05-08,4
Chul Kwon,http://boxrec.com/boxer/170370,1982-05-09,13
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-05-13,15
Mark Janssen,http://boxrec.com/boxer/41485,1982-05-31,1
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-06-16,16
Romain Mianzula,http://boxrec.com/boxer/92826,1982-06-18,5
Lee Canalito,http://boxrec.com/boxer/27620,1982-07-06,9
Lee Canalito,http://boxrec.com/boxer/27620,1982-07-24,10
Lee Canalito,http://boxrec.com/boxer/27620,1982-07-31,11
Kenny Klingman,http://boxrec.com/boxer/97575,1982-07-31,21
Terry Marsh,http://boxrec.com/boxer/31401,1982-08-13,7
Chul Kwon,http://boxrec.com/boxer/170370,1982-08-29,14
Terry Marsh,http://boxrec.com/boxer/31401,1982-09-07,8
Gaetano Ardito,http://boxrec.com/boxer/89096,1982-10-08,15
Terry Marsh,http://boxrec.com/boxer/31401,1982-10-11,9
Chul Kwon,http://boxrec.com/boxer/170370,1982-10-16,15
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-10-28,17
Romain Mianzula,http://boxrec.com/boxer/92826,1982-11-01,6
Romain Mianzula,http://boxrec.com/boxer/92826,1982-11-18,7
Ji-Won Kim,http://boxrec.com/boxer/44627,1982-12-12,4
Romain Mianzula,http://boxrec.com/boxer/92826,1982-12-25,8
Romain Mianzula,http://boxrec.com/boxer/92826,1983-01-28,9
Chul Kwon,http://boxrec.com/boxer/170370,1983-01-30,16
Terry Marsh,http://boxrec.com/boxer/31401,1983-02-19,10
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-02-27,5
Terry Marsh,http://boxrec.com/boxer/31401,1983-03-16,11
Romain Mianzula,http://boxrec.com/boxer/92826,1983-03-18,10
Chul Kwon,http://boxrec.com/boxer/170370,1983-03-19,17
Romain Mianzula,http://boxrec.com/boxer/92826,1983-04-09,11
Terry Marsh,http://boxrec.com/boxer/31401,1983-04-26,12
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-05-03,1
Romain Mianzula,http://boxrec.com/boxer/92826,1983-05-20,12
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-05-21,2
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-05-27,3
Mark Janssen,http://boxrec.com/boxer/41485,1983-06-06,2
Marvin Shuler,http://boxrec.com/boxer/40086,1983-06-14,6
Chul Kwon,http://boxrec.com/boxer/170370,1983-06-17,18
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-07-02,4
Mark Janssen,http://boxrec.com/boxer/41485,1983-07-15,3
Lee Canalito,http://boxrec.com/boxer/27620,1983-07-17,12
Kenny Klingman,http://boxrec.com/boxer/97575,1983-07-30,22
Lee Canalito,http://boxrec.com/boxer/27620,1983-08-17,13
Mark Janssen,http://boxrec.com/boxer/41485,1983-08-29,4
Mark Janssen,http://boxrec.com/boxer/41485,1983-09-12,5
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-09-18,6
Romain Mianzula,http://boxrec.com/boxer/92826,1983-10-07,13
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-10-29,7
Romain Mianzula,http://boxrec.com/boxer/92826,1983-11-01,14
Terry Marsh,http://boxrec.com/boxer/31401,1983-11-09,13
Marvin Shuler,http://boxrec.com/boxer/40086,1983-11-25,7
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-12-11,8
Romain Mianzula,http://boxrec.com/boxer/92826,1983-12-25,15
Marvin Shuler,http://boxrec.com/boxer/40086,1984-01-17,8
Romain Mianzula,http://boxrec.com/boxer/92826,1984-01-27,16
Mark Janssen,http://boxrec.com/boxer/41485,1984-02-10,6
Ji-Won Kim,http://boxrec.com/boxer/44627,1984-02-12,9
Romain Mianzula,http://boxrec.com/boxer/92826,1984-02-18,17
Marvin Shuler,http://boxrec.com/boxer/40086,1984-02-25,9
Mark Janssen,http://boxrec.com/boxer/41485,1984-03-19,7
Mark Janssen,http://boxrec.com/boxer/41485,1984-04-02,8
Ji-Won Kim,http://boxrec.com/boxer/44627,1984-04-08,10
Romain Mianzula,http://boxrec.com/boxer/92826,1984-04-13,18
Terry Marsh,http://boxrec.com/boxer/31401,1984-04-16,14
Lee Canalito,http://boxrec.com/boxer/27620,1984-05-24,14
Mark Janssen,http://boxrec.com/boxer/41485,1984-06-01,9
Kevin Babineaux,http://boxrec.com/boxer/27396,1984-08-01,5
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1984-09-07,21
Ricky Womack,http://boxrec.com/boxer/3048,1984-09-15,1
Ji-Won Kim,http://boxrec.com/boxer/44627,1984-09-15,11
Kevin Babineaux,http://boxrec.com/boxer/27396,1984-09-18,6
Terry Marsh,http://boxrec.com/boxer/31401,1984-09-19,15
Romain Mianzula,http://boxrec.com/boxer/92826,1984-10-13,19
Chul Kwon,http://boxrec.com/boxer/170370,1984-10-14,19
Lee Canalito,http://boxrec.com/boxer/27620,1984-10-16,15
Ricky Womack,http://boxrec.com/boxer/3048,1984-10-19,2
Kevin Babineaux,http://boxrec.com/boxer/27396,1984-10-23,7
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1984-11-02,22
David Gutierrez,http://boxrec.com/boxer/990,1984-11-08,1
Lee Canalito,http://boxrec.com/boxer/27620,1984-11-13,16
Romain Mianzula,http://boxrec.com/boxer/92826,1984-11-23,20
Terry Marsh,http://boxrec.com/boxer/31401,1984-12-05,16
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1984-12-14,23
Gaetano Ardito,http://boxrec.com/boxer/89096,1984-12-14,16
Chul Kwon,http://boxrec.com/boxer/170370,1984-12-16,20
Romain Mianzula,http://boxrec.com/boxer/92826,1984-12-25,21
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-01-03,12
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-01-04,17
Terry Marsh,http://boxrec.com/boxer/31401,1985-01-16,17
David Gutierrez,http://boxrec.com/boxer/990,1985-01-17,2
Ricardo Lopez,http://boxrec.com/boxer/521,1985-01-18,1
Ricky Womack,http://boxrec.com/boxer/3048,1985-01-31,3
Romain Mianzula,http://boxrec.com/boxer/92826,1985-02-01,22
Ricardo Lopez,http://boxrec.com/boxer/521,1985-02-06,2
David Gutierrez,http://boxrec.com/boxer/990,1985-02-11,3
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-02-17,8
Ricardo Lopez,http://boxrec.com/boxer/521,1985-02-18,3
David Gutierrez,http://boxrec.com/boxer/990,1985-02-21,4
Lee Canalito,http://boxrec.com/boxer/27620,1985-03-02,17
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-03-02,18
Ricardo Lopez,http://boxrec.com/boxer/521,1985-03-08,4
Romain Mianzula,http://boxrec.com/boxer/92826,1985-03-09,23
David Gutierrez,http://boxrec.com/boxer/990,1985-03-11,5
Mark Janssen,http://boxrec.com/boxer/41485,1985-03-20,10
Chul Kwon,http://boxrec.com/boxer/170370,1985-03-24,21
Romain Mianzula,http://boxrec.com/boxer/92826,1985-03-25,24
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-03-29,19
David Gutierrez,http://boxrec.com/boxer/990,1985-03-29,6
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-03-30,13
Mark Janssen,http://boxrec.com/boxer/41485,1985-04-01,11
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-04-03,9
David Gutierrez,http://boxrec.com/boxer/990,1985-04-11,7
Romain Mianzula,http://boxrec.com/boxer/92826,1985-04-13,25
Ricky Womack,http://boxrec.com/boxer/3048,1985-04-15,4
David Gutierrez,http://boxrec.com/boxer/990,1985-05-02,8
Romain Mianzula,http://boxrec.com/boxer/92826,1985-05-24,26
Terry Marsh,http://boxrec.com/boxer/31401,1985-05-28,18
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-06-06,10
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-06-07,20
David Gutierrez,http://boxrec.com/boxer/990,1985-06-24,9
Ricardo Lopez,http://boxrec.com/boxer/521,1985-06-27,5
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-06-28,14
Ricky Womack,http://boxrec.com/boxer/3048,1985-06-30,5
David Gutierrez,http://boxrec.com/boxer/990,1985-07-22,10
Ricky Womack,http://boxrec.com/boxer/3048,1985-08-01,6
Ricardo Lopez,http://boxrec.com/boxer/521,1985-08-02,6
Ricky Womack,http://boxrec.com/boxer/3048,1985-08-30,7
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-09-06,11
Terry Marsh,http://boxrec.com/boxer/31401,1985-09-12,19
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-09-13,24
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-09-17,12
David Gutierrez,http://boxrec.com/boxer/990,1985-09-19,11
Lee Canalito,http://boxrec.com/boxer/27620,1985-09-28,18
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-10-09,15
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-10-11,25
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-10-12,21
Mark Janssen,http://boxrec.com/boxer/41485,1985-10-14,12
Ricky Womack,http://boxrec.com/boxer/3048,1985-10-17,8
Terry Marsh,http://boxrec.com/boxer/31401,1985-10-24,20
Chul Kwon,http://boxrec.com/boxer/170370,1985-11-09,22
Ricky Womack,http://boxrec.com/boxer/3048,1985-12-03,9
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-12-06,26
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-12-17,13
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-12-18,27
Terry Marsh,http://boxrec.com/boxer/31401,1986-01-22,21
David Gutierrez,http://boxrec.com/boxer/990,1986-02-20,12
Chul Kwon,http://boxrec.com/boxer/170370,1986-02-23,23
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-03-14,28
Mark Janssen,http://boxrec.com/boxer/41485,1986-03-17,13
Ricardo Lopez,http://boxrec.com/boxer/521,1986-03-24,7
Lee Canalito,http://boxrec.com/boxer/27620,1986-03-28,19
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-04-04,29
Scott Daley,http://boxrec.com/boxer/55434,1986-04-05,1
Terry Marsh,http://boxrec.com/boxer/31401,1986-04-12,22
Scott Daley,http://boxrec.com/boxer/55434,1986-04-15,2
Mark Janssen,http://boxrec.com/boxer/41485,1986-04-21,14
Ricardo Lopez,http://boxrec.com/boxer/521,1986-05-01,8
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-05-08,30
David Gutierrez,http://boxrec.com/boxer/990,1986-05-15,13
Terry Marsh,http://boxrec.com/boxer/31401,1986-05-28,23
Ji-Won Kim,http://boxrec.com/boxer/44627,1986-06-01,16
Scott Daley,http://boxrec.com/boxer/55434,1986-07-01,3
Mark Janssen,http://boxrec.com/boxer/41485,1986-07-07,15
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-07-11,31
Kevin Babineaux,http://boxrec.com/boxer/27396,1986-07-24,14
Scott Daley,http://boxrec.com/boxer/55434,1986-07-24,4
David Gutierrez,http://boxrec.com/boxer/990,1986-07-25,14
Ricardo Lopez,http://boxrec.com/boxer/521,1986-07-28,9
Scott Daley,http://boxrec.com/boxer/55434,1986-08-02,5
Mark Janssen,http://boxrec.com/boxer/41485,1986-08-04,16
Scott Daley,http://boxrec.com/boxer/55434,1986-08-05,6
David Gutierrez,http://boxrec.com/boxer/990,1986-08-21,15
Scott Daley,http://boxrec.com/boxer/55434,1986-09-23,7
Ricardo Lopez,http://boxrec.com/boxer/521,1986-10-06,10
David Gutierrez,http://boxrec.com/boxer/990,1986-10-16,16
Scott Daley,http://boxrec.com/boxer/55434,1986-11-04,8
Scott Daley,http://boxrec.com/boxer/55434,1986-11-08,9
Scott Daley,http://boxrec.com/boxer/55434,1986-11-13,10
Lee Canalito,http://boxrec.com/boxer/27620,1986-11-22,20
Mark Janssen,http://boxrec.com/boxer/41485,1986-12-08,17
Ricardo Lopez,http://boxrec.com/boxer/521,1986-12-08,11
Terry Marsh,http://boxrec.com/boxer/31401,1987-01-28,24
Scott Daley,http://boxrec.com/boxer/55434,1987-01-29,11
Scott Daley,http://boxrec.com/boxer/55434,1987-02-17,12
Terry Marsh,http://boxrec.com/boxer/31401,1987-03-04,25
Chul Kwon,http://boxrec.com/boxer/170370,1987-03-29,24
Nelson Alves,http://boxrec.com/boxer/27899,1987-04-04,1
Ricardo Lopez,http://boxrec.com/boxer/521,1987-04-18,12
Chul Kwon,http://boxrec.com/boxer/170370,1987-05-16,25
Scott Daley,http://boxrec.com/boxer/55434,1987-05-21,13
Scott Daley,http://boxrec.com/boxer/55434,1987-05-30,14
Nelson Alves,http://boxrec.com/boxer/27899,1987-06-03,2
Terry Marsh,http://boxrec.com/boxer/31401,1987-07-01,26
Scott Daley,http://boxrec.com/boxer/55434,1987-07-24,15
Ricardo Lopez,http://boxrec.com/boxer/521,1987-07-31,13
Scott Daley,http://boxrec.com/boxer/55434,1987-08-06,16
Ricardo Lopez,http://boxrec.com/boxer/521,1987-08-15,14
David Gutierrez,http://boxrec.com/boxer/990,1987-09-03,17
Lee Canalito,http://boxrec.com/boxer/27620,1987-09-10,21
Nelson Alves,http://boxrec.com/boxer/27899,1987-09-14,3
Nelson Alves,http://boxrec.com/boxer/27899,1987-10-17,4
Nelson Alves,http://boxrec.com/boxer/27899,1987-12-05,5
Nelson Alves,http://boxrec.com/boxer/27899,1988-03-11,6
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1988-03-25,1
Scott Daley,http://boxrec.com/boxer/55434,1988-04-14,17
Kirk Daley,http://boxrec.com/boxer/68043,1988-04-14,1
Nelson Alves,http://boxrec.com/boxer/27899,1988-04-26,7
Kirk Daley,http://boxrec.com/boxer/68043,1988-05-09,2
Nelson Alves,http://boxrec.com/boxer/27899,1988-06-03,8
Kirk Daley,http://boxrec.com/boxer/68043,1988-06-04,3
Mark Janssen,http://boxrec.com/boxer/41485,1988-06-27,18
Ricardo Lopez,http://boxrec.com/boxer/521,1988-07-30,15
Mark Janssen,http://boxrec.com/boxer/41485,1988-08-12,19
Ricardo Lopez,http://boxrec.com/boxer/521,1988-08-27,16
Nelson Alves,http://boxrec.com/boxer/27899,1988-10-07,9
Jemal Hinton,http://boxrec.com/boxer/40185,1988-10-17,1
Jemal Hinton,http://boxrec.com/boxer/40185,1988-11-04,2
Ricardo Lopez,http://boxrec.com/boxer/521,1988-11-12,17
Jemal Hinton,http://boxrec.com/boxer/40185,1988-11-18,3
Scott Daley,http://boxrec.com/boxer/55434,1988-12-06,18
Kirk Daley,http://boxrec.com/boxer/68043,1988-12-06,4
Jemal Hinton,http://boxrec.com/boxer/40185,1988-12-08,4
Nelson Alves,http://boxrec.com/boxer/27899,1989-01-27,10
Ricardo Lopez,http://boxrec.com/boxer/521,1989-01-27,18
Jemal Hinton,http://boxrec.com/boxer/40185,1989-02-04,5
Jemal Hinton,http://boxrec.com/boxer/40185,1989-02-07,6
Lester Jacobs,http://boxrec.com/boxer/14615,1989-03-01,1
Lester Jacobs,http://boxrec.com/boxer/14615,1989-03-29,2
Scott Daley,http://boxrec.com/boxer/55434,1989-04-01,19
Kirk Daley,http://boxrec.com/boxer/68043,1989-04-01,5
Nelson Alves,http://boxrec.com/boxer/27899,1989-04-08,11
Ricardo Lopez,http://boxrec.com/boxer/521,1989-05-06,19
Ricardo Lopez,http://boxrec.com/boxer/521,1989-05-30,20
Jemal Hinton,http://boxrec.com/boxer/40185,1989-06-01,7
Nelson Alves,http://boxrec.com/boxer/27899,1989-06-11,12
Jemal Hinton,http://boxrec.com/boxer/40185,1989-06-25,8
Ricardo Lopez,http://boxrec.com/boxer/521,1989-07-08,21
Kirk Daley,http://boxrec.com/boxer/68043,1989-07-11,6
Kirk Daley,http://boxrec.com/boxer/68043,1989-07-29,7
Ricardo Lopez,http://boxrec.com/boxer/521,1989-08-04,22
Jemal Hinton,http://boxrec.com/boxer/40185,1989-08-11,9
Jemal Hinton,http://boxrec.com/boxer/40185,1989-08-26,10
Ricardo Lopez,http://boxrec.com/boxer/521,1989-08-26,23
Scott Daley,http://boxrec.com/boxer/55434,1989-09-01,20
Ricardo Lopez,http://boxrec.com/boxer/521,1989-11-07,24
Jemal Hinton,http://boxrec.com/boxer/40185,1989-11-16,11
Mark Janssen,http://boxrec.com/boxer/41485,1989-12-15,20
Jemal Hinton,http://boxrec.com/boxer/40185,1990-01-25,12
Lester Jacobs,http://boxrec.com/boxer/14615,1990-01-30,3
Nelson Alves,http://boxrec.com/boxer/27899,1990-02-16,13
Jemal Hinton,http://boxrec.com/boxer/40185,1990-03-01,13
Scott Daley,http://boxrec.com/boxer/55434,1990-03-05,21
Kirk Daley,http://boxrec.com/boxer/68043,1990-03-05,8
Ricardo Lopez,http://boxrec.com/boxer/521,1990-03-15,25
Kirk Daley,http://boxrec.com/boxer/68043,1990-04-27,9
Mark Janssen,http://boxrec.com/boxer/41485,1990-05-04,21
Jemal Hinton,http://boxrec.com/boxer/40185,1990-05-13,14
Nelson Alves,http://boxrec.com/boxer/27899,1990-06-01,14
Mark Janssen,http://boxrec.com/boxer/41485,1990-06-08,22
Ricardo Lopez,http://boxrec.com/boxer/521,1990-06-29,26
Kirk Daley,http://boxrec.com/boxer/68043,1990-08-28,10
Lester Jacobs,http://boxrec.com/boxer/14615,1990-09-12,4
Kirk Daley,http://boxrec.com/boxer/68043,1990-09-25,11
Nelson Alves,http://boxrec.com/boxer/27899,1990-10-05,15
Kirk Daley,http://boxrec.com/boxer/68043,1990-10-10,12
Lester Jacobs,http://boxrec.com/boxer/14615,1990-10-18,5
Jemal Hinton,http://boxrec.com/boxer/40185,1990-10-18,15
Ricardo Lopez,http://boxrec.com/boxer/521,1990-10-25,27
Vinny Letizia,http://boxrec.com/boxer/16800,1990-10-30,1
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1990-11-10,2
Nelson Alves,http://boxrec.com/boxer/27899,1990-11-16,16
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-01-04,3
Jemal Hinton,http://boxrec.com/boxer/40185,1991-01-22,16
Vinny Letizia,http://boxrec.com/boxer/16800,1991-01-31,2
Kirk Daley,http://boxrec.com/boxer/68043,1991-01-31,13
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-02-15,4
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-02-17,1
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-03-05,2
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-03-15,3
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-03-18,4
Lester Jacobs,http://boxrec.com/boxer/14615,1991-03-20,6
Jemal Hinton,http://boxrec.com/boxer/40185,1991-03-30,17
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-04-12,5
Vinny Letizia,http://boxrec.com/boxer/16800,1991-04-26,3
Lester Jacobs,http://boxrec.com/boxer/14615,1991-05-16,7
Jemal Hinton,http://boxrec.com/boxer/40185,1991-05-18,18
Ricardo Lopez,http://boxrec.com/boxer/521,1991-05-19,28
Vinny Letizia,http://boxrec.com/boxer/16800,1991-06-01,4
Jemal Hinton,http://boxrec.com/boxer/40185,1991-06-04,19
Kirk Daley,http://boxrec.com/boxer/68043,1991-06-07,14
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-06-14,5
Vinny Letizia,http://boxrec.com/boxer/16800,1991-06-15,5
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-06-19,6
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-07-02,6
Scott Daley,http://boxrec.com/boxer/55434,1991-07-20,22
Kirk Daley,http://boxrec.com/boxer/68043,1991-07-20,15
Jemal Hinton,http://boxrec.com/boxer/40185,1991-08-13,20
Otis Gage,http://boxrec.com/boxer/36113,1991-08-20,1
Vinny Letizia,http://boxrec.com/boxer/16800,1991-08-25,6
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-08-30,7
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-09-01,7
Lester Jacobs,http://boxrec.com/boxer/14615,1991-09-11,8
Nelson Alves,http://boxrec.com/boxer/27899,1991-09-13,17
Mihai Leu,http://boxrec.com/boxer/4130,1991-09-16,1
Jemal Hinton,http://boxrec.com/boxer/40185,1991-09-21,21
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-10-13,8
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-11-05,8
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-11-22,9
Nelson Alves,http://boxrec.com/boxer/27899,1991-12-06,18
Vinny Letizia,http://boxrec.com/boxer/16800,1991-12-13,7
Mihai Leu,http://boxrec.com/boxer/4130,1991-12-13,2
Ricardo Lopez,http://boxrec.com/boxer/521,1991-12-21,29
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-12-27,9
Jemal Hinton,http://boxrec.com/boxer/40185,1992-01-21,22
Vinny Letizia,http://boxrec.com/boxer/16800,1992-01-24,8
Marek Piotrowski,http://boxrec.com/boxer/39645,1992-02-08,1
Samson Dutch Boy Gym,http://boxrec.com/boxer/8222,1992-02-16,1
Otis Gage,http://boxrec.com/boxer/36113,1992-02-19,2
Cliff Sarmardin,http://boxrec.com/boxer/16831,1992-02-28,10
Lester Jacobs,http://boxrec.com/boxer/14615,1992-03-05,9
Ricardo Lopez,http://boxrec.com/boxer/521,1992-03-16,30
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-03-20,10
Vinny Letizia,http://boxrec.com/boxer/16800,1992-04-24,9
Otis Gage,http://boxrec.com/boxer/36113,1992-04-24,3
Lester Jacobs,http://boxrec.com/boxer/14615,1992-05-17,10
Vinny Letizia,http://boxrec.com/boxer/16800,1992-05-22,10
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-05-29,11
Otis Gage,http://boxrec.com/boxer/36113,1992-06-05,4
Vinny Letizia,http://boxrec.com/boxer/16800,1992-06-26,11
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-07-05,12
Otis Gage,http://boxrec.com/boxer/36113,1992-08-12,5
Kirk Daley,http://boxrec.com/boxer/68043,1992-08-12,16
Ricardo Lopez,http://boxrec.com/boxer/521,1992-08-22,31
Kirk Daley,http://boxrec.com/boxer/68043,1992-08-26,17
Vinny Letizia,http://boxrec.com/boxer/16800,1992-08-28,12
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-10-03,13
Mike Garcia,http://boxrec.com/boxer/39582,1992-10-03,1
Ricardo Lopez,http://boxrec.com/boxer/521,1992-10-11,32
Vinny Letizia,http://boxrec.com/boxer/16800,1992-10-14,13
Scott Daley,http://boxrec.com/boxer/55434,1992-10-17,23
Kirk Daley,http://boxrec.com/boxer/68043,1992-10-17,18
Otis Gage,http://boxrec.com/boxer/36113,1992-10-29,6
Vinny Letizia,http://boxrec.com/boxer/16800,1992-11-25,14
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-11-29,14
Otis Gage,http://boxrec.com/boxer/36113,1992-12-09,7
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-01-24,15
Ricardo Lopez,http://boxrec.com/boxer/521,1993-01-31,33
Mihai Leu,http://boxrec.com/boxer/4130,1993-02-13,3
Vinny Letizia,http://boxrec.com/boxer/16800,1993-02-26,15
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-03-06,16
Mike Garcia,http://boxrec.com/boxer/39582,1993-03-26,2
Mihai Leu,http://boxrec.com/boxer/4130,1993-04-03,4
Mike Garcia,http://boxrec.com/boxer/39582,1993-04-23,3
Vinny Letizia,http://boxrec.com/boxer/16800,1993-04-26,16
Mike Garcia,http://boxrec.com/boxer/39582,1993-05-08,4
Mike Jankovich,http://boxrec.com/boxer/19537,1993-05-21,1
Mike Garcia,http://boxrec.com/boxer/39582,1993-05-21,5
Mihai Leu,http://boxrec.com/boxer/4130,1993-05-22,5
Otis Gage,http://boxrec.com/boxer/36113,1993-06-09,8
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-06-25,11
Mike Jankovich,http://boxrec.com/boxer/19537,1993-06-25,2
Mike Garcia,http://boxrec.com/boxer/39582,1993-06-25,6
Mihai Leu,http://boxrec.com/boxer/4130,1993-06-26,6
Ricardo Lopez,http://boxrec.com/boxer/521,1993-07-03,34
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-07-11,17
Mike Garcia,http://boxrec.com/boxer/39582,1993-07-23,7
Edson Pedro Nascimento,http://boxrec.com/boxer/15692,1993-08-06,1
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-08-06,12
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-08-08,18
Marek Piotrowski,http://boxrec.com/boxer/39645,1993-08-24,2
Mike Garcia,http://boxrec.com/boxer/39582,1993-08-27,8
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-09-06,13
Mihai Leu,http://boxrec.com/boxer/4130,1993-09-11,7
Ricardo Lopez,http://boxrec.com/boxer/521,1993-09-19,35
Marek Piotrowski,http://boxrec.com/boxer/39645,1993-09-21,3
Joe Calzaghe,http://boxrec.com/boxer/5364,1993-10-01,1
Mihai Leu,http://boxrec.com/boxer/4130,1993-10-02,8
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-10-03,19
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-10-06,14
Marek Piotrowski,http://boxrec.com/boxer/39645,1993-10-15,4
Mihai Leu,http://boxrec.com/boxer/4130,1993-10-15,9
Mike Garcia,http://boxrec.com/boxer/39582,1993-10-22,9
Lakhin Vasansit,http://boxrec.com/boxer/6318,1993-11-08,1
Joe Calzaghe,http://boxrec.com/boxer/5364,1993-11-10,2
Shazzon Bradley,http://boxrec.com/boxer/16130,1993-11-13,1
Marcos Oscar Garro,http://boxrec.com/boxer/55225,1993-11-19,1
Mike Garcia,http://boxrec.com/boxer/39582,1993-11-23,10
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-11-26,15
Lakhin Vasansit,http://boxrec.com/boxer/6318,1993-11-27,2
Edson Pedro Nascimento,http://boxrec.com/boxer/15692,1993-11-30,2
Marcos Oscar Garro,http://boxrec.com/boxer/55225,1993-12-03,2
Mike Garcia,http://boxrec.com/boxer/39582,1993-12-06,11
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-12-10,16
Joe Calzaghe,http://boxrec.com/boxer/5364,1993-12-16,3
Shazzon Bradley,http://boxrec.com/boxer/16130,1993-12-18,2
Ricardo Lopez,http://boxrec.com/boxer/521,1993-12-18,36
